en,pt,fr,es,title,speaker,duration,tags
"
											In his experiment, Jos found
the patients got better
											in half the time,
											and costs fell by 30 percent.
											When I asked Jos what had surprised him
about his experiment,
											he just kind of laughed and he said,
											""Well, I had no idea it could be so easy
											to find such a huge improvement,
											because this isn't the kind of thing
you can know or predict
											sitting at a desk
or staring at a computer screen.""
											So now this form of nursing
has proliferated across the Netherlands
											and around the world.
											But in every new country
it still starts with experiments,
											because each place is slightly
and unpredictably different.
									","
											Nesta experiência, Jos descobriu
que os doentes melhoravam
											em metade do tempo,
											e os custos desceram 30%.
											Quando perguntei ao Jos
o que o surpreendera nesta experiência,
											ele riu-se e disse:
											""Bem, não fazia ideia
de que podia ser tão fácil
											""encontrar uma melhoria tão grande,
											""porque isto não é o tipo de coisa
que possamos saber ou prever
											""sentados a uma secretária
ou a olhar para um computador.""
											Esta forma de enfermagem
proliferou por toda a Holanda
											e pelo mundo fora.
											Mas em cada novo país
ainda começa como experiência
											porque cada lugar é ligeira
e imprevisivelmente diferente.
									","
											L'expérience a montré à Jos
que la santé des patients s'améliorait
											deux fois plus rapidement
											et pour une réduction de 30% des coûts.
											Quand j'ai demandé à Jos ce qui
l'avait surpris dans son expérience,
											il a ri et dit ceci :
											« Je n'imaginais pas
que ce serait si facile
											d'améliorer autant la situation
											car ce n'est pas le genre de choses
que l'on sait ou que l'on prédit
											en restant assis à un bureau
ou en fixant son écran. »
											Cette manière de fonctionner
s'est diffusée aux Pays-Bas
											et partout dans le monde.
											Mais dans chaque pays,
tout commence avec une phase de test
											car chaque endroit varie un peu
et de manière imprévisible.
									","
											En su experimento, Jos descubrió
que los pacientes mejoraron
											en la mitad del tiempo
											y los costos descendieron un 30 %.
											Cuando pregunté a Jos qué 
le sorprendió de su experimento,
											él solo se rió y dijo:
											""Bueno, no tenía idea 
de que podría ser tan fácil
											llegar una mejora tan grande,
											porque no es el tipo de cosas 
que uno puede saber o predecir
											sentado en un escritorio o mirando
la pantalla de una computadora"".
											Y, esta forma de enfermería 
ha proliferado en los Países Bajos
											y alrededor del mundo.
											Pero en cada nuevo país 
todavía comienza con experimentos,
											porque cada lugar es leve 
e impredeciblemente diferente.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											Of course, not all experiments work.
											Jos tried a similar approach
to the fire service
											and found it didn't work because
the service is just too centralized.
											Failed experiments look inefficient,
											but they're often the only way
you can figure out
											how the real world works.
											So now he's trying teachers.
											Experiments like that require creativity
											and not a little bravery.
									","
											Claro, nem todas as experiências resultam.
											Jos tentou uma aproximação similar
no serviço de bombeiros
											e descobriu que não funcionava
porque o serviço é demasiado centralizado.
											As experiências falhadas
parecem ineficientes
											mas são muitas vezes o único caminho
											que ajuda a descobrir
como funciona o mundo real.
											Agora ele está a tentar com professores.
											Experiências como estas
exigem criatividade
											e um pouco de coragem.
									","
											Toutes les expériences ne sont pas
nécessairement des succès.
											Jos a essayé cette approche
avec les pompiers
											mais sans succès
car ce service est trop centralisé.
											Des expériences infructueuses
ne semblent pas efficientes,
											mais cela reste le seul moyen
pour déterminer
											comment cela se passe dans la vraie vie.
											Maintenant, il teste l'enseignement.
											De telles expériences
nécessitent de la créativité
											et beaucoup de courage.
									","
											Por supuesto, no todos 
los experimentos funcionan.
											Jos intentó un enfoque similar 
para el servicio de bomberos
											y descubrió que no funcionaba porque
el servicio estaba demasiado centralizado.
											Los experimentos fallidos 
parecen ineficientes,
											pero a menudo son la única forma 
en que uno puede descubrir
											cómo funciona el mundo real.
											Así que ahora él 
lo está intentando con maestros.
											Experimentos como ese 
requieren creatividad
											y no poca valentía.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											In England —
											I was about to say in the UK,
but in England —
									","
											Em Inglaterra
											— eu ia dizer Reino Unido,
mas em Inglaterra —
									","
											En Angleterre,
											j'ai failli dire en Grande Bretagne,
mais en Angleterre,
									","
											En Inglaterra...
											estaba a punto de decir en Reino Unido, 
pero no, en Inglaterra.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											In England, the leading rugby team,
or one of the leading rugby teams,
											is Saracens.
											The manager and the coach there realized
that all the physical training they do
											and the data-driven
conditioning that they do
											has become generic;
											really, all the teams
do exactly the same thing.
											So they risked an experiment.
											They took the whole team away,
even in match season,
											on ski trips
											and to look at social projects in Chicago.
											This was expensive,
											it was time-consuming,
											and it could be a little risky
											putting a whole bunch of rugby players
on a ski slope, right?
									","
											Em Inglaterra, a equipa líder de râguebi,
ou uma das líderes,
											é a Saracens.
											O presidente e o treinador perceberam
que todo o treino físico que fazem
											e as preparações orientadas
por dados que fazem
											tinham-se tornado genéricas.
											Todas as equipas faziam 
exactamente a mesma coisa.
											Então, arriscaram uma experiência.
											Levaram toda a equipa,
mesmo na temporada dos jogos,
											em viagens de esqui
											e a ver projectos sociais em Chicago.
											Era dispendioso,
											consumia tempo,
											e podia ser um pequeno risco
											colocar todo um conjunto de jogadores 
de râguebi numa pista de esqui,
									","
											en Angleterre, une des équipes
de rugby en haut des classements
											est Saracens.
											Le directeur et l'entraîneur se sont
aperçus que les entraînements physiques
											et les préparations physiques
mises en place
											étaient devenus génériques.
											Toutes les équipes faisaient pareil.
											Alors, ils ont osé une expérience.
											Ils ont emmené toute l'équipe,
durant la saison des tournois,
											à des séjours de ski,
											et dans des projets sociétaux à Chicago.
											Une dépense ostentatoire,
											et cela a été coûteux en temps,
											pour des activités risquées,
											on parle de joueurs de rugby
sur des pistes de ski, quand-même.
									","
											En Inglaterra el principal equipo 
de rugby o uno de los principales
											es Saracens.
											El gerente y el entrenador vieron que 
todo el entrenamiento físico que hacen
											y la preparación basada en datos que hacen
											se ha vuelto genérico.
											Realmente, todos los equipos 
hacen exactamente lo mismo.
											Y se arriesgaron con un experimento.
											Se llevaron a todo el equipo, 
incluso en la temporada de partidos,
											a viajes para esquiar
											y para mirar 
proyectos sociales en Chicago.
											Esto era caro,
											lento,
											y podría ser algo arriesgado
											poner a un montón de jugadores de rugby 
en una pista de esquí, ¿verdad?
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											But what they found was that
the players came back
											with renewed bonds
of loyalty and solidarity.
											And now when they're on the pitch
under incredible pressure,
											they manifest what the manager
calls ""poise"" —
											an unflinching, unwavering dedication
											to each other.
											Their opponents are in awe of this,
											but still too in thrall
to efficiency to try it.
									","
											Mas descobriram
que os jogadores regressavam
											com vínculos renovados
de lealdade e solidariedade.
											E agora, quando estão no campo,
sob uma incrível pressão,
											manifestam aquilo a que o presidente
chama ""determinação""
											— uma dedicação inflexível e inabalável
											entre todos.
											Os adversários estão admirados com isso,
											mas ainda são demasiado escravos
da eficiência para tentarem.
									","
											Mais le résultat
quand les joueurs sont revenus,
											s'est exprimé dans des liens renouvelés
de loyauté et de solidarité.
											Quand ils sont sur le terrain,
sous une pression incroyable,
											ils font preuve de ce que le directeur
appelle de la « détermination » —
											un engagement inflexible et infaillible
											les uns envers les autres.
											Ça laisse leurs opposants admiratifs.
											Mais ils sont trop les esclaves
de l'efficience pour les imiter.
									","
											Pero encontraron que 
los jugadores regresaron
											con renovados lazos 
de lealtad y solidaridad.
											Y ahora, cuando están en el campo 
bajo una presión increíble,
											manifiestan lo que el gerente 
llama ""determinación"",
											una dedicación inquebrantada 
e inquebrantable
											de uno al otro.
											Sus oponentes están asombrados de esto,
											pero todavía demasiado esclavos 
de la eficacia para intentarlo ellos.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											At a London tech company, Verve,
											the CEO measures just about
everything that moves,
											but she couldn't find anything
that made any difference
											to the company's productivity.
											So she devised an experiment
that she calls ""Love Week"":
											a whole week where each employee
has to look for really clever,
											helpful, imaginative things
											that a counterpart does,
											call it out and celebrate it.
											It takes a huge amount of time and effort;
											lots of people would call it distracting.
											But it really energizes the business
											and makes the whole company
more productive.
									","
											Numa empresa tecnológica
de Londres, a Verve,
											a presidente executiva
mede tudo aquilo que se move,
											mas não conseguiu encontrar nada
que fizesse alguma diferença
											na produtividade da empresa.
											Então, realizou uma experiência
a que chamou ""Semana do Amor"",
											uma semana inteira em que cada empregado
											tem de procurar coisas
inteligentes, úteis, imaginativas
											que um homólogo faz,
											detetá-la e festejá-la.
											Isto exige imenso tempo e esforço.
											Muitas pessoas podiam chamar-lhe
uma distração.
											Mas infundiu energia no negócio
											e tornou toda a empresa mais produtiva.
									","
											Chez Verve, une entreprise
high-tech de Londres,
											la PDG mesure tout ce qui bouge,
											mais elle ne trouvait rien
qui fasse la différence
											pour la productivité.
											Elle a conçu une expérience qu'elle a
appelée « la semaine de l'amour » :
											une semaine entière où les employés
doivent détecter des astuces malignes,
											utiles et créatives
											que leur collègues appliquent,
											les remarquer et les célébrer.
											Cela prend un temps fou
et plein d'efforts.
											Ils seraient nombreux
à juger cela une distraction.
											Mais ça dynamise les affaires
											et rend l'entreprise
dans sa globalité plus productive.
									","
											En una compañía tecnológica
de Londres, Verve,
											la CEO medía casi todo lo que se mueve,
											pero no podía encontrar nada 
que marcara alguna diferencia
											en la productividad de la empresa.
											Entonces ideó un experimento 
que llamó ""Semana del Amor"":
											una semana entera donde cada empleado 
tiene que buscar realmente
											cosas inteligentes, útiles e imaginativas
											que hace una contraparte,
											decirlo y celebrarlo.
											Se necesita mucho tiempo y esfuerzo.
											Mucha gente lo llamaría distracción.
											Pero realmente energiza el negocio
											y hace que toda la empresa 
sea más productiva.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											Preparedness, coalition-building,
											imagination, experiments,
											bravery —
											in an unpredictable age,
											these are tremendous sources
of resilience and strength.
											They aren't efficient,
											but they give us limitless capacity
											for adaptation, variation and invention.
											And the less we know about the future,
											the more we're going to need
these tremendous sources
											of human, messy, unpredictable skills.
									","
											A prontidão, a construção de alianças,
											a imaginação, as experiências,
											a coragem
											— numa época imprevisível,
											são fontes tremendas
de resiliência e força.
											Não são eficientes,
											mas dão-nos capacidades ilimitadas
											de adaptação, variação e invenção.
											Quanto menos sabemos do futuro,
											mais iremos precisar
destes tremendos recursos
											de competências humanas, 
desalinhadas e imprevisíveis.
									","
											La préparation, l'esprit de corps,
											l'imagination, les expériences,
											le courage.
											Dans une époque imprévisible,
											telles sont nos sources
de résilience et de force.
											Ce n'est pas efficient,
											mais cela confère une capacité illimitée
											d'adaptation, d'évolution et d'invention.
											Moins nous sommes certains de l'avenir,
											plus nous avons besoin
de ces ressources formidables
											en compétences humaines,
chaotiques et imprévisibles.
									","
											Preparación, coalición,
											imaginación, experimentos,
											valentía...
											en una época impredecible.
											Estas son fuentes tremendas 
de resistencia y fortaleza.
											No son eficientes
											pero nos dan capacidad ilimitada
											para la adaptación, variación e invención.
											Y cuanto menos sepamos sobre el futuro,
											más vamos a necesitar 
estas tremendas fuentes
											de habilidades humanas, 
desordenadas e impredecibles.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											But in our growing
dependence on technology,
											we're asset-stripping those skills.
											Every time we use technology
											to nudge us through a decision or a choice
											or to interpret how somebody's feeling
											or to guide us through a conversation,
											we outsource to a machine
what we could, can do ourselves,
											and it's an expensive trade-off.
											The more we let machines think for us,
											the less we can think for ourselves.
											The more —
									","
											Mas na nossa crescente
dependência da tecnologia,
											estamos a menosprezar estas competências.
											Cada vez que usamos a tecnologia,
											para nos guiar numa decisão ou escolha
											ou para interpretar o sentimento de alguém
											ou para nos guiar numa conversa,
											delegamos numa máquina
o que nós devemos e podemos fazer,
											e isso é um recurso que sai caro.
											Quanto mais deixamos
as máquinas pensar por nós
											menos pensamos por nós mesmos.
											Quanto mais...
									","
											Alors que nous devenons de plus en plus
dépendants des technologies,
											nous sommes en train
de nous dépouiller de ces richesses.
											À chaque utilisation de la technologie,
											pour nous aider à prendre
des décisions, à faire des choix,
											interpréter les sentiments d'autrui
											ou nous guider dans une conversation,
											nous déléguons à une machine
											ce que nous pourrions
et pouvons faire nous-mêmes.
											Or, c'est un compromis onéreux.
											Plus nous abandonnons
notre raison aux machines,
											moins nous pouvons penser par nous-mêmes.
											Plus —
									","
											Pero en nuestra creciente 
dependencia de la tecnología,
											nos está despojando de esas habilidades.
											Cada vez que usamos tecnología
											para presionarnos 
hacia una decisión o una elección
											o para interpretar 
cómo se siente alguien
											o para guiarnos a través 
de una conversación,
											subcontratamos a una máquina para lo que 
pudimos y podemos hacer nosotros mismos,
											y es una compensación costosa.
											Cuanto más dejamos que las máquinas 
piensen por nosotros,
											menos podremos pensar por nosotros mismos.
											Cuanto más...
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											The more time doctors spend
staring at digital medical records,
											the less time they spend
looking at their patients.
											The more we use parenting apps,
											the less we know our kids.
											The more time we spend with people that
we're predicted and programmed to like,
											the less we can connect with people
who are different from ourselves.
											And the less compassion we need,
the less compassion we have.
									","
											Quanto mais tempo os médicos gastarem
a olhar para registos médicos digitais
											menos tempo passam
a olhar para os seus pacientes.
											Quanto mais usarmos aplicações parentais
											menos conhecemos os nossos filhos.
											Quanto mais tempo passarmos com pessoas
de que previsivelmente gostamos,
											menos vamos contactar com pessoas
que são diferentes de nós.
											E quanto menos compaixão necessitarmos,
menor compaixão teremos.
									","
											Plus les médecins passent du temps
à lire les dossiers médicaux,
											moins ils passent du temps
à ausculter leurs patients.
											Plus nous utilisons
des applis de parentalité,
											moins nous connaissons nos enfants.
											Plus nous passons du temps avec des gens
que nous devrions apprécier,
											selon les logiciels prédictifs,
											moins nous nous lions
avec des personnes différentes de nous.
											Moins nous avons besoin de compassion,
plus elle nous fait défaut.
									","
											Cuanto más tiempo pasan los médicos 
mirando los registros médicos digitales,
											menos tiempo pasan viendo a sus pacientes.
											Cuanto más usamos 
aplicaciones para padres,
											menos conocemos a nuestros hijos.
											Cuanto más tiempo estamos con personas 
programadas para que nos gusten,
											menos podemos conectarnos 
con personas diferentes a nosotros.
											Y cuanto menos compasión necesitamos, 
menos compasión tenemos.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											What all of these
technologies attempt to do
											is to force-fit a standardized model
of a predictable reality
											onto a world that is
infinitely surprising.
											What gets left out?
											Anything that can't be measured —
											which is just about
everything that counts.
									","
											O que todas estas tecnologias tentam fazer
											é encaixar à força um modelo padronizado
de uma realidade previsível
											num mundo que é
infinitamente surpreendente.
											O que fica de fora?
											Tudo o que não pode ser medido
											e que é justamente tudo o que conta.
									","
											Tout ce qu'essaient de faire
ces technologies,
											c'est de faire entrer au chausse-pied
											un modèle standard
d'une réalité prévisible
											dans un monde infiniment surprenant.
											Que reste-t-il alors ?
											Tout ce qui ne peut être mesuré,
											tout ce qui compte en fait.
									","
											Estas tecnologías intentan forzar
											un modelo estandarizado 
de una realidad predecible
											en un mundo infinitamente sorprendente.
											¿Qué es lo que queda fuera?
											Cualquier cosa que no se pueda medir,
											que es casi todo lo que cuenta.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											Our growing dependence on technology
											risks us becoming less skilled,
											more vulnerable
											to the deep and growing complexity
											of the real world.
									","
											A nossa crescente
dependência da tecnologia
											arrisca-nos a sermos menos competentes,
											mais vulneráveis
											à profunda e crescente complexidade
											do mundo real.
									","
											Notre dépendance croissante
aux technologies
											nous met en danger
de perdre nos compétences,
											de nous rendre plus vulnérables
											face à la complexité
profonde et croissante
											du monde réel.
									","
											Nuestra creciente dependencia 
de la tecnología.
											Nos arriesga a volvernos 
menos calificados,
											más vulnerables
											a la complejidad profunda y creciente
											del mundo real.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											Now, as I was thinking about
the extremes of stress and turbulence
											that we know we will have to confront,
											I went and I talked to
a number of chief executives
											whose own businesses had gone
through existential crises,
											when they teetered
on the brink of collapse.
											These were frank,
gut-wrenching conversations.
											Many men wept just remembering.
											So I asked them:
											""What kept you going through this?""
									","
											Enquanto estava a pensar nos
extremos do ""stress"" e da turbulência
											que sabemos que teremos de enfrentar,
											eu falei com alguns diretores executivos
											cujos negócios tinham passado
por crises existenciais,
											quando eles vacilaram
com a iminência de um colapso.
											Foram conversas francas e angustiantes.
											Muitos deles choraram
só de se lembrarem.
											Então, perguntei-lhes:
											""O que o aguentou durante a crise?""
									","
											Alors que je réfléchissais aux extrêmes
du stress et des turbulences
											que nous sommes certains
de connaître un jour,
											j'ai rencontré un nombre de PDG
											dont les entreprises avaient traversé
des crises existentielles,
											qui avaient vacillé devant
les falaises de la disparition.
											Nous avons eu des conversations
franches et douloureuses.
											Ils furent nombreux
à pleurer face à ce souvenir.
											Alors, je leur ai demandé ceci :
											« Qu'est-ce qui vous a fait tenir bon ? »
									","
											Ahora mientras pensaba en los extremos
del estrés y la agitación
											que sabemos que tendremos que enfrentar,
											me encontré y hablé 
con varios directores ejecutivos
											cuyos propios negocios 
habían pasado por crisis existenciales,
											tambaleándose hasta el borde del colapso.
											Estas fueron conversaciones 
francas y desgarradoras.
											Muchos hombres lloraron solo recordándolo.
											Entonces les pregunté:
											""¿Qué es lo que te mantuvo 
al pasar por esto?""
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											And they all had exactly the same answer.
											""It wasn't data or technology,"" they said.
											""It was my friends and my colleagues
											who kept me going.""
									","
											E todos deram a mesma resposta.
											""Não foram os dados nem a tecnologia"", 
disseram.
											""Foram os meus amigos e colegas
											""que me ajudaram a continuar.""
									","
											Ils ont tous répondu la même chose :
											« Ce n'est ni les données,
ni la technologie.
											Ce sont mes amis et mes collègues
											qui m'ont poussé à avancer. »
									","
											Y todos dieron exactamente 
la misma respuesta:
											""No fueron datos o tecnología"", dijeron.
											""Fueron mis amigos y mis colegas
											quienes me mantuvieron en marcha"".
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											One added, ""It was pretty much
the opposite of the gig economy.""
									","
											Um acrescentou: ""Foi precisamente o oposto
à economia do trabalho temporário.""
									","
											Un autre a ajouté : « C'était à l'opposé
de l'économie des petits boulots. »
									","
											Uno agregó: ""Era más o menos lo contrario
de la economía de pequeños encargos"".
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											But then I went and I talked to a group
of young, rising executives,
											and I asked them,
											""Who are your friends at work?""
											And they just looked blank.
									","
											Mas quando falei com um grupo 
de jovens executivos em ascensão,
											e lhes perguntei:
											""Quem são os vossos amigos no trabalho?""
											eles ficaram admirados.
									","
											Ensuite, je suis allée à la rencontre
d'un groupe de jeunes futurs dirigeants.
											Je leur ai demandé ceci :
											« Qui sont vos amis au travail ? »
											Leur regard est resté vide.
									","
											Pero luego fui y hablé con un grupo 
de jóvenes ejecutivos en ascenso,
											y les pregunté:
											""¿Quiénes son tus amigos en el trabajo?""
											Y se quedaron en blanco.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											""There's no time.""
									","
											""Não há tempo.""
									","
											« On n'a pas le temps. »
									","
											""No hay tiempo"".
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											""They're too busy.""
									","
											""Estão muito ocupados.""
									","
											« On a trop de choses à faire. »
									","
											""Están demasiado ocupados"".
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											""It's not efficient.""
									","
											""Não é eficiente.""
									","
											« Ce n'est pas efficient. »
									","
											""No es eficiente"".
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
											Who, I wondered, is going to give them
											imagination and stamina and bravery
											when the storms come?
									","
											Quem, pergunto-me, lhes vai dar
											a imaginação, a energia e a coragem
											quando chegar a tempestade?
									","
											Je me suis demandée qui allait leur offrir
											l'imagination, la force et le courage
											quand les orages allaient survenir.
									","
											Me preguntaba quién les va a dar
											imaginación y resistencia y valentía
											cuando vengan las tormentas.
									",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
"
","
","
","
",The human skills we need in an unpredictable world,Margaret Heffernan,15:52,"government,business,technology,creativity,entrepreneur,future,work,AI,algorithm,innovation,social change,humanity,leadership,society"
