en,es,tr,fr,pt,title,speaker,duration,tags
"
											In my first job as a college teacher,
I broke the rules,
											and I encouraged students
to join me in the protest marches.
											And when I found out
that my male colleague
											with the same experience and education
											was being paid more than me,
											I mounted a personal protest.
											When my raise was denied,
											with the excuse that
he had a family to support,
											so did I as a single mom.
											But I dropped my protest to keep my job.
									","
											En mi primer empleo como profesora
universitaria,
											rompía las reglas
											y animaba a mis alumnos a sumarse 
conmigo en las marchas de protesta.
											Y cuando me enteré
que a mi colega masculino,
											con la misma experiencia
y educación que yo,
											le pagaban más que a mí,
monté una protesta personal.
											Se negó mi aumento,
											con la excusa de que él tenía 
una familia que mantener,
											igual la tenía yo, como madre soltera.
											Pero retiré mi protesta 
para conservar mi trabajo.
									","
											Üniversitede hocalık yaptığım
ilk işimde kuralları çiğnedim
											ve öğrencilerimi protesto yürüyüşlerinde
bana katılmaları için teşvik ettim.
											Benimle aynı deneyim ve eğitime sahip
erkek iş arkadaşımın
											benden daha fazla
ücret aldığını öğrendiğimde
											kişisel bir protesto başlattım.
											Onun, ailesinin
geçimini sağladığı bahanesiyle
											ücretimi artırmayı reddettiklerinde
											yalnız bir anne olarak ben de
ailemin geçimini sağlıyordum.
											Ama işimi kaybetmemek için
protestomu sonlandırdım.
									","
											Dans mon premier emploi
d'enseignante universitaire,
											j'ai enfreint les règles
											et j'ai encouragé les étudiants
à se joindre à moi aux manifestations.
											Quand j'ai découvert
que mon collègue masculin
											avec les mêmes expérience et éducation
											était payé plus que moi,
											j'ai déposé une réclamation.
											Quand mon augmentation a été refusée,
											avec l'excuse qu'il avait
une famille à charge,
											moi aussi, en tant que mère célibataire.
											Mais j'ai abandonné ma réclamation
pour conserver mon travail.
									","
											No meu primeiro emprego como professora
na faculdade, quebrei as regras
											e encorajei os alunos
a irem comigo a manifestações.
											E quando descobri que o meu colega
											que tinha a mesma experiência
e formação académica que eu
											ganhava mais do que eu,
											preparei um protesto pessoal.
											Quando me recusaram um aumento,
											com a desculpa que ele tinha
uma família para sustentar,
											eu também tinha, porque era mãe solteira.
											Mas desisti do protesto
para manter meu emprego.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											Today, millions of women
are making this compromise,
											staying in their jobs without equal pay
											for equal work.
									","
											Hoy en día millones de mujeres 
aceptan esto,
											quedándose en sus puestos 
sin igual remuneración
											por igual trabajo.
									","
											Bugün milyonlarca kadın
bu şekilde taviz veriyor,
											eşit çalışma için eşit ücret alamadıkları
işlerine devam ediyorlar.
									","
											Aujourd'hui, des millions de femmes
font ce compromis :
											conserver un emploi sans salaire égal
											pour travail égal.
									","
											Hoje, milhões de mulheres
estão fazendo esse tipo de concessão
											ficando nos seus empregos
sem salários iguais
											pelo mesmo trabalho.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											And as one of the first women
on television in the '70s,
											I was warned that focusing
on women's stories
											would limit my career opportunities,
											and maybe it did.
											But I got to produce and host
breakthrough programming for women,
											while at the same time,
											remaining silent
											about sexual harassment
											and listening to consultants
who were hired to advise me
											about my appearance.
											""Become a blonde.""
											I did.
											""Lower your voice.""
											I tried.
											""Lower your necklines.""
											I didn't.
									","
											Como una de las primeras mujeres
en la TV de los años 70,
											me advirtieron que centrarme 
en las historias de las mujeres
											limitaría mis oportunidades de carrera,
											y tal vez así haya sido.
											Pero tuve la oportunidad 
de producir y presentar
											una programación innovadora
											para las mujeres,
											y al mismo tiempo
											guardaba silencio sobre el acoso sexual
											y escuchaba a consultores
que habían contratado
											para aconsejarme sobre mi apariencia.
											""Vuélvete rubia"".
											Lo hice.
											""Baja la voz"".
											Lo intenté.
											""Baja los escotes"".
											No lo hice.
									","
											70'lerde televizyona çıkan
ilk kadınlardan olarak
											kadınların hikâyelerine ağırlık vermemin
											iş fırsatlarımı kısıtlayabileceği hakkında
uyarılmıştım, belki kısıtlamıştır da.
											Ama kadınlar için yenilikçi bir program
oluşturup onu sunmayı başardım.
											Bunu yaparken aynı zamanda
cinsel taciz konusunda sessiz kalıyor
											ve görünüşümle ilgili tavsiye vermesi için
işe alınan danışmanları dinliyordum.
											""Saçını sarıya boyat.""
											Boyattım.
											""Sesini alçalt.""
											Denedim.
											""Yakanı indir.""
											İndirmedim.
									","
											Étant l'une des premières femmes
à la télévision dans les années 70,
											on m'avait avertie que me concentrer
sur les histoires de femmes
											limiterait mes opportunités de carrière
											et ça a peut-être été le cas.
											Mais j'ai pu produire et animer
des programmes innovants pour les femmes
											tout en gardant le silence
											sur le harcèlement sexuel
											et en écoutant des consultants
engagés pour me conseiller
											sur mon apparence.
											« Devenez blonde ».
											Je l'ai fait.
											« Baissez la voix ».
											J'ai essayé.
											« Agrandissez votre décolleté ».
											Je ne l'ai pas fait.
									","
											E como uma das primeiras mulheres
na televisão nos anos 70,
											avisaram-me que, se me concentrasse
em histórias de mulheres
											limitaria minhas oportunidades
de carreira
											e talvez tenha mesmo limitado.
											Mas eu produzi e apresentei
uma programação inovadora para mulheres.
											embora, simultaneamente,
											me tenha mantido silenciosa
sobre o assédio sexual.
											Tive de ouvir os consultores
que foram contratados
											para me aconselhar quanto ao meu aspeto:
											""Pinte o cabelo de louro.""
											Eu pintei.
											""Abaixe o tom da voz.""
											Eu tentei.
											""Aumente o decote.""
											Não aumentei.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risos)
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											But I did wear those ugly anchor suits
											with those scarves that look
something like men's ties.
											And later, in the power
positions in media,
											often as the first or only woman,
											aware of being judged
through that gender lens,
											I struggled from time to time
											to find the right balance between
being a leader for women
											and not being entirely defined
as a woman leader.
											But today, I'm proud to be known
as a woman leader.
									","
											Pero sí llevaba esos trajes 
de presentadora muy feos
											con las bufandas que se parecían 
un poco a las corbatas de hombres.
											Y luego en las posiciones de poder 
en los medios,
											a menudo como la primera
o única mujer,
											consciente de ser juzgada 
a través de la lente de género,
											luchaba cada tanto
											por encontrar el equilibrio correcto
entre ser una líder para las mujeres
											y no ser definida solamente 
como una mujer líder.
											Pero hoy, estoy orgullosa de ser 
conocida como una mujer líder.
									","
											Ama kravata benzeyen atkıyla
o çıpa desenli çirkin takımlardan giydim.
											Daha sonra medyada yönetim pozisyonunda
çoğunlukla ilk ve tek kadın olarak
											toplumsal cinsiyet lensiyle
yargılandığımın farkındaydım
											ve kadınlar için bir lider olmakla
											tamamen bir kadın lider olarak
tanımlanmamak arasındaki dengeyi bulmakta
											zaman zaman zorlandım.
											Ama bugün, bir kadın lider olarak
tanınmakla gurur duyuyorum.
									","
											Mais j'ai porté ces hideux
tailleurs de présentatrice
											avec ces écharpes qui ressemblent
vaguement à des cravates d'hommes.
											Plus tard, dans des positions
de pouvoir dans les médias,
											étant souvent la première
ou la seule femme,
											consciente d'être jugée
via le prisme du genre,
											j'ai parfois eu des difficultés
											à trouver l'équilibre entre le fait d'être
une chef de file pour les femmes
											et ne pas être uniquement décrite
comme une femme dirigeante.
											Mais aujourd'hui,
											je suis fière d'être connue
en tant que femme dirigeante.
									","
											Mas usei aqueles fatos horríveis
de apresentadora,
											com echarpes
que mais pareciam gravatas.
											Mais tarde, em posição de poder
nos ""media"",
											quase sempre a primeira
ou única mulher,
											ciente de estar a ser julgada
pelas lentes do sexo,
											várias vezes lutei
											para encontrar equilíbrio
entre ser uma líder para mulheres
											e não ser definida apenas
como uma mulher líder.
											Mas hoje tenho orgulho
de ser conhecida como uma mulher líder.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											As an activist, advocate, feminist
											and as a newly declared dangerous woman,
											I'm caring less what others say
											and saying more clearly
what I think and feel.
											And let me be clear:
											I acknowledge my privilege
in being able to do that,
											to speak my truth.
											And to stand here today
											with this opportunity
											to talk to you about women and power —
											note I did not say ""empowered.""
											I don't think we're waiting
to be empowered.
											I think we have power.
									","
											Como activista, defensora, feminista
											y como recién declarada mujer peligrosa,
											me importa menos lo que diga la gente,
											y digo más claramente 
lo que pienso y siento.
											Y permítanme ser clara,
											reconozco el privilegio 
de poder hacer eso,
											de poder dar mi opinión.
											Y de estar aquí hoy
											con esta oportunidad
											de hablarles sobre las mujeres y el poder.
											Noten que no he dicho ""empoderada"".
											Pienso que no estamos esperando
que alguien ""nos dé el poder"".
											Pienso que ya tenemos el poder.
									","
											Bir aktivist, savunucu ve feminist olarak,
											ayrıca yeni beyan ettiğim
tehlikeli bir kadın olarak
											başkalarının ne söylediğini
daha az umursuyor,
											düşünce ve hislerimi
daha açıkça söylüyorum.
											Şu konuda açık olayım:
											Kendi gerçeklerimi konuşabilmemde
ayrıcalığımın etkisinin farkındayım.
											Kadınlar ve yetki hakkında konuşma
imkânıyla bugün burada bulunmak —
											dikkatinizi çekerim, ""yetkili"" demedim.
											Yetkilenmek için beklediğimizi
düşünmüyorum.
											Yetkimizin olduğuna inanıyorum.
									","
											En tant qu'activiste, militante, féministe
											et femme dangereuse récemment proclamée,
											je m'inquiète moins
de ce que les autres disent
											et je dis plus clairement
ce que je pense et ressens.
											Laissez-moi être claire :
											je reconnais mon privilège
dans le fait d'être capable de faire cela,
											de dire ma vérité.
											Et de me tenir ici aujourd'hui
											avec cette opportunité
											de vous parler de femmes et de pouvoir —
											notez que je n'ai pas parlé
qu'on nous donne du pouvoir.
											Je ne crois pas qu'on attende
qu'on nous donne du pouvoir.
											Je crois que nous avons du pouvoir.
									","
											Como ativista, porta-voz, feminista
											e recentemente afirmada
como mulher perigosa,
											preocupo-me menos
com o que os outros dizem
											e digo mais claramente
o que acho e sinto.
											E vou ser muito clara:
											Reconheço o privilégio
de poder fazer isso,
											de contar a minha verdade.
											E estar aqui hoje,
											com esta oportunidade
											de falar com vocês
sobre mulheres e poder
											— reparem que não disse
""empoderada"".
											Acho que não estamos à espera
de conquistar poder.
											Acho que temos poder.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											What we need are more opportunities
to claim it, to use it,
											to share it.
									","
											Necesitamos más oportunidades
para reclamarlo, para usarlo,
											para compartirlo.
									","
											Onu istemek, kullanmak ve paylaşmak için
daha fazla olanağa ihtiyacımız var.
									","
											Nous avons besoin de plus d'opportunités
pour le revendiquer, l'utiliser,
											le partager.
									","
											Mas precisamos de mais oportunidades
de o reivindicar, de o usar,
											e de partilhar esse poder.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											And yes, I know —
											there are women with power
who don't use it well or wisely
											and who don't share it.
											I've heard, as I'm sure you have,
											those stories that begin with,
											""The worst boss I ever had
was a woman ... ""
											And we could all name women leaders
who have not made us proud.
									","
											Y sí, lo sé,
											hay mujeres con poder 
que no lo usan bien ni sabiamente
											y que no lo comparten.
											He escuchado, igual que 
Uds. seguramente,
											esas historias que comienzan con
											""La peor jefe que he tenido 
fue una mujer"".
											Y todos podemos nombrar a mujeres líderes
que no nos hacen sentir orgullosos.
									","
											Evet, biliyorum,
											yetkisini düzgün ve akıllıca kullanmayan,
paylaşmayan yetkili kadınlar var.
											Şöyle başlayan hikâyeler duydum,
eminim siz de duymuşsunuzdur:
											""Hayatımdaki en kötü patronum kadındı.""
											Ayrıca bizi gururlandırmayan
kadın liderleri hepimiz sayabiliriz.
									","
											Et oui, je sais —
											il y a des femmes qui ont du pouvoir
											et ne l'utilisent pas à bon escient
ou sagement et ne le partagent pas.
											J'ai entendu, sûrement comme vous,
											des histoires commençant par :
											« Le pire chef que j'aie jamais eu
était une femme... »
											Nous pourrions toutes
nommer des dirigeantes
											dont nous ne sommes pas fières.
									","
											Sim, eu sei.
											Há mulheres com poder
que não o usam com sensatez
											e que não o partilham.
											Já ouvi, e vocês certamente também,
											histórias que começam assim:
											""O pior chefe que tive foi uma mulher...""
											E podemos falar de várias líderes
de que não nos orgulhámos.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											But we can change all of that
											with a simple but brilliant idea
											that I first heard from a risk-taking,
dangerous congresswoman from New York
											named Bella Abzug.
											Bella said, ""In the 21st century,
											women will change the nature of power
											rather than power changing
the nature of women.""
											From the moment I heard that —
									","
											Pero podemos cambiar todo eso
											con una idea sencilla pero genial
que oí por primera vez
											de una congresista arriesgada 
y peligrosa, de Nueva York,
											que se llama Bella Abzug.
											Bella dijo: ""En el siglo XXI,
											la mujer cambiará 
la naturaleza del poder,
											en lugar de que el poder 
cambie la naturaleza de la mujer"".
											Desde el momento que lo oí...
									","
											Ancak basit ama parlak bir fikirle
bunu değiştirebiliriz.
											Bu fikri ilk defa, risk alan
ve tehlikeli bir kadın kongre üyesi olan
											Bella Abzug'dan duymuştum.
											Demişti ki ""21. yüzyılda
											kadınlar, yetkinin doğasını değiştirecek;
											yetki, kadınların
doğasını değiştirmeyecek.""
											Bunu duyduğum andan itibaren —
									","
											Mais nous pouvons toutes changer cela
											avec une idée simple mais brillante
											que j'ai d'abord entendue d'un membre
féminin du Congrès, dangereux aussi,
											venant de New York,
											et qui s'appelle Bella Abzug.
											Bella a dit : « Au XXIe siècle,
											les femmes changeront la nature du pouvoir
											plutôt que de voir le pouvoir
changer la nature des femmes. »
											Au moment où j'ai entendu cela —
									","
											Mas podemos mudar tudo isso
											com uma ideia simples, mas brilhante
											que eu ouvi a uma perigosa congressista
de Nova Iorque,
											chamada Bella Abzug.
											Ela disse: ""No século XXI,
											""as mulheres mudarão
a natureza do poder
											""mais do que o poder mudará
a natureza das mulheres.""
											Desde que ouvi isso...
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											I thought, ""This is our call to action.
											This is our biggest opportunity.""
									","
											pensé ""este es nuestro llamado
a la acción,
											esta es nuestra oportunidad más grande"".
									","
											düşündüm ki ""Bu, bizim harekete çağrımız.
											Bu, bizim en büyük olanağımız.""
									","
											j'ai pensé :
« C'est notre appel à l'action.
											C'est notre plus grande opportunité. »
									","
											pensei: ""Esta é a nossa chamada à ação.
											""Esta é nossa maior oportunidade.""
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											And as a journalist and an activist,
											I've seen this idea in action,
											documenting the stories of women
on both sides in long-term conflicts,
											coming together
and defying the official power
											to form alliances and find their own ways
to ending violence in their communities.
											And as an activist,
I've traveled to places
											where it's dangerous to be born a woman,
											like eastern Congo,
											where a war is being waged
on the bodies of women.
											There, at a healing and leadership
center called City of Joy,
											brave Congolese women
are transforming pain into power
											by training survivors of sexual assault
											to return to their villages as leaders.
											And at recent climate summits,
											I've observed women climate leaders
working behinds the scenes,
											out of the public spotlight,
											making sure that the negotiations
toward global climate agreement
											continue to move forward.
									","
											Y como periodista y activista
											he visto esta idea en acción,
											documentando las historias de mujeres en
ambos bandos de conflictos a largo plazo,
											juntándose y desafiando al poder oficial
											para aliarse y encontrar sus propias
maneras de poner fin a la violencia
											en sus comunidades.
											Y como activista, he viajado a lugares
											donde es peligroso nacer mujer,
											como el este de Congo,
											donde se está librando una guerra
contra el cuerpo de la mujer.
											Allá, en un centro de curación y liderazgo
llamado ""Ciudad de la Alegría"",
											valientes mujeres congoleñas 
están transformando dolor en poder
											entrenando a sobrevivientes 
de agresión sexual
											para volver a sus aldeas como líderes.
											Y en cumbres del clima recientes,
											he observado a mujeres líderes 
del clima trabajando entre bastidores,
											fuera de los focos,
											asegurándose de que las negociaciones 
hacia acuerdos climáticos globales
											siguieran avanzando.
									","
											Bir gazeteci ve aktivist olarak
											bu fikrin harekete geçtiğini gördüm;
											uzun süreli tartışmalarda iki taraftaki
kadınların hikâyelerini de belgelediğini,
											kadınların bir araya gelip
resmi yetkiye karşı koyduğunu,
											birlik oluşturup toplumlarında şiddeti
sonlandırmak için çareler aradığını.
											Bir aktivist olarak kadın olarak doğmanın
tehlikeli olduğu çeşitli bölgelere gittim,
											örneğin kadınların bedenleriyle savaşılan
doğu Kongo gibi yerlere.
											Orada, Mutluluk Şehri dedikleri
iyileşme ve liderlik merkezinde
											cesur Kongolu kadınlar,
cinsel taciz mağdurlarını,
											lider olarak köylerine dönmeleri için
eğiterek acıyı yetkiye dönüştürüyor.
											Ayrıca yakın zamandaki iklim zirvelerinde
											kadın iklim liderlerinin
kulis yaptıklarını gördüm.
											Toplumun ilgisini çekmeden
											küresel iklim uzlaşmasının
iyi yönde ilerlemesini sağlıyorlar.
									","
											En tant que journaliste et activiste,
											j'ai vu cette idée à l’œuvre
											en documentant les histoires de femmes
de deux côtés de conflits de longue durée,
											se réunissant et défiant
le pouvoir officiel
											pour former des alliances
et trouver leurs propres moyens
											pour mettre un terme à la violence
au sein de leurs communautés.
											En tant qu'activiste,
je me suis rendue dans des lieux
											où il est dangereux de naître femme,
											comme dans l'est du Congo,
											où une guerre est menée
contre le corps des femmes.
											Là-bas, dans un centre de guérison
et de leadership, la Cité de la joie,
											des femmes congolaises courageuses
transforment leur douleur en force
											en entraînant des survivantes
d'agression sexuelle
											pour qu'elles retournent dans leur village
et y soient des leaders.
											A de récents sommets sur le climat,
											j'ai observé des femmes
menant la lutte climatique
											et travaillant dans les coulisses,
											loin des projecteurs,
											à s'assurer que les négociations
vers un accord climatique mondial
											continuent d'avancer.
									","
											E como jornalista e ativista,
											tenho visto esta ideia em ação,
											documentando histórias de mulheres
nos dois lados de longos conflitos,
											unindo-se e desafiando o poder oficial
											para formar alianças e encontrar caminhos
para dar fim à violência nas comunidades.
											E como ativista, viajei a lugares
											onde é perigoso nascer mulher,
											como o leste do Congo,
											onde há uma guerra travada
contra os corpos das mulheres.
											Lá, num centro de cura e liderança
chamado City of Joy,
											corajosas mulheres congolesas
transformam a dor em poder
											dando formação a sobreviventes
de agressão sexual
											para voltarem a suas aldeias
como líderes.
											E em conferências climáticas recentes,
											observei mulheres líderes
a trabalhar nos bastidores,
											longe da atenção do público,
											certificando-se que as negociações
para um acordo mundial sobre o clima
											sigam em frente.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											So as we move forward
in our lives and work
											and we have more power and influence,
											let's change the nature of power
											by dismantling some of the barriers
that remain for those who follow
											by advocating and agitating
											for fairer and truer
and more equal representation
											in every room and at every table.
									","
											Entonces, mientras seguimos adelante
en nuestras vidas y trabajos
											y tenemos más poder e influencia,
											cambiemos la naturaleza del poder
											desmantelando algunas de las barreras
que quedan para las que vienen,
											abogando y manifestando
											por una representación más justa, 
verdadera, e igualitaria
											en cada sala y en cada mesa.
									","
											Hayatımızda ve işimizde ilerlerken
ve yetki ve etkimiz artarken
											her odada ve her masada daha adil,
doğru ve eşit temsil edilmeyi savunarak,
											arkamızdan gelenler için
hâlâ var olan engelleri ortadan kaldırarak
											yetkinin doğasını değiştirelim.
									","
											Alors que nous allons de l'avant
dans notre vie et notre travail
											et que nous avons
plus de pouvoir et d'influence,
											changeons la nature du pouvoir
											en démantelant certaines barrières
qui demeurent pour celles qui suivent,
											en militant et en nous agitant
											pour une représentation plus juste,
plus vraie et plus égalitaire
											dans tous les espaces
et autour de toutes les tables.
									","
											Então, à medida que avançamos
na vida e no trabalho
											e temos mais poder e mais influência,
											toca a mudar a natureza do poder
											derrubando barreiras ainda existentes
para quem nos segue,
											protestando e agitando,
											por uma representação
mais justa, verdadeira e igual,
											em todos os lugares
e em todas as mesas de discussão.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											Now, be warned:
											if you advocate for a woman
											for an open position or promotion,
											you could be challenged with,
											""You're playing the women's card""
											or ""the race card""
											if advocating for a woman of color.
											I've had this experience,
as I'm sure you have.
											""Are you running an affirmative
action program here at PBS?""
											asked one of my board members
when, as a new president,
											I announced my first hires
as five qualified women.
											Now, my affirmative action had been
											to ask that the search firm
bring me a candidate list
											that included the names of women
and people of color
											who just happened to be, in my judgment,
											the best candidates
for the position as well.
											I say, dangerous women
											and our allies:
											it's time to play the women's card,
											play the race card,
											play all our cards.
									","
											Ahora, les advierto:
											si abogan por una mujer,
											por un puesto abierto o ascenso,
											puede que les desafíen con
											""Juegas la carta de las mujeres""
											o ""la carta racial""
											si abogan por una mujer de color.
											He tenido esta experiencia,
igual que Uds. estoy segura,
											""¿Estás dirigiendo un programa 
de acción afirmativa aquí en PBS?""
											preguntó uno de los miembros de la
junta cuando, como nueva presidente,
											anuncié que las primeras cinco contratadas
serían mujeres calificadas.
											Mi acción afirmativa había sido
											pedir que la firma de búsqueda
me trajera una lista de candidatos
											que incluyera los nombres de mujeres
y personas de color
											que justo resultaron ser, a mi juicio,
											también las mejores candidatas 
para el puesto.
											Les digo, mujeres peligrosas,
											y a nuestros aliados:
											es hora de jugar la carta de las mujeres,
											jugar la carta racial,
											jugar todas nuestras cartas.
									","
											Şimdi, dikkatli olun,
											eğer bir iş imkânı veya terfi için
bir kadını desteklerseniz
											şununla karşılaşabilirsiniz,
											""Kadın kozunu kullanıyorsun.""
											veya beyaz olmayan
bir kadını desteklerseniz
											""Irk kozunu kullanıyorsun.""
											Ben bunu deneyimledim,
eminim ki siz de deneyimlemişsinizdir.
											""Burada, PBS'te, pozitif ayrımcılığa
yönelik program mı yürütüyorsunuz?""
											Yeni başkan olarak nitelikli beş kadını
işe aldığımı söylediğimde
											bir yönetim kurulu üyesi
bana bu soruyu sormuştu.
											Benim bu pozitif ayrımcılığım
şöyle gerçekleşti:
											Araştırma ekibimden, kadınların
ve beyaz olmayanların isimlerini de içeren
											bir aday listesi hazırlamalarını istedim
											ve öyle denk geldi ki kanımca mevki için
listedeki en iyi adaylar onlardı.
											Diyorum ki tehlikeli kadınlar
											ve müttefiklerimiz,
											kadın kozumuzu kullanma vakti,
											ırk kozumuzu kullanma vakti,
											tüm kozlarımızı kullanma vakti.
									","
											Soyez averties :
											si vous recommandez une femme
											à un poste vacant ou pour une promotion,
											on pourrait vous attaquer en disant :
											« Vous jouez la carte
de la cause féminine »
											ou « la carte raciale »
											si vous recommandez une femme de couleur.
											J'ai eu cette expérience,
je suis sûre que vous aussi.
											« Vous dirigez un programme
de discrimination positive à PBS ? »
											m'a demandé un des membres
de mon conseil d'administration
											quand, nouvellement présidente,
											j'ai annoncé que mes premières embauches
étaient cinq femmes qualifiées.
											Mon acte de discrimination
positive avait été
											de demander que l'agence de recrutement
m'envoie une liste de candidats
											incluant le nom de femmes
et de personnes de couleur
											qui se sont avérées être, à mon avis,
											les meilleurs candidats pour le poste.
											Je dis que, femmes dangereuses
											et alliés :
											il est temps de jouer
la carte de la cause féminine,
											de jouer la carte raciale,
											de jouer toutes nos cartes.
									","
											Mas atenção:
											se vocês defenderem uma mulher
											para um cargo ou promoção,
											podem ser confrontados com:
											""Você está a usar a carta das mulheres""
											ou ""a carta racial""
											se estiverem a defender
uma mulher de cor.
											Eu já passei por isso,
e tenho certeza que vocês também.
											""Você está a fazer um programa
de ação afirmativa aqui na PBS?""
											foi a pergunta de um membro do conselho
quando, enquanto nova presidente,
											eu anunciei a primeira contratação
de cinco mulheres qualificadas.
											A minha ação afirmativa tinha sido pedir
											que a firma de pesquisa
me levasse uma lista de candidatos
											que incluísse os nomes
de mulheres e de pessoas de cor
											que também fossem, no meu ponto de vista,
											os melhores candidatos
para os cargos também.
											E digo às mulheres perigosas
e aos nossos aliados:
											está na hora de jogar
a carta das mulheres,
											de jogar a carta racial,
											de jogar todas as nossas cartas.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
