es,pt,en,fr,de,title,speaker,duration,tags
"
											Una de las características del asco, sin embargo,
											no es sólo su universalidad y su fuerza,
											sino la forma en la que funciona por asociación.
											Así que cuando una cosa asquerosa toca una cosa limpia,
											esa cosa limpia se vuelve asquerosa, pero no al revés.
											Esto es muy útil como estrategia si quieres
											convencer a alguien que un objeto o un individuo
											o un grupo social entero es asqueroso y debe ser evitado.
											La filósofa Martha Nussbaum se refiere a esto
											en esta cita: ""Así a lo largo de la historia, ciertas propiedades
											del asco — viscosidad, mal olor, pegajosidad, deterioro, mal olor —
											han sido asociados repetida y monótonamente a
											judíos, mujeres, homosexuales, intocables, gente de clase baja —
											todos representados como manchados por la suciedad del cuerpo"".
											Permitidme daros algunos ejemplos de cómo... algunos
											poderosos ejemplos de cómo esto ha sido utilizado históricamente.
											Esto es de un libro para niños Nazi publicado en 1938:
											""¡Mirad a esa gente! Esas barbas llenas de piojos,
											las orejas sucias y de soplillo, esas ropas sucias, llenas de grasa ...
											Los judíos suelen desprender un desagradable olor dulzón.
											Si tienes buen olfato, puedes oler a los judíos"".
											Un ejemplo más moderno viene de la gente que trata de
											convencernos que la homosexualidad es inmoral.
											Esto es de una web anti-gay, donde dicen que
											los gays son ""merecedores de la muerte por sus prácticas sexuales"".
											Son como ""perros comiendo su propio vómito y cerdas revolcándose en sus propias heces"".
											Éstas son propiedades del asco que están tratando de relacionar
											directamente con el grupo social que no debería gustarte.
									","
											No entanto, uma
das características do nojo,
											não é apenas a sua universalidade
e a sua força,
											mas a forma como funciona
através da associação.
											Por isso, quando uma coisa nojenta
toca numa coisa limpa,
											essa coisa limpa torna-se nojenta,
e não o contrário.
											Isto torna-se muito útil,
como estratégia,
											se quisermos convencer alguém
de que um objeto ou um indivíduo
											ou um grupo social inteiro
são nojentos e devem ser evitados.
											A filósofa Martha Nussbaum
chama a atenção para isso nesta citação:
											""Ao longo da história,
certas propriedades do nojo
											""— viscosidade, mau cheiro, contaminação,
decomposição, podridão —
											""têm, repetidamente, sido associadas
											""a judeus, mulheres, homossexuais,
intocáveis, pessoas de classe baixa.
											""todos estes grupos são imaginados
como manchados pela porcaria do corpo.""
											Vou dar-vos alguns exemplos de como
alguns exemplos poderosos
											têm sido usado historicamente.
											Isto é de um livro infantil nazi
publicado em 1938:
											""Olhem só para estes tipos! 
As barbas infestadas de piolhos,
											""as orelhas salientes imundas, as roupas 
gordurosas cheias de nódoas...
											""Os judeus têm
um desagradável cheiro a suor.
											""Se tiverem um bom nariz, 
conseguem cheirar os judeus.""
											Um exemplo mais moderno vem de pessoas
											que tentam convencer-nos
de que a homossexualidade é imoral.
											Isto é de um website anti gay,
em que se diz
											os gays ""merecem a morte pelas suas... 
práticas sexuais sórdidas"".
											São como ""cães que comem o seu vómito
e porcas chafurdando nas próprias fezes.""
											Estas são propriedades do nojo
											que se tenta ligar diretamente
ao grupo social de que não se deve gostar.
									","
											One of the features, though, of disgust,
											is not just its universality and its strength,
											but the way that it works through association.
											So when one disgusting thing touches a clean thing,
											that clean thing becomes disgusting, not the other way around.
											This makes it very useful as a strategy if you want to
											convince somebody that an object or an individual
											or an entire social group is disgusting and should be avoided.
											The philosopher Martha Nussbaum points this out
											in this quote: ""Thus throughout history, certain disgust
											properties — sliminess, bad smell, stickiness, decay, foulness —
											have been repeatedly and monotonously been associated with ...
											Jews, women, homosexuals, untouchables, lower-class people —
											all of those are imagined as tainted by the dirt of the body.""
											Let me give you just some examples of how, some powerful
											examples of how this has been used historically.
											This comes from a Nazi children's book published in 1938:
											""Just look at these guys! The louse-infested beards,
											the filthy, protruding ears, those stained, fatty clothes...
											Jews often have an unpleasant sweetish odor.
											If you have a good nose, you can smell the Jews.""
											A more modern example comes from people who try to
											convince us that homosexuality is immoral.
											This is from an anti-gay website, where they said
											gays are ""worthy of death for their vile ... sex practices.""
											They're like ""dogs eating their own vomit and sows wallowing in their own feces.""
											These are disgust properties that are trying to be directly
											linked to the social group that you should not like.
									","
											La particularité de la réaction de dégoût
											n'est cependant pas seulement son universalité et sa force
											mais la manière dont elle fonctionne par association.
											Donc lorsqu'une chose répugnante entre en contact avec quelque chose de propre,
											cette chose propre devient sale et le contraire n'est pas vrai.
											C'est une stratégie très efficace si vous souhaitez
											convaincre quelqu'un, qu'un objet ou un individu
											ou un groupe social entier est dégoutant et doit être tenu à l'écart.
											La philosophe Martha Nussbaum a mis cela en lumière
											par cette citation : « Ainsi, tout au long de l'histoire, certains traits associés au dégoût —
											un aspect gluant ou collant, une mauvaise odeur, la pourriture ou la puanteur —
											ont été sans cesse associés aux...
											Juifs, aux femmes, aux homosexuels, à la caste des intouchables, aux classes sociales les plus pauvres —
											tous ces groupes sont rattachés à une certaine saleté corporelle. »
											Permettez-moi de vous donner des exemples de la manière, des exemples percutants
											de la façon dont cela a été exploité dans l'histoire.
											Voici un extrait d'un livre pour enfants nazi publié en 1938 :
											« Voyez un peu ces gens-là! Leurs barbes infestées de poux,
											leurs oreilles saillantes et crottées, leurs vêtements tachés de gras...
											Les Juifs exhalent souvent une désagréable odeur douceâtre.
											Si vous avez du flair, vous pouvez sentir le juif. »
											Nous avons un exemple plus contemporain de gens qui essaient
											de nous convaincre que l'homosexualité est immorale.
											Voici un extrait d'un site web anti gays, où on peut lire
											« les gays méritent la mort pour leurs pratiques sexuelles dépravées. »
											Ce sont « des chiens mangeant leur propre vomi et des truies vautrées dans leurs propres excréments. »
											Ils essaient d'attribuer directement le dégoût
											au groupe social que nous devrions mépriser.
									","
											Ein Merkmal von Ekel ist neben
											seiner Universalität und 
seiner Intensität die Art,
											wie er durch Assoziationen 
hervorgerufen werden kann.
											Wenn also etwas Ekelhaftes 
etwas Sauberes berührt,
											wird das Saubere ekelhaft,
und nicht umgekehrt.
											Das ist eine sehr gute Strategie,
											um jemanden zu überzeugen, 
dass ein Objekt oder eine Person
											oder eine ganze gesellschaftliche Schicht 
ekelhaft ist und gemieden werden sollte.
											Die Philosophin Martha Nussbaum 
weist darauf
											in diesem Zitat hin: ""Deswegen 
wurden im Laufe der Geschichte
											bestimmte ekelbesetzte Erscheinungen 
– Schleimigkeit, schlechter Geruch, Verfall, Fäule –
											wiederholt und ausschließlich 
assoziiert mit ...
											Juden, Frauen, Homosexuellen, Unberührbaren,
Menschen aus der Unterschicht –
											sie alle wurden dargestellt als 
durch körperlichen Schmutz verunreinigt.""
											Ich möchte Ihnen 
einige sehr eindrucksvolle
											Beispiele nennen, wie dies 
in der Vergangenheit genutzt wurde.
											Das ist aus einem Kinderbuch der Nazis, 
veröffentlicht im Jahre 1938:
											""Schauen Sie sich diese Typen an! 
Die verlausten Bärte,
											die dreckigen, abstehenden Ohren, 
diese verdreckten, speckigen Kleidungsstücke ...
											Juden haben oft einen 
unangenehm süßlichen Geruch.
											Wenn du eine gute Nase hast, 
kannst du Juden am Geruch erkennen.""
											Eine moderneres Beispiel kommt 
von Leuten, die versuchen,
											uns davon zu überzeugen, 
dass Homosexualität amoralisch ist.
											Dies ist von einer Website gegen Schwule, 
auf der behauptet wird,
											dass Schwule ""den Tod verdienen 
aufgrund ihrer widerwärtigen ... Sexualpraktiken.""
											Sie sind wie ""Hunde, die ihr eigenes Erbrochenes 
fressen und Säue, die sich in ihren Fäkalien suhlen.""
											Dies sind ekelbesetzte 
Eigenschaften, die direkt mit
											einer gesellschaftlichen Gruppe, die Sie nicht 
mögen sollen, verknüpft werden soll.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Cuando estábamos investigando por primera vez el papel del asco en
											los juicios morales, una de las cosas por la que nos interesamos
											era si esta clase de razonamientos es más probable que
											funcionen en individuos que tienen reacciones de asco más fácilmente.
											Así mientras que el asco, junto a las otras emociones básicas,
											son un fenómeno universal, es verdad que
											hay gente que se asquea con más facilidad que otra.
											Probablemente lo habéis podido comprobar en los miembros del público
											cuando os he enseñado esas imágenes asquerosas.
											La manera en la que medimos esto fue con una escala
											diseñada por otros psicólogos que
											simplemente pedía a la gente que de entre una amplia variedad de situaciones
											dijeran con qué probabilidad sentirían asco.
											Aquí tenemos un par de ejemplos.
											""Incluso si tuviera hambre, no me tomaría un bol de mi
											sopa favorita si la hubieran removido con un matamoscas usado, pero lavado a fondo"".
											""¿Estás de acuerdo o no estás de acuerdo?"" (Risas)
											""Mientras caminas por un túnel bajo una vía de tren,
											hueles a orín. ¿Te daría mucho asco o nada de asco?""
											Si haces bastantes preguntas como éstas, obtienes una puntuación general
											sobre la sensibilidad al asco.
											Resulta que esta puntuación es significativa.
											Cuando traes a la gente al laboratorio y les preguntas
											si estarían dispuestos a hacer cosas sin riesgo pero asquerosas,
											como comer chocolate con forma de caca de perro,
											o en este caso comer gusanos de harina que son perfectamente saludables pero muy asquerosos,
											la puntuación en esta escala predice si vas a estar
											dispuesto a hacer estas cosas.
									","
											Quando começámos a investigar
o papel do nojo nos julgamentos morais,
											uma das coisas que nos interessou foi
											se é ou não mais provável
que este tipo de apelos
											funcione em indivíduos
que se enojam mais facilmente.
											Embora o nojo, tal como
as outras sensações básicas,
											seja um fenómeno universal, é verdade
											que algumas pessoas são mais fáceis 
de enojar que outras.
											Verificou-se isso 
nos membros da assistência
											quando mostrei aquelas imagens nojentas.
											Medimos isso com uma escala
que foi construída por outros psicólogos,
											que perguntaram a pessoas 
quão provável era que sentissem nojo
											numa vasta variedade de situações.
											Aqui estão dois exemplos:
											""Mesmo esfomeado, não era capaz
de beber uma tigela de sopa,
											""se tivesse sido mexida com um 
mata-moscas usado mas bem lavado.""
											""Concorda ou discorda?""
											""Ao passar por um túnel debaixo 
de uma linha de comboio,
											""sente o cheiro de urina.
Fica muito enojado ou nada enojado?""
											Se fizermos perguntas suficientes,
conseguimos ter
											uma pontuação geral
da sensibilidade do nojo.
											Acontece que esta pontuação
é realmente significativa.
											Quando levamos pessoas para o laboratório 
e lhes perguntamos
											se estão dispostas a ter comportamentos
seguros mas que envolvem nojo,
											como comer chocolate que foi confecionado
para parecer cocó de cão,
											comer larvas, que são totalmente 
saudáveis, mas bastante repugnantes,
											a vossa pontuação, nessa escala,
											indica se estarão dispostos
a ter esses comportamentos.
									","
											When we were first investigating the role of disgust in
											moral judgment, one of the things we became interested in
											was whether or not these sorts of appeals are more likely
											to work in individuals who are more easily disgusted.
											So while disgust, along with the other basic emotions,
											are universal phenomena, it just really is true
											that some people are easier to disgust than others.
											You could probably see it in the audience members
											when I showed you those disgusting images.
											The way that we measured this was by a scale that was
											constructed by some other psychologists
											that simply asked people across a wide variety of situations
											how likely they are to feel disgust.
											So here are a couple of examples.
											""Even if I were hungry, I would not drink a bowl of my
											favorite soup if it had been stirred by a used but thoroughly washed fly-swatter.""
											""Do you agree or disagree?"" (Laughter)
											""While you are walking through a tunnel under a railroad track,
											you smell urine. Would you be very disgusted or not at all disgusted?""
											If you ask enough of these, you can get a general overall
											score of disgust sensitivity.
											It turns out that this score is actually meaningful.
											When you bring people into the laboratory and you ask
											them if they're willing to engage in safe but disgusting behaviors
											like eating chocolate that's been baked to look like dog poop,
											or in this case eating some mealworms that are perfectly healthy but pretty gross,
											your score on that scale actually predicts whether or not
											you'll be willing to engage in those behaviors.
									","
											Lorsque nous avons commencé à étudier le lien entre la réaction de dégoût
											et le jugement moral, l'un des aspect qui a attiré notre attention
											est de savoir si ces sortes de propagandes sont plus susceptibles
											de fonctionner sur des individus extrêmement sensibles au dégoût.
											Même si la réaction de dégoût comme toutes les autres émotions basiques,
											sont des phénomènes universels, il n'en demeure pas moins vrai
											que certaines personnes sont plus sensibles au dégoût que d'autres.
											C'était visible dans l'assistance,
											lorsque je vous ai montré ces images répugnantes.
											La façon dont nous avons mesuré ces réactions a été
											établie sous forme d'échelle, par d'autres psychologues
											en demandant simplement à des personnes leur facilité à être dégoûté,
											au travers de diverses situations.
											Voici quelques exemples :
											« Même si j'avais très faim, je ne prendrai pas un bol de ma soupe préférée
											si on l'avait mélangé avec une tapette à mouches utilisée mais propre. »
											« Auriez-vous eu la même réaction ? » 
(Rires)
											« Alors que vous marchez à travers un tunnel sous une voie ferrée,
											vous sentez une odeur d'urine. Seriez-vous extrêmement dégoûté ou pas du tout ? »
											Si vous en avez assez de ces questions, jetez un œil
											au résultat général de sensibilité au dégoût.
											Il s'avère que ces résultats sont vraiment significatifs.
											Quand vous conviez des individus au laboratoire et que vous leur demandez
											de se conduire de façon dégoûtante,
											comme manger du chocolat qui a été cuit pour ressembler à une crotte de chien,
											ou dans ce cas précis de manger des vers comestibles très sains mais assez répugnants,
											le résultat que vous obtenez sur cette échelle prédit
											si vous êtes prêt ou non à vous comporter ainsi.
									","
											Als wir begannen, die Rolle von Ekel 
bei moralischen Bewertungen
											zu untersuchen, war eine der
interessanten Fragen,
											ob diese Appelle besser bei Personen
											funktionierten, die sich schneller ekelten.
											Denn obwohl Ekel wie 
jedes andere Grundgefühl
											ein universelles Phänomen ist, 
ist es ebenso richtig,
											dass sich manche Menschen 
schneller ekeln als andere.
											Sie konnten das wahrscheinlich 
im Publikum beobachten,
											als ich die ekeligen Bilder zeigte.
											Wir bestimmten dies mit einer Skala,
											die von einer Gruppe von 
Psychologen erstellt worden war.
											Sie hatten eine Reihe von Leuten in den 
unterschiedlichsten Situationen gefragt,
											wie groß die Wahrscheinlichkeit sei, 
dass sie sich ekelten.
											Hier sind einige Beispiele.
											""Selbst wenn ich hungrig wäre, 
würde ich meine Lieblingssuppe
											nicht essen, wenn sie mit einer gründlich gereinigten
Fliegenklatsche umgerührt worden wäre.""
											Stimmen Sie zu oder nicht?"" (Lachen)
											""In einer Gleisunterführung riechen Sie Urin.
											Wären Sie sehr angewidert 
oder überhaupt nicht?""
											Wenn Sie genug solcher Fragen stellen, 
erhalten Sie einen
											guten Mittelwert zur Ekelempfindlichkeit.
											Es zeigt sich, dass dieser 
Wert aussagekräftig ist.
											Wenn Sie Menschen in ein 
Labor bringen und sie fragen,
											ob sie sichere, wenn auch 
ekelhafte Dinge tun würden,
											wie Schokolade in Form 
von Hundescheiße essen,
											oder wie hier, absolut gesunde, 
aber ziemlich ekelhafte Mehlwürmer essen,
											sagt der Wert auf der Skala 
tatsächlich voraus, ob man
											bereit wäre, dies 
wirklich zu tun.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											La primera vez que nos pusimos a recopilar datos
											y los asociamos con valores políticos o morales,
											encontramos un patrón general...
											junto con los psicólogos Yoel Ibar y Paul Bloom...
											de que de hecho, en tres estudios seguíamos encontrándonos
											con que la gente que decía ser más aprensiva
											también reconocía ser más conservadora políticamente.
											O dicho de otra forma, la gente que es
											muy liberal no le hace ascos a casi nada. (Risa)
									","
											A primeira vez que recolhemos
dados sobre isto
											e os associámos a crenças
políticas ou morais,
											descobrimos um padrão geral.
											Isto foi feito com os psicólogos
Yoel Inbar e Paul Bloom.
											Nos três estudos 
descobrimos sistematicamente
											que as pessoas que relatavam
que eram facilmente enojadas
											também relatavam que eram
mais conservadoras politicamente.
											Outra forma de dizer isto é que as pessoas
que são muito progressistas
											são muito difíceis de enojar.
											(Risos)
									","
											The first time that we set out to collect data on this
											and associate it with political or moral beliefs,
											we found a general pattern —
											this is with the psychologists Yoel Inbar and Paul Bloom —
											that in fact, across three studies we kept finding
											that people who reported that they were easily disgusted
											also reported that they were more politically conservative.
											Another way to say this, though, is that people
											who are very liberal are very hard to disgust. (Laughter)
									","
											La première fois que nous avons commencé à rassembler des données
											et à les associer à des croyances politiques ou morales
											une tendance générale au travers de trois différentes études en est ressortie -
											sous l’œil professionnel de deux psychologues Yoel Inbar et Paul Bloom -
											expliquant alors
											que les personnes se disant plus facilement dégoûtées
											se déclaraient également pour la plupart politiquement conservatrices.
											En d’autres termes, les personnes
											se définissant comme très libérales sont beaucoup plus difficiles à dégoûter. (Rires)
									","
											Als wir begannen, 
dazu Daten zu sammeln
											und mit politischer oder moralischer 
Überzeugung in Bezug zu setzen,
											entdeckten wir ein 
allgemeingültiges Muster –
											das hier sind die Psychologen 
Yoel Inbar und Paul Bloom –
											da wir tatsächlich in 
allen drei Studien sahen,
											dass Menschen, die angaben, 
sich schnell zu ekeln,
											auch angaben, politisch 
eher konservativ zu sein.
											Anders gesagt – Leute, die
											sehr liberal sind, 
sind nur schwer anzuekeln. (Lachen)
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											En un estudio de seguimiento más reciente, pudimos observar
											una muestra de gente mucho más grande. En este caso,
											casi 30.000 voluntarios en Estados Unidos,
											y encontramos el mismo patrón. Como podéis ver,
											la gente que están en el lado ultraconservador
											en la escala de orientación política también es mucho
											más probable que admitan tener asco mucho más fácilmente.
											Estos datos también nos permitieron controlar estadísticamente
											un gran número de cosas que sabíamos que estaban relacionadas
											con la orientación política y con la sensibilidad al asco.
											Así que pudimos controlar el sexo, la edad, los ingresos,
											la educación, e incluso variables de personalidad básicas,
											y el resultado sigue siendo el mismo.
									","
											Num estudo de acompanhamento mais recente,
											pudemos observar uma amostra muito maior.
											Neste caso, são quase
30 000 participantes dos EUA.,
											e encontramos o mesmo padrão.
											Como vemos, as pessoas
que estão no lado muito conservador
											da resposta da escala
da orientação política
											mais provavelmente relatarão
que se enojam facilmente.
											Este conjunto de dados permitiu-nos
controlar estatisticamente
											uma série de coisas
que estão relacionadas,
											com a orientação política 
ou com a sensibilidade ao nojo.
											Assim, pudemos fazer
o controlo estatístico para o sexo, idade,
											rendimento, habilitações,
variáveis de personalidade básicas.
											O resultado mantém-se o mesmo.
									","
											In a more recent follow-up study, we were able to look at
											a much greater sample, a much larger sample. In this case,
											this is nearly 30,000 U.S. respondents,
											and we find the same pattern. As you can see,
											people who are on the very conservative side
											of answering the political orientation scale are
											also much more likely to report that they're easily disgusted.
											This data set also allowed us to statistically control
											for a number of things that we knew were both related
											to political orientation and to disgust sensitivity.
											So we were able to control for gender, age, income,
											education, even basic personality variables,
											and the result stays the same.
									","
											Dans une étude suivie plus récente, nous avons pu interroger
											un échantillon bien plus important. 
Dans ce cas,
											presque 30 000 américains ont ainsi été sondés,
											et le résultat s’est avéré être le même. 
Comme vous pouvez le constater
											les individus à tendance conservateurs
											et répondant à cette orientation politique ont
											beaucoup plus souvent des réactions de dégoût
											Ce résultat nous permet de vérifier que statistiquement,
											un grand nombre de choses que nous connaissons sont liées
											à l'orientation politique et à la sensibilité au dégoût.
											Nous avons pu alors étudier les variables par sexe, âge, revenus
											niveau d'études, ou même personnalité,
											et le résultat est similaire.
									","
											In einer Anschlussstudie 
konnten wir eine viel
											größere Stichprobe mit fast
											30.000 US-amerikanischen 
Teilnehmern machen.
											Wir erkannten das gleiche Muster.
											Menschen, die sich politisch
											als sehr konservativ einordnen,
											berichten auch viel häufiger, 
dass sie sich schnell ekeln.
											Dieser Datensatz ermöglichte 
uns auch, einige Sachen
											statistisch zu kontrollieren, 
von denen wir wussten,
											dass sie mit politischer Überzeugung und
Ekelempfindlichkeit verbunden waren.
											Wir konnten Geschlecht, 
Alter, Einkommen,
											Bildung und sogar ganz grundlegende 
Persönlichkeitsvariablen überprüfen,
											und die Ergebnisse waren immer gleich.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Cuando nos fijamos no sólo en la orientación política que nos decían,
											sino además en el comportamiento de los votantes, pudimos verlo geográficamente
											por todo el país. Lo que descubrimos fue que en las regiones
											en las que la gente decía ser muy sensible al asco,
											McCain obtuvo más votos.
											Así que no sólo predijo la orientación política proclamada,
											sino el comportamiento de los votantes. También pudimos,
											con esta muestra, mirar alrededor del mundo,
											en 121 países distintos preguntamos lo mismo y,
											como podéis ver, estos son 121 países divididos
											en 10 zonas geográficas diferentes.
											No importa donde mires, lo que esto marca es el tamaño
											de la relación entre la sensibilidad al asco y la orientación política,
											y no importa donde hayamos mirado, vimos un efecto muy similar.
											Otros laboratorios también han investigado sobre esto
											usando diferentes formas de medir la sensibilidad al asco,
											en vez de preguntarle a la gente si se asquean con facilidad,
											les ponen unos cables para medir las respuesta fisiológicas,
											en este caso la conductividad de la piel.
											Y lo que han demostrado es que la gente que dice ser
											más conservadora políticamente, también se alteran más fisiológicamente
											cuando les enseñas imágenes asquerosas como las que os he enseñado antes.
											Es interesante lo que también mostraron en un resultado,
											que seguíamos obteniendo en nuestros estudios anteriores también,
											era que una de las influencias más fuertes aquí es que
											los individuos que son fácilmente asqueados no sólo son
											más propensos a declararse políticamente conservadores, sino
											también profundamente contrarios al matrimonio gay
											y la homosexualidad, y básicamente un montón de
											temas socio-morales de índole sexual.
											Así que la alteración fisiológica predijo, en este estudio,
											las actitudes hacia el matrimonio gay.
									","
											Quando olhámos para
a orientação política auto-relatada,
											e para o comportamento dos eleitores, 
pudemos olhar geograficamente
											através de toda a nação.
											Descobrimos que, nas regiões
											em que as pessoas registavam
níveis altos de sensibilidade ao nojo,
											McCain teve mais votos.
											Por isso, não só previa a orientação
política auto-relatada,
											mas também o comportamento
real dos eleitores.
											Com esta amostra,
pudemos olhar através do mundo.
											Em 121 países diferentes,
fizemos as mesmas perguntas
											e, como podem ver,
isto são 121 países agregados
											em 10 diferentes zonas geográficas.
											Não importa para onde se olha,
o que este gráfico mostra é o tamanho
											da relação entre a sensibilidade ao nojo 
e a orientação política,
											e não importa para onde olhámos,
vimos um efeito muito semelhante.
											Outros laboratórios 
também observaram isto
											usando diferentes medidas
da sensibilidade ao nojo.
											Em vez de perguntar às pessoas 
quão facilmente enojadas são,
											eles ligam as pessoas
a medidas fisiológicas.
											Neste caso, condutância da pele.
											Demonstraram que as pessoas que relataram
ser mais conservadoras politicamente
											são também as que têm
maior excitação fisiológica
											quando lhes mostram imagens nojentas 
como aquelas que vos mostrei.
											Curiosamente, também mostraram 
numa descoberta,
											que também surgia sistematicamente
em estudos nossos anteriores,
											que uma das influências mais fortes é que,
											os indivíduos que são
muito sensíveis ao nojo,
											são provavelmente
politicamente conservadores,
											e também são muito mais
contra o casamento gay
											e a homossexualidade
e, de maneira geral,
											questões sociomorais no domínio sexual.
											Assim, a excitação fisiológica
previu, neste estudo,
											as atitudes em relação ao casamento ""gay"".
									","
											When we actually looked at not just self-reported political orientation,
											but voting behavior, we were able to look geographically
											across the nation. What we found was that in regions
											in which people reported high levels of disgust sensitivity,
											McCain got more votes.
											So it not only predicted self-reported political orientation,
											but actual voting behavior. And also we were able,
											with this sample, to look across the world,
											in 121 different countries we asked the same questions,
											and as you can see, this is 121 countries collapsed
											into 10 different geographical regions.
											No matter where you look, what this is plotting is the size
											of the relationship between disgust sensitivity and political orientation,
											and no matter where we looked, we saw a very similar effect.
											Other labs have actually looked at this as well
											using different measures of disgust sensitivity,
											so rather than asking people how easily disgusted they are,
											they hook people up to physiological measures,
											in this case skin conductance.
											And what they've demonstrated is that people who report
											being more politically conservative are also more physiologically aroused
											when you show them disgusting images like the ones that I showed you.
											Interestingly, what they also showed in a finding
											that we kept getting in our previous studies as well
											was that one of the strongest influences here is that
											individuals who are very disgust-sensitive not only are
											more likely to report being politically conservative, but
											they're also very much more opposed to gay marriage
											and homosexuality and pretty much a lot of
											the socio-moral issues in the sexual domain.
											So physiological arousal predicted, in this study,
											attitudes toward gay marriage.
									","
											Lorsque nous avons étudié au delà de l’orientation politique,
											comme la manière de voter, nous avons alors pu découper la nation
											par zones géographiques. 
Nous avons constaté que les régions
											où la sensibilité au dégoût était élevée,
											étaient celles où McCain détenait la majorité des votes.
											Il ne s’agit donc pas seulement de l’orientation politique de chacun,
											mais bien du comportement de vote. 
Nous avons également pu,
											grâce à cet échantillon, étudier à échelle mondiale,
											dans 121 pays différents et en posant les mêmes questions,
											et comme vous pouvez le voir il s’agit de 121 pays divisés
											en 10 zones géographiques.
											Peu importe la zone que nous regardons, ce qui est frappant
											partout, c'est le lien semblable
											entre la sensibilité au dégoût et l'orientation politique.
											D’autres laboratoires ont également fait ce lien
											tout en utilisant une autre manière de tester la sensibilité au dégoût :
											au lieu de demander aux individus le niveau de dégoût resenti,
											les laboratoires ont sondé les individus à partir de mesures physiologiques,
											et dans ce cas, selon leur activité électrodermale.
											Il a été démontré que les personnes qui se définissent
											comme politiquement conservatrices sont d'autant plus réactives physiologiquement
											lorsque nous leur présentons des images répugnantes comme celles que je vous ai montrées.
											Fait intéressant, leur conclusion,
											similaire à celles que nous avons obtenu par la suite,
											a également montré que
											les individus extrêmement sensibles au dégoût
											étaient non seulement conservatrices mais étaient également
											fortement opposées au mariage gay,
											à l’homosexualité, et même à la plupart
											des déviances dans le domaine sexuel.
											Dans cette étude, les réactions physiologiques révèlent
											les diverses réactions face au mariage gay.
									","
											Wenn wir nicht nur nach 
der angegebenen politischen Überzeugung,
											sondern nach dem Wahlverhalten schauten, 
konnten wir die Nation
											geographisch betrachten. 
Wir erkannten, dass in Regionen,
											in denen Menschen einen hohen Wert an
Ekelempfindlichkeit beschrieben,
											McCain mehr Stimmen erhielt.
											Es sagt also nicht nur die Selbstauskunft 
über die politische Überzeugung voraus,
											sondern sogar das Wahlverhalten. 
Wir konnten auch,
											mit dem gleichen Versuchsaufbau 
die ganze Welt betrachten.
											In 121 Ländern stellten 
wir die gleichen Fragen,
											und wie Sie sehen, 
sind hier die 121 Länder,
											in 10 unterschiedliche 
geographische Räume eingeteilt.
											Egal wo man schaut, 
zeigt sich die große Nähe
											von Ekelempfindlichkeit 
und politischer Orientierung,
											wir sahen überall den gleichen Effekt.
											Andere Labore haben 
das Gleiche untersucht
											und dabei die Ekelempfindlichkeit
anders gemessen.
											Anstatt Leute zu fragen, 
wie schnell sie sich ekelten,
											wurden Menschen physiologisch vermessen,
											es wurden die Hautleitwerte gemessen.
											Sie konnten nachweisen, 
dass Menschen,
											die politisch konservativer waren, 
physiologisch erregter waren,
											wenn man ihnen ekelhafte Bilder zeigte, 
ähnlich wie die von vorhin.
											Sie stellten interessanterweise
											– wie wir in früheren Untersuchungen –
											einen der stärksten Einflüsse fest:
											Stark ekelempflindliche 
Personen sagen nicht nur
											öfter von sich, politisch konservativ zu sein,
											sie sind auch sehr viel häufiger 
gegen gleichgeschlechtliche Ehen
											und Homosexualität 
und haben ziemlich viele
											sozialmoralische Probleme 
mit Sexualität.
											Physiologische Erregung 
sagte in dieser Studie also
											Einstellungen zur 
gleichgeschlechtlichen Ehe voraus.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
