en,es,pt,de,fr,title,speaker,duration,tags
"
											So, most of the world's nuclear nations
											have committed to getting rid
of these weapons of mass destruction.
											But consider this:
											the Treaty on the Non-Proliferation
of Nuclear Weapons,
											which is the most widely adopted
arms control treaty in history
											with 190 signatories,
											sets no specific date by which
the world's nuclear-armed nations
											will get rid of their nuclear weapons.
									","
											Así, la mayoría de las naciones 
nucleares del mundo
											se comprometieron a deshacerse
de estas armas de destrucción masiva.
											Pero consideren lo siguiente:
											El tratado sobre la no proliferación
de armas nucleares que es
											el tratado para el control de armas 
más ampliamente adoptado en la historia
											con 190 signatarios,
											no fija fecha específica para que 
las naciones con armas nucleares del mundo
											se deshagan de sus armas nucleares.
									","
											A maioria das nações nucleares do mundo
											estão empenhadas em se livrarem
destas armas de destruição maciça.
											Mas considerem isto:
											o Tratado de Não Proliferação 
de Armas Nucleares,
											que é o tratado de controlo de armas
mais amplamente adotado

											com 190 assinaturas,
											não especifica uma data para
as nações com armamento nuclear
											se livrarem das suas armas nucleares.
									","
											Die meisten Atommächte
haben sich dazu verpflichtet,
											diese Massenvernichtungswaffen
zu zerstören.
											Aber bedenken Sie eines:
											Der Atomwaffensperrvertrag,
											der mit 190 Unterschriften
											der größte Waffeneinschränkungsvertrag
der Geschichte
											gibt kein konkretes Datum an,
											bis zu dem die Atommächte
ihre Atomwaffen zerstören müssen.
									","
											Donc, la plupart des nations
nucléaires dans le monde
											se sont engagées à se débarrasser
de ces armes de destruction massive.
											Mais remarquez ceci :
											le traité sur la non-prolifération
des armes nucléaires,
											historiquement le traité
de contrôle des armes
											le plus largement adopté,
avec 190 signataires,
											ne donne aucune date spécifique
d'ici laquelle les nations nucléaires
											devront se débarrasser
de leurs armes nucléaires.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Now, when John F. Kennedy
sent a man to the moon
											and decided to bring him back,
or decided to do both those things,
											he didn't say, ""Hey, whenever
you guys get to it.""
											He gave us a deadline.
											He gave us a challenge
											that would have been incredible
just a few years earlier.
											And with that challenge,
											he inspired scientists and marketers,
											astronauts and schoolteachers.
											He gave us a vision.
											But along with that vision,
											he also tried to give us — and most
people don't know this, either —
											he tried to give us a partner
											in the form of our fiercest
Cold War rival, the Soviet Union.
											Because part of Kennedy's vision
for the Apollo program
											was that it be a cooperation,
not a competition, with the Soviets.
											And apparently, Nikita Khrushchev,
the Soviet Premier, agreed.
											But before that cooperation
could be realized,
											Kennedy was assassinated,
											and that part of the vision was deferred.
									","
											Ahora, cuando John F. Kennedy
envió un hombre a la luna
											y decidió traerlo de vuelta,
o decidió hacer ambas cosas,
											no dijo, ""Tómense el tiempo 
para lograrlo"".
											Dio un plazo.
											Lanzó un desafío
											que habría sido increíble
solo unos años antes.
											Y con ese desafío,
											inspiró a científicos, a empresarios,
											a astronautas y a maestros.
											Nos dio una visión.
											Pero con esa visión,
											también intentó darnos, aunque 
la mayoría de la gente no lo sepa,
											intentó servirnos un socio
											con nuestro rival más feroz
en la Guerra Fría, la Unión Soviética.
											Porque parte de la visión de Kennedy
para el programa Apollo
											era que fuera una cooperación,
no una rivalidad con los soviéticos.
											Y aparentemente, Nikita Khrushchev, 
el primer ministro soviético, lo aceptó.
											Pero antes de esa cooperación
se pudiera llevar a cabo,
											Kennedy fue asesinado
											y esa parte de la visión se aplazó.
									","
											Quando John F. Kennedy 
mandou um homem à Lua
											e decidiu trazê-lo de volta,
ou decidiu fazer ambas estas coisas,
											ele não disse:
""Ei, assim que puderem, vão em frente.""
											Ele deu-nos um prazo limite.
											Deu-nos um desafio
											que teria sido incrível
uns anos mais cedo.
											Com esse desafio,
											ele inspirou cientistas e comerciantes,
											astronautas e professores.
											Ele deu-nos uma visão.
											Mas além desta visão,
											ele também tentou dar-nos
— e muitos não sabem isto —
											tentou dar-nos um parceiro
											na forma do nosso inimigo mais feroz
da guerra-fria, a União Soviética.
											Pois parte da visão de Kennedy
para o programa Apollo
											era para ser uma colaboração,
e não uma competição, com os soviéticos.
											Aparentemente, Nikita Khrushchev,
o primeiro-ministro soviético, concordou.
											Mas antes de essa colaboração
ser conseguida,
											Kennedy foi assassinado,
											e essa parte da visão foi adiada.
									","
											Als John F. Kennedy
einen Mann auf den Mond schickte
											und beschloss, ihn zurückzuholen
— oder beides beschloss —
											sagte er nicht: ""Wann ihr soweit seid.""
											Er setzte uns eine Frist.
											Er stellte uns eine Herausforderung,
											die ein paar Jahre zuvor
unmöglich gewesen wäre.
											Mit dieser Herausfoderung
											inspirierte er Wissenschaftler 
und Medien,
											Astronauten und Lehrer.
											Er gab uns eine Vision.
											Aber mit dieser Vision —
											und die meisten wissen das nicht —
											wollte er uns auch einen Partner geben:
											unseren größten Gegner
im Kalten Krieg, die Sowjetunion.
											Denn Teil von Kennedys Vision
für das Apollo-Programm
											war eine Kooperation,
kein Wettkampf mit der Sowjetunion.
											Scheinbar willigte Nikita Chruschtschow,
der Sowjet-Ministerpräsident, ein.
											Aber bevor diese Kooperation
umgesetzt werden konnte,
											wurde Kennedy erschossen
											und dieser Teil der Vision zurückgestellt.
									","
											Lorsque John F. Kennedy
a envoyé un homme sur la Lune
											et a décidé de le ramener
ou a décidé de faire ces deux choses,
											il n'a pas dit : « Hé, vous vous y mettez
quand vous voulez. »
											Il nous a donné une date limite.
											Il nous a donné un défi
											qui aurait été impensable
seulement quelques années auparavant.
											Et avec ce défi,
											il a inspiré scientifiques, publicitaires,
											astronautes et professeurs d'école.
											Il nous a donné une vision.
											Mais avec cette vision,
											il a aussi essayé de nous donner -
et la plupart des gens l'ignore -
											il a essayé de nous donner un partenaire
											sous la forme de notre rival
de la guerre froide le plus obstiné,
											l'Union Soviétique.
											Car une partie de la vision de Kennedy
pour le programme Apollo
											était d'entrer en coopération,
non en compétition, avec les Soviétiques.
											Le président du Conseil des Ministres,
Nikita Khrouchtchev, était d'accord.
											Mais avant que cette coopération
ne puisse être réalisée,
											Kennedy a été assassiné
											et cette partie de la vision
a été suspendue.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											But the promise of joint innovation
between these two nuclear superpowers
											wasn't totally extinguished.
											Because in 1991, which is the year
that Jasmine was born
											and the Soviet Union fell,
											these two nations engaged in a project
											that genuinely does seem incredible today
											in the truest sense of that word,
											which is that the US sent cash
to the Russians when they needed it most,
											to secure loose nuclear materials
											and to employ out-of-work
nuclear scientists.
											They worked alongside American scientists
to convert weapons-grade uranium
											into the type of fuel that can be used
for nuclear power instead.
											They called it, ""Megatons to Megawatts.""
											So the result is that for over 20 years,
											our two nations had a program
											that meant that one in 10 lightbulbs
in the United States
											was essentially fueled
by former Russian warheads.
									","
											Pero la promesa de la innovación conjunta
entre estas dos superpotencias nucleares
											no se extinguió del todo.
											Porque en 1991, el año
que nació Jasmine
											y que la Unión Soviética se hundió,
											estas dos naciones 
participaron en un proyecto
											que hoy realmente parece increíble
											en el verdadero sentido de esa palabra,
											cuando EE.UU. envió dinero en efectivo
a los rusos cuando más lo necesitaban,
											para asegurar los materiales 
nucleares dispersos
											y para contratar a 
científicos nucleares desempleados.
											Trabajaron con científicos estadounidenses
para convertir el uranio armamentístico
											en el tipo de combustible utilizable
en energía nuclear.
											Lo llamaron ""De megatones a megavatios"".
											Así que el resultado es que 
durante más de 20 años,
											nuestras dos naciones tenían un programa
											que significaba que una de cada 
10 bombillas en EE.UU.
											era esencialmente alimentada
por antiguas ojivas rusas.
									","
											Mas a promessa de inovação conjunta
entre estas superpotências nucleares
											não ficou completamente extinta.
											Porque em 1991, o ano
em que Jasmine nasceu
											e em que a União Soviética caiu,
											estas duas nações
envolveram-se num projeto
											que hoje parece genuinamente incrível
											no sentido verdadeiro desta palavra,
											no qual os EUA mandaram dinheiro
aos russos quando estes precisavam,
											para manter em segurança
os materiais nucleares dispersos
											e para empregar cientistas
nucleares desempregados.
											Estes trabalharam ao lado
de cientistas americanos
											para converter urânio de armamento
											no tipo de combustível que pode ser
usado em energia nuclear.
											Chamaram-lhe
""Megatoneladas para Megawatts.""
											O resultado foi que, durante 20 anos,
											estas duas nações tiveram um programa
											que significava que, nos EUA,
uma em 10 lâmpadas,
											era alimentada por antigas ogivas russas.
									","
											Aber das Versprechen gemeinsamer 
Innovation der zwei Atomgroßmächte
											war nicht ganz vergessen.
											Denn 1991, in Jasmines Geburtsjahr
											und dem Jahr, in dem die Sowjetunion fiel,
											begannen die beiden Nationen ein Projekt,
											das heute im wahrsten Sinne
des Wortes unglaublich erscheint.
											Die USA unterstützten Russland mit Geld,
											als sie es am nötigsten brauchten,
											um Nuklearmaterial zu sichern,
											und arbeitslose 
Atomwissenschaftler anzustellen,
											die mit amerikanischen
Wissenschaftlern daran arbeiteten,
											waffenfähiges Uran so umzuwandeln,
											dass es sich für Atomkraftwerke eignet.
											Sie nannten es ""Megatons to Megawatts.""
											Und das Ergebnis dieser Aktion war
											ein über 20 Jahre laufendes Programm,
											durch das im Prinzip
eine von 10 Glühbirnen in den USA
											durch ehemalige russische
Atomwaffen betrieben wurde.
									","
											Mais la promesse d'une innovation commune
entre ces deux superpuissances nucléaires
											n'était pas tout à fait éteinte.
											Car en 1991, l'année
de la naissance de Jasmine
											et de la chute de l'Union Soviétique,
											ces deux nations se sont
engagées dans un projet
											qui paraît sincèrement
incroyable aujourd'hui,
											au sens le plus strict du terme,
											dans lequel les États-Unis
envoyaient de l'argent aux Russes
											lorsqu'ils en avaient le plus besoin,
											afin de sécuriser les matériaux
nucléaires non protégés
											et embaucher les scientifiques
nucléaires au chômage.
											Ils ont travaillé aux côtés
des scientifiques américains
											pour convertir l'uranium
de qualité militaire
											en combustible pouvant être utilisé
à la place pour l'énergie nucléaire.
											Ils l'ont appelé :
« De Mégatonnes à Mégawatts ».
											En conséquence, pendant plus de vingt ans,
											nos deux nations
avaient un programme
											qui signifiait qu'une ampoule
sur dix aux États-Unis
											était essentiellement alimentée
par d'anciennes ogives russes.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											So, together these two nations
did something truly audacious.
											But the good news is,
the global community has the chance
											to do something just as audacious today.
											To get rid of nuclear weapons
											and to end the supply of the materials
required to produce them,
											some experts tell me would take 30 years.
											It would take a renaissance of sorts,
											the kinds of innovation that,
for better or worse,
											underpinned both the Manhattan Project,
which gave rise to nuclear weapons,
											and the Megatons to Megawatts program.
											It would take design constraints.
											These are fundamental to creativity,
											things like a platform
for international collaboration;
											a date certain, which is
a forcing mechanism;
											and a positive vision
that inspires action.
											It would take us to 2045.
									","
											Así, estas dos naciones juntas
hicieron algo verdaderamente audaz.
											Pero la buena noticia es que
la comunidad mundial tiene la oportunidad
											de hacer algo tan audaz hoy.
											Deshacerse de las armas nucleares
											y acabar con el suministro de materiales
necesarios para producirlas,
											algunos expertos me dicen 
que tomaría 30 años.
											Eso supondría una revolución
											con tipos de innovación que,
para bien o para mal,
											respaldaría tanto el Proyecto Manhattan,
que dio lugar a armas nucleares
											como el programa 
De megatones a megavatios.
											Esto supondría obligaciones de diseño.
											Estos son fundamentales 
para la creatividad,
											cosas como una plataforma
para la colaboración internacional;
											Una fecha concreta, que es
un mecanismo vigente,
											y una visión positiva
que inspire a la acción.
											Nos llevaría al 2045.
									","
											Juntas, estas duas nações
conseguiram algo verdadeiramente audaz.
											As boas notícias são,
a comunidade global tem a possibilidade
											de fazer hoje algo também tão audaz.
											Livrarmo-nos das armas nucleares
											e terminarmos o fornecimento dos materiais
necessários para a sua produção,
											alguns especialistas dizem
que pode demorar 30 anos.
											Seria necessário
uma espécie de renascimento,
											o tipo de inovação que,
para o melhor ou pior,
											esteve na base do Projeto Manhattan,
que deu origem às armas nucleares,
											e também o programa
Megatoneladas por Megawatts.
											Teria de haver limitações de ""design"".
											Isto é fundamental para a criatividade,
											coisas como uma plataforma
para a colaboração internacional;
											uma data certa, como um
mecanismo obrigatório;
											e uma visão positiva que inspirasse ação.
											Levar-nos-ia até 2045.
									","
											Diese beiden Nationen taten
etwas sehr Wagemutiges.
											Die gute Nachricht ist,
dass die globale Gesellschaft heute
											etwas genauso Wagemutiges schaffen könnte:
											Sie könnten Atomwaffen zerstören
											und die Produktionskette
für ihre Herstellung stoppen.
											Experten sagen, das würde 30 Jahre dauern.
											Es würde eine Renaissance brauchen,
											eine Art von Innovation wie die,
											die dem Manhattan-Projekt,
aus dem Atomwaffen entstanden,
											genauso zugrunde lag wie dem
Megatons-to-Megawatts-Programm.
											Es bräuchte einen festen Rahmen,
											was die Grundlage für Kreativität ist:
											eine Plattform für
internationale Zusammenarbeit,
											einen Stichtag, der zum Handeln zwingt,
											und eine optimistische Vision,
die zum Handeln anregt.
											Wir würden bis 2045 brauchen.
									","
											Ensemble, ces deux nations ont réalisé
quelque chose de vraiment audacieux.
											Mais la bonne nouvelle,
											c'est que la communauté mondiale 
a l'opportunité de faire quelque chose
											de tout aussi audacieux, aujourd'hui.
											Se débarrasser des armes nucléaires
											et cesser la fourniture des matériaux
nécessaires à leur production
											devrait, selon certains experts,
prendre trente ans.

											Il faudrait une sorte de renaissance,
											le genre d'innovations qui,
pour le meilleur ou le pire,
											ont soutenu à la fois le projet Manhattan
à l'origine des armes nucléaires,
											et le programme De Mégatonnes à Mégawatts.
											Il faudrait des contraintes de conception.
											Celles-ci sont fondamentales
pour la créativité -
											des choses comme : une plateforme
de collaboration internationale,
											une échéance, qui est
un mécanisme de contrainte,
											et une vision positive
qui inspire à l'action.
											Ceci nous amènerait en 2045.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Now, 2045 happens to be
the 100th anniversary
											of the birth of nuclear weapons
in the New Mexico desert.
											But it's also an important date
for another reason.
											It's predicted to be the advent
of the singularity,
											a new moment in human development,
											where the lines between artificial
intelligence and human intelligence blur,
											where computing and consciousness
become almost indistinguishable
											and advanced technologies help us solve
the 21st century's greatest problems:
											hunger, energy, poverty,
											ushering in an era of abundance.
											And we all get to go to space
											on our way to becoming
a multi-planetary species.
									","
											Resulta que el 2045 será 
el 100 aniversario
											del nacimiento de las armas nucleares
en el desierto de Nuevo México.
											Pero también es una fecha importante
por otra razón.
											Se prevé que sea el advenimiento
de la singularidad,
											un momento nuevo 
en el desarrollo humano,
											donde las líneas entre la inteligencia 
artificial y la humana se confunden,
											donde la informática y la conciencia
se hacen casi indistinguibles
											y las tecnologías avanzadas 
nos ayudan a resolver
											los mayores problemas del siglo XXI: 
Hambre, energía, pobreza,
											marcando el comienzo 
de una era de abundancia.
											Y todos tendremos 
la oportunidad de ir al espacio
											en nuestro camino de convertirnos 
en una especie multiplanetaria.
									","
											Acontece que 2045 é o 100º aniversário
											do nascimento das armas nucleares
no deserto do Novo México.
											Mas é também uma data importante
por outra razão.
											Está previsto ser o advento
da singularidade,
											um novo momento
no desenvolvimento humano,
											em que se esbatem as linhas
											entre inteligência artificial
e inteligência humana,
											em que a informática e a consciência
se tornam quase indistinguíveis
											e as tecnologias avançadas
											nos ajudam a resolver
os maiores problemas do séc. XXI,
											a fome, a energia, a pobreza,
											abrindo uma época de abundância.
											E todos vamos para o espaço
											a caminho de nos tornarmos
uma espécie multiplanetária.
									","
											2045 ist zufällig auch
der hundertste Jahrestag
											der Zündung von Atomwaffen
in der Wüste New Mexicos.
											Das Jahr ist aber auch
aus einem anderen Grund wichtig.
											Dort soll die technologische
Singularität erreicht werden,
											ein neuer Meilenstein
menschlicher Entwicklung,
											wo Grenzen zwischen künstlicher und
menschlicher Intelligenz verschwimmen,
											in dem EDV und Bewusstsein
kaum zu unterscheiden sind
											und moderne Technologie die 
größten Probleme des 21. Jh. löst:
											Hunger, Energie und Armut,
											und ein Zeitalter
des Überflusses einläutet.
											Wir werden alle ins All fliegen
											und zu einer
multi-planetaren Spezies werden.
									","
											Il s'avère que 2045
est le 100ème anniversaire
											de la naissance des armes nucléaires
dans le désert du Nouveau-Mexique.
											Mais c'est aussi une date importante
pour une autre raison.
											Il est prédit que ce soit
l'avènement de la singularité,
											un nouveau moment
dans le développement humain,
											où la frontière
entre l'intelligence artificielle
											et l'intelligence humaine se brouille,
											où informatique et conscience
deviennent presque inséparables
											et les technologies avancées
nous aident à résoudre
											les plus grands problèmes du XXIe siècle :
famine, énergie, pauvreté,
											inaugurant une ère d'abondance.
											Et nous irons tous dans l'espace,
											dans notre transformation
en espèce multi-planétaire.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Now, the people who really believe
this vision are the first to say
											they don't yet know precisely
how we're going to get there.
											But the values behind their vision
											and the willingness to ask ""How might we?""
											have inspired a generation of innovators.
											They're working backward
from the outcomes they want,
											using the creative problem-solving methods
of collaborative design.
											They're busting through obstacles.
											They're redefining
what we all consider possible.
									","
											Pero, las personas que realmente creen 
en esta visión, son los primeros en decir
											que aún no saben con precisión, 
cómo vamos a llegar allí.
											Pero los valores detrás de su visión
											y la voluntad de preguntar 
""¿Cómo podemos lograrlo?""
											han inspirado a una generación 
de innovadores.
											Están trabajando a partir 
de los resultados que desean,
											usando métodos de resolución de problemas 
creativos de diseño colaborativo.
											Están sorteando obstáculos.
											Están redefiniendo 
lo que todos consideramos posible.
									","
											As pessoas que acreditam nesta visão
são as primeiras a dizer
											que não sabem precisamente
como vamos chegar lá.
											Mas os valores por detrás da sua visão
											e a vontade de perguntar ""Como podemos?""
											inspirou uma geração de inovadores.
											Estão a trabalhar ao contrário,
a parir dos resultados que querem,
											usando os métodos criativos de resolução
de problemas de ""design"" colaborativo.
											Estão a rebentar com os obstáculos,
											Estão a redefinir
o que consideramos possível.
									","
											Die Menschen, die an
diese Vision glauben, wissen genau,
											dass der Weg dorthin noch unklar ist.
											Aber die Werte hinter dieser Vision
											und die Bereitschaft zu fragen:
""Wie könnten wir?""
											haben eine Generation
innovativer Menschen inspiriert.
											Sie fangen mit ihrem Ziel an,
arbeiten dann rückwärts
											und lösen Probleme kreativ
durch Zusammenarbeit.
											Sie durchbrechen Hindernisse.
											Sie definieren neu,
was wir für möglich halten.
									","
											Les gens qui croient vraiment
à cette vision sont les premiers à dire
											qu'ils ne savent pas précisément
comment nous allons y arriver.
											Mais les valeurs derrière leur vision
											et l'envie de demander :
« Comment pourrions-nous ? »
											ont inspiré une génération d'innovateurs.
											Ils travaillent à reculons
à partir des résultats qu'ils souhaitent,
											utilisant les méthodes de résolution
créatives du design collaboratif.
											Ils traversent tous les obstacles.
											Ils redéfinissent ce que
nous considérons tous possible.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											But here's the thing:
											that vision of abundance isn't compatible
											with a world that still relies
on a 20th-century nuclear doctrine
											called ""mutually assured destruction.""
											It has to be about building
the foundations for the 22nd century.
											It has to be about strategies
for mutually assured prosperity
											or, at the very least,
mutually assured survival.
									","
											Pero aquí está el tema:
											esa visión de la abundancia 
no es compatible
											con un mundo que todavía se basa 
en una doctrina nuclear del siglo XX,
											llamada ""destrucción mutua asegurada"".
											Esta debe existir sobre la construcción 
de las bases para el siglo XXII.
											Tiene que abordar las estrategias 
para la prosperidad mutua asegurada
											o, al menos, para asegurar 
la supervivencia mutua.
									","
											Mas a questão é esta:
											esta visão de abundância não é compatível
											com um mundo que ainda se apoia
numa doutrina nuclear do séc. XX,
											chamada ""destruição mútua assegurada"".
											Tem de ser sobre a construção
dos alicerces para o século XXII.
											Tem de ser sobre estratégias
pela prosperidade mútua assegurada
											ou, pelo menos,
pela sobrevivência mútua assegurada.
									","
											Aber es gibt ein Problem:
											Diese Vision des Überflusses
passt nicht zu einer Welt,
											die sich auf nukleare Glaubenssätze
aus dem 20. Jahrhundert verlässt,
											die gegenseitige Zerstörung sicherstellen.
											[Unsere Vision] muss das Fundament
für das 22. Jahrhundert legen.
											Sie muss Strategien für
gegenseitigen Wohlstand entwickeln
											oder zumindest gegenseitiges Überleben.

									","
											Seulement voilà :
											cette vision d'abondance
n'est pas compatible
											avec un monde qui repose encore
sur une doctrine nucléaire du XXe siècle
											appelée « destruction mutuelle garantie ».
											Il s'agit de construire
les fondations du XXIIe siècle.
											Il s'agit de stratégies pour
une prospérité mutuelle garantie,
											ou, au minimum,
une survie mutuelle garantie.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Now, every day, I get to meet
people who are real pioneers
											in the field of nuclear threats.
											As you can see, many of them
are young women,
											and they're doing fiercely
interesting stuff,
											like Mareena Robinson Snowden here,
who is developing new ways,
											better ways, to detect nuclear warheads,
											which will help us
overcome a critical hurdle
											to international disarmament.
											Or Melissa Hanham, who is using
satellite imaging
											to make sense of what's going on
around far-flung nuclear sites.
											Or we have Beatrice Fihn in Europe,
											who has been campaigning
to make nuclear weapons illegal
											in international courts of law,
											and just won a big victory
at the UN last week.
									","
											Ahora, todos los días, conozco personas 
que son verdaderas pioneras
											en el ámbito de las amenazas nucleares.
											Como se puede ver, 
muchas de ellas son mujeres jóvenes,
											que hacen cosas interesantes 
con ferocidad,
											como Mareena Robinson Snowden aquí, 
que desarrolla nuevas formas,
											mejores formas, 
para detectar ojivas nucleares,
											lo que ayudará a superar 
un obstáculo crítico
											en el desarme internacional.
											O Melissa Hanham que utiliza 
imágenes por satélite
											para dar sentido a lo que sucede 
en torno a los sitios nucleares remotos.
											O Beatrice Fihn en Europa,
											que ha estado haciendo campaña 
para hacer ilegales las armas nucleares
											en los tribunales 
internacionales de justicia,
											y acaba de ganar una gran victoria 
en la ONU la semana pasada.
									","
											Todos os dias, conheço pessoas
que são verdadeiras pioneiras
											no campo das ameaças nucleares.
											Como podem ver, a maioria são raparigas,
											que fazem intensamente
coisas interessantes,
											como Mareena Robinson Snowden,
que está a desenvolver novas formas,
											melhores formas, de detetar 
ogivas nucleares,
											o que nos ajudará a ultrapassar
um difícil obstáculo
											para o desarmamento internacional.
											Ou Melissa Hanham, que está a usar
imagens de satélite
											para entender o que se passa
em locais nucleares remotos.
											Temos Beatrice Fihn na Europa,
											que tem feito campanhas
para tornar as armas nucleares ilegais
											em tribunais internacionais de justiça,
											e que acabou de obter uma vitória
na ONU na semana passada.
									","
											Jeden Tag darf ich große Vorkämpfer
											auf dem Gebiet der nuklearen
Gefahren kennenlernen.
											Wie Sie sehen,
sind viele davon junge Frauen,
											die unglaublich interssante Dinge tun.
											Mareena Robinson Snowden
entwickelt neue und bessere Methoden
											zum Aufspüren nuklearer Sprengköpfe.
											Damit können wir eine wichtige Hürde
											zur internationalen Abrüstung überwinden.
											Melissa Hanham untersucht
mittels Satellitenaufnahmen,
											was an abgelegenen
nuklearen Stätten passiert.
											In Europa kämpft Beatrice Fihn dafür,
											Nuklearwaffen an internationalen
Gerichten für illegal zu erklären
											und hat letzte Woche einen
großen Erfolg bei der UN verzeichnet.
									","
											Je rencontre tous les jours
											des gens qui sont de vrais pionniers
dans le domaine des menaces nucléaires.
											Comme vous pouvez le voir, beaucoup
d'entre eux sont de jeunes femmes
											et elles font des choses
extrêmement intéressantes,
											telles que Mareena Robinson Snowden
qui développe de nouvelles façons,
											de meilleures façons
de détecter les têtes nucléaires,
											ce qui nous aidera à éliminer
un obstacle critique
											au désarmement international ;
											ou Melissa Hanham
qui utilise l'imagerie satellite
											pour comprendre ce qui se passe
autour des sites nucléaires reculés.
											Ou, nous avons aussi 
Béatrice Fihn en Europe,
											qui fait campagne pour rendre
les armes nucléaires illégales
											dans les tribunaux internationaux
											et vient de gagner une grande victoire
aux Nations Unies, la semaine dernière.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
