en,fr,de,tr,title,speaker,duration,tags
"
											We've also figured out some ways
to get rid of those pesky worries
											and self-doubts that tend to creep up
in the stressful situations.
											Researchers have shown that simply
jotting down your thoughts and worries
											before a stressful event
											can help to download them from mind —
											make them less likely
to pop up in the moment.
											It's kind of like when you wake up
in the middle of the night
											and you're really worried
about what you have to do the next day,
											you're trying to think about
everything you have to accomplish,
											and you write it down
and then you can go back to sleep.
											Journaling, or getting
those thoughts down on paper,
											makes it less likely they'll pop up
and distract you in the moment.
											The end result is that you can
perform your best when it matters most.
									","
											Nous avons des moyens de nous débarrasser
de ces fichues inquiétudes
											et de ces doutes qui s'immiscent
dans des situations stressantes.
											Les chercheurs ont montré que noter
vos pensées et inquiétudes
											avant un événement stressant
											peut aider à les sortir de votre tête —
											réduisant les probabilités
qu'elles surgissent sur le moment.
											C'est comme lorsque vous vous réveillez
au milieu de la nuit
											et vous vous inquiétez
de ce que vous avez à faire le lendemain,
											vous essayez de réfléchir
à tout ce que vous devez effectuer,
											vous l'écrivez et vous pouvez
retourner dormir.
											Tenir un journal ou écrire
ces choses-là sur du papier
											réduit la probabilité qu'elles surgissent
et vous distraient sur le moment.
											Le résultat est que vous pouvez faire
de votre mieux quand cela importe le plus.
									","
											Wir haben auch ein paar
Möglichkeiten gefunden,
											wie man in Stresssituationen
lästige Sorgen und Selbstzweifel loswird.
											Forscher sagen, wenn man
vor einer Stresssituation
											einfach seine Gedanken
und Sorgen niederschreibt,
											hilft das, sie aus dem Kopf zu bekommen —
											und sie tauchen im Ernstfall seltener auf.
											Es ist, wie wenn man nachts aufwacht
											und sich wirklich über die
morgigen Pflichten sorgt.
											Man versucht, an alles zu denken,
was man tun muss,
											schreibt es auf und legt sich wieder hin.
											Wenn man die Gedanken notiert,
Buch darüber führt,
											entstehen sie im Ernstfall
weniger leicht, um uns abzulenken.
											Das Ergebnis: Man bringt Bestleistung,
wenn es am meisten darauf ankommt.
									","
											Stresli durumlarda sinir bozucu endişeler 
ve kendinden kuşku duymalardan
											kurtulabilmek için de 
bir yol bulduk.
											Araştırmacılar, stresli bir 
durumdan önce endişeleri ve
											düşünceleri yazmanın, 
onları zihinden
											uzaklaştırmayı ve o anda 
ortaya çıkmasını
											engellemeye yardımcı 
olduğunu gösterdiler.
											Gece yarısı uyandığınızda
											ve ertesi gün ne yapacağınız 
konusunda endişeliyseniz
											başardığınız şeyleri 
düşünmeye çalışın
											ve onları kağıda döküp
uyumaya gidin.
											Günlük tutmak ya da yazmak,
											düşüncelerin o anda ortaya çıkmasını 
engellemeye yardımcı olur.
											Sonuçta, en çok ihtiyaç duyulan 
anda başarılı olursunuz.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											So up until now,
											I've talked about what happens
when we put limits on ourselves
											and some tips we can use
to help perform up to our potential.
											But it's important to remember
											that it's not just
our own individual being
											that can put limits
and that can perform poorly;
											our environment has an effect
on whether we choke or thrive.
											Our parents, our teachers,
our coaches, our bosses all influence
											whether or not we can put our best
foot forward when it matters most.
									","
											Jusqu'à maintenant,
											j'ai parlé de ce qu'il se passait
quand nous posions nos propres limites
											et donné quelques conseils pour nous aider
à être au maximum de notre potentiel.
											Mais il faut se souvenir
											qu'il n'y a pas que nous, individus,
											qui pouvons poser des limites
et avoir des performances médiocres,
											notre environnement affecte le fait
que nous craquions ou réussissions.
											Nos parents, nos professeurs, nos coachs,
nos patrons influencent tous
											le fait que nous puissions mettre en avant
nos atouts quand cela importe le plus.
									","
											Bisher habe ich beschrieben, was passiert,
											wenn wir uns selbst beschränken,
											und ein paar Tipps gegeben,
wie wir unser Bestes geben können.
											Doch vergessen wir nicht:
											Nicht nur wir selbst
											können uns beschränken
und schlechte Leistungen bringen.
											Auch die Umwelt hat Einfluss darauf,
ob wir versagen oder glänzen.
											Eltern, Lehrer, Trainer, Chefs —
sie alle haben Einfluss darauf,
											ob wir im Ernstfall
Bestleistungen bringen können.
											Nehmen wir Mathematik als Beispiel.
									","
											Şu ana kadar,
											kendimize limit koyduğumuzda 
ne olduğundan bahsettim
											ve potansiyelimize ulaşmak 
için ipuçları verdim.
											Unutmamalı ki kötü performans
											tıkanma ya da iyiye gitme
											sadece kendimize koyduğumuz 
limitlerden değil,
											çevresel faktörlerden de kaynaklanır.
											Ebeveynlerimizin, öğretmenlerimizin, 
antrenörlerimizin, patronlarımızın
											elimizden geleni yapsak da yapmasak da
en ihtiyaç duyduğumuz anda etkileri olur.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											Take math as an example.
											That's right, I said it:
											math.
											Lots of people profess to choke
or are anxious about doing math,
											whether it's taking a test or even
calculating the tip on a dinner bill
											as our smart friends look on.
											And it's quite socially acceptable
											to talk about choking
or performing poorly in math.
											You don't hear highly educated people
walking around talking about the fact
											or bragging about the fact
that they're not good readers,
											but you hear people all the time bragging
about how they're not math people.
											And unfortunately,
											in the US, this tends to be
more so among girls and women
											than boys and men.
											My research team and I
have tried to understand
											where this fear of math comes from,
											and we've actually peered
inside the brains
											using functional magnetic
resonance imaging,
											of people who are worried about math.
											We've shown that math phobia correlates
with a concrete visceral sensation
											such as pain,
											of which we have
every right to feel anxious.
											In fact, when people
who are worried about math
											are just getting ready
to take a math test —
											they're not even taking it,
they're just getting ready —
											areas of the brain known the be involved
in our neural pain response are active.
											When we say math is painful,
											there's some truth to it for some people.
									","
											Prenez l'exemple des maths.
											Vous avez bien entendu :
											les maths.
											Beaucoup de gens disent craquer
ou être anxieux au sujet des maths,
											qu'il s'agisse de passer un examen
ou de calculer le pourboire du dîner
											pendant que nos amis intelligents
nous regardent.
											Il est socialement acceptable
											de parler du fait de craquer
ou d'être médiocre en maths.
											Vous n'entendez pas
de gens très éduqués parler du fait
											ou se vanter du fait
qu'ils ne sont pas de bons lecteurs,
											mais vous entendez constamment des gens
se vanter de ne pas être bons en maths.
											Malheureusement,
											aux États-Unis, cela a tendance à être
plus vrai parmi les filles et femmes
											que parmi les garçons et hommes.
											Mon équipe de recherche et moi
avons essayé de comprendre
											d'où venait cette peur des maths
											et nous avons regardé
l'intérieur du cerveau,
											via l'imagerie par résonance
magnétique fonctionnelle,
											de gens qui sont inquiets
au sujet des maths.
											Nous avons montré
											que la phobie des maths est corrélée
à une sensation viscérale concrète
											telle que de la douleur,
											au sujet de laquelle nous avons
le droit de nous inquiéter.
											Quand les gens qui sont inquiets
au sujet des maths
											se préparent à passer
un examen de maths —
											ils ne le passent pas,
ils ne font que s'y préparer —
											des zones du cerveau
											impliquées dans la réponse
neuronale à la douleur sont actives.
											Les maths sont vraiment douloureuses
											pour certaines personnes.
									","
											Ja, Sie hören richtig: Mathematik.
											Viele sagen, sie versagen in Mathematik
oder haben Angst davor,
											egal, ob sie geprüft werden
											oder nur im Restaurant
das Trinkgeld berechnen,
											wenn unsere schlauen Freunde zuschauen.
											Es ist durchaus gesellschaftsfähig,
											über Versagen oder schwache Leistungen
in Mathematik zu sprechen.
											Man trifft nie hochgebildete Menschen,
											die darüber sprechen oder damit prahlen,
wie schlecht sie lesen können,
											aber man hört Leute ständig damit prahlen,
dass ihnen Mathe nicht liegt.
											Und leider tendieren in den USA
dazu eher Frauen und Mädchen
											als Männer und Jungen.
											Mein Forschungsteam und ich
versuchen zu verstehen,
											woher diese Angst vor Mathematik kommt,
											und haben mit Kernspintomografie
die Gehirne von Menschen untersucht,
											die Angst vor Mathematik haben.
											Wir haben gezeigt, dass Mathematikphobie
											mit einem konkreten Körpergefühl
wie Schmerz zusammenhängt,
											und davor haben wir
mit vollem Recht Angst.
											Wenn Menschen mit Angst vor Mathematik
											kurz vor einer Mathematikprüfung stehen —
											sie schreiben noch nicht,
stehen aber kurz davor —,
											sind Teile des Gehirns aktiv, die an
neuralen Schmerzreaktionen beteiligt sind.
											Wenn man sagt: ""Mathe tut weh"",
trifft das für einige Leute teilweise zu.
									","
											Matematik örneğini düşünün.
											Evet doğru söyledim:
											matematik.
											Çoğu insan matematikte tıkanıyor 
ya da ondan endişe duyuyor.
											Bu sınav olmak da olabilir, 
zeki arkadaşlarımız bize bakarken
											bahşiş hesaplarken de.
											Matematikte iyi olmamayı 
konuşmak da
											sosyal olarak kabul edilir.
											İyi eğitimli insanların 
okumada iyi olmadıklarını
											söyleyerek etrafta dolaştığını görmeyiz,
											fakat matematikte iyi olmadıklarını 
söylediklerini duyarız.
											Ne yazık ki
											ABD'de bu daha çok 
kadınlar arasındadır,
											erkekler değil.
											Araştırma takımım ve ben, 
matematik korkusunun
											nereden geldiğini anlamaya çalıştık.
											Matematik korkusu olan kişilerin
											fonksiyonel manyetik rezonans
											görüntüleme kullanarak
beyinlerin içine baktık.
											Matematik fobisinin acı gibi 
endişe yaratacak
											somut viseral hisle
											ilişkili olduğunu gösterdik.
											Aslında, insanlar matematik 
konusunda endişelendiklerinde
											henüz sadece sınava hazırlanıyorlar,
											henüz sınava bile girmemiş oluyorlar.
											Beynimizin sinirsel 
acı bölgesi aktif oluyor.
											Matematik acı verici dediğimizde
											bu bazı insanlar için doğru.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											But where does this
math anxiety come from?
											It turns out that math
anxiety is contagious.
											When adults are worried about math,
											the children around them
start worrying, too.
											As young as first grade,
											when kids are in classrooms
											with teachers who are anxious
about their own math ability,
											these kids learn less
across the school year.
											And it turns out that this
is more prevalent in girls than boys.
											At this young age,
											kids tend to mimic same-sex adults,
											and at least in the US,
											over 90 percent of our elementary
school teachers are women.
									","
											D'où vient l'anxiété liée aux maths ?
											Il s'avère que l'anxiété
liée aux maths est contagieuse.
											Quand les adultes s'inquiètent
au sujet des maths,
											les enfants qui les entourent
s'inquiètent aussi.
											Dès le CP,
											quand les enfants sont en classe
											avec des enseignants s'inquiétant
de leurs propres compétences en maths,
											ces enfants apprennent moins
au cours de l'année scolaire.
											Il s'avère que cela prévaut plus
chez les filles que les garçons.
											Si jeunes,
											les enfants ont tendance à imiter
les adultes du même sexe
											et, au moins aux États-Unis,
											plus de 90% de nos enseignants
en école primaire sont des femmes.
									","
											Aber woher kommt diese Angst?
											Angst vor Mathematik
ist erwiesenermaßen ansteckend.
											Wenn Erwachsene sie haben,
											bekommen sie auch Kinder
in ihrer Umgebung.
											Schon in der ersten Klasse
lernen Schüler bei Lehrern,
											die ihr eigenes Talent
in Mathematik anzweifeln,
											im laufenden Schuljahr weniger.
											Das gilt für Mädchen mehr als für Jungen.
											In diesem jungen Alter ahmen Kinder
gern Erwachsene ihres Geschlechts nach,
											und zumindest in den USA
											sind Lehrer an Grundschulen
zu über 90 % Frauen.
									","
											Bu endişe nereden geliyor?
											Matematik korkusu bulaşıcı.
											Yetişkinler endişelendiğinde
											etraftaki çocuklar da 
endişelenmeye başlıyor.
											Birinci sınıfta çocuklar,
											kendi matematik yetkinliğinden
											endişe duyan bir öğretmenle iseler
											diğer yıllarda daha az öğreniyorlar.
											Bu, erkeklere oranla 
kızlarda daha fazla.
											Genç yaşta çocuklar,
											kendi cinsiyetinden 
yetişkinleri kopyalıyorlar.
											En azından ABD'de,
											ortaokul öğretmenlerinin %90'ı kadın.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											Of course, it's not just
what happens in the classroom.
											Social media plays a big role here, too.
											It wasn't so long ago
											that you could purchase a Teen Talk Barbie
											that when the cord was pulled,
											it would say things like,
											""Will we ever have enough clothes?""
											and ""Math class is tough.""
											And just a few years ago,
											major retailers were marketing
T-shirts at our young girls
											that read things like,
""I'm too pretty to do math,""
											or, ""I'm too pretty to do my homework
so my brother does it for me.""
											And let's not forget about the parents.
											Oh, the parents.
											It turns out that when parents are worried
about their own math ability
											and they help their kids a lot
with math homework,
											their kids learn less math
across the school year.
											As one parent put it,
											""I judge my first grader's math homework
											by whether it's a one-glass assignment
or a three-glass night.""
									","
											Bien sûr, il ne s'agit pas que
de ce qu'il se passe en classe.
											Les réseaux sociaux
jouent également un rôle important.
											Il n'y a pas si longtemps,
											vous pouviez acheter une Barbie
											qui, quand on tirait sur le fil,
											disait des choses comme :
											« Aurons-nous jamais
assez de vêtements ? »
											ou « Les maths, c'est difficile ».
											Il y a quelques années,
											de grands magasins commercialisaient
des t-shirts pour nos jeunes filles
											qui disaient des choses comme :
											« Je suis trop mignonne
pour faire des maths »
											ou « Je suis trop mignonne
pour faire mes devoirs
											alors mon frère les fait pour moi ».
											N'oublions pas les parents.
											Oh, les parents.
											Quand les parents s'inquiètent
de leurs propres compétences en maths
											et aident beaucoup leurs enfants
à faire leurs devoirs de maths,
											leurs enfants apprennent moins en maths
au cours de l'année scolaire.
											Comme un parent l'a dit :
											« J'évalue les devoirs en maths
de mon enfant en CP
											selon si c'est un devoir avec un verre
ou une soirée avec trois verres. »
									","
											Natürlich ist nicht allein
der Unterricht schuld.
											Auch die sozialen Medien
spielen hier eine große Rolle.
											Vor nicht allzu langer Zeit
											konnte man eine
sprechende Barbiepuppe kaufen.
											Wenn man an der Schnur zog,
sagte sie Dinge wie:
											""Werden wir je genug zum Anziehen haben?""
											und: ""Mathe ist schwer.""
											Vor ein paar Jahren
											verkauften große Handelsketten
den Mädchen T-Shirts mit Aufschriften wie:
											""Ich bin zu hübsch für Mathe""
											oder: ""Ich bin zu hübsch für Hausaufgaben,
die macht mein Bruder für mich.""
											Und vergessen wir die Eltern nicht.
											Oh, die Eltern.
											Wenn Eltern ihre eigenen Talente
in Mathematik infrage stellen
											und ihren Kindern oft
bei der Mathehausaufgabe helfen,
											lernen die Kinder
im laufenden Schuljahr weniger.
											Ein Vater drückte es so aus:
											""Ich beurteile die Mathehausaufgabe
meines Erstklässlers danach,
											ob ich nur ein Bier brauche —
oder drei für den ganzen Abend.""
									","
											Tabii ki bu sadece sınıflarda olmuyor.
											Sosyal medya da büyük rol oynuyor.
											Uzun olmayan bir zaman önce,
											konuşan Barbie aldığınızda
											ve ipini çektiğinizde
											şöyle diyordu:
											""Yeterince kıyafetimiz var mı?""
											ve ""Matematik dersi zor.""
											Birkaç yıl önce,
											büyük perakendeciler üzerinde
""Matematik yapmayacak kadar güzelim""
											ya da ""Ödevimi yapmayacak kadar 
güzelim, o yüzden abim yapıyor""
											yazılı kız tişörtleri satıyordu.
											Ebeveynleri de unutmayalım.
											Ah, ebeveynler.
											Kendi matematik becerilerinden 
endişe eden
											ve çocuklarına matematik ödevlerinde 
yardım eden ebeveynlerin çocukları
											ilerleyen yıllarda
daha az matematik öğreniyor.
											Bir ebeveyn, birinci sınıfa 
giden çocuğun
											matematik ödevini bir kadehlik mi
											yoksa üç kadehlik mi olduğuna göre 
değerlendiriyordu.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									","
											(Gülüşmeler)
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											When adults are anxious
about their own math ability,
											it rubs off on their kids
											and it affects whether
they choke or thrive.
											But just as we can put limits on others,
											we can take them off.
											My research team and I have shown
											that when we help parents
do fun math activities with their kids —
											rather than, say, just doing
bedtime stories or bedtime reading,
											they do bedtime math,
											which are fun story problems
to do with your kids at night,
											not only do children's attitudes
about math improve,
											but their math performance
across the school year improves as well.
											Our environment matters.
											From the classroom to parents to media,
											and it can really make a difference
in terms of whether we choke or thrive.
									","
											Quand les adultes s'inquiètent
de leurs compétences en maths,
											cela déteint sur leurs enfants
											et affecte le fait
qu'ils craquent ou réussissent.
											Tout comme nous pouvons
limiter les autres,
											nous pouvons ôter ces limites.
											Mon équipe et moi avons montré que
											quand nous aidons les parents
											à faire des activités de maths
amusantes avec leurs enfants —
											plutôt que de raconter ou lire
une histoire avant de dormir,
											ils font des maths,
											des histoires marrantes
avec des problèmes à faire le soir,
											l'attitude des enfants
envers les maths s'améliore,
											mais leurs performances en maths
s'améliorent durant toute l'année.
											Notre environnement compte.
											De la classe aux parents
en passant par les médias,
											cela peut vraiment faire la différence
entre le fait de craquer ou de réussir.
									","
											Wenn Erwachsene
ihr Mathetalent infrage stellen,
											färbt das auf ihre Kinder ab
und entscheidet darüber,
											ob sie versagen oder gut sind.
											Doch so wie wir anderen
Grenzen setzen können,
											können wir sie auch aufheben.
											Unser Forschungsteam hat gezeigt:
											Wenn wir Eltern helfen, mit ihren Kindern
interessante Matheaufgaben zu lösen —
											es gibt also Gutenacht-Mathematik
											statt Gutenachtgeschichten
oder Bettlektüren,
											d. h. Rechenaufgaben,
die den Kindern Spaß machen —
											dann bessert sich nicht nur
die Meinung der Kinder über Mathe,
											sondern auch ihre Leistung in der Schule.
											Unsere Umgebung ist wichtig —
											Schule, Eltern, Medien —
											und sie kann wirklich entscheidend sein,
ob wir versagen oder gut sind.
									","
											Ebeveynler kendi matematik 
becerilerinden endişe ettiklerinde
											çocuklarına geçiyor,
											bu da onların tıkanmasını
ya da iyiye gitmesini etkiliyor.
											Başkalarına limit koyabildiğimiz gibi
											onları kaldırabiliriz de.
											Araştırma ekibim ve ben gösterdik ki
											ebeveynler yatmadan önce 
çocuklarına hikaye okumak yerine
											onlarla neşeli matematik 
aktiviteleri yaptıklarında,
											yani yatmadan önce

											çocuklarıyla zevkli hikayeli
problemler çözdüklerinde
											sadece çocukların matematiğe
olan tutumları değişmiyor,
											ayrıca okul yıllarında
matematik performansları da gelişiyor.
											Çevremiz önemli.
											Sınıftan, aile ve medyaya kadar.
											Ve gerçekten tıkanma ya da iyiye gitme 
konusunda fark yaratabilirler.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											Fast-forward from
my high school soccer game
											to my freshman year in college.
											I was in the chemistry sequence
for science majors,
											and boy did I not belong.
											Even though I studied
for my first midterm exam —
											I thought I was ready to go —
											I bombed it.
											I literally got the worst grade
in a class of 400 students.
											I was convinced I wasn't going
to be a science major,
											that maybe I was dropping
out of college altogether.
											But then I changed how I studied.
											Instead of studying alone,
											I started studying with a group of friends
											who at the end of the study session
would close their book
											and compete for the right answer.
											We learned to practice under stress.
											If you could've looked inside my brain
during that first midterm exam,
											you likely would've seen
a neural pain response
											a lot like the math-anxious
individuals I study.
											It was probably there during
the stressful study situation as well.
											But when I walked into the final,
											my mind was quiet,
											and I actually got one of the highest
grades in the entire class.
											It wasn't just
about learning the material;
											it was about learning how to overcome
my limits when it mattered most.
									","
											Passons de mon match de foot au lycée
											à ma première année d'université.
											J'étais dans la classe de chimie
pour ceux ayant une majeure scientifique
											et je n'y avais pas ma place.
											Même si j'ai révisé pour mon premier
examen de milieu de semestre —
											je pensais être prête —
											je l'ai foiré.
											J'ai eu la pire note
dans une classe de 400 étudiants.
											J'étais convaincue
que je n'étudierais pas les sciences,
											que je devrais arrêter
complètement l'université.
											Mais j'ai changé ma façon d'étudier.
											Au lieu d'étudier seule,
											j'étudiais avec un groupe d'amis
											qui, à la fin de chaque session,
fermaient leurs livres
											et concouraient pour avoir
la bonne réponse.
											Nous avons appris
à nous entraîner sous pression.
											Si vous aviez pu regarder mon cerveau
durant ce premier examen,
											vous auriez probablement vu
une réponse neuronale à la douleur
											similaire à celles des individus
inquiets au sujet des maths.
											Elle était probablement également là
durant les révisions stressantes.
											Mais quand je suis arrivée
à l'examen final,
											mon esprit était calme
											et j'ai eu l'une des notes
les plus élevées de la classe.
											Il ne s'agissait pas que
d'apprendre le contenu ;
											il s'agissait d'apprendre à surmonter
mes limites quand cela comptait le plus.
									","
											Springen wir von meinem
Fußballmatch in der Highschool
											zu meinem ersten College-Jahr.
											Ich war im Chemiekurs,
Hauptfach Naturwissenschaften,
											und da gehörte ich überhaupt nicht hin.
											Obwohl ich für meine erste
Zwischenprüfung büffelte —
											ich glaubte, das sei zu schaffen —,
											fiel ich krachend durch.
											Ich bekam die allerschlechteste Note
in einem Jahrgang von 400 Studenten.
											Ich war sicher: Dieses Studium
war nicht zu schaffen,
											ich würde vielleicht sogar
das College ganz aufgeben.
											Doch dann änderte ich meine Lernweise.
											Anstatt allein zu lernen,
lernte ich mit einer Gruppe von Freunden,
											die am Ende jedes Treffens
ihre Bücher zuklappten
											und um die richtigen
Antworten wetteiferten.
											Wir lernten, unter Stress zu üben.
											Bei einem Blick in mein Gehirn
bei der ersten Zwischenprüfung
											hätten Sie wohl eine
neurale Schmerzreaktion bemerkt,
											genau wie bei meinen Testpersonen
mit Mathematik-Angst.
											Die hatte ich wahrscheinlich auch
während der stressigen Lernsituationen.
											Doch als ich ins Finale zog,
war mein Kopf ruhig
											und ich bekam eine der besten Noten
des gesamten Jahrgangs.
											Ich hatte nicht nur den Stoff gelernt,
											sondern auch, wie ich
meine Grenzen überwinden konnte,
											wenn alles auf dem Spiel stand.
									","
											Lisedeki maçımdan
											üniversitedeki yıllarıma
hızla ileri saralım.
											Bilim branşında kimya sınıfındaydım
											ve oraya ait değildim.
											İlk vizeme çalışsam da
											hazır olduğumu düşünsem de
											başarısız oldum.
											400 öğrencinin en düşük notunu aldım.
											Bilim branşında başarılı 
olamayacağıma inandım.
											Belki de tamamen üniversiteyi 
bırakmam gerekecekti.
											Sonra çalışma biçimimi değiştirdim.
											Tek çalışmaktansa
											bir grup arkadaşımla çalıştım.
											Çalışmanın sonunda kitabı kapatıp
											doğru cevabı vermek için yarışırdık.
											Baskı altında çalışmayı öğrendik.
											İlk vizemde beynimin içine baksaydınız,
											büyük ihtimalle sinirsel acı görürdünüz.
											Matematik endişesi olanlarınkine benzer.
											Stresli çalışma anlarında 
muhtemelen oradaydı.
											Finale girdiğimde
											zihnim sessizdi.
											Sınıftaki en yüksek
notlardan birini aldım.
											Sadece dersi öğrenmekle ilgili değildi,
											en ihtiyaç duyduğum anda limitlerimin 
üstesinden gelmekle ilgiliydi.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											What happens in our heads really matters,
											and knowing this,
											we can learn how to prepare ourselves
and others for success,
											not just on the playing field
but in the boardroom
											and in the classroom as well.
									","
											Ce qu'il se passe dans notre tête
compte vraiment
											et, sachant cela,
											nous pouvons apprendre à nous préparer
et à préparer les autres pour réussir,
											pas seulement sur le terrain
mais en salle de réunion
											et en classe également.
									","
											Wichtig ist, was in unserem Kopf passiert.
											Wenn man das weiß,
											kann man lernen, sich und andere
auf Erfolgskurs zu bringen,
											und zwar nicht nur auf dem Spielfeld,
											sondern auch im Konferenzsaal
und im Klassenzimmer.
									","
											Zihnimizde olanlar önemli,
											bunu bilerek
											kendimizi ve başkalarını 
başarıya taşıyabiliriz,
											sadece sahada değil,
toplantı odasında
											ve sınıfta da.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											Thank you.
									","
											Merci.
									","
											Danke.
									","
											Teşekkürler.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
