de,en,es,fr,pt,title,speaker,duration,tags
"
											Da es wohl nicht dazu kommt,
											erkenne ich an, dass es nicht
um Zeitmangel geht,
											sondern dass ich keine Lust habe.
											Diese Worte erinnern uns daran,
dass Zeit eine Entscheidung ist.
											Und sicher,
											einige Entscheidungen können 
furchtbare Folgen haben.
											Das gebe ich zu.
											Aber wir Menschen sind schlau
											und können sicher langfristig gesehen
											unser Leben mit den Dingen ausfüllen,
											die es verdienen, Teil davon zu sein.
									","
											Since that is not going to happen,
											I can acknowledge this is not
a matter of lacking time;
											it's that I don't want to do it.
											Using this language reminds us
that time is a choice.
											And granted,
											there may be horrible consequences
for making different choices,
											I will give you that.
											But we are smart people,
											and certainly over the long run,
											we have the power to fill our lives
											with the things that deserve to be there.
									","
											Dado que eso no va a suceder,

											puedo reconocer que no 
es un tema de falta de tiempo,
											es que no quiero hacerlo.
											Usar este lenguaje nos recuerda
que el tiempo es una elección.
											Y de hecho,
											puede haber malas consecuencias
por tomar elecciones diferentes,
											lo acepto.
											Pero somos personas inteligentes,

											y ciertamente a largo plazo,

											tenemos el poder de llenar nuestras vidas
											con las cosas que merecen estar allí.
									","
											Comme ça n'arrivera jamais,
											je reconnais que ce n'est pas
par un manque de temps ;
											c'est que je ne veux pas le faire.
											Utiliser ce langage nous rappelle
que le temps est un choix.
											Et bien sûr,
											faire le mauvais choix peut avoir
des conséquences horribles,
											je vous l'accorde.
											Mais nous sommes intelligents
											et certainement à long terme,
											nous avons le pouvoir de remplir nos vies
											avec les choses qui méritent d'y être.
									","
											Mas. como isso não vai acontecer,
											reconheço que não é
uma questão de falta de tempo;
											é que eu não o quero fazer.
											Usar esta linguagem lembra-nos
que o tempo é uma escolha.
											E é verdade,
											poderá haver consequências horríveis
para escolhas diferentes,
											Aceito isso.
											Mas nós somos pessoas inteligentes,
											e certamente, ao longo do tempo,
											temos o poder de preencher a nossa vida
											com coisas que valem a pena.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Wie schaffen wir das?
											Wie können wir unsere Prioritäten
											genauso behandeln wie den kaputten Boiler?
									","
											So how do we do that?
											How do we treat our priorities
											as the equivalent
of that broken water heater?
									","
											¿Entonces cómo lo hacemos?
											¿Cómo tratamos nuestras prioridades
											al igual que ese calentador de agua roto?
									","
											Comment faire ceci ?
											Comment traiter nos priorités
											comme l'équivalent
de ce chauffe-eau cassé ?
									","
											Como fazemos isso?
											Como tratamos as nossas prioridades
											como se o esquentador estivesse avariado?
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Erst müssen wir herausfinden, 
welche es sind.
											Es gibt 2 Strategien,
um darüber nachzudenken.
											Erstens, was das Berufliche angeht:
											Ich bin sicher, dass viele am Jahresende
											einen Leistungsrückblick 
erhalten oder geben.
											Man blickt auf die
Erfolge des Jahres zurück,
											die ""Entwicklungsmöglichkeiten"",
											was Sinn ergibt.
											Aber es ist effektiver, 
dies vorausschauend zu machen.
											Stellen Sie sich vor, 
nächstes Jahr ist zu Ende.
											Sie erstellen sich selbst
einen Jahresrückblick.
											Es war für Sie beruflich ein tolles Jahr.
											Was sind die drei bis fünf Dinge, 
die es so toll gemacht haben?
											Sie können jetzt den Rückblick 
für nächstes Jahr schreiben.
									","
											Well, first we need
to figure out what they are.
											I want to give you two strategies
for thinking about this.
											The first, on the professional side:
											I'm sure many people
coming up to the end of the year
											are giving or getting
annual performance reviews.
											You look back over
your successes over the year,
											your ""opportunities for growth.""
											And this serves its purpose,
											but I find it's more effective
to do this looking forward.
											So I want you to pretend
it's the end of next year.
											You're giving yourself
a performance review,
											and it has been an absolutely
amazing year for you professionally.
											What three to five things did you do
that made it so amazing?
											So you can write next
year's performance review now.
									","
											Primero necesitamos averiguar cuáles son.
											Quiero darles dos estrategias
para pensar en esto.
											La primera, en el lado profesional:
											Estoy segura de que 
mucha gente llega a fin de año
											a dar o recibir 
el resumen de desempeño anual.
											Uds. analizan sus éxitos durante el año,
											sus ""oportunidades para el crecimiento"".

											Y esto sirve su propósito,

											pero creo que es más efectivo
hacerlo mirando hacia adelante.
											Quiero que pretendan
que es el fin del próximo año.
											Se están dando a sí mismos
una revisión de desempeño,
											y ha sido un año increíble
para Uds. profesionalmente.
											¿Qué tres o cinco cosas hicieron
que lo hizo tan increíble?
											Pueden escribir su siguiente
revisión de desempeño ahora.
									","
											Nous devons d'abord
déterminer ce qu'elles sont.
											Je veux vous donner deux stratégies
pour ceci.
											La première, du côté professionnel :
											je suis sûre que beaucoup,
à la fin de l'année
											donnent ou reçoivent
des évaluations annuelles.
											Vous revenez sur vos réussites de l'année,
											vos « possibilités de croissance ».
											Et ça atteint son but,
											mais je trouve ceci plus efficace
en regardant vers l'avant.
											Faites semblant
que c'est la fin de l'année prochaine.
											Vous vous donnez
une évaluation de performance,
											et ça a été une année formidable
pour vous professionnellement.
											Quelles trois à cinq choses avez-vous
faites pour la rendre si formidable ?
											Vous pouvez écrire l'évaluation
de l'année prochaine maintenant.
									","
											Bem, primeiro temos de perceber quais são.
											Vou dar-vos duas estratégias
para pensarem nisto.
											Primeiro, no lado profissional:
											Muitos de vocês,
com o aproximar do final do ano
											estão a dar ou a receber
avaliações anuais.
											Olham para os vossos sucessos
ao longo do ano,
											as vossas ""oportunidades de crescimento.""
											E isto serve o seu propósito,
											mas eu penso que é mais eficaz
olhar para a frente.
											Então quero que finjam que estamos
no final do próximo ano.
											Estão a fazer uma avaliação
a vocês mesmos.
											Foi um ano absolutamente
fantástico a nível profissional.
											Que três a cinco coisas fizeram
que o tornaram tão fantástico?
											Podem então escrever agora
a vossa avaliação do próximo ano.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Das können Sie auch
für Ihr Privatleben tun.
											Bestimmt bekommen Sie,
wie ich im Dezember,
											diese Grußkarten aus
bunt gefaltetem Papier
											mit den weihnachtlichen
Familienrundbriefen.
									","
											And you can do this
for your personal life, too.
											I'm sure many of you,
like me, come December,
											get cards that contain these folded up
sheets of colored paper,
											on which is written what is known
as the family holiday letter.
									","
											Pueden hacerlo para
su vida personal, también.
											Estoy segura de que hay muchos,
como yo, al llegar diciembre,
											consiguen tarjetas que tienen
hojas dobladas de papel coloreado,
											en el que se escribe lo que se conoce
como carta de aniversario familiar.
									","
											Vous pouvez le faire
pour votre vie privée aussi.
											Je suis sûre que vous,
comme moi, en décembre,
											recevez des cartes qui contiennent
ces feuilles de papier coloré pliées,
											sur lesquelles est écrit ce qu'on appelle
la lettre familiale de Noël.
									","
											E podem fazer isso
na vossa vida pessoal também.
											Tal como eu, muitos de vocês,
em dezembro,
											recebem cartas com estas
folhas de papel coloridas dobradas,
											onde está escrito o que é conhecido
como a carta das férias familiares.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											(Gelächter)
									","
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Ein recht erbärmliches Literaturgenre,
											bei dem es darum geht, 
wie toll es allen geht
											oder noch besser,
											wie beschäftigt alle in der Familie sind.
											Aber diese Briefe haben den Sinn,
											dass sie Freunden und 
Verwandten sagen,
											was in Ihrem Privatleben 
dieses Jahr für Sie wichtig war.
											Dieses Jahr ist nun fast zu Ende,
											aber stellen Sie sich vor, 
dass es Ende nächsten Jahres ist.
											Und es war ein absolut tolles Jahr
											für Sie und Ihre Lieben.
											Welches sind die 3-5 Dinge, die es für 
Sie zu einem tollen Jahr gemacht haben?
											Sie können den Familienrundbrief
des nächsten Jahres jetzt schreiben.
											Schicke Sie ihn nicht ab.
									","
											Bit of a wretched genre
of literature, really,
											going on about how amazing
everyone in the household is,
											or even more scintillating,
											how busy everyone in the household is.
											But these letters serve a purpose,
											which is that they tell
your friends and family
											what you did in your personal life
that mattered to you over the year.
											So this year's kind of done,
											but I want you to pretend
it's the end of next year,
											and it has been an absolutely amazing year
											for you and the people you care about.
											What three to five things did you do
that made it so amazing?
											So you can write next
year's family holiday letter now.
											Don't send it.
									","
											Poco de un género miserable 
de literatura, en realidad,
											pasando por lo increíble 
que todos están en el hogar,
											o incluso más brillante,
											cuán ocupados todos están en el hogar.
											Estas cartas tienen un motivo,
											que es lo que le dicen
a sus amigos y familiares
											de lo que hicieron en su vida personal
que fue importante en el año.
											Así que este año ya pasó,

											pero quiero que supongan
que es el fin del próximo año,
											y ha sido un año absolutamente increíble
											para usted y las personas
que le interesan.
											¿Qué tres o cinco cosas hicieron
que lo hizo tan increíble?
											Pueden escribir ahora
la próxima carta familiar de aniversario.
											No la envíen.
									","
											Un genre littéraire
un peu malheureux, en fait,
											raconter en quoi
toute la famille est formidable,
											ou encore plus scintillant,
											à quel point toute la famille est occupée.
											Mais ces lettres ont un but :
											raconter à la famille et aux amis
											ce que vous avez fait dans votre vie
qui a compté pour vous pendant l'année.
											Cette année est bientôt finie,
											mais faites comme si
c'est la fin de l'année prochaine,
											et que ça a été une année
absolument formidable
											pour vous et ceux qui vous sont chers.
											Quelles trois à cinq choses avez-vous
faites pour la rendre si formidable ?
											Donc vous pouvez écrire la prochaine
lettre familiale de Noël dès maintenant.
											Ne l'envoyez pas.
									","
											Um pouco de literatura
deplorável, na verdade,
											a falar sobre como todos
são fantásticos no agregado familiar,
											ou ainda mais cintilante,
											como todos são ocupados 
no agregado familiar.
											Mas esta cartas servem um propósito,
											que é dizer aos vossos amigos e família
											o que fizeram na vossa vida pessoal
com significado ao longo do ano.
											Este ano está terminado,
											mas quero que finjam
que é o final do ano que vem.
											Foi um ano absolutamente fantástico
											para vocês e para os vossos familiares.
											Que três a cinco coisas fizeram
que o tornaram tão fantástico?
											Podem então escrever agora a vossa carta
de férias familiares do próximo ano.
											Não a enviem.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											(Gelächter)
									","
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Bitte. Nicht abschicken!
											Aber sie können ihn schreiben.
											Und jetzt aus Ihrem Jahresrückblick 
und dem Familienrundbrief
											haben wir 6-10 Ziele, an denen
wir nächstes Jahr arbeiten können.
									","
											Please, don't send it.
											But you can write it.
											And now, between the performance
review and the family holiday letter,
											we have a list of six to ten goals
we can work on in the next year.
									","
											Por favor, no la envíen.
											Pero pueden escribirla.
											Y ahora, entre la revisión de desempeño
y la carta familiar por aniversario,
											tenemos una lista de seis a diez metas
para trabajar el próximo año.
									","
											S'il vous plaît, ne l'envoyez pas.
											Mais vous pouvez l'écrire.
											Et maintenant, avec l'évaluation
et la lettre familiale de Noël,
											on a une liste de 6 à 10 buts sur
lesquels travailler l'an prochain.
									","
											Por favor, não a enviem.
											Mas podem escrevê-la.
											E agora, entre a vossa avaliação
e a carta de férias familiares,
											temos uma lista de seis a dez objetivos
com que trabalhar no próximo ano.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Jetzt müssen wir diese in machbare 
Schritte aufteilen.
											Wenn Sie z. B. Ihre Familiengeschichte 
schreiben wollen,
											können Sie andere 
Familiengeschichten lesen,
											um den Stil zu erlernen.
											Dann denken Sie an Fragen,
die Sie der Familie stellen wollen
											und machen Termine zur Befragung.
											Vielleicht möchten Sie 5 km laufen.
											Sie müssen sich beim Lauf einschreiben,
den Trainingsplan erstellen
											und die Laufschuhe aus 
dem Schrank ausgraben.
											Und dann — das ist das Wichtigste —
											muss man die Ziele mit derselben Priorität
behandeln wie den kaputten Boiler,
											indem wir sie an die erste Stelle 
unserer Agenda setzen.
											Das können wir tun, indem wir unsere 
Wochen durchdenken, bevor sie anfangen.
									","
											And now we need to break
these down into doable steps.
											So maybe you want
to write a family history.
											First, you can read
some other family histories,
											get a sense for the style.
											Then maybe think about the questions
you want to ask your relatives,
											set up appointments to interview them.
											Or maybe you want to run a 5K.
											So you need to find a race and sign up,
figure out a training plan,
											and dig those shoes
out of the back of the closet.
											And then — this is key —
											we treat our priorities as the equivalent
of that broken water heater,
											by putting them into our schedules first.
											We do this by thinking through our weeks
before we are in them.
									","
											Ahora tenemos que descomponerlos
en pasos factibles.
											Quizás quieran escribir
una historia familiar.
											Primero, pueden leer
otras historias familiares,
											conocer el estilo.
											Quizás pensar en las preguntas que
quieran hacer a sus familiares,
											hacer citas para entrevistarlos.
											O tal vez quieren correr un 5K.

											Necesitarían hallar una carrera,
registrarse, ver como entrenarse,
											y sacar esos zapatos
del fondo del armario.
											Y entonces, esto es clave,
											tratemos nuestras prioridades al igual que
ese calentador de agua roto,
											poniéndolos primero en nuestros horarios.
											Hacemos esto pensando en nuestras semanas
antes de que estemos en ellos.
									","
											Et maintenant on doit les séparer
en étapes réalisables.
											Vous voulez
écrire une histoire familiale.
											D'abord, lisez
d'autres histoires familiales
											pour comprendre le style.
											Puis pensez aux questions
à poser à vos proches,
											prenez rendez-vous pour les interviewer.
											Ou vous voulez courir 5 km.
											Il faut trouver une course, s'inscrire,
faire un plan d'entraînement
											et déterrer ces chaussures
du fond du placard.
											Et puis - c'est la clé -
											on traite nos priorités comme l'équivalent
de ce chauffe-eau cassé,
											en les mettant dans
nos agendas en premier.
											On fait ceci en réfléchissant
à nos semaines avant d'y être.
									","
											E agora temos de dividi-los
em passos exequíveis.
											Então talvez queiram escrever
uma história de família.
											Primeiro, podem ler
outras histórias de famílias,
											perceber o estilo.
											Talvez pensar nas perguntas
que querem fazer aos parentes,
											marcar entrevistas com eles.
											Ou talvez queiram correr 5 km.
											Então têm de encontrar uma corrida,
inscrever-se e fazer um plano de treinos,
											e recuperar aqueles ténis
no fundo do armário.
											E depois — isto é essencial —
											tratamos as nossas prioridades como
se o esquentador estivesse avariado,
											ao pô-las em primeiro lugar
na nossa agenda.
											Fazemos isto pensando nas nossas
semanas com antecedência.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Ich finde Freitag Nachmittag
ist ideal dafür.
											Ein Ökonom würde Freitag Nachmittag
											als Zeit der ""niedrigen 
Opportunitätskosten"" bezeichnen.
											Die meisten von uns würden an einem 
Freitag Nachmittag nicht sagen:
											""Ich bin heiß darauf, meinen
persönlichen und beruflichen Zielen
											jetzt näher zu kommen.""
									","
											I find a really good time to do this
is Friday afternoons.
											Friday afternoon is what
an economist might call
											a ""low opportunity cost"" time.
											Most of us are not sitting there
on Friday afternoons saying,
											""I am excited to make progress
											toward my personal
and professional priorities
											right now.""
									","
											Un buen momento para hacerlo
es el viernes por la tarde.
											El viernes por la tarde es lo que
un economista llamaría
											un tiempo de ""bajo costo de oportunidad"".
											Muchos de nosotros no estamos sentados
los viernes por la tarde diciendo:
											""Estoy emocionado de hacer progresos
											hacia mis prioridades personales
y profesionales
											ahora mismo"".
									","
											Je trouve qu'un bon moment pour faire ceci
est le vendredi après-midi.
											Le vendredi après-midi,
un économiste dirait que c'est
											un temps de « faible coût d'opportunité ».
											La plupart d'entre nous ne se disent pas
le vendredi après-midi :
											« Je suis excité de faire des progrès
											envers mes priorités personnelles
et professionnelles
											dès maintenant. »
									","
											Descobri que as tardes de sexta-feira
são muito boas para isso.
											As tardes de sexta-feira são aquilo
a que os economistas chamam
											""oportunidade de baixo custo"".
											Muitos de nós não nos sentamos
numa tarde de sexta-feira a dizer:
											""Estou ansioso por fazer progressos
											""nas minhas prioridades
pessoais e profissionais
											""agora mesmo.""
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											(Gelächter)
									","
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Aber wir sind bereit
nachzudenken, was sie sein sollten.
											Nehmen Sie sich am Freitag 
Nachmittag etwas Zeit
											und erstellen Sie eine Prioritätenliste 
für Karriere, Beziehungen und sich selbst.
											Eine Liste in diesen drei Kategorien 
erinnert uns daran,
											dass in allen drei Kategorien
etwas stehen sollte.
											Karriere, darüber denken wir nach.
											Über Beziehungen
und uns selbst eher weniger.
											Eine einfache kurze Liste
											mit je zwei bis drei Punkten.
											Dann schauen Sie,
											wo Sie diese in der nächsten Woche
einplanen können.
									","
											But we are willing to think
about what those should be.
											So take a little bit
of time Friday afternoon,
											make yourself a three-category priority
list: career, relationships, self.
											Making a three-category list reminds us
											that there should be something
in all three categories.
											Career, we think about;
											relationships, self —
											not so much.
											But anyway, just a short list,
											two to three items in each.
											Then look out over the whole
of the next week,
											and see where you can plan them in.
									","
											Pero estamos dispuestos a pensar
en lo que deberían ser.
											Tomen un poco de tiempo
del viernes por la tarde,
											hagan una lista de prioridad con 
tres niveles: carrera, relaciones, yo.
											Hacer una lista de tres categorías
nos recuerda
											que debería haber algo
en las tres categorías.
											Carrera, sí lo pensamos;
											relaciones, yo mismo,

											no tanto.
											Pero de todos modos, 
sólo una breve lista,
											dos o tres artículos en cada uno.
											Luego vean busquen espacios
en la próxima semana,
											y vean donde los pueden programar.
									","
											Mais on est prêts à réfléchir
à ce qu'ils devraient être.
											Prenez un peu de temps
vendredi après-midi,
											faites-vous une liste à trois catégories
de priorités : carrière, relations, soi.
											Faire une liste à trois catégories
nous rappelle
											qu'il doit avoir quelque chose
dans les trois catégories.
											Carrière, on y pense ;
											relations, soi -
											pas tellement.
											De toute façon, juste une petite liste,
											deux ou trois éléments chacun.
											Puis regardez au cours
de la semaine prochaine,
											et voyez où vous pouvez les planifier.
									","
											Mas estamos dispostos
a pensar quais seriam.
											Tirem um bocado
da tarde de sexta-feira,
											façam uma lista de prioridades
com três categorias:
											carreira, relações, eu.
											Fazer uma lista com três categorias
											lembra-nos que deve haver algo
em todas as categorias.
											Na carreira, até pensamos;
											mas, nas relações, no eu,
nem por isso.
											Seja como for, uma lista curta,
											dois ou três itens em cada.
											Depois olhem para a semana seguinte,
											e vejam onde podem encaixar os itens.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Wo Sie sie einplanen,
liegt ganz bei Ihnen.
											Ich weiß, dass dies für einige
schwerer ist als für andere.
											Das Leben mancher Menschen 
ist einfach schwerer als das von anderen.
											Es wird nicht leicht sein, die Zeit
für ein Lyrikseminar zu finden,
											wenn Sie mehrere Kinder allein erziehen.
											Das verstehe ich.
											Ich möchte die Mühen von
niemandem herunterspielen.
											Aber ich glaube, dass die Zahlen, die ich 
Ihnen jetzt nenne, sehr ermutigend sind.
									","
											Where you plan them in is up to you.
											I know this is going to be more
complicated for some people than others.
											I mean, some people's lives
are just harder than others.
											It is not going to be easy
to find time to take that poetry class
											if you are caring for multiple
children on your own.
											I get that.
											And I don't want to minimize
anyone's struggle.
											But I do think that the numbers
I am about to tell you are empowering.
									","
											Donde planificarlos depende de Uds.
											Sé que va a ser más complicado
para algunas personas que otros.
											Quiero decir, la vida de algunas personas
son más difíciles que otras.
											No va a ser fácil encontrar tiempo
para tomar esa clase de poesía,
											si cuidan varios niños solos.
											Lo entiendo.
											Y no quiero minimizar
la lucha de cualquiera.
											Pero creo que los números que diré
los empoderarán.
									","
											Où les planifier dépend de vous.
											Je sais que ça va être
plus compliqué pour certains.
											Je veux dire, pour certains la vie
est plus dure que pour d'autres.
											Ça ne va pas être facile de trouver
du temps pour ce cours de poésie
											si vous vous occupez seul
de vos nombreux enfants.
											Je le comprends.
											Je ne veux pas minimiser
les luttes de chacun.
											Mais je pense que les chiffres
que je vais vous donner sont stimulants.
									","
											Onde os encaixam depende de vocês.
											Eu sei que isto é mais complicado
para umas pessoas do que para outras.
											Quero dizer, a vida de algumas pessoas
é mais difícil do que a de outras.
											Não vai ser fácil encontrar tempo
para aquelas aulas de poesia
											se temos cuidar
de várias crianças sozinhos.
											Eu percebo isso.
											Não quero desvalorizar
as dificuldades de ninguém.
											Mas penso que estes números
que vos vou dar são fortalecedores.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Eine Woche hat 168 Stunden.
											24 mal 7 ergibt 168 Stunden.
											Das ist viel Zeit.
											Wenn Sie Vollzeit
40 Stunden die Woche arbeiten
											und 8 Stunden pro Nacht schlafen,
also 56 Stunden pro Woche,
											bleiben noch 72 Stunden für andere Sachen.
											Das ist viel Zeit.
											Sie sagen, Sie arbeiten 
50 Stunden pro Woche.
											Ein Hauptjob plus 
Nebenbeschäftigung.
											Dann bleiben noch 62 Stunden für Anderes.
											Sie sagen, Sie arbeiten 60 Stunden.
											Dann bleiben noch 52 Stunden für Anderes.
											Sie sagen, Sie arbeiten 
mehr als 60 Stunden.
											Sind Sie sich sicher?
									","
											There are 168 hours in a week.
											Twenty-four times seven is 168 hours.
											That is a lot of time.
											If you are working a full-time
job, so 40 hours a week,
											sleeping eight hours a night,
so 56 hours a week —
											that leaves 72 hours for other things.
											That is a lot of time.
											You say you're working 50 hours a week,
											maybe a main job and a side hustle.
											Well, that leaves 62 hours
for other things.
											You say you're working 60 hours.
											Well, that leaves 52 hours
for other things.
											You say you're working more than 60 hours.
											Well, are you sure?
									","
											Hay 168 horas en una semana.
											Veinticuatro veces siete son 168 horas.
											Eso es mucho tiempo.
											Si Uds. trabajan a tiempo completo,
40 horas a la semana,
											duermen ocho horas por noche,
así que 56 horas a la semana,
											que deja 72 horas para otras cosas.
											Eso es mucho tiempo.
											Uds. dicen que trabajan
50 horas a la semana,
											quizás uno principal y otro auxiliar.
											Bueno, eso deja 62 horas
para otras cosas.
											Uds. dicen que trabajan 60 horas.
											Bueno, eso deja 52 horas
para otras cosas.
											Uds. dicen que trabajan más de 60 horas.
											¿están seguros?
									","
											Il y a 168 heures dans une semaine.
											Vingt-quatre fois sept fait 168 heures.
											C'est beaucoup de temps.
											Si vous avez un emploi à temps-plein,
donc une semaine de 40 heures,
											dormez huit heures par nuit,
donc 56 heures par semaine -
											ça laisse 72 heures pour d'autres choses.
											C'est beaucoup de temps.
											Vous travaillez 50 heures par semaine,
											peut-être un emploi
principal et secondaire.
											Ça vous laisse 62 heures
pour d'autres choses.
											Si vous travaillez 60 heures.
											Ça vous laisse 52 heures
pour d'autres choses.
											Si vous travaillez plus de 60 heures.
											Vous en êtes sûrs ?
									","
											Uma semana tem 168 horas
											— 24 vezes 7 são 168 horas.
											Isso é muito tempo.
											Se trabalhamos ""full-time"",
são 40 horas por semana,
											dormir 8 horas por noite,
são 56 horas por semana.
											Isso deixa-nos com 72 horas
para fazer outras coisas.
											Isso é muito tempo.
											Dizem que trabalham
50 horas por semana,
											talvez um emprego e um biscate.
											Bem, isso deixa-vos
62 horas para fazer outras coisas.
											Dizem que trabalham
60 horas por semana.
											Bem, isso deixa-vos 52 horas
para fazer outras coisas.
											Dizem que trabalham
mais de 60 horas.
											Bem, têm a certeza?
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											(Gelächter)
									","
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Eine Studie hat die geschätzte
Arbeitszeit von Menschen
											mit der tatsächlichen verglichen.
											Sie ergab, dass Menschen, die angaben,
mehr als 75 Stunden zu arbeiten,
											sich um 25 Stunden vertan hatten.
									","
											There was once a study comparing
people's estimated work weeks
											with time diaries.
											They found that people claiming
75-plus-hour work weeks
											were off by about 25 hours.
									","
											Hubo un estudio que comparó
las semanas de trabajo de la gente
											con registros de tiempo.
											Encontraron que la gente que 
decía tener 75 horas extras
											estaban de descanso casi 25 horas.
									","
											Une étude a comparé
les semaines de travail estimées
											avec la réalité.
											Ceux qui disaient
travailler plus de 75 heures
											se trompaient de 25 heures.
									","
											Houve um estudo que comparava
as horas de trabalho semanais
											com os diários de tempo.
											Descobriram que quem dizia
que trabalhava mais de 75 horas
											estava a exagerar em cerca de 25 horas.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											(Gelächter)
									","
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
