fr,tr,de,en,es,title,speaker,duration,tags
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Vous devez changer la manière dont les gens se voient
											avant qu'ils puissent changer leur comportement.
											Et ça a plutôt bien marché jusqu'à ce jour.
											J'ai même rajouté une nouvelle pièce au bâtiment que j'aimerais vous montrer.
											C'est tout neuf.
											On a fait cette diapo juste à temps pour TED.
											J'ai montré ce diaporama dans un endroit appelé la Silicon Valley
											et j'ai bien fait.
											Une femme du public est venue,
											elle a dit, ""C'était une belle histoire
											et j'ai été très impressionnée par votre présentation.
											Ma seule critique est que vos ordinateurs sont un peu vieux.""
											Et j'ai dit, ""Qu'est ce que vous faites dans la vie ?""
											Elle a dit, ""Eh bien, je travaille pour une entreprise qui s'appelle Hewlett Packard.""
											Et j'ai dit, ""Vous êtes dans les ordinateurs, c'est bien ça ?""
											Elle a dit, ""Oui, monsieur.""
											Et j'ai dit, ""Bon, il y a une solution évidente à ce problème.""
											Je suis heureux de vous annoncer que HP
											et une entreprise d'ameublement appelée Steelcase
											nous ont choisis comme lieu de démonstration pour toute leur technologie
											et tout leurs meubles pour les Etats Unis d'Amérique.
											Et voici la pièce.
											Voilà ce qui inaugure notre collaboration.
											Nous l'avons finie juste à temps pour vous montrer.
											Alors c'est un peu l'inauguration de notre centre d'imagerie digitale.
											(applaudissements)
											(music)
									","
											İnsanların davranışlarını değiştirmeden önce, kendilerini nasıl
											gördüklerini değiştirmeniz gerekiyor.
											Ve bu güne kadar da çok güzel işe yaradı.
											Hatta binalardan birine bir oda daha tıkıştırdım, size göstermek isterim.
											Bu yepyeni.
											TED konferansına anca yetiştirdim bu slide'ı.
											Bu küçük slide gösterisini ""Silikon Vadisi"" denilen bir yerde yaptım
											ve çok da düzgün yaptım.
											İzleyen kalabalıktan bir kadın geldi ve bana,
											""Bu harika bir hikayeydi, sunumunuzdan
											çok fazla etkilendim. Tek eleştirim bilgisayarlarınızın
											biraz eskimiş olması"" dedi.
											Bende ona ""Tamam, yaşamak için ne iş yapıyorsun?""
											diye sordum. Bana ""Hewlett Packard adında bir şirkette çalışıyorum"" dedi.
											Bende ""Bilgisayar işindesiniz yani, değil mi?"" dedim.
											Oda ""Evet, bayım"" dedi.
											Bende ""Bu soruna kolay bir çözüm var"" dedim.
											Ve şimdi de, size şunu bildirmekten onur duyuyorum ki,
											HP ve Steelcase adında bir mobilya şirketi,
											Amerika Birleşik Devletlerindeki tüm teknolojilerinin ve tüm mobilyalarının
											demonstrasyon modeli olarak bizi evlat edinmiş bulunuyorlar.
											Ve oda da işte bu.
											Bu ilişkinin başlangıcı.
											Tam size göstereceğim zamanda yetişti.
											Yani bizim dijital görüntü merkezimizin ilk defa sahneye çıkışı gibi oldu.
											(Alkışlar)
											(Müzik)
									","
											Man muss die Art in der Menschen sich selbst sehen ändern
											bevor man ihr Verhalten ändern kann.
											Und es hat bis heute ganz gut funktioniert.
											Ich habe sogar noch ein Zimmer zum Gebäude hinzugefügt, dass ich euch zeigen möchte.
											Es ist brandneu.
											Wir haben die Folie gerade rechtzeitig für die TED Konferenz fertig bekommen.
											Ich habe eine kleine Präsentation an einem Ort namens Silicon Valley gegeben
											und ich tat einen ganz guten Job.
											Eine Frau kam aus der Zuhörerschaft,
											sie sagte, ""Das war eine großartige Geschichte
											und ich war sehr beeindruckt mit ihrer Präsentation.
											Mein einziger Kritikpunkt ist, das die Computer etwas alt werden.""
											Ich sagte, ""Nunja, womit verdienen Sie ihren Lebensunterhalt?""
											Sie sagte, ""Ich arbeite für eine Firma namens Hewlett Packard.""
											Und ich sagte, ""Sie sind im Computergeschäft, stimmt das?""
											Sie sagte, ""Ja.""
											Ich sagte, ""Na also, da ist eine einfache Lösung für das Problem.""
											Ich freue mich verkünden zu können, dass HP
											und einen Möbelfirma namens Steelcase
											uns als Vorstellungsraum eingegliedert hat für all ihre Technologie
											und Möbel in den Vereinigten Staaten.
											Das ist der Raum.
											Das ist der Beginn einer Beziehung.
											Wir haben es gerade rechtzeitig fertig bekommen um es euch zu zeigen.
											Es ist die Weltpremiere unseres digitalen Bildbearbeitungs-Zentrums.
											(Applaus)
											(Music)
									","
											You have to change the way that people see themselves
											before you can change their behavior.
											And it's worked out pretty good up to this day.
											I even stuck another room on the building, which I'd like to show you.
											This is brand new.
											We just got this slide done in time for the TED Conference.
											I gave this little slide show at a place called the Silicon Valley
											and I did all right.
											And the woman came out of the audience,
											she said, ""That was a great story
											and I was very impressed with your presentation.
											My only criticism is your computers are getting a little bit old.""
											And I said, ""Well, what do you do for a living?""
											She said, ""Well, I work for a company called Hewlett-Packard.""
											And I said, ""You're in the computer business, is that right?""
											She said, ""Yes, sir.""
											And I said, ""Well, there's an easy solution to that problem.""
											Well, I'm very pleased to announce to you that HP
											and a furniture company called Steelcase
											have adopted us as a demonstration model for all of their technology
											and all their furniture for the United States of America.
											And that's the room
											that's initiating the relationship.
											We got it just done in time to show you,
											so it's kind of the world debut of our digital imaging center.
											(Applause)
											(Music)
									","
											Hay que cambiar la manera en que la gente se ve a sí misma
											antes de cambiar su comportamiento.
											Y ha funcionado bastante bien hasta ahora.
											Hasta agregué otra aula a este edificio, la cual me gustaría mostrarles.
											Es totalmente nueva.
											Hicimos esta diapositiva justo a tiempo para la Conferencia de TED.
											Presenté estas diapositivas en un lugar llamado Silicon Valley
											y me fue bien.
											Y una mujer salió del público,
											ella dijo: “Esa es una gran historia
											y me impresionó mucho su presentación.
											Mi única crítica es que sus computadoras se están poniendo viejas.”
											Y yo dije: “Bueno, ¿a qué se dedica Ud.?”
											Ella dijo: “Bueno, trabajo para una compañía llamada Hewlett Packard.”
											Y yo dije: “ ¿Está usted en la industria informática, es asi?”
											Ella dijo: “Sí, señor.”
											Y yo dije: “Bueno, hay una solución simple a ese problema.”
											Bueno, me complace anunciarles que HP
											y una compañía mobiliaria llamada Steelcase
											nos adoptaron como modelo de demonstración de toda su tecnología
											y todo su mobiliario para los Estados Unidos.
											Y esta es el aula.
											Eso es empezar una relación.
											Lo terminamos justo a tiempo para mostrárselos.
											Esto sería el debut mundial de nuestro centro de computación gráfica.
											(Aplausos)
											(Música)
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											J'ai encore quelques diapositives,
											et c'est là que l'histoire commence à devenir intéressante.
											Alors j'aimerais juste que vous écoutiez quelques minutes de plus
											et vous comprendrez pourquoi il est ici et pourquoi je suis là.
											En 1986, j'ai eu la présence d'esprit d'ajouter une salle de concert
											au nord du bâtiment pendant la construction.
											Et un homme nommé Dizzy Gillespie est venu jouer là
											parce qu'il connaissait cet homme là-bas, Marty Ashby.
											Et j'étais sur la scène avec Dizzy Gillespie pendant les balances
											un mercredi après-midi, et j'ai dit,
											""Dizzy, pourquoi viens-tu dans un centre géré par des blacks
											qui n'a aucune réputation dans le domaine musical
											au milieu d'un parc industriel avec un fort taux de criminalité ?""
											Il a dit, ""Parce que j'ai entendu que tu avais construit ce centre
											et je n'y croyais pas, et je voulais voir par moi-même.
											Et maintenant que j'ai vu, je voudrais te faire un cadeau.""
											J'ai dit, ""C'est toi le cadeau.""
											Il a dit, ""Non, monsieur. C'est toi le cadeau.
											Et je vais t'autoriser à enregistrer le concert,
											et je vais te donner la musique.
											Et si tu choisis de la vendre, tu dois signer un accord
											qui dit que l'argent reviendra et sera investi dans l'école.""
											Et j'ai enregistré Dizzy, et il est mort un an plus tard,
											mais pas avant d'avoir dit à un de ses amis appelé McCoy Tyner ce que l'on faisait.
											Et il est venu et a dit,
											""Dizzy parle de toi à travers tout le pays, mon gars,
											et je veux t'aider.""
											Et puis un gars appelé Wynton Marsalis est venu.
											Puis un bassiste appelé Ray Brown,
											et un gars appelé Stanley Turrentine,
											et un pianiste appelé Herbie Hancock,
											et un groupe appelé the Count Basie Orchestra,
											et un gars appelé Tito Puente,
											et un gars appelé Gary Burton, et Shirley Horn, et Betty Carter,
											et Dakota Staton et Nancy Wilson.
											Tous sont venus dans ce centre au milieu d'un parc industriel,
											à guichets fermés, au milieu du centre ville.
											Et je suis heureux de vous dire que, avec leur permission,
											J'ai maintenant accumulé 600 enregistrements
											des plus grands artistes du monde,
											y compris Joe Williams, qui est mort,
											mais pas avant que son dernier enregistrement soit fait dans mon école.
											Et joe Williams est venu vers moi et il a mis sa main sur mon épaule
											et il a dit, ""Dieu t'as choisi, mon gars, pour faire ce boulot
											et je veux que ma musique soit avec toi.""
											Et ça a bien marché.
									","
											Sadece bir kaç slide'ım kaldı,
											ve aslında olaylar buradan sonra ilginçleşmeye başlıyor.
											yani beni bir kaç dakika daha dinlemenizi istiyorum
											işte o zaman onun neden orada benimse burada olduğumu anlayacaksınız.
											1986'da hala binanın inşaati devam ederken binanın kuzey ucunda
											bir müzikhol açmayı kafama takmıştım.
											Dizzy Gillespie adında bir adam burada çalmaya geldi,
											çünkü şurada oturan, Marty Ashby adındaki adamı tanıyordu.
											Ve ben bir çarşamba akşamüstü Dizzy Gillespie ile sahnede
											ses denemesi yapmak için yanyanayken şöyle dedim;
											""Dizzy, bu suç oranı yüksek endistrü parkının göbeğinde
											siyahlar tarafından idare edilen merkeze,
											hemde müzik konusunda hiç bir ünü yokken, neden geldin?""
											Bana ""Çünkü merkezi inşaa ettiğini duydum,
											ve bunu yaptığına inanmadım ve kendim görmek istedim.
											Ve şimdi bunu gördüğüme göre, sana bir hediye vermeliyim""
											Ona ""Hediye zaten sensin"" dedim.
											O bana ""Hayır, bayım. Hediye sensin.
											ve senin bu konseri kaydetmene de izin veriyorum,
											ve sana müziği vereceğim.
											Ve eğer bunu satmayı seçersen, gelecek para ile
											okulun destekleneceğine dair bir anlaşma imzalamalısın,
											Ve Dizzy'i kaydettim, ve o bir yıl sonra öldü
											McCoy Tyner isminde bir adama bizim yaptığımız şeyleri anlattıktan sonra.
											Ve bu adam geldi ve bana
											""Dizzy tüm ülkeye seni anlattı durdu, adamım,
											ve ben sana yardım etmek istiyorum"" dedi.
											Ve sonra Wynton Marsalis isimli bir adam geldi,
											Sonra Ray Brown isimli bir basçı,
											ve sonra Stanley Turrentine adında bir arkadaş,
											ve Herbie Hancock isimli bir piyanist,
											ve Count Basie Orchestra adında bir grup,
											ve Tito Puente adında bir eleman,
											ve Gary Burton adında bir adam, ve Shirley Horn ve Betty Carter,
											ve Dakota Staton ve Nancy Wilson
											hepsi bir endüstri parkının göbeğindeki merkeze geldiler,
											bu vazgeçilmiş seyircilere, şehrin yoksullara ait bölgesinin tam göbeğine.
											Ve onların da izniyle gururla şunu söylüyorum, yaklaşık
											600 kayıt yapmış bulunuyorum,
											dünyanın en harika sanatçılarından
											okulumda yapılan son kaydından sonra
											yakınlarda kaybettiğimiz Joe Williams da dahil
											Ve Joe Williams yanıma gelip elini omuzuma koydu, ve bana
											""Tanrı seni bu işi yapman için seçmiş"" dedi.
											""Ve bende müziğimin seninle olmasını istiyorum""
											Ve bu da gayet düzgün oldu.
									","
											Ich habe nur noch ein paar Folien.
											und hier wird die Geschichte interessant.
											Ich würde euch bitten noch ein paar Minuten zuzuhören
											und ihr werdet verstehen warum er und ich hier sind.
											1986 hatte ich die Geistesgegenwart eine Musiksaal
											in das nördliche Ende des Gebäudes, das ich baute, zu packen.
											Ein Typ namens Dizzy Gillespie kam und spielte dort
											weil er diesen Man hier drüben kannte, Marty Ashby.
											Und ich stand auf der Bühne mit Dizzy Gillespie beim Sound Check
											an einem Mittwoch Nachmittag und sagte
											""Dizzy, warum kommst du in ein, von schwarzen geleitetes Zentrum
											inmitten eines Industrieparks mit der höchsten Kriminalitätsrate
											das keinen Ruf für Musik hat?""
											Er sagte, ""Weil ich gehört habe, dass du hier ein Zentrum baust
											und ich konnte nicht glauben was du getan hast und wollte es selbst sehen.
											Und jetzt da ich dies habe, wollte ich dir ein Geschenk machen.""
											Ich sagte, ""Du bist das Geschenk.""
											Er sagte, ""No, du bist das Geschenk,
											und ich werde dir erlauben, das Konzert aufzunehmen,
											und ich werde dir die Musik geben.
											Und solltest du jemals entscheiden, sie zu verkaufen musst du eine Vereinbarung unterzeichnen
											die sagt, dass das Geld zur Unterstützung der Schule genutzt wird.""
											Und ich nahm Dizzy auf und er starb ein Jahr später,
											aber nicht bevor er einem Jungen namens McCoy Tyner sagen konnte, was wir machen
											und er kam und sagte
											""Dizzy redet im ganzen Land von dir
											und ich will dir helfen.""
											Und ein Typ namens Wynton Marsalis kam.
											Dann ein Bassist namens Ray Brown,
											und ein Typ namens Stanley Turrentine,
											und ein Klavierspieler namens Herbie Hancok,
											und eine Band mit Namen Count Basie Orchestra,
											und ein Junge namens Tito Puente,
											und ein Herr namens Gary Burton und Shirley Horn und Betty Carter,
											und Dakota Staton und Nancy Wilson.
											alle kamen in dieses Zentrum inmitten eines Industrieparks,
											ausverkaufte Säle, inmitten der Innenstadt.
											Und es freut mich euch zu sagen, dass mit ihrer Erlaubnis,
											ich bis heute 600 Aufnahmen angesammelt habe
											von den größten Künstlern der Welt,
											inklusive Joe Williams, der gestorben ist,
											aber nicht vor seiner letzten Aufnahme, die in meine Schule gemacht wurde.
											Und Joe Williams kam zu mir, legte seine Hand auf meine Schulter
											und sagte, ""Gott hat dich ausgewählt und seine Arbeit zu machen
											und ich will dass meine Musik mit dir ist.""
											Und das funktionierte ganz gut.
									","
											I only have a couple more slides,
											and this is where the story gets kind of interesting.
											So, I just want you to listen up for a couple more minutes
											and you'll understand why he's there and I'm here.
											In 1986, I had the presence of mind to stick a music hall
											on the north end of the building while I was building it.
											And a guy named Dizzy Gillespie showed up to play there
											because he knew this man over here, Marty Ashby.
											And I stood on that stage with Dizzy Gillespie on sound check
											on a Wednesday afternoon, and I said,
											""Dizzy, why would you come to a black-run center
											in the middle of an industrial park with a high crime rate
											that doesn't even have a reputation in music?""
											He said, ""Because I heard you built the center
											and I didn't believe that you did it, and I wanted to see for myself.
											And now that I have, I want to give you a gift.""
											I said, ""You're the gift.""
											He said, ""No, sir. You're the gift.
											And I'm going to allow you to record the concert
											and I'm going to give you the music,
											and if you ever choose to sell it, you must sign an agreement
											that says the money will come back and support the school.""
											And I recorded Dizzy. And he died a year later,
											but not before telling a fellow named McCoy Tyner what we were doing.
											And he showed up and said,
											""Dizzy talking about you all over the country, man,
											and I want to help you.""
											And then a guy named Wynton Marsalis showed up.
											Then a bass player named Ray Brown,
											and a fellow named Stanley Turrentine,
											and a piano player named Herbie Hancock,
											and a band called the Count Basie Orchestra,
											and a fellow named Tito Puente,
											and a guy named Gary Burton, and Shirley Horn, and Betty Carter,
											and Dakota Staton and Nancy Wilson
											all have come to this center in the middle of an industrial park
											to sold out audiences in the middle of the inner city.
											And I'm very pleased to tell you that, with their permission,
											I have now accumulated 600 recordings
											of the greatest artists in the world,
											including Joe Williams, who died,
											but not before his last recording was done at my school.
											And Joe Williams came up to me and he put his hand on my shoulder
											and he said, ""God's picked you, man, to do this work.
											And I want my music to be with you.""
											And that worked out all right.
									","
											Sólo tengo un par más de diapositivas
											y aquí es donde la historia se pone interesante.
											Así que quiero que me escuchen por unos minutos más
											y comprenderán por qué él está ahí y yo aquí.
											En 1986, tuve la astucia de agregar un teatro
											al extremo norte del edificio mientras lo estaba contruyendo.
											Y un tipo llamado Dizzy Gillespie fue a tocar ahí
											porque conocía a este hombre, Marty Ashby.
											Y me paré en el escenario con Dizzy Gillespie probando el sonido
											un miércoles a la tarde y dije:
											“Dizzy, ¿por qué vendrías tu a un centro manejado por negros
											en medio de un parque industrial con alta tasa de crimen
											que ni siquiera tiene una reputación musical?”
											Él dijo: “Porque escuché que construiste el centro
											y no lo podía creer, y quise verlo yo mismo.
											Y ahora que lo vi, quiero darte un regalo.”
											Yo dije: “Tú eres el regalo.”
											Él dijo: “No, señor. Tú eres el regalo.
											Y te voy a permitir grabar el concierto
											y te voy a dar la música.
											Y si algún día eliges venderla, debes firmar un acuerdo
											que diga que el dinero volvera para apoyar la escuela.”
											Y yo grabé a Dizzy, y falleció un año más tarde,
											pero no antes de decirle a un tipo llamado McCoy Tyner lo que estábamos haciendo.
											Y él apareció y dijo:
											“Dizzy está hablando de ti por todo el país, hombre,
											y yo quiero ayudarte.”
											Y luego un tipo llamado Wynton Marsalis apareció.
											Luego un bajista llamado Ray Brown
											y un tipo llamado Stanley Turrentine
											y un pianista llamado Herbie Hancock
											y una banda llamada Count Basie Orchestra
											y un tipo llamado Tito Puente
											y un tipo llamado Gary Burton y Shirley Horn y Betty Carter
											y Dakota Stanton y Nancy Wilson.
											Todos vinieron a este centro en medio de un parque industrial,
											con llenos completos, en medio de un barrio marginal.
											Me complace mucho decirles, con su permiso,
											que he acumulado 600 grabaciones
											de los mejores artista del mundo,
											incluyendo a Joe Williams, quien falleció
											habiendo hecho su última grabación en mi escuela.
											Y Joe Williams se me acercó y puso su mano sobre mi hombro
											y dijo: “Hombre, Dios te eligió para hacer este trabajo
											y quiero que mi música esté contigo.”
											Y eso funcionó muy bien .
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Quand le band de Basie est venu, le groupe était tellement excité par l'école
											qu'ils ont voté pour me donner les droits de la musique.
											Et je l'ai enregistrée et nous avons gagné quelque chose que l'on appelle un Grammy.
											Et, comme un idiot, je ne suis pas allé à la cérémonie
											parce que je ne pensais pas qu'on allait gagner.
											Eh bien, on a gagné.
											Et notre nom était littéralement en lumières au-dessus de Madison Square Garden.
											Puis l'orchestre de Jazz de L'O.N.U. est venu et on les a enregistrés
											et on a été nominés pour un second Grammy d'affilée.
											Alors on est devenu un de ces jeunes studio d'enregistrements de jazz à la mode
											aux U.S.A.
											(rires)
											au milieu du centre ville avec un fort taux de criminalité.
									","
											Basie band grubu geldiğinde okul hakkında öyle heyecanlandılar ki,
											yaptıkları müziğin telif hakkını bana vermek için oylama yaptılar.
											Ve bende onların kaydını yaptım ve Grammy adı verilen bir şey kazandım.
											Ve bir aptal gibi, törene gitmedim,
											çünkü kazanacağımızı düşünmemiştim.
											Ve evet, kazandık.
											Ve ismimiz gerçek anlamda Madison Square Garden'da neon ışıklarıyla çıktı.
											Daha sonra U.N.Jazz Orchestrası uğradı, ve onları kaydettik
											ve Grammy için ikinci defa aday gösterildik, ard arda...
											Ve Amerika'nın en sıcak, genç caz kayıt stüdyolarından
											birisi olduk—
											(kahkahalar)
											yüksek suç oranlı fakirlere ait bölgenin tam ortasında
									","
											When die Basie Band kam, waren sie so begeistert von der Schule
											das sie dafür stimmten mir die Rechte für die Musik zu geben.
											Wir nahmen sie auf und gewannen etwas, dass sich Grammy nennt.
											Und ich Narr ging nicht zur Zeremonie
											weil ich nicht dachte, dass wir gewinnen werden.
											Nunja, wir gewannen.
											Unser Name war buchstäblich in Lichtern über dem Madison Square Garden.
											Dann kam das U.N. Jazz Orchester vorbei und wir nahmen sie auf
											und wurden für einen zweiten Grammy in Folge nominiert.
											So wurden wir eines der heißen, jungen Jazz Aufnahmestudios
											in den Vereinigten Staaten von Amerika -
											(Lachen)
											inmitten der Innenstadt mit einer hohen Kriminalitätsrate.
									","
											When the Basie band came, the band got so excited about the school
											they voted to give me the rights to the music.
											And I recorded it and we won something called a Grammy.
											And like a fool, I didn't go to the ceremony
											because I didn't think we were going to win.
											Well, we did win,
											and our name was literally in lights over Madison Square Garden.
											Then the U.N. Jazz Orchestra dropped by and we recorded them
											and got nominated for a second Grammy back to back.
											So, we've become one of the hot, young jazz recording studios
											in the United States of America
											(Laughter)
											in the middle of the inner city with a high crime rate.
									","
											Cuando la banda Basie vino, la banda se entusiasmaron tanto con la escuela
											que votaron para darme los derechos de la música.
											Y la grabé y ganamos algo llamado Grammy.
											Y como un tonto, no fui a la ceremonia
											porque no pensé que fuéramos a ganar.
											Bueno, sí ganamos.
											Y tuvimos nuestro nombre literalmente en luces en Madison Square Garden.
											Luego nos visitó la Orquesta de Jazz de las Naciones Unidas y los grabamos
											y los nominaron a un segundo Grammy, uno atrás del otro.
											Así nos convertimos en uno de los estudios de jazz más nuevos y populares
											de los Estados Unidos—
											(Risas)
											en medio de un barrio marginal con alta tasa de crimen.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Voici l'endroit rempli de républicains.
											(rires)
											(applaudissements)
											Si vous aviez lâché une bombe dans cette pièce,
											vous auriez détruit tout l'argent de Pennsylvanie
											parce qu'ils étaient tous assis là
											même ma mère et mon père, qui ont vécu assez longtemps
											pour voir leur fils construire ce bâtiment.
											Et voilà Dizzy, comme je vous l'ai dit, il était là.
											Et il était là, Tito Puente,
											Et Pat Metheny et Jim Hall étaient là
											et ils ont enregistré avec nous.
											Et voici notre premier studio d'enregistrement, qui était un placard à balais.
											On a mis les serpillères dans le couloir et réorganisé la chose
											et c'est là qu'on a enregistré notre premier Grammy.
									","
											İşte Cumhuriyetciler tarafından doldurulan yer burası.
											(kahkahalar)
											(alkışlar)
											Ve o odaya bir bomba atarsanız
											Pennsylvania'daki bütün parayı silip atmış olursunuz,
											çünkü hepsi oradalar;
											çocuklarının bu binayı inşa edişini görecek kadar
											uzun yaşayan anne ve babam dahil.
											Ve işte Dizzy, size söylediğim gibi, oradaydı.
											Ve Tito Puente oradaydı,
											Pat Metheny ve Jim Hall oradaydılar
											ve bizimle kayıt yaptılar.
											İlk kayıt stüdyomuz buydu, süpürge dolabıydı.
											Ve süpürgeleri hole koyduk ve burayı yeniden inşa ettik
											ve işte burada ilk Grammy ödülümüzü kazandık.
									","
											Das ist der Saal gefüllt mit Republikanern.
											(Lachen)
											(Applaus)
											Wenn man eine Bombe in diesem Raum gezündet hätte,
											hätte man all das Geld von Pennsylvania ausgelöscht
											weil es alles hier saß;
											inklusive meiner Mutter und Vater, die lang genug lebten
											um ihr Kind dieses Gebäude bauen zu sehen.
											Und hier ist Dizzy, genau wie ich erzählte, er war hier.
											Und er war hier, Tito Puente,
											und Pat Metheny und Jim Hall war da
											und sie nahmen mit uns auf.
											Das war unser erstes Aufnahmestudio, das im Besenschrank war.
											Wir haben die Wischlappen in den Gang gestellt und das Ding umgebaut
											und das ist wo wir den ersten Grammy aufnahmen.
									","
											That's the place all filled up with Republicans.
											(Laughter)
											(Applause)
											If you'd have dropped a bomb on that room,
											you'd have wiped out all the money in Pennsylvania
											because it was all sitting there.
											Including my mother and father, who lived long enough
											to see their kid build that building.
											And there's Dizzy, just like I told you. He was there.
											And he was there, Tito Puente.
											And Pat Metheny and Jim Hall were there
											and they recorded with us.
											And that was our first recording studio, which was the broom closet.
											We put the mops in the hallway and re-engineered the thing
											and that's where we recorded the first Grammy.
									","
											Ese es el lugar lleno de Republicanos.
											(Risas)
											(Aplasos)
											Si hubieran tirado una bomba en ese salón,
											hubieran eliminado todo el dinero de Pensilvania
											porque estaba todo sentado ahí;
											incluyendo a mi madre y a mi padre, que vivieron lo suficiente
											para ver a su hijo construir este edificio.
											Y ahí está Dizzy, como les dije, estuvo ahí.
											Y él estuvo ahí, Tito Puente,
											y Pat Metheny y Jim Hall estuvieron ahí
											y grabaron con nosotros.
											Este fue nuestro primer estudio de grabación, que era el armario de la limpieza.
											Y pusimos los trapeadores en el pasillo y rediseñamos la cosa
											y ahí es donde grabamos el primer Grammy.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											et voilà notre nouvelle installation, avec toute la technologie vidéo.
											Et ça, c'est une pièce construite pour une femme appelée Nancy Wilson,
											qui a enregistré cet album dans notre école à noël dernier.
											Et pour ceux d'entre vous qui avez regardé Oprah Winfrey
											le jour de Noël, il était là et Nancy était là,
											chantant des extraits de cet album,
											dont elle a donné les droits à notre école.
											Et je peux maintenant vous dire avec une absolue certitude,
											que la présence d'Oprah Winfrey fait vendre 10,000 CD.
											(rires)
											Nous sommes actuellement 4ème au classement Billboard
											juste derrière Tony Bennett.
											Et je pense que ça va bien se passer.
									","
											Ve işte yeni merkezimiz, hepsi video teknolojisi.
											Ve buda Nancy Wilson adındaki kadın için yapılmış olan bir oda,
											geçen yılbaşında okulumuzda bir kayıt yaptı.
											Aranızda yeni yılda Oprah Winfrey!i seyreden var mı? o oradaydı,
											Nancy de oradaydı,
											bu albümden parçalar söylüyorlardı,
											ve parçaların hakları da okulumuza bağışlanmıştı.
											Ve şimdi size şunu kesinlikle söyleyebilirim ki,
											Oprah Winfrey'de görülmüş olması 10.000 CD sattırır.
											(kahkahalar)
											Billboard sıralamasında şu an 4. sıradayız,
											Tony Bennett'in hemen ardındayız.
											Ve gayet iyi olacağımızı düşünüyorum.
									","
											Und das ist unsere neue Einrichtung, komplette Videotechnologie.
											Das ist ein Raum der für Nancy Wilson gebaut wurde
											die ihr Album in unserer Schule letztes Weihnachten aufnahm.
											Die von euch die Oprah Winfrey an Weihnachten geschaut haben,
											er war da und Nancy war da,
											sie sangen Auszüge aus dem Album,
											wovon sie die Rechte an unsere Schule spendete.
											Und ich kann jetzt mit absoluter Gewissheit sagen,
											das ein Auftritt bei Oprah Winfrey 10.000 CD's verkauft.
											(Lachen)
											Wir sind momentan Nummer vier in den Charts,
											genau hinter Tony Bennett.
											Und ich glaube wir werden OK sein.
									","
											And this is our new facility, which is all video technology.
											And that is a room that was built for a woman named Nancy Wilson,
											who recorded that album at our school last Christmas.
											And any of you who happened to have been watching Oprah Winfrey
											on Christmas Day, he was there and Nancy was there
											singing excerpts from this album,
											the rights to which she donated to our school.
											And I can now tell you with absolute certainty
											that an appearance on Oprah Winfrey will sell 10,000 CDs.
											(Laughter)
											We are currently number four on the Billboard Charts,
											right behind Tony Bennett.
											And I think we're going to be fine.
									","
											Este es nuestro nuevo estudio, con toda la tecnología en video.
											Y esta sala fue construida a nombre de una mujer llamada Nancy Wilson,
											quien grabó ese álbum en nuestra escuela la última Navidad.
											Y si alguno de ustedes estaba viendo Oprah Winfrey
											en Navidad, él estaba ahí y Nancy estaba ahí,
											cantando partes de este álbum,
											cuyos derechos donó a nuestra escuela.
											Y ahora les puedo decir con toda certeza
											que aparecer en Oprah Winfrey vende 10.000 CDs.
											(Risas)
											En este momento somos el n˚4 en la lista de éxitos de Billboard,
											justo detrás de Tony Bennett.
											Y creo que nos va a ir bien.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
