en,es,de,tr,fr,title,speaker,duration,tags
"
											What does the world look like in 10 years?
											So far, as I mentioned,
India has been food self-sufficient.
											Most forecasters predict
that this will continue.
											We disagree.
											India will soon become
a net importer of calories.
											This will be driven both by the fact
											that demand is growing
from a population growth standpoint
											plus economic growth.
											It will be driven by both.
											And even if you have
optimistic assumptions
											around production growth,
											it will make that slight flip.
											That slight flip
can have huge implications.
									","
											¿Cómo se ve el mundo en 10 años?
											Hasta ahora, como he mencionado, India 
ha sido autosuficiente en alimentos.
											La mayoría de los pronosticadores 
predicen que esto continuará.
											No estamos de acuerdo.
											India pronto se convertirá en 
un importador neto de calorías.
											Esto será impulsado tanto por el hecho
											de que la demanda está creciendo 
en función del crecimiento de la población
											como por el crecimiento económico.
											Será impulsado por ambos.
											E incluso si tienen 
suposiciones optimistas
											sobre el crecimiento de la producción,
											supondrá un leve cambio.
											Ese leve cambio puede 
tener consecuencias enormes.
									","
											Wie sieht die Welt in 10 Jahren aus?
											Wie gesagt war Indien 
bis jetzt selbstversorgend.
											Die meisten Prognosen halten 
diesen Zustand aufrecht.
											Wir nicht.
											Indien wird bald ein Kalorienimporteur.
											Dies wird so kommen,
											weil die wachsende Bevölkerung 
mehr konsumiert
											und die Wirtschaft wächst.
											Und selbst mit optimistischen Annahmen
											zur Produktionssteigerung,
											wird es diesen kleinen Umschwung geben.
											Dieser kleine Umschwung kann 
riesige Auswirkungen haben.
									","
											10 sene içinde dünya neye benzeyecek?
											Şimdiye dek Hindistan
kendine yeterli halde.
											Çoğu uzman bunun
böyle devam edeceğini öngörüyor.
											Biz buna katılmıyoruz.
											Hindistan yakında
net kalori ihracatçısı olacak.
											Bu da ekonomik büyümenin yanısıra
											büyüyen nufüsla birlikte artan talep
											doğrultusunda olacak.
											İkisine de dayanacak.
											Üretim artışına dair
											iyimser varsayımlarınız olsa bile,
											o ince tersine dönüşü yapacak.
											O ince tersine dönüşün
büyük sonuçları olabilir.
									","
											À quoi ressemblera le monde dans dix ans ?
											Jusqu'ici, l'Inde est autosuffisante
sur le plan alimentaire.
											La plupart des prévisionnistes
prévoit qu'elle le restera.
											Pas nous.
											L'Inde deviendra bientôt
un importateur net de calories.
											Et ce grâce à deux choses :
											la demande grandissante du point
de vue de la croissance démographique
											et économique.
											Ce sont les deux raisons.
											Même si vous êtes optimistes
											à propos de la croissance
de la production,
											il y aura un léger changement.
											Ce changement peut avoir
des implications importantes.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											Next, Africa will continue
to be a net importer of calories,
											again driven by population growth
and economic growth.
											This is again assuming optimistic
production growth assumptions.
											Then China,
											where population is flattening out,
											calorie consumption will explode
											because the types of calories consumed
											are also starting to be
higher-calorie-content foods.
											And so therefore,
											these three regions combined
											start to present a really interesting
challenge for the world.
									","
											Entonces África seguirá siendo 
un importador neto de calorías,
											nuevamente impulsado por el crecimiento 
demográfico y el económico.
											Esto suponiendo hipótesis optimistas 
de crecimiento de la producción.
											Entonces en China,
											donde la población se está aplanando,
											el consumo de calorías explotará
											porque los tipos de calorías consumidas
											también están empezando a ser 
alimentos de mayor contenido calórico.
											Y, por lo tanto,
											estas tres regiones combinadas
											comienzan a presentar un desafío 
realmente interesante para el mundo.
									","
											Afrika wird weiterhin importieren müssen,
											geschuldet dem Bevölkerungsanstieg 
und Wirtschaftswachstum.
											Dies hat ebenfalls optimistische 
Wachstumsannahmen zur Grundlage.
											Dann zu China,
											wo sich die Bevölkerung ausflacht
											wird der Nahrungskonsum explodieren.
											Auch weil die Nahrungsmittel in Zukunft
											höhere Kalorienwerte aufweisen.
											Folglich werden diese drei Regionen
											eine interessante Herausforderung 
für die Welt darstellen.
									","
											Sonra Afrika net kalori ihtalatına
devam edecek,
											yine ekonomik büyüme
ve nüfus artışına bağlı olarak.
											Ki bu yine üretim artışına dair
iyimser varsayımlar yaparsak.
											Ve sonra nüfusun
											sabitlenmeye başladığı Çin'de
											kalori tüketimi patlayacak
											çünkü tüketilen kalori türleri de
											yüksek kalori içeren gıdalar
olmaya başlamakta.
											Böylelikle,
											bu üç bölge bir araya geldiğinde
											dünya için gerçekten ilginç bir mücadeleye
işaret etmeye başlıyor.
									","
											Puis l'Afrique restera importateur
net de calories,
											toujours grâce à la croissance
démographique et économique.
											Toujours selon les prédictions optimistes
sur la croissance de production.
											Puis en Chine,
											où la population diminue,
											la consommation de calories explosera
											car les types de calories consommées
											deviendront aussi des aliments
à forte teneur en calories.
											Par conséquent,
											ces trois régions combinées
											présentent un défi intéressant
pour le monde.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											Until now, countries with calorie deficits
											have been able to meet these deficits
											by importing from surplus regions.
											By surplus regions, I'm talking about
											North America, South America and Europe.
											This line chart over here shows you
											the growth and the projected growth
over the next decade of production
											from North America,
South America and Europe.
											What it doesn't show you
											is that most of this growth is actually
going to come from South America.
											And most of this growth
											is going to come
at the huge cost of deforestation.
											And so when you look
at the combined demand increase
											coming from India, China
and the African continent,
											and look at it versus
the combined increase in production
											coming from India,
China, the African continent,
											North America, South America and Europe,
											you are left with
a 214-trillion-calorie deficit,
											one we can't produce.
											And this, by the way, is actually assuming
we take all the extra calories
											produced in North America,
South America and Europe
											and export them solely
to India, China and Africa.
									","
											Hasta ahora, los países 
con déficit calórico
											han podido hacer frente a estos déficits
											importando de las regiones con excedentes.
											Por regiones excedentes, me refiero
											a América del Norte, 
América del Sur y Europa.
											Este gráfico de líneas muestra aquí
											el crecimiento y el crecimiento previsto 
para la próxima década
											desde América del Norte, 
América del Sur y Europa.
											Lo que no muestra
											es que la mayor parte de este crecimiento 
realmente vendrá de América del Sur.
											Y la mayor parte de este crecimiento
											será a costa de una enorme deforestación.
											Y así, al ver el aumento 
combinado de la demanda
											procedente de India, China 
y el continente africano,
											en comparación con el aumento 
combinado de la producción
											procedente de India, China, 
el continente africano,
											América del Norte, 
América del Sur y Europa,
											se queda con un déficit 
de 214 billones de calorías,
											uno que no podemos producir.
											Y esto, suponiendo que se toman 
todas las calorías excedentes
											producidas en América del Norte, 
América del Sur y Europa
											y se exportan únicamente 
a India, China y África.
									","
											Bis jetzt konnten Defizitländer bei
Überschussregionen nachkaufen
											um ihren Mangel auszugleichen.
											Mit Überschussregionen sind
											Nord-, Südamerika und Europa gemeint.
											Dieses Liniendiagramm zeigt
											die Produktion mit Prognose 
für das nächste Jahrzehnt
											aus diesen Regionen.
											Aber es vernachlässigt,
											dass ein Großteil davon
aus Südamerika kommt.
											Und dieses Wachstum
											wird teuer mit Waldrodungen bezahlt.
											Wenn man also die erhöhte Nachfrage
											aus Indien, China und Afrika vergleicht,
											mit dem gemeinsamen Produktionswachstum
											aus diesen Ländern und 
Amerika, Europa und Asien;
											bleibt unterm Strich ein Defizit 
von 214 Billionen Kalorien.
											Was wir nicht ausgleichen können.
											Und nebenbei basiert dies auf der Annahme,
											dass alle Überschüsse 
aus Amerika und Europa
											ausschließlich nach Indien, China
und Afrika exportiert werden.
									","
											Şimdiye dek kalori açığı olan ülkeler
											bu açıkları ihtiyaç fazlasına
sahip ülkelerden
											ithal ederek kapayabiliyordu.
											Fazlalık sahibi ülkeler derken
											Kuzey Amerika, Güney Amerika
ve Avrupa'dan bahsediyorum.
											Bu grafik size gelecek on yılda
Kuzey Amerika,
											Güney Amerika ve Avrupa'da yaşanacak

											büyüme ve öngörülen büyümeyi gösteriyor.
											Göstermediği şey ise
											bu büyümenin çoğunun
Güney Amerika'dan gelecek olduğu.
											Ve bu büyümenin çoğu
											çok büyük bir ormansızlaştırmaya
mal olacak.
											Sonuç olarak Hindistan, Çin
											ve Afrika kıtasından gelen
birleşik talep artışına baktığınızda,
											ve Hindistan, Çin, Afrika kıtası,
Avrupa, Kuzey Amerika,
											ve Güney Amerika'dan gelen
birleşik üretim artışı ile
											karşılaştırmasını ele aldığınızda,
											üretemeyeceğimiz bir 
214 trilyon kalori açığı
											ile karşı karşıyayız.
											Bu arada
Kuzey Amerika, Güney Amerika
											ve Avrupa'daki
tüm üretim fazlası kalorileri
											yalnızca Hindistan, Çin ve Afrika'ya
ihraç ettiğimizi varsayıyor.
									","
											Jusqu'à présent, les pays
avec un déficit en calories
											ont réussi à surmonter ces déficits
											avec l'aide de régions excédentaires.
											Par régions excédentaires, j’entends
											l'Amérique du Nord, l'Amérique du Sud
et l'Europe.
											Ce diagramme vous montre
											la croissance et la croissance prévue pour
la prochaine décennie de production
											en Amérique du Nord, du Sud
et en Europe.
											Ce qu'il ne vous montre pas,
											c'est qu'une grande partie
vient d'Amérique du Sud.
											Et une grande partie
											se fera au prix de la déforestation.
											Quand vous regardez
la hausse de la demande combinée
											venant d'Inde, de Chine et d'Afrique,
											et que vous la comparez à
celle de la production combinée
											venant d'Inde, de Chine, d'Afrique,
											d'Amérique du Nord, du Sud
et d'Europe,
											vous vous retrouvez avec un déficit
de 214 trillions de calories
											que l'on ne peut pas produire.
											Ce qui suppose qu'on prenne
tout le surplus de calories
											produites en Amérique du Nord,
du Sud et en Europe
											pour les exporter seulement
en Inde, en Chine et en Afrique.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											What I just presented to you
is a vision of an impossible world.
											We can do something to change that.
											We can change consumption patterns,
											we can reduce food waste,
											or we can make a bold commitment
											to increasing yields exponentially.
									","
											Lo que acabo de presentarles es 
una visión de un mundo imposible.
											Podemos hacer algo para cambiar eso.
											Podemos cambiar los patrones de consumo,
											podemos reducir 
el desperdicio de alimentos,
											o podemos hacer un compromiso audaz
											de aumentar exponencialmente 
las cosechas.
									","
											Was ich Ihnen gerade zeige, ist 
die Vision einer unmöglichen Welt.
											Wir können das ändern.
											Wir könnten das Konsumverhalten ändern,
											Essensverschwendung reduzieren
											oder uns mutig für eine exponentielle
Ertragsvergrößerung engagieren.
									","
											Size gösterdiğim
imkansız bir dünyanın hayali.
											Bunu değiştirebiliriz.
											Tüketim biçimlerini değiştirebiliriz,
											gıda israfını düşürebiliriz
											veya ürünleri katlanarak arttırmaya
											ciddi anlamda odaklanabiliriz.
									","
											Ce que je vous ai présenté est la vision
d'un monde impossible.
											On peut changer ça.
											Changer nos habitudes
de consommation,
											réduire la gaspillage
											ou s'engager fermement
											à augmenter rapidement les rendements.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											Now, I'm not going to go into discussing
											changing consumption patterns
or reducing food waste,
											because those conversations
have been going on for some time now.
											Nothing has happened.
											Nothing has happened
because those arguments
											ask the surplus regions
to change their behavior
											on behalf of deficit regions.
											Waiting for others
to change their behavior
											on your behalf, for your survival,
											is a terrible idea.
											It's unproductive.
									","
											No entraré en el debate
											de cambiar los patrones de consumo 
o de reducir los residuos de alimentos,
											porque esos debates ocurren 
desde hace algún tiempo.
											No pasó nada.
											Nada ha sucedido porque esos argumentos
											de pedir a las regiones excedentarias 
que cambien su comportamiento
											en nombre de las regiones deficitarias,
											esperando que otros cambien 
su comportamiento
											en su nombre, para su supervivencia,
											es una idea terrible.
											Es improductivo.
									","
											Ich werde nicht über Konsumverhalten
und Lebensmittelverschwendung reden.
											Diese Debatten gibt es schon lange,
											nichts hat sich geändert.
											Nichts ist passiert, weil diese Argumente
											die Überschussregionen bitten,
sich für die Defizitregionen zu ändern.
											Auf Verhaltensänderungen von anderen
											für Ihr eigenes Überleben zu setzen, 
ist eine fatale Idee.
											Das ist unproduktiv.
									","
											Tüketim biçimlerini değiştirmeyi
											veya gıda israfını düşürmeyi
tartışmayacağım
											çünkü o tartışmalar şu ana dek
tartışıldı durdu.
											Hiç bir şey olmadı.
											Olmadı çünkü o tartışmalar
											açığı olan ülkerin yararına
fazlalık sahibi bölgelerden
											tutumlarında değişim talep ediyor.
											Kendi yararınıza, kurtuluşunuz için
											başkasından tavır değiştirmesini beklemek
											korkunç bir fikir.
											Üretken değil.
									","
											Je ne vais pas discuter
											des habitudes de consommation
ou du gaspillage
											car on en on parle déjà
depuis quelque temps.
											Rien n'a changé.
											Rien n'a changé
car ces débats
											impliquent que les excédentaires
changent de comportement
											pour les déficitaires.
											Attendre que les autres
changent de comportement
											pour vous, votre survie,
											est une mauvaise idée.
											C'est contre-productif.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											So I'd like to suggest an alternative
that comes from the red regions.
											China, India, Africa.
											China is constrained in terms
of how much more land it actually has
											available for agriculture,
											and it has massive
water resource availability issues.
											So the answer really lies
in India and in Africa.
											India has some upside
in terms of potential yield increases.
											Now this is the gap
between its current yield
											and the theoretical
maximum yield it can achieve.
											It has some unfarmed
arable land remaining, but not much,
											India is quite land-constrained.
											Now, the African continent,
on the other hand,
											has vast amounts of arable land remaining
											and significant
upside potential in yields.
											Somewhat simplified picture here,
											but if you look at sub-Saharan
African yields in corn today,
											they are where North American
yields were in 1940.
											We don't have 70-plus years
to figure this out,
											so it means we need to try something new
											and we need to try something different.
											The solution starts with reforms.
											We need to reform and commercialize
											the agricultural industries in Africa
											and in India.
									","
											Así que deseo sugerir una alternativa 
que viene de las regiones rojas.
											China, India, África.
											China está restringida en términos 
de cuánta más tierra disponible
											tiene para la agricultura.
											Además, tiene enormes problemas de 
disponibilidad de recursos hídricos.
											Así que la respuesta se encuentra
realmente en India y en África.
											India tiene algo de alza en términos 
de aumento potencial de cosechas.
											Ahora bien, esta es la diferencia 
entre sus cosechas actuales
											y el máximo teórico que puede alcanzar.
											Tiene alguna tierra cultivable 
sin explotar, pero no mucha,
											India está bastante restringida.
											Ahora bien, el continente africano, 
por otro lado,
											tiene grandes cantidades 
de tierra cultivable sin explotar
											y un significativo potencial 
alcista en sus cosechas.
											En esta imagen algo simplificada aquí,
											pero si nos fijamos en las cosechas 
de África subsahariana en el maíz de hoy,
											son donde estaban las cosechas 
norteamericanos en 1940.
											No tenemos 70 años o más
para entender esto,
											así que significa que 
necesitamos intentar algo nuevo
											y tenemos que probar algo diferente.
											La solución comienza con las reformas.
											Necesitamos reformar y comercializar
											las industrias agrícolas en África
											y en India.
									","
											Ich möchte Ihnen eine Alternative aus 
den Defizitländern vorschlagen.
											China, Indien, Afrika.
											Chinas potentielle Fläche für 
landwirtschaftliche Nutzung ist begrenzt
											und es gibt bereits massive
Wasserhaushaltsprobleme.
											Die Antwort liegt demnach 
in Indien und Afrika.
											Indien hat ein gewisses Potential
für mögliche Ertragssteigerungen.
											Das ist die Differenz zwischen 
dem aktuellen Ertrag
											und der theoretisch möglichen.
											Es gibt etwas ungenutztes Ackerland
											aber nicht sehr viel. Indien hat
wenig zusätzliches Ackerland.
											Der afrikanische Kontinent 
auf der anderen Seite
											hat große Mengen ungenutzter
landwirtschaftlicher Nutzflächen
											und signifikante Möglichkeiten
der Ertragssteigerung.
											Zugegeben etwas vereinfacht,
											aber der Zustand der Maisfelder 
in Sub-Sahara-Afrika
											entspricht dem von Nordamerika von 1940.
											Uns bleiben nicht 70 Jahre 
für eine Lösung.
											Also müssen wir etwas Neues anfangen,
											wir müssen etwas anders machen.
											Die Lösung wächst aus Reformen.
											Wir müssen die Landwirtschaften 
in Afrika und Indien reformieren
											und kommerzialisieren.
									","
											Ben de kırmızı bölgelerden gelecek
başka bir alternatif önermek istiyorum.
											Çin, Hindistan, Afrika.
											Çin, aslında tarıma uygun
arazi miktarı bakımından
											kısıtlı durumda
											ve çok büyük
su kaynağı bulunabilirlik meseleleri var.
											Cevap hakikaten Hindistan
ve Afrika'da yatıyor.
											Potansiyel ürün artışı yönünden
Hindistan avantajlı.
											Şimdi bu, mevcut olan ürün ile
teorik olarak
											ulaşılabilir maksimum ürün
arasındaki açık.
											İşlenmemiş ekilebilir arazisi var
ama fazla değil,
											Hindistan alan açısından oldukça kısıtlı.
											Diğer yandan Afrika kıtası,
											büyük genişlikte ekilebilir araziye sahip
											ve ürün açısından önemli
bir artan potansiyele sahip.
											Yine de buradaki basitleştirilmiş tablo
											ama bugün sahra altı Afrika
mısır ürünlerine bakarsanız,
											1940'ta Kuzey Amerika ürünlerinin
olduğu yerde.
											Bunu idrak etmek için önümüzde
70 yıl ve fazlası yok.
											Yani yeni bir şey bir şey denemeliyiz
											ve bu farklı bir şey olmalı.
											Çözüm reformlarla başlıyor.
											Reforma gitmeli ve Afrika'daki
											tarım sektörünü ticari hale getirmeliyiz.
											Hindistan'da da.
									","
											Je veux proposer une alternative
venant des régions en rouge.
											La Chine, l'Inde, l'Afrique.
											La Chine est limitée concernant
la quantité de terres
											disponibles pour l'agriculture
											et a des problèmes de disponibilité
de ressources hydriques.
											La réponse vient de l'Inde
et de l'Afrique.
											L'inde est avantagée en termes de hausses
potentielles de rendements.
											C'est l'écart entre son rendement actuel
											et le rendement maximal qu'elle peut
théoriquement atteindre.
											Il reste des terres cultivables,
mais très peu.
											L'Inde est limitée en terres.
											D'un autre côté, l'Afrique
											dispose de beaucoup de terres cultivables
											et d'un important potentiel
de hausse des rendements.
											C'est un peu simplifié mais,
											si vous regardez les rendements actuels
en maïs de l'Afrique subsaharienne,
											ils sont là où ceux de l'Amérique
du Nord étaient en 1940.
											On n'a pas 70 ans pour résoudre ceci,
											alors il va falloir essayer quelque chose
de nouveau
											et de différent.
											La solution commence par les réformes.
											On doit réformer et commercialiser
											les industries agricoles en Afrique
											et en Inde.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											Now, by commercialization —
											commercialization is not
about commercial farming alone.
											Commercialization is about leveraging data
											to craft better policies,
											to improve infrastructure,
											to lower the transportation costs
											and to completely reform
banking and insurance industries.
											Commercialization
is about taking agriculture
											from too risky an endeavor
to one where fortunes can be made.
											Commercialization
is not about just farmers.
											Commercialization is about
the entire agricultural system.
											But commercialization
also means confronting the fact
											that we can no longer place
the burden of growth
											on small-scale farmers alone,
											and accepting that commercial farms
and the introduction of commercial farms
											could provide certain economies of scale
											that even small-scale
farmers can leverage.
											It is not about small-scale farming
or commercial agriculture,
											or big agriculture.
											We can create the first successful models
of the coexistence and success
											of small-scale farming
alongside commercial agriculture.
											This is because, for the first time ever,
											the most critical tool
for success in the industry —
											data and knowledge —
											is becoming cheaper by the day.
											And very soon, it won't matter
how much money you have
											or how big you are
											to make optimal decisions
and maximize probability of success
											in reaching your intended goal.
											Companies like Gro are working
really hard to make this a reality.
									","
											En cuanto a la comercialización,
											la comercialización no trata solo 
sobre la agricultura comercial.
											La comercialización consiste 
en aprovechar los datos
											para elaborar mejores políticas,
											para mejorar la infraestructura,
											reducir los costos de transporte
											y para reformar completamente 
las industrias bancarias y de seguros.
											La comercialización tiene que ver 
con llevar la agricultura
											desde un esfuerzo demasiado arriesgado 
hasta uno donde se pueden hacer fortunas.
											La comercialización no es una cuestión 
solo de agricultores.
											La comercialización tiene que ver
con todo el sistema agrícola.
											Pero la comercialización también 
significa confrontar el hecho
											de que ya no podemos colocar 
la carga del crecimiento
											solo en los pequeños agricultores.
											Y aceptar que las granjas comerciales 
y la introducción de granjas comerciales
											podrían proporcionar 
ciertas economías de escala
											que incluso los pequeños 
agricultores pueden aprovechar.
											No se trata de la agricultura a pequeña 
escala o de la agricultura comercial,
											o de gran agricultura.
											Podemos crear los primeros modelos 
exitosos de convivencia y éxito
											de la pequeña agricultura 
junto con la agricultura comercial.
											Esto se debe a que, por primera vez,
											la herramienta más crucial 
para el éxito en la industria,
											los datos y los conocimientos,
											se están abaratando día a día.
											Y muy pronto, no importará 
cuánto dinero tengan
											o lo grande que sean
											para tomar decisiones óptimas y así 
maximizar la probabilidad de éxito
											para alcanzar su meta.
											Empresas como Gro trabajan arduamente 
para hacer de esto una realidad.
									","
											Bei Kommerzialisierung
											geht es mir nicht nur um
kommerzielle Landwirtschaft.
											Bei Kommerzialisierung geht es um Daten
											um bessere politische Rahmen zu schaffen,
											um bessere Infrastruktur,
											um niedrigere Transportkosten
											und um Banken und Versicherungen 
komplett zu reformieren.
											Die Kommerzialisierung transformiert 
die Landwirtschaft vom Risikounternehmen
											zu einem Markt mit guten Gewinnchancen.
											Die Kommerzialisierung 
betrifft nicht nur Farmer
											sondern es geht um
das gesamte Agrarsystem.
											Aber zur Kommerzialisierung 
müssen wir einsehen,
											dass die Wachstumsbürde nicht nur von
											kleinen Farmern getragen werden kann.
											Und akzeptieren, dass die Einführung
von kommerziellen Farmen
											Wirtschaftsmaßstäbe setzen kann,
											die auch Kleinbauern einsetzten können.
											Es geht nicht um Kleinbauern 
gegen kommerzielle Landwirtschaft
											oder Großlandwirtschaft.
											Wir können die ersten erfolgreichen 
Modelle der Koexistenz und Erfolg
											von Kleinbauern und Großfarmen erschaffen.
											Dies ist möglich, weil zu allerersten Mal
											das wichtigste Werkzeug des 
wirtschaftlichen Erfolgs,
											Daten und Wissen,
											jeden Tag günstiger wird.
											Und sehr bald kommt es 
nicht mehr auf das Vermögen an
											oder die Geschäftsgröße,
											um Entscheidungen und 
Erfolgschancen zu optimieren
											und das angepeilte Ziel zu erreichen.
											Unternehmen wie Gro arbeiten hart daran.
									","
											Ticarileşme derken,
											yalnız başına ticari tarım yapmak değil.
											Ticarileşme, daha iyi
meslek politikaları,
											altyapıyı geliştirmek,
											ulaşım maliyetini düşürmek
											ve bankacılık ve sigorta sektöründe
											tamamen reforma gitmek için
veriyi güçlendirmekle ilgili.
											Ticarileşme, tarımı
çok riskli bir girişimden
											kar elde edilen bir şeye
dönüştürmekle ilgili.
											Ticarileşme sadece çiftçilerden
ibaret değll.
											Bütün tarım sistemiyle ilintili.
											Ama ticarileşme aynı zamanda,
artık gelişim yükünü
											küçük ölçekli çiftçilere yıkamayacağımız
											gerçeğiyle yüzleşmek anlamına da geliyor.
											Ticari ve ticarileşmeye 
başlayan çiftliklerin
											küçük ölçekli çiftçilerin de
yararlanabileceği
											ölçek ekonomileri
sağlayabileceğini kabul etmek.
											Bu küçük ölçekli çiftçilik
veya ticari tarımla
											veya büyük tarımla ilgili değil.
											Ticari tarımın yanında
küçük ölçekli çiftçiliğin
											başarı ve birlikteliğine dair
başarılı ilk modelleri oluşturabiliriz.
											Çünkü ilk defa,
											sektörde başarı için en kritik araçlar —
											veri ve enformasyon —
											gün geçtikçe ucuzluyor.
											Çok yakında, hedeflenen amaca
ulaşmadaki başarının olasılığını
											maksimize etme
											ve en uygun kararları almada
ne kadar paranız olduğu önemsiz olacak
											veya ne kadar büyük olduğunuz.
											Gro gibi kuruluşlar bunu gerçekliğe
dönüştürmek için çok sıkı çalışıyor.
									","
											La commercialisation
											n'est pas simplement
l'agriculture commerciale.
											Il s'agit de recueillir des informations
											pour définir de meilleures politiques,
											pour améliorer l'infrastructure,
											pour réduire les coûts de transport
											et pour réformer entièrement
les secteurs financiers et les assurances.
											La commercialisation,
c'est faire passer l’agriculture
											d'une entreprise trop risquée
à une entreprise porteuse d'avenir.
											Il ne s'agit pas que des agriculteurs.
											Il s'agit de tout le système agricole.
											Mais la commercialisation signifie
aussi faire face au fait que
											l'on ne peut plus faire porter
le poids de la croissance
											aux seuls petits agriculteurs
											et accepter que les fermes commerciales
et l'introduction de celles-ci
											puissen produire des économies d'échelle
											exploitables par les petits agriculteurs.

											Il ne s'agit pas de la petite agriculture
											par opposition à
l'agriculture à grande échelle.
											On peut créer les premiers modèles réussis
de la coexistence et du succès
											de la petite agriculture
aux côtés de l'agriculture commerciale.
											Car pour la première fois,
											l'outil essentiel pour
réussir dans l'industrie,
											l'information,
											devient moins cher chaque jour.
											Et bientôt, peu importera la richesse
											ou l'importance de quelqu'un
											pour prendre les bonnes décisions
et maximiser les possibilités de succès
											pour atteindre l'objectif prévu.
											Les sociétés comme Gro travaillent
dur pour rendre cela possible.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											So if we can commit
to this new, bold initiative,
											to this new, bold change,
											not only can we solve
the 214-trillion gap that I talked about,
											but we can actually set the world
on a whole new path.
											India can remain food self-sufficient
											and Africa can emerge
as the world's next dark blue region.
									","
											Así que si nos comprometemos 
con esta nueva y audaz iniciativa,
											a este nuevo y audaz cambio,
											no solo podemos resolver la diferencia 
de 214 billones de la que hablé,
											sino realmente podemos poner al mundo 
en un camino completamente nuevo.
											India puede seguir siendo 
autosuficiente en alimentos
											y África puede emerger como 
la próxima región azul oscura del mundo.
									","
											Wenn wir uns dieser wunderbaren 
Initiative hingeben,
											dieser große Veränderung,
											können wir nicht nur 
die Versorgungslücke füllen,
											sondern einen neuen Weg beschreiten.
											Indien kann selbstversorgend bleiben
											und Afrika kann die neue dunkelblaue 
Region der Welt werden.
									","
											Eğer bu yeni ve gözüpek
girişime kalkışırsak,
											bu yeni ve gözüpek değişime,
											bahsettiğim 214 trilyon açığı
kapamakla kalmayacağız,
											resmen dünyayı
tamamen yeni bir yola sokacağız.
											Hindistan gıdada kendine yeterli kalabilir
											ve Afrika dünyanın yeni
koyu mavi bölgesi olabilir.
									","
											Si on se tient à cette initiative
nouvelle et audacieuse,
											à ce changement nouveau et audacieux,
											on peut non seulement résoudre
le déficit de 214 trillions de calories
											mais aussi mettre le monde
sur un nouveau chemin.
											L'Inde peut rester auto-suffisante
en nourriture
											et l'Afrique peut devenir la prochaine
région bleu foncé du monde.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
											The new question is,
											how do we produce 214 trillion calories
											to feed 8.3 billion people by 2027?
											We have the solution.
											We just need to act on it.
									","
											La nueva pregunta es:
											¿Cómo producimos 214 billones de calorías
											para alimentar a 8300 millones 
de personas en 2027?
											Tenemos la solución.
											Solo tenemos que actuar en consecuencia.
									","
											Die neue Frage ist:
											Wie produzieren wir 214 Billionen Kalorien
											um 8,3 Milliarden Menschen 
im Jahr 2027 zu ernähren?
											Wir haben die Lösung.
											Wir müssen sie nur umsetzen!
									","
											Yeni soru şu,
											8.3 milyar insanı 2027'de doyurmak için
											214 trilyon kaloriyi nasıl üretiriz?
											Çözüm elimizde var.
											Sadece harekete geçirmeliyiz.
									","
											La nouvelle question est :
											« Comment produire 214 trillions
de calories
											pour nourrir 8,3 milliards de personnes
d'ici 2027 ? »
											On a la solution.
											On doit juste passer à l'action.
									",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
"
","
","
","
","
",A global food crisis may be less than a decade away,Sara Menker,17:53,"Africa,agriculture,data,future,economics,farming,food,global issues,investment,society"
