fr,en,pt,tr,es,title,speaker,duration,tags
"
											Les Chinois veulent diriger
											mais seulement
dans le domaine économique.
											Ils veulent que leurs valeurs,
leurs principes et leur monnaie
											fassent concurrence à ceux des États-Unis.
											Et les Russes veulent plus de leadership.
											On le voit en Ukraine,
											dans les États baltes, au Moyen-Orient,
											mais pas avec les Américains.
											Ils veulent leur propres préférences
et commandement.
											Et voilà pourquoi nous en sommes là.
									","
											China does want to do more leadership.
											They do, but only in the economic sphere,
											and they want their own values,
standards, currency,
											in competition with that of the US.
											The Russians want to do more leadership.
											You see that in Ukraine,
											in the Baltic states, in the Middle East,
											but not with the Americans.
											They want their own preferences and order.
											That's why we are where we are.
									","
											A China quer assumir 
um maior papel de liderança.
											E tem, mas apenas na esfera económica
											e quer os seus próprios valores,
normas, moeda,
											em competição com os dos EUA.
											Os russos querem assumir
um maior papel de liderança.
											Pode-se ver isso na Ucrânia,
											nos estados bálticos, no Médio Oriente,
											mas não com os norte-americanos.
											Eles querem as suas 
próprias preferências e ordem.
											É por isso que estamos onde estamos.
									","
											Çin daha fazla liderlik yapmak istemiyor.
											Yapıyorlarsa da ancak
ekonomik alanda istiyor
											ve kendi değerlerinin,
standartlarının ve para biriminin
											Amerikanınkiler ile
rekabette olmasını istiyor.
											Ruslar daha fazla liderlik istiyor.
											Bunu Ukrayna'da,
											Baltık ülkeleri ve Orta Doğu'da
görebilirsiniz
											ama Amerikalılarla beraber değil.
											Kendi seçenek ve düzenlerini istiyorlar.
											Burada olmamızın sebebi bu.
									","
											China quiere ejercer más liderazgo.
											Lo hacen, pero solo 
en el ámbito económico,
											y quieren competir con sus valores,
estándares y divisa,
											a los de EE.UU.
											Los rusos quieren ejercer más liderazgo.
											Se ve eso en Ucrania,
											en los estados bálticos, en Medio Oriente,
											pero no con los estadounidenses.
											Ellos quieren su propio orden 
y preferencias.
											Por eso nosotros estamos donde estamos.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Alors, comment avancer dans ce contexte ?
											Commençons par le plus facile :
											le Moyen-Orient.
									","
											So what happens going forward?
											Let's start easy,
											with the Middle East.
									","
											Então o que acontece daqui para a frente?
											Vamos começar pelo mais fácil,
											pelo Médio Oriente.
									","
											Peki ileriye dönük neler oluyor?
											Kolaydan başlayalım,
											Orta Doğu ile.
									","
											¿Cómo avanzar en este contexto?
											Empecemos por lo más fácil:
											Medio Oriente.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											(Rires)
									","
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Bon, je n'ai pas tout mis,
											mais vous voyez les grandes lignes.
											Il y avait trois raisons
											qui expliquaient la stabilité
du Moyen-Orient.
											Primo, il y avait une volonté
des États-Unis et de leurs alliés
											de fournir des moyens militaires
pour assurer la sécurité.
											Deuxio, on pouvait faire de l'argent
facile en exploitant les ressources du sol
											parce que le pétrole était cher.
											Et tertio,
											même quand les dirigeants étaient affreux,
les populations étaient plutôt dociles.
											Elles n'avaient ni les capacités,
ni pour beaucoup l'envie,
											de se soulever.
									","
											You know, I left a little out,
											but you get the general idea.
											Look, there are three reasons
											why the Middle East
has had stability such as it is. Right?
											One is because there was
a willingness to provide
											some level of military security
by the US and allies.
											Number two, it was easy to take
a lot of cheap money out of the ground
											because oil was expensive.
											And number three
											was no matter how bad the leaders were,
the populations were relatively quiescent.
											They didn't have the ability,
and many didn't have the will
											to really rise up against.
									","
											Sabem, eu excluí algumas coisas,
											mas vocês conseguem 
perceber a ideia geral.
											Vejam, há três razões
											pelas quais o Médio Oriente
tem tido a estabilidade que tem. Certo?
											Uma é porque havia
uma disposição para fornecer
											algum tipo de segurança militar
por parte dos EUA e dos aliados.
											Segundo, era fácil retirar
muito dinheiro fácil do chão
											porque o petróleo era caro.
											E, em terceiro lugar,
											não importa o quão maus eram os líderes,
as populações estavam relativamente calmas
											Elas não tinham a capacidade,
e muitas não tinham a vontade,
											de verdadeiramente se insurgirem.
									","
											Birazını dışarıda tuttum
											ama genel fikri anlayabilirsiniz.
											Bakın, Orta Doğu'nun bu hâliyle
											istikrarlı olmasının üç sebebi var.
Değil mi?
											Biri Birleşik Devletler ve
ittifaklar tarafından
											bir nevi askeri güvenlik
sağlanması isteğiydi.
											İki numara, yerin altından
kolayca ucuz para kaldırılmasıydı,
											çünkü petrol pahalıydı.
											Ve üç numara,
											liderler ne kadar kötü olsa da
nüfusun sessiz olmasıydı.
											Baş kaldırmak için
yeteneğe sahip değillerdi
											ve çoğu istekli de değildi.
									","
											Me fui un poco por las ramas,
											pero entienden la idea general.
											Vean, existen tres razones
											por las que Medio Oriente 
ha tenido estabilidad, ¿sí?
											Primero, hubo voluntad de proporcionar
											cierto nivel de seguridad militar 
por parte de EE.UU. y sus aliados.
											Segundo, se ganó dinero fácil 
explotando el suelo
											porque el petróleo era costoso.
											Y en tercer lugar
											sin importar lo malo que fueran 
los líderes, el pueblo era dócil.
											No tenían la capacidad,
y muchos no tenían la voluntad
											de sublevarse.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Je vous garantis que dans un monde G-zéro,
											tous ces éléments sont
de plus en plus absents
											et on se retrouve donc avec
des États en échec,
											le terrorisme, les réfugiés
et tout le reste.
											Le Moyen-Orient tout entier s'effondre ?
											Non, les Kurdes iront mieux, et aussi
plus tard l'Irak, Israël et l'Iran.
											Mais en gros, la situation
n'est pas terrible.
									","
											Well, I can tell you, in a G-Zero world,
											all three of those things
are increasingly not true,
											and so failed states,
											terrorism, refugees and the rest.
											Does the entire Middle East fall apart?
											No, the Kurds will do better,
and Iraq, Israel, Iran over time.
											But generally speaking,
it's not a good look.
									","
											Posso dizer-vos que, num mundo G-Zero,
											todas essas três coisas
estão cada vez mais incorretas
											e daí vêm os estados falhados,
											o terrorismo, refugiados e o resto.
											Estará todo
o Médio Oriente a desmoronar-se?
											Não, os curdos irão melhorar
e o Iraque, Israel, Irão com o tempo.
											Mas falando de forma geral, 
a situação não é muito positiva.
									","
											Size şunu söyleyebilirim ki
G-Sıfır dünyasında
											bunların üçü de
giderek gerçekliğini kaybediyor,
											tıpkı batık devletler,
											terörizm, mülteciler ve geri kalanı gibi.
											Bütün Orta Doğu çöküyor mu?
											Hayır, Kürtler, Irak, İsrail
ve İran zamanla daha iyi olacak.
											Ama genel olarak bakarsak
durum iyi görünmüyor.
									","
											Yo les garantizo que un mundo G cero,
											estas tres cosas son cada vez 
menos ciertas,
											y por eso hay estados fallidos,
											terrorismo, refugiados y demás.
											¿Se desmorona todo Medio Oriente?
											No, a los kurdos le irá mejor,
y a Irak, Israel, Irán con el tiempo.
											Pero en líneas generales,
no es un buen escenario.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Et lui, alors ?
											Il joue un bon jeu
avec de mauvaises cartes.
											Il est certain que ses performances
excèdent ses capacités.
											Mais sur le long terme —
vous voyez ce que je veux dire.
											Mais sur le long terme,
											si vous pensez que les Russes
											ont été contrariés par les États-Unis
et l'Europe postant l'OTAN à leur porte
											malgré leur promesse,
											et par l'UE qui marche
sur leurs plates-bandes,
											attendez de voir que les Chinois
investissent des milliards de dollars
											dans les pays autour de la Russie
où ils croyaient être influents.
											Les Chinois vont étendre leur domination,
les Russes auront les miettes.
											Dans un monde G-zéro, les dix prochaines
années vont être tendues pour M. Poutine.
									","
											OK, how about this guy?
											He's playing a poor hand very well.
											There's no question
he's hitting above his weight.
											But long term — I didn't mean that.
											But long term, long term,
											if you think that the Russians
											were antagonized by the US and Europe
expanding NATO right up to their borders
											when we said they weren't going to,
											and the EU encroaching them,
											just wait until the Chinese
put hundreds of billions of dollars
											in every country around Russia
they thought they had influence in.
											The Chinese are going to dominate it.
The Russians are picking up the crumbs.
											In a G-Zero world, this is going to be
a very tense 10 years for Mr. Putin.
									","
											Muito bem, e este indivíduo?
											Ele está a sair-se bem, 
apesar das fraquezas.
											Sem dúvida que
ele está a superar as expetativas.
											Mas a longo prazo — 
não era isso que eu queria dizer.
											Mas a longo prazo, a longo prazo,
											se pensam que os russos
											foram antagonizados pelos EUA e a Europa
a alargar a OTAN mesmo até à sua fronteira
											ainda que tenhamos dito que não o faríamos
											e a UE gradualmente
avançando na sua direção,
											esperem até que os chineses invistam
centenas de milhares de milhões de dólares
											em todos os países à volta da Rússia
onde eles pensavam ter influência.
											Os chineses vão dominar.
Os russos ficam apenas com os restos.
											No mundo do G-Zero, vai ser uma
década muito complicada para o Sr. Putin.
									","
											Pekâlâ, bu adam ne olacak?
											Zayıf bir eli çok iyi idare ediyor.
											Başından büyük işlere
kalkıştığına şüphe yok.
											Ama uzun vadede —
Bunu demek istemedim.
											Ama uzun vadede, uzun vadede
											eğer Rusların, Avrupa ve ABD'nin
											NATO'yu kendisinin sınırına kadar
genişletmesinden ve
											AB'nin ihlallerinden,
biz aksini söylememize
											rağmen rahatsız olduğunu
düşünüyorsanız,
											Çin'in Rusya'nın etrafında
etkisi olduğunu düşündüğü
											her ülkeye yüz milyarlarca dolar
yatırım yapmasını bekleyin de görün.
											Çinliler piyasayı ele geçirecekler.
Ruslar sadece kırıntıları topluyor.
											G-Sıfır dünyasında, bu Bay Putin
için çok gergin bir 10 yıl olacak.
									","
											Bien, ¿y este tipo?
											Está jugando muy bien con una mano pobre.
											Sin dudas, supera las expectativas.
											Pero a largo plazo... no quise decir eso.
											Pero a largo plazo, a largo plazo,
											si piensan que los rusos
											tenían como antagonista a EE.UU. o Europa 
que expandían la OTAN hasta su frontera
											a pesar de decir que no lo haríamos,
											y con la Unión Europea
entrometiéndose,
											esperen a ver a los chinos poniendo
cientos de miles de millones de dólares
											en los países en torno a Rusia 
donde esta piensa que tiene influencia.
											Los chinos los van a dominar.
Los rusos recogerán las migas.
											En un mundo G cero, va a ser una década 
muy tensa para el Sr. Putin.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Mais, bon tout ne va pas mal, pas vrai ?
											L'Asie a l'air bien plus en forme.
											Il y a de vrais dirigeants en Asie
											qui ont une grande stabilité politique.
											Ils sont là pour durer.
											Il y a M. Moodi, en Inde,
											M. Abe, qui va probablement faire accepter
la possibilité d'un troisième mandat
											avec le parti démocrate-libéral japonais.
											Il y a bien sûr Xi Jinping qui consolide
son pouvoir considérable.
											Il est le dirigeant
le plus puissant en Chine
											depuis Mao.
											Voilà les trois plus grandes
économies d'Asie.
											Bon, il y aussi des problèmes en Asie,
											comme les tensions autour
de la Mer de Chine méridionale.
											Kim Jong Un, dans les derniers jours,
											vient de tester une autre arme nucléaire.
											Mais les dirigeants d'Asie
ne ressentent pas le besoin
											de faire flotter leur drapeau,
											de devenir xénophobes,
											de permettre la montée
											des tensions géopolitiques
et transfrontalières.
											Ils se concentrent sur la stabilité
et la croissance économique à long terme.
											C'est ce qu'ils font vraiment.
									","
											It's not all bad. Right?
											Asia actually looks a lot better.
											There are real leaders across Asia,
											they have a lot of political stability.
											They're there for a while.
											Mr. Modi in India,
											Mr. Abe, who is probably
about to get a third term written in
											in the Liberal Democratic Party in Japan,
											of course Xi Jinping
who is consolidating enormous power,
											the most powerful leader in China
											since Mao.
											Those are the three
most important economies in Asia.
											Now look, there are problems in Asia.
											We see the sparring
over the South China Sea.
											We see that Kim Jong Un,
just in the last couple of days,
											tested yet another nuclear weapon.
											But the leaders in Asia
do not feel the need
											to wave the flag,
											to go xenophobic,
											to actually allow escalation
											of the geopolitical
and cross-border tensions.
											They want to focus on long-term
economic stability and growth.
											And that's what they're actually doing.
									","
											Nem tudo é mau. Certo?
											A Ásia parece estar muito melhor.
											Há verdadeiros líderes por toda a Ásia,
											têm muita estabilidade política.
											Irão estar lá durante algum tempo.
											O Sr. Modi na Índia,
											o Sr. Abe, que irá provavelmente
seguir para um terceiro mandato
											no Partido Liberal Democrata do Japão,
											claro Xi Jinping
que está a consolidar imenso poder,
											o líder mais poderoso da China
											desde Mao.
											Essas são as três
economias mais importantes da Ásia.
											Vejam, há problemas na Ásia.
											Vemos a disputa
pelo Mar da China Meridional.
											Vemos que Kim Jong Un,
só nos últimos dias,
											já testou outra arma nuclear.
											Mas os líderes da Ásia
não sentem a necessidade
											de empunhar a bandeira,
											de se tornarem xenófobos,
											de permitirem o agravamento
											das tensões geopolíticas
e transfronteiriças.
											Eles querem concentrar-se na estabilidade
e crescimento económicos a longo prazo.
											E é isso que estão realmente a fazer.
									","
											O kadar da kötü değil. Değil mi?
											Aslında, Asya daha iyi görünüyor.
											Asya'da gerçek liderler var,
											oldukça politik tutarlılığa sahipler.
											Bir süreliğine oradalar.
											Hindistan'da Bay Modi,
											Japonya'nın Liberal Demokratik 
Partisi'nde muhtemelen
											üçüncü dönemine başlayacak Bay Abe,
											elbette muazzam gücü
takviye eden Xi Jinping,
											Mao'dan günümüze Çin'in
											en güçlü lideri.
											Bunlar Asya'daki en önemli
üç ekonomi.
											Şimdi, Asya'da sorunlar var.
											Güney Çin Denizi üzerindeki
tartışmayı görüyoruz.
											Kim Jong Un'un sadece
son birkaç günde başka bir
											nükleer silahı daha denediğini görüyoruz.
											Ancak Asya'daki liderler
ülkelerini desteklemeye,
											yabancı düşmanlığı yapmaya,
											jeo-politik ve sınır ötesi
											gerilimin artmasına yol açmaya
											ihtiyaç duymuyorlar.
											Uzun vadeli ekonomik istikrar
ve büyümeye odaklanmak istiyorlar.
											Ve yaptıkları da esasında bu.
									","
											No todo está tan mal, ¿no?
											Asia en realidad se ve mucho mejor.
											Hay verdaderos líderes en Asia,
											tienen mucha estabilidad política.
											Están allí hace un tiempo.
											El Sr. Modi en India,
											el Sr. Abe, que quizá está a punto
de obtener un tercer término
											en el Partido Liberal Democrático 
en Japón,
											por supuesto Xi Jinping
está consolidando un enorme poder,
											el líder más poderoso de China
											desde Mao.
											Esas son las tres economías 
más importantes de Asia.
											Ahora bien, hay problemas en Asia.
											Como las tensiones en el 
Mar de China meridional.
											Vemos que Kim Jong Un,
hace solo un par de días,
											probó otra arma nuclear.
											Pero los líderes de Asia
no sienten la necesidad
											de agitar la bandera,
											de ser xenófobos,
											de permitir la escalada
											de tensiones geopolíticas
y transfronterizas.
											Quieren centrarse en la estabilidad 
económica a largo plazo y el crecimiento.
											Y eso están haciendo.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Venons-en à l'Europe.
											L'Europe a l'air apeurée dans ce contexte.
											Une grande partie des problèmes
au Moyen-Orient
											débarque littéralement
sur les côtes d'Europe.
											On assiste au Brexit et aux inquiétudes
liées au populisme
											dans tous les États européens.
									","
											Let's turn to Europe.
											Europe does look a little scared
in this environment.
											So much of what is happening
in the Middle East
											is washing up quite literally
onto European shores.
											You see Brexit and you see
the concerns of populism
											across all of the European states.
									","
											Voltemo-nos para a Europa.
											A Europa parece realmente um bocado
amedrontada neste ambiente.
											Tanto do que está a 
acontecer no Médio Oriente
											está literalmente
a dar à costa na Europa.
											Veem o Brexit e veem
a inquietação com o populismo
											por todos os estados europeus.
									","
											Şimdi Avrupa'ya geçelim.
											Avrupa bu ortamda
biraz korkmuş görünüyor.
											Orta Doğu'da olanların çok büyük bir kısmı
											kelimenin tam anlamıyla
Avrupa sahillerine vuruyor.
											Brexit ve bütün Avrupa ülkelerindeki
											halkçılık endişelerini görüyorsunuz.
									","
											Veamos Europa.
											Europa parece un poco asustada
en este contexto.
											Mucho de lo que está pasando
en Oriente Medio
											desembarca literalmente 
en las costas europeas.
											Vemos el Brexit y las inquietudes 
del populismo
											en todos los estados europeos.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Je vous garantis qu'à long terme,
											dans un monde G-zéro,
											on pensera que l'expansion européenne
est allée trop loin.
											L'Europe est allée jusqu'aux limites
de la Russie et jusqu'au Moyen-Orient
											et si le monde était vraiment
de plus en plus plat et américanisé,
											ça poserait moins de problèmes,
											mais dans un monde G-zéro,
ces pays au plus près de la Russie
											et du Moyen-Orient
											ont des capacités économiques différentes,
											une stabilité sociale différente
											et des systèmes politiques différents
de l'Europe historique.
											L'Europe pouvait vraiment s'étendre
											au temps du G7,
											mais dans un monde G-zéro,
l'Europe rétrécira.
											L'Europe historique autour de l'Allemagne,
la France et les autres
											sera toujours fonctionnelle,
stable, riche et intégrée.
											Mais la périphérie,
											les pays comme la Grèce,
la Turquie et d'autres,
											n'auront pas bonne mine.
									","
											Let me tell you that over the long term,
											in a G-Zero world,
											European expansion
will be seen to have gone too far.
											Europe went right up to Russia,
went right down to the Middle East,
											and if the world were truly becoming
more flat and more Americanized,
											that would be less of a problem,
											but in a G-Zero world,
those countries nearest Russia
											and nearest the Middle East
											actually have different
economic capabilities,
											different social stability
											and different political preferences
and systems than core Europe.
											So Europe was able to truly expand
											under the G7,
											but under the G-Zero,
Europe will get smaller.
											Core Europe around Germany
and France and others
											will still work, be functional,
stable, wealthy, integrated.
											But the periphery,
											countries like Greece
and Turkey and others,
											will not look that good at all.
									","
											Deixem-me dizer-vos que, a longo prazo,
											num mundo G-Zero,
											vai-se pensar que a expansão
europeia já foi longe demais.
											A Europa foi mesmo até acima à Rússia,
foi mesmo até abaixo ao Médio Oriente,
											e se o mundo estivesse realmente a 
tornar-se mais plano e mais americanizado,
											isso não seria um problema tão grave,
											mas num mundo G-Zero,
esses países mais perto da Rússia
											e mais perto do Médio Oriente
											têm realmente 
capacidades económicas diferentes,
											estabilidade social diferente
											e preferências políticas e sistemas
diferentes do que a Europa.
											Portanto a Europa foi capaz 
de verdadeiramente se expandir
											sob o G7
											mas sob o G-Zero,
a Europa tornar-se-á mais pequena.
											O núcleo da Europa à volta 
da Alemanha e França e outros
											irá continuar a funcionar,
a ser estável, rico, integrado.
											Mas a periferia,
											países como a Grécia,
a Turquia e outros,
											não terão um futuro muito risonho.
									","
											Şunu belirteyim, uzun vadede
											G-Sıfır dünyasında,
											Avrupa genişlemesi çok
ileri gitmiş olarak görünecek.
											Avrupa Rusya'nın yanına gitti,
Orta Doğu'nun sınırına indi
											ve dünya gerçekten daha düzleşip
daha çok Amerikanlaşıyor olsaydı,
											bu daha az sorun olurdu,
											ancak G-Sıfır dünyasında,
Rusya'ya en yakın ülkeler
											ve Orta Doğu'ya en yakın ülkeler
											aslında farklı ekonomik
yeteneklere sahipler,
											farklı sosyal istikrara
											ve merkez Avrupa'dan farklı
politik seçenek ve sistemlere sahipler.
											Avrupa, G7 himayesinde
											gerçek anlamda yayılabildi
											ancak G-Sıfır himayesinde,
Avrupa daha küçük hâle gelecektir.
											Almanya, Fransa ve diğerleri
etrafındaki merkez Avrupa
											yine çalışacak; işlevsel, istikrarlı,
varlıklı ve birleşik olmaya devam edecek.
											Ancak dışarıda kalanlar,
											Yunanistan ve Türkiye
gibi diğer ülkeler
											hiç de iyi durumda olmayacak.
									","
											Permítanme decirles que a largo plazo,
											en un mundo G cero,
											la expansión europea se verá 
que ha ido demasiado lejos.
											Europa fue hasta Rusia,
fue hasta Medio Oriente,
											y si el mundo realmente se estuviese
aplanando bajo la influencia de EE.UU.
											eso sería menos preocupante,
											pero en un mundo G cero,
los países más cercanos a Rusia
											y más cercanos a Medio Oriente
											tienen diferentes capacidades económicas,
											diferentes estabilidades sociales,
											y diferentes preferencias políticas 
y sistemas que el núcleo de Europa.
											Europa pudo expandirse
											bajo el G7,
											pero bajo el G cero,
Europa será menor.
											El núcleo de Europa en torno
a Alemania, Francia y otros
											seguirá funconando, será funcional,
estable, rica e integrada.
											Pero la periferia,
											países como Grecia, Turquía y otros,
											no tendrán tan buen aspecto.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											En Amérique du Sud, beaucoup de populisme
											a mis à mal les économies.
											Pendant longtemps, ces pays
se sont opposés aux États-Unis.
											Ils reviennent dans son giron.
											On voit ça avec l'Argentine
											et avec l'ouverture de Cuba.
											On verra ça au Vénézuela
quand Maduro sera défait.
											On verra ça au Brésil après
la mise en accusation de Rousseff
											quand un nouveau président légitime
aura enfin été élu là-bas.
											Le seul pays qui va
dans une autre direction
											est le Mexique de l'impopulaire
Président Peña Nieto.
											Là-bas, il est possible qu'on assiste
à une distanciation d'avec les États-Unis
											dans les années à venir.
											Cela dépend aussi beaucoup
des élections américaines.
									","
											Latin America, a lot of populism,
											made the economies not go so well.
											They had been more opposed
to the United States for decades.
											Increasingly, they're coming back.
											We see that in Argentina.
											We see it with the openness in Cuba.
											We will see it in Venezuela
when Maduro falls.
											We will see it in Brazil
after the impeachment
											and when we finally see
a new legitimate president elected there.
											The only place you see
that is moving in another direction
											is the unpopularity
of Mexican president Peña Nieto.
											There you could actually see
a slip away from the United States
											over the coming years.
											The US election matters a lot
on that one, too.
									","
											Na América Latina, muito populismo
											fez com que as coisas
corressem mal para as economias.
											Eles opuseram-se mais
aos EUA durante décadas.
											Estão progressivamente a voltar.
											Vemos isso na Argentina.
											Vemos isso na abertura com Cuba.
											Iremos ver isso na Venezuela
quando o governo de Maduro cair.
											Iremos ver isso no Brasil
depois do ""impeachment""
											e quando finalmente virmos
a eleição de um novo presidente legítimo.
											O único lugar que veem
que está a caminhar noutra direção
											é a impopularidade
do presidente mexicano Peña Nieto.
											Aí poderão ver realmente
um distanciamento em relação aos EUA
											ao longo dos próximos anos.
											A eleição nos EUA terá
grande impacto nisso, também.
									","
											Latin Amerika'da çok fazla halkçılık
											ekonominin hiç de iyi
gitmemesine yol açtı.
											Yıllar boyunca Birleşik Devletler'e
daha da zıtlaştılar.
											Artan bir şekilde geri dönüyorlar.
											Bunu Arjantin'da görüyoruz.
											Bunu açıklıkta Küba'da görüyoruz.
											Maduro düştüğünde
Venezuela'da göreceğiz.
											Brezilya'da soruşturmadan ve
sonunda yeni bir
											yasal başkan seçildikten sonra
bunu göreceğiz.
											Farklı yönde gelişim gösteren tek yer
											Meksikalı başkan Peña Nieto'nun
rağbet görmemesi.
											Burada önümüzdeki yıllarda
Birleşik Devletler'den
											bir uzaklaşma görebiliriz.
											Bunda Birleşik Devletler
seçiminin etkisi de büyük.
									","
											América Latina tiene mucho populismo,
											a sus economías no les va tan bien.
											Se han opuesto a EE.UU.
durante décadas.
											Cada vez más, están regresando.
											Lo vemos en Argentina.
											Lo vemos en la apertura en Cuba.
											Lo veremos en Venezuela 
cuando caiga Maduro.
											Lo veremos en Brasil 
tras el juicio político
											y cuando al fin veamos 
un presidente legítimo allí.
											El único lugar que vemos moverse
en otra dirección
											es la falta de popularidad del 
presidente mexicano Peña Nieto.
											Allí podría verse un alejamiento de EE.UU.
											en los años venideros.
											Las elecciones de EE.UU. son 
muy importantes en eso también.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											(Rires)
									","
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
