en,tr,fr,pt,de,title,speaker,duration,tags
"
											In a survey I recently conducted
with over 70,000 people,
											I found that a third of us —
											a third —
											either judge ourselves for having
so-called ""bad emotions,""
											like sadness,
											anger or even grief.
											Or actively try to push aside
these feelings.
											We do this not only to ourselves,
											but also to people we love,
like our children —
											we may inadvertently shame them
out of emotions seen as negative,
											jump to a solution,
											and fail to help them
											to see these emotions
as inherently valuable.
									","
											70.000'den fazla kişiyle
yaptığım bir anket sonucu
											üçte birimizin
											üçte birimiz
											sözde ''kötü duygular''a sahip 
olduğumuz için kendimizi yargıladığımızı
											örneğin üzüntü,
											sinirlilik, hatta yas gibi,
											ya da bu hisleri ötelediğimizi gösteriyor.
											Bunu sadece kendimize değil,
											çocuklarımız gibi
sevdiklerimize de yapıyoruz.
											Negatif görülen hislerden
utanmalarına sebep oluyoruz,
											çözüme atlıyoruz
											ve aslında değerli olan
											bu hisleri görmede
onlara yardımcı olamıyoruz.
									","
											Dans un sondage récemment conduit
auprès de 70 000 personnes,
											j'ai découvert qu'un tiers d'entre nous —
											un tiers —
											portent un jugement sur eux-mêmes
pour de soi-disant « mauvaises émotions »
											comme la tristesse,
											la colère ou même la peine.
											Ou essayent de mettre de côté
ces sentiments.
											Nous le faisons envers nous-mêmes,
											mais aussi ceux que nous aimons
comme nos enfants —
											nous leur infligeons
par inadvertance de la honte
											pour des émotions vues
comme étant négatives,
											en tirons une solution
											et ne les aidons pas
											à voir ces émotions
comme intrinsèquement utiles.
									","
											Por um lado, podemos ficar a remoer
os nossos sentimentos.
											Ficando reféns das nossas cabeças.
											Viciados em termos razão.
											Ou sendo vítimas das notícias.
											Por outro lado, podemos reprimir
as nossas emoções, rejeitando-as
											e consentindo apenas as emoções
consideradas legítimas.
									","
											In einer kürzlich durchgeführten Umfrage
mit über 70.000 Menschen,
											fand ich heraus,
dass jeder Dritte von uns —
											jeder Dritte,
											entweder sich selbst dafür verurteilt,
sogenannte ""schlechte Gefühle"" zu haben,
											wie Kummer,
											Wut oder sogar Trauer.
											Oder sich aktiv darum bemüht,
solche Gefühle von sich zu stoßen.
											Das schadet nicht nur uns, sondern auch
geliebten Menschen, wie unsere Kinder,
											Wir können sie unbeabsichtigt beschämen,
											weil wir Emotionen negativ bewerten,
											ergreifen eilig eine Lösung,
											und versäumen ihnen dabei zu helfen
											diese Gefühle als wertvoll zu betrachten.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Normal, natural emotions
are now seen as good or bad.
											And being positive has become
a new form of moral correctness.
											People with cancer are automatically told
to just stay positive.
											Women, to stop being so angry.
											And the list goes on.
											It's a tyranny.
											It's a tyranny of positivity.
											And it's cruel.
											Unkind.
											And ineffective.
											And we do it to ourselves,
											and we do it to others.
									","
											Normal, doğal duygular
bugün iyi veya kötü olarak ayrılıyor.
											Pozitif olmak da yeni bir
etik doğruluk biçimine dönüştü.
											Kanser hastalarına ilk söylenen şey
pozitif olmaları.
											Kadınlara sinirli olmamaları söyleniyor.
											Liste bu şekilde gidiyor.
											Bu bir zorbalık.
											Pozitifliğin dayatılması.
											Acımasızca.
											Kaba.
											Ve etkisiz.
											Bunu hem kendimize
											hem de başkalarına yapıyoruz.
									","
											Des émotions normales, naturelles
sont vues comme bonnes ou mauvaises.
											Être positif est devenu une nouvelle forme
de correction morale.
											On dit automatiquement à ceux
atteints de cancer de rester positifs.
											Aux femmes, d'arrêter d'être en colère.
											Et la liste continue.
											C'est une tyrannie.
											C'est une tyrannie de positivité.
											Et c'est cruel.
											Méchant.
											Et inefficace.
											Nous nous l'infligeons
											et nous l'infligeons aux autres.
									","
											Numa sondagem realizada recentemente
a mais de 70 000 pessoas,
											descobri que um terço de nós
											— um terço —
											ou nos julgamos por termos
as chamadas ""emoções más,""
											como a tristeza,
											a raiva ou mesmo a dor,
											ou fazemos tudo para ignorar
esses sentimentos.
											Fazemos isto a nós próprios e àqueles
que amamos, como os nossos filhos,
											a quem, inadvertidamente,
											incutimos a vergonha
das emoções consideradas negativas,
											precipitando-nos para uma solução
											e não os ajudando a ver estas emoções
como intrinsecamente úteis.
									","
											Normale, natürliche Gefühle werden nun
als gut oder schlecht angesehen.
											Zuversichtlich zu sein
											hat sich zu einer neuen Form von
moralisch korrektem Verhalten entwickelt.
											Krebspatienten wird automatisch geraten
optimistisch zu bleiben.
											Frauen wird nahegelegt,
seltener wütend zu werden.
											Diese Liste lässt sich einfach fortführen.
											Das ist eine Diktatur.
											Eine Diktatur der Zuversicht.
											Und das ist grausam,
											gemein
											und ineffektiv.
											Und wir tun diese uns selbst an
											und wir tun sie Anderen an.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											If there's one common feature
											of brooding, bottling
or false positivity, it's this:
											they are all rigid responses.
											And if there's a single
lesson we can learn
											from the inevitable fall of apartheid
											it is that rigid denial doesn't work.
											It's unsustainable.
											For individuals, for families,
											for societies.
											And as we watch the ice caps melt,
											it is unsustainable for our planet.
									","
											Yanlış pozitiflik veya öteleştirmenin
											ortak bir noktası varsa o da şu:
											hepsi kalıplaşmış tepkiler.
											Ayrımcılığın kaçınılmazlığından
											çıkarabileceğimiz bir ders varsa
											bu, kalıplaşmış inkârın işe yaramadığı.
											Sürdürülemez.
											Ne bireyler ve aileler
											ne de toplumlar.
											Buzulların eridiğini izledikçe
											gezegenimiz için sürdürülemez 
olduğunu görürüz.
									","
											S'il y a une caractéristique commune
											entre la couvaison, le refoulement
et la fausse positivité, c'est ceci :
											ce sont toutes des réponses rigides.
											S'il y a une unique leçon à tirer
											de la chute inévitable de l'apartheid,
											c'est que le déni rigide
ne fonctionne pas.
											Ce n'est pas durable.
											Pour les individus, pour les familles,
											pour les sociétés.
											Et alors que nous voyons
la banquise fondre,
											cela n'est pas durable pour notre planète.
									","
											Emoções normais e naturais passam
assim a ser vistas como boas ou más.
											Ser positivo tornou-se
uma nova forma de retidão moral.
											Diz-se automaticamente às pessoas
com cancro que sejam positivas.
											Às mulheres, que deixem
de estar tão zangadas.
											E a lista continua.
											É uma tirania.
											É a tirania da positividade.
											E é cruel.
											Indelicado
											e ineficaz.
											Fazemos isto a nós próprios
											e fazemo-lo aos outros.
									","
											Wenn es ein Merkmal gibt,
											das dieses Grübeln und Wegschließen
											sowie diese falsche Heiterkeit 
gemeinsam kennzeichnet, dann dieses:
											Das sind alles starre Reaktionen.
											Wenn es eine einzige Lektion gibt,
											die wir vom unweigerlichen Fall
der Apartheid lernen können,
											dann diese, dass starre Verleugnung
nicht funktioniert.
											Sie ist unerträglich.
											Sowohl für Einzelpersonen,
als auch für Familien
											oder für Gesellschaften.
											Wenn wir den polaren Eiskappen
beim Schmelzen zusehen,
											ist dies genauso untragbar
für unseren Planeten.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Research on emotional suppression shows
											that when emotions
are pushed aside or ignored,
											they get stronger.
											Psychologists call this amplification.
											Like that delicious chocolate cake
in the refrigerator —
											the more you try to ignore it ...
									","
											Duygusal bastırma araştırmaları
											duyguların öteleştirildiği veya
görmezden gelindiği durumlarda
											daha da güçlendiklerini gösteriyor.
											Psikologlar buna yükselme diyor.
											Buzdolabındaki o leziz 
çikolatalı kek gibi...
											Siz görmezden geldikçe...
									","
											La recherche sur
la suppression émotionnelle
											montre que quand les émotions
sont mises de côté, ignorées,
											elles deviennent plus fortes.
											Les psychologues appellent cela
« amplification ».
											Comme ce délicieux
gâteau au chocolat dans le frigo —
											plus vous essayez de l'ignorer...
									","
											Se há uma característica comum
											entre a ruminação, a repressão
ou a falsa positividade, é esta:
											são todas respostas rígidas.
											Se há uma única lição a aprender
da queda inevitável do ""apartheid""
											é que a negação rígida não funciona.
											É insustentável.
											Para os indivíduos, para as famílias,
											para as sociedades.
											E enquanto assistimos
ao degelo dos picos nevados
											isso é insustentável para o nosso planeta.
									","
											Untersuchungen zeigen, wenn
man Emotionen wegdrückt oder ignoriert,
											werden sie stärker.
											Psychologen bezeichnen dies
als Amplifikation.
											Es ist genauso wie mit dem leckeren
Schokoladenkuchen im Kühlschrank;
											umso mehr wir versuchen
ihn zu ignorieren, ...
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											Estudos sobre a repressão
											revelam que, quando as emoções
são rejeitadas ou ignoradas,
											ficam mais fortes.
											Os psicólogos chamam-lhe amplificação.
											É como aquele delicioso
bolo de chocolate no frigorífico
											— quanto mais tentamos ignorá-lo...
									","
											(Gelächter)
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											the greater its hold on you.
											You might think you're in control
of unwanted emotions when you ignore them,
											but in fact they control you.
											Internal pain always comes out.
											Always.
											And who pays the price?
											We do.
											Our children,
											our colleagues,
											our communities.
									","
											üzerinizde daha çok etki yapacaktır.
											Görmezden geldiğinizde o duyguların 
kontrol altında olduğunu sanıyorsunuz
											ama aslında onlar sizi kontrol ediyor.
											İç acı her zaman açığa çıkar.
											Her zaman.
											Peki bedelini kim öder?
											Biz.
											Çocuklarımız,
											iş arkadaşlarımız,
											topluluklarımız.
									","
											plus il a d'emprise sur vous.
											Vous croyez contrôler vos émotions
indésirables en les ignorant,
											mais ce sont elles qui vous contrôlent.
											La douleur intérieure
finit toujours par sortir.
											Toujours.
											Et qui en paye le prix ?
											Nous.
											Nos enfants,
											nos collègues,
											nos communautés.
									","
											(Risos)
									","
											desto größer wird die Versuchung.
											Sie mögen glauben unerwünschte
Gefühle kontrollieren zu können,
											wenn Sie sie ignorieren;
in Wirklichkeit kontrollieren sie Sie.
											Innerer Schmerz kommt immer zum Vorschein.
											Immer.
											Und wer zahlt den Preis dafür?
											Wir,
											unsere Kinder,
											unsere Kollegen,
											unsere Gemeinschaften.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Now, don't get me wrong.
											I'm not anti-happiness.
											I like being happy.
											I'm a pretty happy person.
											But when we push aside normal emotions
to embrace false positivity,
											we lose our capacity to develop skills
to deal with the world as it is,
											not as we wish it to be.
											I've had hundreds of people tell me
what they don't want to feel.
											They say things like,
											""I don't want to try because
I don't want to feel disappointed.""
											Or, ""I just want this feeling to go away.""
									","
											Beni yanlış anlamayın.
											Mutluluk karşıtı değilim.
											Mutlu olmayı seviyorum.
											Çok da mutlu bir insanım.
											Ancak yanlış pozitiflik adına
normal duyguları öteleştirdiğimizde
											dünyayla başa çıkacak yetileri 
geliştirecek kapasiteyi de kaybediyoruz,
											oysa istediğimiz bu değil.
											Yüzlerce insan bana ne hissetmek
istemedikerini söyledi.
											Şöyle şeyler söylediler:
											''Denemek istemiyorum
çünkü hayal kırıklığı istemiyorum.''
											Veya ''Bu hissin gitmesini istiyorum.''
									","
											Ne vous méprenez pas,
											je ne suis pas contre le bonheur.
											J'aime être heureuse.
											Je suis plutôt quelqu'un d'heureux.
											Mais quand nous mettons de côté
des émotions normales
											pour embrasser une fausse positivité,
											nous perdons notre capacité à développer
l'aptitude de faire face au monde
											tel qu'il est et non
comme nous aimerions qu'il soit.
											Des centaines de personnes m'ont dit
ne rien vouloir ressentir.
											Ils disent des choses comme :
											« Je ne veux pas essayer
car je ne veux pas être déçu. »
											Ou : « Je veux juste
que ce sentiment disparaisse. »
									","
											... maior é a tentação.
											Podemos pensar que controlamos
as emoções indesejadas ao ignorá-las,
											mas são elas que nos controlam.
											A dor interior vem sempre à tona.
											Sempre.
											E quem é que paga o preço?
											Somos nós.
											Os nossos filhos,
											os nosso colegas,
											as nossas comunidades.
									","
											Verstehen Sie mich nicht falsch,
											ich bin nicht gegen Fröhlichkeit.
											Ich mag es, fröhlich zu sein.
											Ich bin eine sehr fröhliche Person.
											Wenn wir normale Emotionen wegdrücken,
um uns falsche Zuversicht anzugewöhnen,
											verlieren wir unsere Fähigkeit,
Methoden zu entwickeln,
											um mit dieser Welt
zurechtzukommen, so wie sie ist,
											und nicht mit einer Welt,
wie wir sie uns wünschen.
											Ich traf hunderte Leute, die mir
erzählten, was sie nicht fühlen möchten.
											Sie sagen Sachen wie:
											""Ich will es nicht versuchen,
da ich mich nicht enttäuscht fühlen will.""
											Oder: ""Ich will einfach nur,
dass dieses Gefühl verschwindet.""
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											""I understand,"" I say to them.
											""But you have dead people's goals.""
									","
											Onlara ''Anlıyorum'' diyorum,
											''Fakat ölü bir insanın amaçları bunlar.''
									","
											Je leur dis que je comprends
											mais que ce sont
des objectifs de gens morts.
									","
											Não me interpretem mal.
											Eu não sou contra a felicidade.
											Eu gosto de ser feliz.
											Sou uma pessoa bastante feliz.
											Mas quando rejeitamos emoções normais
em favor da falsa positividade,
											deixamos de desenvolver competências
para lidar com o mundo como ele é,
											não como gostaríamos que fosse.
											Centenas de pessoas dizem-me
o que não querem sentir.
											Dizem coisas do género:
											""Não quero tentar porque
não me quero dececionar.""
											Ou ""Só quero que este sentimento
desapareça.""
									","
											""Ich kann das verstehen."", sage ich ihnen.
											""Aber Sie haben die Ziele eines Toten.""
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											""Eu compreendo"", digo-lhes.
											""Mas esses objetivos são
de quem está morto.""
									","
											(Gelächter)
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Risos)
									","
											(Applaus)
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Only dead people
											never get unwanted or inconvenienced
by their feelings.
									","
											Yalnızca ölü insanlar
											istenmeyen veya uygunsuz
hislere kapılırlar.
									","
											Seuls les gens morts
											n'ont jamais de sentiments
indésirables ou incommodes.
									","
											(Aplausos)
									","
											Nur die Toten
											werden niemals von ihren Gefühlen
gestört oder belästigt.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											Só os mortos
											é que não têm sentimentos
indesejados ou incómodos.
									","
											(Gelächter)
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Only dead people never get stressed,
											never get broken hearts,
											never experience the disappointment
that comes with failure.
											Tough emotions are part
of our contract with life.
											You don't get to have a meaningful career
											or raise a family
											or leave the world a better place
											without stress and discomfort.
											Discomfort is the price of admission
to a meaningful life.
									","
											Yalnızca ölü insanlar strese girmez,
											kalpleri kırılmaz,
											başarısızlıkla gelen 
hayal kırıklığını yaşamazlar.
											Zor duygular hayatla yaptığımız
anlaşmanın bir parçası.
											Stres ve rahatsızlık yaşamadan
											ne anlamlı bir kariyer yapabilir
											ne aile yetiştirebilir
											ne de dünyaya bir iyilik yapabilirsiniz.
											Rahatsızlık anlamlı bir hayata 
kabul edilmenin bedeli.
									","
											Seuls les gens morts
ne sont jamais stressés,
											n'ont jamais le cœur brisé,
											ne connaissent jamais la déception
qui accompagne un échec.
											Les émotions difficiles font partie
de notre contrat avec la vie.
											Vous n'aurez pas de véritable carrière,
											n'élèverez pas de famille
											ou ne laisserez pas derrière vous
un monde meilleur
											sans stress et inconfort.
											L'inconfort est le prix d'entrée
dans une vie qui a du sens.
									","
											(Risos)
									","
											Nur die Toten sind nie gestresst,
											haben niemals gebrochene Herzen,
											erleben niemals die Enttäuschung,
die mit Scheitern einhergeht.
											Schwer zu ertragende Gefühle
sind Teil unseres Vertrages mit dem Leben.
											Man hat keine bemerkenswerte Karriere,
											oder erzieht eine Familie,
											oder macht die Welt zu einem besseren Ort,
											ohne Stress und Unannehmlichkeiten.
											Missbehagen ist der Preis für den Zugang
zu einem bedeutungsvollen Leben.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											So, how do we begin to dismantle rigidity
											and embrace emotional agility?
											As that young schoolgirl,
											when I leaned into those blank pages,
											I started to do away with feelings
											of what I should be experiencing.
											And instead started to open my heart
to what I did feel.
											Pain.
											And grief.
											And loss.
											And regret.
									","
											Peki bu kalıplaşmışlığı bozarak
											duygusal çevikliği nasıl başarırız?
											Okula gittiğim o genç yaşta,
											o boş kağıtlara yönelirken
											ne hissetmem gerektiğiyle ilgili
											hisleri kafamdan çıkarmaya çalışıp
											gerçekten hissettiğim şeyi
açığa çıkarmaya başladım.
											Acı.
											Yas.
											Kaybetme.
											Pişmanlık.
									","
											Comment entamer
le démantèlement de la rigidité
											et embrasser l'agilité émotionnelle ?
											En tant que jeune écolière,
											alors que je me penchais
au-dessus de ces pages vierges,
											j'ai commencé à me débarrasser
des sentiments
											que je devais ressentir.
											Au lieu de cela, j'ai ouvert mon cœur
à ce que je ressentais vraiment.
											De la douleur.
											Et de la peine.
											Et la perte.
											Et des regrets.
									","
											Só os mortos é que nunca têm ""stress"",
											nunca ficam com o coração partido,
											nunca sentem a deceção
que acompanha o fracasso.
											As emoções difíceis fazem parte
do nosso contrato com a vida.
											É impossível ter uma carreira
que nos dê satisfação,
											ou criar uma família,
											ou deixar o mundo um lugar melhor,
											sem ""stress"" e desconforto.
											O desconforto é o preço a pagar
por uma vida com sentido.
									","
											Wie fangen wir an,
die Starrheit aufzubrechen,
											und uns emotionale Agilität anzueignen?
											Als ich mich als junges Schulmädchen
in diese leeren Seiten vertiefte,
											fing ich an, die Gefühle loszulassen,
											die ich empfinden sollte.
											Stattdessen fing ich an,
mein Herz dem zu öffnen,
											was ich in Wahrheit fühlte:
											Schmerz
											und Trauer.
											Und Verlust.
											Und Wehmut.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Research now shows
											that the radical acceptance
of all of our emotions —
											even the messy, difficult ones —
											is the cornerstone
to resilience, thriving,
											and true, authentic happiness.
											But emotional agility is more
that just an acceptance of emotions.
											We also know that accuracy matters.
											In my own research,
I found that words are essential.
											We often use quick and easy labels
to describe our feelings.
											""I'm stressed"" is the most
common one I hear.
											But there's a world of difference
between stress and disappointment
											or stress and that knowing dread
of ""I'm in the wrong career.""
											When we label our emotions accurately,
											we are more able to discern
the precise cause of our feelings.
											And what scientists call
the readiness potential in our brain
											is activated, allowing us
to take concrete steps.
											But not just any steps —
the right steps for us.
											Because our emotions are data.
									","
											Artık araştırmalar gösteriyor ki
											tüm duygularımızı 
radikal bir şekilde kabullenmek,
											karışık ve zor olanlar dâhil,
											dayanıklılık ve başarının
											gerçek mutluluğun temel taşı.
											Duygusal çeviklik yalnızca duyguların 
kabulunden çok daha fazlası.
											Doğruluğun da önemli olduğunu biliyoruz.
											Kendi araştırmalarımda,
sözcüklerin çok önemli olduğunu gördüm.
											Genellikle duygularımızı hızlı
ve basit kelimelerle etiketliyoruz.
											En sık duyduğum ''Stresliyim.''
											Stres ve hayal kırıklığı ile

											stres ve ''Yanlış kariyerdeyim.''
demek arasında dünya kadar fark var.
											Duygularımızı doğru etiketlediğimizde
											hislerimizin asıl nedenini
çok daha iyi fark ediyoruz.
											Bilim insanlarının beynimizdeki
hazırlık potansiyeli dediği şey
											harekete geçerek
sağlam adımlar atmamızı sağlıyor.
											Herhangi bir adım değil,
doğru adımı atmamızı sağlıyor.
											Çünkü duygularımız veri.
									","
											La recherche montre
											que l'acceptation radicale
de toutes nos émotions —
											même les compliquées, difficiles —
											est la pierre angulaire
de la résistance, l'épanouissement
											et le bonheur vrai et authentique.
											Mais l'agilité émotionnelle est plus
qu'une simple acceptation des émotions.
											Nous savons aussi que l'exactitude compte.
											Durant ma recherche, j'ai trouvé
que les mots sont essentiels.
											Nous utilisons des termes rapides,
faciles pour décrire nos sentiments.
											« Je suis stressé »
est ce que j'entends le plus.
											Mais il y a énormément de différences
entre du stress et de la déception
											ou du stress et cette peur quand on sait
qu'on suit la mauvaise carrière.
											En qualifiant précisément nos émotions,
											nous pouvons mieux discerner
la cause précise de nos sentiments.
											Ce que les scientifiques appellent
le potentiel de disponibilité
											est activé, nous permettant
de prendre des mesures concrètes.
											Pas n'importe quelles mesures —
les bonnes pour nous.
											Car nos émotions sont des données.
									","
											Então, como começamos
a desmontar a rigidez
											e a acolher a agilidade emocional?
											Enquanto jovem estudante,
											quando me debrucei sobre aquelas
páginas em branco,
											comecei a libertar-me de sentimentos
											daquilo que ""devia"" sentir.
											Em vez disso comecei a abrir o meu coração
àquilo que realmente sentia.
											Dor.
											E mágoa.
											E perda.
											E arrependimento.
									","
											Aktuelle Forschung belegt,
											dass radikale Akzeptanz
all unserer Gefühle —
											auch der Unerfreulichen und Schwierigen —
											den Grundstein bildet 
für Widerstandskraft, Entfaltung,
											und für wahre, echte Lebensfreude.
											Aber emotionale Agilität ist mehr
als nur die Akzeptanz von Gefühlen.
											Wir wissen auch,
dass Genauigkeit wichtig ist.
											Meine eigenen Untersuchungen zeigten,
dass die Wortwahl entscheidend ist.
											Oft benennen wir unsere Gefühle 
mit schnellen, simplen Begriffen.
											""Ich bin gestresst""
höre ich am häufigsten.
											Aber es besteht ein riesiger Unterschied
zwischen Stress und Enttäuschung
											oder Stress und der Angst zu wissen,
dass man den falschen Beruf gewählt hat.
											Wenn wir unsere Gefühle genau beschreiben,

											sind wir eher im Stande die genaue Ursache
unserer Gefühle zu erkennen.
											Das, was Wissenschaftler
											das Bereitschaftspotenzial
des Gehirns bezeichnen,
											wird aktiviert und ermöglicht uns,
konkrete Schritte zu unternehmen.
											Aber nicht nur irgendwelche Schritte,
sondern die für uns Richtigen.
											Weil unsere Gefühle Daten sind.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
											Our emotions contain flashing lights
to things that we care about.
											We tend not to feel strong emotion
											to stuff that doesn't mean
anything in our worlds.
											If you feel rage when you read the news,
											that rage is a signpost, perhaps,
that you value equity and fairness —
											and an opportunity to take active steps
											to shape your life in that direction.
											When we are open
to the difficult emotions,
											we are able to generate responses
that are values-aligned.
									","
											Önemsediğimiz şeylere ışık tutuyorlar.
											Bizim dünyamızda 
hiçbir anlamı olmayan şeylere
											güçlü duygular sergilemiyoruz.
											Haberleri izlediğinizde sinirleniyorsanız
											eşitlik ve adalete 
değer verdiğinizin işareti,
											ayrıca hayatınızı o yönde
şekillendirmeniz için
											aktif adımlar atmanız için bir fırsat.
											Zor duygulara açık olduğumuz zaman,
											değerlerle bütünleşmiş
tepkiler ortaya çıkarabiliyoruz.
									","
											Nos émotions contiennent des lumières
vers les choses qui nous importent.
											Nous avons tendance
à ne pas ressentir d'émotions fortes
											envers des choses
pas importantes dans notre monde.
											Si vous ressentez de la rage
en lisant les informations,
											cette rage indique peut-être
que vous valorisez l'équité et la justice
											et c'est une opportunité d'agir
											pour façonner votre vie
dans cette direction.
											Quand nous sommes ouverts
aux émotions difficiles,
											nous pouvons générer des réponses
alignées avec nos valeurs.
									","
											Estudos revelam que aceitar
											todas as nossas emoções,
sem exceção,
											incluindo as complicadas e difíceis,
é o pilar da resiliência, do crescimento,
											e da verdadeira e autêntica felicidade.
											Mas a agilidade emocional é mais
do que uma mera aceitação das emoções.
											Também sabemos
que a precisão é importante.
											Na minha investigação,
constatei que as palavras são essenciais.
											Muitas vezes usamos rótulos simplistas
para descrever o que sentimos.
											""Estou stressado"" é o que ouço mais.
											Mas há uma enorme diferença
entre ""stress"" e deceção,
											entre ""stress"" e o horror de reconhecer
estar na profissão errada.
											Quando classificamos as emoções
corretamente,
											discernimos melhor a causa exata
dos nossos sentimentos.
											Aquilo a que os cientistas chamam
potencial de prontidão no cérebro
											é ativado, permitindo-nos
tomar medidas concretas.
											Mas não são umas medidas quaisquer,
são as melhores para nós.
											Como as nossas emoções são dados,
									","
											Unsere Gefühle sind wie Blinklichter
zu den Dingen, die uns am Herzen liegen.
											Gewöhnlich zeigen wir
keine starken Emotionen
											bei Dingen, die in unseren
Lebensbereichen nichts bedeuten.
											Wenn Sie beim Lesen
der Nachrichten wütend werden,
											ist diese Wut vielleicht
ein Zeichen dafür,
											dass Sie Gerechtigkeit
und Fairness wertschätzen —
											und eine Chance
aktiv Schritte zu unternehmen
											Ihr Leben dahingehend zu gestalten.
											Wenn wir uns den schweren Gefühlen öffnen,
											sind wir imstande
werteorientiert zu reagieren.
									",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
"
","
","
","
","
",The gift and power of emotional courage,Susan David,16:48,"communication,psychology,emotions,humanity,happiness,depression,personal growth,life,culture,business,social change,work,motivation"
