pt,es,tr,fr,de,title,speaker,duration,tags
"
											Vendi protetores de matrículas
de porta em porta.
											O meu pai fez-me ir procurar alguém
que mas vendesse por atacado.
											Aos nove anos,
eu circulava pela cidade de Sudbury
											a vendê-los de porta em porta
e de casa em casa.
											Lembro-me muito bem
de um cliente em particular
											porque eu fazia mais coisas
para estes clientes.
											Eu vendia jornais.
											Aquele nunca me quis comprar o jornal.
											Mas eu queria vender-lhe
um protetor de placa de matrícula.
											E ele disse: ""Não preciso.""
											E eu: ""Mas você tem dois carros...""
— Eu tinha nove anos.
											""Você tem dois carros e eles não têm
protetores de matrícula.""
											E ele disse: ""Eu sei.""
											E eu: ""Este carro tem uma placa
toda dobrada para cima.""
											E ele: ""É da minha mulher.""
E eu: ""Porque é que não testamos um
											""no para-choques dianteiro do carro
para vermos se dura mais?""
											Eu sabia que havia dois carros
com duas placas cada um.
											Pelo menos, vendia um.
											Aprendi isso de tenra idade.
									","
											Vendí protectores de matrículas de puerta en puerta.
											Mi papá realmente me hizo ir a buscar a alguien
											que me las vendiera al por mayor.
											Y a los 9 años caminaba por la ciudad de Sudbury
											vendiendo protectores de matrículas de puerta en puerta.
											Y recuerdo a este cliente de forma vívida
											porque hice también algunas otras cosas con estos clientes.
											Vendí periódicos.
											Y él jamás me compraría un periódico.
											Pero yo estaba convencido que me iba a comprar un protector de matrículas.
											Y él como que ""pues, no lo necesitamos"".
											Y yo le decía: ""Pero tienen dos autos"" — tengo 9 años.
											Y yo: ""Pero tiene dos autos y no tienen protectores de matrícula"".
											Y él me decía: ""Lo sé"".
											Y yo dije: ""El auto de aquí tiene una matrícula toda abollada"".
											Y él dijo: ""Sí, ese es el auto de mi esposa"". Y yo dije: ""¿Por qué no probamos uno
											en el frente del auto de su esposa y vemos si dura más"".
											Así que sabía que había dos autos con dos matrículas en cada uno.
											Si no podía vender las cuatro, podía vender al menos una.
											Aprendí eso a muy corta edad.
									","
											Kapı kapı dolaşıp plaka koruyucuları sattım.
											Babam aslında benden bana bu şeyleri
											toptan satacak birini bulmamı istedi.
											Dokuz yaşında, Sudbury şehrinde kapı kapı dolaşıp
											plaka koruyucuları sattım.
											Özellikle bir müşteriyi çok iyi hatırlıyorum;
											çünkü bu müşterilerle başka işler de yaptım.
											Gazete sattım.
											Bu adam benden hiç gazete almazdı.
											Ama onu plaka koruyucusu almaya ikna edeceğimden emindim.
											“İyi de ihtiyacımız yok” dedi.
											Ben de “Ama iki arabanız var…” dedim – dokuz yaşındayım
											“Ama iki arabanız var ve plaka koruyucuları yok” dedim.
											O “Biliyorum” dedi.
											Ben “Buradaki arabanın plakası tamamen ezilmiş” dedim.
											Adam “Evet, o karımın arabası” dedi. Ben “Gelin, karınızın arabasının önünde
											koruyucu deneyelim ve daha uzun dayanıp dayanmayacağına bakalım” dedim.
											Böylece her birinde iki plaka olan iki araba olduğunu biliyordum.
											Dördünü satamasam bile en azından bir tane satabilirdim.
											Bunu erken bir yaşta öğrendim.
									","
											J'ai vendu des protections pour plaque d'immatriculation en porte à porte.
											Mon père m'a en fait poussé à trouver quelqu'un
											qui me vendraient ces trucs en gros.
											Et à neuf ans, j'ai fait le tour de la ville de Sudbury
											en vendant des protections pour plaque d'immatriculation au porte à porte.
											Et je me souviens très bien de ce client
											parce que j'ai aussi fait d'autres trucs avec ces clients.
											J'ai vendu des journaux.
											Et il ne voulait jamais m'acheter de journal.
											Mais j'étais convaincu qu'il allait m'acheter une protection pour plaque d'immatriculation.
											Et il était là, ""Bon, on n'en a pas besoin.""
											Et je lui ai dit, ""mais vous avez deux voitures..."" - j'ai neuf ans.
											Je lui dis, ""Mais vous avez deux voitures et elles n'ont pas de protection pour plaque d'immatriculation.""
											Et il dit, ""Je sais.""
											Et je lui dis, ""la voiture, là, a une plaque d'immatriculation qui est toute dentelée.""
											Et il me dit, ""Oui, c'est la voiture de ma femme."" Et je lui dis, "" Pourquoi ne pas en tester juste une
											sur le devant de la voiture de votre femme et voir si elle dure plus longtemps"".
											Donc je savais qu'il y avait deux voitures avec chacune deux plaques d'immatriculation.
											Si je ne pouvais pas en vendre quatre, je pouvais au moins en vendre une.
											J'ai appris ça très tôt.
									","
											Ich ging von Tür zu Tür und verkauft Nummernschild-Protektoren.
											Mein Vater brachte mich tatsächlich dazu jemanden zu finden,
											der es ermöglichte, diese Dinge im Großhandel zu verkaufen.
											Mit neun Jahren ging ich durch die Stadt von Sudbury
											und verkaufte Nummernschild-Protektoren von Tür zu Tür.
											An einen Kunden erinnere ich mich besonders gut,
											weil ich noch andere Geschäfte mit ihm machte.
											Ich verkaufte Zeitungen.
											Er wollte nie eine Zeitung von mir kaufen.
											Aber ich war sicher, dass ich ihn dazu bringen würde einen Nummernschild-Protektor zu kaufen.
											Er sagte: ""Wir brauche keinen.""
											Ich sage: ""Aber Sie haben zwei Autos ..."" - Ich bin neuen Jahre alt!
											Ich also: ""Aber Sie haben 2 Autos und beide haben keine Nummernschild-Protektoren.""
											Da sagt er:"" Ich weiß.""
											Und ich sage: ""Das Auto hier hat ein total verbeultes Nummernschild.""
											Und er sagt: ""Ja, das ist das Auto meiner Frau."" Ich sage: ""Warum testen wir nicht
											einen vorne am Auto ihrer Frau und sehen ob es länger hält.""
											Es gab also zwei Autos mit jeweils zwei Nummernschildern.
											Wenn ich auch nicht 4 verkaufen konnte, so doch wenigstens einen.
											Das lernte ich in diesem jungen Alter.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Fiz negócio com livros de BD.
											Quando tinha uns 10 anos,
vendia livros de BD
											no exterior da nossa vivenda
na Georgian Bay.
											Ia de bicicleta até à ponta da praia,
											comprava todos os livros de BD
aos miúdos pobres.
											Voltava para a outra ponta da praia
e vendia-os aos miúdos ricos.
											Para mim, era óbvio.
Comprar barato, vender caro.
											Esta procura aqui tem dinheiro.
											Não vendemos aos miúdos pobres;
eles não têm dinheiro, os ricos têm.
											Vamos apanhar algum. Era óbvio.
											É como uma recessão.
Temos uma recessão.
											Ainda há 13 biliões de dólares
a circular na economia dos EUA.
											Vou apanhar algum desse dinheiro.
Aprendi isso muito pequenino.
											Levei uma lição
— não revelem a vossa fonte —
											Levei uma sova ao fim
de quatro semanas
											porque um dos miúdos ricos descobriu
onde eu comprava os livros de BD,
											e não gostou de estar a pagar muito mais.
									","
											Hice arbitraje financiero de cómics.
											Cuando tenía unos 10 años vendí historietas
											fuera de nuestra casa de campo en la bahía de Georgia.
											E iría en bicicleta hasta el final de la playa
											y compraría todas las historietas de los niños pobres.
											Y luego regresaría a la otra punta de la playa y se las vendería a los niños ricos.
											Pero era obvio para mí, correcto. Comprar barato, vender caro.
											Uno tiene esta demanda por aquí que tiene dinero.
											No trates de venderle a los niños pobres; no tienen dinero. Los ricos lo tienen. Anda y toma un poco.
											Eso es obvio, correcto.
											Es como una recesión. Hay una recesión,
											todavía hay 13 billones de dólares en circulación en la economía de EE.UU.
											Ve a buscar algo de eso. Y aprendí eso a una corta edad.
											También aprendí a no revelar la fuente
											porque me apalearon después de cuatro semanas de hacer esto
											dado que uno de los niños ricos descubrió dónde estaba comprando las historietas
											y no le gustó el hecho de estar pagando mucho más.
									","
											Çizgi roman arbitrajı yaptım.
											Aşağı yukarı 10 yaşındayken, Georgian Koyu’ndaki
											evimizin dışında çizgi roman sattım.
											Bisikletimle kumsalın sonuna gider ve
											yoksul çocuklardan bütün çizgi romanlarını satın alırdım.
											Sonra kumsalın diğer ucuna gider ve kitapları zengin çocuklara satardım.
											Ama bu benim için çok barizdi, doğru. Düşük al, yüksek sat.
											Orada parayı elinde bulunduranların talebi söz konusuydu.
											Yoksul çocuklara satmaya kalkışma; nakitleri yok. Zenginlerin var. Git biraz kazan.
											Yani barizdi, doğru. Durgunluk gibi.
											Yani bir durgunluk var ama hala
											ABD ekonomisinde 13 milyon dolar dolaşımda.
											Bu paranın birazını da sen kazan. Bunu erken yaşta öğendim.
											Ayrıca kaynağını açıklamamayı da öğrendim;
											çünkü bu işi dört hafta kadar yaptıktan sonra
											zengin çocuklardan biri çizgi romanlarımı nereden aldığımı öğrendi ve
											çok daha fazlasını ödediği gerçeğinden hiç hoşlanmadı.
									","
											J'ai fait de la revente de bandes dessinées:
											Quand j'avais dix ans environ, je vendais des BD
											à partir de notre maison sur la baie Géorgienne.
											Et j'allais en vélo jusqu'au bout de la plage
											et j'achetais toutes les BD aux enfants pauvres.
											Et ensuite je retournais à l'autre extrémité de la plage et je les vendais aux enfants riches.
											Mais c'était évident pour moi. Achète à bas prix, revends cher.
											Vous avez cette demande d'un coté qui a l'argent.
											N'essayez pas de vendre aux enfants pauvres; ils n'ont pas de fric. Les gens riches en ont. Allez le chercher.
											Donc c'est évident, OK.
											C'est comme une récession. Donc, il y a une récession.
											Il y a toujours 13 milliards de dollars qui circulent dans l'économie américaine.
											Allez en chercher un peu. Et j'ai appris ça très tôt.
											J'ai aussi appris, ne révèle pas tes sources,
											car je me suis fait tabasser après quatre semaines à faire cela
											parce qu'un des enfants riches avait découvert où j'achetais mes BD,
											et il n'aimait pas le fait qu'il payait bien plus.
									","
											Ich machte Comic-Arbitrage:
											Mit 10 Jahren verkaufte ich Comics
											an unserem Ferienhaus an der Georgian Bay.
											Ich fuhr mit dem Fahrrad zum Ende des Strands
											und kaufte alle Comics der armen Kinder.
											Und dann fuhr ich zum anderen Ende des Strands und verkaufte sie an die reichen Kinder.
											Für mich war eines klar. Billig einkaufen, teuer verkaufen.
											Sie haben diese Nachfrage von jenen, die Geld haben.
											Versuche nicht armen Kindern etwas zu verkaufen, sie haben kein Geld, reiche Leute schon. Hol es dir.
											Das ist klar, oder.
											Es ist wie eine Rezession. Also, es gibt eine Rezession,
											es gibt immer noch 13 Billionen Dollar in der US-Wirtschaft
											Gehe und hole dir was davon. Das lernte ich in jungen Jahren.
											Ich lernte auch, dass man seine Quellen nicht offenbart,
											weil ich nach 4 Wochen verprügelt wurde,
											weil eins der reichen Kinder entdeckte, von wem ich meine Comics kaufte
											und er mochte es überhaupt nicht, dass er so viel mehr bezahlte.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Fui obrigado a entregar
jornais, aos 10 anos.
											Eu não queria, mas o meu pai disse:
											""Este vai ser o teu próximo negócio.""
											Não me arranjou só um, tive de ter dois,
											e ele quis que eu empregasse alguém
para entregar metade dos jornais.
											Assim fiz e apercebi-me
que o lucro estava nas gorjetas.
											Eu recolhia as gorjetas
e recebia o pagamento.
											Era eu que recebia por todos os jornais.
Ele apenas os entregava.
											Eu apercebera-me 
como conseguiria fazer dinheiro.
											Nessa altura, era definitivo,
eu não ia ser um empregado.
									","
											Fui obligado a obtener un reparto de diarios a los 10 años de edad.
											Yo realmente no quería un reparto de diarios,
											pero a los 10 mi papá dijo: ""Ese va a ser tu próximo negocio"".
											Así que no sólo me consiguió uno sino que tuve dos
											y luego quiso que contrate a alguien para que reparta la mitad de los diarios
											cosa que hice, y entonces me di cuenta que con propinas es como se hace todo el dinero.
											Así que recogería las propinas y recibiría el pago.
											Yo las recolectaría para todos los periódicos.
											Él sólo podría repartirlos.
											Porque entonces me di cuenta que podría hacer dinero.
											En este punto yo definitivamente no iba a ser un empleado.
									","
											10 yaşında gazete dağıtıcılığı yapmaya zorlandım.
											Aslında gazete dağıtıcılığı yapmak istemiyordum,
											ama 10 yaşında babam “Bir sonraki işin bu olacak” dedi.
											Yani bana sadece tek bir güzergah ayarlamayacaktı, iki tane güzergahım olacaktı
											ve sonra benden gazetelerin yarısını dağıtmak için birini tutmamı istedi.
											Ben de aynen öyle yaptım ve sonra bütün parayı bahşiş toplayarak kazandığınızı
											fark ettim. Böylece bahşişleri toplayacak ve ödeme alacaktım.
											Sonra gidip bütün gazeteler için bahşiş toplayacaktım.
											Öbürü sadece gazeteleri dağıtabilirdi.
											Çünkü sonrasında para kazanabileceğimi fark ettim.
											O andan itibaren, kesinlikle maaşlı olarak çalışmayacaktım.
									","
											J'ai été obligé de livrer des journaux à dix ans.
											J'avais pas vraiment envie de livrer des journaux,
											mais à dix ans, mon père m'a dit, "" Ca va être ta prochaine entreprise.""
											Donc non seulement il m'en obtenait un, mais je devais en obtenir deux,
											et après il a voulu que j'engage quelqu'un pour livrer la moitié des journaux,
											ce que j'ai fait, et ensuite j'ai réalisé que c'était en récupérant les pourboires qu'on se faisait de l'argent.
											Donc je récupérais les pourboires et j'obtenais le paiement.
											Je faisais ça pour tous les journaux.
											Il ne faisait que les livrer.
											Parce qu'alors j'ai réalisé que je pouvais me faire de l'argent.
											A partir de ce moment-là, je n'allais certainement pas être un employé.
									","
											Mi 10 Jahren sollte ich Zeitungen austragen.
											Ich wollte keine Zeitungen austragen,
											aber als ich 10 war, sagte mein Vater: ""Das ist dein nächstes Geschäft.""
											Er gab mir nicht nur eine Route, ich bekam sogar zwei
											und dann wollte er, dass ich jemanden einstelle, der die Hälfte der Zeitschriften austrägt,
											was ich tat, und dann realisierte ich, dass man mit Trinkgeld viel Geld machen kann.
											Ich würde die Trinkgelder bekommen und sie als Bezahlung nutzen.
											Also würde ich bei allen Zeitungslesern kassieren.
											Er würde die Zeitungen nur ausliefern.
											Da erkannte ich, dass ich so Geld machen konnte.
											Ab diesem Punkt war klar, dass ich definitiv kein Angestellter mehr werden würde.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											O meu pai tinha uma oficina
de reparação automóvel.
											Tinha partes de automóveis velhos
espalhadas no chão,
											que continham latão e cobre.
											Perguntei-lhe e ele disse
que deitava tudo fora.
											E eu: ""Ninguém paga por aquilo?""
E ele: ""Talvez.""
											Portanto, aos 10 anos
— há 34 anos —
											eu vi uma oportunidade naquela sucata.
											Vi que havia dinheiro no lixo.
											Andei a recolhê-lo nas oficinas
de automóveis, na minha bicicleta.
											Depois o meu pai levava-me
de carro, aos sábados,
											a uma empresa de reciclagem
de metais onde eu era pago.
											Eu achava que aquilo era fixe.
											Trinta anos depois, estamos a criar
1-800-TEM-FERRO-VELHO?
											e a ganhar dinheiro com isso.
									","
											Mi papá era dueño de una tienda de reparación de automotores.
											Tenía todas estas piezas de automóviles antiguos por ahí.
											Y tenían este viejo bronce y cobre.
											Y entonces le pregunté qué hacía con eso. Y me dijo que los tiraba.
											Y le dije: ""¿Pero alguien no te pagaría por eso?"" Y él dijo: ""Quizá"".
											Recuerden, a los 10 años, por ende hace 34 años
											vi una oportunidad en esto.
											Vi que había una oportunidad en la basura.
											Y la estaba recolectando de todas las tiendas de automóviles del área en mi bicicleta.
											Y entonces mi papá me llevaría los sábados
											a un reciclador de chatarra donde me pagaban.
											Y pensé que era algo ""cool"".
											Curiosamente, 30 años después, estamos construyendo 1-800-GOT-JUNK? (1-800-Tiene-basura?)
											y haciendo dinero con eso también.
									","
											Babamın bir otomobil ve sanayi tamirhanesi vardı.
											Etrafta bir sürü eski otomotiv parçası öylece yatardı.
											Eski pirinç ve bakır.
											Bunlarla ne yaptığını sordum. Sadece attığını söyledi.
											Ben de “Ama birileri bunlar için para ödemez mi?” diye sordum. Babam “Belki” dedi.
											Unutmayın, 10 yaşında – yani 34 yıl önce
											bu alanda fırsat gördüm.
											Çöpte para olduğunu gördüm.
											Sonrasında bisikletimle bölgedeki otomobil tamirhanelerinin hepsinden çöpleri
											toplamaya başladım. Sonra babam beni cumartesileri
											bir hurda metal geri dönüşümcüsüne götürürdü ve ben de paramı alırdım.
											Bunun muhteşem olduğunu düşünüyordum.
											Gayet tuhaf şekilde, 30 yıl sonra 1-800-GOT-JUNK? Hattını kuruyoruz ve
											bununla da para kazanıyoruz.
									","
											Mon père possédait un atelier automobile et industriel.
											Et il avait toutes ces pièces détachées qui trainaient.
											Et ils avaient toute cette féraille en laiton et en cuivre.
											Donc je lui ai demandé ce qu'il en faisait. Et il dit qu'il la jette.
											Et je lui réponds, ""Mais est-ce que quelqu'un ne te paierait pas pour ça?"" et il fait ""Peut-être.""
											Souvenez-vous à dix ans - donc il y a 34 ans
											J'ai vu une opportunité dans ce truc.
											Jai vu qu'il y avait de l'argent dans les ordures.
											Et en fait je les récupérais dans tous les garages automobiles du coin sur mon vélo.
											Et ensuite, mon père me conduisait le samedi
											chez un ferrailleur qui me payait.
											Et je trouvais que c'était plutôt cool.
											Aussi étrange que cela puisse paraître, 30 ans plus tard, on crée 0800-BRIC-A-BRAC?
											et on fait de l'argent avec ça aussi.
									","
											Mein Papa besaß eine Automobil- und industrielle Reparaturwerkstatt.
											Und er hatte all diese herumliegenden alten Automobilteile.
											Und sie waren aus altem Messing und Kupfer.
											Darum fragte ich ihn, was er damit vorhatte. Und er sagte er würde es wegwerfen.
											Und ich fragte: ""Kann man es nicht verkaufen?"" Und er antwortete: ""Vielleicht.""
											Da war ich 10 Jahre alt - das ist 34 Jahre her.
											Ich sah Potenzial in diesem Material.
											Ich sah Geld in diesem Müll.
											Ich sammelte es tatsächlich von allen Werkstätten in der Gegend mit dem Fahrrad ein.
											Mein Vater brachte mich dann samstags
											zu einer Schrottverwertungsfirma, der ich alles verkaufte.
											Ich fand das ziemlich cool.
											Schon seltsam, 30 Jahre später gründen wir 1-800-GOT-JUNK?
											und machen damit ebenfalls Geld.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Fiz estas almofadas de alfinetes
quando tinha 11 anos.
											Fizemos estas almofadas
para as mães no Dia da Mãe.
											Eram feitas com molas da roupa de madeira
											quando costumávamos
pendurar a roupa lá fora.
											Fazíamos estas cadeiras.
											Eu cosia estas almofadinhas.
											E podiam-se espetar alfinetes nelas.
											As pessoas costumavam coser e precisavam
de uma almofada de alfinetes.
											Apercebi-me que tinha de ter opções.
											Por isso pintava a spray
um monte delas em castanho.
											E assim, não dizia:
""Quer comprar uma?""
											Dizia: ""De que cor quer?""
											Tipo: ""Tenho 10 anos; 
não me vais dizer que não,
											especialmente se houver duas opções,
a castanha ou a cor natural.
											Aprendi esta lição de pequenino.
									","
											Construí estos pines cuando tenía 11 años en los boy scouts
											y hemos hecho estos pines para nuestras mamás para el Día de la Madre.
											E hicimos estos porta agujas con broches de madera
											cuando solíamos tender la ropa en los tendederos exteriores.
											Y uno tenía estas sillas.
											Y tenía estas pequeñas almohadillas que yo cosería.
											Y podían ponerse alfileres en ellas.
											Porque la gente solía coser y necesitaban almohadillas.
											Pero lo que me di cuenta era que había que tener opciones.
											Así que pinté una gran cantidad de marrón.
											Y luego cuando iba a la puerta, no decía: ""¿Quiere comprar una?""
											decía: ""¿De qué color quisiera?""
											Era como, tengo 10 años, no puede decirme que no a mí,
											en especial si tiene dos opciones: tiene las marrones y las claras.
											Así que aprendí esa lección a una edad temprana.
									","
											11 yaşındayken yavrukurt olarak şu küçük iğnedenlikleri yaptım;
											hani şu Anneler Günü’nde annelerimiz için yaptığımız iğnedenlikler.
											O iğnedenlikleri tahta çamaşır mandallarından yapardım –
											o zamanlar çamaşırları dışarıya, çamaşır iplerine asardık.
											Sonra o sandalyeleri yapardın.
											O küçük yastıkları dikerdik.
											Böylece üstüne iğneleri takabilirdin.
											Çünkü insanlar dikiş dikerlerdi ve bir iğnedenliğe ihtiyaç duyarlardı.
											Ama seçeneklerin olması gerektiğini fark etmiştim.
											Böylece bütün bir partiyi kahverengiye boyadım.
											Bir kapıya gittiğimde “Bir tane almak ister misiniz? diye sormuyordum,
											“Hangi rengi isterdiniz? diye soruyordum.
											10 yaşlarındaydım; bana hayır demezdiniz,
											özellikle de iki seçeneğiniz varsa; kahverengi ya da açık renk vardı.
											Yani bu dersi erken yaşta öğrendim.
									","
											J'ai fabriqué ces petites pelotes à épingles aux louveteaux quand j'avais onze ans,
											et on avait fait ces pelotes à épingles pour nos mamans pour la fête des mères.
											Et vous faisiez ces pelotes à épingles à partir de ces pinces à linges en bois -
											quand on avait l'habitude d'étendre le linge sur des cordes dehors.
											Et on faisait ces chaises.
											Et j'avais ces petits coussins que je cousais.
											Et on pouvait piquer les épingles dedans.
											Parce que les gens avaient l'habitude de coudre et ils avaient besoin d'une pelote à épingles.
											Mais j'ai réalisé qu'on doit avoir le choix.
											donc j'en ai peint à la bombe tout un tas en marron.
											Et quand j'allais à la porte, ce n'était pas, ""Voulez-vous en acheter un?""
											C'était, ""Quelle couleur voulez-vous?""
											Vous voyez, j'ai dix ans; vous n'allez pas me dire non,
											surtout si vous avez deux options; vous avez le marron ou le clair.
											Donc j'ai appris très tôt cette leçon.
									","
											Als 11-jähriger bastelte ich kleine Nadelkissen,
											wir schenkten sie unseren Müttern an Muttertag.
											Und man machte Nadelkissen mit hölzernen Wäscheklammern -
											die wir brauchten, um Wäsche draußen an Wäscheleinen zu hängen.
											Und man würde diese Stühle machen.
											Und ich hatte diese kleinen Kissen, die ich zusammennähte.
											Und man konnte Nadeln in sie hinstecken.
											Leute nähen und sie brauchen ein Nadelkissen.
											Was ich merkte war, dass man eine Wahl haben wollte.
											Also färbte ich eine ganze Reihe braun.
											Und wenn ich von Tür zu Tür ging lautete die Frage nicht: ""Möchten Sie eins kaufen?""
											Ich fragte: ""Welche Farbe hätten Sie gern?""
											Zu einem 10-jährigen wie mir, sagt man selten nein,
											besonders, wenn man eine Wahl hat, braun oder farblos.
											Das lernte ich in jungen Jahren.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
											Aprendi que o trabalho manual
é uma seca.
											Que aparar os relvados é brutal.
											Mas como aparei os relvados dos vizinhos
todo o verão e era pago para isso,
											percebi que aquele rendimento recorrente
de um cliente é espantoso.
											Que, se eu ganhar este cliente uma vez,
											e todas as semanas
for pago por essa pessoa,
											é bem melhor do que tentar vender
uma almofada de alfinetes a uma pessoa.
											Porque não lhe conseguimos vender mais.
											Adoro este modelo de rendimento recorrente
que aprendi em pequenino.
									","
											Aprendí que el trabajo manual realmente apesta.
											Bueno, como cortar el césped es lo peor.
											Pero debido a que tuve que cortar césped todo el verano para todos nuestros vecinos y me pagaban para hacer eso,
											me di cuenta que los ingresos recurrentes
											de un cliente es asombroso.
											Que si pesco este cliente una vez
											y cada semana esa persona me paga
											eso es mucho mejor que si intento vender
											una almohadilla a una persona.
											Porque no se le puede vender más.
											Así que me encantó ese modelo de ingresos recurrentes que aprendí a una edad temprana.
									","
											Ameleliğin gerçekten kötü olduğunu öğrendim.
											Doğru, çimenleri biçmek fecidir.
											Ama bütün yaz tüm komşuların çimenleri kesip karşılığında para kazandığım için,
											bir müşteriden kazanılan sürekli gelirin
											mükemmel olduğunu fark ettim.
											Bu müşteriyi bir kez kazanırsam ve
											her hafta bu kişiden ödeme alırsam,
											bu durum bir kişiye çamaşır mandalı
											satmaya çalışmaktan çok daha kolaydı.
											Çünkü ona daha fazla satamazdın.
											Yani küçük yaşta öğrenmeye başladığım bu sürekli gelir modelini seviyorum.
									","
											J'ai appris que le travail manuel, ça craint vraiment.
											N'est-ce pas, comme tondre les pelouses, c'est pénible.
											Mais parce que j'ai dû tondre des pelouses tout l'été pour tous nos voisins et me faire payer pour ça,
											j'ai réalisé qu'un revenu régulier
											de la part d'un client est extraordinaire.
											Que si je décroche un client une fois,
											et que toutes les semaines cette personne me paye,
											c'est bien mieux que d'essayer de vendre
											un truc de pelote d'épingle à une personne.
											Parce que vous ne pouvez pas leur en vendre plus.
											Donc j'adore ce modèle de revenu régulier que j'ai commencé à apprendre très jeune.
									","
											Ich lernte, dass Handarbeit wirklich ätzend ist.
											Rasen mähen ist brutal.
											Aber weil ich im Sommer für Geld alle Rasen in unserer Nachbarschaft mähte,
											fand ich die wiederkehrenden Einnahmen
											von einem Kunden schon verblüffend.
											Dass, wenn ich einmal einen Kunden habe,
											und jede Woche von dieser Person bezahlt werde,
											dass dieser Weg besser ist, als wenn man
											einmal an eine Person ein Nadelkissen verkauft.
											Weil man ihr nicht mehr verkaufen kann.
											Ich lernte früh dieses Modell der wiederkehrenden Einnahmen zu lieben.
									",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
"
","
","
","
","
",Let's raise kids to be entrepreneurs,Cameron Herold,21:24,"TEDx,business,children,education,entrepreneur,money,teaching"
