en,pt,fr,es,title,speaker,duration,tags
"
											Of course, today it's important
to understand and acknowledge
											that those benefits accrued
to some groups of people
											and not to others.
											It was not an equitable cultural momentum.
											But when we look today
in wonder and disgust, maybe,
											at the metropolis sprawl before us,
											we wonder if we're stuck.
											Are we stuck with the legacy
of that inequity?
											Are we stuck with this dystopian
traffic hellscape?
											Are we stuck with rampant
urban displacement,
											with environmental degradation?
											Are we stuck with social isolation
											or political polarization?
											Are these the inevitable
and permanent outcomes?
											Or are they the result
of our collective cultural decisions
											that we've made for ourselves?
											And if they are,
											can't we change them?
									","
											Claro, hoje é importante entender
e reconhecer
											que esses benefícios provisionaram
alguns grupos de pessoas
											e não a outros.
											Não foi um dinamismo cultural equitativo.
											Mas quando hoje olhamos com
admiração e desagrado, talvez,
											na expansão metropolitana perante nós,
											questionamo-nos se estamos presos.
											Estaremos presos ao legado dessa
falta de equidade?
											Estaremos presos a este distópico
trânsito infernal?
											Estaremos presos ao deslocamento
urbano desenfreado,
											à degradação ambiental?
											Estamos presos ao isolamento social
											ou à polarização politica?
											Serão estas as consequências
inevitáveis e permanentes?
											Ou serão o resultado das nossas
decisões culturais colectivas
											que tomámos para nós?
											E se forem,
											não podemos mudá-las?
									","
											Bien sûr, il faut aujourd'hui
comprendre et reconnaître
											que cela a plus avantagé
certains groupes de personnes
											au détriment d'autres.
											Ce n'était pas une transition
culturelle équitable.
											Mais lorsque l'on pense aujourd'hui
avec émerveillement ou dégoût, peut-être,
											à l'expansion urbaine avant nous,
											on se demande si l'on est coincés.
											Sommes-nous coincés
par l'héritage de cette inégalité ?
											Sommes-nous coincés dans cet enfer
dystopique de la circulation ?
											Sommes-nous coincés
par le déplacement urbain généralisé,
											par la dégradation de l'environnement ?
											Sommes-nous coincés
dans un isolement social
											ou la polarisation politique ?
											Ces résultats sont-ils
inévitables et permanents ?
											Ou bien sont-ils le résultat
de décisions culturelles collectives
											que nous avons prises nous-mêmes ?
											Si c'est le cas,
											pouvons-nous les changer ?
									","
											Por supuesto, hoy es importante
de entender y reconocer
											que estos beneficios se acumulen
en ciertos grupos de personas
											y no otros.
											No fue impulso cultural equitativo.
											Pero cuando miramos hoy en
asombro y disgusto, tal vez,
											en la expansión de la metrópolis
antes de nosotros,
											nos preguntamos
si estamos atrapados.
											¿Estamos atascados en la herencia
de la falta de equidad?
											¿Estamos atascados en este tráfico
distópico del infierno?
											¿Estamos atascados en este desplazamiento
urbano desenfrenado,
											con degradación ambiental?
											¿Estamos atascados en el
aislamiento social
											o polarización política?
											¿Son estos resultados
inevitables y permanentes?
											¿O son los resultados de 
nuestras decisiones culturales colectivas
											que hemos hecho
para nosotros?
											Y si así es,
											¿no podríamos cambiarlos?
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											What I have learned
from our experience in Atlanta
											is not an anomaly.
											Similar stories
are playing out everywhere,
											where people are reclaiming
not only old railroads,
											but also degraded urban waterways
and obsolete roadways,
											reinventing all of the infrastructure
											in their lives.
											Whether here in New York
											or in Houston
											or Miami,
											Detroit, Philadelphia,
											Seoul, Hong Kong, Singapore,
											Toronto and Paris,
											cities big and small all over the world
are reclaiming and reinventing
											this infrastructure for themselves,
											including the mother
of all catalyst infrastructure projects,
											the Los Angeles River,
											the revitalization effort
for which similarly started
											as a grassroots movement,
											has developed into a cultural momentum,
											and is now in the early stages
of being transformed
											into some kind of life-affirming
infrastructure again,
											this one with trails and parks
and fishing and boating
											and community revitalization,
											and of course, water quality
and flood control.
											It's already improving
the lives of people.
											It's already changing the way
the rest of us think about Los Angeles.
									","
											O que aprendi pela minha
experiência em Atlanta
											não é um caso anormal.
											Histórias semelhantes podem
ver-se em todo o lado,
											onde as pessoas estão a reclamar
não só ferrovias antigas,
											mas também aquedutos urbanos degradados
e estradas obsoletas,
											reinventando todas as infra-estruturas
											nas suas vidas.
											Quer seja aqui em Nova Iorque,
											ou em Houston,
											ou Miami,
											Detroit, Filadélfia,
											Seul, Hong Kong, Singapura,
											Toronto e Paris,
											cidades grandes e pequenas por todo
o mundo estão a reclamar e reinventar
											estas infra-estruturas para elas,
											incluindo a ""mãe"" de todos os projectos
de infra-estrutura catalisadores,
											o Rio Los Angeles.
											O esforço de revitalização que
começou de forma semelhante
											como um movimento popular,
											desenvolveu-se num dinamismo cultural,
											e agora está nas etapas iniciais
de ser transformado
											novamente numa espécie
de infra-estrutura inspiradora.
											neste caso com caminhos e parques,
locais para pesca e barcos
											e revitalização comunitária,
											e claro, qualidade da água
e controlo de cheias.
											Já está a melhorar as vidas
das pessoas.
											Já está a mudar a forma de os outros
pensarem sobre Los Angeles.
									","
											Ce que je retiens
de notre expérience à Atlanta
											n'est pas un cas à part.
											Des histoires similaires
ont lieu un peu partout,
											les gens réclament non seulement
d'anciens chemins de fer,
											mais aussi des cours d'eau urbains
dégradés et des chaussées obsolètes,
											en réinventant toute l'infrastructure
											dans leur vie.
											Que ce soit ici à New York
											ou à Houston
											ou Miami,
											Detroit, Philadelphie,
											Séoul, Hong Kong, Singapour,
											Toronto et Paris,
											les petites et grandes villes du monde
reconquièrent et réinventent
											cette infrastructure pour elles-mêmes,
											y compris la mère
de tous les projets moteurs,
											la rivière de Los Angeles:
											L'effort de revitalisation
qui a également commencé
											par un mouvement populaire
											s'est transformé
en une transition culturelle
											et en est désormais
aux premières étapes de sa transformation
											en une sorte d'infrastructure
porteuse d'un message de vie,
											avec des chemins et des parcs,
des endroits pour la pêche et les bateaux
											et la revitalisation de la communauté,
											et bien sûr, la qualité de l'eau
et la prévention des inondations.
											Cela améliore déjà la vie des gens.
											Cela change déjà la manière
dont nous autres percevons Los Angeles.
									","
											Lo que he aprendido
de nuestra experiencia en Atlanta
											no es una anomalía.
											Historias similares 
suceden en varios lugares,
											donde la gente está reclamando
no sólo viejas vías férreas,
											sino también vías acuáticas urbanas
degradados y calzadas obsoletas,
											reinventando toda la infraestructura
											en sus vidas.
											Sea aquí en Nueva York
											o en Houston
											o Miami,
											Detroit, Filadelfia,
											Seúl, Hong Kong, Singapur,
											Toronto y París,
											grandes y pequeñas ciudades en todo el
mundo están reclamando y reinventando
											esta infraestructura para sí mismas,
											incluyendo la madre de todos los proyectos
catalizadores de infraestructura,
											el río Los Angeles,
											el esfuerzo de revitalización
que empezó similarmente
											como un movimiento popular,
											se ha desarrollado
en un impulso cultural,
											y está ahora en las etapas iniciales
de ser transformado
											en una clase de infraestructura
que reafirma la vida,
											ésta con caminos, parques, 
pesca, paseo en barco
											y revitalización comunitaria,
											y por supuesto, calidad de agua
y control de inundación.
											Está ya mejorando
la vida de los personas.
											Está ya cambiando la manera que el resto
de nosotros piensa de Los Angeles.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											This is more than just infrastructure.
											We're building new lives for ourselves.
											It's a movement that includes
local food, urban agriculture,
											craft beer, the maker movement,
											tech and design — all of these things,
early indicators of a really radical shift
											in the way we build cities.
											We're taking places like this
											and transforming them into this.
											And soon this.
									","
											Isto é mais do que
apenas infra-estruturas.
											Estamos a construir novas vidas
para nós mesmos.
											É um movimento que inclui
comida local, agricultura urbana,
											cerveja artesanal,
um movimento de artesanato,
											tecnologia e design.
											Tudo isto são indicadores
iniciais de uma mudança radical
											na forma como construímos cidades.
											Estamos a pegar em lugares como este
											e a transformá-los nisto.
											E brevemente, isto.
									","
											C'est plus qu'une simple infrastructure.
											Nous nous construisons de nouvelles vies.
											Ce mouvement inclut les aliments locaux,
l'agriculture urbaine,
											la bière artisanale, la culture maker,
											la technologie et le design :
des indicateurs d'un changement radical
											dans la manière de construire les villes.
											Nous partons d'endroits comme ceci
											pour les transformer comme cela.
											Et bientôt, cela.
									","
											Esto es más que solo infraestructura.
											Estamos construyendo nuevas vidas
para nosotros mismos.
											Es un movimiento que incluye comida
local, agricultura urbana,
											cerveza artesanal,
la cultura del hacedor,
											tecnología y diseño, todas estas cosas,
											indicadores tempranos
de un cambio muy radical
											en el modo que construimos ciudades.
											Estamos tomando lugares como éste
											y transformándolos en esto.
											Y pronto esto.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											And this is all exciting and good.
											We're changing the world for the better.
											Good for us!
											And it is awesome — I mean that.
											But our history of sprawl,
											and from what we can already see
with these catalyst projects today,
											we know and must remember
											that big changes like this
don't usually benefit everyone.
											The market forces unleashed
by this cultural momentum
											often include the seemingly unstoppable
											and inevitable cycle of rising taxes,
prices and rents.
									","
											E isto é muito empolgante e bom.
											Estamos a mudar o mundo para melhor.
											Bom para nós!
											E é assombroso, a sério.
											Mas a nossa história de expansão,
											e do que já podemos ver hoje
com estes projectos catalisadores,
											nós sabemos e devemos lembrar
											que grandes mudanças assim não
costumam beneficiar todos.
											As forças do mercado desencadeadas
por este dinamismo cultural
											costumam incluir um ciclo de aumento
de impostos, preços e rendas,
											aparentemente imparável e inevitável.
									","
											C'est à la fois passionnant et positif.
											Nous changeons le monde pour l'améliorer.
											Tant mieux !
											C'est génial, vraiment.
											Mais de par notre histoire d'expansion
											et de ce que nous pouvons déjà voir
de ces projets moteurs aujourd'hui,
											nous savons et devons nous rappeler
											que de grands changements comme ceux-là
ne profitent généralement pas à tous.
											Les forces commerciales libérées
par cette transition culturelle
											comprennent souvent le cycle imparable
											et inévitable de l'augmentation
des impôts, des prix et des loyers.
									","
											Y todo es tan excitante y bueno.
											Estamos cambiando el mundo para mejor.
											¡Bueno para nosotros!
											Y es asombroso.
											Pero en nuestra historia de expansión,
											y de lo que ya podemos ver
con estos proyectos catalizadores hoy día,
											sabemos y debemos recordar
											estos grandes cambios como éste
normalmente no benefician a todos.
											Las fuerzas del mercado desatadas
por este impulso cultural
											a menudo incluyen el ciclo
aparentemente imparable
											e inevitable de impuestos, precios
y alquileres en alza
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											This is urgent.
											If we care, we have to stand up
											and speak out.
											This should be a call to action,
											because the answer can't be
to not improve communities.
											The answer can't be to not build parks
and transit and grocery stores.
											The answer can't be
to hold communities down
											just to keep them affordable.
											But we do have to follow through
and address the financial realities
											that we're facing.
											This is hard, and it won't
happen on its own.
											We can do it, and I'm committed
to this goal in Atlanta,
											to sticking up again for people
who made it possible in the first place.
											We can't call it a success without them.
											I certainly can't,
											because the people I made
commitments to all those years
											weren't abstract populations.
											They're my friends and neighbors.
											They're people that I love.
									","
											Isto é urgente.
											Se nos preocupamos, temos de resistir
											e fazer ouvir a nossa voz.
											Isto devia ser uma chamada à acção,
											porque a resposta não pode ser
não melhorar as comunidades.
											A resposta não pode ser não construir
parques e tráfego e supermercados.
											A resposta não pode ser
pôr as comunidades de lado
											só para as manter acessíveis.
											Temos sim que seguir e enfrentar
as realidades financeiras
											que encontramos.
											Isto é difícil,
e não acontecerá por si só.
											Nós podemos fazê-lo, e eu estou
dedicado a este fim em Atlanta,
											a defender as pessoas que
o tornaram possível desde o início.
											Não poderíamos
chamar-lhe sucesso, sem elas.
											Eu não posso decerto,
											porque as pessoas com que me
comprometi por todos estes anos
											não eram populações abstractas.
											São os meus amigos e vizinhos.
											São pessoas que eu adoro.
									","
											C'est urgent.
											Si cela nous importe,
nous devons nous affirmer
											et dire ce que nous pensons.
											Ce pourrait être un appel à l'action,
											car la réponse ne peut pas être
de ne pas améliorer les communautés,
											de ne pas construire de parcs
ni de transports, ni de supermarchés.
											La réponse ne peut pas être
de laisser des communautés à part
											pour qu'elles restent abordables.
											Mais nous devons suivre
et envisager les réalités financières
											auxquelles nous faisons face.
											C'est dur et ne se fera pas tout seul.
											Nous pouvons le faire,
et je m'engage à Atlanta
											à rester soudé avec les gens
qui ont rendu le projet possible.
											Sans eux, on ne pourrait pas
parler de réussite.
											Surtout pas moi,
											car les gens pour lesquels
je me suis engagé ces années
											ne sont pas des populations abstraites.
											Ce sont mes amis et mes voisins,
											des personnes que j'aime.
									","
											Esto es urgente.
											Si nos interesa, tenemos que levantarnos
											y hablar.
											Esto debe ser una llamada a la acción,
											porque la respuesta no puede ser
no mejorar las comunidades.
											La respuesta no puede ser no construir
parques, tránsito y tiendas.
											La respuesta no puede ser
oprimir las comunidades
											para sólo mantenerlas rentables.
											Sino tenemos que seguir y abordar
las realidades financieras
											que estamos afrontando.
											Esto es difícil,
y no sucederá por sí solo.
											Podemos hacerlo, estoy comprometido
con esta meta en Atlanta,
											de dar la cara de nuevo por las personas
que hicieron esto posible en primer lugar.
											No podemos llamarlo un éxito sin ellos.
											No puedo,
											porque la gente con la que me 
comprometí todos estos años
											no fueron poblaciones abstractas.
											Ellos son mis amigos y vecinos.
											Ellos son la gente que amo.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											So even though it started
as my graduate thesis
											and I'm working hard for 16 years
with thousands of people
											to help make this thing come to life,
											I know and believe that who
the BeltLine is being built for
											is just as important
as whether it's built at all.
											Not just in Atlanta,
											but locally and globally,
											we have to understand
											this accountability to the people
whose lives we are changing,
											because this is us.
											We are the lives we're talking about.
											These places aren't inevitable.
											The places we live aren't inevitable,
											and if we want something different,
we just need to speak up.
											We have to ensure that change
comes on our terms.
											And to do that,
											we have to participate actively
in the process of shaping change.
									","
											Apesar de ter começado
como a minha tese
											e de estar, há 16 anos, a trabalhar
arduamente, com centenas de pessoas,
											para ajudar isto a acontecer,
											eu sei e acredito as pessoas para as quais
a BeltLine está a ser construída
											são tão importantes como o facto
de ser ou não construída.
											Não apenas em Atlanta,
											mas local e globalmente,
											temos de entender
											esta responsabilidade perante as pessoas
a quem estamos a mudar a vida,
											porque isto somos nós.
											Nós somos as vidas de que falamos.
											Estes locais não são inevitáveis.
											Os locais onde vivemos não são
inevitáveis,
											e se queremos algo diferente,
apenas temos de nos exprimir.
											Temos de nos assegurar que a mudança
vem nos nossos termos.
											E para tal,
											temos de participar activamente
no processo de mudança pro-activa.
									","
											Même si ce projet a commencé
par ma thèse de fin d'études
											et que j'ai travaillé dur pendant 16 ans
avec des milliers de gens
											pour que ce projet voie le jour,
											Je crois que les personnes pour lesquelles
la BeltLine a été construite
											sont aussi importantes
que sa construction en elle-même.
											Pas seulement à Atlanta,
											mais localement et mondialement,
											nous devons comprendre
											cette responsabilité envers les gens
dont les vies changent
											parce que c'est nous.
											Nous sommes les vies dont nous parlons.
											Ces endroits ne sont pas des fatalités.
											Les endroits où nous vivons
ne sont pas des fatalités.
											Si nous voulons changer les choses,
nous devons prendre la parole.
											Nous devons poser nos conditions
pour le changement.
											Et pour ce faire,
											nous devons participer activement
au processus de création du changement.
									","
											Aunque sólo empezara 
como mi tesis de graduación
											y estoy trabajando duro por 16 años
con miles de personas
											para que esto tenga vida,
											sé y creo que para quienes
el BeltLine está siendo construido
											es tan importante
como la construcción en si misma.
											No sólo en Atlanta,
											pero localmente y globalmente,
											tenemos que entender
											esta responsabilidad con la gente
cuyas vidas están cambiando,
											porque esto es nosotros.
											Somos las vidas de las que hablamos.
											Estos lugares no son inevitables.
											Los lugares que vivimos no 
son inevitables.
											y si queremos algo diferente,
necesitamos hablar.
											Tenemos que asegurar que el
cambio venga en nuestros términos.
											Y para hacerlo,
											tenemos que participar activamente
en el proceso de darle forma al cambio.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											Thank you.
									","
											Obrigado.
									","
											Merci.
									","
											Gracias.
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
"
","
","
","
",How an old loop of railroads is changing the face of a city,Ryan Gravel,11:26,"infrastructure,cities,environment,garden,urban planning,design,TEDNYC"
