pt,fr,de,title,speaker,duration,tags
"
											O problema foi que,
após alguns anos a fazer isto,
											percebi que tinha feito
											— tinha ido a talvez 
a seis ou sete programas —
											e pensei: se continuar a este ritmo,
											ao longo de toda a minha carreira,
											se calhar conseguirei ir 
talvez a 20 ou 30 programas.
											O problema é que, 20 ou 30 programas,
											treinar 20 ou 30 programas
a usar esta tecnologia,
											tem um impacto muito pequeno.
											Nos países em desenvolvimento, 
é enorme a procura disto,
											a necessidade de melhores programas 
para processar dados
											apenas na saúde, sem falar noutras áreas.
											Existem milhões e milhões de programas,
											milhões de clínicas que precisam
de acompanhar os medicamentos,
											milhões de programas de vacinação.
											Há escolas que precisam 
de controlar a assiduidade.
											Existem todas estas coisas
											que precisam de dados.
											Apercebi-me que, se continuasse
do mesmo modo,
											dificilmente causaria algum impacto
											quando chegasse ao final da minha carreira.
									","
											Le problème, après quelques années 
passées à faire ça,
											c'est que j'ai réalisé que j'avais fait
— j'avais été voir peut-être
											six ou sept programmes, et je me suis dit,
											si je continue à cette vitesse
											pendant toute ma carrière, je vais peut-être
											aller voir 20 ou 30 programmes.
											Mais le problème, c'est que 20 ou 30 programmes,
											former 20 ou 30 programmes 
à utiliser cette technologie,
											c'est une petite goutte d'eau dans l'océan.
											Le demande, la nécessité d'avoir des données 
pour que les programmes soient plus efficaces
											rien que dans la santé, 
sans parler de tous autres domaines
											dans les pays en voie de développement, 
est énorme.
											Il y a des millions et des millions 
de programmes,
											des millions de dispensaires qui ont besoin
de suivre les médicaments,
											des millions de programmes de vaccination.
											Il y a les écoles qui ont besoin 
de suivre la présence des élèves.
											Il y a toutes ces choses différentes
											qui ont besoin de données pour fonctionner.
											Et j'ai réalisé que si continuais à faire
ce que je faisais,
											je ne changerais presque rien
											d'ici la fin de ma carrière.
									","
											Das Problem war, nachdem wir es 
ein paar Jahre so gemacht hatten,
											merkte ich, dass ich vielleicht bei
											6 oder 7 Programmen war, und wissen Sie,
											ich dachte, wenn ich das in 
diesem Tempo weiter mache,
											meine ganze Karriere lang, gehe ich vielleicht
											zu insgesamt 20 oder 30 Prgrammen.
											Aber das Problem ist, 20 oder 30 Programmen
											das Benutzen dieser Technologie beizubringen,
											ist nur ein Tropfen auf den heißen Stein.
											Die Nachfrage danach, der Bedarf an besseren 
Programmen zur Datenverarbeitung,
											allein im Gesundheitswesen, von den 
anderen Bereichen in Entwicklungsländern
											ganz zu schweigen, ist gewaltig.
											Es gibt Abermllionen von Programmen,
											Millionen von Kliniken, die
Medikamente katalogisieren müssen,
											Millionen von Impfprogrammen.
											Es gibt viele Schulen, 
die die Anwesenheit verfolgen müssen.
											Es gibt all diese verschiedenen Programme,
											um an die Daten zu kommen, die wir brauchen.
											Und ich merkte, wenn ich so weiter machte,
											werde ich quasi kaum etwas erreicht haben
											am Ende meiner Karriere.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Então comecei a puxar pelo meu cérebro
											a tentar pensar sobre o processo 
que estava a fazer,
											como estava a treinar o pessoal,
e quais os pontos a afectar o desempenho,
											quais os obstáculos que
impediam de fazer mais depressa
											e de modo mais eficiente?
											Infelizmente, após pensar 
sobre isto durante algum tempo,
											apercebi-me...

											Identifiquei o principal obstáculo.
											O principal obstáculo era afinal,
											— e é uma triste constatação —
											o maior obstáculo era eu.
									","
											J'ai donc commencé à me demander,
											à me creuser les méninges, pour réfléchir
											au processus que j'étais en train de suivre,
											comment je formais les gens,
quels étaient les freins,
											et quels obstacles empêchaient
de le faire plus vite
											et plus efficacement.
											Et malheureusement, après avoir réfléchi à cela 
pendant un certain temps,
											j'ai réalisé — j'ai identifié l'obstacle principal.
											L'obstacle principal, en fin de compte,
											et c'est une triste prise de conscience,
											l'obstacle principal, c'était moi.
									","
											Also fing ich an, mir den Kopf zu zerbrechen,
											darüber nachzudenken, wissen Sie,
											was genau der Prozess war, den ich durchlief,
											wie schulte ich Leute, was waren die Engpässe,
											was waren die Hürden, 
um die Sache schneller zu machen,
											und sie effizienter zu machen?
											Nachdem ich einige Zeit nachgedacht hatte,
											identifiziert ich unglücklicherweise 
das Haupthindernis.
											Und das Haupthindernis war, 
wie sich herausstellte,
											– und das war eine traurige Erkenntnis –
											war ich selbst.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											O que quero dizer com isto?
											Eu desenvolvi um processo
											no qual eu era o centro do universo
desta tecnologia.
											Se quisessem usar esta tecnologia,
tinham de me contactar.
											Precisavam de saber que eu existia.
											Tinham de ter dinheiro para me pagar
											para voar até ao vosso país
											e dinheiro para pagar o hotel
											e a minha taxa por período e por dia.
											Estamos a falar de cerca 
de 10 ou 20 ou 30 mil dólares,
											se eu tivesse tempo,
se encaixasse na minha agenda
											e se eu não estivesse de férias.
											Em suma, qualquer sistema que depende
											duma única pessoa, ou de
duas ou três ou cinco pessoas,
											simplesmente não se desenvolve.
											Isso é um problema, pois 
precisamos de desenvolver esta tecnologia
											e temos de o fazer agora.
									","
											Qu'est-ce que je veux dire par là ?
											J'avais développé un processus dans lequel
											j'étais le centre de l’univers de cette technologie.
											Si vous vouliez utiliser cette technologie,
il fallait me contacter.
											Et pour cela, il fallait savoir que j'existe.
											Ensuite il fallait trouver de l'argent pour payer
											mon voyage jusque dans votre pays,
											et l'argent pour payer mon hôtel
											et mes indemnités journalières
et mon tarif journalier.
											On pouvait donc parler de 10 000,
de 20 000 ou de 30 000 dollars
											à condition que j'aie le temps
ou que cela soit compatible avec mon agenda,
											et que je ne sois pas en vacances.
											Ce que je veux dire, c'est que
n'importe quel système qui dépend
											d'un seul être humain,
ou de deux, trois ou cinq êtres humains,
											ça ne peut pas fonctionner à grande échelle.
											C'est un problème
pour lequel nous avons besoin
											de cette technologie à grande échelle, 
et nous en avons besoin tout de suite.
									","
											Was meine ich damit?
											Ich hatte einen Prozess entwickelt, durch den
											ich der Mittelpunkt des Universums 
für diese Technologie war.
											Wenn man diese Technologie benutzen wollte, 
musste man erst mit mir in Kontakt treten.
											Das heißt, man musste wissen, dass ich existierte.
											Und dann musste man das Geld finden, 
um mich zu bezahlen,
											damit ich zu einem ins Land flog,
											und das Geld für mein Hotel,
											meine Tagesspesen und meinen Tagessatz.
											Man könnte da von 10.000, 20.000 
oder 30.000 Dollar sprechen,
											wenn ich überhaupt die Zeit hatte
oder es in meinen Plan passte,
											und ich nicht gerade im Urlaub war.
											Der Punkt ist, dass jedes System, das von nur
											einer Person, oder 2, 3 oder 5 Personen abhängt,
											einfach nicht groß genug wird.
											Und dies ist ein Problem, für das wir 
eine angemessene Anpassung
											der Technologie brauchen, und zwar sofort.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Portanto comecei a pensar
em maneiras de basicamente
											me retirar do processo.
											Estive a pensar
											como retirar-me do processo
											durante bastante tempo.
											Sabem, eu fui treinado em que
											a forma como se distribui a tecnologia
no desenvolvimento internacional
											é sempre baseada em consultores.
											É sempre com pessoas parecidas comigo
											que voam de países como este
											para outros países com pele mais escura.
											Chegamos lá, gastamos dinheiro
em passagens áreas,
											gastamos tempo e diárias,
											e gastamos num hotel
e em todas essas coisas.
											Tanto quanto sabia, essa era a única forma
											de distribuir tecnologia,
e não conseguia descobrir outra maneira.
									","
											J'ai donc commencé à réfléchir à des moyens
											de me faire sortir du processus.
											Vous savez, je me suis demandé
											comment je pouvais me faire sortir du processus
											pendant un certain temps.
											J'avais été formé pour penser
											que lorsqu'on distribue de la technologie
pour le développement international,
											c'est toujours en passant par un consultant.
											C'est toujours des personnes dans mon genre,
											qui viennent de pays comme celui-ci,
											et qui vont dans d'autres pays 
avec des gens à la peau plus sombre.
											Et on va là, et on dépense de l'argent
pour les billets d'avion,
											et on dépense du temps,
et des indemnités journalières,
											et on paie une chambre d'hôtel, 
et on dépense de l'argent pour toutes ces choses.
											À ma connaissance, c'était le seul moyen
											pour distribuer des technologies, 
et je ne parvenais pas à en trouver un autre.
									","
											Also begann ich über Wege nachzudenken, bei denen
											ich mich selbst aus dem Spiel nehmen konnte.
											Und, wissen Sie, ich dachte über
											""Wie kann ich mich aus dem Spiel nehmen?""
											eine ganze Weile nach.
											Wissen Sie, ich war so ausgebildet,
											dass die Verbreitung von Techonologie 
in der internationalen Entwicklung,
											immer beraterbasiert war.
											Es gibt immer Typen, die so wie ich aussehen,
											die aus Ländern anfliegen, die etwa so aussehen,
											in andere Ländern, wo Leute dunklere Haut haben.
											Und man geht dahin, gibt Geld für den Flieger aus,
											man braucht Zeit und Tagesspesen,
											und man bezahlt für ein Hotel und all diese Sachen.
											Das war, soweit ich wusste, der einzige Weg,
											wie man Technologie verbreiten konnte, 
und ich fand keinen Weg drum herum.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Mas o milagre acabou por acontecer.
											Vou-lhe chamar Hotmail, para facilitar.
											Podem não pensar no Hotmail
como algo milagroso,
											mas para mim foi, porque reparei,
											enquanto lutava com este problema,
											— estava a trabalhar na África subsaariana
na maior parte do tempo —
											notei que os trabalhadores da saúde 
na África subsaariana,
											com quem trabalhava,
tinham uma conta de Hotmail.
											Eu pensei, veio-me à cabeça,
											espera aí, eu sei 
que as pessoas do Hotmail
											de certeza não voam para o
Ministério da Saúde do Quénia
											para treinar as pessoas
a usarem o Hotmail.
											Então, estas pessoas
estão a distribuir tecnologia.
											Estão a colocar capacidade
de ""software"" por aí
											mas não estão a voar pelo mundo.
											Tenho de pensar um pouco mais sobre isto.
											Enquanto pensava,
as pessoas começaram a usar
											ainda mais coisas como estas,
tal como nós usávamos.
											Começaram a usar o LinkedIn e o Flickr,
											o Gmail e o Google Maps,
todas essas coisas.
											Claro, todas estas coisas são
baseadas na nuvem
											e não requerem qualquer treino.
											Não requerem programadores.
											Não requerem consultores,
											porque o modelo de negócio,
de todos esses negócios
											requer que seja tão simples

											que possa ser usado 
com pouco ou nenhum treino.
											Só tem de vos chegar aos ouvidos
e irem ao ""website"".
									","
											Mais le miracle qui s'est produit,
											je vais l'appeler Hotmail, pour faire court.
											Vous ne pensez peut-être pas que
Hotmail est un miracle,
											mais pour moi c’en était un,
parce que j'ai remarqué,
											au moment où je luttais avec ce problème,
											— je travaillais principalement 
en Afrique subsaharienne à cette époque —
											j'ai remarqué que chaque travailleur de la santé 
avec qui je travaillais
											en Afrique subsaharienne,
avait un compte Hotmail.
											Et j'ai pensé, je me suis dit soudainement :
											attends un peu, je sais que
les représentants de Hotmail
											ne sont pas venus
au Ministère de la Santé du Kenya
											pour former les gens à utiliser Hotmail.
											Donc ces gens distribue une technologie.
											Ils font circuler des logiciels
et la capacité à les utiliser,
											mais ils ne voyagent pas à travers le monde.
											Je dois réfléchir à cela un peu plus.
											Pendant que j'y réfléchissais,
les gens ont commencé à utiliser
											encore plus de choses de ce genre, 
tout comme nous.
											Ils ont commencé à utiliser LinkedIn et Flickr,
											Gmail et Google Maps, toutes ces choses.
											Naturellement, toutes ces choses
sont basées sur le cloud
											et ne nécessitent aucune formation.
											Ils n'ont pas besoin des programmeurs.
											Ils n'ont pas besoin des consultants,
parce que
											le modèle commercial de ces entreprises
											exige que le service soit si simple 
que nous pouvons l'utiliser nous-mêmes
											avec peu ou pas de formation.
											Il faut juste en entendre parler 
et aller voir le site web.
									","
											Doch das Wunder, das dann geschah,
											nenne ich kurz ""Hotmail"".
											Nun, sie können sagen, 
dass Hotmail kein Wunder war,
											aber für mich war es eins, weil ich merkte,
											als ich so mit meinem Problem kämpfte,
											ich arbeitete meistens in Subsahara-Afrika.
											Ich merkte, dass jeder im Gesundheitswesen 
Tätige Schwarzafrikaner,
											mit dem ich arbeitete, einen Hotmail-Account hatte.
											Und ich dachte – ein Gedanke kam mir,
											warte mal, ich weiß, dass die Hotmail-Leute
											sicherlich nicht zum Gesundheitsministerium 
von Kenia geflogen sind,
											um den Leuten beizubringen, 
wie man Hotmail benutzt.
											Also verbreiteten diese Leute Technologie.
											Sie brachten Software-Kapazität an die Leute,
											ohne wirklich um die ganze Welt zu fliegen.
											Darüber muss ich mehr nachdenken.
											Während ich darüber nachdachte, 
fingen die Leute an
											noch mehr von den Dingen 
zu benutzen, wie wir eben auch.
											Sie fingen an LinkedIn
und Flickr zu benutzen,
											und Gmail und Google Maps, all diese Sachen.
											Diese Sachen sind natürlich alle cloudbasiert,
											und erfordern kein Training.
											Sie erfordern keinen Programmierer.
											Sie erfordern keinen Berater, weil
											das Geschäftsmodell all dieser Unternehmen ist,
											dass alles so simpel ist, 
dass wir es selber benutzen,
											mit wenig oder gar keiner Schulung.
											Man muss nur davon gehört haben 
und auf die Webseite gehen.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Então pensei, o que aconteceria
se construíssemos um ""software""
											que substituísse os meus
serviços de consultoria?
											Em vez de treinar as pessoas
											a colocar formulários
em dispositivos móveis,
											vamos criar um ""software"" 
que lhes permita fazer isso ,
											sem treino e sem eu estar envolvido.
											Foi exactamente isso que fizemos.
									","
											Je me suis donc demandé 
ce qui arriverait si nous développions un logiciel
											pour faire ce que je faisais comme consultant ?
											Plutôt que de former les gens
											à mettre les formulaires sur des appareils portables,
											créons un logiciel qui leur permette 
de le faire eux-mêmes
											sans formation et sans moi.
											Et c'est exactement ce que nous avons fait.
									","
											Und ich dachte, was würde passieren, 
wenn wir eine Software entwickeln,
											die meinen Beratungsjob übernimmt?
											Statt den Leuten beizubringen,
											wie man die Formulare auf die Handys packt,
											sollten wir eine Software entwickeln, 
die es ihnen ermöglicht, das selbst zu tun,
											ohne Übung und ohne mein Zutun.
											Und genau das haben wir gemacht.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Criámos um ""software"" chamado Magpi,
											que tem um criador de formulários ""online"".
											Ninguém tem que falar comigo.
											Só têm de ouvir falar sobre ele
e ir a um ""website"".
											Podem criar formulários
e, logo que os criarem,
											carregam-nos para uma série de
dispositivos móveis comuns.
											Obviamente que hoje em dia,
mudámos dos Palm Pilots
											para os telemóveis.
											Não tem de ser um ""smartphone"".
											Pode ser um telemóvel básico,
como aquele à direita,
											a versão básica de um telemóvel Symbian
											que é muito comum
nos países em desenvolvimento.
											A melhor parte disto
é que é tal e qual o Hotmail.
											É baseado na nuvem,
e não requer qualquer treino,
											programação, consultores.
									","
											Nous avons créé un logiciel nommé Magpi,
											qui a un créateur des formulaires en ligne.
											Personne n'a besoin de me parler.
											Il faut seulement en entendre parler 
et aller voir le site web.
											On peut créer des formulaires, 
et une fois qu'ils ont été créés,
											on les envoie à plusieurs modèles très courants
de téléphones portables.
											Évidemment, aujourd'hui, 
nous avons laissé tomber les Palm Pilots
											en faveur des téléphones portables.
											Et ça n'a pas besoin d'être un smartphone.
											Ça peut être un téléphone portable élémentaire comme le téléphone à droite là,
											vous savez, le type simple de téléphone Symbian
											qui est très courant 
dans les pays en voie de développement.
											Et le meilleur là-dedans, 
c'est que c'est exactement comme Hotmail.
											c'est basé sur le cloud, 
et ça ne nécessite ni formation,
											ni programmation, ni consultants.
									","
											Also schrieben wir die Software ""Magpi"",
											die einen Online-Formular-Ersteller hat.
											Niemand muss mich konsultieren.
											Man muss nur davon gehört haben 
und auf die Webseite gehen.
											Man kann Formulare erstellen, 
und wenn man das gemacht hat,
											kann man sie auf eine Reihe 
üblicher Handys verschieben.
											Offensichtlich sind wir heute vom Palm Pilot
											zu Handys übergegangen.
											Und es muss kein Smartphone sein.
											Es kann ein einfaches Handy, 
wie das hier auf der rechten Seite sein,
											wissen Sie, die einfache Sorte von Symbian-Handys,
											die üblich sind in den Entwicklungsländern.
											Und das Tolle daran ist, 
dass es genau wie Hotmail ist.
											Cloudbasiert, und es erfordert keine Schulung,
											kein Programmieren, keine Berater.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Mas existem outros benefícios adicionais.
											Sabíamos, quando construímos este sistema,
											que a questão central,
como com os Palm Pilots,
											era que vocês seriam 
capazes de recolher dados
											e transferi-los imediatamente.
											O que descobrimos, dado que já 
se encontram num computador,
											é que podemos entregar mapas instantaneous,
e análises e gráficos.
											Podemos pegar num processo que
demorou dois anos
											e comprimi-lo em cinco minutos.
											Melhorias de eficiência inacreditáveis.
											Baseado na nuvem, sem treino,
sem consultores, sem mim.
											Eu disse-vos que nos primeiros anos
											a tentar isto à maneira antiga,
											indo a cada país,
											conseguimos, não sei bem,
											provavelmente treinámos
umas 1000 pessoas.
											O que aconteceu após fazermos isto?
											Nos segundos três anos,
tivemos 14 000 pessoas
											a visitar o ""site"", a registarem-se,
a usarem-no para recolher dados,
											dados para resposta a desastres,
											suinicultores canadianos a acompanhar
doenças de porcos e de varas,
											pessoas a acompanharem
fornecimentos de medicamentos.
									","
											Mais il y a aussi des avantages supplémentaires.
											Nous savions, quand nous avons créé ce système,
											que le but, exactement comme les Palm Pilots,
											était de donner la capacité
											de collecter les données, de les télécharger
immédiatement et d'obtenir un jeu de données.
											Mais ce que nous avons découvert, bien sûr,
puisque c'est déjà sur ordinateur,
											nous pouvons en fournir immédiatement
des cartes, des analyses et des graphiques.
											Nous pouvons condenser 
un processus qui durait deux ans
											en cinq minutes.
											Des améliorations incroyables en efficacité.
											Le cloud, pas de formation,
pas de consultants, pas de moi.
											Je vous ai raconté
que les premières années
											pendant lesquelles j'essayais
de faire ça à l'ancienne,
											en allant dans chaque pays,
											nous avons touché, je ne sais pas,
											nous avons probablement formé 
environ 1 000 personnes.
											Que s'est-il passé
après la création de ce système ?
											Pendant les 3 années suivantes, 
14 000 personnes
											ont trouvé le site web, ont créé un compte et ont commencé à l'utiliser pour collecter des données,
											des données pour les réactions aux catastrophes,
											des éleveurs de porc canadiens suivant les maladies du cochon et de leurs troupeaux,
											des gens suivant les réserves de médicaments.
									","
											Es gibt auch einige zusätzliche Vorteile.
											Nun wussten wir, als wir das System erstellten,
											dass der Sinn daran, wie beim Palm Pilot, war,
											dass man in der Lage war,
											die Daten zu sammeln, sie sofort 
hochzuladen und sein Datenset bekam.
											Aber wir dachten, natürlich, wenn wir 
es schon auf einem Computer haben,
											können wir auch unmittelbar 
Karten, Analysen und Graphen liefern.
											Wir nehmen einen Prozess, der 2 Jahre dauerte,
											und komprimieren ihn auf 5 Minuten.
											Unglaubliche Verbesserung der Effizienz.
											Cloudbasiert, keine Schulung, 
keine Berater, ohne mich.
											Und ich habe Ihnen erzählt, 
dass in den ersten Jahren,
											in denen wir es auf die alte Art versucht haben,
											in jedes Land zu gehen,
											haben wir ungefähr
											1.000 Leute geschult.
											Und was passierte, nachdem wir das taten?
											In den zweiten 3 Jahren hatten wir 14.000 Leute,
											die die Webseite fanden, sich anmeldeten 
und sie zum Datensammeln benutzten,
											Daten zur Bekämpfung von Naturkatastrophen,
											kanadische Schweinemäster, die Erkrankungen 
und Schweineherden zurückverfolgen konnten,
											Leute, die Medikamenteversorgung zurückverfolgen.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Um dos meus exemplos preferidos, o CIS,
											— Comité Internacional de Salvamento —
											tem um programa onde
parteiras semi-analfabetas
											que usam telemóveis de 10 doláres
											enviam uma mensagem de texto
usando o nosso ""software"",
											uma vez por semana,
com o número de nascimentos
											e o números de mortes,
o que dá ao CIS
											algo que ninguém jamais teve, em programas
de saúde global :
											um sistema quase em tempo real
de contagem de bebés,
											que sabe quantas crianças nascem,
											que sabe quantas crianças 
existem na Serra Leoa,
											que é o país onde isto está a acontecer,
											e que sabe quantas crianças morrem.
									","
											Un de mes exemples favoris, l'IRC,
											l'International Rescue Committee,
											ils ont un programme dans lequel 
des sages-femmes sachant juste lire
											utilisent des téléphones portables
qui coûtent dix dollars,
											envoient un texto en utilisant notre logiciel
											une fois par semaine 
avec le nombre de naissances
											et de décès, ce qui donne à l'IRC
											quelque chose que personne
n'a jamais eu dans la santé :
											un système de comptage des bébés,
presque en temps réel,
											pour savoir combien d'enfants sont nés,
											pour savoir combien d'enfants il y a
											au Sierra Leone, qui est le pays 
où ce programme est en place,
											et pour savoir combien d'enfants meurent.
									","
											Eins meiner Lieblingsbeispiele, das IRC,
											das International Rescue Committee,
											sie haben ein Programm, bei dem 
wenig gebildete Hebammen
											mit einem 10$-Handy
											wöchentlich eine SMS mit unserer Software,
											mit der Zahl der Geburten
											und der Zahl der Todesfälle verschicken,
damit bekommt das IRC etwas,
											was niemand zuvor im 
globalen Gesundheitswesen hatte:
											ein fast Echtzeitsystem, das Babys zählt,
											sie wissen, wie viele Kinder geboren werden,
											und wie viele Kinder es
											in Sierra Leone gibt, dort passiert das gerade,
											und sie wissen, wie viele Kinder sterben.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											Médicos pelos Direitos dos Humanos
											— aqui estamos a sair um pouco 
do campo da saúde —
											estão a juntar-se, e a treinar pessoas
											para fazer exames de violação no Congo,
onde isto é uma epidemia,
											uma epidemia horrível.
											Estão a usar o nosso ""software""
											para documentar as provas 
que encontram, incluindo fotografias,
											de modo a levar os criminosas
perante a justiça.
									","
											Physicians for Human Rigths 
[Médecins pour les Droits de l'Homme] —
											on sort un peu du domaine de la santé —
											ils rassemblent des gens pour les former
											à faire des examens de viol au Congo, 
où le viol est une épidémie,
											une épidémie horrible,
											et ils utilisent notre logiciel pour documenter
											les preuves qu'ils trouvent, 
y compris photographiquement,
											pour pouvoir traduire
en justice les responsables.
									","
											""Physicians for Human Rights (PHR)
(Mediziner für Menschenrechte)"" –
											dies geht über den Gesundheitsbereich hinaus –
											im Wesentlichen bilden sie Leute aus,
											um Vergewaltigungsüberprüfungen im Kongo durchzuführen, wo das eine Epidemie ist,
											eine schreckliche Epidemie,
											und sie benutzen unsere Software 
zum Dokumentieren
											der Beweise, die sie finden, auch fotografisch,
											damit sie die Täter vor Gericht bringen können.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
											A Camfed, outra instituição de caridade
com sede fora da Grã-Bretanha,
											paga às famílias de meninas
para que estas continuem na escola.
											Eles sabem que é a intervenção 
mais significativa que podem fazer.
											Costumavam registar no papel as faltas,
											as presenças, as notas.
											O tempo médio entre o professor
											registar as notas ou as presenças
											e pôr isso num relatório,
era de cerca de dois ou três anos.
											Agora é em tempo real,
											e como isto é um sistema 
muito barato, baseado na nuvem,
											custa, para o total dos cinco países
em que a Camfed opera,
											com dezenas de milhares de meninas,
											o custo total combinado é
de 10 000 dólares por ano.
											Isso é menos do que eu costumava receber
											a viajar por duas semanas
e oferecer o serviço de consultoria.
									","
											Camfed, une association caritative
basée en dehors du Royaume-Uni,
											paie des familles pour que leurs filles
continuent à aller à l'école.
											Ils comprennent que
c'est l'intervention la plus importante
											qu'ils peuvent faire.
Ils suivaient les absences,
											l'assiduité, les notes, sur papier.
											Le délai de production entre un professeur
											écrivant les notes ou l'assiduité
											et les mettant dans un bulletin 
était d'environ deux ou trois ans.
											Maintenant, c'est en temps réel, et parce que
											c'est un système peu coûteux
et en ligne, il coûte,
											pour les cinq pays
dans lesquels Camfed travaille,
											avec des dizaines de milliers de jeunes filles,
											le prix total est 10 000 dollars par an.
											C'est moins que je gagnais
											pour faire un rapport en deux semaines.
									","
											Camfed, eine Charity mit Sitz in Großbritannien,
											bezahlt die Familien von Mädchen, 
damit sie weiter zur Schule gehen können.
											Sie verstehen, dass das 
der bedeutsamste Eingriff ist,
											den sie machen können. 
Früher haben sie Ausgaben,
											Anwesenheit und Noten auf Papier festgehalten.
											Die Zeit, die ein Lehrer brauchte,
											um Noten oder Anwesenheit aufzuschreiben
											und ein Protokoll zu bekommen dauerte 2 bis 3 Jahre.
											Jetzt funktioniert das in Echtzeit, und weil dies
											ein billiges, cloudbasiertes System ist, kostet es,
											für alle 5 Länder, in denen Camfed arbeitet,
											mit zehntausenden Mädchen,
											insgesamt 10.000 Dollar im Jahr.
											Das ist weniger als ich damals verdient habe,
											wenn ich für 2 Wochen als Berater gereist bin.
									",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
"
","
","
",The big-data revolution in health care,Joel Selanikio,16:18,"TEDx,data,global issues,health,technology"
