fr,en,es,title,speaker,duration,tags
"
											Quelques années ont passé, avec un peu de négociations
											et, bientôt, grâce à Mitch et Jay,
											on a pu acheter le terrain entier pour 140 000 dollars.
											C'est une des mines. Elle ne contient pas de béryllium.
											Elle s'appelle le Pole Adit. Par contre, elle contient contre du tungstène
											un peu de tungstène restant, voilà le genre de mine.
											Mais elle traverse deux kilomètres en ligne droite,
											en direction de l'Est au travers de la chaîne de montagne, en travers d'un territoire très intéressant — sauf que,
											comme vous verrez lorsque nous y entrerons dans une minute,
											nous espérions du calcaire mais il n'y a que du schiste.
											Et le schiste n'est pas une roche entièrement satisfaisante.
											Une roche satisfaisante est une roche qui se tient sans aucun étaiement.
											Le schiste aimerait des étaiements,
											et donc certaines parties s'effondrerent là-dedans.
									","
											Well, a few years went by and there was some kind of back and forth,
											and by and by, thanks to Mitch and Jay,
											we were able to buy the whole property for 140,000 dollars.
											This is one of the mines. It doesn't have any beryllium in it.
											It's called the Pole Adit. And it does have tungsten,
											a little bit of tungsten, left over, that's the kind of mine it was.
											But it goes a mile-and-a-half in a straight line,
											due east into the range, into very interesting territory — except that,
											as you'll see when we go inside in a minute,
											we were hoping for limestone but in there is just shale.
											And shale is not quite completely competent rock.
											Competent rock is rock that will hold itself up without any shoring.
											The shale would like some shoring,
											and so parts of it are caved in in there.
									","
											Bien, pasaron unos años y algunas idas y vueltas,
											y pronto, gracias a Mitch y Jay,
											pudimos comprar toda la propiedad en 140 mil dólares.
											Esta es una de las minas. No tiene berilio.
											Se llama Acceso Pole y tiene tungsteno,
											un poco de tungsteno quedó; era ese tipo de mina.
											Tiene 2,5 km en línea recta,
											derecho al este hacia la sierra, territorio muy interesante, salvo que
											como verán cuando entremos en un minuto,
											esperábamos caliza pero había esquisto.
											El esquisto no es una roca del todo apropiada.
											La roca buena se auto-sostiene sin soporte adicional.
											El esquisto necesita apoyo
											por eso tiene partes hundidas.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Voilà Ben Roberts — il est le spécialiste en chauve-souris du Parc National.
											Mais il y a beaucoup de merveilles là dedans, comme ces champignons bizarres
											sur certaines des poutres effondrées.
											Bien, ici il y a une autre mine qui est au sommet de la propriété,
											et elle remonte à 1870.
											C'est la mine autour de laquelle on a construit la propriété à l'origine —
											c'était un ensemble de concessions minières. Ce fût une mine d'argent très productive.
											En fait, elle a été la mine la plus productive du Nevada,
											et on y travaillait toute l'année.
											Vous pouvez imaginer comment c'était en hiver à 3 500 mètres.
											Vous reconnaitrez peut-être un ou deux des mineurs là-bas.
											C'est Jeff Bezos à droite et Paul Saville à gauche qui cherchent de la galène,
											qui est ce mélange de plomb et d'argent. Ils n'ont rien trouvé.
											Tous deux ont conservé leurs emplois. Voici la dernière mine.
									","
											That's Ben Roberts from — he's the bat specialist from the National Park.
											But there are many wonders back in there, like this weird fungus
											on some of the collapsed timbers.
											OK, here's another mine that's up on top of the property,
											and it dates back to 1870.
											That's what the property was originally built around —
											it was a set of mining claims. It was a very productive silver mine.
											In fact, it was the highest-operating mine in Nevada,
											and it ran year round.
											You can imagine what it was like in the winter at 10,000 feet.
											You may recognize a couple of the miners there.
											There's Jeff Bezos on the right and Paul Saville on the left looking for galena, 

											which is the lead-silver thing. They didn't find any.
											They both kept their day jobs. Here's the last mine.
									","
											Ese es Ben Roberts, el especialista en murciélagos del parque nacional.
											Hay muchas maravillas allí dentro, como este hongo raro
											en alguna de sus vigas derrumbadas.
											Bueno, aquí otra mina de la propiedad
											y se remonta a 1870.
											Así es como se construyó la propiedad como
											un grupo de reclamos mineros. Era una mina de plata muy productiva.
											De hecho, fue la mina más activa de Nevada,
											y funcionaba todo el año.
											Imaginen lo que era en invierno a 3000 metros.
											Pueden reconocer un par de mineros allí.
											Está Jeff Bezos a la derecha y Paul Saville a la izquierda, buscando galena,
											algo de plomo y plata. No encontraron nada.
											Ambos conservaron sus jornales. Esta es la última mina.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											C'est la Bonanza Adit. Elle se trouve au fond d'une gorge.
											Et Alexander Rose là à gauche travaillait avec une groupe de personnes
											du Parc National pour explorer la mine entière. Elle est profonde d'un kilomètre et demi.
											Et ils y ont aussi trouvé quatre espèces de chauve-souris.
											A propos, presque toutes ces mines se rencontrent sous la montagne.
											Pas toutes, mais ça donne à réfléchir.
											Elles ne se rencontrent pas toutes.
											Voyons le temps. Les montagnes sont spécialistes des climats intéressants.
											Beaucoup plus intéressants que Monterey même aujourd'hui.
									","
											It's called the Bonanza Adit. It's down in a canyon.
											And Alexander Rose on the left there worked with a bunch of people
											from the National Park to survey the whole mine. It's a mile deep.
											And they also found four species of bats in there.
											Now, almost all those mines, by the way, meet underneath the mountain.
											They don't quite, but it's something to think about.
											They don't quite meet.
											Let's go to weather. Mountains specialize in interesting weather.
											Way more interesting than Monterey even today.
									","
											Se llama Acceso Bonanza. Está abajo en un cañón.
											Alexander Rose, a la izquierda, trabajó con un grupo de gente
											del parque nacional explorando la mina completa. Tiene 1,6 km de profundidad.
											Allí encontraron 4 especies de murciélago.
											Casi todas esas minas, por cierto, se conectan bajo la montaña.
											En realidad no, pero es algo para pensar.
											No se conectan.
											Vamos al clima. Las montañas tienen climas muy especiales,
											Mucho más interesantes que el de Monterrey hoy en día.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Et donc un mardi matin de juin dernier, nous étions là.
											Nous nous sommes réveillés le matin — la montagne était couverte de neige.
											C'était un moment génial pour aller là-haut et visiter notre station météo que de nouveau,
											grâce à Mitch Kapor, nous construisons là-bas.
											Et c'est une scène très intéressante.
											A gauche, cette femme joyeuse est Pat Irwin,
											qui est la directrice régionale du National Forest Service,
											et ils nous ont donné l'autorisation temporaire d'exploitation pour être là-bas.
											Nous voulons finir par obtenir un permis temporaire d'exploitation pour l'horloge —
											un permis temporaire de 10 000 ans.
									","
											And so one Tuesday morning last June, there we were.
											Woke up in the morning — the mountain was covered with snow.
											That was a great time to go up and visit our weather station which again,
											thanks to Mitch Kapor, we're building up there.
											And it's a pretty interesting scene.
											This is, on the left there, the joyful lady is Pat Irwin,
											who's the regional head of the National Forest Service,
											and they gave us the temporary use permit to be there.
											We want a temporary use permit for the clock, eventually —
											10,000-year temporary use permit.
									","
											Y entonces un martes por la mañana del pasado junio estábamos allí.
											Despertamos en la mañana y la montaña estaba cubierta de nieve.
											Era un día ideal para subir a ver nuestra estación meteorológica que, otra vez,
											gracias a Mitch Kapor estábamos contruyendo allí arriba.
											Es una escena bastante interesante.
											A la izquierda, la dama alegre es Pat Irwin
											jefa regional del Servicio de Bosques Nacionales
											y nos dio el permiso temporario para estar allí.
											Queríamos un permiso temporario para el reloj,
											un permiso temporario de 10 mil años.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											La station météo est très intéressante.
											Kurt Bollacker et Alexander Rose ont conçu une station radicalement sans fil.
											Elle marche à l'énergie solaire, et elle envoie un signal avec cette antenne
											qui rebondit sur les queues de micro-météorites dans l'atmosphère
											jusqu'à un endroit à Bozeman, Montana, où les données sont enregistrées
											et puis envoyées par des lignes de terre à San Francisco,
											où l'on affiche les données en temps réel sur notre site web.
											Et là vous voyez une semaine de météo à 2 800 mètres au Mont Washington.
											Voyons les voies d'accès.
											Il se trouve qu'il n'y a pas de chemins sur le Mont Washington,
											seulement quelques anciennes routes minières comme celle-ci,
											il faut donc tailler le chemin partout.
											Mais il n'y a pas d'ours et il y a de sumac,
											et il n'y a quasiment personne parce que cet endroit est déserté depuis longtemps.
											On peut faire de la randonnée pendant des jours sans rencontrer personne.
									","
											The weather station's pretty interesting.
											Kurt Bollacker and Alexander Rose designed a radically wireless station.
											It runs on solar, and it sends a signal
with that antenna
											and bounces it off of micrometeorite trails in the atmosphere
											to a place in Bozeman, Montana, where the data is taken down
											and then sent through landlines to San Francisco,
											where we put the data in real time up on our website.
											And there you see a week of weather at 9,400 feet on Mount Washington.
											Let's go to approaches.
											As it happens, there are no trails anywhere on Mount Washington,
											just a few old mining roads like this,
											so you have to bushwhack everywhere.
											But there's no bears, and there's no poison oak,
											and there's basically no people because this place has been empty for a long time. 

											You can hike for days and not encounter anybody.
									","
											La estación meteorológica es bastante interesante.
											Kurt Bollacker y Alexander Rose diseñaron una estación inalámbrica.
											Es solar y envía señales por antena
											y rebota los rastros de micrometeoritos en la atmósfera
											a un lugar en Bozeman, Montana, donde se bajan los datos
											y por telefonía fija se envían a San Francisco
											donde subimos los datos en tiempo real a nuestro sitio.
											Ahí ven una semana de clima a 2800 mts en Monte Washington.
											Vayamos a los accesos.
											El caso es que no hay caminos en el Monte Washington,
											sólo unas pocas calles mineras como esta
											así que uno tiene que abrirse camino.
											Pero no hay osos ni robles venenosos
											ni gente porque el lugar ha estado vacío mucho tiempo.
											Se puede caminar días sin encontrar a nadie.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Bien, voici une voie d'accès potentielle.
											Il faut y arriver par le Lincoln Canyon.
											C'est ce monde si beau en soi, entouré de falaises,
											et il est facile de marcher au fond de la gorge,
											jusqu'à ce que vous arriviez à cette barrière-là, où l'on tombe sur un vrai problème.
											On peut donc laisser tomber le Lincoln Canyon comme voie d'accès.
											Une autre voie possible est du coté occidentale de la montagne.
											Vous pouvez voir pourquoi de temps en temps on l'appelle la Longue Montagne.
											Et d'où vous êtes à 1 800 mètres d'altitude dans la vallée,
											c'est une randonnée facile jusqu'à la forêt de pins à pignons et de genièvre
											à travers cette butte là devant à 2 300 mètres.
											Et vous pouvez continuer à travers des prairies
											et la forêt en pente jusqu'à la base en altitude des falaises à 3 200 mètres.
											où l'on rencontre un petit problème.
									","
											Well, here's a potential approach.
											You need to come up the Lincoln Canyon.
											It's this beautiful world all of its own, surrounded by cliffs,
											and it's an easy hike to stroll up the canyon bottom,
											until you get to this barrier, and it actually presents a problem.
											So you can scratch Lincoln Canyon as an approach.
											Another possible approach is right up the western front of the mountain.
											You can see why we sometimes call it Long Mountain.
											And from where you're standing at 6,000 feet in the valley,
											it's an easy hike up to the mature pinyon and juniper forest
											through that knoll at the front at 7,600 feet.
											And you can carry right on up through meadows
											and steepening forest to the high base of the cliffs at 10,500 feet,
											where there's a bit of a problem.
									","
											Bien, este es una acceso potencial.
											Hay que llegar al Cañón Lincoln.
											Es un mundo maravilloso en sí, rodeado de precipicios,
											es una caminata fácil para pasear por el fondo del cañón
											hasta que se llega a esta barrera y surge el problema.
											Entonces se puede acceder al Cañón Lincoln por aproximación.
											Otro acceso posible es el frente occidental de la montaña.
											Pueden ver por qué la llamamos Montaña Grande.
											Desde donde están parados a 1800 mts en el valle,
											es una caminata fácil hasta el piñón maduro y el bosque de enebros
											hasta esa colina en el frente a 2300 mts.
											Y se puede seguir hasta los prados
											y los bosques curvos hasta la base alta del precipicio a 3200 mts.
											donde hay problemas.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Jeff Bezos nous a donné un conseil lorsqu'il est parti à la fin de l'expédition,
											""Rendez l'horloge inaccessible.
											Plus il est difficile d'y arriver, plus les gens lui accorderont de valeur.""
											Et regardez — ce sont des murs de 180 mètres.
											Alexander Rose voulait donc explorer cet itinéraire,
											et il a commencé ici à gauche où il a laissé son pick-up
											à 2 700 mètres et s'est dirigé vers le sommet de la montagne.
											Pendant que vous montez, votre QI baisse —
									","
											Now, Jeff Bezos advised us when he left at the end of the expedition,
											""Make the clock inaccessible.
											The harder it is to get to, the more people will value it.""
											And check — those are 600-foot vertical walls there.
											So Alexander Rose wanted to explore this route,
											and he started over here on the left from his pickup truck
											at 8,900 feet and headed up the mountain.
											Now, as you gain elevation your IQ goes down —
									","
											Jeff Bezos nos aconsejó, al partir, al fin de la exposición:
											""Hagan el reloj inaccesible"".
											""Cuanto más difícil sea llegar más gente lo valorará"".
											Y vean, esas son paredes verticales de 180 mts.
											Así, Alexander Rose, quería explorar esta ruta
											y comenzó por aquí, a la izquierda, en su camioneta
											a 2700 mts. y partió a la montaña.
											Cuanto mayor es la elevación menor es el CI
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											mais votre acuité émotionnelle monte,
											ce qui est génial pour vivre une expérience mythique,
											que vous la vouliez ou pas.
											En fait, Danny Hilis peut évaluer l'altitude
											en fonction des exercices de maths qu'il ne peut plus réaliser dans sa tête.
									","
											but your emotional affect goes up,
											which is great for having a mythic experience,

											whether you want to or not.
											In fact, Danny Hillis can estimate altitude
											by how much math he can't do in his head.
									","
											pero crece la parte emotiva
											algo estupendo para una experiencia mítica
											quiérase o no.
											De hecho, Danny Hillis puede estimar la altitud
											en función de la matemática que no puede pensar.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											J'étais en contact radio avec Alexander
											lorsqu'il est arrivé à ce point à la base des falaises, et il a dit, je cite,
											""Il y a une encoche cachée. Je crois pouvoir monter un peu.""
											C'est un grimpeur, mais vous savez, c'est notre directeur exécutif.
											Je ne veux pas qu'il meure. Je sais qu'il aimera les falaises.
											Je lui dis: ""Fais attention, fais attention, fais attention.""
											Puis il commence à monter, et ce que j'entends ensuite,
											""Je suis à mi-chemin. C'est comme monter des escaliers. Je vais monter de 60 degrés.
											C'est un passage secret. On se croirait dans un livre de Tolkien.""
											Et je lui dis: ""Attention, attention. S'il te plaît, attention.""
											Et puis, bien sûr, ce que j'entends ensuite c'est,
											""Je suis arrivé au sommet. On peut voir toute la création d'ici.""
											Et il a traversé le sommet des montagnes à toute vitesse.
									","
											Now, I happened to be on the radio with Alexander
											when he got to this point at the base of the cliffs, and he said, quote, 

											""There's a hidden notch. I think I can get up a ways.""
											Now, he's a rock climber, but you know, he's our executive director.
											I don't want him killed. I know he's going to love cliffs.
											I'm saying, ""Be careful, be careful, be careful.""
											Then he starts going up, and the next thing I hear is,
											""I'm half-way up. It's like climbing stairs. I'm going up 60 degrees.
											It's a secret passage. It's like something from Tolkien.""
											And I'm going, ""Careful, careful. Please be careful.""
											And then, of course, the next thing I hear is,
											""I've made it to the top. You can see all of creation from up here.""
											And he dashed across the top of the mountains.
									","
											Yo justo estaba con Alexander en la radio
											cuando llegó a este punto en la base del precipicio y dijo:
											""Hay un punto oculto. Creo que puedo llegar"".
											Él es escalador pero, ya saben, es nuestro director ejecutivo.
											No lo quiero muerto. Sé que le van a gustar los precipicios.
											Yo le decía: ""Ten cuidado, ten cuidado, ten cuidado"".
											Luego comenzó a ascender y lo siguiente que escuché fue:
											""Estoy a medio camino. Es como subir escaleras. Estoy ascendiendo a 60 grados"".
											""Es un pasadizo secreto, como de Tolkien"".
											Y yo seguía: ""Cuidado, cuidado. Por favor, ten cuidado"".
											Y luego, lo próximo que escuché fue:
											""Llegué a la cima. Puede verse toda la creación desde aquí"".
											Y se abalanzó a la cima de la montaña.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											En fait, le voilà. C'est Alexander Rose.
											Première ascension de la face occidentale du Mont Washington,
											et une montée en solo de surcroit.
											Cette découverte a tout changé quant à notre perception de ces falaises
											et quoi en faire.
											Nous nous sommes rendus compte qu'il fallait nommer cette chose qu'Alexander avait découvert.
											La Faille de Zander? Non.
									","
											In fact, there he is. That's Alexander Rose.
											First ascent of the western face to Mount Washington,
											and a solo ascent at that.
											This discovery changed everything about our sense of these cliffs
											and what to do with them.
											We realized that we had to name this thing that Alexander discovered.
											How about Zander's Crevice? No.
									","
											De hecho, allí está. Ese es Alexander Rose.
											Primer ascenso del flanco occidental del Monte Washington
											en ascenso solitario.
											Este descubrimiento cambió todo lo que sabíamos de estos precipicios
											y de qué hacer con ellos.
											Nos dimos cuenta que teníamos que poner nombre al descubrimiento de Alexander.
											¿Qué tal Grieta de Zander? No.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Risas)
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											On a finalement décidé de l'appeler le Siq d'Alexander.
											Le Siq de Zander porte le nom de — certains d'entre vous ont visité Petra,
											il y a une merveilleuse gorge en faille qui conduit jusqu'à Petra
											appellée le Siq, et donc ça c'est le Siq.
											Et il est vraiment caché. Je ne peux pas le trouver sur cette image,
											et je ne suis pas sûr que vous le puissiez non plus.
											Seulement lorsqu'on a de la neige fraîche on peut voir le long du bord là,
											et ça le fait ressortir.
									","
											So we finally decided on Alexander's Siq.
											Zander's Siq is named after — some of you have been to Petra,
											there's this wonderful slot canyon that leads into Petra
											called the Siq, and so this is the Siq.
											And it really is hidden. I can't find it in this image,
											and I'm not sure you can.
											Only when you get fresh snow can you see just along the rim there,
											and that brings it out.
									","
											Finalmente decidimos llamarlo Siq de Alexander.
											Siq de Zander en honor a... algunos lo habrán visto en Petra
											hay un cañón estrecho que conduce a Petra
											llamado Siq, de ahí el nombre.
											Y está realmente escondido. No puedo encontrarlo en esta imagen
											y no estoy seguro que Uds. puedan.
											Sólo con nieve fresca puede verse el borde allí,
											la nieve lo expone.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Danny et moi étions dans cette zone-là un jour,
											et Danny a regardé à droite
											et a remarqué quelque chose à mi-hauteur des falaises,
											et c'est une espèce de porche ou de corniche dans al falaise avec des pins à cônes épineux,
											et a supposé que les gens qui monteraient jusqu'à l'horloge dans la montage,
											pourraient ressortir sur cette corniche et regarder le paysage.
											Et les gens qui monteraient péniblement la montagne pourraient les voir
											ces minuscules gens là-haut, incroyablement à mi hauteur de la falaise.
											Comment sont-ils arrivés là? Dois-je faire la même chose?
											Et donc cela devient partie intégrante de l'attraction et du labyrinthe.
											Vous pouvez avoir un autre angle de vue sur le porche de Danny
											en allant au sud et en regardant vers le nord pour y voir toute la formation.
											Et vous devez savoir que l'horloge que Danny maintiendra sa précision
											grâce à un rayon de soleil, le midi parfait qui la frappe tous les jours ensoleillés,
											et sa pulsation de chaleur qui déclenche une gâchette solaire
											qui réinitialise l'horloge pour la rendre parfaitement exacte.
											Donc même avec le ralentissement de la rotation de la terre etc,
											l'horloge restera parfaitement à l'heure.
									","
											Now, Danny and I were up at this same area one day,
											and Danny looked over to the right
											and noticed something halfway up the cliffs,
											which is a kind of a porch or a cliff shelf with bristlecones on it,
											and supposed that people going up to the clock inside the mountain
											could come out onto that shelf and look down at the view.
											And the people toiling up the mountain could see them,
											these tiny little people up there, incredibly halfway up the cliff.
											How did they get there? Do I have to do that?
											And so that maybe becomes part of the draw and part of the labyrinth.
											You can get another angle on Danny's porch
											by going around to the south and looking north at the whole formation there. 

											And you need to know that Danny's clock is to be kept accurate
											by a ray of sunshine, that perfect noon hitting it every sunny day,
											and the pulse of heat from that sets off a solar trigger
											which resets the clock to make it perfectly accurate.
											So even with the slowing of the rotation of the earth and so on,
											the clock will keep perfectly good time.
									","
											Un día estábamos con Danny en ese mismo lugar
											y Danny miró a la derecha
											y observó algo en medio del precipicio
											una especie de porch o plataforma con pinos erizo
											y supuso que la gente que llegue al reloj de la montaña
											podría salir a la plataforma y mirar la vista hacia abajo.
											Y la gente que trabaja arduamente en la montaña podría verla
											esta gente pequeña de allí, a medio camino del precipicio.
											¿Cómo llegaron allí? ¿Tengo que hacerlo?
											Y así, eso quizá forma parte del dibujo y del laberinto.
											Otro ángulo del porch de Danny
											desde el sur, mirando al norte, a toda la formación.
											Y tienen que saber que el reloj de Danny será preciso
											gracias a un rayo de sol que justo al mediodía
											con su pulso de calor configura un disparador solar
											que blanquea el reloj para hacerlo totalmente preciso.
											Así, incluso con la desaceleración de la rotación terrestre, etc.
											el reloj continuará funcionando perfectamente.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Ici donc on regarde du sud, vers le nord.
											Tout cette terre appartient au Service des Forêts. Si vous montez en haut de ces falaises,
											ça c'est une partie du terrain de Long Now dans ces arbres.
											Et si vous montez là et regardez en arrière, vous aurez une notion
											de ce que c'est que la vue au sommet de la montagne.
											C'est la longue vue. C'est 130 kilomètres à l'horizon.
											Et c'est aussi la limite des arbres et ces pins à cônes épineux sont vraiment des arbustes.
											C'est un endroit différent. A 3 400 mètres d'altitude et c'est exquis.
											Si vous regardez à droite de cette image vers le bord des falaises,
											il y a 200 mètres, à environ un mètre à gauche du pied de Kurt Bollacker,
											c'est un à-pic de 200 mètres. Il se promène tranquillement vers le Siq de Zander.
											Ça c'est ce qu'on voit lorsqu'on regarde vers le bas.
											On devrait peut-être installer un garde-fou ou quelque chose comme ça.
											Sur la face est, c'est en pente douce, comme vous pouvez voir.
											Et cela n'est pas de la neige — voilà de quoi a l'air le calcaire blanc.
											On peut aussi voir là un mouton cornu.
											Leur troupeau a été introduit au Wyoming.
											Et ça marche assez bien pour eux, mais ils ont quelques difficultés.
									","
											So here we're looking from the south, look north.
											This is all Forest Service land. If you go up on top of those cliffs,
											that's some of the Long Now land in those trees.
											And if you go up there and look back, then you'll get a sense of
											what the view starts to be like from the top of the mountain.
											That's the long view. That's 80 miles to the horizon.
											And that's also timberline and those bristlecones really are shrubs.
											That's a different place to be. It's 11,400 feet and it's exquisite.
											Now, if you go over to the right from this image to looking at the edge of the cliffs,
											it's 600 foot, just about a yard to the left of Kurt Bollacker's foot,
											there is a 600-foot drop. He's ambling on over to Zander's Siq.
											That's what it looks like looking down it.
											We should probably put in a rail or something.
											Over on the eastern side it's gentle, as you can see.
											And that's not snow — that's what the white limestone looks like.
											You also see there a bighorn sheep.
											Their herd was reintroduced from Wyoming.
											And they're doing pretty well, but they've got a bit of trouble.
									","
											Aquí estamos mirando desde el sur, hacia el norte.
											Esta son tierras del Servicio Forestal. Si suben a la cima del precipicio
											hay algo de tierras del Long Now en esos árboles.
											Y si suben y miran hacia atrás se darán una idea
											de cómo es la vista desde la cima de la montaña.
											Esa es la vista grande. Hay 130 km al horizonte.
											En esa zona no crecen árboles, sólo pinos erizo y arbustos.
											Ese es un lugar diferente. A 3400 mts., un lugar exquisito.
											Si vamos para la derecha de la imagen a ver el borde del precipicio
											tiene 180 mts, cerca de un metro a la izquierda del pie de Kurt Bollacker
											hay una caída de 180 mts. Él se pasea por el Siq de Zander.
											Esta es la vista mirando hacia abajo.
											Deberíamos poner una baranda o algo.
											Como pueden ver, del lado oriental es suave.
											Y eso no es nieve, así se ve la caliza blanca.
											También se ve un musmón.
											La manada fue reintroducida desde Wyoming.
											Y les está yendo bastante bien, pero tuvieron problemas.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
											Voici Danny Hillis, et il travaille sur un problème de conception.
											il essaye d'établir si l'endroit où il se trouve sur un bout du terrain du Long Now
											paraîtrait être le sommet de la montagne depuis le fond de la vallée.
											car le vrai sommet est caché de l'autre coté.
											Ça c'est ce qu'on appelait la crête militaire à l'infanterie.
											Et il s'avère que la réponse est, oui,
											c'est-à-dire, du fond de la vallée on dirait le sommet,
											et l'on pourrait l'évoquer.
											Nous nous sommes rendus compte progressivement que l'on a trois domaines de conception sérieux à développer avec ça.
											L'un est l'expérience de la montagne.
											L'autre est l'expérience dans la montagne.
											Et le troisième est l'expérience depuis la montagne,
											qui est vraiment dominée par la vue qui s'étend
											de la vallée du printemps là derrière Danny,
											et si vous regardez à droite, là-bas,
											à 24 kilomètres à travers jusqu'à la chaine de Schell Creek.
									","
											This is Danny Hillis, and he's figuring out a design problem.
											he's trying to determine if where he is on a bit of Long Now land
											would appear from down in the valley to be the actual peak of the mountain.
											because the real peak is hidden around the corner.
											This is what in the infantry we used to call the military crest.
											And as it turned out the answer is, yes,
											that is from down below in the valley it does look like the peak,
											and that might be conjured with.
											We gradually realized we have three serious design domains to work on with this.
											One is the experience of the mountain.
											Another is the experience in the mountain.
											And the third is the experience from the mountain,
											which is really dominated by the view shed
											of the spring valley there behind Danny,
											and if you look off to the right, out there,
											15 miles across to the Schell Creek range.
									","
											Este es Danny Hillis resolviendo un problema de diseño.
											Trata de determinar si la posición donde está en el Long Now
											aparecería desde el valle como la cima real de la montaña
											porque la cima real está oculta.
											Esto es lo que en la infantería solíamos llamar blasón militar.
											Y resulta que la respuesta es sí,
											que desde el valle parece ser la cima.
											y podría ser importante.
											poco a poco nos dimos cuenta que teníamos tres dominios importantes de diseño.
											Uno es la experiencia de la montaña.
											Otro es la experiencia en la montaña.
											Y el tercero es la experiencia desde la montaña,
											que está dominada por la vista
											del valle detrás de Danny
											y si observan a la derecha
											24 km de lado hasta la sierra Schell Creek.
									",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
"
","
","
",The Long Now,Stewart Brand,23:23,"architecture,art,design,future,technology"
