en,tr,es,pt,de,title,speaker,duration,tags
"
											And so I'm going to tell you
the answer to that question.
											First, good news: you don't have to become
a triathlete to get these effects.
											The rule of thumb is you want to get
three to four times a week exercise
											minimum 30 minutes an exercise session,
											and you want to get aerobic exercise in.
											That is, get your heart rate up.
											And the good news is,
you don't have to go to the gym
											to get a very expensive gym membership.
											Add an extra walk around the block
in your power walk.
											You see stairs — take stairs.
											And power-vacuuming can be as good
as the aerobics class
											that you were going to take at the gym.
									","
											Bu sorunun cevabını size söyleyeceğim.
											Öncelikle, haberler iyi.
Triatlon sporcusu olmanıza gerek yok.
											Ana kural şu, haftada üç veya dört kez
											en az 30 dk spor yapmalısınız
											ve aerobik sporunuzun bir parçası olmalı.
											Kalp atışınızı arttırmak için gerekli.
											Ayrıca bir spor salonuna gidip
o kadar para vererek
											üyelik satın almak zorunda değilsiniz.
											Mahallenizde yaptığınız 
tempolu yürüyüşe ekstra ekleyin.
											Merdiven mi gördünüz, çıkın.
											Elektrikli süpürge kullanmak bile
spor salonunda
											aerobik yapmak kadar iyi olabilir.
									","
											Les diré la respuesta a esa pregunta:
											Primero, buenas noticias: no necesitan
convertirse en triatleta.
											La regla de oro es hacer ejercicio
tres a cuatro veces a la semana,
											rutinas de ejercicios de mínimo 30 minutos
											y agregar ejercicio aeróbico.
											Esto es, aumentar el ritmo cardíaco.
											La buena noticia es que 
no se requiere ir al gimnasio
											a obtener una membresía muy costosa.
											Sumen una vuelta extra alrededor 
de la cuadra en su caminata.
											Si ven escaleras, usen las escaleras.
											Usar la aspiradora puede ser tan 
buen ejercicio de aeróbics como
											el que podrían hacer en el gimnasio.
									","
											Vou dar-vos a resposta a essa pergunta.
											Primeiro, boas notícias: não é preciso ser
um triatleta para obter estes efeitos.
											A regra de ouro é fazer exercício
três a quatro vezes por semana
											com sessões de pelo menos 30 minutos
											e tentar incluir o exercício aeróbico.
											Ou seja, aumentar o ritmo cardíaco.
											E a boa notícia é que
não é preciso ir ao ginásio
											e pagar mensalidades dispendiosas.
											Basta adicionar à nossa caminhada
mais uma volta ao quarteirão.
											Se houver escadas, utilizamos escadas.
											Aspirar a casa pode fazer tanto bem
como uma aula de aeróbica
											que vamos fazer no ginásio.
									","
											Ich will Ihnen auch
diese Frage beantworten.
											Das Gute ist, Sie müssen kein Triathlet
werden, um diese Effekte zu haben.
											Als Daumenregel sollte man drei 
bis vier Mal wöchentlich trainieren,
											jeweils mindestens 30 Minuten,
											wobei aerobes Training dabei sein sollte.
											Das heißt, die Herzfrequenz zu erhöhen.
											Sie müssen auch nicht 
ins Fitnessstudio gehen
											und teure Mitgliedsbeiträge bezahlen.
											Erweitern Sie Ihr Powerwalking
um eine Extrarunde.
											Wenn es Stufen gibt,
nehmen Sie die Stufen.
											Und Power-Staubsaugen kann so gut sein
wie die Aerobic-Stunde,
											die das Studio anbietet.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											So I've gone from memory pioneer
											to exercise explorer.
											From going into the innermost
workings of the brain,
											to trying to understand how exercise
can improve our brain function,
											and my goal in my lab right now
											is to go beyond that rule of thumb
that I just gave you —
											three to four times a week, 30 minutes.
											I want to understand
the optimum exercise prescription
											for you, at your age,
at your fitness level,
											for your genetic background,
											to maximize the effects of exercise today
											and also to improve your brain
and protect your brain the best
											for the rest of your life.
									","
											Hafıza öncüsüyken
											spor keşifçisine dönüştüm.
											Beynin en derin işleyişinden
											sporun beyin fonksiyonunu
nasıl ilerlettiğine kadar
											ve laboratuvarımda amacım,
											size şimdi söylediğim 
ana kuralın da ötesine gitmek.
											Haftada 3-4 kez, 30 dakika.
											Herkesin kendisine, yaşına,
spor düzeyine, genetik altyapısına göre
											en uygun olan spor reçetesinin
											ne olduğunu anlamak istiyorum,
											böylece sporun etkilerini 
en yükseğe çıkarabilir
											ve hayatınızın geri kalanı boyunca
beyninizi geliştirebilir
											ve koruyabiliriz.
									","
											Pasé de pionera en la memoria
											a estudiosa del ejercicio.
											De lo más recóndito del
funcionamiento del cerebro
											a intentar comprender cómo el ejercicio
puede mejorar los procesos cerebrales
											y en este momento mi propósito
en el laboratorio
											es ir más allá de la regla de oro
que les acabo de dar;
											30 minutos, de 3 a 4 veces a la semana.
											Quiero entender la prescripción
optima de ejercicio
											para ti, a tu edad, y de acuerdo 
a tu condición física,
											a tu historial genético,
											para maximizar los efectos 
del ejercicio en el presente.
											además de mejorar tu cerebro 
y protegerlo de la mejor manera
											por el resto de su vida.
									","
											Então eu fui de pioneira da memória
											a exploradora de exercício.
											Desde as mais profundas
funções do cérebro
											até tentar entender como o exercício
pode melhorar a função cerebral.
											E o meu objetivo no laboratório
											é ir além da regra de ouro
que acabei de vos dar:
											30 minutos, três a quatro
vezes por semana.
											Quero entender qual a receita
de exercício ideal
											para cada um, conforme a idade,
o nível de preparação física
											e o historial genético
											para maximizar os efeitos
do exercício, hoje.
											E também para melhorar e proteger
o nosso cérebro da melhor forma
											para o resto da vida.
									","
											Mein Weg hat mich vom Gedächtnispionier
											zum Bewegungsforscher gemacht.
											Von den innersten Mechanismen des Gehirns
zur Erforschung dessen,
											wie Training das Funktionieren 
unseres Gehirns verbessern kann.
											Mein aktuelles Forschungsziel ist,
											über die Daumenregel von eben —
											drei bis vier Mal pro Woche, 
30 Minuten — hinauszukommen.
											Ich möchte das optimale, individuelle
Trainingsprogramm finden.
											Für Sie, für Ihr Alter, Ihren Fitnessgrad,
											Ihren genetischen Hintergrund.
											Das Ziel ist, kurzfristige
Trainingseffekte zu maximieren
											und Ihr Gehirn auch darüber hinaus
											bestmöglich für den Rest Ihres Lebens
zu stärken und zu schützen.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											But it's one thing to talk about exercise,
and it's another to do it.
											So I'm going to invoke my power
as a certified exercise instructor,
											to ask you all to stand up.
									","
											Tabii sporu konuşmak kolay,
yapması zor.
											O yüzden lisanslı spor antrenörü olarak
gücümü kullanacağım
											ve ayağa kalkmanızı isteyeceğim.
									","
											Pero, una cosa es hablar 
del ejercicio, y otra es hacerlo.
											Pues bien, voy a invocar mi poder como 
instructora certificada de ejercicio
											para pedirles a todos 
que se pongan de pie.
									","
											Mas uma coisa é falar de exercício,
outra é fazê-lo.
											Por isso vou invocar o meu poder
como instrutora de exercício certificada
											e pedir-vos para se levantarem.
									","
											Aber es ist eine Sache, über Bewegung
zu sprechen und eine andere, es zu tun.
											Als zertifizierte Trainingsleiterin
bitte ich Sie deshalb,
											dass Sie nun alle aufstehen.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									","
											(Lachen)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											We're going to do
just one minute of exercise.
											It's call-and-response,
just do what I do, say what I say,
											and make sure you don't punch
your neighbor, OK?
											Music!
									","
											Sadece bir dakikalığına spor yapacağız.
											Tekrar etme egzersizi,
yaptığımı yapın, söylediğimi söyleyin
											ve yanınızdakini yumruklamamaya
özen gösterin, olur mu?
											Müzik!
									","
											Vamos a hacer solo un minuto de ejercicio.
											Es ""llama y responde"", hagan 
lo que hago, digan lo que digo.
											y asegúrense de no golpear 
al de a lado, ¿está bien?
											¡Música!
									","
											Vamos fazer apenas um minuto de exercício.
											Façam o que eu faço e digam o que eu digo.
											E cuidado para não esmurrar o vizinho.
											Música!
									","
											Wir werden nur eine Minute trainieren.
											Machen Sie einfach nach, was ich mache,
und sprechen Sie mir jeweils nach
											und bitte nicht den Nachbarn boxen!
											Musik!
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Upbeat music)
									","
											(Tempolu müzik)
									","
											(Música alegre)
									","
											(Música animada)
									","
											(Schnelle Musik)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Five, six, seven, eight,
it's right, left, right, left.
											And I say, I am strong now.
											Let's hear you.
									","
											Beş, altı, yedi, sekiz,
sağ, sol, sağ, sol.
											Ve şöyle diyoruz, artık güçlüyüm.
											Sizi duyayım.
									","
											Cinco, seis, siete, ocho; derecha, 
izquierda, derecha, izquierda.
											Y digo: Ahora soy fuerte
											Ahora Uds...
									","
											Cinco, seis, sete, oito,
direita, esquerda, direita, esquerda.
											Eu digo, agora sou forte.
											Agora vocês.
									","
											Fünf, sechs, sieben, acht,
rechts, links, rechts, links.
											Sagen Sie: Ich bin jetzt stark.
											Und jetzt alle, laut!
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Audience: I am strong now.
									","
											İzleyiciler: Artık güçlüyüm.
									","
											Público: Ahora soy fuerte.
									","
											Público: Agora sou forte.
									","
											Publikum: Ich bin jetzt stark.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Wendy Suzuki: Ladies,
I am Wonder Woman-strong.
											Let's hear you!
									","
											Wendy Suzuki: Hanımlar,
Harika Kadın kadar güçlüyüm.
											Sizi duyayım!
									","
											Wendy Suzuki: ¡Mujeres!
Soy la poderosa mujer maravilla.
											¡Quiero escucharlas!
									","
											Wendy Suzuki: Meninas, sou forte
como a Mulher-Maravilha.
											Agora vocês!
									","
											Wendy Suzuki: Die Frauen:
Ich bin stark wie Wonder Woman.
											Alle, laut!
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Audience: I am Wonder Woman-strong.
									","
											İzleyiciler: Harika Kadın kadar güçlüyüm.
									","
											Público: Soy la poderosa mujer maravilla.
									","
											Público: Sou forte
como a Mulher-Maravilha.
									","
											Publikum: Ich bin stark wie Wonder Woman.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											WS: New move — uppercut, right and left.
											I am inspired now. You say it!
									","
											WS: Yeni hareket — aparkat, sağ ve sol.
											Artık ilham doluyum. Söyleyin!
									","
											WS: Nuevo movimiento,
gancho, derecha e izquierda.
											Digan: Estoy inspirado ahora.
									","
											WS: Agora um murro para cima.
Direita e esquerda.
											Agora sinto-me inspirada.
Digam vocês!
									","
											WS: Neue Bewegung — Aufwärtshaken, 
rechts und links.
											Ich lass' mich ein. Jetzt Sie!
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Audience: I am inspired now.
									","
											İzleyiciler: Artık ilham doluyum.
									","
											Público: Estoy inspirado ahora.
									","
											Público: Agora sinto-me inspirada.
									","
											Publikum: Ich lass' mich ein!
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											WS: Last move — pull it down,
right and left, right and left.
											I say, I am on fire now! You say it.
									","
											WS: Son hareket — aşağı çekiş,
sağ ve sol, sağ ve sol.
											Şöyle diyoruz,
artık harikayım! Söyleyin.
									","
											WS: Último movimiento, tiro hacia abajo,
derecha e izquierda, derecha e izquierda.
											Yo digo: ¡Estoy haciéndolo 
muy bien! Ahora Uds.
									","
											SW: Último exercício, puxem para baixo.
Direita e esquerda, direita e esquerda.
											Agora estou em chamas!
Digam vocês.
									","
											WS: Letzte Bewegung — Richtung Boden,
rechts und links, rechts und links.
											Ich sage: Ich bin voll dabei! Jetzt Sie.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Audience: I am on fire now.
									","
											İzleyiciler: Artık harikayım.
									","
											Público: ¡Estoy haciéndolo muy bien!
									","
											Público: Agora estou em chamas.
									","
											Publikum: Ich bin voll dabei.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											WS: And done! OK, good job!
									","
											WS: Ve bitti. İyi iş çıkardınız!
									","
											WS: ¡Listo! ¡Bien hecho!
									","
											SW: E terminamos! Ok, bom trabalho!
									","
											WS: Und fertig! Gut gemacht!
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Thank you.
											I want to leave you with one last thought.
											And that is, bringing
exercise in your life
											will not only give you
a happier, more protective life today,
											but it will protect your brain
from incurable diseases.
											And in this way it will change
the trajectory of your life
											for the better.
									","
											Teşekkür ederim.
											Son bir şey eklemek istiyorum.
											Hayatınıza sporu dâhil etmek
											sadece daha mutlu ve koruyucu 
bir hayat sürmenize değil,
											beyninizin tedavisi olmayan hastalıklardan
korunmasına da yardım edecek.
											Bu sayede hayatınızın aldığı yön
											çok daha iyi olacak.
									","
											Gracias.
											Los quiero dejar una última idea
											y es: incluir el ejercicio en sus vidas
											no solo les hará felices
											sino que protegerá el cerebro 
de enfermedades incurables.
											De esta forma cambiará 
la trayectoria de sus vidas
											para mejor.
									","
											Obrigada.
											Quero deixar-vos com um pensamento.
											Inserir exercício na nossa vida
											não só nos dará uma vida
mais feliz e preventiva
											mas também vai proteger o nosso
cérebro de doenças incuráveis.
											E isso vai mudar
a trajetória da nossa vida
											para melhor.
									","
											Dankeschön.
											Ich möchte Ihnen noch etwas
mit auf den Weg geben:
											Bringen Sie Bewegung in Ihr Leben.
											Bewegung macht Ihr Leben 
nicht nur heute glücklicher und sicherer,
											sondern schützt Ihr Gehirn 
vor unheilbaren Krankheiten.
											So kann Bewegung Ihren Lebensweg
hin zum Besseren verändern.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Thank you very much.
									","
											Çok teşekkür ederim.
									","
											Muchas gracias.
									","
											Muito obrigada.
									","
											Vielen Dank.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											Thank you.
									","
											Teşekkürler.
									","
											Gracias.
									","
											Obrigada.
									","
											Danke.
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
"
","
","
","
","
",The brain-changing benefits of exercise,Wendy Suzuki,13:02,"biology,health,brain,memory,human body,neuroscience,mental health,science,exercise"
