en,tr,fr,de,pt,title,speaker,duration,tags
"
											So, with all that information, the big question is —
											what do we actually — what does she tell us?
											To answer this question, we can phrase another question.
											What do we actually know about our ancestors?
											We want to know how they looked like, how they behaved,
											how they walked around,
											and how they lived and grew up.
											And among the answers that you can get from this skeleton
											are included: first, this skeleton documents,
											for the first time, how infants looked over three million years ago.
									","
											Bütün bu bilgiyle birlikte, büyük soru şudur —
											biz gerçekten ne — o bize ne söylüyor?
											bu soruyu cevaplamak için, başka bir soruyu ifade edebiliriz,
											biz atalarımız hakkında gerçekten ne biliyoruz?
											Onların nasıl göründüğünü, nasıl davrandığını
											etrafta nasıl yürüdüklerini,
											nasıl yaşayıp nasıl büyüdüklerini öğrenmek istiyoruz.
											Ve bu iskeletten alabileceğiniz cevaplar arasında
											ilk olarak, bu iskelet dökümanları
											ilk zaman için, yeni doğanların üç milyon yıldan fazla bir zaman öncesinde nasıl göründükleri vardır.
									","
											Avec ces informations en main, la grande question est —
											qu'est-ce que l'on — qu'est-ce qu'elle nous dit?
											Pour répondre à cette question, nous pouvons en poser une autre —
											que savons-nous en fait sur nos ancêtres?
											Nous voulons savoir à quoi ils ressemblaient, comment ils se comportaient,
											comment ils marchaient,
											et comment ils vivaient et grandissaient.
											Parmi les réponses que nous donne ce squelette
											on trouve — d'abord ce squelette montre
											pour la première fois à quoi ressemblaient les jeunes enfants il y a plus de trois million d'années.
									","
											Mit all diesen Informationen ist die große Frage also:
											Was wissen wir eigentlich – was können wir von ihr lernen?
											Um diese Frage zu beantworten, können wir eine andere stellen.
											Was wissen wir eigentlich über unsere Vorfahren?
											Wir wollen wissen, wie sie aussahen, wie sie sich verhielten,
											wie sie herumliefen,
											und wie sie lebten und aufwuchsen.
											Und unter den Antworten, die man von diesem Skelett erhalten kann,
											sind die folgenden: Zunächst dokumentiert das Skelett
											zum ersten Mal, wie Kleinkinder vor über drei Millionen Jahren aussahen.
									","
											Com todas estas informações,
a grande interrogação era:
											O que é que ela nos diz?
											Para responder a esta pergunta,
temos que perguntar:
											O que é que sabemos
dos seus antepassados?
											Queremos saber como eram,
como se comportavam,
											por onde andavam
											e como viviam e se desenvolviam.
											Algumas das respostas que podemos
obter a partir deste esqueleto são:
											primeiro, este esqueleto documenta
											pela primeira vez, como eram os bebés
há três milhões de anos.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											And second, she tells us that she walked upright,
											but had some adaptation for tree climbing.
											And more interesting, however,
											is the brain in this child was still growing.
											At age three, if you have a still-growing brain,
											it's a human behavior.
											In chimps, by age three, the brain is formed over 90 percent.
											That's why they can cope with their environment
											very easily after birth — faster than us, anyway.
											But in humans, we continue to grow our brains.
											That's why we need care from our parents.
											But that care means also you learn.
											You spend more time with your parents.
											And that's very characteristic of humans and it's called childhood,
											which is this extended dependence of human children
											on their family or parents.
											So, the still-growing brain in this individual
											tells us that childhood, which requires
											an incredible social organization,
											a very complex social organization,
											emerged over three million years ago.
									","
											Ve ikinci olarak, bize onun dik olarak yürüdüğünü,
											ancak ağaç tırmanmak için bazı adaptasyonları olduğunu söyler.
											Ve daha ilginci
											bu çocuktaki beyin hala büyüyordu.
											Üç yaşında, eğer büyümekte olan bir beyniniz varsa,
											bu bir insan davranışıdır.
											Şempanzelerde, üç yaşındayken, beyin %90'ın üstünde şekillenmiştir.
											Bu nedenle doğumdan sonra çevreleriyle kolaylıkla
											başa çıkabilirler — bizden daha hızlı, her neyse.
											Ama insanlarda, biz beynimizi büyütmeye devam ederiz.
											Bu yüzden ebeveynlerimizin ilgisine ihtiyaç duyarız.
											Ancak bu ilgi aynı zamanda öğrendiğiniz anlamına gelir.
											Ebeveynlerinizle daha fazla zaman harcarsınız.
											Ve bu insanlar için çok karakteristiktir ve bu durum çocukluk olarak adlandırılır,
											ki bu insan çocukların ailelerine ve ebeveynlerine olan
											uzatılmış bağımlılıktır.
											Yani, bu bireydeki gelişmekte olan beyin, bize,
											inanılmaz bir sosyal organizasyon
											çok kompleks bir sosyal organizasyon
											gerektiren bir çocukluğun
											3 milyon yıl öncesinde ortaya çıktığını söyler.
									","
											Deuxièmement, il nous dit qu'elle était bipède,
											mais avec des adaptations pour monter aux arbres.
											Encore plus intéressant,
											il nous montre que le cerveau de cette enfant était encore en croissance.
											A trois ans, si votre cerveau est encore en train de se former,
											c'est un comportement humain.
											Chez les chimpanzés, à trois ans, le cerveau est formé à 90%.
											C'est ce qui leur permet de s'adapter à leur environnement
											très facilement après la naissance — plus rapidement que nous en tous les cas.
											Chez les humains, le cerveau continue à grandir.
											C'est pour cela que nous avons besoin des soins de nos parents.
											Mais soins veut aussi dire apprentissage.
											Vous passez plus de temps avec vos parents.
											C'est très caractéristique des humains et cela s'appelle l'enfance,
											qui est cette période étendue de dépendance des enfants humains
											par rapport à leur famille ou leurs parents.
											Le cerveau en formation de cet individu
											nous montre donc que l'enfance, qui demande
											une organisation sociale incroyable,
											une organisation sociale très complexe,
											est apparue il y a plus de trois millions d'années.
									","
											Und zweitens sagt sie uns, dass sie einen aufrechten Gang hatte,
											aber einige Anpassungen fürs Erklettern von Bäume hatte.
											Noch interessanter ist aber
											das Gehirn, das in diesem Kind heranwuchs.
											Wenn im Alter von drei das Gehirn noch wächst,
											ist das für Menschen charakteristisch.
											Bei Schimpansen ist im Alter von drei Jahren das Gehirn zu 90 % geformt.
											Daher können sie schon sehr früh nach ihrer Geburt
											mit ihrer Umgebung umgehen – schneller als wir auf jeden Fall.
											Aber das Gehirn von Menschen wächst weiter.
											Daher müssen wir von unseren Eltern umsorgt werden.
											Aber dieses Umsorgen heißt auch lernen.
											Man verbringt mehr Zeit mit den Eltern.
											Und das ist sehr charakteristisch für Menschen und heißt Kindheit,
											was die erweiterte Abhängigkeit menschlicher Kinder
											von ihrer Familie oder ihren Eltern ist.
											Also sagt uns das noch im Wachstum begriffene Gehirn
											dieses Kindes, dass die Kindheit, die eine
											ungeheure soziale Organisation erfordert,
											eine sehr komplexe soziale Organisation,
											sich vor mehr als drei Millionen Jahren entwickelte.
									","
											Segundo, ela diz-nos que andava ereta,
											mas tinha uma certa adaptação
para subir às árvores.
											Mas, o mais interessante,
											é que o cérebro desta criança
ainda estava a crescer.
											Aos três anos, se ainda
um cérebro em desenvolvimento
											é um comportamento humano.
											Nos chimpanzés, aos três anos,
o cérebro está formado em mais de 90%.
											É por isso que eles se adaptam
ao seu ambiente
											facilmente, depois de nascerem
— mais depressa do que nós.
											Nos seres humanos, o cérebro
continua em desenvolvimento.
											É por isso que precisamos
dos cuidados dos pais.
											Mas também significa que aprendemos,
											passamos mais tempo com os pais.
											Isso é muito característico
dos seres humanos e chama-se infância
											que é esta dependência alargada
das crianças humanas
											da sua família ou dos seus pais.
											Assim, o cérebro em crescimento
desta criança
											diz-nos que a infância,
											que exige uma organização social tremenda,
											uma organização social muito complexa,
											surgiu há mais de três milhões de anos.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											So, by being at the cusp of our evolutionary history,
											Selam unites us all and gives us a unique account
											on what makes us human.
											But not everything was human, and I will give you
											a very exciting example.
											This is called the hyoid bone. It's a bone which is right here.
											It supports your tongue from behind.
											It's, in a way, your voice box.
											It determines the type of voice you produce.
											It was not known in the fossil record,
											and we have it in this skeleton.
											When we did the analysis of this bone, it was clear
											that it looked very chimp-like, chimpanzee-like.
											So if you were there 3.3 million years ago,
											to hear when this girl was crying out for her mother,
											she would have sounded more like a chimpanzee than a human.
											Maybe you're wondering, ""So, you see this ape feature, human feature, ape feature.
											What does that tell us?""
											You know, that is very exciting for us,
											because it demonstrates that things were changing slowly and progressively,
											and that evolution is in the making.
									","
											Yani, evrimsel tarihimizin dönüm noktasında olmakla,
											Selam hepimizi birleştirir ve bize bizi neyin insan yaptığı üzerine
											eşsiz bir izahat verir.
											Ancak herşey insan değildi, ve size
											çok heyecanlı bir örnek vereceğim.
											Bu hyoid kemiği olarak adlandırılır. Tam şurda olan bir kemik.
											Arkadan dilinizi destekler.
											O, gırtlağınıza giden yoldadır.
											Çıkardığınız ses tipini belirler.
											Bu fosil kayırlarında bilinmiyordu,
											ve biz bu iskelette bulduk.
											Bu kemiğin analizini yaptığımızda,
											çok şempanzemsi göründüğü açıktı.
											Yani eğer 3.3 milyon yıl öncesinde olsaydınız,
											bu kızı annesi için ağlıyorken duyduğunuzda
											sesini bir insan sesinden çok bir şempanzeninkine benzetirdiniz.
											Belki merak ediyorsunuz, ""Yani, siz bu maymun özelliği, insan özelliği, maymun özelliğini gördünüz.
											Bu bize ne söylüyor?""
											Biliyor musunuz, bu bizim için çok heyecan verici,
											çünkü birşeylerin yavaşça ve adım adım gelişerek değitiğini bize kanıtlıyor,
											ve evrimin hala süremekte olduğunu.
									","
											En se situant aux prémices de notre histoire,
											Selam nous réunit tous et nous montre d'une manière unique
											ce qui fait de nous des humains.
											Mais tout n'était pas humain et je vais vous donner
											un exemple très excitant.
											Cela s'appelle l'os hyoïde. C'est un os qui se situe juste ici.
											Il soutient notre langue par derrière.
											D'une certaine manière c'est la caisse de résonance de votre voix.
											Il détermine le type de voix que vous produisez.
											Nous n'avions pas cet os dans nos archives de fossiles,
											mais nous l'avons dans ce squelette.
											Quand nous avons analysé cet os, il était clair
											qu'il avait une apparence très similaire à celui des chimpanzés.
											Si vous aviez été là il y a 3,3 million d'années,
											pour entendre cette fillette appeler sa mère,
											elle aurait produit des sons plus proches du chimpanzé que de l'humain.
											Peut-être que vous vous demandez: ""Alors vous voyez ce trait simiesque, ce trait humain, ce trait simiesque.
											Qu'est-ce que cela nous apprend?"".
											Vous savez, c'est très excitant pour nous,
											parce que cela démontre que les choses changeaient lentement et progressivement,
											et que l'évolution est cours.
									","
											Also, am Scheitelpunkt unserer evolutionären Geschichte
											eint Selam uns alle und erzählt uns die einmalige Geschichte
											dessen, was uns zu Menschen macht.
											Aber nicht alles war menschlich, und ich möchte
											das mit einem spannenden Beispiel belegen.
											Das hier ist das Zungenbein. Es ist ein Knochen genau hier.
											Er stützt die Zunge von hinten.
											Und auf gewisse Art ist es der Kehlkopf.
											Er bestimmt die Art von Stimme, die man hat.
											Er war bei Fossilien nicht bekannt,
											und wir haben einen in diesem Skelett.
											Als wir diesen Knochen analysierten, war klar,
											dass er sehr wie der von einem Schimpansen aussah.
											War man also vor 3,3 Millionen Jahren an Ort und Stelle,
											während dieses Mädchen nach seiner Mutter rief,
											dann hätte man ihre Stimme eher mit der eines Schimpansen assoziiert.
											Vielleicht fragen Sie sich: ""Merkmale von Menschenaffen und Menschen.
											Was sagt uns das?""
											Für uns ist das sehr aufregend,
											da es zeigt, dass Dinge sich langsam aber stetig änderten,
											und dass Evolution in vollem Gange ist.
									","
											Ao estar nas primícias da nossa
história evolutiva,
											Selam une-nos a todos
e dá-nos um relato único
											sobre o que nos torna humanos.
											Mas nem tudo era humano
											e vou dar-vos um exemplo excitante.
											Este é um osso chamado hioide.
É este osso aqui.
											Sustenta a língua pela parte posterior.
											De certo modo, é a nossa caixa vocal.
											Determina o tipo de voz que cada um tem.
											Não era conhecido no registo fóssil
											mas temo-lo neste esqueleto.
											Quando fizemos a análise deste osso,
											tornou-se claro que se parecia 
com o de um chimpanzé.
											Portanto, há 3,3 milhões de anos,
											se ouvíssemos esta menina
a gritar pela mãe,
											devia soar mais como um chimpanzé
do que como um ser humano.
											Talvez estejam a pensar: ""Vemos essa
característica de macaco,
											""O que é que isso nos diz?""
											Isso, para nós, é muito entusiasmante
											porque demonstra que as coisas
estavam a evoluir lenta e progressivamente
											e que a evolução está em curso.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											To summarize the significance of this fossil,
											we can say the following.
											Up to now, the knowledge that we had about our ancestors
											came essentially from adult individuals
											because the fossils, the baby fossils, were missing.
											They don't preserve well, as you know.
											So the knowledge that we had about our ancestors,
											on how they looked like, how they behaved,
											was kind of biased toward adults.
											Imagine somebody coming from Mars
											and his job is to report on the type of people
											occupying our planet Earth, and you hide all the babies,
											the children, and he goes back and reports.
											Can you imagine how much biased his report would be?
											That's what somehow we were doing so far
											in the absence of the fossil children,
											so I think the new fossil fixes this problem.
									","
											Bu fosilin önemini özetleyecek olursak,
											şunu söyleyebiliriz.
											Şu ana kadar, atalarımız hakkında sahip olduğumuz bilgi
											öncelikli olarak yetişkin bireylerden geldi
											çünkü fossiller, yani bebek fosilleri, kayıptı.
											Onlar iyi korunmadılar, bildiğiniz gibi.
											Atalarımız hakkında sahip olduğumuz
											nasıl göründükleri, nasıl davrandıklarıyla ilgili bilgi,
											bir çeşit yetişkinlere eğilimlenmiş durumdaydı.
											Mars'tan gelen birini hayal edin
											ve işi bizim gezegenimiz Dünya'yı meşgul eden
											insan tipi üzerine rapor vermek olsun, ve siz tüm bebekleri,
											tüm çocukları saklayın, ve o geri dönsün ve rapor versin.
											Raporunun ne kadar taraflı olabileceğini hayal edebiliyor musunuz?
											İşte bu, bir çeşit bizim bu zamana kadar bu fosil çocuğun
											yokluğunda yaptığımız şeydi,
											yani bence bu fosil bu problemi düzeltecek.
									","
											Pour résumer l'importance de ce fossile,
											nous pouvons dire la chose suivante.
											Jusqu'à maintenant la connaissance que nous avions de nos ancêtres
											provenait essentiellement d'individus adultes
											parce que nous n'avions pas de fossiles de bébés.
											Ils ne se conservent pas bien, comme vous le savez.
											La connaissance que nous avions de nos ancêtres,
											de leur apparence, leur comportement,
											était biaisée en faveur des adultes.
											Imaginez quelqu'un qui vienne de Mars
											et son boulot est de faire un rapport sur le type de personnes
											qui occupent notre planète Terre, et vous cachez tous les bébés,
											les enfants, et il retourne chez lui et fait son rapport.
											Pouvez-vous imaginer à quel point son rapport serait biaisé?
											C'est un peu ce que nous faisions jusqu'à présent
											en l'absence de fossile d'enfants,
											et je pense que ce nouveau fossile résoud ce problème.
									","
											Wir können die Bedeutsamkeit dieses Fossils
											wie folgt zusammenfassen:
											Bis jetzt kam unser Wissen über unsere Vorfahren
											im Prinzip von erwachsenen Individuen,
											da die Fossilien, die Baby-Fossilien, fehlten.
											Sie halten sich nicht so gut, wie Sie wissen.
											Also war das Wissen, das wir von unseren Vorfahren hatten,
											darüber, wie sie aussahen und sich verhielten,
											ziemlich auf Erwachsene beschränkt.
											Stellen Sie sich vor, jemand kommt vom Mars
											und soll einen Bericht über die Art von Menschen,
											die auf dem Planeten Erde wohnen, schreiben, und wir verstecken
											alle Babies und Kinder, und dann liefert er seinen Bericht hab.
											Können Sie sich vorstellen, wie einseitig dieser Bericht wäre?
											Das ist es, was wir bis dahin taten,
											da wir keine fossilen Kinder hatten,
											also glaube ich, das neue Fossil löst dieses Problem.
									","
											Para resumir o significado deste fóssil,
											podemos dizer o seguinte:
											Até agora, o conhecimento que tínhamos
sobre os nossos antepassados
											provinha essencialmente
de indivíduos adultos
											porque não havia fósseis de bebés.
											Como sabem, não se preservam bem.
											Portanto, o conhecimento que tínhamos
sobre os nossos antepassados,
											sobre o aspeto que tinham,
o seu comportamento,
											era tendencioso, baseado só em adultos.
											Imaginem alguém que chega de Marte
											com a tarefa de relatar o tipo de pessoas
que ocuparam o planeta Terra
											e nós escondemos todas as crianças.
											Ele volta para Marte e relata.
											Imaginam como é tendencioso
o seu relatório?
											É um pouco o que nos
tem acontecido até aqui
											na ausência de fósseis de crianças.
											Por isso, penso que o novo fóssil
vem resolver esse problema.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											So, I think the most important question at the end is,
											what do we actually learn from specimens like this
											and from our past in general?
											Of course, in addition to extracting this huge amount
											of scientific information as to what makes us human,
											you know, the many human ancestors that have existed
											over the past six million years — and there are more than 10 —
											they did not have the knowledge, the technology and sophistications
											that we, Homo sapiens, have today.
											But if this species, ancient species,
											would travel in time and see us today,
											they would very much be very proud of their legacy,
											because they became the ancestors of
											the most successful species in the universe.
											And they were probably not aware of this future legacy,
											but they did great.
											Now the question is, we Homo sapiens today
											are in a position to decide about the future of our planet, possibly more.
											So the question is, are we up to the challenge?
											And can we really do better than these primitive,
											small-brained ancestors?
									","
											Bence, sonuçtaki en önemli soru şu ki,
											biz bunun gibi örneklerden ve geçmişimizden
											genel olarak ve gerçekten ne öğrendik?
											Elbette bizi neyin insan yaptığı gibi
											inanılmaz miktardaki bilimsel bilginin elde edilmesine ek olarak,
											biliyorsunuz, geçtiğimiz 6 milyon yılda yaşayan — ve 10'dan fazlası da var—
											insan atalarının bir çoğu biz, Homo sapiens'in,
											bugün sahip olduğu teknoloji ve kültürlülüğe
											sahip değillerdi.
											Fakat eğer bu türler, eski türler,
											zamanda yolculuk yapabilseydi ve bugün bizi görebilseydi,
											miraslarından çok gurur duyarlardı,
											çünkü onlar evrendeki en başarılı türün
											ataları oldular.
											Ve muhtemelen bu gelecek mirasın farkında değillerdi,
											ama müthiş yaptılar.
											Şimdi, soru şu ki, biz Homo sapiens bugün
											gezegenimizin geleceği hakkında karar verecek pozisyondayız, hatta daha fazlası.
											Soru şu ki, baş edebilecek miyiz?
											Ve gerçekten bu öncekilerden, küçük beyinli atalarımızdan,
											daha iyi olabilecek miyiz?
									","
											Finalement, la question la plus importante est de savoir
											ce que nous apprennent vraiment des spécimens comme celui-ci
											et ce que nous apprend notre passé de façon générale?
											Bien sur, en plus d'extraire cette quantité énorme
											d'information scientifique sur ce qui constitue notre humanité,
											vous savez, les nombreux ancêtres humains qui ont existé
											au cours des six derniers millions d'années — et il y en a plus de 10 —
											ils n'avaient pas la connaissance, la technologie et la sophistication
											que nous les Homo sapiens avons aujourd'hui.
											Mais si cette espèce, cette ancienne espèce,
											pouvait voyager dans le temps et nous voir aujourd'hui,
											ils seraient très fiers de ce qu'ils ont laissé en héritage,
											parce qu'ils sont devenus les ancêtres de
											l'espèce qui a le mieux réussi dans l'univers.
											et ils n'étaient probablement pas conscients de cet héritage qu'ils nous laissaient,
											mais ils se sont bien débrouillés.
											La question qui se pose maintenant est, nous, les Homo sapiens
											sommes en mesure de décider du futur de notre planète, et peut-être plus.
											Alors la question est de savoir si nous saurons relever le défi.
											Pouvons-nous vraiment mieux faire que ces ancêtres primitifs,
											dotés de petits cerveaux?
									","
											Also ist am Ende die wichtigste Frage,
											was lernen wir eigentlich von solchen Exemplaren
											und von unserer Vergangenheit allgemein?
											Zusätzlich zu dem Sammeln dieser riesigen Datenmenge,
											was uns zu Menschen macht,
											na ja, die vielen menschlichen Vorfahren, die über die
											vergangenen sechs Millionen Jahre existiert haben – mehr als zehn –
											sie hatten nicht das Wissen, die Technologie und die Entwicklungen,
											die wir, Homo sapiens, heute haben.
											Aber wenn diese alte Spezies
											in der Zeit vorwärtsreisen und uns heute sehen würde,
											dann wären sie sehr stolz auf ihr Erbe,
											denn sie wurden die Urahnen
											der erfolgreichsten Spezies im Universum.
											Und sie waren sich diesem zukünftigen Erbe wahrscheinlich gar nicht bewusst,
											aber sie haben es toll gemacht.
											Die Frage ist also, wir Homo sapiens sind heute
											in einer Position, über die Zukunft unseres Planeten oder mehr zu entscheiden.
											Die Frage ist also, können wir diese Aufgabe meistern?
											Und können wir sie wirklich besser lösen
											als diese primitiven Vorfahren mit dem kleinen Gehirn?
									","
											Penso que, no final,
a pergunta mais importante é:
											O que é que aprendemos
com especímenes como este
											e com o nosso passado, em geral?
											Para além de extrair
esta enorme quantidade
											de informações científicas
sobre o que nos torna humanos,
											os muitos antepassados humanos
que existiram
											nos últimos seis milhões de anos
— e há mais de 10 milhões —
											não tinham os conhecimentos,
a tecnologia e as sofisticações
											que nós, Homo sapiens, temos hoje.
											Mas, se esta espécie, esta espécie antiga
											viajasse no tempo
e nos encontrasse hoje
											ficaria muito orgulhosa do seu legado
											porque tinham-se tornado
nossos antepassados
											da espécie com mais êxito do universo.
											Provavelmente não tinham
consciência desse legado
											mas fizeram-no bem.
											A pergunta é: Nós, o Homo sapiens de hoje
											estaremos em melhor posição de decidir
do futuro do nosso planeta?
											A questão é: estaremos
à altura desse desafio?
											Poderemos fazer melhor
do que estes antepassados
											primitivos e de cérebro pequeno?
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											Among the most pressing challenges that our species
											is faced with today are the chronic problems of Africa.
											Needless to list them here, and there are more competent people
											to talk about this.
											Still, in my opinion, we have two choices.
											One is to continue to see a poor, ill, crying Africa,
											carrying guns, that depends on other people forever,
											or to promote an Africa which is confident,
											peaceful, independent, but cognizant of its huge problems
											and great values at the same time.
											I am for the second option, and I'm sure many of you are.
											And the key is to promote a positive African attitude towards Africa.
									","
											Afrikanın kronik problemleri, türümüzün bugün karşı karşıya kaldığı
											en zor sorunlar arasındadır.
											Onları burda listelemeye gerek yok, ve bu konu hakkında konuşabilecek
											daha ehil insanlar var.
											Hala, bana göre iki seçeneğimiz var.
											Birisi fakir, ağlayan,
											silah taşıyan, daima diğer insanlara bağlı olan bir Afrika görmeye devam etmek,
											ya da kendinden emin,
											barışçıl, bağımsız, ama büyük problemlerinin
											ve aynı zamanda büyük değerlerinin farkında olan bir Afrika'yı teşvik etmek.
											Ben ikinci seçenekten yanayım ve eminim ki bir çoğunuz öyle.
											Ve anahtar, pozitif bir Afrikalı davranışını Afrika boyunca teşvik etmektir.
									","
											Un des défis les plus pressants auquel se trouve confrontée notre espèce
											aujourd'hui est l'ensemble des problèmes chroniques qui affectent l'Afrique.
											Il n'est pas besoin de les lister aujourd'hui, et il y a des gens plus compétents
											pour en parler.
											Néanmoins, selon moi, nous avons deux options.
											Une est de continuer à avoir une Afrique pauvre, malade, qui pleure —
											armée — qui continuera à dépendre des autres indéfiniment,
											l'autre est de promouvoir une Afrique qui a confiance en elle,
											en paix, indépendante, mais consciente de ses énormes problèmes
											et de ses grandes valeurs en même temps.
											Je suis partisan de la deuxième option, et je suis sûr que beaucoup d'entre vous aussi.
											La clé est de promouvoir une attitude positive des Africains à l'égard de l'Afrique.
									","
											Zu einer unserer größten Herausforderungen unserer Art
											gehören heute die chronischen Probleme Afrikas.
											Die müssen wir hier nicht aufführen, und es gibt kompetentere Leute,
											die darüber reden können.
											Meiner Meinung nach haben wir zwei Möglichkeiten.
											Die eine ist, uns weiterhin ein krankes, armes, weinendes Afrika anzuschauen,
											das Waffen trägt und für immer von anderen abhängig ist,
											und die andere ist ein Afrika, das selbstsicher ist,
											friedfertig, unabhängig, und sich zugleich seiner riesigen Probleme
											und seiner großartigen Werte bewusst ist.
											Ich bin für die zweite Option, und sicherlich sind es viele von Ihnen.
											Der Schlüssel dazu ist die Förderung einer positiven Auffassung Afrikas zu sich selbst.
									","
											Entre os problemas mais prementes
que a nossa espécie enfrenta hoje
											estão os problemas crónicos de África.
											Não é necessário enumerá-los aqui,
											há pessoas mais competentes
para falar deles.
											Mas, na minha opinião, temos duas opções.
											Uma é continuar a ver uma África
pobre, doente, a chorar,
											a usar armas, que depende
dos outros eternamente
											outra é promover uma África
confiante, pacífica, independente
											mas que reconheça os seus
enormes problemas
											e os seus grandes valores,
simultaneamente.
											Defendo a segunda opção,
e estou certo que vocês também.
											A chave é promover
											uma atitude africana
positiva para com África.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											That's because we Africans concentrate —
											I am from Ethiopia, by the way —
											we concentrate too much on how we are seen
											from elsewhere, or from outside.
											I think it's important to promote in a more positive way
											on how we see ourselves.
											That's what I call positive African attitude.
											So finally, I would like to say,
											so let's help Africa walk upright and forward,
											then we all can be proud of our future legacy as a species.
									","
											Bu, biz Afrikalıların
											ben Etiyopyalıyım bu arada —
											başka bir yerden ya da dışarıdan nasıl göründüğü üzerine
											çok fazla konsantre olduğu içindir.
											Bence, kendimizi nasıl gördüğümüz üzerine
											daha pozitif bir şekilde teşvik etmek önemlidir.
											Bu benim pozitif Afrikalı davranışı olarak adlandırdığım şeydir.
											Sonuç olarak, şunu söylemek isterim,
											hadi Afrika'nın ayağa kalkması ve ileri gitmesi için yardım edelim,
											böylelikle hepimiz bir tür olarak gelecek mirasımızla ilgili gurur duyabiliriz.
									","
											C'est parce nous les Africains nous nous concentrons —
											je viens d'Ethiopie, soit dit en passant —
											nous nous concentrons trop sur la façon dont nous sommes perçus
											ailleurs et à l'extérieur.
											Je pense qu'il faut promouvoir de manière plus positive
											la perception que nous avons de nous-mêmes.
											C'est ce que j'appelle africaine — une attitude positive africaine.
											Pour finir, j'aimerais dire
											qu'il faut aider l'Afrique à se tenir debout et à aller de l'avant —
											alors nous pourrons tous être fiers de l'héritage que nous allons laisser en tant qu'espèce.
									","
											Denn wir Afrikaner –
											ich bin übrigens aus Äthiopien –
											konzentrieren uns viel zu sehr darauf, wie wir von woanders,
											von außerhalb wahrgenommen werden.
											Es ist wichtig, eine positivere Sicht auf uns selbst
											zu fördern.
											Das nenne ich eine positive afrikanische Auffassung.
											Schließlich möchte ich sagen,
											helfen wir Afrika, aufrecht und nach vorn zu laufen,
											dann können wir alle stolz auf unser zukünftiges Erbe als Spezies sein.
									","
											Isso porque nós, os africanos
											— a propósito, sou etíope —
											concentramo-nos demasiado
na forma como nos veem do exterior.
											Penso que é importante
promover de modo mais positivo
											como nos vemos a nós mesmos.
											É a isso que chamo a atitude
africana positiva.
											Por fim, gostava de dizer:
											ajudemos África a caminhar ereta
e a avançar
											e depois podemos orgulhar-nos
do nosso legado futuro enquanto espécie.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											Thank you.
									","
											Teşekkürler.
									","
											Merci.
									","
											Danke.
									","
											Obrigado.
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
"
","
","
","
","
",The search for humanity's roots,Zeresenay Alemseged,15:51,"Africa,anthropology,exploration,global issues,human origins,humanity,paleontology,science"
