fr,en,tr,de,title,speaker,duration,tags
"
											En utilisant la méthode fab-lo,
											même les décisions esthétiques
peuvent influencer la vie des gens.
											A Butaro, nous avons utilisé
une pierre volcanique locale
											trouvée en abondance dans la région
											mais vue comme une nuisance
par les fermiers
											et empilée sur le bord de la route.
											Avec ces maçons,
nous avons coupé ces pierres
											pour former les murs de l'hôpital.
											Quand ils ont commencé ce coin
											et ont entouré tout l'hôpital,
											ils étaient devenus si bons
à assembler ces pierres
											qu'ils nous ont demandé de détruire
le mur original et de le reconstruire.
											Vous voyez ce qui est possible.
											C'est beau.
											Et, pour moi, la beauté
											vient du fait que je sais
que des mains ont taillé ces pierres
											et les ont modelées
pour faire ce mur épais,
											n'existant qu'à cet endroit
et fait de pierres de ce sol.
									","
											Using the lo-fab way of building,
											even aesthetic decisions
can be designed to impact people's lives.
											In Butaro, we chose to use
a local volcanic stone
											found in abundance within the area,
											but often considered
a nuisance by farmers,
											and piled on the side of the road.
											We worked with these masons
to cut these stones
											and form them into the walls
of the hospital.
											And when they began on this corner
											and wrapped around the entire hospital,
											they were so good at putting
these stones together,
											they asked us if they could take down
the original wall and rebuild it.
											And you see what is possible.
											It's beautiful.
											And the beauty, to me,
											comes from the fact that I know
that hands cut these stones,
											and they formed them into this thick wall,
											made only in this place
with rocks from this soil.
									","
											Bu süreç ile
											estetik bile insanların hayatını
etkilemek için bir araç olabilir.
											Butaro'da yerel volkanik taş kullandık,
											bölgede çok vardı.
											Ancak çiftçiler bunları bela
olarak görüyorlardı
											ve yolun kenarına yığmışlardı.
											Bu taş ustalarıyla taşları kesip
											hastane duvarı yaptık.
											Bu köşeden başladılar,
											tüm hastanenin etrafını çevirdiler.
											Taşları bir araya getirmekte
çok iyiydiler.
											Bize orijinal duvarı yıkıp yeniden yapmak
istediklerini söylediler.
											Nelerin mümkün olabildiğini görüyorsunuz.
											Çok güzel.
											Bence güzellik şuradan geliyor,
											bu taşların elle kesildiğini
											ve bu kalın duvar olduğunu biliyorum.
											Sadece burada, bu toprağın
taşları ile yapıldı.
									","
											Bei Anwendung der Lo-Fab-Bauweise
											können auch ästhetische Entscheidungen
das Menschenleben positiv beeinflussen.
											In Butaro entschieden wir uns
für ein lokales Vulkangestein,
											das in der Gegen reichlich verfügbar ist,
											aber von Bauern oft
als Ärgernis empfunden
											und am Straßenrand gestapelt wird.
											Maurer halfen uns,
diese Steine zu schneiden
											und mit ihnen die Mauern
der Klinik zu formen.
											Als sie an dieser Ecke begannen
											und die gesamte Klinik umhüllten,
											wurden sie so gut darin,
die Steine aufeinanderzusetzen,
											dass sie die ursprüngliche Wand
abreißen und neu bauen wollten.
											Sie sehen, was möglich ist.
											Es ist wunderschön.
											Das Schöne daran ist die Tatsache,
											dass ich weiß, welche Hände
diese Steine geschnitten
											und diese massive Wand
mit ihnen gebaut haben,
											nur an diesem Ort,
mit Steinen aus dieser Erde.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Si vous regardez, autour de vous,
le monde construit,
											ne vous arrêtez pas à :
											« Quelle est l'empreinte carbone ? » —
question importante —
											mais demandez aussi :
											« Quelle est l'empreinte humaine
de ceux qui l'ont construit ? »
									","
											When you go outside today
and you look at your built world,
											ask not only:
											""What is the environmental footprint?"" —
an important question —
											but what if we also asked,
											""What is the human handprint
of those who made it?""
									","
											Bugün dışarı çıktığınızda, dünyanın 
inşasına baktığınızda,
											sadece,
											""Çevresel ayak izi nedir?"" diye
sormanın dışında,
											""Bunu yapan insanların
											el izi nedir?"" diye sorsak nasıl olurdu?
									","
											Wenn Sie heute nach draußen gehen
und die gebaute Welt betrachten,
											fragen Sie nicht nur
											nach der Umweltbelastung
— eine wichtige Frage —,
											sondern fragen Sie auch
											nach den Menschenhänden,
die es erbaut haben.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Nous avons lancé une nouvelle pratique
basée sur ces questions
											et l'avons testée à travers le monde.
											A Haïti,
											nous avons demandé si un nouvel hôpital
pouvait mettre un terme
											à l'épidémie de choléra.
											Dans cet hôpital ayant 100 lits,
											nous avons conçu une stratégie simple
											pour nettoyer
les déchets médicaux contaminés
											avant leur pénétration
des nappes phréatiques
											et nos partenaires des Centres GHESKIO
											sauvent déjà des vie grâce à cela.
									","
											We started a new practice
based around these questions,
											and we tested it around the world.
											Like in Haiti,
											where we asked if a new hospital
could help end the epidemic of cholera.
											In this 100-bed hospital,
											we designed a simple strategy
											to clean contaminated medical waste
before it enters the water table,
											and our partners at Les Centres GHESKIO
											are already saving lives because of it.
									","
											Bu sorulara dayanan yeni
											bir uygulama başlattık
ve dünyada test ettik.
											Haiti'de olduğu gibi,
											yeni bir hastane kolera salgınına
çare olabilir miydi?
											Bu 100 yataklı hastane için
											bir strateji tasarladık:
											Kirli tıbbi atıkları yeraltı sularına
karışmadan temizleyecektik.
											Gheskio Merkezi'ndeki 

											partnerlerimiz bu sayede 
çoktan hayat kurtarıyorlar bile.
									","
											Wir schufen eine neue Praxis
rund um diese Fragen
											und wir testeten sie weltweit.
											Wie in Haiti, wo wir uns fragten,
											ob eine neue Klinik helfen könnte,
die Choleraepidemie zu beenden.
											In dieser 100-Betten-Klinik
entwarfen wir eine einfache Strategie,
											um verseuchten Medizinabfall zu reinigen,
bevor er ins Grundwasser gelangt,
											und unsere Partner
bei Les Centres GHESKIO
											retten dadurch schon Leben.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Ou au Malawi :
											nous avons demandé si
une maison de naissance pouvait réduire
											la mortalité maternelle et infantile.
											Le Malawi a un des taux
les plus élevés au monde.
											En utilisant une stratégie simple
reproduisible nationalement,
											nous avons conçu une maison de naissance
											qui inciterait les femmes
et leurs accompagnateurs
											à venir plus tôt à l'hôpital
et donc à avoir des naissances plus sûres.
									","
											Or Malawi:
											we asked if a birthing center
could radically reduce
											maternal and infant mortality.
											Malawi has one of the highest rates
of maternal and infant death
											in the world.
											Using a simple strategy
to be replicated nationally,
											we designed a birthing center
											that would attract women
and their attendants
											to come to the hospital earlier
and therefore have safer births.
									","
											Veya Malavi'de:
											Bir doğum merkezinde, anne
ve bebek ölüm oranını
											büyük ölçüde azaltabilir miydik?
											Malavi, dünyadaki en yüksek
anne ve bebek ölümü
											oranına sahip.
											Ulusal ölçüde tekrarlanacak olan
basit bir strateji kullandık.
											Kadınların ve
											refakatçilerinin erken gelmelerini 
ve daha güvenli doğum
											sağlayacak bir doğum merkezi tasarladık.
									","
											Oder Malawi:
											Wir fragten uns, ob ein Geburtshaus
											Mütter- und Kindersterblichkeit
radikal reduzieren könnte.
											Malawi hat eine der weltweit
höchsten Sterblichkeitsraten
											von Kindern und Müttern
											Durch Nutzung einer einfachen Methode
zur landesweiten Anwendung
											entwarfen wir ein Geburtshaus,
											um Frauen und ihre Begleiter zu ermuntern,
											früher in die Kliniken zu kommen
und damit sichere Geburten zu haben.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Ou au Congo où nous avons demandé
											si un centre éducatif
pouvait aussi être utilisé
											pour protéger les espèces menacées.
											Le braconnage d'ivoire et de viande
											génère une épidémie mondiale,
la propagation de maladies et la guerre.
											Dans l'un des endroits
les plus difficiles d'accès au monde,
											nous avons utilisé la boue,
la poussière et le bois alentour
											pour construire un centre
											qui nous montrerait comment protéger
et conserver notre riche biodiversité.
									","
											Or in the Congo, where we asked
											if an educational center
could also be used
											to protect endangered wildlife.
											Poaching for ivory and bushmeat
											is leading to global epidemic,
disease transfer and war.
											In one of the hardest-to-reach
places in the world,
											we used the mud and the dirt
and the wood around us
											to construct a center
											that would show us ways to protect
and conserve our rich biodiversity.
									","
											Veya Kongo'da şunu sorduk:
											Bir eğitim merkezi, tehlikede
olan doğal hayatı
											korumak için kullanılabilir mi?
											Kaçak fildişi ve vahşi hayvan eti avcılığı
											bulaşıcı hastalık ve savaşlara yol açıyor.
											Dünyada erişilmesi en zor
yerlerden birinde,
											bir merkez inşa etmek
için etrafımızdaki çamur,
											çer çöp ve odunları kullandık.
											Bu bize zengin biyo-çeşitliliğimizi 
korumamızda çeşitli yollar gösterdi.
									","
											Oder im Kongo, wo wir uns fragten,
											ob ein Ausbildungszentrum
auch genutzt werden könnte,
											um gefährdete Arten zu schützen.
											Wilderei von Elfenbein und Wildfleisch
											führt zu globalen Seuchen,
Krankheitsübertragung und Krieg.
											In einem der entlegensten Orte der Welt
											nutzten wir Lehm, Schmutz
und vorhandenes Holz,
											um ein Zentrum zu bauen,
											das uns Wege aufzeigt, um unsere
große Artenvielfalt zu schützen.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Même ici aux États-Unis,
											nous avons repensé
											la plus grande université pour sourds
et malentendants du monde.
											La communauté sourde,
via le langage des signes,
											nous montre le pouvoir
de la communication visuelle.
											Nous avons conçu un campus
réveillant les façons
											dont, nous humains, communiquons
											à la fois verbalement et non verbalement.
									","
											Even here in the US,
											we were asked to rethink
											the largest university for the deaf
and hard of hearing in the world.
											The deaf community, through sign language,
											shows us the power
of visual communication.
											We designed a campus
that would awaken the ways
											in which we as humans all communicate,
											both verbally and nonverbally.
									","
											Burada, Amerika'da,
											işitme engelliler
											ve işitme zorluğu yaşayanlar için dünyanın
en büyük üniversitesini yeniden
											tasarlamamız istendi. 

											İşaret dili, görsel iletişimin 
önemini gösteriyor.
											Yolların, tüm insanlığın
iletişim kurduğu şekilde,
											sözel ve sözel olmayan yollarla
											gösterildiği bir kampüs tasarladık.
									","
											Sogar hier in den USA,
											wo wir gebeten wurden,
											die weltweit größte Universität für Taube
und Schwerhörige neu zu denken.
											Die Gehörlosen-Gemeinschaft
zeigt uns durch Gebärdensprache
											die Macht visueller Kommunikation.
											Wir entwarfen einen Campus
zur Veranschaulichung
											der Kommunikationsarten,
die wir als Menschen
											sowohl verbal als auch nonverbal nutzen.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Même à Poughkeepsie, ma ville natale,
											nous avons pensé aux vieilles
infrastructures industrielles.
											Nous nous sommes demandé :
											pouvons-nous utiliser l'art, la culture
et le design pour revitaliser cette ville
											et d'autres villes de la Rust Belt
à travers notre nation,
											les transformer en centres
d'innovation et de croissance ?
											Lors de tous ces projets,
nous avons posé une seule question :
											qu'est-ce que l'architecture
peut faire de plus ?
											En posant cette question,
											nous avons dû penser à comment
nous pouvions créer des emplois,
											nous fournir régionalement
											et comment investir
dans la dignité des communautés
											pour lesquelles nous travaillons.
									","
											And even in Poughkeepsie, my hometown,
											we thought about old
industrial infrastructure.
											We wondered:
											Could we use arts and culture
and design to revitalize this city
											and other Rust Belt cities
across our nation,
											and turn them into centers
for innovation and growth?
											In each of these projects,
we asked a simple question:
											What more can architecture do?
											And by asking that question,
											we were forced to consider
how we could create jobs,
											how we could source regionally
											and how we could invest
in the dignity of the communities
											in which we serve.
									","
											Poughkeepsie'de, benim şehrimde bile,
											eski endüstriyel altyapıyı
yeniden düşündük.
											Kültür ve sanatı kullanarak bu şehri
											ve ülkedeki diğer sanayi şehirlerini 
yeniden canlandırabilir miydik?
											Ve bunları
											inovasyon ve gelişme merkezlerine
dönüştürebilir miydik?
											Bu projelerin her birinde,
basit bir soru sorduk:
											Mimari daha fazla ne yapabilir?
											Bu soruyu sorarken,
											nasıl istihdam yaratabiliriz,
bölgedeki kaynaklarından
											nasıl yararlanabiliriz,
											hizmet ettiğimiz bölge 
halklarının değerine nasıl
											katkıda bulunabiliriz?
									","
											Sogar in Poughkeepsie, meiner Heimatstadt,
											dachten wir über alte,
industrielle Infrastruktur nach.
											Wir fragten uns:
											Könnten wir Kunst, Kultur
und Design nutzen,
											um diese und andere ""Rustbelt""-Städte
im ganzen Land wiederzubeleben
											und sie zu Zentren für Innovation
und Wachstum zu machen?
											In jedem dieser Projekte
stellten wir eine einfache Frage:
											Was kann Architektur noch?
											Und indem wir diese Frage stellten,
											mussten wir überlegen,
wie wir Jobs schaffen könnten,
											wie wir uns regional eindecken
											und wie wir in die Würde
der Gemeinden investieren könnten,
											in denen wir arbeiten.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											J'ai appris
											que l'architecture peut être
un moteur de changements profonds.
									","
											I have learned
											that architecture can be
a transformative engine for change.
									","
											Şunu öğrendim ki:
											Mimari, değişim için dönüştürücü
bir lokomotif olabilir.
									","
											Ich habe gelernt,
											dass Architektur ein transformativer
Motor des Wandels sein kann.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Il y a un an, j'ai lu un article
											sur un activiste des droits civils
infatigable et intrépide
											du nom de Bryan Stevenson.
									","
											About a year ago, I read an article
											about a tireless and intrepid
civil rights leader
											named Bryan Stevenson.
									","
											Bir sene önce, yorulmak bilmeyen
											ve gözüpek bir insan hakları
savunucusu, Bryan Stevenson ile
											ilgili bir yazı okumuştum.
									","
											Vor etwa einem Jahr las ich einen Artikel
											über einen unermüdlichen
und furchtlosen Bürgerrechtler
											namens Bryan Stevenson.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkışlar)
									","
											(Applaus)
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Bryan avait une vision
architecturale audacieuse.
											Lui et son équipe ont documenté
											plus de 4 000 lynchages d'Afro-américains
											qui ont eu lieu
dans le sud de l'Amérique.
											Leur plan était de marquer tous les comtés
où ces lynchages avaient pris place
											et de construire un mémorial national
pour les victimes de lynchage
											à Montgomery, en Alabama.
									","
											And Bryan had a bold architectural vision.
											He and his team had been documenting
											the over 4,000 lynchings
of African-Americans
											that have happened in the American South.
											And they had a plan to mark every county
where these lynchings occurred,
											and build a national memorial
to the victims of lynching
											in Montgomery, Alabama.
									","
											Bryan'ın cesur bir mimari vizyonu vardı.
											O ve ekibi Amerika'nın güneyindeki
Afrikalı-Amerikalılara
											4.000'in üzerinde
											linç girişimini belgelemişlerdi.
											Linç girişimlerinin olduğu her eyaleti 
işaretleme ve Montgomery Alabama'da
											linç kurbanları için ulusal bir anıt dikme
											planları vardı.
									","
											Bryan hatte eine kühne Architekturvision.
											Er und sein Team hatten
über 4000 Lynchmorde
											an Afroamerikanern dokumentiert,
											die sich in den Südstaaten
zugetragen hatten.
											Sie planten, jeden Bezirk zu kennzeichnen,
in dem Lynchmorde stattgefunden hatten,
											und für die Lynchopfer
eine nationale Gedenkstätte
											in Montgomery, Alabama, zu errichten.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Des pays comme l'Allemagne,
l'Afrique du Sud
											et, bien sûr, le Rwanda
											ont trouvé nécessaire
de construire des mémoriaux
											représentant les atrocités de leur passé
											afin de guérir leur psyché nationale.
											Nous devons le faire aux États-Unis.
									","
											Countries like Germany and South Africa
											and, of course, Rwanda,
											have found it necessary to build memorials
											to reflect on the atrocities
of their past,
											in order to heal their national psyche.
											We have yet to do this
in the United States.
									","
											Almanya, Güney Afrika
ve tabii Ruanda gibi ülkeler,
											ulusal ruhu iyileştirmek
											ve geçmişlerindeki
											vahşeti yansıtmak için
											anıt dikmeyi gerekli görmüşlerdi.
											Bizim bunu Amerika'da hâlâ yapmamız lazım.
									","
											Länder wie Deutschland und Südafrika,
											und natürlich Ruanda,
											sahen die Notwendigkeit,
Gedenkstätten zu bauen,
											um sich der Gräueltaten
ihrer Vergangenheit zu besinnen
											und ihre nationale Seele zu heilen.
											In den Vereinigten Staaten
liegt das noch vor uns.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											J'ai envoyé un message froid
à info@equaljusticeintiative.org,
											j'ai dit : « Cher Bryan,
											votre projet de construction
											est peut-être le projet le plus important
des projets américains
											et il pourrait changer
notre vision de l'injustice sociale.
											Par hasard,
											savez-vous qui va le concevoir ? »
									","
											So I sent a cold email
to info@equaljusticeintiative.org:
											""Dear Bryan,"" it said,
											""I think your building project
											is maybe the most important
project we could do in America
											and could change the way
we think about racial injustice.
											By any chance,
											do you know who will design it?""
									","
											Ben de info@equaljusticeintiative.org 
adresine bir e-posta attım:
											""Sevgili Bryan"" diye başladım,
											Bence anıtlarla ilgili projen,
											Amerika'da yapabileceğimiz en önemli proje
											ve ırk adaletsizliğine
bakışımızı değiştirebilir.
											Bir ihtimal,
											kimin tasarlayacağını biliyor musun?""
									","
											Daher schickte ich spontan eine E-Mail
an info@equaljusticeintiative.org:
											""Lieber Bryan"", stand darin,
											""ich denke, euer Bauprojekt
											ist womöglich das wichtigste Projekt,
das wir in Amerika machen könnten,
											und es könnte unsere Haltung
zum Rassismus ändern.
											Weißt du vielleicht,
wer es entwerfen wird?""
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											(Rires)
									","
											(Laughter)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											De façon surprenante, choquante,
											Bryan m'a répondu
											et m'a invité à les rencontrer,
lui et son équipe, pour leur parler.
											J'ai annulé toutes mes réunions,
											j'ai sauté dans un avion
pour Montgomery.
											Arrivé là-bas,
											Bryan et son équipe sont venus me chercher
et nous avons marché dans la ville.
											Ils ont pris le temps de me montrer
											les nombreux repères
placés dans toute la ville
											pour l'histoire de la Confédération
											et les rares marques
pour l'histoire de l'esclavage.
									","
											Surprisingly, shockingly,
											Bryan got right back to me,
											and invited me down to meet
with his team and talk to them.
											Needless to say,
I canceled all my meetings
											and I jumped on a plane
to Montgomery, Alabama.
											When I got there,
											Bryan and his team picked me up,
and we walked around the city.
											And they took the time to point out
											the many markers that have
been placed all over the city
											to the history of the Confederacy,
											and the very few that mark
the history of slavery.
									","
											Şaşırtıcı bir şekilde,
											Bryan direkt cevap verdi
											ve beni ekibiyle tanışmaya çağırdı.
											Söylemeye gerek bile yok,
tüm toplantılarımı iptal ettim
											ve Alabama, Montgomery'e
bir uçağa atladım.
											Oraya vardığımda,
											Bryan ve ekibi beni aldı ve şehri gezdik.
											Şehirde konfederasyonun 

											
tarihine dair ne kadar çok sembol
											olduğunu gösterdiler
											ve kölelik tarihine dair olanların
ne kadar az olduğunu.
									","
											Überraschenderweise,
schockierenderweise,
											antwortete Bryan mir direkt
											und lud mich zu einem Gespräch
mit ihm und seinem Team ein.
											Selbstredend sagte ich alle Termine ab
											und nahm den nächsten Flieger
nach Montgomery, Alabama.
											Als ich dort ankam,
											holten Bryan und sein Team mich ab
und zeigten mir die Stadt.
											Sie nahmen sich die Zeit,
mir die vielen Gedenktafeln zu zeigen,
											die überall in der Stadt zur Geschichte
der Konföderation stehen,
											und die wenigen Gedenktafeln
zur Geschichte der Sklaverei.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Puis il m'a amené à une colline.
											Elle dominait toute la ville.
											Il m'a montré la rivière,
les lignes ferroviaires
											où le plus grand port
de commerce intérieur d'esclaves
											avait un jour prospéré.
											Puis à la rotonde du Capitole,
											sur ces marches
où George Wallace s'est tenu
											et a dit : « La ségrégation
pour toujours ».
											Puis il a montré la colline à nos pieds.
											Il a dit : « Ici, nous construirons
un nouveau mémorial
											qui changera l'identité
de cette ville et de cette nation. »
									","
											And then he walked me to a hill.
											It overlooked the whole city.
											He pointed out the river
and the train tracks
											where the largest domestic
slave-trading port in America
											had once prospered.
											And then to the Capitol rotunda,
											where George Wallace
had stood on its steps
											and proclaimed, ""Segregation forever.""
											And then to the very hill below us.
											He said, ""Here we will build
a new memorial
											that will change the identity
of this city and of this nation.""
									","
											Sonra tüm şehri gören
											bir tepeye çıktık.
											Nehri ve tren raylarını gösterdi,
											Amerika'da köle ticaretinin 

											büyük başarıyla yapıldığı limandı burası.
											Daha sonra Capitol Kubbesi'ni işaret etti
											George Wallace burada,
											""Sonsuza kadar ayrımcılık""
diye ilan etmişti.
											Daha sonra hemen aşağımızdaki
tepeyi göstererek,
											""Buraya, bu şehrin ve bu ulusun kimliğini
											değiştirecek bir anıt dikeceğiz"" dedi.
									","
											Dann ging er mit mir zu einem Hügel.
											Er überragte die ganze Stadt.
											Er zeigte auf den Fluss
und die Bahngleise,
											wo der größte inländische Hafen
für Sklavenhandel einst florierte.
											Dann wies er auf die Rotunde des Kapitols,
											auf dessen Stufen George Wallace gestanden
											und verkündet hatte:
""Ewige Rassentrennung.""
											Und dann auf dem Hügel direkt unter uns.
											Er sagte: ""Hier werden wir
eine neue Gedenkstätte bauen,
											die die Identität der Stadt und
dieses Landes verändern wird.""
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
