fr,de,title,speaker,duration,tags
"
											Des gens m'ont dit, 
quand j'ai choisi
											d'écrire sur la dépression
qu'il doit être très dur
											de révéler ceci, 
que les gens le sachent.
											Ils demandent :
« On te parle différemment ? »
											Et je réponds : « Oui,
on me parle différemment. »
											Différemment,
puisqu'ils commencent
											à me raconter leur expérience,
											ou celle de leur sœur,
											ou de leur meilleur ami.
											Maintenant, tout est différent
											car je sais que la dépression,
											c'est le secret familial 
que chacun garde.
									","
											Als ich beschloss, über meine Depressionen 
zu schreiben, sagten viele Menschen,
											dass es sehr schwierig sein müsse,
											sich öffentlich dazu zu bekennen, 
es die Leute wissen zu lassen.
											Sie sagten: ""Reden die 
Leute anders mit Ihnen?""
											Und ich sagte: ""Ja, Menschen 
reden anders mit mir.
											Sie reden insofern anders mit mir,
											dass sie anfangen, mir von 
ihrer Erfahrung zu erzählen
											oder der Erfahrung ihrer Schwester,
											oder der Erfahrung eines Freundes.
											Die Dinge sind anders, 
denn jetzt weiß ich,
											dass Depressionen 
ein Familiengeheimnis sind,
											das jeder hat.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Il y a quelques années, 
je suis allé à une conférence,
											et le vendredi de cette conférence
de trois jours,
											une participante m'a pris à part, 
et elle m'a dit :
											« Je souffre d'une dépression
											et j'en suis un peu gênée,
											mais je prends ces médicaments
depuis quelque temps,
											et je voulais savoir 
ce que vous en pensez ? »
											Alors j'ai fait de mon mieux 
de lui conseiller autant que je pouvais.
											Et puis elle a dit : « Vous savez,
											mon mari ne pourrait
jamais comprendre ceci.
											En fait, c'est une personne, 
pour qui ceci n'aurait pas de sens,
											alors je, vous savez,
cela reste entre nous. »
											Et j'ai répondu :
« D'accord, pas de problème. »
											Et le dimanche
de cette même conférence,
											son mari m'a pris à part,
											et il m'a dit : « Ma femme 
ne me tiendrait pas en estime
											en tant que homme, si elle le savait,
											mais je souffre d'une dépression
depuis quelque temps
											et je prends des médicaments,
											et je me demandais 
ce que vous en pensez ? »
											Ils se cachaient
											les mêmes medicaments,
dans deux différents endroits
											dans la même chambre.
											Et j'ai dit que je trouvais
											que la communication 
au sein de leur mariage
											pourrait être à l'origine
de leurs problèmes.
											(Rires)
											Mais j'ai aussi été frappé
											par l'énorme charge
											que représente ce secret mutuel.
											La dépression est épuisante.
											Elle occupe
tant de temps et d'énergie,
											et la passer sous silence,
											cela rend la dépression 
encore pire.
									","
											Vor ein paar Jahren 
ging ich zu einer Konferenz
											und am Freitag dieser 3-tägigen Konferenz
											nahm eine der Teilnehmerinnen 
mich zur Seite und sie sagte zu mir:
											""Ich leide an Depressionen
											und ich schäme mich ein bisschen dafür,
											aber ich nehme diese Medikamente
											und ich möchte Sie fragen, 
was Sie darüber denken?""
											Und ich bemühte mich, so weit ich konnte, 
ihr einen Rat zu geben.
											Und dann sagte sie: ""Wissen Sie,
											mein Mann würde das nie verstehen.
											Er ist wirklich ein Typ, für den das 
keinen Sinn ergeben würde.
											Also, das sollte unter uns bleiben.""
											Und ich sagte: ""Ja, das ist in Ordnung.""
											Am Sonntag derselben Konferenz
											nahm mich ihr Ehemann zur Seite
											und sagte zu mir: 
""Meine Frau würde denken,
											dass ich kein ganzer Kerl wäre, 
wenn sie das wüsste.
											Aber ich habe mit Depressionen zu kämpfen
											und ich nehme einige Medikamente,
											und frage ich mich, was Sie denken.""
											Sie versteckten
											die gleichen Medikamente 
an zwei verschiedenen Orten
											im selben Schlafzimmer.
											Ich sagte, dass ich denke,
											dass die Kommunikation in der Ehe
											einige ihrer Probleme auslösen könnte.
											(Gelächter)
											Aber mir wurde auch schlagartig bewusst,
											wie belastend
											so eine wechselseitige Heimlichkeit ist.
											Depressionen sind so ermüdend.
											Sie verbrauchen so viel Zeit und Energie,
											und darüber zu schweigen
											verschlimmert die Depressionen noch.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et puis j'ai commencé
à réfléchir sur toutes les façons
											qu'ont les gens de se soulager.
											Au départ, j'avais été 
conservateur médical.
											J'ai cru qu'il y avait quelques
sortes de thérapie qui marchaient,
											c'était clair —
											qu'il s'agissait du médicament,
											certains types de psychothérapie,
											peut-être la thérapie 
électroconvulsive,
											et que tout le reste 
était n'importe quoi.
											Et puis, j'ai découvert une chose.
											Si vous avez 
un cancer du cerveau,
											et vous vous dites que
vous tenir sur la tête
											pendant 20 minutes,
chaque matin vous fait sentir mieux,
											cela pourrait très bien
vous faire sentir mieux,
											mais vous avez toujours
un cancer du cerveau,
											et vous allez 
probablement en mourir.
											Mais si vous dites que 
vous avez une dépression,
											et vous tenir sur la tête 
pendant 20 minutes chaque jour
											vous fait sentir mieux, 
alors ça a marché,
											puisque la dépression est une maladie 
qui porte sur comment on se sent,
											et si vous vous sentez mieux,
											alors effectivement, 
vous n'êtes plus déprimé.
											Alors je suis devenu
beaucoup plus tolérant
											envers la panoplie 
d'autres traitements.
									","
											Und dann dachte ich 
über all die Arten nach,
											wie Menschen sich selbst verbessern.
											Ich begann als konservativer Mediziner.
											Ich dachte, dass es ein paar 
Therapie-Arten gab, die funktionierten,
											und es war klar, welche das waren —
											es gab Medikamente,
											es gab bestimmte Psychotherapien,
											es gab möglicherweise 
die Elektroschockbehandlung
											und dass alles andere Nonsens wäre.
											Aber dann entdeckte ich etwas.
											Wenn man einen Hirntumor hat
											und man sagt, dass es einem besser geht,
											wenn man jeden Morgen 20 Minuten 
auf dem Kopf steht,
											wird man sich besser fühlen,
											aber man hat immer noch einen Hirntumor,
											und man wird wahrscheinlich 
immer noch daran sterben.
											Aber wenn man Depressionen hat
											und zwanzig Minuten Kopfstand 
am Tag dazu führen,
											dass man sich besser fühlt, 
dann funktioniert es,
											denn bei Depressionen 
sind die Gefühle erkrankt
											und wenn man sich besser fühlt,
											dann ist man praktisch 
nicht mehr depressiv.
											So wurde ich toleranter
											gegenüber der weiten Welt 
alternativer Behandlungen.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et je reçois des lettres,
des centaines de lettres
											de gens qui m'écrivent pour
me signaler ce qui marche pour eux.
											Tout à l'heure, en coulisses, 
on me posait des questions
											sur la méditation.
											Parmi toutes les lettres 
que j'ai reçues,
											ma préférée est celle
envoyée par une femme
											qui a écrit pour dire 
qu'elle avait essayé la thérapie,
											elle avait essayé le médicament,
elle avait essayé à peu près tout,
											et elle avait trouvé une solution et elle
espérait que je la présenterais à tous,
											et la solution, c'était
la fabrication des bidules en laine.
											(Rires)
											Elle m'en a envoyé quelques-uns.
											Et je ne les porte pas en ce moment.
											Je lui ai suggéré de se renseigner
											sur le trouble obsessionnel-compulsif 
dans le manuel des troubles mentaux .
									","
											Und ich erhalte Briefe, 
hunderte von Briefen,
											von Menschen, die mir schreiben, 
was ihnen geholfen hat.
											Jemand fragte mich heute hinter der Bühne
											nach Meditation.
											Mein Favorit unter den erhaltenen Briefen
											war einer, der von einer Frau kam,
											die schrieb und sagte, sie hätte es 
mit einer Therapie versucht,
											sie hätte Medikamente versucht,
sie hatte so ziemlich alles ausprobiert.
											Sie hatte eine Lösung gefunden und 
hoffte, ich würde es der Welt erzählen,
											nämlich kleine Dinge aus Garn zu machen.
											(Gelächter)
											Sie schickte mir ein paar davon. 
(Gelächter)
											Und ich trage sie gerade nicht.
											Ich schlug ihr vor, dass sie auch
											Zwangsstörungen im DSM nachschlagen 
sollte.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Mais pourtant, quand je suis parti à la
recherche des traitements alternatifs,
											j'ai aussi découvert
d'autres traitements.
											J'ai participé à un exorcisme tribal 
au Sénégal
											qui comprenait pas mal 
de sang de bélier
											et je ne m'y attarderai pas 
en ce moment,
											mais quelques années plus tard
											je travaillais sur un autre projet,
au Rwanda,
											et il m'est arrivé 
de décrire l'expérience à quelqu'un,
											et il m'a dit : « Eh bien, vous savez,
											ça c'est Afrique de l'Ouest, 
et ici c'est Afrique de l'Est,
											et nos rituels sont, 
en quelque sort, très différents,
											mais on en a certains 
qui partagent certains traits
											avec ce que vous décrivez. »
											Et j'ai répondu :« Ah bon. » 
Et il a dit : « Oui, mais on a eu
											pas mal de soucis avec des intervenants 
en santé mentale occidentaux,
											surtout ceux qui sont arrivés
juste après le génocide. »
											Et j'ai demandé :
« Quelle sorte de soucis ? »
											Et il a répondu : « Eh bien,
											ils faisaient cette chose bizarre.
											Ils ne faisaient pas 
sortir les gens sous le soleil,
											là où on se sent mieux.
											Ils n'ont pas utilisé les tambours
ou la musique, pour animer les gens.
											Ils n'ont pas inclus
la communauté entière.
											Ils n'ont pas présenté
la dépression
											comme un esprit envahissant.
											À la place, ils amenaient les gens
											un par un 
dans de petites pièces minables
											et les faisaient discuter
pendant une heure
											des mauvaises choses
qui leur étaient arrivées. »
											(Rires) 
(Applaudissements)
											Il a dit : 
« Il fallait leur demander de partir. »
											(Rires)
									","
											Dennoch schaute ich mir 
alternative Behandlungen an,
											und sah andere Behandlungen 
in neuem Licht.
											Ich unterzog mich einem 
Stammes-Exorzismus im Senegal,
											der ziemlich viel Schafsbockblut 
erforderte.
											Ich werde jetzt nicht ins Detail gehen,
											aber ein paar Jahre darauf 
war ich in Ruanda
											und arbeitete dort an 
einem anderen Projekt,
											und ich beschrieb meine Erfahrung jemandem
											und er sagte: ""Weißt du,
											das ist Westafrika, 
und wir sind in Ostafrika,
											und unsere Rituale sind 
irgendwie sehr verschieden,
											aber wir haben einige Rituale, 
die mit dem von dir beschriebenen,
											etwas gemeinsam haben.""
											Und ich sagte: ""Oh."" Und er sagte: ""Ja,
											aber wir hatten viel Ärger mit 
Psychotherapeuten aus dem Westen,
											besonders mit denjenigen, 
die direkt nach dem Genozid kamen.""
											Ich fragte: ""Welche Probleme gab es?""
											Er erklärte:
											""Nun ja, sie taten etwas sehr Bizarres.
											Sie sprachen nicht 
im Sonnenschein mit den Leuten,
											wo man beginnt, sich besser zu fühlen.
											Sie bezogen weder Trommeln noch Musik 
ein, um das Blut in Wallung zu bringen.
											Sie involvierten 
nicht die gesamte Gemeinschaft.
											Sie externalisieren die Depressionen nicht
											als einen eindringenden Geist.
											Stattdessen führten sie die Menschen
											einzeln in schäbige, kleine Räume
											und ließen sie eine Stunde lang
											über schlimme Dinge reden, 
die ihnen passiert waren.""
											(Gelächter) (Applaus)
											Er sagte: ""Wir mussten sie bitten, 
das Land zu verlassen.""
											(Gelächter)
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et puis à l'autre bout
des traitements alternatifs,
											permettez-moi de vous
parler de Frank Russakoff.
											Frank Russakoff a subi
la pire dépression
											que j'aie jamais vue.
											Il était déprimé constamment.
											À l'époque où je l'ai rencontré,
il devait subir
											un traitment électrochoc 
chaque mois.
											Puis, pendant une semaine, 
il se sentait désorienté.
											Puis, pendant une semaine
tout allait bien.
											Puis pendant une semaine, 
il régressait de nouveau.
											Et après, il aura
un autre traitment électrochoc.
											Et il m'a raconté ceci
quand je l'ai rencontré :
											« Passer les semaines ainsi,
c'est vraiment insupportable
											Je ne peux pas continuer ainsi,
											et je sais 
comment je vais y mettre fin
											si je n'arrive pas à aller mieux. »
											Mais, il m'a dit : 
« J'ai entendu parler d'un protocol
											à l’hôpital Mass General, une procédure
appelée une cinglutomie
											c'est une chirurgie du cerveau,
											et je pense que
je vais tenter le coup. »
											Et je me souviens 
que j'étais étonné
											qu'une personne
											qui avait connu
tant de mauvaises expériences
											avec tant de traitments différents
											avait retenu quelque part 
au fond de lui assez d'optimisme
											de poursuivre encore un autre.
											Et il a subit la cinglutomie,
											et l'intervention fut un grand succès.
											Maintenant, c'est un ami.
											Il a une charmante épouse 
et deux enfants adorables
											Il m'a écrit une lettre le Noël
suivant la chirurgie,
											et il a dit :
											« Mon père m'a envoyé
deux cadeaux cette année.
											L'un, un range-CD motorisé de la FNAC
											dont je n'avais pas vraiment besoin,
											mais je sais qu'il me l'a offert 
pour célébrer le fait
											que je vis seul
											et que j'ai un travail 
qui semble me combler.
											Et l'autre cadeau
											c'était une photo 
de ma grand-mère
											qui s'est suicidée.
											And alors que je l'ai déballée,
j'ai commencé à pleurer
											et ma mère s'est approchée 
et elle a dit :
											« Tu pleures pour les membres 
de la famille que tu n'as jamais connus ? »
											Et j'ai dit : « Elle était atteinte
de la même maladie que moi. »
											Et je pleure aussi 
en t'écrivant maintenant.
											Ce n'est pas que je suis triste, 
mais je suis bouleversé,
											peut-être, parce que 
j'aurais pu me suicider,
											mais mes parents m'ont donné 
la force de continuer
											ainsi que les médecins,
											et j'ai subi l'intervention.
											Je suis vivant, et reconaissant.
											C'est le bon moment de vivre,
											quoique on n'en a pas
toujours l'impression. »
									","
											Um Ihnen das andere Ende der alternativen 
Behandlungen zu veranschaulichen,
											lassen Sie mich Ihnen 
von Frank Russakoff erzählen.
											Frank Russakoff hatte 
die schlimmsten Depressionen,
											die ich wohl je bei 
einem Mann gesehen habe.
											Er war ständig depressiv.
											Als ich ihn traf war er an einem Punkt,
											wo er jeden Monat eine 
Elektroschock-Behandlung bekam.
											Dann fühlte er sich eine Woche lang 
etwas desorientiert
											und dann eine Woche lang okay.
											Dann ging es eine Woche lang abwärts.
											Und dann bekam er eine 
weitere Elektroschock-Behandlung.
											Als ich ihn traf, sagte er zu mir:
											""Es ist unerträglich, 
meine Wochen so zu durchleben.
											Ich kann so nicht weiter machen,
											und ich habe entschieden, 
dass ich es beende,
											wenn es mir nicht besser geht.
											Aber,"" sagte er mir, 
""ich habe von einem Plan
											bei Mass General gehört, 
ein Verfahren namens
											Zingulotomie, eine Hirnchirurgie,
											und ich probiere das aus.""
											Und ich erinnere mich, 
mich an diesem Punkt gewundert zu haben,
											dass jemand,
											der wirklich so viele schlechte 
Erfahrungen gehabt hatte
											mit so vielen verschiedenen Behandlungen,
											sich genug Optimismus bewahrt hatte,
											um noch eine Behandlung mitzumachen.
											Die Zingulotomie wurde durchgeführt
											und es war ein Erfolg auf der ganzen Linie.
											Wir sind Freunde geworden.
											Er hat eine wunderbare Frau 
und zwei hübsche Kinder.
											Er schrieb mir an Weihnachten 
nach der Operation einen Brief
											und sagte:
											""Mein Vater schickte mir 
dieses Jahr zwei Geschenke.
											Erstens einen motorisierten CD-Ständer 
von 'The Sharper Image',
											den ich nicht wirklich brauche,
											aber ich weiß, dass er 
ihn mir geschenkt hat,
											um die Tatsache zu feiern, 
dass ich eigenständig lebte
											und eine Arbeit habe, 
die ich anscheinend liebe.
											Und das andere Geschenk
											war ein Foto von meiner Großmutter,
											die Selbstmord beging.
											Als ich es auspackte, begann ich zu weinen,
											und meine Mutter kam rüber und sagte:
											'Weinst du wegen Verwandten, 
die du nie kanntest?'
											Und ich sagte: 'Sie hatte 
die gleiche Krankheit wie ich.'
											Während ich dir das schreibe, 
weine ich nicht.
											Ich bin nicht besonders traurig, 
sondern eher überwältigt.
											Wahrscheinlich, weil ich mich 
hätte umbringen können,
											aber meine Eltern halfen mir 
weiterzumachen,
											genauso wie die Ärzte,
											und ich ließ mich operieren.
											Ich bin am Leben und dankbar.
											Wir leben zur richtigen Zeit,
											auch wenn es sich nicht immer so anfühlt.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											J'ai été frappé par le fait
											que la dépression 
est largement perçue
											comme quelque chose de moderne, 
d'occidental, de bourgeois
											alors je me suis appliqué
à l'observation
											de comment ça fonctionnne 
dans d'autres contextes
											et l'une des choses
qui m'intéressait particulièrement
											c'était la dépression 
parmi les miséreux.
											Alors, je me suis mis à étudier
											ce qui se fait pour les pauvres 
qui font une dépression.
											Et j'ai découvert que 
la plupart du temps
											les pauvres ne reçoivent pas
de traitment pour la dépression.
											La depression est le résultat 
d'une vulnerabilité génétique,
											qui est, probablement, répartie 
uniformément dans la population,
											et des facteurs déclenchants,
											qui sont susceptibles 
d'être plus sévères
											chez les pauvres.
											Pourtant, il s'avère que
											si vous menez une belle vie
mais vous êtes toujours au plus bas,
											vous pensez : « Pourquoi 
est-ce que je me sens ainsi ?
											Je dois faire une dépression. »
											Et vous enterprenez 
de trouver un traitement.
											Mais si vous menez
une vie vraiment terrible,
											et vous vous sentez 
toujours malheureux,
											la façon dont vous vous sentez 
correspond à votre vie,
											et l'idée ne vous effleure 
même pas :
											« Et si ceci peut être traité ? »
											Et donc, dans ce pays
il existe une épidemie
											de dépression
parmi les appauvris
											dont personne se rend compte,
qui ne se fait pas traitée
											qui ne se fait pas abordée,
											et c'est vraiment
la grande tragédie.
											J'ai aussi trouvé 
une universitaire
											qui réalisait un projet de recherche
											dans les bas quartiers en dehors de D.C.,
où elle interpellait des femmes
											venues la consulter 
pour d'autres problèmes de santé
											et les diagnostiquait avec la dépression,
											et puis les fournissait avec six mois 
de protocol expérimental.
											L'une d'elle, Lolly, est venue,
											et voilà ce qu'elle a dit
le jour où elle est venue.
											Elle a dit, 
et c'était une femme, d'ailleurs,
											qui avait sept enfants. 
Elle a dit :
											« Autrefois, j'avais un boulot, 
mais j'ai dû y renoncer
											parce que je n'arrivais pas 
à sortir de la maison.
											Je n'ai rien à dire à mes enfants.
											Le matin, je ne peux pas attendre 
qu'ils partent,
											et puis je me glisse dans mon lit,
passe les couvertures
											au-dessus de ma tête,
et quinze heures, quand ils reviennent,
											ça arrive trop vite. »
											Elle a dit :
« Je prends beaucoup de Tylenol,
											je prends n'importe quoi 
qui puisse m'aider à dormir plus.
											Récemment, mon mari me dit 
que je suis nulle, moche.
											J'ai tellement envie 
d'arrêter le douleur. »
									","
											Mich beeindruckte die Tatsache, 
dass Depressionen
											gemeinhin als modernes, 
westliches Phänomen
											der Mittelklasse wahrgenommen wird.
											Ich schaute mir an,
											wie sie in vielfältigen Kontexten 
funktionierte,
											und eine Sache, die mich 
am meisten interessierte,
											waren Depressionen unter den Mittellosen.
											Daher machte ich mich auf, 
um zu betrachten,
											was für arme Menschen 
mit Depressionen getan wurde.
											Und ich fand heraus, dass arme Menschen
											bei Depressionen meistens 
nicht behandelt werden.
											Depressionen sind das Resultat 
einer genetischen Anfälligkeit,
											die vermutlich gleichmäßig 
in der Bevölkerung verteilt ist,
											und von Auslösern,
											die wahrscheinlich bei verarmten Menschen
											viel extremer sind.
											Dennoch zeigt sich, dass man,
											wenn man ein wirklich schönes Leben hat, 
sich aber die ganze Zeit schlecht fühlt,
											denkt: ""Warum fühle ich mich so?
											Ich muss Depressionen haben.""
											Und man sucht eine Behandlung dafür.
											Aber wenn man ein total 
furchtbares Leben hat
											und sich andauernd schlecht fühlt,
											steht dieses Gefühl im Einklang 
mit dem eigenen Leben,
											und man kommt nicht darauf, zu denken:
											""Vielleicht ist das behandelbar.""
											Daher haben wir in diesem Land
											eine Depressions-Epidemie 
unter verarmten Menschen,
											die nicht aufgegriffen und behandelt wird
											und die nicht angesprochen wird,
											und das ist eine Tragödie großen Ausmaßes.
											Ich fand also ein Wissenschaftlerin,
											die ein Forschungsprojekt
											in den Slums außerhalb 
von Washington D.C. durchführte,
											wo sie Frauen aufnahm, die wegen anderer 
Gesundheitsprobleme gekommen waren
											und Depressionen bei ihnen diagnostizierte,
											und dann ein Versuchsprotokoll 
bereitstellte.
											Eine von ihnen, Lolly, kam herein,
											und sie sagte folgendes, 
als sie hereinkam.
											Übrigens eine Frau,
											die sieben Kinder hat. Sie sagte:
											""Ich hatte einen Job, 
aber ich musste ihn aufgeben,
											weil ich nicht aus dem Haus gehen konnte.
											Ich habe meinen Kindern nichts zu sagen.
											Morgens kann ich es nicht erwarten, 
dass sie verschwinden,
											und dann lege ich mich ins Bett und 
ziehe die Decke über meinen Kopf,
											und wenn sie um 3 Uhr nach Haus kommen,
											kommt das so schnell.""
											Sie sagte: ""Ich habe viel Tylenol genommen,
											alles was mich mehr schlafen lässt.
											Mein Mann sagte mir ständig, 
dass ich dumm und hässlich bin.
											Ich wünschte, 
ich könnte den Schmerz stoppen.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Eh bien, elle a été incluse
dans ce protocol expérimental,
											et lors de notre entretien 
six mois plus tard,
											elle avait accepté un travail 
dans la garde d'enfants
											pour le U.S. Navy, 
elle avait quitté son mari violent,
											et elle m'a dit :
											« Mes enfants 
sont beaucoup plus heureux. »
											Elle a dit : 
« Dans mon nouveau chez moi
											il y a une chambre pour les garçons 
et une pour les filles,
											mais le soir, 
ils traînent tous sur mon lit,
											et on fait les devoirs 
ensemble et tout.
											L'un veut devenir pasteur,
											un autre veut devenir pompier,
											et une des filles dit 
qu'elle va devenir avocate.
											Ils ne pleurent pas 
comme avant,
											et ils ne se battent plus
comme avant.
											C'est tout ce dont j'ai besoin 
pour mes gamins.
											Les changements ne cessent pas,
											comment je m'habille, 
je me sens, je me comporte.
											Je peux sortir 
et ne plus avoir peur,
											et je ne crois pas que
ces mauvais sentiments reviennent,
											et s'il n'y avait pas eu 
le Dr. Miranda et tout ça,
											je serais toujours à la maison, 
les couvertures au-dessus de ma tête,
											si j'étais même vivante.
											J'ai demandé au Seigneur
de m'envoyer un ange,
											et il a écouté mes prières. »
									","
											Sie wurde in diese experimentelle 
Versuchsreihe aufgenommen
											und als ich sie sechs Monate 
später interviewte,
											hatte sie einen Job in der Kinderbetreuung 
für die US-Marine aufgenommen,
											hatte ihren Mann, der sie immer 
beleidigt hatte, verlassen,
											und sie sagte zu mir:
											""Meine Kinder sind jetzt 
so viel glücklicher.""
											Sie sagte: ""Es gibt einen Raum 
in meiner neuen Wohnung
											für die Jungs und einen Raum 
für die Mädchen,
											aber abends sind sie alle auf meinem Bett
											und wir machen die Hausaufgaben zusammen.
											Einer von ihnen will Priester
											und einer will Feuerwehrmann werden,
											und eines der Mädchen sagt, 
dass sie Anwältin werden wird.
											Sie weinen nicht mehr, so wie früher
											und sie streiten sich nicht mehr wie zuvor.
											Alles, was ich jetzt brauche, 
sind meine Kinder.
											Dinge verändern sich,
											die Art, wie ich mich anziehe, 
wie ich mich fühle und wie ich handle.
											Ich kann jetzt rausgehen, 
ohne mich zu fürchten,
											und ich glaube nicht, dass diese schlechten 
Gefühle zurückkommen werden,
											und wenn Dr. Miranda nicht gewesen wäre,
											wäre ich immer noch zu Hause 
mit der Decke über meinem Kopf,
											wenn ich überhaupt noch am Leben wäre.
											Ich bat Gott, mir einen Engel zu schicken
											und er erhörte meine Gebete.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Ces expériences 
m'ont beaucoup touché,
											et j'ai décidé que je voulais écrire 
au sujet d'elles
											non seulement dans un livre 
sur lequel je travaillais,
											mais aussi dans un article,
											et donc, j'ai reçu une commande 
du New York Times Magazine
											d'écrire au sujet de la dépression 
chez les personnes indigentes.
									","
											Mich haben diese Erfahrungen 
wirklich bewegt,
											und ich entschied, 
dass ich darüber schreiben wollte,
											nicht nur in einem Buch, 
an dem ich arbeitete,
											sondern auch in einem Artikel,
											und so bekam ich vom New York 
Times Magazine einen Auftrag,
											über Depressionen unter Mittellosen 
zu schreiben.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et j'ai rendu mon histoire,
											et la rédactrice en chef 
m'a appelé, et a dit :
											« On ne peut vraiment pas
publier ceci. »
									","
											Ich reichte meine Geschichte ein
											und meine Redakteurin rief mich an 
und sagte:
											""Das können wir wirklich 
nicht veröffentlichen.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et j'ai demandé :
« Bah, pourquoi pas ? »
									","
											Ich fragte: ""Warum nicht?""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et elle a dit: « C'est trop exagéré, 
tout simplement.
											Ces gens qui sont plus ou moins
au bas de l'échelle de la société
											et puis ils reçoivent 
quelques mois de traitment
											et ils sont à peu près prêts 
à diriger Morgan Stanley ?
											C'est trop improbable, 
tout simplement. »
											Elle a dit : « C'est même la première fois 
que j'entends une telle histoire. »
									","
											Und sie sagte: 
""Es ist einfach zu weit hergeholt.
											Diese Menschen stehen auf der 
untersten Gesellschaftsstufe
											und dann erhalten sie 
ein paar Monate Behandlung,
											und sind dann praktisch in der Lage 
Morgan Stanley zu leiten?
											Das ist einfach zu unglaubwürdig.""
											Sie sagte: ""Ich habe von so etwas 
noch nie gehört.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et j'ai dit : « Le fait que 
tu n'en as jamais entendu parler
											indique bien
qu'il s'agit des nouvelles. »
											(Rires) 
(Applaudissements)
											« Et vous êtes bien un magazine. »
									","
											Ich erwiderte: ""Die Tatsache, 
dass Sie noch nie davon gehört haben,
											ist ein Hinweis darauf, 
dass es Nachrichten sind.""
											(Gelächter) (Applaus)
											""Und Sie sind ein Nachrichtenmagazin.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
