en,tr,pt,es,fr,title,speaker,duration,tags
"
											FC: My biggest hope
is that we will become each stewards
											of this new digital world.
											That's my biggest hope,
											because I do think, often,
we want to put the blame on others.
											""Oh, it's these CEOs.
They're behaving this way.""
											""These governments are not doing enough.""
											But how about us?
											How is each of us actually taking
the responsibility to be a steward
											of the digital space we live in?
											And one of the things I've been pushing
on university presidents
											is we need every engineering and science
and computer science student
											who is about to write
the next line of code
											or design the next IoT device
											to actually have in them
a sense of responsibility and stewardship
											towards what they're building.
											So I suggested we create a new oath,
											like the Hippocratic Oath,
											so that every student
entering an engineering program
											takes a technocratic oath or a wisdom oath
											or some oath of commitment
to the rest of us.
											That's my best hope, that we all rise.
											Because governments and businesses
will fight over this power game,
											but where are we?
											And unless we play into that power table,
											I think we'll end up in a bad place.
									","
											FC: En büyük umudum
bu yeni dijital dünyada
											her birimizin elçi olacağı.
											En büyük umudum bu
											çünkü sık sık şunu düşünüyorum,
hep başkalarını suçluyoruz.
											''Sorun o CEO'larda.
Bu şekilde davranıyorlar.''
											''Hükûmetler gereğini yapmıyor.''
											Peki ya biz?
											Yaşadığımız dijital dünyada
bir elçi olmanın sorumluluğunu
											her birimiz alabiliyor muyuz?
											Rektörlere anlattığım şeylerden biri de
											her mühendislik, bilim
ve bilişim öğrencisinin,
											yani yeni bir kod yazacak olan
											veya yeni IoT cihazını
tasarlayacak öğrencilerin
											yaptıklara şeye ilişkin
bir sorumluluk duygusuna
											sahip olmalarını sağlamaları.
											Buna dair bir yemin önerisinde bulundum,
											tıpkı Hipokrat Yemini gibi,
											böylece mühendislik bölümüne
giriş yapan her öğrenci
											teknokratik bir yemin
veya bilgelik yemini edecek
											ya da diğer insanları gözetecek
uygun başka bir yemin.
											Benim en büyük umudum bu,
böyle yükseliriz.
											Çünkü hükûmetler ve işletmeler
bu güç savaşına devam edecek
											ama biz neredeyiz?
											Biz de buna el atmadığımız sürece
											bence sonumuz oldukça kötü olacak.
									","
											FC: A minha maior esperança
é que cada um de nós se torne um supervisor
											deste novo mundo digital.
											É essa a minha maior esperança,
											porque penso que, muitas vezes,
queremos atirar a culpa para os outros.
											""São os diretores-executivos.
É assim que se comportam""-
											""Os governos não fazem o suficiente.""
											Então e nós?
											Como é que cada um está a assumir
a responsabilidade de ser um supervisor
											do espaço digital em que vivemos?
											Algo que eu tenho insistido
junto dos reitores das universidades
											é que precisamos que os estudantes
de engenharia, de ciência
											e de ciências informáticas
											que estão prestes a escrever
a próxima linha de código
											ou a desenhar o próximo dispositivo IoT,
											tenham o sentido
de responsabilidade e de supervisão
											para com o que desenvolvem.
											Então, sugeri que criássemos
um novo juramento,
											como o juramento de Hipócrates,
											para que todos os estudantes
que entrem num curso de engenharia
											façam um juramento tecnocrático
ou um juramento de sabedoria
											ou um juramento de compromisso
para com todos nós.
											É esta a minha maior esperança,
que todos participemos.
											Porque os governos e os negócios
irão lutar neste jogo de poder,
											e nós onde é que estamos?
											Se não jogarmos nessa mesa de poder,
											penso que acabaremos num mau lugar.
									","
											FC: Mi mayor esperanza
es que seremos administradores
											de este nuevo mundo digital.
											Esa es mi mayor esperanza,
											porque creo, a menudo, que 
queremos echarles la culpa a otros.
											""Oh, son esos directores.
Ellos se comportan así"".
											""Estos gobiernos no hacen lo suficiente"".
											Pero, ¿qué hay de nosotros?
											¿Cómo cada uno de nosotros toma
la responsabilidad de ser un administrador
											del espacio digital en donde vivimos?
											Y una de las cosas que estoy impulsando
en presidentes universitarios
											es que necesitamos que cada estudiante
de ciencias, ingeniería e informática,
											que está a punto de escribir
su siguiente código
											o diseñar el siguiente dispositivo IdC,
											que realmente tenga un sentido
de responsabilidad y administración
											hacia a lo que está construyendo.
											Sugiero que creemos un nuevo juramento,
											como el juramento hipocrático,
											que cada estudiante que ingrese
a un programa de ingeniería
											tome un juramento tecnocrático
o un juramento de sabiduría
											o un juramento de compromiso
para el resto de nosotros.
											Esta es mi mayor esperanza,
que todos nos levantemos.
											Porque los gobiernos y los negocios
pelearán en un juego de poder,
											pero, ¿dónde estamos nosotros?
											A menos que juguemos en esa mesa de poder,
											creo que terminaremos en un mala posición.
									","
											FC : Mon plus grand espoir
est que nous devenions tous responsables
											de ce nouveau monde numérique.
											C'est mon plus grand espoir
											car je pense que souvent,
nous rejetons la faute sur les autres.
											« C'est la faute des PDG.
Ils se comportent ainsi. »
											« Les gouvernements ne font pas assez. »
											Mais qu'en est-il de nous ?
											Comment prenons-nous nos responsabilités
											dans l'espace numérique qui nous entoure ?
											L'une des choses que je répète
aux présidents d'université
											est qu'il faut que les étudiants 
en ingénierie, science et informatique,
											ceux qui écriront
les prochaines lignes de code
											ou concevront
les futurs appareils de l'IdO,
											développent un sens
des responsabilités et de la gestion
											dans ce qu'ils créent.
											J'ai suggéré la création
d'un nouveau serment,
											semblable au serment d'Hippocrate,
											liant chaque étudiant
commençant un parcours d'ingénieur
											à un serment technocratique,
un serment de sagesse,
											ou un serment d'engagement
envers le reste de la communauté.
											C'est mon plus grand espoir,
que nous grandissions tous.
											Les gouvernements et les entreprises
lutteront pour ce jeu de pouvoir,
											mais nous ?
											Si nous ne jouons pas
à cette table du pouvoir,
											je pense que cela se terminera mal.
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											My biggest fear?
											My biggest fear,
to be very tactical today,
											what is keeping me up at night
											is the current war between
the West, the liberal world,
											and China,
											in the area of artificial intelligence.
											There is a real war going on,
											and for those of us who have lived
through the nuclear nonproliferation age
											and saw how people agreed
											to take some very dangerous
things off the table,
											well, the Carnegie Endowment
just finished a study.
											They talked to every country
that made nuclear weapons
											and asked them,
											""Which digital 'weapon'
would you take off the table
											against somebody else's
schools or hospitals?""
											And the answer —
											from every nuclear power —
to this question was,
											nothing.
											That's what I'm worried about ...
											The weaponization of the digital space,
											and the race to get there.
									","
											En büyük korkum ise...
											taktikli olmam gerekirse
											beni geceleri uyutmayan şey,
											liberal Batı dünyası
ve Çin arasında devam eden
											yapay zekâ savaşı.
											Ortada gerçek bir savaş var
											ve nükleer silahların yaygınlaşmasını
önleyen çağda yaşamış olan
											ve bazı aktörlerin
çok tehlikeli bazı şeyleri
											söz konusu yapmaktan nasıl
çıkardığını görmüş bizler için...
											Carnegie Vakfı
daha yeni bir çalışma yaptı.
											Nükleer silah yapan her ülkeyle görüştüler
											ve onlara şunu sordular:
											''Başka bir tarafın okul veya hastaneleri
söz konusu olduğunda
											hangi dijital 'silahı'
ortadan kaldırırsınız?''
											Cevapsa...
											her bir nükleer güçten bu soruya cevap
											hiçbir şeyi.
											Beni endişelendiren şey bu.
											Dijital dünyanın silahlanması
											ve buna ulaşmak için yarış.
									","
											O meu maior receio?
											O meu maior receio,
para ser muito diplomático hoje,
											o que me mantém acordado à noite
											é a guerra atual entre o Ocidente
— o mundo liberal —
											e a China,
											na área da inteligência artificial.
											Há uma guerra real em curso,
											e para todos os que viveram durante
a era de não proliferação nuclear
											e viram como as pessoas concordaram
											em retirar coisas muito perigosas
de cima da mesa,
											a Carnegie Endowment
acabou agora um estudo.
											Falaram com todos os países
que faziam armas nucleares
											e perguntaram-lhes:
											""Que 'arma' digital tirariam
de cima da mesa
											""em troca de escolas ou hospitais
de outras pessoas?""
											E a resposta de todas
as potências nucleares
											a esta pergunta foi:
											""Nada"".
											É com isto que eu estou preocupado...
											A transformação do espaço
digital numa arma
											e a corrida para lá chegar.
									","
											¿Mi mayor temor?
											Mi mayor temor, siendo muy táctico hoy,
											lo que me mantiene despierto en la noche
											es la actual guerra entre Occidente,
el mundo liberal,
											y China,
											en el área de la inteligencia artificial.
											Hay una guerra real en este momento,
											y para aquellos que hemos vivido
esa época de no proliferación nuclear
											y visto cómo las personas
estaban de acuerdo
											en desechar cosas muy peligrosas,
											la Fundación Carnegie 
acaba de terminar un estudio.
											Conversaron con cada país
que hace armas nucleares
											y les preguntaron,
											""¿Qué 'arma' digital estaría
dispuesto a sacrificar
											ante hospitales o escuelas
de alguien?
											Y la respuesta,
											de cada potencia nuclear,
a la pregunta fue:
											ninguna.
											Eso es lo que me preocupa...
											La militarización del espacio digital,
											y la carrera para llegar allí.
									","
											Ma plus grande peur ?
											Ma plus grande peur,
en pratique aujourd'hui,
											ce qui m'empêche de dormir,
											c'est la guerre entre l'Occident,
le monde libéral,
											et la Chine,
											dans le domaine
de l'intelligence artificielle.
											Une vraie guerre se déroule actuellement
											et pour ceux qui ont vécu à l'époque
de la non-prolifération nucléaire
											et ont vu comment les gens
se sont mis d'accord
											pour retirer certains éléments
dangereux de la table,
											eh bien, la Fondation Carnegie
vient de terminer une étude.
											Ils ont échangé avec tous les pays
ayant des armes nucléaires
											et leur ont demandé :
											« Quelle arme numérique
											qui vise les écoles et hôpitaux
d'autres pays retireriez-vous ? »
											La réponse,
											de toutes les puissances nucléaires,
											a été :
											« Aucune. »
											C'est cela qui m'inquiète...
											La militarisation de l'espace numérique
											et la course pour y parvenir.
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											BF: Well, it sounds like
you've got a lot of work to do,
											and so do the rest of us.
											Fadi, thank you so much.
I really appreciate it.
									","
											BF: Yapmanız gereken
çok şey var gibi görünüyor,
											tabii bizlerin de.
											Fadi, çok teşekkür ederim.
Gerçekten.
									","
											BF: Bem, parece que tens
muito trabalho para fazer,
											assim como todos nós.
											Fadi, muitíssimo obrigada.
Gostei muito.
									","
											BF: Bien, suena como que Ud. 
tiene mucho trabajo por delante,
											como también nosotros.
											Fadi, muchas gracias.
									","
											BF : Il semble que vous ayez
beaucoup de travail.
											Et nous aussi.
											Fadi, merci beaucoup.
Merci pour cette intervention.
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											FC: Thank you.
									","
											FC: Ben teşekkür ederim.
									","
											FC: Obrigado.
									","
											FC: Gracias.
									","
											FC : Merci à vous.
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
"
","
","
","
","
",What everyday citizens can do to claim power on the internet,Fadi Chehadé and Bryn Freedman,8:34,"Internet,future,economics,humanity,society,community,technology"
