en,pt,es,de,title,speaker,duration,tags
"
											In fact, one of those drugs
											may well have spared
President Jimmy Carter's life.
											Do you remember, President Carter
had malignant melanoma
											that had metastasized to his brain,
											and that diagnosis is one
that is usually accompanied by numbers
											like ""months to live.""
											But he was treated with one
of these new immune-stimulating drugs,
											and now his melanoma
appears to be in remission,
											which is remarkable,
											considering the situation
only a few years ago.
											In fact, it's so remarkable
											that provocative statements like this one:
											""Cancer is having a penicillin moment,""
people are saying,
											with these new immune therapy drugs.
											I mean, that's an incredibly bold thing
to say about a disease
											which we've been fighting for a long time
											and mostly losing the battle with.
											So this is very exciting.
									","
											De facto, uma dessas drogas
											pode ter poupado a vida
do Presidente Jimmy Carter.
											Vocês lembram-se que o Presidente 
Carter teve um melanoma maligno
											que sofreu uma metástase para o cérebro.
											Este diagnóstico é um daqueles
que é acompanhado por números
											como ""meses de vida"",
											mas ele foi tratado com uma dessas 
novas drogas imunoestimulantes
											e o melanoma parece estar a reduzir,
											o que é extraordinário,
											considerando a situação
apenas alguns anos atrás.
											De facto, isso é tão extraordinário
											que provoca declarações como esta:
											""O cancro está a ter
a importância da penicilina,
											""com estas novas drogas
de imunoterapia"".
											Isto é uma coisa incrivelmente ousada
de se dizer sobre uma doença
											com que estamos a lutar há tanto tempo
											e, na maioria das vezes,
a perder a batalha.
											Isto é muito animador.
									","
											De hecho, uno de esos fármacos
											bien puede haber salvado
la vida del presidente Jimmy Carter.
											¿Recuerdan que el presidente Carter
tenía un melanoma maligno
											que había hecho metástasis 
en su cerebro?
											Y ese diagnóstico suele ir 
acompañado del pronóstico
											""meses de vida"".
											Pero a él le trataron con uno de estos 
fármacos nuevos inmunoestimulantes,
											y ahora su melanoma
parece estar en remisión,
											lo que es notable,
											teniendo en cuenta la situación
solo hace unos años.
											De hecho, es tan notable
											que provocan afirmaciones como esta:
											""El cáncer vive un momento 
de penicilina"",
											con estos nuevos medicamentos 
de inmunoterapia.
											Quiero decir, es increíblemente audaz
decir eso sobre una enfermedad
											que hemos estado combatiendo 
durante mucho tiempo
											y contra la que muchas veces 
hemos perdido la batalla.
											Esto es muy emocionante.
									","
											Möglicherweise hat eines der Medikamente
											das Leben von Präsident 
Jimmy Carter gerettet.
											Wissen Sie noch, Präsident Carter
litt an schwarzem Hautkrebs,
											der bereits Metastasen
in seinem Gehirn gebildet hatte.
											Diese Diagnose wird normalerweise
von Zahlen begeitet,
											wie ""so und so viele 
Monate noch zu leben"".
											Präsident Carter jedoch erhielt eines
jener immunstimulierenden Medikamente
											und heute scheinen keine Tumorreste
mehr nachweisbar zu sein.
											Das ist höchst bemerkenswert,
											verglichen mit dem, wo wir noch
vor einigen Jahren waren.
											Tatsächlich ist es so bemerkenswert,
											dass verwegene Behauptungen wie:
											""Krebs hat einen Penicillin-Moment"",
											im Zusammenhang mit dieser
neuen Immuntherapie zu hören sind.
											Das ist ziemlich gewagt, wenn man bedenkt,
											wie lange wir diese Krankheit
schon bekämpfen,
											wobei wir den Kampf meist verlieren.
											Spannend, nicht?
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											Now what does this have to do with sugars?
											Well, I'll tell you what we've learned.
											When an immune cell snuggles
up against a cancer cell to take a taste,
											it's looking for signs of disease,
											and if it finds those signs,
											the cell gets activated and it launches
a missile strike and kills the cell.
											But if that cancer cell has a dense forest
of that sugar, sialic acid,
											well, it starts to taste pretty good.
											And there's a protein on immune cells
that grabs the sialic acid,
											and if that protein
gets held at that synapse
											between the immune cell
and the cancer cell,
											it puts that immune cell to sleep.
											The sialic acids are telling
the immune cell,
											""Hey, this cell's all right.
Nothing to see here, move along.
											Look somewhere else.""
											So in other words,
											as long as our cells are wearing
a thick coat of sialic acid,
											they look fabulous, right?
											It's amazing.
											And what if you could strip off that coat
											and take that sugar away?
											Well, your immune system
											might be able to see that cancer cell
for what it really is:
											something that needs to be destroyed.
									","
											Mas o que é que isso
tem a ver com açúcares?
											Vou dizer-vos o que já aprendemos.
											Quando uma célula imunitária se aproxima
de uma célula cancerosa para a provar,
											está à procura de sinais de doença.
											Se encontra esses sinais,
											a célula é ativada e lança
um ataque de mísseis e mata a célula.
											Mas se a célula cancerosa possui
uma densa floresta desse açúcar
											— o ácido siálico —
											começa a ter um gosto muito bom.
											Há uma proteína na célula imunitária
que agarra no ácido siálico
											e, se essa proteína se mantém
naquela sinapse
											entre a célula imunitária
e a célula cancerosa,
											põe essa célula imunitária a dormir.
											Os ácidos siálicos estão a dizer
à célula imunitária:
											""Esta célula está boa.
Aqui não há nada para ver.
											""Desanda, procura outra.""
											Por outras palavras,
											enquanto as nossas células tiverem
uma espessa camada de ácido siálico,
											parecem fabulosas, não é?
											É espantoso!
											E se pudéssemos tirar essa camada
e eliminar o açúcar?
											Bem, o nosso sistema imunitário
											pode ser capaz de ver essa célula
cancerosa como ela realmente é:
											uma coisa que precisa de ser destruída.
									","
											Ahora, ¿qué tiene esto que ver 
con los azúcares?
											Bueno, les diré lo que hemos aprendido.
											Cuando una célula inmune se acurruca
contra una célula cancerosa para probar,
											está buscando signos de enfermedad,
											y si encuentra esos signos,
											la célula se activa y lanza 
un misil que mata a la célula.
											Pero si esa célula cancerosa tiene un 
bosque denso de ese azúcar, ácido siálico,
											bueno, comienza a tener muy buen sabor.
											Hay una proteína en las células inmunes
que toma el ácido siálico,
											y si esa proteína
se mantiene en esa sinapsis
											entre la célula inmune
y la célula cancerosa,
											hace dormir a esa célula inmune.
											Los ácidos siálicos dicen 
a la célula inmune:
											""Oye, esta célula está bien.
No hay nada que ver aquí, vete,
											busca en otro lado"".
											Entonces en otras palabras,
											mientras las células tengan 
una gruesa capa de ácido siálico,
											se ven fabulosas, ¿verdad?
											Es asombroso.
											¿Y si se pudiera quitar esa capa
											y extraer ese azúcar?
											Entonces, el sistema inmune
											podría identificar esa célula cancerosa
por lo que realmente es:
											algo que necesita ser destruido.
									","
											Aber was hat das mit Zucker zu tun?
											Ich werde Ihnen zeigen,
was wir herausgefunden haben.
											Sobald sich eine Immunzelle einer
Krebszelle nähert, um sie zu kosten,
											sucht sie nach Anzeichen einer Erkrankung.
											Sollte sie welche finden,
											wird die Immunzelle aktiv und beginnt 
die Krebszelle zu bekämpfen und zu töten.
											Wenn aber die Krebszelle über einen
dichten Wald von Sialinsäure verfügt,
											schmeckt sie auf einmal 
gar nicht mehr so schlecht.
											Immunzellen verfügen zudem über
ein Protein, das die Sialinsäure auffängt.
											Bleibt dieses Protein nun an der Synapse
											zwischen Immun- und Krebszelle hängen,
											schläfert es die Immunzelle ein.
											Die Sialinsäuren vermitteln 
den Immunzellen:
											""Diese Zelle ist in Ordnung.
Alles gut hier, weitergehen.
											Such woanders weiter.""
											Anders gesagt,
											solange unsere Zellen mit einer
dicken Schicht Sialinsäure bedeckt sind,
											ist alles okay, nicht?
											Das ist bemerkenswert.
											Was aber, wenn wir ihnen diesen
Zuckermantel abnehmen könnten?
											Dann wäre unser Immunsystem
vielleicht in der Lage,
											diese Krebszelle als das
zu erkennen, was sie ist:
											Etwas, das zerstört werden muss.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											And so this is what we're doing in my lab.
											We're developing new medicines
											that are basically
cell-surface lawnmowers —
											molecules that go down
to the surface of these cancer cells
											and just cut off those sialic acids,
											so that the immune system
can reach its full potential
											in eliminating those cancer
cells from our body.
									","
											É isso que estamos a fazer
no meu laboratório.
											Estamos a desenvolver novos medicamentos
											que são basicamente cortadores de relva
da superfície celular,
											moléculas que vão até a superfície
dessas células cancerosas
											e destroem esses ácidos siálicos,
											para que o sistema imune
possa usar todo o seu potencial
											para eliminar as células cancerosas
do nosso corpo.
									","
											Y esto es lo que hacemos 
en mi laboratorio.
											Estamos desarrollando 
nuevos medicamentos
											que son básicamente cortadoras 
de césped de superficie celular.
											Moléculas que bajan a la superficie 
de estas células cancerosas
											y cortan esos ácidos siálicos,
											para que el sistema inmune
pueda alcanzar su máximo potencial
											en la eliminación de esas células 
cancerígenas del cuerpo.
									","
											Das ist, was ich und mein Team 
zu tun versuchen.
											Wir entwickeln neue Medikamente,
											die man quasi als Rasenmäher
für Zelloberflächen bezeichnen kann.
											Wir erzeugen Moleküle, die unter
die Oberfläche der Krebszellen schlüpfen,
											um diese Sialinsäuren abzutrennen,
											sodass unser Immunsystem problemlos
											die Krebszellen in unserem Körper
beseitigen kann.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											So in closing,
											let me just remind you again:
											your cells are coated with sugars.
											The sugars are telling cells
around that cell
											whether the cell is good or bad.
											And that's important,
											because our immune system needs
to leave the good cells alone.
											Otherwise, we'd have autoimmune diseases.
											But once in a while,
cancers get the ability
											to express these new sugars.
											And now that we understand
											how those sugars mesmerize
the immune system,
											we can come up with new medicines
to wake up those immune cells,
											tell them, ""Ignore
the sugars, eat the cell
											and have a delicious snack, on cancer.""
									","
											Então, para terminar,
											vou lembrar novamente:
											as nossas células
estão revestidas por açúcares.
											Os açúcares estão a dizer às células,
em volta dessa célula,
											se a célula é boa ou má.
											Isso é importante,
											porque o sistema imunitário 
precisa de deixar as células boas em paz.
											De contrário, teríamos doenças autoimunes.
											Mas, de vez em quanto, as células 
cancerosas têm a capacidade
											de expressar esses novos açúcares.
											Agora que entendemos
											como esses açúcares hipnotizam
o sistema imunitário,
											podemos arranjar novos medicamentos
											que acordam as células imunitárias
e lhes digam:
											""ignorem os açúcares, comam a célula
											""e tenham um delicioso lanche, de cancro"".
									","
											Por tanto, concluyendo,
											les recuerdo nuevamente:
											las células están cubiertas con azúcares.
											Los azúcares dicen a las células
alrededor de esa célula
											si la célula es buena o mala.
											Y eso es importante,
											porque el sistema inmune necesita
mantener solo las células buenas.
											De lo contrario, tendríamos 
enfermedades autoinmunes.
											Pero, de vez en cuando,
los cánceres tienen la capacidad
											de expresar estos nuevos azúcares.
											Y ahora que entendemos
											cómo esos azúcares hipnotizan
al sistema inmune,
											podemos inventar nuevos medicamentos
para despertar a esas células inmunes,
											y decirles: ""Ignora los azúcares, 
come la célula,
											y ten una deliciosa merienda, 
con sabor a cáncer"".
									","
											Lassen Sie mich kurz zusammenfassen:
											Unsere Zellen sind mit Zucker umhüllt.
											Diese Zuckerhülle zeigt
anderen Zellen in der Umgebung an,
											ob diese Zelle gesund oder krank ist.
											Das ist wichtig, damit unser Immunsystem
											gesunde Zellen nicht angreift.
											Ohne diesen Umstand hieße das: 
Autoimmunerkrankung.
											Manchmal jedoch können Krebszellen
diese neuen Zucker darstellen.
											Und da wir jetzt verstehen,
											wie diese Zucker unser 
Immunsystem überlisten,
											sind wir in der Lage neue Wege zu finden,
											um diese Immunzellen aufzuwecken
											und ihnen zu sagen:
""Vergesst die Zucker, esst die Zelle
											und genießt euer Krebs-Festmahl.""
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									","
											Danke sehr.
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
"
","
","
","
",What the sugar coating on your cells is trying to tell you,Carolyn Bertozzi,11:25,"biology,cancer,disease,chemistry,health,biomechanics,human body,illness,medical research,science,medicine"
