es,tr,en,fr,title,speaker,duration,tags
"
											Y mi último ejemplo de cómo las limitaciones
											puede estimular la creatividad
											viene de la pantalla verde,
											porque es un color raro, un color loco,
											y es necesario sustituir
las pantallas verdes eventualmente
											y se debe resolver más temprano que tarde.
											Y otra vez, tenía ideas en mi mente
											de cómo sería el mundo,
											pero nuevamente volví
a mi imaginación infantil
											y fui a la obra del maestro del cómic belga
											François Schuiten en Bélgica.
											Este es otro tipo que admiro mucho,
											y yo quería que él participara en la película
											como diseñador de producción.
											Pero la gente me decía:
Martin, es imposible,
											está demasiado ocupado y te dirá que no.
											Bueno, dije, saben qué, en lugar de imitar su estilo,
											también podría llamar
al tipo real y preguntarle.
											Le envié mis libros,
											y me contestó que
estaba interesado
											en trabajar en la película conmigo
											porque podría ser un pez grande 
en un acuario pequeño.
											En otras palabras, había espacio
para que él soñara conmigo.
											Así que ahí estaba con uno 
de mis héroes de la infancia
											dibujando cada fotograma de la película
											para convertirlo en la Montreal del futuro.
											Y fue una colaboración increíble
											trabajar con este gran artista a quien admiro.
									","
											Sınırların yaratıcılığı nasıl arttıracağına dair
											son örneğim
											yeşilden geliyor,
											çünkü bu garip bir renk, çılgınca bir renk
											ve neticede yeşil ekranları değiştirmeniz gerekiyor
											ve bunu nasıl yapacağınızı eninde sonunda çözmeniz gerekiyor.
											Ve yine o dünyanın nasıl olacağına dair aklımda
											birkaç fikir vardı,
											ama sonra çocukluk hayalgücüme döndüm
											ve Belçika'daki çizgi roman ustası François Schuiten'in
											çalışmalarına inceledim.
											Bu adam hayranı olduğum biri
											ve onun bu filmde prodüksiyon tasarımcısı
											olarak çalışmasını istiyordum.
											Ama insanlar bana ""Martin, bu imkansız,
											adam çok meşgul ve hayır diyecek"" dediler.
											Ben de onlara ""onun tarzını taklit edeceğime,
											onu gerçekten arayıp, sorarım daha iyi"" dedim,
											kitaplarımı ona yolladım
											ve benimle filmde çalışmak istediğini
											çünkü küçük bir akvaryumda
											büyük bir balık olabileceğini söyledi.
											Bir başka deyişle, benimle hayal kurması için alanı vardı.
											Çocukluk kahramanlarımdan biri ile beraber,
											gelecekteki Montreal'e dönüşecek filmin
											her karesini çiziyordum.
											Ve hayran olduğum bu büyük sanatçı ile
											çalışmak inanılmaz bir işbirliğiydi.
									","
											And my last example of how constraints
											can boost creativity
											comes from the green,
											because this is a weird color, a crazy color,
											and you need to replace the green screens eventually
											and you must figure that out sooner rather than later.
											And I had, again, pretty much, ideas in my mind
											as to what the world would be,
											but then again I turned to my childhood imagination
											and went to the work of Belgian comic book master
											François Schuiten in Belgium.
											And this guy is another guy I admire a lot,
											and I wanted him to be involved in the movie
											as a production designer.
											But people told me, you know, Martin, it's impossible,
											the guy is too busy and he will say no.
											Well, I said, you know what, instead of mimicking his style,
											I might as well call the real guy and ask him,
											and I sent him my books,
											and he answered that he was interested
											in working on the film with me
											because he could be a big fish in a small aquarium.
											In other words, there was space for him to dream with me.
											So here I was with one of my childhood heroes,
											drawing every single frame that's in the film
											to turn that into Montreal in the future.
											And it was an amazing collaboration
											to work with this great artist whom I admire.
									","
											Enfin, mon dernier exemple d’une contrainte
											ayant stimulé la créativité
											provient du vert,
											une couleur criarde et aliénante,
											car éventuellement vous devez remplacer
les écrans verts
											et il vaut mieux planifier le tout
assez tôt dans le processus.
											Encore une fois, j’avais des idées claires
dans ma tête
											quant à ce que l’univers devait être,
											et je me suis de nouveau tourné
vers l'imaginaire de mon enfance
											et vers le travail
du maître de la bande dessinée belge,
											François Schuiten, en Belgique.
											Et ce type est un autre artiste
que j’admire beaucoup,
											et que je voulais impliquer dans mon film
											à titre de concepteur visuel.
											Mais les gens me disaient, Martin, c’est impossible,
											ce gars-là est trop occupé et il va dire non.
											Eh bien, j’ai dit, vous savez quoi,
plutôt que d’imiter son style,
											je devrais plutôt appeler ce gars et lui demander,
											alors je lui ai envoyé mes livres,
											et il a répondu qu’il était intéressé
											pour travailler sur le film avec moi
											parce qu’il pourrait être un gros poisson
dans un petit aquarium.
											Autrement dit, il y avait là pour lui
un espace où il pouvait rêver avec moi.
											C’est ainsi que je me suis retrouvé
avec l’un des héros de mon enfance,
											à dessiner chacun des plans du film
											pour modeler ce Montréal futuriste.
											Et ce fut une collaboration extraordinaire
											que de travailler avec ce grand artiste que j’admire.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Pero entonces, saben, 
finalmente hay que transformar
											todos estos dibujos en realidad.
											Por lo tanto, una vez más, 
mi solución fue apuntar
											el mejor artista que se me ocurrió.
											Y este chico en Montreal, otro quebequense
											llamado Carlos Monzon, 
un gran artista de efectos especiales.
											Este hombre fue el principal 
compositor de películas como
											""Avatar"", ""Star Trek"" y ""Transformers"",
											y otros proyectos desconocidos como este,
											y yo sabía que era perfecto para el trabajo,
											y tuve que convencerlo,
											y, en vez de trabajar en
la próxima película de Spielberg,
											aceptó trabajar en la mía.
											¿Por qué? Porque le ofrecí un espacio para soñar.
											Así que si no tienen dinero
para ofrecer a las personas,
											deben estimular su imaginación con algo
											tan agradable como se les ocurra.
									","
											Ama sonra neticede tüm bu çizimleri gerçeğe
											dönüştürmek zorundasınız.
											Yani, yine, çözümüm aklıma gelebilecek
											olası en iyi sanatçıyı hedef almaktı.
											Ve Montreal'da başka bir Quebec'li olan Carlos Monzon adlı
											bir adam var ve çok iyi bir VFX sanatçısı.
											Bu adam ""Avatar"", ""Star Trek"" ve ""Transformers"" gibi filmlerde
											ve bunun gibi diğer bilinmeyen projelerde
											baş kompozitörlük yapmıştı ve biliyordum ki
											bu iş için mükemmel bir seçimdi,
											onu ikna etmeliydim
											ve bir sonraki Spielberg filminde çalışmak yerine,
											benimkinde çalışmayı kabul etti.
											Neden mi? Çünkü ona hayal kurması için bir alan teklif ettim.
											Eğer insanlara teklif edebileceğiniz paranız yoksa,
											aklınıza gelebilecek en güzel şeyle onların hayal dünyasını
											hareketlendirmeniz gerekiyor.
									","
											But then, you know, eventually you have to turn
											all these drawings into reality.
											So, again, my solution was to aim
											for the best possible artist that I could think of.
											And there's this guy in Montreal, another Quebecois
											called Carlos Monzon, and he's a very good VFX artist.
											This guy had been lead compositor on such films
											as ""Avatar"" and ""Star Trek"" and ""Transformers,""
											and other unknown projects like this,
											and I knew he was the perfect fit for the job,
											and I had to convince him,
											and, instead of working on the next Spielberg movie,
											he accepted to work on mine.
											Why? Because I offered him a space to dream.
											So if you don't have money to offer to people,
											you must strike their imagination with something
											as nice as you can think of.
									","
											Mais il fallait bien transformer
											tous ces dessins en images réelles.
											Alors, encore une fois, ma solution fut de viser
											le meilleur artiste qui me vienne à l'esprit.
											Et il y a ce type à Montréal, un autre Québécois
											qui s’appelle Carlos Monzon,
un très bon artiste d’effets visuels.
											Ce gars-là était compositeur sénior sur des films
											comme « Avatar », « Star Trek » et « Transformers »,
											et sur d’autres projets inconnus comme ceux-là,
											donc je savais qu’il était le candidat idéal
											et j’ai dû le convaincre,
											et plutôt que de travailler sur le prochain Spielberg,
											il a accepté de travailler sur mon film.
											Pourquoi ? Parce que je lui offrais
un espace pour rêver.
											Alors, si vous n’avez pas
beaucoup de moyens financiers,
											vous devez viser l’imaginaire des gens
											avec ce que vous pouvez imaginer de plus beau.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Esto es lo que pasó en esta película,
											y así fue como se hizo.
											Nos fuimos a esta fantástica
empresa de postproducción
											en Montreal, llamada Vision Globale,
											y ellos prestaron sus 60 artistas
para trabajar a tiempo completo
											durante seis meses 
para realizar esta película loca.
									","
											İşte filmde yaşanan buydu
											ve böyle yapıldı.
											Montreal'de Vision Globale adında güzel bir
											post-prodüksiyon şirketine gittik
											ve bize bu çılgın filmde altı aylığına tam zamanlı
											çalışması için 60 sanatçı ödünç verdiler.
									","
											So this is what happened on this movie,
											and that's how it got made,
											and we went to this very nice postproduction company
											in Montreal called Vision Globale,
											and they lent their 60 artists to work full time
											for six months to do this crazy film.
									","
											C'est donc ce qui est arrivé avec mon film
											et c’est comme ça qu’il s’est fait,
											ensuite nous sommes allés voir
cette très belle compagnie de postproduction
											à Montréal, Vision Globale,
											et ils ont accepté de mettre
leurs soixante artistes à contribution
											à plein temps durant six mois
pour terminer ce projet fou.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Por eso quiero decir que,
si tienen algunas ideas locas
											en la mente, y la gente les dice
											que es imposible de hacer,
											bueno, esa es una mejor razón para querer hacerlo,
											porque la gente tiene una tendencia
											para ver los problemas en lugar del resultado final,
											mientras que si se empieza a tratar los problemas
											como aliados en lugar que como oponentes,
											la vida empezará a estar de su parte
											de la manera más increíble.
											Yo lo he experimentado.
											Y podrían acabar haciendo algunos proyectos locos,
											y quién sabe, podrían incluso terminar
											yendo a Marte.
									","
											Size şunu söylemek istiyorum, aklınızda çılgınca fikirler varsa
											ve insanlar size bu fikirleri gerçekleştirmenin
											imkansız olduğunu söylüyorsa,
											bu gerçekleştirmeyi istemeniz için daha da iyi bir neden.
											Çünkü insanlar genellikle
											nihai sonuç yerine problemleri görürler,
											oysa problemleri düşman yerine
											dostunuz olarak görmeye başlarsanız,
											hayat sizinle en şaşırtıcı şekilde
											dans etmeye başlayacaktır.
											Ben bunu yaşadım.
											Ve belki sonunda çılgınca projeler yapabilirsiniz
											ve kim bilir, belki de Mars'a bile
											gidebilirsiniz.
									","
											So I want to tell you that, if you have some crazy ideas
											in your mind, and that people tell you
											that it's impossible to make,
											well, that's an even better reason to want to do it,
											because people have a tendency
											to see the problems rather than the final result,
											whereas if you start to deal with problems
											as being your allies rather than your opponents,
											life will start to dance with you
											in the most amazing way.
											I have experienced it.
											And you might end up doing some crazy projects,
											and who knows, you might even end up
											going to Mars.
									","
											Donc je veux vous dire que,
si vous avez des idées ambitieuses
											qui vous viennent à l'esprit, et qu’on vous dit
											que c'est impossible à réaliser,
											eh bien, c’est une raison de plus
pour vouloir le faire,
											parce que les gens ont tendance
											à voir les problèmes
plutôt que de viser le résultat final,
											alors que si vous vous mettez
à considérer les problèmes
											comme vos alliés plutôt que comme vos ennemis,
											la vie se mettra à danser avec vous
											de manière étonnante.
											Je l’ai vécu.
											Et vous pourriez vous retrouver
à faire des projets fous
											et, qui sait, vous pourriez même vous retrouver
											sur Mars.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											Gracias.
									","
											Teşekkür ederim.
									","
											Thank you.
									","
											Merci.
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
"
","
","
","
",How I made an impossible film,Martin Villeneuve,10:55,"creativity,economics,entertainment,film,movies"
