es,en,fr,tr,title,speaker,duration,tags
"
","
","
","
",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
											Ahora, mencionar el tiempo
podría llevarlos a pensar,
											""Bien, debo abandonar mi carrera 
e invertir todo mi tiempo
											para salvar a algunas de estas 19.000 vidas
											que se pierden todos los días?""
											Una persona quien ha pensado
bastante sobre este tema
											de cómo se puede tener una carrera que tenga
											el mayor impacto posible para 
el bien del mundo, es Will Crouch.
											Él es un estudiante de posgrado en filosofía,
											y creó un sitio web llamado 80.000 Horas,
											el número de horas que él calcula
											que la mayoría de las personas 
invierten en su carrera,
											para asesorar a personas sobre cómo tener
											una carrera mejor y eficaz.
											Pero puede que le sorprenda enterarse
											de que una de las carreras que él
insta a la gente a considerar,
											si tienen las habilidades y el carácter indicado,
											es actividades bancarias o en finanzas.
											¿Por qué? Porque si ganas mucho dinero,
											puedes regalar mucho dinero,
											y si eres exitoso en esa carrera,
											podrías dar lo suficiente a una organización de ayuda
											para que pudiera emplear, digamos, 
a cinco trabajadores de apoyo
											en los países en vías de desarrollo,
y cada uno de ellos
											probablemente haría tanto bien
											como el que habrías hecho tú mismo.
											Por lo tanto, se puede quintuplicar el impacto
											por medio de ese tipo de carrera.
											Aquí está un joven que ha aceptado este consejo.
											Su nombre es Matt Weiger.
											Él era un estudiante de filosofía
y matemáticas en Princeton,
											de hecho, ganó el premio a la mejor tesis 
de licenciatura en filosofía
											cuando se graduó el año pasado.
											Pero se ha metido en las finanzas en Nueva York.
											Él ya está ganando lo suficiente
											para donar una suma de seis cifras 
a obras de caridad eficaces
											y sigue conservando lo suficiente para vivir.
											Matt también me ha ayudado a crear una organización
											con la que estoy colaborando 
y que tomó su nombre
											del título de un libro que escribí,
											""La Vida que Puedes Salvar"",
											que intenta cambiar nuestra cultura
											para que más personas piensen que,
											si vamos a vivir una vida ética,
											no basta con obedecer las prohibiciones
											y no engañar, robar, mutilar, matar,
											sino que si tenemos suficiente,
hemos de compartir algo de eso
											con personas que tienen tan poco.
											Y la organización reúne a personas
											de distintas generaciones,
											como Holly Morgan, quien es una estudiante,
											que ya se ha comprometido a dar 10%
											de lo poco que tiene,
											y a la derecha, Ada Wan,
											quien ha trabajado directamente 
para los más humildes, pero ahora
											ha ingresado a Yale para hacer un MBA 
para tener más para dar.
									","
											Now, mentioning time might lead you to think,
											""Well, should I abandon my career and put all of my time
											into saving some of these 19,000 lives
											that are lost every day?""
											One person who's thought quite a bit about this issue
											of how you can have a career that will have
											the biggest impact for good in the world is Will Crouch.
											He's a graduate student in philosophy,
											and he's set up a website called 80,000 Hours,
											the number of hours he estimates
											most people spend on their career,
											to advise people on how to have the best,
											most effective career.
											But you might be surprised to know
											that one of the careers that he encourages people to consider,
											if they have the right abilities and character,
											is to go into banking or finance.
											Why? Because if you earn a lot of money,
											you can give away a lot of money,
											and if you're successful in that career,
											you could give enough to an aid organization
											so that it could employ, let's say, five aid workers
											in developing countries, and each one of them
											would probably do about as much good
											as you would have done.
											So you can quintuple the impact
											by leading that kind of career.
											Here's one young man who's taken this advice.
											His name is Matt Weiger.
											He was a student at Princeton in philosophy and math,
											actually won the prize for the best undergraduate philosophy thesis
											last year when he graduated.
											But he's gone into finance in New York.
											He's already earning enough
											so that he's giving a six-figure sum to effective charities
											and still leaving himself with enough to live on.
											Matt has also helped me to set up an organization
											that I'm working with that has the name taken
											from the title of a book I wrote,
											""The Life You Can Save,""
											which is trying to change our culture
											so that more people think that
											if we're going to live an ethical life,
											it's not enough just to follow the thou-shalt-nots
											and not cheat, steal, maim, kill,
											but that if we have enough, we have to share some of that
											with people who have so little.
											And the organization draws together people
											of different generations,
											like Holly Morgan, who's an undergraduate,
											who's pledged to give 10 percent
											of the little amount that she has,
											and on the right, Ada Wan,
											who has worked directly for the poor, but has now
											gone to Yale to do an MBA to have more to give.
									","
											Bon, parler de temps pourrait vous faire penser :
											« Est-ce que je dois abandonner ma carrière
et consacrer tout mon temps
											à sauver quelques-uns de ces 19000 enfants
											qui meurent chaque jour ? »
											Une personne a beaucoup réfléchi à ce problème
											de savoir comment avoir une carrière qui aura
											le plus grand impact positif sur le monde.
C'est Will Crouch.
											C'est un étudiant en philosophie,
											il a créé un site internet appelé « 80000 Heures »,
											— il a calculé le nombre d'heures
											que l'on consacre à notre carrière —
											pour aider les gens à avoir la meilleure,
											la plus efficace des carrières.
											Mais vous seriez surpris d'apprendre
											qu'une des carrières qu'il encourage
les gens à considérer,
											s'ils en ont les capacités et la personnalité,
											c'est la banque et la finance.
											Pourquoi ? Parce que si vous gagnez
beaucoup d'argent,
											vous pouvez aussi en donner beaucoup.
											Si vous réussissez dans cette carrière,
											vous pouvez donner assez d'argent
à une association caritative
											pour qu'elle emploie, disons, cinq personnes
											dans des pays en développement,
chacun d'entre eux
											fera sans doute aussi bien
											que vous ne l'auriez fait.
											Ainsi, vous pouvez quintupler l'impact
											en menant ce genre de carrière.
											Voilà un jeune homme qui a appliqué ce conseil.
											Il s'appelle Matt Weiger.
											Il était étudiant à Princeton
en philosophie et mathématiques,
											et il a gagné le prix de la meilleure thèse
de philosophie de premier cycle
											l'année dernière quand il a été diplômé.
											Mais il est parti faire de la finance à New York.
											Il gagne déjà assez
											pour donner une somme à six chiffres
à des associations reconnues
											et en garder toujours assez pour vivre.
											Matt m'a aussi aidé à fonder une association
											avec laquelle je travaille, dont le nom est tiré
											du titre d'un livre que j'ai écrit :
											« La vie que vous pouvez sauver »,
											qui essaye de changer notre culture
											afin qu'on arrête de se dire
											que si on veut vivre une vie éthique,
											il est suffisant de suivre les « tu ne dois pas »,
											tricher, voler, torturer ou tuer.
											mais si vous avez assez,
nous devons en partager une partie
											avec ceux qui ont si peu.
											Les associations relient les personnes ensemble
											de différentes générations,
											comme Holly Morgan,
une étudiante de premier cycle,
											qui s'est engagée à donner 10 %
											du peu qu'elle a,
											ou, à droite, Ada Wan,
											qui a travaillé directement avec les pauvres, 
mais qui maintenant
											va à Yale pour suivre un MBA
pour pouvoir donner plus.
									","
											Zamandan söz edince şimdi aklınıza 
şu soru gelebilir:
											“Peki, kariyerimi bırakıp bütün zamanımı
											her gün kaybedilen 19.000 hayattan
											bazılarını kurtarmaya mı adayayım?”
											Dünyaya en yüksek yararı 
sağlayabilecek bir kariyere
											nasıl sahip olabileceğiniz üstüne
											kafa yormuş kişilerden biri Will Crouch.
											Felsefe yüksek lisans öğrencisi
											ve insanlara en iyi, en efektif kariyere
											nasıl sahip olabilecekleri 
konusunda öneriler sunmak için
											80.000 Hours (80.000 saat)
											adında bir site kurdu.
											Ama, eğer doğru yeteneklere 
ve kişiliğe sahipseniz
											göz önünde bulundurmanızı önerdiği
											kariyerlerden birinin bankacılık
											ya da finans olduğunu duyunca
şaşırabilirsiniz.
											Neden mi? Çünkü çok kazanırsanız,
											çok bağış yapabilirsiniz
											ve o kariyerde başarılı olursanız
											gelişmekte olan ülkelerdeki 
bir yardım kuruluşuna,
											diyelim ki beş kişiyi işe alabilecekleri 
kadar bağışlayabilirsiniz
											ve muhtemelen o beşinden her biri
											aşağı yukarı sizin 
o konumda yaratabileceğiniz kadar
											iyi bir etki yaratabilir.
											Yani böyle bir kariyeri seçerek
											yaratacağınız etkiyi
beşe katlayabilirsiniz.
											Bu genç adam da bu öneriye uymuş.
											Adı Matt Weiger.
											Princeton’da felsefe ve matematik okudu,
											hatta geçen yıl mezun olduğunda 
en iyi felsefe lisans tezi
											ödülünü kazandı.
											Ama New York’ta finans işine girdi.
											Kazancı şimdiden o kadar yüksek ki
											efektif yardım kuruluşlarına 
altı rakamlı bağışlar yapıp
											kendine yaşayabileceği kadar 
para bırakabiliyor.
											Matt aynı zamanda adını 
yazdığım bir kitaptan alan
											ve benim de çalıştığım
											The Life You Can Save’i
(Kurtarabileceğiniz Hayatlar)
											kurmama yardımcı oldu;
											The Life You Can Save, 
etik bir şekilde yaşayacaksak
											“yapmayacaksın”lara uyup 
aldatmamanın, çalmamanın,
											yaralamamanın, öldürmemenin 
tek başına yeterli olmadığına
											ve eğer yeteri kadarına sahipsek 
sahip olduğumuzun
											bir bölümünü çok daha 
azına sahip olanlarla
											paylaşmamız gerektiğine 
daha fazla sayıda insanın inanmasını
											sağlayacak şekilde 
kültürümüzü değiştirmeye çalışıyor.
											Ve bu kuruluş, elindeki küçük miktarın
											%10’unu vermeyi vaat eden
											lisans öğrencisi Holly Morgan 
ile sağ taraftaki,
											doğrudan yoksullar için çalışmış olan,
											daha fazla kazanıp daha fazla
bağışlamak amacıyla
											işletme yönetimi yüksek lisansı
için Yale’e giden
											Ada Wan gibi
											farklı kuşaklardan insanları 
bir araya getiriyor.
									",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
","
","
","
",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
											Mucha gente pensará, sin embargo,
											que las organizaciones benéficas 
no son realmente tan eficaces.
											Así que hablemos de la eficacia.
											Toby Ord está muy preocupado por esto,
											y ha calculado que algunas organizaciones benéficas
											son cientos o incluso miles de veces
											más eficaces que otras,
											por lo que es muy importante 
encontrar las más eficaces.
											Tomemos, por ejemplo, otorgarle 
un perro lazarillo a un ciego.
											Que es algo bueno, ¿cierto?
											Bueno, ciertamente es una cosa buena,
											pero tienes que pensar qué más 
se podría hacer con los recursos.
											Cuesta alrededor de 40.000 dólares 
entrenar a un perro guía
											y formar al receptor para que el perro guía
											pueda ser una ayuda eficaz
para una persona no vidente.
											Cuesta entre 20 y 50 dólares
											curar a un ciego en un país en desarrollo
											Si sufren de tracoma.
											Entonces, si haces las cuentas, resulta algo como eso.
											Podrías proporcionar un perro guía
											para un estadounidense ciego,
											o podrías curar entre 400
											y 2.000 personas con ceguera.
											Creo que es claro cuál es la mejor opción.
											Pero si quieren buscar 
organizaciones de caridad eficaces,
											hay una página web muy buena para visitar.
											GiveWell existe para evaluar el verdadero impacto 
de las organizaciones benéficas,
											no sólo si están bien administradas,
											y ha revisado a cientos de organizaciones benéficas
											y actualmente está recomendando solamente a tres,
											de las cuales la Fundación Contra la Malaria 
es la número uno.
											Así que es muy difícil.
Si desean buscar otras recomendaciones,
											thelifeyoucansave.com y Giving What We Can
											ambos tienen una lista un tanto más extensa,
											pero pueden encontrarse organizaciones eficaces,
											y no sólo en cuanto a salvar
las vidas de los más humildes.
											Me complace decir que ahora también hay un sitio web
											que valora a las organizaciones eficaces 
a favor de los animales.
											Esa es otra de las causas que me ha preocupado
											toda mi vida, el inmenso sufrimiento
											que los seres humanos infligimos
											sobre literalmente decenas de miles de millones
de animales cada año.
											Así que si quieren buscar organizaciones eficaces
											para reducir el sufrimiento,
											pueden ir a Effective Animal Activism.
											Y algunos altruistas eficaces consideran
que es muy importante
											asegurarse de que nuestra especie
logre sobrevivir.
											Así que están buscando maneras 
de reducir el riesgo de extinción.
											Aquí hay un riesgo de extinción 
del que todos nos percatamos
											recientemente, cuando un asteroide 
pasó cerca de nuestro planeta.
											Posiblemente la investigación 
podría ayudarnos no sólo a predecir
											la ruta de los asteroides que pudieran 
colisionar con nosotros,
											sino incluso desviarlos.
											Así que algunas personas piensan que esa sería
una buena causa a la cual contribuir.
											Existen muchas posibilidades.
									","
											Many people will think, though,
											that charities aren't really all that effective.
											So let's talk about effectiveness.
											Toby Ord is very concerned about this,
											and he's calculated that some charities
											are hundreds or even thousands of times
											more effective than others,
											so it's very important to find the effective ones.
											Take, for example, providing a guide dog for a blind person.
											That's a good thing to do, right?
											Well, right, it is a good thing to do,
											but you have to think what else you could do with the resources.
											It costs about 40,000 dollars to train a guide dog
											and train the recipient so that the guide dog
											can be an effective help to a blind person.
											It costs somewhere between 20 and 50 dollars
											to cure a blind person in a developing country
											if they have trachoma.
											So you do the sums, and you get something like that.
											You could provide one guide dog
											for one blind American,
											or you could cure between 400
											and 2,000 people of blindness.
											I think it's clear what's the better thing to do.
											But if you want to look for effective charities,
											this is a good website to go to.
											GiveWell exists to really assess the impact of charities,
											not just whether they're well-run,
											and it's screened hundreds of charities
											and currently is recommending only three,
											of which the Against Malaria Foundation is number one.
											So it's very tough. If you want to look for other recommendations,
											thelifeyoucansave.com and Giving What We Can
											both have a somewhat broader list,
											but you can find effective organizations,
											and not just in the area of saving lives from the poor.
											I'm pleased to say that there is now also a website
											looking at effective animal organizations.
											That's another cause that I've been concerned about
											all my life, the immense amount of suffering
											that humans inflict
											on literally tens of billions of animals every year.
											So if you want to look for effective organizations
											to reduce that suffering,
											you can go to Effective Animal Activism.
											And some effective altruists think it's very important
											to make sure that our species survives at all.
											So they're looking at ways to reduce the risk of extinction.
											Here's one risk of extinction that we all became aware of
											recently, when an asteroid passed close to our planet.
											Possibly research could help us not only to predict
											the path of asteroids that might collide with us,
											but actually to deflect them.
											So some people think that would be a good thing to give to.
											There's many possibilities.
									","
											Beaucoup de gens diront cependant,
											que les associations ne sont pas
réellement efficaces.
											Parlons donc d'efficacité.
											Toby Ord est très préoccupé par ça,
											il a calculé que certaines associations
											sont des centaines voire des milliers de fois
											plus efficaces que d'autres.
											C'est donc très important d'en trouver une efficace.
											Prenez l'exemple de fournir
un chien guide à un aveugle.
											C'est une bonne chose, non ?
											Oui, c'est une bonne chose à faire,
											mais vous devez aussi penser
à ce que vous pourriez faire avec ces ressources.
											Cela coûte environ 40000 dollars
pour dresser un chien d'aveugle
											et former la personne pour que son chien
											soit une aide efficace.
											Ça coûte environ entre 20 et 50 dollars
											pour soigner une personne aveugle
dans un pays en développement
											si elle est atteinte d'un trachome.
											Donc faites le calcul et
vous obtiendrez quelque chose comme ça.
											Vous pouvez offrir un chien guide
											à un aveugle américain,
											ou vous pouvez guérir entre 400
											et 2000 personnes de la cécité.
											Je pense que la bonne chose à faire est évidente.
											Si vous voulez trouver des associations efficaces,
											voici un bon site à consulter.
											GiveWell existe pour évaluer réellement
l'impact des associations,
											pas seulement si elles sont bien gérées,
											il analyse des centaines d'associations,
											et il n'en recommande que trois actuellement,
											la Fondation contre la Malaria est numéro un.
											C'est donc vraiment difficile. 
Si vous voulez chercher d'autres recommandations,
											thelifeyoucansave.com et Giving What We Can
											ont tous deux une liste plus longue,
											vous pouvez trouver des associations efficaces,
											et pas uniquement pour sauver la vie des pauvres.
											Il y a un autre site internet,
et j'en suis heureux,
											qui analyse l'efficacité
des associations de protection des animaux.
											C'est une autre des causes
dont je me suis préoccupé
											toute ma vie, les immenses souffrances
											que les hommes infligent
											à des dizaines de milliards d'animaux chaque année.
											Donc si vous cherchez des associations efficaces
											qui luttent contre ces souffrances,
											vous pouvez aller sur Effective Animal Activism.
											D'autres altruistes efficaces
pensent que c'est très important
											d'assurer de la survie de notre espèce.
											Donc ils cherchent des moyens
de réduire le risque d'extinction.
											Voilà un risque d'extinction
que tout le monde connaît,
											les astéroïdes qui passent près de notre planète.
											La recherche pourrait nous aider
non seulement à prédire
											la trajectoire des astéroïdes
qui pourraient entrer en collision avec la Terre,
											mais aussi à les dévier.
											Certains pensent donc que c'est une bonne chose
d'encourager ces recherches.
											Il y a énormément de possibilités.
									","
											Ne var ki birçok insan
yardım kuruluşlarının
											aslında o kadar da efektif 
olmadığını düşünecektir.
											O yüzden efektiflikten bahsedelim.
											Toby Ord bu konuyla oldukça ilgili
											ve bazı yardım kuruluşlarının
diğerlerine göre
											yüzlerce, hatta binlerce kat
											daha efektif olduğunu hesaplamış;
											yani efektif olanları bulmak çok önemli.
											Örneğin, kör bir bireye 
bir rehber köpek sağlamayı düşünün.
											Bunu yapmak iyi bir şey, değil mi?
											Evet, doğru, bunu yapmak iyi bir şey,
											ancak bunun için harcanan kaynaklarla 
yapılabilecek diğer şeyleri düşünmeliyiz.
											Bir rehber köpeği eğitmenin 
ve köpeğin verileceği
											bireye köpekten verimli bir şekilde 
yararlanabilmesi için gerekli olan
											eğitimi sağlamanın maliyeti 
yaklaşık 40,000 dolar.
											Gelişmekte olan bir ülkedeki
kör bir bireyi,
											iyileştirmenin maliyeti 
20 dolar ile 50 dolar arasındadır,
											eğer trahom hastasıysa.
											Demek ki hesabı yaptığımızda 
elimizde şöyle bir şey oluyor:
											Kör bir Amerikalı için
											bir rehber köpek sağlayabilirsiniz
											ya da 400 ile 2.000 arasındaki bir sayıda
											körü iyileştirebilirsiniz.
											Sanıyorum hangisini yapmanın 
daha iyi olduğu açık.
											Üstelik efektif yardım kuruluşlarını 
bulmak istiyorsanız
											ziyaret edebileceğiniz iyi bir site var.
											GiveWell, yardım kuruluşlarının 
etkilerini gerçekten ölçmek için var
											- sadece iyi yönetilip 
yönetilmediklerini ölçmek için değil -
											ve değerlendirdiği yüzlerce 
yardım kuruluşu arasından
											şu anda sadece üç tanesini öneriyor,
											ilk sırada da Against Malaria Foundation 
(Sıtmaya Karşı Vakfı) var.
											Yani bu iş zor. 
Eğer diğer önerilere bakmak istiyorsanız
											thelifeyoucansave.com’da 
ve Giving What You Can’de
											daha geniş sayılabilecek bir liste var;
											üstelik yoksulların 
hayatlarını kurtarma alanı dışında da
											çalışan efektif yardım 
kuruluşlarını bulabilirsiniz.
											Artık efektif hayvan
kuruluşlarını inceleyen
											bir sitenin de olduğunu söylemek 
beni memnun ediyor.
											Bu beni hayatım boyunca meşgul etmiş
											olan başka bir dava:
											İnsanların her yıl
											on milyarlarca hayvana çektirdiği 
inanılmaz miktardaki acı.
											O yüzden bu acıyı azaltmak için
											efektif yardım kuruluşları
bulmak isterseniz,
											Effective Animal Activism (Efektif 
Hayvan Aktivizm)’i ziyaret edebilirsiniz.
											Ve bazı efektif altruistler 
türümüzün devamlılığını
											sağlamanın da çok önemli
olduğunu düşünüyor.
											O nedenle de soyumuzun tükenmesi riskini 
azaltma yöntemlerini araştırıyorlar.
											Bu risklerden birinin farkına 
yakın zaman önce
											gezegenimizin yakınından bir 
asteroid geçtiği zaman vardık.
											Muhtemelen araştırmalar çarpabilecek olan
											asteroidlerin yolunu 
sadece hesaplamamızı değil,
											saptırmamızı bile sağlayabilecek.
											Bazıları bunun bağış yapmak
için iyi bir şey olduğunu düşünüyor.
											Birçok seçenek var.

									",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
","
","
","
",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
											Mi pregunta final es:
											algunas personas pensarán que el dar es una carga.
											No creo realmente que lo sea.
											He disfrutado de dar toda mi vida
											desde que era estudiante de posgrado.
											Ha sido una fuente de satisfacción para mí.
											Charlie Bresler me dijo que él no es un altruista.
											Piensa que la vida que salva es la propia.
											Y Holly Morgan me dijo que ella 
solía sufrir de depresión
											hasta que se involucró en altruismo eficaz,
											y ahora es una de las personas 
más felices que conoce.
											Creo que una de las razones para esto
											es que ser un altruista eficaz ayuda a superar
											lo que yo llamo el problema de Sísifo.
											Aquí está Sísifo retratado por Tiziano,
											condenado por los dioses
a empujar una enorme roca
											hasta la cima de la colina.
											Justo al llegar, el esfuerzo es demasiado,
											la roca se escapa, rueda hasta el pie de la colina,
											y él tiene que regresar a empujarla de nuevo,
											y lo mismo sucede una y otra vez,
											por toda la eternidad.
											¿Les recuerda al estilo de vida de un consumidor,
											donde se trabaja duro para conseguir dinero,
											ese dinero se gasta en bienes de consumo
											que uno espera disfrutar?
											Pero después de gastado el dinero,
se tiene que trabajar duro
											para obtener más, gastar más y para mantener
											el mismo nivel de felicidad, 
es una especie de rutina hedonista.
											Nunca bajamos, y nunca 
nos sentimos realmente satisfechos.
											Convertirse en un altruista eficaz nos da
											ese significado y satisfacción.
											Permite tener una base sólida para la autoestima
											que nos permite sentir que nuestra vida
es realmente digna de vivirse.
									","
											My final question is,
											some people will think it's a burden to give.
											I don't really believe it is.
											I've enjoyed giving all of my life
											since I was a graduate student.
											It's been something fulfilling to me.
											Charlie Bresler said to me that he's not an altruist.
											He thinks that the life he's saving is his own.
											And Holly Morgan told me that she used to battle depression
											until she got involved with effective altruism,
											and now is one of the happiest people she knows.
											I think one of the reasons for this
											is that being an effective altruist helps to overcome
											what I call the Sisyphus problem.
											Here's Sisyphus as portrayed by Titian,
											condemned by the gods to push a huge boulder
											up to the top of the hill.
											Just as he gets there, the effort becomes too much,
											the boulder escapes, rolls all the way down the hill,
											he has to trudge back down to push it up again,
											and the same thing happens again and again
											for all eternity.
											Does that remind you of a consumer lifestyle,
											where you work hard to get money,
											you spend that money on consumer goods
											which you hope you'll enjoy using?
											But then the money's gone, you have to work hard
											to get more, spend more, and to maintain
											the same level of happiness, it's kind of a hedonic treadmill.
											You never get off, and you never really feel satisfied.
											Becoming an effective altruist gives you
											that meaning and fulfillment.
											It enables you to have a solid basis for self-esteem
											on which you can feel your life was really worth living.
									","
											Ma dernière question sera :
											« certaines personnes pensent
que c'est un fardeau de donner. »
											Je ne pense vraiment pas.
											J'ai toujours aimé donné
											depuis que je suis étudiant.
											C'est quelque chose de satisfaisant pour moi.
											Charlie Bresler m'a dit qu'il n'était pas un altruiste.
											Il pense que c'est sa propre vie qu'il sauve.
											Et Holly Morgan m'a dit qu’auparavant
elle luttait contre la dépression
											jusqu'à ce qu'elle s'implique
dans l'altruisme efficace,
											elle est maintenant l'une des personnes
les plus heureuses qu'elle connaisse.
											Je pense que l'une des raisons à ça
											est qu'être un altruiste efficace aide à surmonter
											ce que j’appelle le syndrome de Sisyphe.
											Voici un portrait de Sisyphe par le Titien,
											condamné par les dieux à pousser un gros rocher
											jusqu'en haut de la colline.
											Au moment où il y arrive,
l'effort devient insupportable,
											le rocher lui échappe
et redescend en bas de la colline,
											il doit redescendre pour le remonter à nouveau,
											et cela se répète encore et encore
											pour l'éternité.
											Ça ne vous rappelle pas
le mode de vie consumériste,
											vous travaillez dur pour avoir de l'argent,
											vous dépensez cet argent
pour des biens de consommation
											dont vous espérez qu'ils vous satisfassent ?
											Mais après, vous n'avez plus d'argent
et vous devez travailler dur à nouveau
											pour avoir plus, dépenser plus et pour maintenir
											le même niveau de bonheur,
c'est comme une recherche hédoniste perpétuelle.
											Vous ne vous arrêtez jamais
et vous n’êtes jamais vraiment satisfait.
											Devenir un « altruiste efficace » vous donne
											ce sentiment de satisfaction.
											Cela vous permet d'avoir des bases solides
pour l'estime de soi
											grâce à laquelle vous pouvez voir
que votre vie en vaut vraiment la peine.
									","
											Son sorum,
											bazı insanların bağış yapmayı bir 
yük olarak düşünecek olması üstüne.
											Ben öyle olduğuna gerçekten inanmıyorum.
											Yüksek lisans öğrencisi olduğumdan beri
											hayatım boyunca
bağış yapmaktan zevk aldım.
											Beni tatmin eden bir şeydi.
											Charlie Bresler bana 
altruist olmadığını söyledi.
											Kurtardığı hayatın 
kendi hayatı olduğunu düşünüyor.
											Ve Holly Morgan da bana 
efektif altruizmle ilgilenmeye
											başlayana kadar 
depresyonla mücadele ettiğini
											ve şu anda tanıdığı en mutlu 
insanlardan biri olduğunu söyledi.
											Bence bunun nedenlerinden biri
											efektif altruist olmanın 
Sisifos sorunu olarak adlandırdığım
											durumun üstesinden gelmeye 
yardımcı olması.
											İşte Titian tarafından resmedildiği 
hâliyle Sisifos,
											tanrılar tarafından devasa 
bir kayayı bir tepenin
											en üstüne itmeye mahkûm edilmiş.
											Tam oraya varacakken yükü ağır gelir,
											kaya elinden kaçar, 
tepenin en altına yuvarlanır,
											Sisifos kayanın peşinden aşağı inerek 
tekrar kayayı yukarı itmek zorundadır,
											aynı olay sonsuza kadar
											kendini tekrar eder.
											Bu size tüketim odaklı bir 
hayat tarzını hatırlatmıyor mu,
											para kazanmak için çok çalıştığınız
											ve bu parayı kullanmaktan zevk alacağınızı
											umduğunuz ürünlere harcadığınız 
bir hayat tarzını?
											Ama paranız bitiverir, 
daha fazlasını elde daha fazla harcamak
											ve aynı mutluluğu korumak 
için çok çalışmak zorundasınızdır;
											içinde olduğunuz durum 
haz odaklı bir kısır döngü gibidir.
											Asla içinden çıkamazsınız 
ve asla doyum alamazsınız.
											Efektif altruist olmak
											size o anlamı ve tatmini verir.
											Size hayatınızın gerçekten 
yaşanmaya değer olduğuna
											dair bir öz saygıyı inşa 
edebileceğiniz sağlam bir temel sunar.
									",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
","
","
","
",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
											Voy a concluir contándoles
											sobre un correo que recibí
											mientras escribía esta charla hace apenas un mes.
											Es de un hombre llamado Chris Croy,
a quien no conocía.
											Esta es una imagen que lo muestra 
recuperándose de una cirugía.
											¿Por qué estaba recuperándose de cirugía?
									","
											I'm going to conclude by telling you
											about an email that I received
											while I was writing this talk just a month or so ago.
											It's from a man named Chris Croy, who I'd never heard of.
											This is a picture of him showing him recovering from surgery.
											Why was he recovering from surgery?
									","
											Je vais conclure en vous faisant part
											d'un email que j'ai reçu
											quand j'étais en train d'écrire ce discours
il y a environ un mois.
											Il vient d'un homme, Chris Croy, 
dont je n'avais jamais entendu parler.
											Voici une photo de lui après une opération.
											Pourquoi a-t-il subi une opération ?
									","
											Size sadece bir ay kadar önce,
											bu konuşmayı yazarken 
aldığım bir e-postadan
											söz ederek konuyu sonlandıracağım.
											Daha önce hiç duymadığım, 
Chris Croy adındaki bir adamdandı.
											Bu onun ameliyat sonrası 
iyileşirken çekilmiş bir fotoğrafı.
											Neden mi ameliyat olmuştu?

									",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
","
","
","
",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
											El correo electrónico decía, ""El martes pasado,
											doné anónimamente mi riñón derecho a un extraño.
											Eso inició una cadena de riñón
											que permitió a cuatro personas recibir riñones"".
									","
											The email began, ""Last Tuesday,
											I anonymously donated my right kidney to a stranger.
											That started a kidney chain
											which enabled four people to receive kidneys.""
									","
											L'email commençait par : « Mardi dernier,
											j'ai anonymement donné mon rein droit à un inconnu.
											Ça a démarré une chaîne de donneurs
											qui a permis à quatre personnes
de recevoir un rein. »
									","
											E-posta şöyle başlıyordu: 
“Geçen Salı günü
											sağ böbreğimi anonim olarak 
bir yabancıya bağışladım.
											Bu, dört kişinin böbrek sahibi
											olmasını sağlayan bir 
böbrek zinciri başlattı.” 

									",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
"
","
","
","
",The why and how of effective altruism,Peter Singer,17:19,"global issues,philanthropy,philosophy,social change"
