fr,pt,tr,title,speaker,duration,tags
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											J'étais le gars mélangeant la peinture
au magasin de peinture.
											Les clients venaient au magasin
											et me demandaient :
											« Hey Marcus, c'est combien
pour peindre ma cuisine ? »
											« Madame Johnson,
nous ne peignons pas de cuisine,
											nous vous vendons la peinture
pour que vous peigniez votre cuisine. »
									","
											Eu era o rapaz que misturava
tintas na loja de tintas.
											Por vezes, os clientes entravam na loja,
											e perguntavam-me:
											""Marcus, quanto cobras
para pintar a minha cozinha?""
											""Bem, menina Johnson,
nós não pintamos cozinhas,
											""nós vendemos a tinta para vocês
pintarem as vossas cozinhas.""
									","
											Boya dükkanındaki boyaları
karıştıran eleman bendim.
											Neticede müşteriler mağazaya gelir
											ve bana sorardı:
											""Hey Marcus, mutfağımı kaça boyarsın?""
											""Bayan Johnson, biz mutfak boyamıyoruz,
											size kendi mutfağınız
boyamanız için boya satıyoruz.""
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											J'ai eu une idée lumineuse
et j'ai lancé une entreprise de peinture
											qui est devenue l'intermédiaire
entre les clients du magasin de peinture
											et les peintres ayant besoin
d'un travail régulier.
											Après environ un an,
											j'ai quitté ce magasin de peinture,
											nous avons développé notre entreprise
											et depuis, j'ai engagé beaucoup
de citoyens comme moi.
									","
											Tive uma ideia luminosa
e lancei uma empresa de pintura
											que se tornou a ligação entre
os clientes e a loja de tintas
											e os pintores que precisavam
de trabalho consistente.
											Depois de um ano ou mais,
											deixei a loja de tintas.
											Aumentámos a nossa
empresa de contratação
											e, desde então, contratei
toneladas de outros ex-presidiários.
									","
											Bir ampul yandı 
ve müşterilerle boya dükkanındaki
											düzenli işe ihtiyacı olan 
boyacılar arasında köprü olan
											bir boya şirketini piyasaya sürdüm.
											Bir yıl sonra
											o boya dükkanını bıraktım.
											Akteden şirketimizi büyüttük
											ve o zamandan beri tonlarca
reddedilen vatandaşı işe aldım.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Je suis là aujourd'hui avec un crime
											et comme des millions d'autres
à travers le pays
											qui ont aussi ce « C » sur la poitrine
qui représente un crime,
											tout comme ma mère me l'a promis
il y a de nombreuses années,
											je voulais leur montrer qu'il y avait
encore une vie après la prison.
											J'ai commencé à vivre
ma meilleure vie possible
											et je n'arrivais pas à croire
que je vivais sur un nuage.
											Mais mes amis, ceux-là même
avec qui j'ai grandi dans ces cellules,
											ils m'appelaient et me demandaient
constamment des photos
											de cette nouvelle vie que je vivais.
											Si je voyageais, ils voulaient des photos.
											Quand je me suis marié,
ils voulaient des photos.
											Mais je n'avais ni le temps
ni la bande passante d'écrire une lettre
											ou d'imprimer les photos de mon téléphone.
											Je leur disais régulièrement :
											« Si je pouvais t'envoyer un message,
ma vie serait tellement plus simple. »
									","
											Tenho cadastro de criminoso
											e, tal como outros milhões
em todo o país,
											que também têm esse ""C""
no peito que representa ""crime"",
											e, tal como a minha mãe prometera,
muitos anos atrás,
											eu queria mostrar-lhes
que há vida depois da prisão.
											Comecei a viver o melhor da minha vida,
											e não podia acreditar
que vivia nas nuvens.
											Mas os meus amigos, os mesmos
com que crescera naquelas celas,
											ligavam-me e pediam sempre fotografias
desta nova vida que eu estava a viver.
											Se viajava, eles queriam fotografias.
											Quando casei, eles quiseram fotografias.
											Mas eu não tinha tempo nem banda larga
para me sentar e escrever uma carta
											ou imprimir fotos do meu telemóvel.
											Geralmente, eu dizia-lhes:
											""Meu, se eu pudesse enviar só uma
mensagem, a minha vida seria mais fácil"".
									","
											Göğüslerinde ""suç"" kelimesini 
temsilen ""S"" yazılı
											ülkedeki diğer milyonlarca insan gibi
											bugün burada bir suçla duruyorum.
											Tıpkı annemin bana
yıllar önce söz verdiği gibi
											onlara hapisten sonra hayatın 
hâlâ var olduğunu göstermek istedim.
											Hayatımın en iyi dönemlerini
yaşamaya başladım.
											Bulutların üzerinde
yaşadığıma inanamıyordum.
											Ama o hücrelerde 
birlikte büyüdüğüm arkadaşlarım
											sürekli beni arar ve yaşadığım 
yeni hayattan fotoğraflar isterlerdi.
											Seyahat edersem, fotoğraf isterlerdi.
											Evlendiğimde fotoğraf istediler.
											Ama oturup mektup yazacak veya
telefonumdaki fotoğrafları çıktı alacak
											zamanım ya da bant aralığım yoktu.
											Sıklıkla derdim ki:
											""Dostum, sana mesaj atabilsem 
hayatım çok daha kolay olurdu.""
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Après avoir cherché
une solution à ce problème
											sur les magasins d'applications
											et n'avoir pu en trouver une,
											nous avons lancé Flikshop.
									","
											Depois de procurar uma solução
em lojas de aplicações
											e não tendo encontrado nenhuma,
											lançámos a Flikshop.
									","
											Uygulama marketlerini, bu soruna 
çözüm bulabilmek için araştırdıktan
											ve bir şey bulamadıktan sonra
											Flikshop'u piyasaya sürdük.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Je ne plaisante pas —
											saviez-vous que le marché
de la téléphonie en prison
											avait créé une industrie
valant un milliard de dollars ?
											Certaines de ces entreprises
sont prédatrices
											et nous savions qu'il nous fallait trouver
comment perturber cet environnement.
											Flikshop permet
aux membres de notre famille
											de prendre une photo, d'ajouter un texte,
											d'appuyer sur envoyer
et, pour 99 centimes,
											nous imprimons cette image et ce texte
sur une vraie carte postale
											et l'envoyons directement à n'importe qui,
dans n'importe quelle cellule,
											n'importe où dans le pays.
									","
											Não estou a brincar.
											Sabiam que o negócio
de telefones na cadeia
											criou uma indústria de milhares
de milhões de dólares?
											Alguns desses negócios são predatórios,
											e nós sabíamos que tínhamos
de desfazer esse espaço.
											A Flikshop permite que os familiares
tirem fotos, adicionem um texto rápido,
											enviem-nos e, por 99 cêntimos,
											imprimimos essa fotografia e o texto
num cartão real e tangível
											e enviamo-lo diretamente
a qualquer pessoa,
											em qualquer cela,
em qualquer lugar do país.
									","
											Şaka yapmıyorum —
											hapishane telefonu işinin
											milyar dolarlık endüstri
yaratacağını biliyor muydunuz?
											Bazı işler yağmacıydı.
											Bu yüzden, bu alanı nasıl bozacağımızı
çözmemiz gerektiğini biliyorduk.
											Flikshop, aile üyelerimize fotoğraf çekme,
çabucak bir mesaj ekleme,
											""gönder""e basma olanağı sağlıyor.
											Biz de 99 cent'e o fotoğrafı ve mesajı 
gerçek bir kartpostala yazdırıyor,
											ülkenin herhangi bir yerinde herhangi bir 
hücredeki mahkuma gönderiyoruz.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Il y a des millions de familles
qui se déchirent
											simplement car elles n'ont pas
le temps d'écrire une lettre,
											de trouver comment imprimer
une photo de leur téléphone,
											de passer dans un magasin
acheter un paquet d'enveloppes
											puis d'aller au bureau de poste
pour acheter des timbres.
											Nous avons commencé
par connecter 50 familles.
											Puis 100 familles.
											Puis 500 familles.
											Aujourd'hui, je suis fier de dire
											que nous avons connecté
plus de 140 000 familles
											à travers le pays.
									","
											Há milhões de famílias
que estão a ficar divididas,
											simplesmente porque não têm
tempo para escrever uma carta,
											descobrir como imprimir
uma foto a partir do telemóvel,
											ir à loja comprar uma caixa de envelopes
											e aos correios comprar selos.
											Começámos por conectar 50 famílias.
											E depois 100 famílias.
											E depois 500 famílias.
											Hoje, estou orgulhoso por dizer
											que conectámos mais de 140 000 famílias
											de todo o país.
									","
											Mektup yazmak, telefondan nasıl
fotoğraf yazdırılacağını çözmek,
											dükkana koşup bir kutu zarf almak
											ve postahaneye gidip damga almaya
											zamanları olmadığı için dağılan
											milyonlarca aile var.
											50 aileyi bağlayarak başladık,
											sonra 100 aile oldu.
											Sonra 500 aile oldu.
											Bugün, söylemekten gurur duyuyorum ki
											ülke çapında
											140 binden fazla aileyi bağladık.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Nous recevons couramment des lettres
dans mon bureau, noyant mon bureau,
											de la part de gens en prison
											comme Jason.
											Jason dit : « J'ai reçu
environ 15 cartes postales hier soir
											avec tellement de mots motivants
											que je me devais de vous écrire
et de vous remercier. »
											Ou Georges qui écrit :
											« Aujourd'hui, j'ai reçu
six cartes postales avec tant d'amour...
											J'ignore d'où vient ce toit d'amour. »
									","
											Geralmente, recebemos cartas
no meu escritório,
											transbordando na minha secretária,
											de pessoas na prisão
											como o Jason.
											O Jason diz: ""Recebi cerca de
15 cartões postais ontem à noite
											""com tantas palavras de incentivo
											""que tive de te escrever 
simplesmente para te agradecer.""
											Ou o George, que escreve:
											""Hoje recebi cerca de seis
postais com muito amor.
											""Eu não sei de onde veio
esse telhado de amor.""
									","
											Hapishanedeki insanlardan
											masamı doldurup taşıran 
epostalar alıyoruz.
											Bunlardan birisi olan Jason;
											""Dün gece,
											beni motive eden bir sürü 
cümleyle dolu 15 kartpostal aldım.
											Sana yazıp teşekkür etmek istedim."" diyor.
											Ya da
											""Bugün sevgi dolu 6 kartpostal aldım.
											Bu sevgi çatısının nereden geldiğini 
bilmiyorum."" diyen George.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Je n'arrive pas à croire
la chance que j'ai
											de parfois pouvoir rencontrer un enfant
											qui envoie des cartes postales Flikshop
à ses parents incarcérés.
											Parfois, je peux même
aller à la Maison-Blanche,
											m'adresser à la nation, parler du besoin
de réforme du système de justice pénale.
											Cette histoire est incroyable à mes yeux
car cela n'a pas toujours été ma vie.
											Je me souviens très bien avoir vécu
dans une cellule de deux mètres sur trois
											avec un homme qui avait 22 ans
											et purgeait une peine
à perpétuité plus 43 ans
											et avoir pensé, alors que j'étais
assis sur ce lit superposé,
											qu'ensemble, nous allions probablement
mourir dans ces cellules.
									","
											Não acredito no quão abençoado sou
											por, algumas vezes, conhecer uma criança
											que envia cartões postais pela Flikshop
aos seus pais encarcerados.
											Algumas vezes, até sou capaz
de ir à Casa Branca
											e falar sobre a necessidade
de reforma na justiça criminal.
											Esta história é incrível para mim,
porque esta não foi sempre a minha vida.
											Lembro-me vivamente de viver
numa cela de 2 metros por 3 metros,
											com um homem que tinha 22 anos
e estava a cumprir perpétua mais 43 anos.
											Pensava, enquanto
estava sentado no beliche
											que, provavelmente,
morreríamos juntos naquelas celas.
									","
											Hapishanedeki ailesine
Flikshop kartpostalları yollayan
											bir çocukla tanışabilme
fırsatına sahip olduğum için
											ne kadar şanslı olduğuma inanamıyorum.
											Bazen Beyaz Saray'a bile gidip,
halka hitap edip
											suçlular için adalet reformuna olan
ihtiyacımız hakkında konuşabiliyorum.
											Bu hikaye benim için inanılmaz 
çünkü hayatım her zaman böyle değildi.
											Yaklaşık 3'e 2 metrelik hücrede,
											doldurması gereken 43 yılı olan, 
22 yaşında bir adamla yaşıyor;
											o yataklarda oturup
											büyük ihtimalle o hücrelerde 
öleceğimizi düşünüyordum.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Je sais que notre ère
d'incarcération de masse
											et les choses que nous voyons aux infos
concernant les gens allant en prison
											sont un énorme problème sociétal
											et que nous devons tous collaborer
pour aider à le résoudre.
											Mais j'ai confiance dans le fait
											que si nous voulons vraiment
créer des liens familiaux
											dans des environnements
où ils sont le plus nécessaires,
											alors c'est un grand pas
dans la bonne direction.
									","
											Sei que a nossa era
de encarceramento em massa
											e as coisas que vemos nas notícias
sobre as pessoas que vão para a prisão,
											é um grande problema social
											que todos temos
de nos unir para resolver.
											Mas estou confiante
											de que, se tivermos a intenção
de construir conexões familiares
											em ambientes em que
elas são mais necessárias,
											isso é um grande passo na direção certa.
									","
											Biliyorum ki toplu hapsetme
kitlesiyle dolu dönemimiz
											ve hapse girecek insanlarla ilgili 
haberlerde gördüğümüz şeyler;
											çözümüne yardım etmek,
başa çıkmak için
											birleşmemiz gereken
büyük bir toplumsal sorun.
											Eğer amacımız, en gerekli ortamlarda
											aile bağlarını kurmaksa
											bu konuda inançlıyım.
											Bu, doğru yolda atılan
büyük bir adım.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											J'adore cette phase de ma vie,
											ce chapitre où je suis actuellement.
											Mais vous savez qui s'éclate
bien plus que moi en ce moment ?
											Ma mère.
									","
											Eu adoro esta fase da minha vida,
											este capítulo em que estou agora.
											Mas sabem quem está a divertir-se
ainda mais do que eu, nesta fase?
											A minha mãe.
									","
											Aslında hayatımın bu evresini seviyorum.
											Şu anda bulunduğum bu bölümü.
											Ama bu evrede benden daha çok
eğlenenin kim olduğunu biliyor musunuz?
											Annem.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											Je t'aime maman. Merci.
									","
											Eu amo-te, mamã. Obrigado.
									","
											Seni seviyorum anne. Teşekkür ederim.
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
											(Applaudissements)
									","
											(Risos)
									","
											(Alkış)
									",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
"
","
","
",An app that helps incarcerated people stay connected to their families,Marcus Bullock,15:06,"family,prison,social change,society,criminal justice,community,justice system"
