es,tr,fr,title,speaker,duration,tags
"
											Ahora estamos entrando a lo que llamamos la sala de lectura — disculpen, la sala de estar.
											Este es, en verdad, un programa que inventamos con la biblioteca.
											Fue reconocer que las bibliotecas públicas
											constituyen el último vestigio de espacio público gratuito.
											Existen muchos centros comerciales que nos permiten refugiarnos de la lluvia
											en el centro de Seattle
											pero no hay tantos
											lugares gratuitos que nos permitan refugiarnos de la lluvia.
											Ésta era un área no programada donde la gente podía hacer cualquier cosa,
											entre ellas: comer, vociferar, jugar al ajedrez, etc.
									","
											Şimdi bizim okuma odası dediğimiz yere giriyoruz. -pardon oturma odası.-
											Bu aslında kütüphane için icat ettiğimiz bir program.
											Halk kütüphanelerinin arta kalan
											son bedava kamusal alan olması dikkat çekiciydi.
											Seattle şehir merkezinde yağmurdan kaçabileceğiniz
											çok sayıda alışveriş merkezi var,
											ama bunu yapabileceğiniz
											çok fazla bedava yer yok.
											Yani bu insanların hemen hemen her şeyi yapabileceği programlanmamış bir alandı,
											yemek yemek, bağırmak, satranç oynamak ve benzeri gibi.
									","
											Ici nous entrons dans ce que nous appelons la salle de lecture - pardon, le salon.
											C'est vraiment une fonction que nous avons inventée avec la bibliothèque.
											Reconnaître que les bibliothèques communales
											offrent le dernier vestige d'espace libre et gratuit.
											Il y a tout plein de centres commerciaux pour s'abriter de la pluie
											au centre-ville de Seattle,
											mais il y a beaucoup moins
											d'espaces gratuits où l'on peut s'abriter de la pluie.
											Nous offrons donc un espace sans protocole où les gens peuvent faire n'importe quoi,
											y compris manger, hurler, jouer aux échecs et cetera.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Ahora subimos a
											la que denominamos la cámara de mezcla.
											Ese era, digamos, el área principal de tecnología del edificio.
											Díganme si voy muy rápido.
											Ahora hacia arriba.
											Este es el lugar que pusimos en el edificio
											para que yo propusiera matrimonio a mi mujer. Justo ahí.
											(Risas)
											Ella dijo que sí.
									","
											Şimdi mixing chamber dediğimiz yere
											çıkıyoruz.
											Bu, binanın bir tür ana teknoloji alanıdır.
											Çok hızlı gidiyorsam söyleyin.
											Şimdi yukarı.
											Bu aslında binayı eşime sunabilmem için
											yerleştirdiğimiz bir alan. Tam burası.
											(Kahkahalar)
											Evet dedi.
									","
											Nous montons maintenant vers
											ce que nous avons baptisé la salle de mixage.
											C'était le principal local technique du bâtiment.
											Il faut me le dire si je vais trop vite.
											On monte.
											Ici, c'est l'espace que nous avons prévu dans le bâtiment
											là où je pourrais proposer le mariage à ma femme. Juste là.
											( Rires ).
											Elle a dit oui.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Me estoy quedando sin tiempo así que voy a terminar.
											Puedo mostrarles esto más tarde.
											Pero veamos si puedo entrar rápidamente a la espiral de libros
											porque, pienso, como dije, que es la parte más —
											esta es la sala principal de lectura – la parte más singular del edificio.
											¿Ya están mareados?
											OK, entonces aquí, esta es la espiral de libros.
											Bien, es bastante irreconocible
											pero en realidad es una escalera continua.
											Permite, en una manzana,
											subir un piso completo de modo que es una continuidad.
									","
											Vaktim azalıyor, o yüzden burada duracağım.
											Size daha sonra gösterebilirim.
											Bakalım çok çabukca kitap sarmalına girebilecek miyim?
											çünkü bence, dediğim gibi binanın en
											-bu ana okuma odası- en eşsiz parçası.
											Başınız döndü mü?
											Tamam, burada, bu kitap sarmalı.
											Kavraması zor
											ama bu aslında sürekli bir merdiven.
											Böylece siz, bir şehir bloğunda,
											tam bir kat yukarı çıkıyorsunuz, böylece bir süreklilik sağlanıyor.
									","
											Il ne me reste que très peu de temps, alors je vais arrêter là.
											Je pourrai vous montrer ceci plus tard.
											Mais voyons si je peux rapidement nous amener dans la spirale des livres,
											parce que je crois, je répète, la partie la plus -
											voici la salle de lecture principale - la partie du bâtiment la plus singulière.
											Pas encore le vertige ?
											Et voilà, nous entrons dans la spirale des livres.
											Bon, c'est pas évident à s'en apercevoir,
											mais c'est effectivement un escalier continu.
											Il permet, en se déplaçant sur un quadrilatère urbain,
											de monter un étage entier. C'est donc sur un continuum.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Bien, ahora voy a ir hacia atrás y así llegaré a un segundo proyecto.
											Voy a ir muy, muy rápido.
											Este es el Teatro Dallas. Fue un cliente inusual para nosotros
											porque vinieron y nos dijeron:
											""Necesitamos que hagan un nuevo edificio. Hemos estado trabajando en
											un espacio provisorio durante 30 años
											razón por la cual
											nos hemos convertido en una compañía teatral de reputación.
											La actividad teatral está concentrada en Nueva York, Chicago y Seattle
											con la excepción de la Compañía Teatral de Dallas"".
											Y el hecho de trabajar en un espacio provisorio
											significaba en realidad que para Beckett podían quitar una pared;
											podían representar ""El jardín de los cerezos” y cavar un pozo en el piso y cosas por el estilo.
									","
											Tamam, şimdi geri döneceğim, ve ikinci projeyi anlatacağım.
											Çok, çok hızlıca geçiyorum buna.
											Şimdi bu Dallas Tiyatrosu. Bizim için çok sıra dışı bir işverendi,
											çünkü geldiler ve dediler ki,
											""Bize yeni bir bina yapmanızı istiyoruz. 30 yıldır
											geçici bir mekanda çalışıyoruz,
											fakat bu geçici yer sebebiyle,
											kötü şöhretli bir tiyatro şirketi olduk.
											Tiyatrolar New York, Chicago ve Seattle'a odaklanmışlardır
											fakat Dallas Theater Company'e değil.
											Fakat geçici bir yerde çalışıyor olmaları sayesinde,
											Beckett oyunu için bir duvarı patlatabiliyorlar;
											ya da döşemede bir delik açıp orayı ""kirazlık"" yapabiliyorlar, ve benzeri.
									","
											Bon, je vais faire demi-tour maintenant pour atterrir sur un autre projet.
											Je vais le parcourir très très vite.
											Voilà le théâtre de Dallas. Un client inhabituel pour nous
											parce qu'ils sont venus nous dire:
											""Nous avons besoin de vous pour faire un bâtiment tout neuf. Nous travaillons dans
											un espace provisoire depuis trente ans,
											mais grâce à cette espace provisoire
											nous sommes devenus une compagnie théâtrale notoire.
											La scène a son vrai foyer à New York, Chicago et Seattle,
											sauf l'exception de la compagnie théâtrale de Dallas.""
											Et ce fait même qu'ils travaillaient dans un espace provisoire
											faisait que pour Beckett ils pouvaient faire sauter un mur;
											ils pouvaient monter ""La Cerisaie"" et foncer un trou dans le sol, et cetera.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											De manera que construir un edificio de estas características fue una tarea muy intimidante;
											un edificio capaz de albergar — un edificio prístino
											pero capaz de albergar ese tipo de naturaleza experimental.
											Lo segundo es que ellos eran lo que llamamos
											un teatro multiforme: ellos tienen
											distintas clases de representaciones en el repertorio.
											Así, por la mañana hacen
											algo en un teatro circular,
											luego algo en el proscenio, y así siguen.
											Por eso necesitaban adaptarse rápidamente
											a diferentes disposiciones teatrales;
											y por cuestiones presupuestarias operativas
											esto, en verdad, ya casi no ocurre en
											ningún teatro multiforme de los Estados Unidos
											de modo que teníamos que encontrar la manera de resolverlo.
									","
											Dolayısıyla, yepyeni bir bina yapma fikri göz korkutucuydu,
											Yani bina oldukça - bakir bir bina diyelim - olacak
											ve yine de böylesi deneysel bir doğaya sahip olacak.
											Ve ikincisi, onlar
											bizim çok-biçimli dediğimiz bir tiyatroydu,
											repertuarlarında çok farklı türde gösteriler var.
											Yani sabah
											arenada bir şeyler yaparken,
											sonrasında sahnede bir şeyler yapıyorlar gibi.
											Ve bu yüzden farklı tiyatro organizasyonları arasında
											çabukça geçiş yapabilmeleri gerekiyordu,
											ve işletme maliyetleri sebebiyle,
											bu aslında Birleşik Devletler'deki hemen hemen
											hiç bir çok-biçimli tiyatroda olamıyor.
											dolayısıyla bu işin üstesinden gelmek için bir yol bulmak zorundaydık.
									","
											Nous nous trouvions alors devant la très décourageante tâche d'avoir à faire un bâtiment flambant neuf
											qui garderait - qui serait un bâtiment 'inaltéré',
											mais qui garderait ce caractère expérimental.
											Et de deux, c'est ce que l'on appelle un
											théâtre polyvalent: on monte
											toutes sortes de spectacles venant d'un répertoire.
											Le matin on fait
											du théâtre-en-rond,
											puis en proscenium et ainsi de suite.
											Ils avaient besoin alors de passer rapidement
											d'une forme d'organisation de l'espace de jeu à l'autre,
											et pour des raisons d'économie des charges d'exploitation,
											ceci ne se fait pratiquement plus dans la plupart
											des théâtres polyvalents aux Etats-Unis.
											Nous avons dû, alors, inventer un moyen de surmonter ce problème.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Así, nuestra idea fue literalmente poner el teatro de cabeza:
											tomar aquellas cosas definidas previamente como frente al escenario y detrás del escenario
											y apilarlas — arriba y abajo —
											y crear lo que comenzamos a llamar la máquina teatral.
											Invertimos el dinero en el funcionamiento del edificio.
											Es como si el edificio pudiera ubicarse en cualquier lado: dondequiera que uno lo ponga, el área de abajo
											está lista para representaciones teatrales.
											Y esto nos permite volver a los primeros principios
											y redefinir la torre escénica, la persiana acústica,
											el sistema de iluminación, etc.
											Y con sólo pulsar un botón el director artístico
											puede cambiar escenarios: proscenio, teatro abierto y, de hecho,
											arena y de piso llano
											en transfiguraciones muy rápidas.
									","
											Böylelikle bizim düşüncemiz tiyatroyu tam olarak baş aşağı koymaktı:
											önceden tiyatro önü ve tiyatro arkası olarak tanımlanan şeyleri alıp,
											tiyatro üstü ve tiyatro altı olarak üst üste koymak
											ve bizim tiyatro makinesi dediğimiz şeyi yaratmak.
											Parayı binanın işleyişine yatırdık.
											Sanki bina herhangi bir yere yerleştirilebilirmiş gibi, nereye yerleştirirseniz, altındaki alan
											tiyatro performanslarına uygun hale geliyor.
											Ve böylece ilk prensiplere geri döndük,
											sahne arkası ekipmanlarını, akustik kaplamayı,
											aydınlatma sistemini ve diğerlerini yeniden tanımladık.
											Ve sanat yönetmeni bir tuşla,
											proscenium sahne düzeni,
											arena sahne düzeni ve düz ayak düzen
											arasında hızlıca biçim değiştiriebilir.
									","
											Nous avons décidé alors de remettre le théâtre littéralement sens dessus-dessous:
											prendre les segments jusqu'alors définis comme côté public et côté scène
											et les empiler - niveau public et niveau scène -
											et ainsi créer ce que nous avons nommé une machine théâtrale.
											Nous investissons les fonds du coté de l'exploitation du bâtiment.
											On pourrait presque poser ce bâtiment n'importe où: où que vous le posez, l'espace là-dessous
											est ainsi équipé pour le spectacle théâtrale.
											Il nous a aussi permis un retour aux principes primaires
											et une nouvelle conception des cintres, de l'enveloppe acoustique,
											de l'enveloppe d'éclairage et ainsi de suite.
											Au simple toucher d'un bouton, il permet au directeur artistique
											de passer entre une scène en proscenium, en éperon et, vraiment,
											en rond et processionnaire et jusqu'au parterre vide
											par des configurations très rapides.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											De manera que, usando presupuesto operativo podemos —
											disculpen, gasto de instalación — podemos lograr
											en realidad lo que ya no era posible mediante costo operativo.
											Y esto significa que el director artístico ahora cuenta
											con una paleta que le permite escoger
											entre una serie de formas y procesiones
											dado que lo que rodea al teatro
											generalmente atrapado en espacios frontales y traseros,
											ese espacio ha sido liberado.
											Por lo tanto un director artístico puede mostrar —
											ejecutar una representación en la que ingresa una procesión wagneriana,
											muestra el primer acto en un escenario abierto,
											el entreacto en una procesión griega,
											el segundo acto en arena, y así.
									","
											Yani aslında, kullanabileceğimiz işletme -
											pardon yatırım maliyetini kullanarak
											işletme maliyetiyle ulaşılamayacak olanı sağlıyoruz.
											Ve bu sayede sanat yönetmeni
											içerisinden seçebileceği bir biçimler ve
											procesionlar paletine sahip oluyor.
											çünkü normalde sahne önü ve sahne arkası ile ayrılmış olan
											tiyatro çevresindeki kabuk
											özgürleştirilmiş oldu.
											Yani sanat direktörü böylelikle
											Wagnerian sahne düzeninde bir performansla başlayıp sonrasında,
											ilk sahneyi proscenium sahne düzeninde yapıp,
											perde arasını Yunan düzeninde,
											ikinci sahneyi arena düzeninde ve benzeri biçimlerde gerçekleştirebilir.
									","
											Nous pouvons donc effectivement aller, en utilisant le budget d'exploitation nous pouvons -
											excusez-moi, le budget d'immobilisation - nous pouvons en effet faire
											ce qui n'était plus faisable avec le budget d'exploitation.
											Ceci veut dire que désormais le directeur artistique dispose
											d'une palette d'où il ou elle peut sélectionner
											entre une gamme de formes et une gamme de processions,
											parce que cette enceinte autour du théâtre,
											ce piège qui fige habituellement le côté public et le côté scène,
											nous l'avons fait jouer.
											Le directeur artistique dispose ainsi des moyens de présenter -
											réaliser un spectacle qui commence par une procession wagnérienne,
											comprend un premier acte sur scène en éperon,
											un intermède en forme de procession grecque
											un deuxième acte en arène et ainsi de suite.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Bueno, les voy a mostrar qué – qué significa esto realmente.
											Este es el teatro de cerca.
											Cada parte del teatro puede ser abierta individualmente.
											El sistema de luces se puede levantar en forma separada
											de la persiana acústica, y así se puede representar Beckett
											con Dallas como telón de fondo.
											Se pueden abrir porciones y así permitir el ingreso de motocicletas
											a la representación o, incluso, ejecutar una representación al aire libre
											o para los entreactos.
											Todo el anfiteatro se mueve entre esas configuraciones
											pero también puede desaparecer.
											La línea de proscenio también puede desaparecer.
											Se pueden ingresar objetos enormes, de hecho
											el primer espectáculo de la Compañía Teatral de Dallas
											será una obra sobre Charles Lindbergh
											y quieren traer un avión de verdad.
											Y luego, en la temporada baja,
											pueden alquilar el espacio
											para actividades completamente diferentes.
											Esto es de noche – lo siento, desde una distancia.
											Abren porciones enteras para diferentes clases de eventos.
											Y de noche.
											Nuevamente, suprimen las luces; mantienen la persiana acústica.
											Este es un espectáculo de camiones monstruo.
									","
											Şimdi size bunun ne demek olduğunu göstereceğim.
											Burada tiyatro kapalı vaziyette.
											Tiyatronun etrafındaki her bir parça bağımsız olarak açılabilir.
											Aydınlatma perdesi, akustik perdeden
											bağımsız olarak kaldırılabilir, böylece Beckett oynarken
											fon olarak Dallas'ı kullanabilirsiniz.
											Parçalar açılabilir ve motosikletler doğrudan
											içeri girerek performansa dahil olabilir, ya da bir açık hava performansı
											bile yapabilirsiniz ya da sahne araları.
											Balkonların tümü farklı düzenlerde yer alabilir,
											ama aynı zamanda yok da olurlar.
											Sahne önü çizgisi de kaldırılabilir.
											İçeri devasa nesneler sokabilirsiniz, yani aslında
											Dallas Tiyatro Şirketi'nin ilk gösterisi
											Charles Lindbergh'le ilgili bir oyun olacak,
											ve içeri gerçek bir uçak sokmak istiyorlar.
											Ve bu aynı zamanda ölü sezonda
											mekanı tamamen başka şeyler için
											kiralamalarına imkan sağlıyor.
											Bu gece görünüşü - pardon uzaktan görünüş.
											Farklı türde aktiviteler için bütün parçalar açılıyor.
											Ve gece.
											Yine, ses perdesini kaldır, akustik perdeyi tut.
											Bu bir dev araç gösterisi.
									","
											Je vais vous montrer ce que - ce que ceci veut dire pratiquement.
											Voici le théâtre vu de près.
											Chaque segment de la paroi du théâtre peut être ouvert séparément.
											L'enveloppe d'éclairage peut être relevée indépendamment
											de l'enveloppe acoustique. Vous pouvez ainsi monter du Beckett
											avec Dallas comme rideau de fond.
											Des panneaux extérieures peuvent être ouverts pour que vous puissiez
											faire entrer des motocycles en pleine scène, ou tout simplement monter un spectacle en plein air,
											ou pour l'entracte.
											Les balcons sont tous mobiles pour s'adapter à toutes ces configurations,
											mais ils sont aussi rétractables.
											La cage de scène peut aussi disparaître.
											Vous pouvez faire entrer des objets énormes et, en effet, leur -
											le premier spectacle de la compagnie théâtrale de Dallas -
											sera une pièce sur Charles Lindbergh,
											et il faudra qu'ils fassent entrer des vrais avions.
											Et puis le bâtiment leur permet aussi, en dehors de la saison théâtrale,
											de
											louer leur local pour des évènements totalement différents.
											Le voici de nuit - excusez moi, vu de loin.
											Ouvrir des segments tout entiers pour toutes sortes d'évènements.
											Et de nuit.
											Encore, dégager l'enveloppe d'éclairage; garder l'enveloppe acoustique.
											Voilà une exposition de camions gigantesques.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Ahora les voy a mostrar el último proyecto.
											Este también es un cliente poco habitual.
											Ellos invirtieron completamente la idea de desarrollo inmobiliario.
											Vinieron y dijeron — a diferencia de los desarrolladores tradicionales —
											dijeron: ""Necesitamos comenzar por proveer
											un museo de arte contemporáneo
											en Louisville. Ese es nuestro objetivo principal"".
											Entonces, en vez de ser desarrolladores inmobiliarios que ven una oportunidad
											de hacer dinero, ellos se consideraron catalizadores
											en el centro de su ciudad.
											Y el hecho de que quisieran apoyar
											el museo de arte contemporáneo constituía su pro forma,
											de modo que trabajaron al revés.
											Y esa pro forma nos llevó
											a un edificio de usos múltiples que era muy grande
											para respaldar sus aspiraciones artísticas
											pero también abrió oportunidades para que el propio arte
											colabore, interactúe con los espacios comerciales
											en los que, cada vez más, los artistas querían trabajar.
											Y también nos hacía pensar en la manera de conseguir
											al mismo tiempo un edificio simple
											y una especie creíble de subestructura.
									","
											Şimdi size son projeyi göstereceğim.
											Bu da sıradışı bir işverendi.
											Müteahhitlik yapma kavramını tam tersine çevirdiler.
											Geldiler ve dediler ki -sıradan müteahhitlerden farklı olarak-
											dediler ki: ""Biz Louisville'de
											bir çağdaş sanatlar müzesi yaparak
											işe başlamak istiyoruz. Temel amacımız bu.""
											Ve para kazanmak için bir fırsat gören
											girişimci olmak yerine, şehir merkezinde bir katalizör
											olma imkanı gördüler.
											Ve böyle bir çağdaş sanatlar müzesini desteklemek fikri
											onların ticari tasarılarını oluşturdu,
											yani meseleye tersten baktılar.
											Ve bu ticari tasarı
											onların sanata olan heveslerini desteklemek için
											çok büyük, karma kullanım bir binaya bizi yönlendirdi,
											ama aynı zamanda sanat içinde işbirliği yapma,
											ticari mekanlarla ilişki kurma gibi fırsatlar sağladı
											ki sanatçılar her geçen gün böylesi bir etkileşime daha fazla ilgi duyuyorlar.
											Ve biz de nasıl bir şey hem
											münferit yapı olur hem de
											makul bir yan-bina olur diye düşündük.
									","
											Je vais vous montrer maintenant le dernier projet.
											Ce client-ci est également peu usuel.
											Ils ont complètement inversé les principes de la promotion immobilière.
											Lorsqu'ils nous ont rencontrés ils ont dit - à la différence des promoteurs communs -
											ils ont dit, ""Nous voulons commencer par l'idée d'offrir
											un musée d'art contemporain
											à Louisville. C'est notre objectif principal.""
											Ainsi, au lieu d'agir comme un promoteur qui ne voit que l'occasion
											de faire de l'argent, ils ont compris qu'ils pourraient jouer le rôle de catalyseur
											dans leur centre-ville.
											Et le fait qu'ils voulaient soutenir
											le musée d'art contemporain a effectivement construit leur pro forma détaillé.
											Ils ont donc procédé à l'envers.
											Ce même pro forma nous a menés
											à construire un bâtiment hybride de taille importante
											afin de satisfaire leurs aspirations concernant l'art,
											mais il a aussi créé des occasions pour l'art lui-même
											de collaborer, interagir, avec des espaces commerciaux;
											un cadre dans lequel les artistes désirent de plus en plus fréquemment travailler.
											Il a également exigé de nous de penser à comment obtenir
											quelque chose qui serait et un bâtiment autonome
											et un vrai composant de l'ensemble.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Bien, ahora voy a— este es el perfil de la ciudad de Louisville —
											y les voy a mostrar
											varias restricciones que nos llevan al proyecto.
											Primero, las restricciones físicas. En realidad teníamos que operar
											en tres sitios independientes,
											todos mucho, mucho más pequeños que el tamaño del edificio.
											Teníamos que operar al lado del nuevo centro Mohamed Alí,
											y respetarlo.
											Teníamos que operar en el área inundable de 100 años.
											Ahora, esta área se inunda tres o cuatro veces al año,
											y hay un dique detrás de nuestro sitio
											similar al que se rompió en Nueva Orleáns.
											Teníamos que operar detrás del corredor I-64,
											una calle que atraviesa estos sitios separados.
											Entonces éstas — comenzamos a construir una especie de
											pesadilla de restricciones en una bañera.
											Debajo de la bañera están
											las líneas troncales de electricidad de la ciudad.
											Y hay un corredor peatonal que ellos querían que agregásemos
											que conectaría una serie de edificios culturales
											y un corredor panorámico — porque este es el distrito histórico —
											que no querían obstruir con el nuevo edificio.
											(Risas)
									","
											Şimdi ben — Bu Louisvil şehrinin silüeti —
											ve şimdi projeyi yönlendiren
											çeşitli kısıtlamalara bakacağız.
											İlki, fiziksel kısıtlamalar. Biz esasen
											üç ayrık alanda çalışmak durumundaydık,
											ve her biri, binanın boyutlarından baya baya küçüktü.
											Muhamad Ali merkezinin yanında çalışmak,
											ve ona saygı duymak durumundaydık.
											100 yıllık bir taşkın alanında çalışıyorduk.
											Şimdi, bu alan yılda üç dört sefer taşar,
											ve burada bir su seti bulunuyor,
											New Orleans'da yıkılanlar gibi.
											I-64 karayolunun arkasında çalışmak zorundaydık,
											ve bu ayrık alanları kesen bir cadde.
											Ve bunlar — yani bir tür
											banyo küvetinde kısıtlar kabusu oluşturuyor.
											Bu küvetin altında
											şehrin ana elektrik kabloları var.
											Ve bir grup kültür yapısını birbirine bağlayacak
											bir yaya koridoru eklemek istiyorlardı,
											ve bir manzara koridor -çünkü bu tarihi alan-
											yeni bir bina ile kapamak istemiyorlardı.
											(Kahkahalar)
									","
											Maintenant je vais - voici la silhouette de Louisville -
											je vais vous faire la liste
											des différentes contraintes qui ont donné son expression au projet.
											Les contraintes physiques d'abord. Nous avons dû en effet intervenir
											sur trois chantiers séparés,
											tous beaucoup, beaucoup plus petits que l'empreinte réelle du bâtiment.
											Nous avons dû intervenir à coté du nouveau centre Muhammad Ali
											tout en le respectant.
											Nous avons dû intervenir à l'intérieure de la zone inondable de la crue centennale.
											Déjà, cette zone est inondée trois à quatre fois par an
											et il y a une levée derrière notre chantier
											similaire à celles qui ont cédé à la Nouvelle Orléans.
											Nous devons intervenir derrière l'axe I-64,
											une rue qui passe entre les trois sites.
											Alors ces - nous commençons à fabriquer une espèce de
											cauchemar de contraintes dans une baignoire.
											Sous la baignoire se trouve
											le réseau principal d'électricité de la ville.
											Et puis on a voulu ajouter un parcours piétonnier
											entre une série d'édifices d'intérêt culturel,
											et une perspective - puisque c'est le quartier historique -
											qu'ils ne voulaient pas gêner avec ce nouveau bâtiment.
											( Rires )
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Y vamos a agregar cerca de 102 mil metros cuadrados.
											Y si siguiéramos el método tradicional, esos 102 mil metros cuadrados —
											estos son programas diferentes — el método consistiría en identificar
											los elementos públicos, ubicarlos en sitios,
											y tendríamos una situación terrible:
											algo público en medio de una bañera que se inunda.
											Y luego deberíamos dimensionar los otros elementos —
											los distintos elementos comerciales:
											hoteles, residencias de lujo, oficinas, etc.
											y arrojarlos arriba. Y crearíamos algo
											que no sería viable.
											De hecho — lo saben – esto se llama el edificio Time Warner.
											(Risas)
									","
											Ve şimdi 100.000 metrekare ekleyeceğiz.
											Ve eğer biz alışılagelmiş şeyi yapsaydık, bu 100.000 metrekare
											-bunlar farklı program elemanları- alışıldık şey buradaki kamusal elemanları
											tanımlayıp, araziye oturtmak olurdu,
											ve gerçekten berbat bir durum oluşurdu:
											taşan bir küvetin ortasında kamusal bir şey.
											Ve sonrasında tüm diğer elemanları ölçeğe getirirdik —
											farklı ticari öğeler;
											otel, lüks konutlar, ofisler ve benzeri —
											ve üstüne bindirirdik. Ve böylece
											düzgün çalışamayacak bir şey yaratırdık.
											Aslında -siz bunu biliyorsunuz- buna Time Warner binası deniyor.
											(Kahkalara)
									","
											Et maintenant nous allons ajouter 100.000, 00 mètres carrés.
											Et si nous avions fait dans le traditionnel, ces 100.000, 00 mètres carrés -
											voilà les différents programmes - traditionnellement on identifierait
											les éléments publics, et les disposerait sur des sites,
											et se trouverait dans une situation abominable:
											un aménagement public planté dans une baignoire qui déborde.
											Ensuite on calibrerait tous les autres éléments -
											les éléments commerciaux variés:
											hôtel, logements de luxe, bureaux et ainsi de suite -
											et tout ficher là-dessus. Et nous aurions créer quelque chose
											d'impraticable.
											En effet - et vous le savez - cela s'appelle l'édifice Time Warner.
											( Rires )
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
											Entonces nuestra estrategia fue muy simple.
											Simplemente elevar todo el bloque,
											rotar alguno de los elementos, reposicionarlos,
											para que tengan vistas apropiadas y relaciones con el centro de la ciudad,
											hacer conexiones de circulación y desviar la calle.
											Ese es el concepto básico
											y ahora les voy a mostrar adónde nos lleva.
									","
											Bizim stratejimiz oldukça basitti.
											Bütün bloğu yukarı kaldır,
											elemanların bazılarını ters çevir, yeniden yerleştir,
											ki uygun manzara ve şehir merkeziyle ilişkiye sahip olsunlar,
											ve dolaşım bağlantılarını yap ve yolu tekrar yönlendir.
											Temel konsept bu,
											ve şimdi bunun nereye gittiğini göstereceğim.
									","
											Notre stratégie était alors très simple.
											Juste relever le bloc tout entier,
											basculer certains éléments, les pousser un peu
											pour leur donner la perspective et la juxtaposition désirées par rapport au centre-ville,
											créer des accès piétonniers et faire dévier la route.
											C'est donc le concept de base,
											et je vais maintenant vous montrer où on en aboutit.
									",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
"
","
","
",Behind the design of Seattle's library,Joshua Prince-Ramus,19:58,"architecture,collaboration,culture,design,library"
