pt,tr,en,title,speaker,duration,tags
"
											e isso também me deu uma ideia.
											Será possível usar o FreeSpeech,
											não para crianças com autismo,
											mas para ensinar uma língua 
a pessoas sem deficiências?
											E então tentei uma série de experiências.
											A primeira coisa que fiz foi 
construir um ""puzzle"".
											em que estas perguntas e respostas
											estão codificadas através de formas,
											sob a forma de cores,
											e pomos as pessoas a juntá-las
											e a tentar perceber 
como é que aquilo funciona.
											E a partir dele, construí uma aplicação, 
um jogo,
											em que as crianças podem brincar 
com as palavras
											e com um reforço
											um forte reforço de estruturas visuais
											conseguem aprender uma língua.
											E isto tem muito potencial, 
é uma boa promessa
											e o governo da Índia, há pouco tempo
											adquiriu a licença desta nossa tecnologia.
											e vai tentar usá-la em 
milhões de diversas crianças
											tentando ensinar-lhes inglês.
											E o sonho, a esperança, a visão
											é que, quando elas aprenderem inglês 
desta maneira
											o aprendam com a mesma eficácia
											que a sua língua materna.
									","
											Benim de aklıma gelen soru şu oldu:
											Otizmli çocuklara değil de,
											herhangi bir engeli olmayan insanlara
											dil öğretmede FreeSpeech kullanmak mümkün mü?
											Çok sayıda deney yaptım.
											Yaptığım ilk şey bir yapboz tasarlamak oldu.
											Burada sorular ve cevaplar
											şekiller biçiminde kodlanmış durumda,
											renkler biçiminde.
											İnsanlardan bunları bir araya getirerek,
											nasıl işlediğini anlamaya çalışmalarını istiyoruz.
											Böyle bir uygulama ve oyun geliştirdim.
											Çocuklar sözcüklerle oynayabiliyor
											ve biraz takviye ile,
											görsel yapıların sesle takviyesi ile,
											dil öğrenebiliyorlar.
											Bunun büyük bir potansiyeli var ve çok şey vaat ediyor.
											Kısa süre önce Hindistan Hükümeti bizden bu teknolojiyi
											kullanmak için gerekli izinleri aldı.
											Milyonlarca farklı çocukla bunu deneyecek ve
											onlara İngilizce öğretmeye çalışacaklar.
											Ve rüya, ümit, vizyon,
											gerçekte şu ki, İngilizceyi bu yolla öğrendiklerinde,
											anadillerinde olduğu kadar
											ustalıkla öğrenmiş olacaklar.
									","
											And so this gave me this idea.
											Is it possible to use FreeSpeech
											not for children with autism
											but to teach language to people without disabilities?
											And so I tried a number of experiments.
											The first thing I did was I built a jigsaw puzzle
											in which these questions and answers
											are coded in the form of shapes,
											in the form of colors,
											and you have people putting these together
											and trying to understand how this works.
											And I built an app out of it, a game out of it,
											in which children can play with words
											and with a reinforcement,
											a sound reinforcement of visual structures,
											they're able to learn language.
											And this, this has a lot of potential, a lot of promise,
											and the government of India recently
											licensed this technology from us,
											and they're going to try it out
with millions of different children
											trying to teach them English.
											And the dream, the hope, the vision, really,
											is that when they learn English this way,
											they learn it with the same proficiency
											as their mother tongue.
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
											Mas agora vou falar de outra coisa.
											Vou falar da fala
											Isto é a fala.
											A fala é o modo primário de comunicação
											usado entre todos nós.
											O que é interessante na fala é que
											a fala é unidimensional
											Porque é que é unidimensional?
											É unidimensional porque é som.
											Também é unidimensional porque
											as nossas bocas estão construídas 
dessa forma.
											As nossas bocas estão construídas 
para criar um som unidimensional
											Mas, se pensarmos no cérebro,
											nos pensamentos que temos 
dentro da nossa cabeça
											não são unidimensionais.
											Ou seja, temos ideias ricas,
											complicadas, multidimensionais.
											Parece-me que a linguagem
											é na verdade uma invenção do cérebro
											para transformar esse pensamento, 
rico e multidimensional,
											por um lado,
											em fala, pelo outro lado.
											O que é interessante
											é que fazemos hoje 
imenso trabalho de informação
											e quase todo ele é feito 
no domínio da linguagem.
											Observem o Google, por exemplo,
											O Google pesquisa aqueles infindáveis 
milhares de milhões de ""sites""
											que são todos em inglês e, 
quando queremos usar o Google,
											vamos ao Google e escrevemos em inglês
											e ele combina o inglês com o inglês.
											E se pudéssemos fazer isso com 
o FreeSpeech?
											Suspeito que, se fizéssemos isso,
											descobriríamos que os algoritmos 
como ""pesquisa"",
											""recuperação"", todas essas coisas,
											são muito mais simples e também 
mais eficazes,
											porque não processam 
a estrutura de dados da fala
											pelo contrário, processam 
a estrutura de dados do pensamento.
											A estrutura de dados do pensamento...
											Isto é uma ideia provocadora.
									","
											Bu arada, değinmek istediğim bir başka konu var.
											Konuşma hakkında bir kaç şey söylemek istiyorum.
											Konuşma budur.
											Hepimiz arasındaki birincil iletişim biçimi
											konuşmadır.
											Konuşma hakkında ilginç olan şu ki,
											konuşma tek boyutlu.
											Neden tek boyutlu?
											Tek boyutlu çünkü o ses.
											Ayrıca tek boyutlu çünkü
											ağızlarımız böyle biçimlendirilmiş.
											Ağzımız tek boyutlu ses oluşturmak için biçimlendirilmiş.
											Fakat beynimizi düşünürsek,
											aklımızdan geçen düşüncelerin
											tek boyutlu olmadığını görüyoruz.
											Yani, bizim zengin, karmaşık,
											çok boyutlu düşüncelerimiz var.
											Bana öyle geliyor ki, konuşma dili
											bir taraftaki bu zengin ve çok boyutlu düşüncelerin,
											diğer taraftaki konuşma hâline
											dönüştürülebilmesi için
											beyin tarafından icat edilmiştir.
											Şöyle de ilginç bir şey var ki,
											günümüzde bilgi üzerine pek çok çalışma var
											ve neredeyse hepsi dil konusunda yapılıyor.
											Örneğin Google.
											Google, İngilizce olan milyarlarca web sitesini ağında tutar
											ve Google'ı kullanmak istediğinizde,
											arama çubuğuna İngilizce giriş yaptığınızda,
											İngilizce ile İngilizce arasında eşleştirme yapar.
											Ya bunu FreeSpeech'te yapabilseydik?
											Tahminimce eğer bunu yaparsak,
											arama, bulup getirme ve buna benzer
											tüm diğer algoritmalar
											daha basit ve daha verimli olabilir.
											Çünkü konuşmanın veri yapısını işlemek yerine,
											düşüncenin veri yapısını işleyecek.
											Düşüncenin veri yapısı.
											Bu kışkırtıcı bir fikir.
									","
											All right, let's talk about something else.
											Let's talk about speech.
											This is speech.
											So speech is the primary mode of communication
											delivered between all of us.
											Now what's interesting about speech is that
											speech is one-dimensional.
											Why is it one-dimensional?
											It's one-dimensional because it's sound.
											It's also one-dimensional because
											our mouths are built that way.
											Our mouths are built to create
one-dimensional sound.
											But if you think about the brain,
											the thoughts that we have in our heads
											are not one-dimensional.
											I mean, we have these rich,
											complicated, multi-dimensional ideas.
											Now, it seems to me that language
											is really the brain's invention
											to convert this rich, multi-dimensional thought
											on one hand
											into speech on the other hand.
											Now what's interesting is that
											we do a lot of work in information nowadays,
											and almost all of that is done
in the language domain.
											Take Google, for example.
											Google trawls all these
countless billions of websites,
											all of which are in English,
and when you want to use Google,
											you go into Google search, and you type in English,
											and it matches the English with the English.
											What if we could do this in FreeSpeech instead?
											I have a suspicion that if we did this,
											we'd find that algorithms like searching,
											like retrieval, all of these things,
											are much simpler and also more effective,
											because they don't process
the data structure of speech.
											Instead they're processing
the data structure of thought.
											The data structure of thought.
											That's a provocative idea.
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
											Mas olhemos para ela 
com um pouco mais de pormenor.
											Este é o ecossistema FreeSpeech
											Temos de um lado a representação 
do FreeSpeech
											e temos o FreeSpeech Engine, 
que gera o inglês.
											Se pensarmos nisto,
											o FreeSpeech, tal como vos disse, 
é completamente independente da língua,
											não tem dentro dele 
quaisquer informações específicas
											que se refiram ao inglês.
											Portanto, tudo o que este sistema sabe 
sobre inglês
											está codificado no motor.
											É um conceito muito interessante, 
em si mesmo.
											Codificámos toda uma língua humana
											num programa de ""software"".
											Mas, se olharmos 
para o que está dentro do motor
											não é assim tão complicado.
											Não é um código muito complicado.
											E o mais interessante é o facto
											de que a maior parte do código neste motor
											não é realmente específico do inglês.
											E isso dá-nos uma ideia interessante.
											Na verdade, pode ser-nos muito fácil
											criar estes motores em muitas, 
muitas línguas diferentes,
											em hindi, em francês, em alemão, em suaíli...
											E isso dá-nos outra ideia interessante.
											Por exemplo, supondo que eu era um escritor
											digamos, para um jornal ou uma revista.
											Podia criar um conteúdo 
numa língua, o FreeSpeech,
											e a pessoa que consumisse esse conteúdo,
											a pessoa que estivesse a ler 
essa informação especial
											podia escolher qualquer motor
											e podia lê-lo na sua língua materna,
											na sua língua nativa.
											Ou seja, esta é uma ideia 
incrivelmente atractiva
											principalmente para a Índia.
											Temos tantas línguas diferentes.
											Há uma canção sobre a Índia
											e há uma descrição do país, que diz:
											(fala em sânscrito)
											Isto significa:
											""Tu que falas, sempre sorridente, 
em belas linguagens"".
									","
											Buna biraz daha yakından bakalım.
											Bu, FreeSpeech ekosistemi.
											Bir tarafta FreeSpeech temsili var,
											ve bir de FreeSpeech Motoru var, 
ki İngilizce üreten bu.
											Şimdi biraz düşünelim.
											Söylediğim gibi FreeSpeech bütünüyle dilden bağımsız.
											Onun İngilizce ile ilgili hiç bir
											özel bilgisi yok.
											Yani sistemin İngilizce hakkında bildiği her şey,
											aslında motora kodlanmış durumda.
											Bu da ayrıca çok ilginç bir kavram.
											Bütün bir insan dili,
											bir yazılım programına kodlanmış durumda.
											Eğer motorun içinde ne olduğuna bakarsak,
											aslında pek de karmaşık değil.
											Pek karmaşık bir kod değil.
											Daha ilginç olanı ise,
											motordaki kodun büyük çoğunluğunun
											İngilizceye özgü olmayışı.
											Bu durum, akla ilginç bir fikir getiriyor.
											Pek çok farklı dil için bu motorlardan geliştirmek
											bizim için çok kolay olabilir,
											Hintçe, Fransızca, Almanca, Swahili dili gibi.
											Buradan başka bir ilginç sonuç çıkıyor.
											Örneğin, bir gazetede ya da dergide
											yazar olarak çalıştığımı düşünelim.
											İçeriği tek bir dilde, FreeSpeech'te, oluştururum
											ve içeriğe ulaşmak isteyen kişi,
											bu bilgilere erişmek isteyen kişi,
											herhangi bir motoru seçebilir ve
											böylece kendi anadilinde,
											bildiği bir dilde okuyabilir.
											Bence bu inanılmaz derecede cazip bir fikir,
											özellikle Hindistan için.
											O kadar çok farklı dilimiz var ki.
											Hindistan hakkında bir şarkı var,
											ülkeyi şöyle tanımlıyor
											(Sanskritçe). Anlamı şu:
											""Güzel dilleri
											hep gülümseyerek konuşan.""
									","
											But let's look at this in a little more detail.
											So this is the FreeSpeech ecosystem.
											We have the Free Speech
representation on one side,
											and we have the FreeSpeech 
Engine, which generates English.
											Now if you think about it,
											FreeSpeech, I told you, is completely 
language-independent.
											It doesn't have any specific information in it
											which is about English.
											So everything that this system knows about English
											is actually encoded into the engine.
											That's a pretty interesting concept in itself.
											You've encoded an entire human language
											into a software program.
											But if you look at what's inside the engine,
											it's actually not very complicated.
											It's not very complicated code.
											And what's more interesting is the fact that
											the vast majority of the code in that engine
											is not really English-specific.
											And that gives this interesting idea.
											It might be very easy for us to actually
											create these engines in many,
many different languages,
											in Hindi, in French, in German, in Swahili.
											And that gives another interesting idea.
											For example, supposing I was a writer,
											say, for a newspaper or for a magazine.
											I could create content in one language, FreeSpeech,
											and the person who's consuming that content,
											the person who's reading that particular information
											could choose any engine,
											and they could read it in their own mother tongue,
											in their native language.
											I mean, this is an incredibly attractive idea,
											especially for India.
											We have so many different languages.
											There's a song about India, and there's a description
											of the country as, it says,
											(in Sanskrit).
											That means ""ever-smiling speaker
											of beautiful languages.""
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
											A linguagem é bela.
											Penso que é a mais bela das 
criações humanas.
											Penso que é a coisa mais maravilhosa 
que o nosso cérebro inventou
											Entretém, educa, ilumina
											mas, aquilo de que mais gosto na linguagem
											é que nos dá poder.
									","
											Dil güzeldir.
											Bana göre, insanın yarattığı en güzel şey.
											Bana göre, beyinlerimizin icat ettiği en sevilesi şey.
											Eğlendirir, eğitir, aydınlatır.
											Ama dil hakkında en sevdiğim nokta
											güç kazandırması.
									","
											Language is beautiful.
											I think it's the most beautiful of human creations.
											I think it's the loveliest thing
that our brains have invented.
											It entertains, it educates, it enlightens,
											but what I like the most about language
											is that it empowers.
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
											Quero deixar-vos isto:
											isto é uma fotografia das 
minhas colaboradoras
											das minhas primeiras colaboradoras
											quando comecei a trabalhar 
sobre a linguagem
											e o autismo e várias outras coisas.
											A rapariga chama-se Pavna,
											e aquela é a mãe dela, Kalpana.
											E Pavna é uma empresária,
											mas a história dela é muito 
mais notável que a minha,
											porque Pavna tem 23 anos.
											Tem paralisia cerebral quadriplégica.
											Por isso, desde que nasceu
											não se pode mover nem falar.
											E tudo aquilo que 
tem conseguido fazer até hoje,
											acabar a escola, ir para a faculdade,
											fundar uma empresa,
											colaborar comigo para desenvolver o Avaz,
											todas estas coisas, tem-nas feito
											apenas através do movimento dos olhos.
									","
											Son olarak sizinle şunu paylaşmak istiyorum.
											Çalışma arkadaşlarımın bir fotoğrafı.
											Dil, otizm ve diğer şeyler üzerine
											ilk çalışmaya başladığım zamanki
											çalışma arkadaşlarım.
											Kızın adı Pavna,
											bu da annesi Kalpana.
											Pavna bir girişimci,
											ama hikâyesi benimkinden çok daha dikkat çekici.
											Çünkü Pavna 23 yaşında ve
											Quadriplegia serebral palsi hastası.
											Bu yüzden doğduğundan beri
											ne hareket edebiliyor, ne de konuşabiliyor.
											Şimdiye kadar pek çok şey başarmış,
											okulu bitirmiş, üniversiteye gitmiş,
											şirket kurmuş.
											Avaz'ı geliştirmemde benimle çalıştı
											ve tüm bu yaptıklarını
											sadece gözlerini hareket ettirerek yaptı.
									","
											I want to leave you with this.
											This is a photograph of my collaborators,
											my earliest collaborators
											when I started working on language
											and autism and various other things.
											The girl's name is Pavna,
											and that's her mother, Kalpana.
											And Pavna's an entrepreneur,
											but her story is much more remarkable than mine,
											because Pavna is about 23.
											She has quadriplegic cerebral palsy,
											so ever since she was born,
											she could neither move nor talk.
											And everything that she's accomplished so far,
											finishing school, going to college,
											starting a company,
											collaborating with me to develop Avaz,
											all of these things she's done
											with nothing more than moving her eyes.
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
											Daniel Webster disse isto...
											Ele disse: ""Se me quisessem tirar 
tudo o que tenho
											""apenas com uma excepção,
											""escolheria ficar com 
o poder de comunicação,
											""porque, com ele, 
reconquistaria tudo o resto"".
											E é por isso que, entre todas estas 
incríveis aplicações do FreeSpeech,
											aquela que me é mais querida,
											continua a ser a sua capacidade
											de possibilitar crianças com incapacidades
											a poderem comunicar,
											o poder da comunicação,
											para recuperarem tudo o resto.
									","
											Daniel Webster şöyle diyor:
											""Eğer bir şey hariç sahip olduğum herşey
											elimden alınacak olsaydı,
											iletişim yeteneğimi korumayı seçerdim,
											çünkü onun sayesinde, geri kalan herşeyi yeniden elde edebilirim.""
											İşte bu yüzden, FreeSpeech'in tüm bu inanılmaz uygulamaları arasında
											kalbime en yakın duran nokta,
											engelli çocuklara iletişim yeteneği kazandırmak
											iletişim gücü kazandırmak,
											ve böylece
											onların
											geri kalan her şeye tekrar kavuşmalarını sağlamak.
									","
											Daniel Webster said this:
											He said, ""If all of my possessions were taken
											from me with one exception,
											I would choose to keep the power of communication,
											for with it, I would regain all the rest.""
											And that's why, of all of these incredible 
applications of FreeSpeech,
											the one that's closest to my heart
											still remains the ability for this
											to empower children with disabilities
											to be able to communicate,
											the power of communication,
											to get back all the rest.
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
											Obrigado.
											(Aplausos)
											Obrigado.

											(Aplausos)
											Obrigado.
											(Aplausos)
											Obrigado.
											(Aplausos)
									","
											Teşekkür ederim.
											(Alkış)
											Teşekkür ederim. (Alkış)
											Teşekkür ederim. Teşekkür ederim. Teşekkür ederim. (Alkış)
											Teşekkür ederim. Teşekkür ederim. Teşekkür ederim. (Alkış)
									","
											Thank you.
											(Applause)
											Thank you. (Applause)
											Thank you. Thank you. Thank you. (Applause)
											Thank you. Thank you. Thank you. (Applause)
									",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
"
","
","
",A word game to communicate in any language,Ajit Narayanan,15:43,"disability,language,speech,technology"
