en,tr,de,fr,es,title,speaker,duration,tags
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											I was part of one of the few studies
that have done this.
											We looked at 18 rice lines
in China and in Japan
											and grew them under conditions
that you would expect
											later in the century.
											And when you look at the results,
											the white bar is today's conditions,
											the red bar is conditions
later in the century.
											So protein declines about 10 percent,
											iron about eight percent,
zinc about five percent.
											These don't sound like really big changes,
											but when you start thinking
about the poor in every country
											who primarily eat starch,
											that this will put people
who are on the edge
											over the edge into frank deficiencies,
											creating all kinds of health problems.
									","
											Bunu yapan birkaç çalışmadan
birinin bir parçasıydım.
											Çin ve Japonya'daki 
18 pirinç sahasını inceledik
											ve yüzyılın ilerleyen zamanlarında
											beklediğimiz koşullar 
altında onları yetiştirdik.
											Sonuçlara baktığımızda
											beyaz sütun günümüz koşulları,
											kırmızı sütun ise yüzyılın ilerleyen 
zamanlarındaki koşullar.
											Protein, yaklaşık olarak yüzde 10,
											demir yüzde 8, çinko yüzde 5 azalıyor.
											Bunlar, çok büyük bir değişim
olarak görünmüyor olabilir
											fakat her ülkedeki 
ağırlıklı olarak nişasta yiyen
											yoksul kesimi düşünmeye başladığınızda
											bunun sınırda olan insanları
ciddi eksikliklerin sınırına taşıyacağını
											ve her tür sağlık sorunları 
yaratacağını fark ediyorsunuz.
									","
											Ich war Teil einer der wenigen Studien, 
die sich damit befassen.
											Wir haben 18 Reislinien in 
China und Japan betrachtet
											und sie unter Konditionen angebaut, 
die man erwarten kann,
											später im Jahrhundert.
											Und wenn man sich die Ergebnisse anschaut,
											der weiße Balken zeigt 
die heutigen Konditionen,
											der rote Balken die später im Jahrhundert.
											Protein geht um 10 Prozent zurück,
											Eisen um etwa 8 Prozent, 
Zink um etwa 5 Prozent.
											Das klingt nicht nach 
großen Veränderungen,
											aber wenn man an die arme 
Bevölkerung in jedem Land denkt,
											die hauptsächlich Stärke zu sich nimmt,
											dann wird es Menschen, 
die sich am Limit befinden
											den Rest geben, ihnen einen 
ehrlichen Mangel bereiten
											und alle möglichen gesundheitlichen 
Probleme verursachen.
									","
											J'ai participé à l'une des rares études
menées sur ce sujet.
											Nous avons étudié 18 types de riz
en Chine et au Japon,
											en les cultivant dans
les conditions des prévisions
											de la fin du 21ème siècle.
											Quand vous regardez les résultats,
											la barre blanche correspond à aujourd'hui,
											la barre rouge à la fin du 21ème siècle.
											Le niveau de protéines diminue de 10%,
											le niveau de fer de 8%
et le niveau de zinc de 5%.
											Ça n'a pas l'air d'un grand changement,
											mais si on se met à penser
aux pauvres de tous les pays
											qui consomment principalement de l'amidon,
											des gens qui sont presque
carencés vont se retrouver
											bien au-delà avec de graves déficiences,
											à l'origine de toutes sortes
de problèmes de santé.
									","
											Formé parte de uno de los pocos
estudios que se han hecho.
											Observamos 18 líneas de arroz
en China y en Japón
											y las cultivamos 
bajo condiciones pronosticadas
											a lo largo del siglo.
											Y cuando miramos los resultados,
											la barra blanca representa
las condiciones de hoy,
											la barra roja representa 
las condiciones a lo largo del siglo.
											Así, la proteína disminuye cerca del 10 %,
											el hierro cerca del 8 %, 
el zinc cerca del 5 %.
											No parecen ser grandes cambios,
											pero cuando empiezan a pensar
en los pobres en cada país
											quienes principalmente comen almidón,
											esto pondrá a las personas 
quienes están al borde
											bajo el borde de francas deficiencias,
											esto crea entonces 
todo tipo de problemas de salud.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											The situation is more significant
for the B vitamins.
											When you look at
vitamin B1 and vitamin B2,
											there's about a 17 percent decline.
											Pantothenic acid, vitamin B5,
is about a 13 percent decline.
											Folate is about a 30 percent decline.
											And these are averages over
the various experiments that were done.
											Folate is critical for child development.
											Pregnant women who don't get enough folate
											are at much higher risk
of having babies with birth defects.
											So these are very serious
potential consequences for our health
											as CO2 continues to rise.
									","
											Durum, B vitaminleri için daha da ciddi.
											B1 ve B2 vitaminlerine baktığınızda
											yaklaşık yüzde 17'lik bir düşüş var.
											Pantotenik asitte, yani B5 vitamininde, 
yaklaşık yüzde 13'lük bir düşüş var.
											Folik asitte yaklaşık 
yüzde 30'luk bir düşüş var.
											Bunlar, yapılan çeşitli deneylerin
üstünde ortalamalar.
											Folik asit çocuk gelişimi için çok önemli.
											Yeteri kadar folik asit 
almayan hamile kadınlar
											doğum kusurlarıyla bebek sahibi 
olmakta daha yüksek riske sahipler.
											Dolayısıyla bunlar, karbondioksit 
yükselmeye devam ettikçe
											sağlığımız için oldukça 
ciddi olası sonuçlar.
									","
											Die Situation ist noch deutlicher 
bei den B-Vitaminen.
											Wenn man das Level von 
Vitamin B1 und B2 betrachtet,
											ging es um etwa 17 Prozent zurück.
											Pantothensäure, Vitamin B5, 
gingen um etwa 13 Prozent zurück.
											Folsäure um etwa 30 Prozent.
											Und dies sind Mittelwerte aus 
verschiedenen Experimenten,
											die wir durchgeführt haben.
											Folsäure ist wesentlich für 
die kindliche Entwicklung.
											Schwangere Frauen, die nicht 
genug Folsäure bekommen,
											haben ein erheblich größeres Risiko 
Babys mit Geburtsfehlern zu gebären.
											Das sind also sehr ernst zu nehmende
											potentielle Konsequenzen 
für unsere Gesundheit,
											bei fortschreitendem Anstieg 
des CO2-Levels.
									","
											C'est encore plus prégnant
pour les vitamines B.
											Quand on regarde les niveaux
de vitamines B1 et B2,
											on observe une diminution de 17%.
											Le niveau d'acide pantothénique,
ou vitamine B5, baisse de 13%.
											Le niveau d'acide folique chute de 30%.
											Et ce ne sont que des moyennes
sur les différentes expériences menées.
											L'acide folique est essentiel
au développement de l'enfant.
											Les femmes enceintes
en manque d'acide folique
											ont des bébés avec un risque bien
plus élevé de malformations congénitales.
											Ce sont plusieurs effets
potentiellement graves sur notre santé
											si le niveau de CO2 continue d'augmenter.
									","
											Está situación es aún más significativa 
en relación a las vitaminas B.
											Al examinar la vitamina B1 y la B2,
											se observa una disminución del 17 %.
											El ácido pantoténico,
la vitamina B5, cae un 13 %.
											El ácido fólico un 30 %.
											Y estos son los promedios de 
los diversos experimentos realizados.
											El folato es crucial
para el desarrollo infantil.
											La mujeres embarazadas
que no reciben suficiente folato
											tienen mayor riesgo de tener hijos
con defectos congénitos.
											Estas son las potenciales y serias
consecuencias para nuestra salud
											con el continuo aumento de CO2.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											In another example,
											this is modeling work that was done
by Chris Weyant and his colleagues,
											taking a look at this chain
from higher CO2 to lower iron and zinc —
											and they only looked at iron and zinc —
											to various health outcomes.
											They looked at malaria,
diarrheal disease, pneumonia,
											iron deficiency anemia,
											and looked at what
the consequences could be in 2050.
											And the darker the color in this,
											the larger the consequences.
											So you can see the major impacts
											in Asia and in Africa,
											but also note that in countries
such as the United States
											and countries in Europe,
											the populations also could be affected.
											They estimated about
125 million people could be affected.
											They also modeled what would be
the most effective interventions,
											and their conclusion was
reducing our greenhouse gases:
											getting our greenhouse gas emissions
down by mid-century
											so we don't have to worry so much
about these consequences
											later in the century.
									","
											Diğer bir örnek ise
											Chris Weyant ve meslektaşları tarafından
yapılan bu modelleme işi,
											yüksek karbondioksitten 
düşük demir ve çinkoya —
											sadece demir ve çinkoya baktılar —
											çeşitli sağlık sonuçlarına kadar 
olan bu zincere baktılar.
											Sıtmaya, ishalli hastalıklara, zatürreye,
demir eksikliği anemisine
											ve 2050'de sonuçlarının 
ne olabileceğine baktılar.
											Burada renk ne kadar koyuysa
											sonuçlar da o kadar büyük.
											En büyük etkilerin Asya ve Afrika'da 
olduğunu görebilirsiniz
											ancak aynı zamanda ABD 
ve Avrupa'daki ülkelerde de
											nüfuslar bundan etkilenebilir.
											Yaklaşık olarak 125 milyon insanın
etkilenebileceğini tahmin ediyorlar.
											Aynı zamanda en etkili müdahalenin 
ne olacağını da modellediler
											ve nihai kararları 
sera gazlarını azaltmaktı:
											Yüzyılın ortasına kadar 
sera gazı emisyonlarını azaltmak
											ki böylece yüzyılın ilerleyen zamanlarında
											bu sonuçlar hakkında 
endişelenmemize gerek kalmasın.
									","
											Ein anderes Beispiel,
											das ist eine Modellarbeit von 
Chris Weyant und Kolleginnen,
											betrachtet diese Entwicklung von höherem 
CO2 zu niedrigerem Eisen und Zink —
											und sie betrachteten nur Eisen und Zink —
											zu diversen gesundheitlichen Auswirkungen.
											Sie betrachteten Durchfallerkrankungen,
Malaria, Lungenentzündung,
											Eisenmangelanämie,
											und untersuchten, was die Auswirkungen 
in 2050 sein könnten.
											Und je dunkler die Farbe ist,
											umso größer ist die Konsequenz.
											Man kann also die wesentliche 
Auswirkung sehen,
											in Asien und Afrika
											aber beachten Sie auch, 
dass in Ländern wie den USA
											und Ländern in Europa
											die Population betroffen sein könnte.
											Sie schätzten, dass etwa 125 Millionen 
Menschen betroffen sein könnten.
											Sie modellierten außerdem,
was die effektivsten Maßnahmen wären,
											und ihr Fazit war die Reduzierung 
unserer Treibhausgase:
											unsere Treibhausgas-Emissionen 
zur Mitte des Jahrhunderts zu senken,
											um sich nicht so viele Sorgen um 
diese Konsequenzen machen zu müssen,
											später im Jahrhundert.
									","
											Voici un autre exemple
											avec un travail de modélisation mené
par Christ Weyant et ses collègues
											qui ont observé cet enchaînement entre
plus de CO2 et moins de fer et de zinc –
											et ils se sont concentrés
sur le fer et le zinc –
											sur divers problèmes de santé.
											Ils ont examiné la malaria,
les maladies diarrhéiques, la pneumonie,
											l'anémie ferriprive
											et quelles en seraient
les conséquences en 2050.
											Plus la couleur est foncée
sur cette carte,
											plus les conséquences sont importantes.
											Comme vous pouvez le voir,
les répercussions majeures
											concernent l'Asie et l'Afrique,
											mais notez également que
dans des pays comme les États-Unis
											ou en Europe,
											les populations pourraient
aussi être touchées.
											Ils ont estimé que 125 millions
de personnes pourraient être touchées.
											Ils ont aussi modélisé quelles seraient
les réponses les plus efficaces
											et la conclusion a été la réduction
de nos émissions de gaz à effet de serre :
											les diminuer d'ici
le milieu du 21ème siècle,
											afin de ne plus avoir trop d'inquiétudes
sur les conséquences prévues
											plus tard au 21ème siècle.
									","
											En otro ejemplo,
											este es un modelo desarrollado
por Chris Weyant y sus colegas,
											echando un vistazo a esta cadena
de más CO2 a menos hierro y zinc
											—y ellos sólo se centraron
en el hierro y el zinc—
											en relación a varios resultados médicos.
											Ellos investigaron la malaria,
la enfermedad diarreica, neumonía,
											anemia por deficiencia de hierro,
											y vieron qué consecuencias
podrían tener en el 2050.
											Y cuanto más oscuro es el color,
											mayores son las consecuencias.
											Así pueden ver los mayores impactos
											en Asía y en África,
											pero también tengan en cuenta
que en los países como EE. UU.
											y en países de Europa,
											las poblaciones también
podrían verse afectadas.
											Ellos estimaron que cerca de 125 millones
de personas pueden verse afectadas.
											Ellos también modelaron las que podrían
ser las más efectivas intervenciones,
											y su conclusión fue reducir
nuestros gases de efecto invernadero,
											logrando que estas emisiones
se reduzcan a mediados del siglo
											para que no tengamos que preocuparnos
mucho por estas consecuencias
											a lo largo del siglo.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											These experiments, these modeling studies
											did not take climate change
itself into account.
											They just focused on
the carbon dioxide component.
											So when you put the two together,
											it's expected the impact is much larger
than what I've told you.
									","
											Bu deneyler, bu modelleme çalışmaları
											iklim değişikliğinin kendisini 
hesaba katmadı.
											Sadece karbondioksit 
bileşenine odaklandılar.
											Dolayısıyla ikisini birleştirince
											etkinin size söylediğimden 
daha büyük olması bekleniyor.
									","
											Diese Experimente, diese Modellierungen
											haben nicht den Klimawandel 
selbst berücksichtigt.
											Sie haben sich nur auf 
Kohlenstiffdioxid bezogen.
											Wenn man also beides zusammen nimmt,
											kann davon ausgegangen werden, 
dass die Auswirkungen viel größer sind.
									","
											Ces expériences,
ces travaux de modélisation,
											n'intègrent pas le changement
climatique dans son ensemble.
											Elles se sont seulement concentrées
sur le dioxyde de carbone.
											Lorsque vous associez les deux,
											on s'attend à ce que l'effet soit
bien plus fort que ce que j'ai décrit.
									","
											Estos experimentos, estos estudios modelo
											no tienen en cuenta
el cambio climático en sí.
											Ellos sólo se enfocaron 
en el componente del dióxido de carbono.
											Así que si los colocamos los dos juntos,
											se espera que el impacto sea 
mucho más grande de lo que les he dicho.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											I'd love to be able to tell you right now
											how much the food you had for breakfast,
the food you're going to have for lunch,
											has shifted from what
your grandparents ate
											in terms of its nutritional quality.
											But I can't.
											We don't have the research on that.
											I'd love to tell you how much
current food insecurity
											is affected by these changes.
											But I can't.
											We don't have the research
on that, either.
											There's a lot that needs
to be known in this area,
											including what the possible
solutions could be.
											We don't know exactly
what those solutions are,
											but we've got a range of options.
											We've got advancements in technologies.
											We've got plant breeding.
We've got biofortification.
											Soils could make a difference.
											And, of course, it will be
very helpful to know
											how these changes could affect
our future health
											and the health of our children
and the health of our grandchildren.
											And these investments take time.
											It will take time to sort
all of these issues out.
											There is no national entity
or business group
											that is funding this research.
											We need these investments critically
so that we do know where we're going.
									","
											Kahvaltı için yediğiniz yemeğin,
öğle yemeği için yiyeceğiniz yemeğin
											besin kalitesi açısından büyükanne 
ve büyükbabanızın yediklerinden
											ne kadar değiştiğini 
size şimdi anlatabilmek isterdim.
											Ama anlatamam.
											Bu konu hakkında bir araştırmamız yok.
											Şu anki gıda güvensizliğinin 
bu değişimler tarafından
											ne kadar etkilendiğini anlatmak isterdim.
											Ama anlatamam.
											Bu konu hakkında da bir araştırmamız yok.
											Olası çözümlerin ne olabileceği de 
dahil olmak üzere
											bu alanda bilinmesi gereken çok şey var.
											Bu çözümlerin ne olduğunu 
tam olarak bilmiyoruz
											fakat birçok seçeneğimiz var.
											Teknolojide ilerleme kaydettik.
											Bitki ıslahımız var.
Biyolojik arıtmamız var.
											Toprak bir fark yaratabilir
											ve tabii bu değişimlerin 
gelecekteki sağlığımızı,
											çocuklarımız sağlığını 
ve torunlarımızın sağlığını
											nasıl etkileyebileceğini bilmenin
çok yararı olacaktır.
											Bu yatırımlar zaman alır.
											Tüm bu sorunları çözmek zaman alacak.
											Bu araştırmaya yatırım yapan herhangi bir
ulusal bir kuruluş veya iş grubu yok.
											Nereye gittiğimizi bilmemiz için
bu yatırımlara son derece ihtiyacımız var.
									","
											Ich wünschte, ich könnte
Ihnen jetzt sagen,
											wie viel sich Ihr Frühstück und 
was Sie zu mittag essen werden,
											gewandelt hat, 
seit Zeiten Ihrer Großeltern,
											bezüglich der Qualität der Nährwerte.
											Aber das kann ich nicht.
											Es gibt keine Untersuchungen dazu.
											Ich würde Ihnen gerne sagen, 
wie sehr die aktuelle Nahrungsunsicherheit
											von diesen Veränderungen betroffen ist.
											Aber das kann ich nicht.
											Auch hierzu gibt es keine Untersuchungen.
											Es gibt noch vieles herauszufinden 
in diesem Bereich,
											einschließlich möglicher Lösungsansätze.
											Wir wissen nicht genau, 
wie diese Lösungen aussehen,
											aber wir haben eine Reihe an Optionen.
											Wir haben technologische Fortschritte.
											Wir haben Pflanzenzüchtung. 
Wir haben Biofortifikation.
											Böden könnten den Unterschied ausmachen.
											Und natürlich wäre es hilfreich zu wissen,
											wie diese Veränderungen unsere 
zukünftige Gesundheit beeinflussen,
											und die Gesundheit unserer Kinder 
und die unserer Enkelkinder.
											Diese Investitionen brauchen Zeit.
											Es wird Zeit brauchen, 
all diese Fragen zu klären.
											Es gibt keine nationale Einheit 
oder Unternehmensgruppe,
											die diese Forschung finanziert.
											Wir brauchen diese 
Investitionen dringend,
											um herauszufinden wohin wir gehen.
									","
											J'aimerais être capable
de vous dire maintenant
											à quel point la nourriture de votre
petit déjeuner et de votre déjeuner
											a changé par rapport à ce que
vos grands-parents mangeaient
											sur le plan de la qualité nutritionnelle.
											Mais j'en suis incapable.
											Nous n'avons pas mené
de recherches là-dessus.
											J'aimerais vous dire à quel point
l'insécurité alimentaire actuelle
											est affectée par ces changements.
											Mais j'en suis incapable.
											Nous n'avons pas non plus
de recherches là-dessus.
											Il y a beaucoup de choses
à découvrir dans ce domaine,
											y compris les solutions envisageables.
											Nous ne savons pas précisément
quelles sont les solutions,
											mais nous avons toute
une gamme de possibilités.
											Des avancées technologiques
											comme la culture sélective
des plantes, la biofortification.
											Les sols pourraient être déterminants.
											Et, bien sûr, ce sera très utile de savoir
											en quoi ces changements peuvent
atteindre notre santé future,
											celle de nos enfants
et de nos petits-enfants.
											Ces investissements prennent du temps.
											Il faudra du temps
pour régler toutes ces questions.
											Aucun État, aucune entreprise
											ne finance cette recherche.
											Nous avons absolument besoin de ces
investissements pour savoir vers où aller.
									","
											Me encantaría poder
decirles en este momento
											cuánto ha cambiado la comida 
que comieron al desayuno,
											la comida que comerán al almuerzo,
											en relación con la que 
sus abuelos comieron
											en términos de su calidad nutricional.
											Pero no puedo.
											No hay investigaciónes al respecto.
											Me gustaría decirles cuánto se ve 
afectada
											nuestra inseguridad alimentaria actual 
por estos cambios.
											Pero no puedo.
											Tampoco hay investigaciones al respecto.
											Hay mucho que se debe saber en esta área,
											incluyendo cuáles podrían ser
las posibles soluciones.
											No sabemos exactamente 
cuales son las soluciones,
											pero tenemos una serie de opciones.
											Hemos tenido avances en la tecnología.
											Tenemos fitomejoramiento.
Tenemos biofortificación.
											El suelo podría marcar una diferencia.
											Y, por supuesto, sería muy útil saber
											cómo estos cambios podrían afectar 
nuestra salud en el futuro
											y la salud de nuestros niños
y la salud de nuestro nietos.
											Y estas inversiones toman tiempo.
											Tomará tiempo resolver
estas problemáticas.
											No hay entidades nacionales
o grupos de negocios
											que financien esta investigación.
											Estas inversiones son cruciales
para saber hacia dónde nos dirigimos.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											In the meantime, what we can do
											is ensure that all people
have access to a complete diet,
											not just those in the wealthy parts
of the world but everywhere in the world.
											We also individually and collectively need
to reduce our greenhouse gas emissions
											to reduce the challenges
that will come later in the century.
									","
											Bu süre içerisinde yapabileceğimiz şey
											tüm insanların tam bir beslenmeye 
erişimi olduğundan emin olmak,
											sadece dünyanın zengin kısımlarında değil
dünyanın her yerinde.
											Ayrıca yüzyılın ilerleyen zamanlarında
gelecek olan zorlukları azaltmak için
											sera gazı emisyonlarını teker teker
ve toplu olarak düşürmemiz gerekiyor.
									","
											Was wir währenddessen tun können,
											ist sicher zu stellen,
											dass alle Menschen Zugang zu einer 
ausgewogenen Ernährung haben,
											nicht nur diejenigen in wohlhabenden 
Bereichen der Welt, sondern überall.
											Wir müssen außerdem, 
individuell und gemeinsam,
											unsere Treibhausgasemissionen reduzieren,
											um die Herausforderungen 
später im Jahrhundert zu reduzieren.
									","
											D'ici là, nous pouvons
											faire en sorte que tout le monde ait accès
à un régime alimentaire complet,
											pas seulement dans les pays riches,
mais partout dans le monde.
											Nous devons également tous réduire
nos émissions de gaz à effet de serre
											pour atténuer les défis qui
surgiront plus tard au cours du siècle.
									","
											Por el momento, lo que podemos hacer
											es asegurarnos de que toda la gente
tenga acceso a una dieta completa,
											no sólo en las zonas ricas del mundo
sino en todo el mundo.
											También necesitamos
individualmente y colectivamente
											reducir nuestras emisiones
de gas de efecto invernadero
											para reducir los desafíos
que vendrán a lo largo del siglo.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											It's been said that if you think
education is expensive, try ignorance.
											Let's not.
											Let's invest in ourselves,
											in our children
											and in our planet.
									","
											Eğitimin pahalı olduğunu düşünüyorsan 
cahilliği dene diye bir söz vardır.
											Denemeyelim.
											Kendimize yatırım yapalım;
											çocuklarımıza
											ve de gezegenimize.
									","
											Es wird gesagt, dass wenn 
man denkt, Bildung sei teuer,
											sollte man nur einmal Ignoranz betrachten.
											Lassen Sie uns das nicht tun.
											Lassen Sie uns in uns selbst investieren,
											in unsere Kinder,
											und in unseren Planeten.
									","
											Il a été dit : « Essayer l'ignorance, si
vous pensez que l'éducation coûte cher. »
											Ne l'essayez pas.
											Investissons en nous-mêmes,
											dans nos enfants
											et dans notre planète.
									","
											Hay un dicho: si cree que la educación
es cara, pruebe con la ignorancia.
											No lo hagamos.
											Inviertan en Uds. mismos,
											en sus hijos
											y en nuestro planeta.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Danke schön.
									","
											Merci.
									","
											Gracias.
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
"
","
","
","
","
",How climate change could make our food less nutritious,Kristie Ebi,11:00,"climate change,food,future,sustainability,agriculture,science,Anthropocene,environment,plants,biology,nature"
