en,es,tr,pt,de,title,speaker,duration,tags
"
											So we went to the next stage
of how to build it.
											We had submitted alabaster.
											But alabaster was too soft,
											and we were experimenting,
many experiments with materials,
											trying to think how we could have
this kind of shimmer,
											and we ended up with borosilicate.
											And borosilicate glass,
as you know, is very strong,
											and if you break borosilicate rods
just so and melt them
											at just the right temperature,
											we ended up with this new material,
											this new cast glass which took us
about two years to make.
											And it had this quality that we loved,
											this idea of the embodied light,
											but on the inside, we wanted
something with a soft light,
											like the inner lining of a jacket.
											On the outside you have protection,
but on the inside you touch it.
											So we found this tiny vein
in a huge quarry in Portugal
											with this beautiful stone,
											which the owner had kept
for seven generations in his family,
											waiting for the right project,
if you can believe it.
											Look at this material, it's beautiful.
											And the way it lights up;
it has that translucent quality.
									","
											Así que llegamos a la siguiente
fase de cómo construirlo.
											Habíamos dicho alabastro.
											Pero el alabastro era demasiado blando
											y estábamos experimentando,
experimentando mucho con materiales,
											tratando de pensar cómo
obtener este tipo de brillo,
											y llegamos al borosilicato.
											El vidrio de borosilicato,
como saben, es muy fuerte,
											y si rompe barras de
borosilicato así sin más
											y las funde a la temperatura adecuada,
											al final se obtiene este nuevo material,
											este nuevo molde que nos llevó
cerca de dos años hacer
											y que tenía esa cualidad
que nos encantaba,
											esta idea de luz encarnada.
											Pero en el interior, queríamos
algo con una luz suave,
											como el revestimiento
interior de una chaqueta.
											En el exterior tiene protección,
pero en el interior se toca.
											Así que encontramos esta pequeña
veta en una gran cantera en Portugal
											con esta hermosa roca,
											que el dueño había conservado
durante siete generaciones en su familia,
											esperando al proyecto
adecuado, si pueden creerlo.
											Miren este material, es hermoso.
											Y la forma en que se ilumina;
tiene esa calidad translúcida.
									","
											Sonraki adıma,
bunu nasıl inşa edeceğimize geçtik.
											Su mermeri sunmuştuk.
											Fakat su mermeri çok yumuşaktı
											ve biz birçok materyalle
birçok deney yapıyor ve
											bu tür bir pırıltıyı
nasıl elde edeceğimizi düşünüyorduk,
											sonunda borosilikata karar verdik.
											Bildiğiniz gibi,
borosilikat cam çok güçlüdür ve
											borosilikat çubukları
bir şekilde kırıp onları doğru
											derecede erittiğimizde,
											ortaya bu yeni materyal çıkar,
											elde etmesi iki yılımızı
alan bu yeni cam dökümü.
											Onda bizim sevdiğimiz bu nitelik vardı,
											yani şekillendirilmiş ışık fikri,
											fakat iç kısmında, tıpkı bir
ceketin iç çizgileri gibi, yumuşak
											ışık içeren bir şeyler istiyorduk.
											Dış kısmında koruma var,
fakat iç kısmında ona dokunuyorsunuz.
											Biz de Portekiz'de devasa bir
taş ocağında bu minik oluğu bulduk,
											bu güzel taşla birlikte
											ve sahibi bunu, doğru projeyi
bekleyerek, yedi nesilden beri
											bekletiyordu, eğer buna inanabilirseniz.
											Şu materyale bakın, çok güzel.
											Parlama biçiminde
yarı saydam bir niteliğe sahip.
									","
											Passámos então à fase seguinte
de como o construir.
											Tínhamos proposto o alabastro.
											Mas o alabastro é demasiado maleável,
											e estávamos a fazer
muitas experiências com materiais,
											tentando pensar como haveríamos
de ter esta espécie de brilho,
											e acabámos por chegar ao borossilicato.
											O vidro de borossilicato,
como sabem, é muito forte
											e, se partirem varas de borossilicato
desta forma e as derreterem
											à temperatura certa,
											acabamos por ficar
com este novo material,
											este novo vidro vazado que nos levou
cerca de dois anos a fazer.
											Tinha uma qualidade que adorámos,
											esta ideia de luz incorporada,
											mas no interior, queríamos algo
com uma luz suave,
											como o forro interior de um casaco.
											Por fora temos a proteção,
mas por dentro, tocamo-lo.
											Então, encontrámos um veio minúsculo
numa enorme pedreira em Portugal
											com uma linda pedra,
											que o dono conservara
durante sete gerações na sua família,
											à espera do projeto certo,
acreditem ou não.
											Olhem para este material, é lindo.
											E a forma como se ilumina;
tem a qualidade de ser translúcido.
									","
											Wir erreichten die nächste Phase,
wie er gebaut werden sollte.
											Wir hatten Alabaster vorgeschlagen,
											aber Alabaster war zu weich,
											Wir experimentierten viel mit Materialien
											und überlegten, wie diese Art
Schimmer erzeugt werden könnte
											Schließlich nahmen wir Borosilikat.
											Wie Sie wissen, 
ist Borosilikat-Glas sehr fest,
											und bricht man Borosilikat-Stäbe
											und schmilzt sie bei passender Temperatur,
											erhielten wir ein neues Material,
											dieses neue Gussglas,
dessen Herstellung zwei Jahre dauerte.
											Diese Art gefiel uns sehr,
											diese Idee vom integrierten Licht,
											aber innen wollten wir
etwas mit sanftem Licht,
											wie das Innenfutter einer Jacke.
											Außen hat man Schutz, 
aber innen berühren Sie es.
											Wir fanden diese winzige Maserung
in einem riesigen Steinbruch in Portugal
											mit diesem schönen Stein,
											den der Eigentümer seit sieben 
Generationen in Familienbesitz behielt.
											Er hatte auf das richtige
Projekt gewartet — unglaublich.
											Sehen Sie sich das Material an, 
es ist schön,
											und wie es leuchtet, diese Transparenz.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											So here you see the structure.
											It lets the light through.
											And looking down,
											the nine wings are bound,
											structurally but symbolically strong,
											a great symbol of unity:
											pure geometry, a perfect circle,
											30 meters in section and in plan,
											perfectly symmetrical,
											like the idea of sacredness and geometry.
											And here you see the building going up,
											2,000 steel nodes,
											9,000 pieces of steel,
											7,800 stone pieces,
											10,000 cast glass pieces,
all individual shapes,
											the entire superstructure all described,
											engineered, fabricated
with aerospace technology,
											prefabricated machine to machine,
											robotically,
											a huge team effort, you can imagine,
											of literally hundreds,
											and within three percent
of our $30 million budget
											set in 2006.
									","
											Aquí ven la estructura.
											Deja pasar la luz.
											Y mirando hacia abajo,
											las nueve alas están unidas,
											estructuralmente pero
simbólicamente fuertes;
											un gran símbolo de unidad:
											geometría pura, un círculo perfecto,
											30 metros en la sección y en el plano,
											perfectamente simétrico,
											como la idea de la sacralidad
y la geometría.
											Y aquí ven el edificio alzándose:
											2000 nudos de acero,
											9000 piezas de acero,
											7800 piezas de piedra,
											10 000 piezas de vidrio fundido,
todas con formas individuales,
											toda la superestructura
											descrita, diseñada, fabricada
con tecnología aeroespacial,
											prefabricada máquina a máquina,
de manera robotizada,
											un gran trabajo en equipo
como pueden imaginar,
											de literalmente cientos,
											y por un 3 % de nuestro presupuesto
											de 30 millones de dólares
establecido en 2006.
									","
											Burada yapıyı görüyorsunuz.
											Işığı içeriye alıyor.
											Yukarıdan baktığınızda
											dokuz kanat yapısal açıdan bağlılar,
											sembolik olarak da güçlüler,
											bu muhteşem bir birlik sembolü:
											saf geometri, muhteşem bir daire,
											alt bölümde ve planda 30 metre,
											oldukça simetrik,
											tıpkı kutsallık ve geometri fikri gibi.
											Burada binanın uzanışını görüyorsunuz,
											2.000 adet çelik düğüm,
											9.000 parça çelik,
											7.800 taş parçası,
											10.000 cam dökümü
parçası, hepsi bireysel şekiller,
											üst yapı tamamen tanımlandı,
											tasarlandı, uzay teknolojisiyle
üretildi, makineden makineye
											mekanik olarak
											imal edildi,
											hayal edebiliyorsunuz, devasa, yüzlerce
											kişiden oluşan bir takım eforu ve
											2006'da belirlenmiş
30 milyon dolarlık bütçemizin
											yüzde üçü.
									","
											Aqui veem a estrutura.
											Deixa passar a luz.
											Olhando para baixo,
											as nove alas estão unidas,
estruturalmente,
											mas simbolicamente fortes,
											um grande símbolo de unidade:
											geometria pura, um círculo perfeito,
											30 metros em secção e em plano,
											perfeitamente simétricas,
											como a ideia de sacralidade e geometria.
											E aqui veem o edifício a crescer,
											2000 nós de aço,
											9000 peças de aço,
											7800 peças de pedra,
											10 000 peças de vidro vazado,
todas formas individuais,
											a superestrutura inteira descrita,
											projetada, fabricada
com tecnologia aeroespacial,
											com máquinas pré-fabricadas
para máquinas,
											roboticamente,
											um tremendo esforço de equipa,
como podem imaginar,
											literalmente de centenas,
											e dentro dos 3%
do nosso orçamento de 30 milhões
											proposto em 2006.
									","
											Hier sehen Sie die Struktur.
											Sie lässt das Licht herein.
											Wenn man hinuntersieht,
											sind die neun Flügel
miteinander verbunden
											als Struktur, aber symbolisch stark,
											ein großartiges Symbol für Einheit;
											reine Geometrie, ein perfekter Kreis,
											30 Meter im Durchmesser und in der Höhe,
											perfekt symmetrisch,
											wie die Idee von Heiligkeit und Geometrie.
											Hier sehen Sie,
wie das Gebäude errichtet wird,
											2.000 Stahlverbindungspunkte,
											9.000 Stahlteile,
											7.800 Steinelemente,
											10.000 Gussglaselemente,
alle individuell geformt.
											Die gesamte Superstruktur entworfen,
											konstruiert und gebaut
mit Raumfahrttechnologie,
											maschinell vorgefertigt
											von Robotern,
											eine enorme Teamleistung,
wie Sie sich vorstellen können,
											von buchstäblich Hunderten.
											Unser 30-Millionen-Dollar-Budget
überschritten wir nur um drei Prozent,
											und das seit 2006.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											Nine wings bound together
											forming a nine-pointed star,
											and the star shape moving in space,
											tracking the sun.
									","
											Nueve alas unidas
											formando una estrella de nueve puntas,
											y la forma de estrella
moviéndose en el espacio,
											siguiendo al sol.
									","
											Dokuz kanat birbirine bağlı,
											dokuz köşeli bir yıldız oluşturuyor ve
											yıldız şekli alanda hareket ederek
											güneşi takip ediyor.
									","
											Nove alas unem-se
											formando uma estrela de nove pontas,
											e a forma da estrela move-se no espaço,
											a seguir o sol.
									","
											Neun miteinander verbundene Flügel
											bilden einen Stern mit neun Spitzen,
											und die Sternform bewegt sich im Raum.
											Sie folgt der Sonne.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											So here it is.
									","
											Así que aquí está.
									","
											İşte burada.
									","
											Aqui está.
									","
											Hier ist es.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											Audience: Wow!
									","
											Audiencia: ¡Guau!
									","
											Seyirci: Vay be!
									","
											Audiência: Uau!
									","
											Publikum: Wow!
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											Hopefully, a befitting response
to that beautiful quote,
											""a prayer answered,""
											open in all directions,
											capturing the blue light of dawn,
											tent-like white light of day,
											the gold light of the afternoon,
											and of course, at night, the reversal:
											sensuous,
											catching the light in all kinds
of mysterious ways.
									","
											Con suerte, una respuesta
a aquella hermosa cita
											""una oración respondida"",
											abierta en todas las direcciones,
											capturando la luz azul del amanecer,
											como una carpa blanca a la luz del día,
											la luz dorada de la tarde,
											y por supuesto, por la noche, lo inverso:
											sensual,
											captando la luz en todo tipo
de maneras misteriosas.
									","
											Neyse ki, şu güzel alıntıya;
""cevap verilmiş bir dua""ya
											yaraşır bir cevap,
											her yöne açık,
											şafağın mavi rengini,
											günün çadıra benzeyen beyaz rengini,
											akşamın altın sarısı rengini yakalıyor
											ve elbette, geceleri, tam tersi:
											Duyumsal,
											ışığı tüm gizemli biçimlerde yakalıyor.
									","
											Esperemos que seja a resposta adequada
àquela bela citação:
											""uma oração respondida"",
											aberta em todas as direções,
											a captar a luz azul da madrugada,
											a luz branca de uma tenda, do dia,
											a luz dourada da tarde,
											e, claro, à noite, o inverso:
											sensual,
											a captar a luz
de todas as formas misteriosas.
									","
											Hoffentlich eine angemessene Antwort
auf das schöne Zitat:
											""Ein Gebet wurde erhört"",
											in alle Richtungen offen,
											wird das blaue Licht
des Sonnenaufgangs eingefangen,
											weißes Tageslicht wie im Zelt,
											das goldene Licht des Nachmittags,
											und nachts natürlich das Gegenteil:
											sinnlich,
											das Licht wird auf verschiedene,
mysteriöse Weise eingefangen.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											And the site: it's interesting;
14 years ago when we made the submission,
											we showed the temple
set against the Andes.
											We didn't have the Andes as our site,
											but after nine years, that's exactly
where we ended up,
											the lines of the temple set against
nothing but pure nature,
											and you turn around and you get
nothing but the city below you,
											and inside, a view in all directions,
											radiating gardens
											from each of the alcoves,
											radiating paths.
									","
											Y la ubicación.
											Es interesante; hace 14 años
cuando hicimos la presentación,
											mostramos el templo frente a los Andes.
											No teníamos los Andes como emplazamiento.
											Pero después de nueve años,
ahí es justo donde terminamos.
											Las líneas del templo frente
nada más que la naturaleza pura,
											y se dan la vuelta y no ven nada más
que la ciudad a sus pies,
											y dentro, una vista en todas direcciones,
											jardines que se irradian
desde cada uno de los nichos,
											caminos que se irradian.
									","
											Konum ise: İlginç;
14 yıl önce başvuruyu yaptığımızda
											tapınağı Andes'e karşı konumlandırmıştık.
											Konumumuzda Andes yoktu,
											fakat dokuz yıl sonra
kendimizi tam olarak orada bulduk,
											tapınağın çizgileri
yalnızca saf doğaya karşı duruyordu
											ve döndüğünüzde ise
altınızda şehri görüyordunuz;
											içeride ise tüm yönlerden bir görüş,
											tüm çardaklarda
											ışıldayan bahçeler,
											ışıldayan yollar.
									","
											E o sítio: é interessante: há 14 anos,
quando propusemos o projeto,
											mostrámos o templo com os Andes por trás.
											Não tínhamos os Andes
como nosso sítio,
											mas, ao fim de nove anos,
foi exatamente aonde fomos parar,
											com as linhas do templo
apenas contra a Natureza pura.
											Viramo-nos e vemos apenas
a cidade abaixo de nós,
											e no interior,
uma vista em todas as direções,
											jardins radiantes,
											e de cada um dos nichos,
											caminhos radiantes.
									","
											Der Standort ist interessant: Als wir
den Entwurf vor 14 Jahren vorlegten,
											zeigten wir den Tempel vor den Anden.
											Wir hatten die Anden nicht als Standort,
											aber nach neun Jahren
waren wir am Ende genau dort.
											Man sieht die Umrisse des Tempels
vor nichts als unberührter Natur
											und wenn man sich umdreht,
sieht man unter sich nichts als die Stadt.
											Von innen kann man
in alle Richtungen sehen.
											Strahlenförmige Gärten
											sind von jeder Nische aus zu sehen.
											Strahlenförmige Wege.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											Last October, the opening ceremonies —
											a beautiful, sacred event,
											5,000 people from 80 countries,
											a continuous river of visitors,
											indigenous people
from all over South America,
											some who had never left their villages.
											And of course, that this temple
belongs to people,
											the collective, of many cultures
and walks of life,
											many beliefs,
											and for me, what's most important
is what it feels like on the inside;
											that it feel intimate,
											sacred,
											and that everyone is welcome.
											And if even a few who come
											have the same reaction
as that security guard,
											then it truly would be their temple.
											And I would love that.
									","
											El pasado octubre,
las ceremonias inaugurales...
											Un acontecimiento hermoso, sagrado,
											Cinco mil personas de 80 países,
											un río continuo de visitantes
											pueblos indígenas de toda Sudamérica,
											algunos que nunca habían
abandonado sus aldeas.
											Y por supuesto, este templo
pertenece a la gente,
											al conjunto de muchas culturas
y ámbitos sociales, muchas creencias,
											y para mí, lo que es más importante
es lo que se siente en el interior;
											que se siente íntimo,
											sagrado,
											y que todos son bienvenidos.
											Y si incluso solo unos pocos
de los que vienen
											tienen la misma reacción
que ese guardia de seguridad,
											entonces realmente sería su templo.
											Y eso me encantaría.
									","
											Geçen Ekim'de, açılış törenleri —
											güzel, kutsal bir etkinlik,
											80 ülkeden 5.000 kişi,
											ziyaretçi akını, Güney Amerika'nın
											tamamından gelen yerli insanlar,
kimisi köylerini daha önce
											hiç terk etmemiş olanlar.
											Elbette bu tapınak
insanlara ait, birçok kültürün,
											yaşam biçiminin,
birçok inancın kolektif bir hâli
											ve benim için
											en önemlisi, içeride
insana hissettirdiği şey,
											samimi, kutsal
											hissettiriyor
											ve herkese açık.
											Eğer ki, oraya gelen birkaç insan
											o güvenlik görevlisiyle
aynı tepkiyi verebilirse,
											o zaman bu, gerçekten
onların tapınağı olur.
											Ve ben bunu çok isterim.
									","
											Em outubro passado,
as cerimónias de abertura
											— um evento lindo, sagrado,
											5000 pessoas de 80 países,
											um rio contínuo de visitantes,
											indígenas de toda a América do Sul,
											alguns que nunca tinham saído
das suas aldeias.
											E, claro que este templo
pertence às pessoas,
											ao coletivo, de muitas culturas
e percursos de vida,
											muitas crenças,
											e, para mim, o mais importante
é o que se sente no interior:
											íntimo,
											sagrado,
											e que toda a gente é bem-vinda.
											E se alguns dos que vierem
											tiverem a mesma reação
do segurança,
											então este é verdadeiramente
o templo deles.
											E eu adoraria isso.
									","
											Im letzten Oktober, 
bei der Eröffnungszeremonie —
											eine schöne, heilige Feier
											mit 5.000 Menschen aus 80 Ländern,
											ein stetiger Strom von Besuchern,
											mit Ureinwohnern aus ganz Südamerika,
											von denen manche noch nie
ihre Dörfer verlassen hatten.
											Und natürlich gehört 
dieser Tempel den Menschen,
											der Gemeinschaft vieler Kulturen
und Gesellschaftsschichten,
											vieler Glaubensrichtungen.
											Am wichtigsten ist für mich das Gefühl,
das man im Innern hat,
											dass es ein intimes,
											heiliges Gefühl ist
											und dass jeder willkommen ist.
											Und selbst wenn nur wenige 
von denen, die kommen,
											so reagieren wie der Wachmann,
											dann wäre es wirklich ihr Tempel
											und das fände ich schön.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											Thank you.
									","
											Gracias.
									","
											Teşekkürler.
									","
											Obrigado.
									","
											Vielen Dank.
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaus)
									",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
"
","
","
","
","
",How do you build a sacred space?,Siamak Hariri,12:46,"architecture,art,design,collaboration,community,faith,engineering,innovation,materials,public spaces,religion,technology,society,TEDNYC"
