en,pt,es,de,title,speaker,duration,tags
"
											Like, I don't even want to work here.
									","
											Eu não quero trabalhar aqui.
									","
											No quisiera trabajar nunca aquí.
									","
											Dort will ich nicht mal arbeiten.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											You don't get to wear
color here, apparently,
											and HR seriously has problems
with people jumping in heels,
											I promise you that, OK?
											I talked to an organization
who recently decided
											against putting a ball pit
in the break room
											because that's how you retain millennials.
											We're 30, not three.
									","
											Aparentemente
não se pode usar nada de cor,
											e os RH vão ter problemas
com as pessoas a saltar de saltos altos,
											posso garantir.
											Falei com uma empresa
que recentemente decidiu
											contra a colocação de uma
caixa cheia de bolas na sala de convívio
											porque é a maneira de manter
a geração do milénio.
											Temos 30 anos, não temos três.
									","
											Aparentemente, aquí
no se usan los colores,
											y RR. HH. tiene problemas
con la gente con tacones que saltan,
											se los juro.
											Hablé con una organización que 
recientemente había decidido
											no poner un pelotero 
en la sala de descanso
											—porque así es como uno retiene
a los mileniales.
											Tenemos 30 años, no tres...
									","
											Bunte Kleidung ist hier wohl Tabu.
											Mit Absätzen springen: der Albtraum
für das Personalwesen.
											Das verspreche ich Ihnen.
											Ich sprach mit einer Firma,
die kürzlich beschloss,
											doch kein Kugelbad
im Pausenraum aufzustellen.
											So bindet man nämlich Millennials.
											Wir sind 30, nicht drei.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											And in fact, I know a young,
at the time, millennial,
											who was told that if she wanted
people to take her seriously,
											just because she was a millennial,
she would have to do this —
											wear shoulder pads.
											Yes.
											People younger than her and older than her
wouldn't take her seriously
											unless she wore shoulder pads.
											Straight-out-of-the-80s,
											can't-even-buy-them-anywhere
shoulder pads.
											This young woman had two graduate degrees.
											This young woman was me.
											And this is the best we came up with?
											How to navigate the multigenerational
workplace ... is shoulder pads?
									","
											Conheci uma jovem
da geração do milénio
											a quem disseram 
que, para ela ser levada a sério,
											por ser da geração do milénio,
teria de fazer isto
											— pôr chumaços nos ombros.
											Sim.
											Quem fosse mais novo
ou mais velho que ela,
											não a levaria a sério
se ela não usasse chumaços.
											Directamente do anos 80,
											já nem se encontram chumaços à venda.
											Essa jovem tinha duas licenciaturas.
											Essa jovem era eu.
											E isto é o melhor que conseguimos?
											Para navegar melhor num ambiente
multigeracional é usar... chumaços?
									","
											Y conozco a una joven milenial
											a la que le dijeron que si quería
que la gente la tomara en serio,
											como ella era una milenial,
debía hacer esto:
											usar hombreras.
											Sí.
											La gente mayor y menor que ella
no la tomarían en serio
											a menos que usara hombreras.
											Directo de los años 80,
											ya ni siquiera se puede comprar hombreras.
											Esta joven tenía 
dos títulos universitarios.
											Esta joven era yo.
											¿Y esto es lo mejor que se nos ocurre?
											¿Para moverse en un lugar de trabajo
multigeneracional hay que usar hombreras?
									","
											Tatsächlich weiß ich von einer Frau
der Generation Y, damals noch jung,
											der gesagt wurde, wenn sie ernst
genommen werden will,
											dann muss sie, eben weil sie aus
der Gen Y kam, folgendes tun —
											Schulterpolster tragen.
											Ja.
											Jüngere und ältere Menschen
nähmen sie nicht ernst,
											außer sie trage Schulterpolster.
											Direkt aus den 80ern,
											Schulterpolster, die man heute
nicht mehr kaufen kann.
											Diese junge Frau hatte zwei Diplome.
											Diese junge Frau war ich.
											Und das war das Beste, das uns einfiel?
											Wie navigiert man den Mehrgenerationen-
Arbeitsplatz ... Schulterpolster?
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											So, this is also what I've learned
talking to organizations
											that employ a wide range
of people of various ages.
											We are so much more similar
than we are different.
											And we're hearing this consistently.
											People want work that matters,
they want flexibility,
											they want support, they want appreciation,
											they want better coffee.
											But none of these things
are tied to a generation.
											Now, sure, we see small differences
in what people want.
											We know 20-year-olds and 60-year-olds
go home and do different things.
											They have different values.
											At least when it comes
to things happening outside of work.
									","
											Foi o que também aprendi 
ao falar com empresas
											que empregam pessoas de idades díspares.
											Temos muito mais semelhanças
do que diferenças.
											E estamos sempre a ouvir isto.
											Pessoas que querem trabalho importante,
querem flexibilidade,
											querem apoio, querem ser apreciados,
querem melhor café.
											Mas nenhum desses factores
estão ligados a uma geração.
											Vemos pequenas diferenças
no que as pessoas querem.
											Alguém com 20 anos faz e quer
coisas diferentes de alguém com 60 anos.
											Têm valores diferentes.
											Pelo menos, no que diz respeito
ao que acontece fora do trabalho.
									","
											También hay algo más que aprendí
al hablar con las organizaciones
											que emplean a una gran variedad
de gente de diversas edades.
											Somos más parecidos que diferentes.
											Y lo escuchamos en forma consistente.
											La gente quiere un trabajo 
que importe, flexibilidad,
											apoyo, aprecio,
											quieren un mejor café.
											Pero ninguna de estas cosas
se relaciona con una generación.
											Por supuesto, vemos diferencias 
en lo que la gente quiere.
											Los de 20 años y los de 60 hacen 
cosas diferentes al volver a casa.
											Tienen valores diferentes.
											Por lo menos con respecto
a las cosas fuera del trabajo.
									","
											Folgendes habe ich auch gelernt
bei Gesprächen mit Firmen,
											die viele verschiedene Leute
verschiedener Altersgruppen beschäftigen.
											Wir haben mehr Ähnlichkeiten
als Unterschiede.
											Und wir hören das ständig.
											Menschen wollen Arbeit, die zählt,
und Flexibilität,
											sie wollen Unterstützung und Anerkennung,
											und besseren Kaffee.
											Aber nichts davon gilt nur
für eine Generation.
											Sicher gibt es kleine Unterschiede
bei den Wünschen der Leute.
											Wir wissen, 20-Jährige und 60-Jährige
gehen heim und machen andere Dinge.
											Haben andere Wertvorstellungen.
											Zumindest, was ihre Freizeit betrifft.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											But I think what's happened
											is that this focus
on generational cohorts,
											these groups of people,
											has created a space where we just forgot
that people are people.
											And to know who they really are,
who we really work with,
											we have to figure out
how to better navigate
											this multigenerational workplace
											than ball pits.
											Call me one of those idealist millennials,
but I think we can get there.
											And I don't think the idea
is too terribly difficult.
									","
											Mas penso que o que se passou
											foi que o foco em grupos geracionais,
nestes grupos de pessoas,
											criaram um espaço onde esquecemos
que as pessoas são pessoas.
											Para saber quem realmente são,
com quem trabalhamos,
											temos de melhorar a nossa navegação
											neste ambiente laboral multigeracional,
											algo melhor do que
caixas cheias de bolas.
											Chamem-me um milenar idealista
mas penso que conseguimos.
											E não considero uma ideia
assim tão complexa.
									","
											Pero pienso
											que al habernos concentrado
en los grupos generacionales,
											en estos grupos de personas,
											hemos creado un espacio en el que
olvidamos que la gente es gente.
											Y para saber quiénes son realmente,
con quiénes trabajamos,
											debemos resolver cómo manejarnos mejor
											en el lugar de trabajo
											que instalar un pelotero.
											Pueden llamarme una idealista,
pero pienso que podemos alcanzarlo.
											Y no creo que la idea sea
terriblemente difícil.
									","
											Ich denke, dies ist passiert:
											dieser Fokus auf Generationen,
											auf Personengruppen,
											hat dazu geführt, dass wir vergessen,
dass Menschen Menschen sind.
											Um zu lernen, wer sie wirklich sind,
mit wem wir arbeiten,
											sind bessere Lösungen nötig
											beim Mehrgenerationen-Arbeitsplatz
											als Kugelbäder.
											Nennen Sie mich idealistisch,
aber wir können das schaffen.
											Und ich glaube nicht,
dass die Idee zu schwierig ist.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											What if we radically, simply, not easily,
											meet people where they are?
											Individualize our approach.
											I've never met a generation.
											I've had a lot of conversations
											with people who happened to identify
with a specific generational cohort.
											I know that 80-year-olds text message
											and 23-year-olds crochet blankets.
											None of these things are stereotypical
of that generation, right?
									","
											E se não facilitarmos,
mas simplificarmos,
											e encontrarmos as pessoas
onde elas estão?
											Individualizar a nossa abordagem.
											Nunca conheci uma geração.
											Tive imensas conversas
											com pessoas que se identificam
com um grupo geracional.
											Sei que octogenários
mandam mensagens
											e que jovens de 23 anos fazem croché.
											Nada disto são estereótipos
geracionais, certo?
									","
											¿Y si simplemente, radicalmente,
											conocemos a la gente por lo que son?
											Individualicemos nuestra visión.
											Nunca conocí a una generación.
											Tuve muchas conversaciones
											con personas que se identificaban
con un grupo generacional específico.
											Sé que los de 80 años 
escriben mensajes de texto
											y los de 23 tejen mantas al croché.
											Ningunas de estas cosas son estereotípicas
de esa generación, ¿verdad?
									","
											Was ist, wenn wir radikal
											Menschen entgegenkommen?
											Den Ansatz individualisieren.
											Eine Generation traf ich nie.
											Ich hatte viele Unterhaltungen
											mit Menschen, die zufällig in den
einen Generationsjahrgang fallen.
											Ich weiß, dass 80-Jährige SMS schreiben
											und 23-Jährige Decken häkeln.
											Nichts davon ist typisch für
diese Generation, oder?
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Nilofer Merchant —
she's a thought leader in innovation —
											she tells us we have to meet people
in their onlyness,
											that is, that spot in the world
where only we stand,
											as a function of our unique history,
our experiences and our hopes.
											But this requires
flexibility and curiosity.
									","
											Nilofer Merchant, uma líder
de pensamento na inovação;
											diz-nos que temos de conhecer
a pessoa individualmente,
											ou seja, o sítio no mundo
onde só nós estamos,
											em função da nossa história,
experiências e esperanças.
											Mas isto requer
flexibilidade e curiosidade.
									","
											Nilofer Merchant —una líder 
de pensamiento en innovación—
											nos dice que debemos conocer
a la gente en su ""exclusividad"",
											ese lugar en el mundo
en el que solo estamos nosotros
											en función de nuestra historia única, 
nuestras experiencias y esperanzas.
											Pero esto requiere
flexibilidad y curiosidad.
									","
											Nilofer Merchant — eine
Vordenkerin in Sachen Innovation —
											sagt uns, dass wir Menschen
in ihrer Einmaligkeit begegnen müssen,
											das heißt, genau dort,
wo nur wir uns befinden,
											als Teil unserer einzigartigen Geschichte,
unserer Erfahrungen und Hoffnungen.
											Aber dies erfordert
Flexibilität und Neugier.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											And what happens when we meet
people in their onlyness,
											only the spot in the world
that they stand,
											we learn that that boomer who is just
acting ""angry"" at work all the time
											is scared.
											Because he's worked every day
since he was 16 years old,
											and on a Monday,
sooner than he can imagine,
											he'll never go to work again.
											He's got plans.
											It's going to take like a week and a half
											to do all the things
on that retirement list.
											But then what?
											What if we give a little bit of grace
											to the person that might be
a little scared?
									","
											E quando conhecemos
pessoas na sua individualidade,
											ou seja, nesse sítio do mundo
onde só nós estamos,
											aprendemos que o ""boomer"" que está
sempre ""irritado"" no trabalho,
											está assustado.
											Porque trabalhou todos os dias
desde que tinha 16 anos,
											e numa segunda-feira,
mais cedo que imagina,
											não voltará ao trabalho.
											Ele tem planos.
											Vai tirar semana e meia
											para fazer tudo o que tem
programado para a reforma.
											E depois?
											E se apoiarmos um pouco
a pessoa que está assustada?
									","
											Y cuando conocemos a la gente
en su exclusividad,
											en ese lugar único en el mundo que ocupan,
											aprendemos que un ""baby-boomer""
que está siempre enojado en el trabajo
											en realidad está asustado.
											Porque ha trabajado todos los días
desde que tenía 16 años
											y algún lunes, más pronto
de lo que se pueda imaginar
											nunca más volverá al trabajo.
											Tiene planes.
											Le tomará una semana y media
											hacer todo lo de su lista
para cuando se jubile.
											¿Y después qué?
											¿Y si le damos un poco de gracia
											a esa persona que podría
estar un poco asustada?
									","
											Und was passiert, wenn wir Menschen
in ihrer Einmaligkeit begegnen,
											genau dort, wo nur sie sich befinden,
											wir lernen, dass dieser Babyboomer,
der bei der Arbeit immer ""wütend"" ist,
											Angst hat.
											Weil er jeden Tag gearbeitet hat,
seit er 16 Jahre war,
											und an einem Montag,
eher als er sich vorstellen kann,
											wird er nie wieder zur Arbeit gehen.
											Er hat Pläne.
											Es wird etwa eineinhalb Wochen dauern,
											um alles auf der Liste
für die Rente zu tun.
											Aber was dann?
											Sollten wir etwas gnädiger sein
											mit der Person, der etwas bang sein mag?
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Or that Generation X-er
											who has four drop-offs,
three kids, two hands,
											and is just trying to keep
the wheels on the bus.
											Sure, maybe she's a little aloof at work.
											Maybe she's a little independent,
maybe she's exhausted.
											Or that millennial
											who asks for a raise after two months
because they're ""entitled?""
											Well, maybe it's because
that generation has more debt
											than any generation before them,
coming out of college,
											and they just need the money
											to keep going, to pay rent.
									","
											Ou que aquela da geração X,
											que tem quatro fracassos,
três filhos, duas mãos,
											e que tenta a todo o custo
trabalhar e sobreviver.
											Sim, talvez esteja um pouco
alheada no trabalho.
											Talvez seja independente,
talvez esteja exausta.
											Ou aquela da geração do milénio,
											que pede um aumento após dois meses
porque ""merece""?
											Talvez seja porque é uma
geração com mais dívidas
											do que qualquer uma anterior,
ao sair da faculdade,
											e que precisa de dinheiro
											para se manter, para pagar a renda.
									","
											¿O esa de la generación X
											que tiene cuatro entregas,
tres hijos, dos manos,
											y solo trata de seguir adelante?
											Quizá sea un poco distante en el trabajo.
											Puede que sea un poco independiente,
o que esté exhausta.
											¿O ese milenial
											que después de dos meses pide
un aumento porque ""se lo merece""?
											Bueno, quizá sea porque
esa generación tiene más deudas
											que cualquier generación 
anterior, por la universidad,
											y simplemente necesitan el dinero
											para seguir adelante y para la renta.
									","
											Oder die Person aus Gen X,
											die drei Kinder und nur zwei Hände hat,
											und nur versucht, alles
unter einen Hut zu bringen.
											Sie mag im Job etwas reserviert sein.
											Vielleicht ist sie etwas
unabhängig oder erschöpft.
											Oder die Millennials,
											die nach zwei Monaten nach einer
""verdienten"" Gehaltserhöhung fragen?
											Es mag daran liegen, dass
sie mehr Schulden haben,
											als irgendeine Generation
nach Abschluss des Studiums zuvor.
											und sie brauchen das Geld einfach,
											um zu leben, um Miete zu zahlen.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											And suddenly, when you meet people
in their onlyness,
											that spot in the world only they stand,
											we're not talking
about a generation anymore.
											We're talking about Jim or Jen or Candice.
											And so here's my challenge to us.
											Pick a person, just one,
and explore their onlyness.
											And then learn.
											And then in the moments
where it's appropriate, teach.
											And figure out what they bring to work
that no one else can bring to work,
											because that's what makes work richer.
											And then do it again.
											And do it again.
											And then some day, we're not
working with generations anymore.
											We're working with people.
									","
											De repente, quando conhecemos
as pessoas na sua individualidade
											no sítio do mundo onde só elas estão,
											já não estamos
a referimo-nos a uma geração.
											Falamos sobre o Jim, a Jen ou a Candice.
											O meu desafio para nós próprios.
											Escolham uma pessoa, só uma,
explorem a sua individualidade.
											E aprendam.
											E nos momentos certos, ensinem.
											E vejam o que acrescentam no trabalho
que mais ninguém acrescenta,
											porque é isso que dá valor ao trabalho.
											E voltem a fazê-lo.
											E outra vez.
											E qualquer dia já não trabalhamos
com gerações,
											trabalhamos com pessoas.
									","
											Y, de pronto, cuando uno conoce
a la gente en su exclusividad,
											en ese lugar único del mundo que ocupan,
											ya no hablamos más de una generación.
											Hablamos de Jim, Jen o Candice.
											Y este es mi desafío para nosotros:
											elijan a una persona, solo una,
y exploren su exclusividad.
											Y aprendan.
											Y luego, en los momentos 
apropiados, enseñen.
											Averigüen qué aportan al trabajo
que nadie más puede aportar,
											porque eso enriquece el trabajo.
											Y luego háganlo de nuevo.
											Y de nuevo.
											Y entonces, un día, ya no
trabajaremos más con generaciones.
											Trabajaremos con personas.
									","
											Wenn man Menschen
in deren Einzigartigkeit trifft,
											dort in der Welt, wo nur sie stehen,
											sprechen wir nicht mehr
über eine Generation.
											Wir sprechen über Jim, Jen oder Candice.
											Hier ist meine Aufgabe für uns.
											Wählen Sie eine Person, nur eine,
und entdecken Sie deren Einzigartigkeit.
											Und dann lernen Sie.
											Und in geeigneten Momenten, lehren Sie.
											Und finden Sie heraus, was nur
diese Person einbringen kann,
											denn das bereichert die Arbeit.
											Und dann wiederholen Sie das.
											Immer wieder.
											Dann arbeiten wir eines Tages
nicht mehr mit Generationen.
											Wir arbeiten mit Menschen.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											And so to really understand the beauty
of the multigenerational workplace,
											I think we just have to meet
people where they are.
											And that doesn't require
that we unpack and live there with them.
											But we might find, at least on occasion,
it's a beautiful place to visit.
											And so I think there's just no need
											to argue about which generation
is the most angry
											or the most entitled
or the most so obsessed with food.
											We all come to the classroom,
to work, back to our homes,
											a little bit tired and a little bit
tattered sometimes.
											Maybe let's just do our best
to humbly meet people where they are,
											how they show up that day,
											generation and all.
											And in those moments
											where it can feel a little bit
like intergenerational warfare,
											I think we can at least all agree
											that shoulder pads aren't the solution.
									","
											Para percebermos a beleza
de um ambiente laboral multigeracional,
											temos de conhecer as pessoas
onde elas estão.
											E não é necessário que vivamos com eles.
											Mas podemos descobrir
que é um lindo sítio para visitar.
											Penso que não há necessidade
											de discutir sobre qual é
a geração mais revoltada
											ou a que tem mais direitos
ou a mais obcecada com comida.
											Todos estudamos, trabalhamos,
voltamos a casa
											cansados e por vezes
um pouco estafados.
											Vamos tentar conhecer pessoas
no momento onde estão,
											como estão naquele dia,
											contando com a sua geração.
											E nesses momentos
											em que parece estarmos
em guerra intergeracional,
											podemos todos concordar
											que os chumaços não são a solução.
									","
											Para entender realmente la belleza
del lugar de trabajo multigeneracional,
											pienso que solo debemos aceptar 
a la gente donde sea que estén.
											Y eso no requiere desempacar 
y vivir con ellos allí.
											Incluso en ocasiones podríamos descubrir
que es un bello lugar para visitar.
											Pienso que no debemos plantearnos
											cuál generación está más enojada,
											o cuál tiene más derechos, o 
se obsesiona más con la comida.
											Todos vamos a clase, al trabajo,
y volvemos a nuestras casas
											a veces un poco cansados y maltrechos.
											Quizá solo debamos esforzarnos por
aceptar a la gente donde sea que estén,
											como se presenten en ese día,
											con generación y todo.
											Y en esos momentos
											en los que se siente un poco
de guerra intergeneracional
											pienso que todos estamos de acuerdo
											en que las hombreras 
no son la mejor solución.
									","
											Um die Schönheit des Mehrgenerationen-
Arbeitsplatzes zu verstehen,
											müssen wir, denke ich,
Leute nur da treffen, wo sie sind.
											Das bedeutet nicht, dass wir bleiben
und mit ihnen leben müssen.
											Aber vielleicht stellen wir fest, dass
sie zu besuchen ganz schön ist.
											Deswegen müssen wir nicht streiten,
											welche Generation die wütendste ist
											oder die anspruchsvollste
oder die verfressenste.
											Wir kommen alle in die Klasse,
die Arbeit, zurück nach Hause,
											und das alles manchmal
etwas müde und erschöpft.
											Lasst uns einfach nur unser Bestes tun,
Menschen entgegenzukommen,
											wie sie an diesem Tag auftauchen,
											Generation hin oder her.
											Und in diesen Momenten,
											die sich manchmal etwas
wie ein Krieg der Generationen anfühlen,
											glaube ich, wir sind uns wenigstens einig,
											dass Schulterpolster keine Lösung sind.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gelächter)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias
									","
											Vielen Dank.
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
"
","
","
","
",How generational stereotypes hold us back at work,Leah Georges,11:35,"TEDx,business,collaboration,leadership,communication,success,personal growth,productivity,work"
