en,tr,fr,de,pt,title,speaker,duration,tags
"
											But being fast is costly.
											The cheetah is speedy,
but at the expense of strength.
											They can't risk getting in a fight,
											so they lose one in nine kills
to tougher predators like hyenas.
											No wonder they're laughing.
									","
											Ama hızlı olmanın da bir bedeli var.
											Çita hızlı, pekâlâ,
ama gücünden ödün veriyor.
											Bir kavgaya girmeye yeltenemiyor,
											sırtlan gibi avcılara
her dokuz avdan birini kaybediyorlar.
											Sırtlanların gülmesine şaşmamalı.
									","
											Mais être rapide est coûteux.
											Le guépard est rapide
au détriment de sa force.
											Il ne peut pas risquer de se battre
											alors il perd une proie sur neuf
											face à des prédateurs
plus forts comme la hyène.
											Pas étonnant qu'elle rie.
									","
											Schnellsein hat seinen Preis.
											Der Gepard ist schnell,
aber auf Kosten seiner Kraft.
											Er kann keinen Kampf riskieren
											und verliert eine von neun Erbeutungen
an stärkere Raubtiere wie Hyänen.
											Kein Wunder, dass Letztere lachen.
									","
											Mas ser rápido tem custos.
											A chita é rápida,
mas à custa de dispêndio de força.
											Não se podem arriscar
a envolver-se numa luta,
											por isso, perdem uma presa em nove
											para predadores mais resistentes
como as hienas.
											Não admira que elas se riam.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											The sloth, on the other hand,
											has taken a more stealthy
approach to dinner.
											They survive by capturing and consuming
											static leaves.
									","
											Ama tembel hayvan
											akşam yemeğine daha görünmez
bir yaklaşım geliştirmiş.
											Hayatta kalmalarının sırrı
											yerinde duran yaprakları
yakalayıp tüketmeleri.
									","
											Le paresseux, d'autre part,
											a adopté une approche
plus furtive pour le dîner.
											Il survit en capturant et en consommant
											des feuilles statiques.
									","
											Das Faultier dagegen
wählt einen heimlicheren Weg,
											um an sein Abendbrot zu kommen.
											Es überlebt durch das Erlegen
und Verzehren —
											von bewegungslosen Blättern.
									","
											A preguiça, por seu turno,
											tem uma abordagem
mais cautelosa ao seu jantar.
											Elas sobrevivem
capturando e consumindo...
											folhas estáticas.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											But you see, leaves don't want
to be eaten any more than antelope do,
											so they're loaded full of toxins
and very hard to digest.
											So in order to consume them,
											the sloth has also
had to become an athlete —
											a digesting athlete.
									","
											Ama bir antilop nasıl yenmek istemezse
yapraklar da istemiyor,
											o yüzden de aşırı toksitler
ve sindirimi çok zor.
											Bu yaprakları tüketebilmek için de
											tembel hayvanlar
sporcu olmayı öğrenmişler —
											sindirim sporcusu.
									","
											Mais les feuilles ne veulent pas plus
être mangées qu'une antilope,
											alors elles sont pleines de toxines
et très difficiles à digérer.
											Afin de les consommer,
											le paresseux doit aussi
devenir un athlète —
											un athlète de la digestion.
									","
											Doch genau wie Antilopen
wollen auch Blätter nicht gegessen werden
											und so sind sie vollgepackt mit Toxinen
und schwer verdaulich.
											Um diese Blätter zu verdauen,
											musste das Faultier
auch zu einem Athleten werden.
											Zu einem Verdauungs-Athleten.
									","
											Mas, sabem, tal como o antílope,
as folhas não querem ser comidas,
											por isso, estão carregadas de toxinas
e são muito difíceis de digerir.
											Para as consumir
											a preguiça teve também
de se tornar uma atleta
											— uma atleta digestiva.
(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											As armas secretas da preguiça
são o seu estômago de quatro câmaras
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											The sloth's secret weapon
is a four-chambered stomach
											and plenty of time.
											They have the slowest
digestion rate of any mammal.
											And it can take up to a month
to process a single leaf,
											which gives their liver plenty of time
to process those toxins.
											So, sloths aren't lazy.
											No, they're busy.
											Digesting.
									","
											Tembel hayvanların gizli silahı
dört bölmeli bir mide
											ve bol bol zaman.
											Memeliler arasındaki
en düşük sindirim oranına sahipler.
											Tek bir yaprağın sindirimi
bir ay sürebilir,
											bu da o toksinleri öğütmek için
karaciğere bol bol zaman tanıyor.
											Yani tembel hayvanlar tembel değil.
											Onlar sadece meşgul.
											Öğütmekle.
									","
											L'arme secrète du paresseux
est un estomac à quatre poches
											et beaucoup de temps.
											Il a le taux de digestion
le plus lent chez les mammifères.
											Cela peut lui prendre jusqu'à un mois
pour digérer une seule feuille,
											ce qui donne plein de temps à son foie
pour transformer les toxines.
											Les paresseux ne sont pas flemmards.
											Non, ils sont occupés.
											À digérer.
									","
											Die Geheimwaffe von Faultieren
ist ihr 4-Kammer-Magen
											und viel Zeit.
											Von allen Säugetieren
haben sie die langsamste Verdauung.
											Die Verdauung eines einzigen Blattes
kann bis zu einem Monat dauern.
											Das gibt ihrer Leber ausreichend Zeit,
die vielen Toxine abzubauen.
											Faultiere sind also gar nicht faul.
											Nein, sie sind beschäftigt —
											mit Verdauen.
									","
											e muito tempo.
											Elas têm a digestão
mais lenta dos mamíferos.
											Pode levar um mês
a processar uma única folha,
											o que permite ao fígado delas
muito tempo para processar essas toxinas.
											Portanto, as preguiças
não são preguiçosas.
											Não, elas estão ocupadas...
											a digerir.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Sim, realmente ocupadas.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Yeah, really busy.
									","
											Evet, gerçekten meşgul.
									","
											Oui, très occupés.
									","
											Oh ja, sehr beschäftigt.
									","
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Muito trabalhadora, aquela preguiça,
muito trabalhadora.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Hard at work, that sloth,
very hard at work.
											And of course, leaves
have little calorific value,
											so sloths have evolved to spend
as little energy as possible.
											They do about 10 percent of the work
of a similar-sized mammal
											and survive on as little
as 100 calories a day,
											thanks to some ingenious adaptations.
											The Bradypus, three-toed sloths,
											they've got more neck bones
than any other mammal,
											even a giraffe.
											Which means they can turn their head
through 270 degrees
											and graze all around them,
											without having to actually bother
with the effort of moving their body.
									","
											Nasıl da sıkı çalışıyor
bu tembel hayvan, nasıl sıkı.
											Ayrıca yaprakların ısı verme
değeri çok düşük,
											o yüzden tembel hayvanlar mümkün
olduğunca az enerji harcamaya evrildiler.
											Benzer boyutta bir memelinin
yaptığının yüzde 10'unu yapıyor
											ve günde 100 kalori kadar
az besinle hayatta kalıyorlar,
											o maharetli adaptasyonları sayesinde.
											Bradypus cinsinin, üç parmaklı olan,
											diğer tüm memelilerden
daha çok boyun kemiği var,
											hatta zürafadan bile.
											Bu da demek oluyor ki
başlarını 270 derece döndürebilir
											ve çevrelerine göz atabilirler,
											hem de vücutlarını oynatma
zahmetine hiç girmeden.
									","
											Il travaille dur, ce paresseux,
il travaille très dur.
											Bien sûr, les feuilles
ont une faible valeur calorifique,
											alors le paresseux a évolué pour dépenser
aussi peu d'énergie que possible.
											Il réalise environ 10% du travail
d'un mammifère de taille similaire
											et survit modestement
avec 100 calories par jour,
											grâce à des adaptations ingénieuses.
											Le Bradypus, le paresseux tridactyle,
											a plus de vertèbres cervicales
que les autres mammifères,
											y compris que la girafe.
											Cela signifie qu'il peut
tourner la tête à 270 degrés
											et brouter tout autour de lui
											sans avoir à prendre la peine
de bouger son corps.
									","
											Dieses Faultier
ist wirklich schwer am Arbeiten.
											Und Blätter sind nicht sehr nahrhaft.
											Also sind Faultiere darauf ausgelegt,
sehr wenig Energie zu verbrauchen.
											Sie verrichten etwa 10 %
der Arbeit ähnlich großer Säugetiere
											und benötigen nur 100 Kalorien pro Tag,
											dank einiger genialer Anpassungen.
											Das Bradypus, also Dreifinger-Faultier,
											hat mehr Halswirbel
als jedes andere Säugetier.
											Sogar mehr als eine Giraffe.
											Dadurch kann es seinen Kopf
um 270 Grad drehen
											und alle Blätter um sich herum abfressen,
											ohne sich die Mühe zu machen,
den eigenen Körper zu bewegen.
									","
											E, claro, as folhas
têm poucas calorias,
											por isso, as preguiças evoluíram
para despenderem
											o mínimo de energia possível.
											Elas fazem cerca de 10% do trabalho
de um mamífero de tamanho igual
											e sobrevivem com apenas
100 calorias por dia,
											graças às suas engenhosas adaptações.
											As ""Bradypus"", as preguiças de três dedos,
											têm mais ossos no pescoço
do que qualquer outro mamífero,
											mesmo uma girafa.
											O que significa
que elas podem virar a cabeça 270º
											e pastar à sua volta,
											sem terem de se maçar
com o esforço de mover o corpo.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Também significa que elas são
surpreendentemente boas nadadoras.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											It also means that they are
surprisingly good swimmers.
											Sloths can bob along in water
											three times faster
than they can move on land,
											kept afloat by ...
											trapped wind.
									","
											Aynı zamanda şaşırtıcı
derecede iyi yüzücüler.
											Suda hareket edişleri
											karadaki hareketlerinden
üç kat daha hızlı,
											bunun sırrı da...
											hapsolmuş rüzgâr.
									","
											Cela veut également dire que,
surprenamment, c'est un très bon nageur.
											Le paresseux peut se glisser dans l'eau
											trois fois plus vite
qu'il ne se déplace à terre,
											maintenu à flot par...
											des gaz piégés en eux.
									","
											Dadurch sind sie auch
überraschend gute Schwimmer.
											Im Wasser gleiten sie dreimal schneller,
als sie sich an Land bewegen können.
											Für Auftrieb sorgen dabei —
											""eingeschlossene Winde"".
									","
											As preguiças podem mover-se
para cima e para baixo na água
											três vezes mais depressa
do que em terra,
											e manter-se a flutuar através da...
											flatulência.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Gülme sesleri)
									","
											(Rires)
									","
											(Gelächter)
									","
											Portanto...
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											So —
									","
											Bir de —
									","
											Alors —
									","
											Also —
									","
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Gülme sesleri)
									","
											(Rires)
									","
											(Gelächter)
									","
											as preguiças são o único mamífero
conhecido que não soltam a flatulência.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											sloths are the only mammal that we know of
that don't do flatulence.
											When they need to expel gas,
											it's actually reabsorbed
into their bloodstream
											and expelled orally
as a sort of mouth fart.
									","
											Tembel hayvanlar gaz çıkarmayan,
bildiğimiz tek memeliler.
											Gaz çıkarmaları gerektiğinde
											gaz, kan dolaşımları tarafından
yeniden emiliyor
											ve bir çeşit ağız pırtı olarak
dışarı atılıyor.
									","
											Le paresseux est le seul animal connu
qui n'a pas de flatulences.
											Quand il a besoin d'expulser des gaz,
											ils sont réabsorbés dans son sang
											et expulsés oralement
sous une forme de pet de bouche.
									","
											Das Faultier ist das einzige
bekannte Säugetier, das nicht pupst.
											Wenn sie mal Luft ablassen müssen,
											wird sie in ihren Blutkreislauf resorbiert
											und durch das Maul entlassen,
als eine Art ""Mund-Pups"".
									","
											Quando elas precisam de expelir gás,
											este é reabsorvido na corrente sanguínea
											e expelido oralmente
como uma espécie de arroto-pum.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Passar a vida de cabeça para baixo
poupa mais energia.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Turning their lives upside down
saves further energy.
											They have about half the skeletal muscle
of a terrestrial mammal.
											They don't really have so many
of the extensor muscles
											that are the weight-bearing muscles;
											instead, they rely on retractor muscles
to pull themselves along.
											They have long, hooked claws
and a high fatigue resistance,
											so they can literally hook on and hang
like a happy, hairy hammock
											for hours on end.
											And sloths can do almost anything
in this inverted position.
											They sleep, eat and even give birth.
											Their throat and blood vessels
are uniquely adapted
											to pump blood and to swallow food
against the force of gravity.
											They have sticky bits on their ribs
											that prevent their enormous stomach
from crushing their lungs.
											And their fur grows
the opposite direction,
											so they can drip dry
after a tropical drenching.
											The only problem is,
if you turn a sloth the other way up,
											gravity removes its dignity.
									","
											Alt üst yaşanan bir hayat,
daha fazla enerji saklıyor.
											Herhangi bir memelinin
yarısı kadar iskelet kasına sahipler.
											Uzayan kasların pek çoğu onlarda yok,
											bunlar ağırlık kaldırabilen kaslar;
											onlar retraktör kaslarına güveniyor,
kendilerini çekmek için.
											Uzun, kancalı pençeleri
ve yorgunluğa yüksek dirençleri var,
											yani mutlu, tüylü bir hamak gibi
											saatlerce asılı kalabilirler.
											Ve bu tersyüz pozisyonda
neredeyse her şeyi yapabiliyorlar.
											Uyuyorlar, besleniyorlar
hatta doğum yapıyorlar.
											Boğazları ve kan damarları
öyle eşsiz adapte olmuş ki
											yer çekimine karşı kan pompalıyor
ve besinleri yutuyorlar.
											Kaburgalarına yapışık parçalar var,
											devasa midelerinin,
akciğerlerine zarar vermesini önlüyor.
											Tüyleri de ters yönde uzuyor,
											tropikal bir yağmur sonrası
damlayarak kuruyabilirler.
											Tek sorun şu, bir tembel hayvanı
diğer yöne çevirirseniz
											yer çekimi hoşgörüye son veriyor.
									","
											Renverser ainsi leur vie
lui fait économiser plus d'énergie.
											Il a un muscle squelettique deux fois
moindre qu'un mammifère terrestre.
											Il n'a pas tant de muscles extenseurs,
											les muscles qui portent le poids,
											au lieu de cela, il recourt
à des muscles rétracteurs pour se traîner.
											Il a de longues griffes crochues
et une haute résistance à la fatigue,
											alors il peut s'accrocher et pendre
tel un heureux hamac poilu
											pendant des heures.
											Le paresseux peut presque tout faire
dans cette position renversée.
											Il dort, il mange, il accouche même ainsi.
											Sa gorge et ses vaisseaux sanguins
sont spécifiquement adaptés
											à pomper du sang
et avaler de la nourriture
											contre la gravité.
											Il a des sections collantes sur ses côtes
											qui empêchent son énorme estomac
d'écraser ses poumons.
											Sa fourrure pousse
dans la direction opposée
											pour qu'il puisse égoutter
après une pluie tropicale.
											Le seul problème est
que si vous retournez un paresseux,
											la gravité lui ôte sa dignité.
									","
											Falsch herum zu leben
spart außerdem Energie.
											Sie haben nur halb so viele Muskeln
wie ein am Boden lebendes Säugetier.
											Sie haben nur wenige Streckmuskeln,
also Gewicht tragenden Muskeln.
											Sie verlassen sich auf Rückziehmuskeln,
mit denen sie sich herumhangeln.
											Sie haben lange, hakenförmige Krallen
und sind sehr ausdauernd;
											so können sie wie eine glückliche
und haarige Hängematte herumhängen —
											stundenlang.
											In dieser umgekehrten Position
können Faultiere wirklich alles machen.
											Sie schlafen, essen und gebären sogar so.
											Auch Hals und Blutgefäße
sind auf einzigartige Weise angepasst,
											um gegen die Schwerkraft
zu schlucken und Blut zu pumpen.
											Kleine klebrige Stellen
an den Rippen verhindern,
											dass der riesige Magen
ihre Lungen zerdrückt.
											Das Fell wächst in die andere Richtung
											und nach tropischen Regenschauern
tropft das Wasser so einfach ab.
											Das Problem ist nur,
wenn man das Faultier umdreht,
											nimmt ihm die Schwerkraft seine Würde.
									","
											Elas têm cerca de metade
do músculo esquelético
											de um mamífero terrestre.
											Elas não têm muitos
dos músculos extensores
											que suportam o peso;
											em vez disso, elas confiam nos músculos
retratores para se movimentarem.
											Elas têm garras longas e curvas
e uma elevada resistência à fadiga,
											por isso, podem agarrar-se e pendurar-se
como uma rede de descanso feliz e peluda
											horas a fio.
											As preguiças podem fazer quase tudo
nesta posição invertida.
											Elas dormem, comem e até dão à luz.
											A garganta e vasos sanguíneos
estão adaptados de forma única
											para bombearem sangue e engolir comida
contrariando a força da gravidade.
											Elas têm coisas pegajosas nas costelas
											para impedir que o seu enorme estômago
esmague os seus pulmões.
											E o seu pelo cresce na direção oposta,
											de forma a poderem pingar até secarem
depois de um aguaceiro tropical.
											O único problema é que,
se virarmos uma preguiça ao contrário,
											a gravidade retira-lhe a dignidade.
											Audiência: Ohhh...
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Audience: Awww.
									","
											İzleyici: Awww.
									","
											Public : Ohhhhhh.
									","
											Publikum: Oooh.
									","
											Elas não se aguentam de pé.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											They can't hold themselves upright.
											And so they drag their bodies along
as if mountaineering on a flat surface.
											And I think this is why
the early explorers like Valdés
											thought so poorly of them,
											because they were observing sloths
the wrong way up and out of context.
									","
											Kendilerini dik tutamıyorlar.
											O yüzden de düz zemin üzerinde
dağcı gibi kendilerini yayıyorlar.
											Sanırım işte bu yüzden
Valdés gibi eski keşifçiler
											onları zavallı sandı,
											çünkü tembel hayvanları yanlış yönden
ve koşulları dışında gözlemliyorlardı.
									","
											Il ne peut pas se tenir droit.
											Il traîne son corps tel un alpiniste
sur une surface plane.
											Ce doit être pour cela que
les premiers explorateurs comme Valdès
											les dénigraient tant
											car ils observaient les paresseux
à l'envers et en dehors de leur contexte.
									","
											Sie können sich nicht aufrecht halten.
											So ziehen sie ihren Körper über den Boden,
als würden sie einen Berg besteigen.
											Das ist sicher auch der Grund,
											weshalb Forscher wie Valdés
so schlecht von ihm sprachen.
											Sie beobachteten Faultiere falsch herum
und außerhalb ihres Lebensraumes.
									","
											Então, arrastam o corpo
como se estivessem a fazer montanhismo
											numa superfície plana.
											Penso que foi por isso
que os primeiros exploradores como Valdés
											pensaram tão mal delas,
											porque eles estavam a observar
as preguiças viradas ao contrário
											e fora do seu contexto.
											Passei muitas horas felizes
a observar preguiças a moverem-se.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											I've spent many happy hours
mesmerized by moving sloths.
											Their lack of muscle hasn't impeded
their strength or agility.
											Nature's zen masters of mellow
move like ""Swan Lake"" in slow mo —
									","
											Hareket eden tembel hayvanları
dikkatle izleyerek saatler geçirdim.
											Kas eksiklikleri güçlerini
veya çevikliklerini kötü etkilemedi.
											Doğanın zen ustaları, Swan Lake balesini
yavaş çekimde yapıyorlar —
									","
											J'ai passé de nombreuses heures hypnotisée
par des paresseux en déplacement.
											Le manque de muscles n'a pas entravé
leur force ou leur agilité.
											Les maîtres zen de la nature
et des mouvements doux
											comme « Le Lac des cygnes » au ralenti —
									","
											Wie hypnotisiert beobachtete ich Faultiere
viele Stunden lang, wie sie sich bewegen.
											Der Mangel an Muskeln
schränkt ihre Agilität nicht ein.
											Sie sind die Zen-Meister der Entspannung,
wie ""Schwanensee"" in Zeitlupe.
									","
											A sua falta de músculo não impede
a sua força e agilidade.
											Os mestres Zen da Natureza
											de movimentos suaves como
""O Lago dos Cisnes"" ao retardador...
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											com o controlo superior
de um mestre do Tai Chi.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											with the core control of a tai chi master.
											This one has fallen asleep mid-move,
which is not uncommon.
									","
											hem de bir tai chi efendisi kontrolüyle.
											Bu gördüğünüz hareketin ortasında uyumuş,
nadir bir şey değil.
									","
											avec un contrôle abdominal
digne d'un maître du tai chi.
											Celui-ci s'est endormi en mouvement,
ce qui n'est pas rare.
									","
											Und mit der Körperspannung
eines Tai Chi-Meisters.
											Hier ist jemand beim Bewegen eingenickt,
was überhaupt nicht ungewöhnlich ist.
									","
											Esta adormeceu a meio do movimento,
o que não é incomum.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Mas vocês devem estar a perguntar-se:
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											But you're probably wondering:
											How does a dangling bag
of digesting leaves avoid being eaten?
											Good question.
											Well, this is one
of the sloth's main predators.
											It's the harpy eagle.
											It can fly at speeds
of up to 50 miles per hour,
											has talons the size of a grizzly bear's,
											razor-sharp eyesight,
											and that ring of feathers focuses sound
											so that it can hear
the slightest leaf rustle.
											The sloth, on the other hand,
has poor hearing, bad eyesight,
											and running from danger
is clearly not an option.
											No, they survive by wearing
an invisibility cloak
											worthy of Harry Potter.
									","
											Ama şunu merak ediyorsunuzdur:
											İçi yaprak dolu bu koca tüy torbası
yenmekten nasıl kaçınıyor?
											Güzel soru.
											Bu, tembel hayvanın ana avcılarından biri.
											Sorguçlu kartal.
											Saatte 80 km hızla uçabilir,
											bir ayının pençelerine sahip,
											oldukça keskin big görüş
											ve tüyleri sayesinde sese odaklanıyor
											ve yaprak kıpırdasa duyabiliyorlar.
											Tembel hayvansa
iyi duyamıyor, iyi göremiyor
											ve tehlikeden kaçmak
kesinlikle bir seçenek değil.
											Onlar görünmezlik pelerini
sayesinde hayatta kalıyorlar,
											Harry Potter gibi.
									","
											Mais vous devez vous demander :
											comment un sac ballant de feuilles
en digestion évite-t-il d'être mangé ?
											Bonne question.
											Voici l'un des principaux
prédateurs du paresseux.
											C'est la harpie féroce.
											Elle peut voler à des vitesses
allant jusqu'à 80km/h,
											à des griffes de la taille
de celles d'un grizzly,
											une vision perçante
											et cet anneau de plume concentre le son
											pour qu'elle puisse entendre
le moindre bruissement de feuilles.
											Le paresseux, d'un autre côté,
a une mauvaise ouïe, une mauvaise vue
											et fuir le danger
n'est clairement pas une option.
											Il survit en portant
une cape d'invisibilité
											digne de Harry Potter.
									","
											Aber Sie fragen sich sicher:
											Wie verhindert es ein herumhängender Sack,
der Blätter verdaut, gefressen zu werden?
											Gute Frage.
											Zu den großen Feinden des Faultiers
gehört die Harpyie.
											Sie fliegt mit bis zu 80 km/h
und hat Krallen wie ein Grizzlybär.
											Sie sieht gestochen scharf
											und durch einen Federkranz am Ohr
hört sie das leiseste Blattrascheln.
											Dagegen hat das Faultier schlechte Augen,
es hört nicht besonders gut
											und bei Gefahr wegzulaufen
ist selbstverständlich keine Option.
											Nein, sie überleben
dank eines Tarnumhangs,
											der Harry Potter-würdig wäre.
									","
											""Como é que um saco balouçante
de digestão de folhas evita ser comido?""
											Boa pergunta.
											Aqui está um dos principais
predadores das preguiças.
											É a harpia.
											Ela pode voar com uma velocidade
de até 80 km por hora,
											as suas garras são do tamanho
das de um urso pardo,
											uma visão de extraordinária precisão,
											e aquele círculo de penas direciona o som
											para poder ouvir
o mais leve restolhar das folhas,
											A preguiça, por outro lado,
tem fraca audição, fraca visão,
											e fugir do perigo
não é, claramente, uma opção.
											Não, elas sobrevivem usando
um manto de invisibilidade
											digno de Harry Potter.
											O pelo delas tem sulcos
que atraem a humidade
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
