es,tr,de,title,speaker,duration,tags
"
											Una nube que la gente rara vez echa de menos es esta:
											la nube de tormenta cumulonimbo.
											Es la que produce truenos, rayos y granizo.
											Estas nubes se extienden sobre esta enorme
											forma de yunque, desplegándose 16 km 
hacia arriba en la atmósfera.
											Son una expresión de la majestuosa arquitectura
											de nuestra atmósfera.
											Pero desde abajo, son la encarnación
											de la fuerza poderosa y elemental
											que impulsa nuestra atmósfera.
											Estar ahí es estar conectado con la lluvia
											y el granizo, sentirse conectado a nuestra atmósfera.
											Hay que recordar que somos criaturas
											que habitan en este océano de aire.
											No vivimos bajo el cielo. Vivimos dentro de él.
											Y esa conexión visceral con nuestra atmósfera
											me parece un antídoto.
											Un antídoto a la creciente tendencia que tenemos
											de sentir que realmente podemos experimentar la vida
											viéndola en una pantalla de computadora,
											cuando estamos en una zona wi-fi.
									","
											İnsanların nadiren gözden kaçırdığı bir bulu türü ise:
											kümülonimbuss fırtına bulutudur.
											Gök gürültüsünü, şimşeği ve doluyu üreten şey bu buluttur .
											Bu bulutlar bu devasa örslerin üzerinde
											atmosferde 10 mile kadar yükselebiliyorlar.
											Onlar atmosferimizin görkemli mimarisinin
											bir dışavurumu.
											Fakat buradan, aşağıdan bakıldığında, atmosferimizi
											yöneten, güçlü ve temel kuvvetlerin
											somut örneği oluyorlar.
											Orada olmak, şiddetli yağmura ve doluya bağlı olmak,
											atmosfere bağlı olmayı hissetmek demek.
											Bu hava okyanusunda yaşayan
											yaratıklar olduğumuzu hatırlamamız gerekiyor.
											Gökyüzünün altında yaşamıyoruz. İçinde yaşıyoruz
											Ve atmoferimizle olan bu içsel bağlantı
											bana bir panzehir hissi veriyor.
											Kablosuz internet alanındayken
											hayatı bilgisiyar ekranından izliyormuş
											hissine sahip olma eğilimimizi
											geliştiren bir panzehir.
									","
											Eine Wolke, die selten jemand verpasst, 
ist diese:
											die Cumulonimbus-Sturmwolke.
											In ihr entstehen 
Blitz und Donner und Hagel.
											Diese Wolken breiten sich 
an ihrer Spitze ambossförmig aus
											und reichen bis zu 16 km hoch in die Atmosphäre.
											Sie sind ein Ausdruck 
der majestätischen Architektur
											unserer Atmosphäre.
											Aber von hier unten, 
sind sie die Verkörperung
											der gewaltigen, elementaren Kräfte
											die unsere Atmosphäre beherrschen.
											Dort zu sein, inmitten des Regenschauers 
und des Hagels heisst,
											sich mit unserer Atmosphäre 
verbunden zu fühlen.
											Wir sollten uns erinnern, 
dass wir Geschöpfe sind,
											die diesen Ozean aus Luft bewohnen.
											Wer leben nicht unterhalb des Himmels. 
Wir leben mitten drin.
											Und diese tiefe, körperliche Verbindung 
mit unserer Atmosphäre,
											wirkt auf mich, wie ein Gegengift.
											Es ist ein Gegengift zu dem wachsenden Trend,
											der uns das Gefühl gibt, 
dass wir das wahre Leben tatsächlich
											an einem Computer-Bildschirm erleben können,
											wenn wir in der Wi-Fi-Zone sind.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Pero las nubes que mejor expresan
											por qué hoy es más importante que nunca observarlas
											son estas, los cúmulos.
											¿Verdad? Se forman en los días soleados.
											Si cierran los ojos y piensan en una nube,
											probablemente sea una de estas la que viene a la mente.
											Todas las formas de nubes del comienzo
											eran cúmulos.
											Sus contornos nítidos y definidos
											las hace las mejores para encontrar formas en ellas.
											Y nos recuerda
											lo intrascendente que es observar nubes,
											la actividad tan anodina que es.
											No van a cambiar el mundo
											tendiéndose boca arriba y mirando hacia el cielo.
											Es inútil. Es una actividad inútil,
											y por eso, precisamente, que es tan importante.
									","
											Fakat bulut gözetleme eyleminin
											eskisinden daha önemli olduğunu en iyi açıklayan
											bulut türü, kümülüs bulutudur.
											Öyle değil mi? Güneşli bir günde oluşur.
											Eğer gözlerinizi kapatıp bir bulut düşünürseniz,
											büyük ihtimalle aklınıza bu türden bir bulut gelecektir.
											Tüm bulut şekilleri en başta
											kümülüs bulutuydu.
											Keskin, kıvrımlı şekilleri
											onlardan şekil üretmek için çok uygun.
											Ve bize bulut gözlemlemenin
											amaçsız doğasını hatırlatır,
											ne kadar amaçsız bir aktivite olduğunu.
											Sırtüstü yatıp gözünüzü gökyüzüne dikerek
											dünyayı değiştirecek değilsiniz heralde, değil mi?
											Bu yararsız olur. Bu anlamsız bir etkinliktir,
											ki onu bu kadar önemli yapan şey de budur.
									","
											Aber die Wolke, die am besten zeigt,
											warum das Betrachten von Wolken 
heute wertvoller ist als je zuvor,
											ist diese hier, die Cumulus-Wolke.
											Sie entsteht an einem sonnigen Tag.
											Wenn Sie ihre Augen schließen
											und an eine Wolke denken, 
ist es wahrscheinlich so eine.
											Die Wolkenfiguren, die wir anfangs gesehen haben
											bestanden aus Cumulus-Wolken.
											Durch die deutlichen, gestochen 
scharfen Ränder dieser Wolken,
											sind sie ideal, um Figuren darin zu entdecken.
											Und das erinnert uns
											an die wahre Natur des Wolkenbeobachtens,
											was für eine ziellose Aktivität es nämlich ist.
											Sie werden die Welt nicht ändern
											indem Sie auf Ihrem Rücken liegen 
und den Himmel betrachten.
											Es ist sinnlos. 
Es ist eine sinnlose Tätigkeit,
											und das ist haargenau das, 
warum es so wichtig ist.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											El mundo digital conspira para hacernos sentir
											eternamente ocupados, permanentemente ocupados.
											Ya saben, cuando no están lidiando con
											las presiones cotidianas de ganarse la vida
											y llevar comida a la mesa, formar una familia,
											escribir cartas de agradecimiento,
											tienen que lidiar ahora con
											una montaña de correos electrónicos para responder,
											poner al día una página de Facebook,
											actualizar su Twitter.
											Y el observar las nubes legitima el no hacer nada.
									","
											Dijital dünya bize kendimizi daima meşgul,
											ebediyen meşgul olarak hissetmemiz için planlanmış.
											Biliyorsunuz, geçiminizi sağlamanın geleneksel baskısıyla
											ve masaya yemek koymakla, bir aile yetiştirmekle,
											teşekkür mektupları yazmakla,
											uğraşmadığınızda,
											çünkü şimdi,
											dağ kadar cevaplanmamış e postaları cevaplamakla
											facebook sayfanızı güncellemekle
											Twitter beslemeleri ile mücadele etmeniz gerekiyor.
											Ve bulut gözlemleme hiçbir şey yapmamayı meşrulaştırıyor.
									","
											Die digitalisierte Welt hat sich verschworen,
											um uns ständig und immerfort in Atem zu halten.
											Wenn Sie nicht gerade 
dem Druck ausgesetzt sind,
											sich Ihren Lebensunterhalt zu verdienen,
											das Essen auf den Tisch zu bekommen, 
eine Familie großzuziehen,
											Dankesbriefe zu schreiben,
											müssen Sie heute damit fertig werden
											einen Berg unerledigter E-Mails zu beantworten,
											Ihre Facebook-Seite zu aktualisieren,
											etwas zu twittern.
											Und das Wolkenschauen erlaubt Ihnen, 
gar nichts zu tun.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											(Risas)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Y a veces necesitamos...
									","
											Ve bazen bize —
									","
											Und manchmal brauchen wir –
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaus)
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											A veces necesitamos excusas para no hacer nada.
											Estas diosas patronas de los ociosos
											nos tienen que recordar
											que es bueno bajar el ritmo
											y vivir el presente, no pensando
											en lo que hay que hacer y lo que ya debería estar hecho,
											sino tan solo en estar aquí, dejando que la imaginación
											se aleje de las preocupaciones cotidianas de aquí abajo
											y solo vivir el presente, porque es bueno para uno
											y es bueno para el modo en que uno se siente.
											Es bueno para las ideas. Es bueno para la creatividad.
											Es bueno para el alma.
									","
											Bazen hiçbir şey yapmamak için bahanelere ihtiyacımız vardır.
											Sadece bu yavaşlatıcı
											koruyucu tanrıçalar tarafından
											hatırlanmaya
											ve şu an ne yapmanız gerektiği hakkında
											ve ne olmanız gerektiği hakkında düşünmemeye,
											ama sadece burada olmaya, hayal gücünüze izin vermeye
											günlük endişeleri burada kimden Kaldır
											ve sadece anı yaşamaya ihtiyacımız var, bu senin için iyi
											ve bu hissetiğin şey için iyi.
											Bu fikirleriniz için iyidir. Bu yaratıcılık için iyi.
											Bu ruhunuz için iyidir.
									","
											Manchmal brauchen wir eine Ausrede,
um nichts zu tun.
											Die Schutzgöttinnen der Müßiggänger
											erinnern uns daran,
											dass Langsamkeit und
das Leben im Hier und Jetzt
											ohne daran zu denken, 
was Sie tun müssen
											und was Sie schon getan haben müssten,
											nur hier zu sein,
											die Fantasie von den Alltagssorgen 
hier unten zu befreien
											und einfach in der Gegenwart zu leben, 
gut für Sie ist
											und es ist gut für Ihre Gefühle.
											Es ist gut für Ihre Ideen. 
Es ist gut für Ihre Kreativität.
											Es ist gut für Ihre Seele.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Así que sigan alzando su mirada,
											admirando la belleza efímera,
											y recuerden siempre vivir con la cabeza en las nubes.
									","
											Bu yüzden yukarıya bakmaya devam edin,
											gündelik güzelliklere hayret edin
											ve her zaman hayatınızı hayal aleminde yaşamayı unutmarın.
									","
											Also schauen Sie hoch,
											bewundern Sie die kurzlebige Schönheit,
											und denken Sie immer daran, 
den Kopf in den Wolken zu tragen.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											Muchas gracias.
									","
											Çok teşekkür ederim.
									","
											Vielen Dank.
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaus)
									",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
"
","
","
",Cloudy with a chance of joy,Gavin Pretor-Pinney,10:54,"beauty,nature,weather,photography"
