en,pt,es,tr,fr,title,speaker,duration,tags
"
											She survived 30 years of domestic violence
at the hands of her husband.
											One day, he beat her so badly,
beyond recognition,
											he even broke a broomstick over her head,
											and she threw flour
in his face in response.
											But when the police arrived,
they arrested her, not him.
											The mayor saw her in jail
and took her into his own home
											until she could get back on her feet.
											Then, one day, she read this article
in ""National Geographic""
											about how no woman had ever hiked
											the Appalachian Trail
in its entirety alone.
											And she said, ""You know what?
I'm going to do it.""
											Reporters caught wind of the old grandma
who is hiking through the woods.
											And at the finish, they asked her,
											""How did you survive so rough a place?""
											But they had no idea
what she had survived before that.
									","
											Sobreviveu a 30 anos
de violência doméstica às mãos do marido.
											Um dia, ele espancou-a brutalmente,
											até partiu uma vassoura na cabeça dela
											e ela atirou-lhe farinha à cara,
como resposta.
											Mas, quando a polícia chegou,
prenderam-na a ela, e não a ele.
											O ""mayor"" foi vê-la à cadeia
e levou-a para casa dele
											até ela se recompor.
											Depois, um dia, ela leu um artigo
na National Geographic
											sobre como nunca nenhuma mulher
											tinha percorrido sozinha
o Trilho dos Apalaches.
											E disse: ""Sabem que mais?
Vou fazer isso"".
											Os repórteres souberam que a avó
estava a caminhar pelos bosques.
											No final, perguntaram-lhe:
											""Como sobreviveu num local tão inóspito?""
											Mas não faziam ideia do que ela
tinha sofrido, antes disso.
									","
											Sobrevivió 30 años de violencia doméstica
a manos de su marido.
											Un día, la golpeó tanto
que quedó irreconocible.
											Rompió una escoba al pegarle a la cabeza
											y, en respuesta, ella le arrojó
harina sobre la cara.
											Pero cuando la policía llegó,
la arrestaron a ella, no a él.
											El alcalde la vio en prisión
y la llevó a su propia casa
											hasta que se recuperó.
											Entonces, un día, leyó un
artículo en National Geographic
											de como ninguna mujer había subido
											el sendero de los Apalaches
completamente sola.
											Y dijo: ""¿Saben qué? Yo voy a hacerlo"".
											Los periodistas se enteraron de
la abuela caminaba por el sendero.
											Y al final, le preguntaron:
											""¿Cómo sobrevivió a un lugar tan duro?"".
											No tenían ni idea de lo que
había sobrevivido antes de eso.
									","
											Kocası tarafından gördüğü
30 yıllık aile içi şiddetten kurtuldu.
											Bir gün onu o kadar kötü dövdü ki 
tanınamaz hale geldi,
											kafasında bir süpürge sopası bile kırdı
											ve buna karşılık o da yüzüne un attı.
											Ancak polis geldiğinde bile
kocasını değil, onu tutukladılar.
											Belediye başkanı onu nezarette gördü
											ve yeniden ayakları üzerinde durasıya 
kadar onu kendi evine aldı.
											Bir gün, National Geographic'teki 
bu makeleyi okudu,
											hiçbir kadının Apalaş Yürüyüş Patikası'nı
baştan sonra yürümediği hakkındaydı.
											O da ""Bak ne diyeceğim? 
Ben başaracağım."" dedi.
											Muhabirler, ormanda yürüyen 
yaşlı büyükanneyi yakaladılar.
											Bitişte ona, ""Bu kadar zorlu bir yola 
nasıl dayandınız?"" diye sordular.
											Fakat daha öncesinde neleri atlattığı 
hakkında hiçbir fikirleri yoktu.
									","
											Elle a survécu à 30 ans
de violence domestique par son mari.
											Un jour, il l'a battue si fort,
la défigurant,
											brisant un manche à balai sur son crâne
											et elle lui a jeté de la farine
au visage en réaction.
											Quand les policiers sont venus,
ils l'ont arrêtée, pas lui.
											Le maire l'a visitée en prison
et l'a emmenée dans sa maison
											jusqu'à elle se remette sur pied.
											Un jour, elle a lu un article
dans le « National Geographic »
											sur le fait qu'aucune femme
n'avait parcouru
											le sentier des Appalaches seule.
											Et elle a décidé de le faire.
											Des journalistes ont entendu parler d'une
grand-mère qui marchait dans la forêt.
											À la ligne d'arrivée,
ils lui ont demandé :
											« Comment avez-vous survécu
dans un endroit aussi rude ? »
											Ils n'avaient aucune idée
de ce qu'elle avait survécu avant.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											So, ""Overlooked"" has become
wildly successful.
											It's becoming a TV show now, on Netflix.
									","
											Portanto, ""Overlooked"" tornou-se
um êxito louco.
											É agora um programa da TV, na Netflix.
									","
											Por tanto, ""Overlooked""
se ha convertido en un gran éxito.
											Se ha convertido en 
un programa de TV, en Netflix.
									","
											""Gözden Kaçmış"" işte böyle 
oldukça başarılı oldu.
											Şimdi ise Netflix'te 
bir televizyon programı oluyor.
									","
											Donc, « Overlooked » est devenu
un immense succès.
											Ça va devenir une émission sur Netflix.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											I cannot wait to see
this thing come to life.
											Something like 25 different publishers
have reached out to me
											with interest in turning
""Overlooked"" into a book.
											All of this clearly shows
how timely and necessary this project is.
											It's also a reminder of how newspapers
											document what's happening
in our world every single day,
											and we have to make sure
not to leave out key people.
											That's why, even though it's been
so meaningful to look back in the past,
											I'm plagued with the lingering question:
											""What about the future of obituaries —
											how do I diversify those?""
											That was my original problem, right?
									","
											Mal posso esperar para ver.
											Umas 25 editoras diferentes
vieram ter comigo
											interessados em transformar
""Overlooked"" num livro.
											Tudo isto mostra claramente
											como este projeto
foi oportuno e necessário.
											Também nos informam como os jornais
											documentam o que acontece
no nosso mundo, todos os dias.
											Temos de garantir que não esquecemos
pessoas fundamentais.
											É por isso que, apesar de ter feito
sentido olhar para o passado,
											eu continuava atormentada
com esta pergunta persistente:
											""Qual o futuro dos obituários?
											""Como os diversificamos?""
											Era esse o meu problema inicial.
									","
											No puedo esperar para ver cómo cobra vida.
											Unas 25 editoriales diferentes
se han acercado a mí
											interesadas en convertir
""Overlooked"" en un libro.
											Todo esto muestra cuán oportuno
y necesario es este proyecto.
											Es un recordatorio de cómo los periódicos
											documentan lo que está
sucediendo en el mundo cada día
											y asegurarnos de que no dejamos
fuera a las personas clave.
											A pesar de que haya sido
tan significativo mirar al pasado,
											estaba asediada por
una pregunta persistente:
											""¿Qué pasará con
el futuro de los obituarios?
											¿Cómo los diversifico?"".
											Ese era mi problema original, ¿no?.
									","
											Bunun hayat bulmasını 
görmek için sabırsızlanıyorum.
											25 kadar farklı yayınevi
											""Gözden Kaçmış""ın kitaba 
uyarlanması için bana ulaştılar.
											Tüm bunlar, bu projenin ne kadar yerinde 
ve gerekli olduğunu açıkça gösteriyor.
											Ayrıca gazetelerin her gün 
dünyamızda olanları
											nasıl aktardığının da bir hatırlatıcısı,
											bu yüzden kilit kişileri 
atlamadığımızdan emin olmalıyız.
											İşte bu nedenle, geçmişe bakmak 
bu kadar anlamlı olsa da
											şu soru aklıma takılıyor:
											""Peki ya gelecekteki ölüm ilanları,
											onları nasıl çeşitlendiriyorum?""
											Bu benim asıl problemimdi, değil mi?
									","
											J'ai hâte de voir cette chose prendre vie.
											À peu près 25 éditeurs m'ont demandé
											pour publier un livre sur « Overlooked ».
											Tout cela montre l'opportunité
et la nécessité de ce projet.
											C'est aussi un rappel
sur la manière dont les journaux
											documentent ce qu'il se passe
dans notre monde,
											et sur l'importance
de ne négliger personne.
											C'est pourquoi, même si cela était
si significatif de regarder le passé,
											Je suis en proie
à la question lancinante :
											« Qu'en est-il des nécrologies futures,
											comment puis-je les diversifier ? »
											C'était mon problème initial, en fait.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											So to start answering this question,
I wanted to gather some information.
											I went down to the sub-sub-basement level
of the New York Times Building,
											to the archives.
											We call it the morgue.
									","
											Para começar a responder a esta pergunta,
quis reunir informações.
											Fui ao nível subterrâneo
do edifício do New York Times,
											aos arquivos.
											Chamamos-lhe a morgue.
									","
											Para comenzar a responder
esta pregunta, quería reunir información.
											Bajé al sub-subsótano 
del edificio del New York Times,
											a los archivos.
											Lo llamamos la morgue.
									","
											Bu soruyu cevaplamaya başlamak için
biraz bilgi toplamak istedim.
											New York Times binasının
en altına, bodrum katına indim,
											yani arşive.
											Oraya morg diyoruz.
									","
											Pour y répondre,
je devais rassembler des informations.
											Je suis descendue au sous-sol
du bâtiment du New York Times,
											aux archives.
											On les appelle la morgue.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											And I asked for some guidance
from our archivist there.
											He pointed me to a book called
""New York Times Obituaries Index.""
											So we handed it to the New York
Genealogical Society,
											and they digitized it for us.
											And then a programmer wrote up a program
that scanned all those headlines
											for ""Mr.,"" Mrs.,"" ""Lady,"" ""Sir,""
all the sort of gender-defining terms.
											And what we found
was that from 1851 to 2017,
											only about 15 to 20 percent
of our obits were on women.
											So next, I worked with a programmer
to build this tool,
											called the diversity analysis tool.
											It's a very dry name,
but bear with me, it's super helpful.
											It breaks down the percentage of our obits
month to month, women to men.
											OK, if that doesn't sound
like much to you,
											this is how I used to calculate it before.
									","
											Pedi orientação ao arquivista.
											Ele indicou-me um livro chamado
""Índice de Obituários do New York Times"".
											Levámo-lo à Sociedade Genealógica
de Nova Iorque
											e eles digitalizaram-no.
											Depois, um programador criou um programa
que percorria todos os cabeçalhos
											para ""Mr."", ""Mrs."", ""Lady"", ""Sir"",
todo o tipo de termos definidores de sexo.
											Descobrimos que, entre 1851 e 2017,
											só cerca de 15 a 20% dos obituários
tinham sido de mulheres.
											A seguir, trabalhei 
com um programador para criar
											o chamado ""instrumento
de análise da diversidade"".
											É um nome muito seco,
mas, acreditem, é super útil.
											Decompõe a percentagem
dos nossos obituários
											mês a mês, mulheres e homens.
											Ok, se isso não vos diz muito,
											era assim que costumávamos
calcular isso antigamente.
									","
											Y pedí una guía a nuestro archivista allí.
											Me señaló un libro llamado:
""Índice de obituarios del New York Times"".
											Así que lo entregamos a
la Sociedad Genealógica de Nueva York
											y lo digitalizaron para nosotros.
											Y un programador creó un programa
que escaneaba todos esos titulares
											para ""Mr."", ""Mrs."", ""Señora"", ""Señor"",
todo los términos definidores de género.
											Y lo que descubrimos era
que de 1851 a 2017,
											solo entre el 15 al 20 %
de nuestros obituarios eran de mujeres.
											A continuación, trabajé con
un programador para crear
											la herramienta para 
el análisis de diversidad.
											Es un nombre muy simple, 
pero tengan paciencia; es super útil.
											Se desglosa el porcentaje de nuestros
obituarios, mes a mes, mujer por hombre.
											De acuerdo, si eso 
no les parece demasiado,
											así es como solía calcularlo antes.
									","
											Oradaki arşiv görevlisinden
biraz yardım istedim.
											""New York Times Obituaries Index""
adındaki bir kitabı gösterdi.
											New York Genealogical Society'ye 
teslim ettik
											ve bizim için kitabı dijitalleştirdiler.
											Sonra bir programcı, bay, bayan, 
hanımefendi, beyefendi gibi
											her tür cinsiyet 
tanımlayıcı terimleri içeren
											tüm manşetleri tarayan bir program yazdı.
											Bulduğumuz şey, 1851'den 2017'e kadar olan
											ölüm ilanlarının sadece
yüzde 15 ile 20'sinin kadın olmasıydı.
											Daha sonrasında, 
çeşitlilik analiz aracı adındaki
											bu aracı yapan bir programcıyla çalıştım.
											Çok sıkıcı bir isim ama fazla 
üstüme gelmeyin, oldukça kullanışlı.
											Ölüm ilanlarımızın yüzdesini
aydan aya, kadından erkeğe analiz ediyor.
											Tamam, size pek fazla 
bir şey gibi görünmüyor olabilir
											ama eskiden ben böyle hesap yapardım.
									","
											J'ai demandé conseil à notre archiviste.
											Il m'a montré du doigt un livre intitulé :
« Index nécrologique du New York Times ».
											Nous l'avons remis à la
« Société Généalogique de New York »
											qui l'a numérisé pour nous.
											Et puis, un informaticien a créé
un programme qui scanne tous les titres
											pour « monsieur », « madame », les titres
de noblesse et tous les termes de genre.
											C'est ainsi qu'on a découvert
qu'entre 1851 et 2017,
											seulement 15 à 20 % de nos nécrologies
sont relatives à des femmes.
											Du coup, j'ai travaillé avec
un informaticien pour créer cet outil
											qui analyse la diversité.
											Ça semble aride comme outil
mais il est vraiment utile.
											Il décompose le pourcentage femme - homme
dans nos nécros tous les mois.
											D'accord, si ça ne vous impressionne pas,
											voici comment je faisais avant.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											So I asked this programmer
to program in a goal,
											and that goal was 30 percent.
											From the year of ""Overlooked's""
launch, March of 2018,
											to March of 2019,
											I was hoping we could get
to 30 percent of our obits on women.
											It was a number we hadn't
achieved in a 168 years,
											and I'm happy to say we did it —
we got to 31 percent.
									","
											Pedi ao programador
que programasse uma meta
											e essa meta era de 30%.
											A partir do ano do lançamento
do Overlooked, em março de 2018,
											até março de 2019,
											eu esperava chegar aos 30%
dos obituários de mulheres.
											Era um número que não tínhamos
atingido em 168 anos
											e sinto-me feliz por dizer
que conseguimos — atingimos os 31%.
									","
											Así que pedí al programador
crear un objetivo,
											y el objetivo era un 30 %.
											Desde el año del lanzamiento
de ""Overlooked"" en marzo de 2018,
											a marzo de 2019,
											esperaba que pudiéramos llegar
al 30 % de obituarios sobre mujeres
											Era una cifra que 
no habíamos logrado en 168 años,
											y me alegra decir que lo hicimos:
llegamos al 31 %.
									","
											Bu programcıdan hedefi olan
bir program yazmasını istedim
											ve o hedef yüzde 30'du.
											""Gözden Kaçmış""ın yayım tarihi 
olan 2018 Mart'ından
											2019 Mart'ına kadar
											kadın ölüm ilanlarının yüzde 30'a 
yükselmesini umut ediyordum.
											168 yılda elde edemediğimiz bir sayıydı
											ve başardığımızı söylemekten mutluluk 
duyuyorum; yüzde 31'e çıkardık.
									","
											J'ai demandé à l'informaticien
d'inclure un objectif dans le programme,
											30%.
											À partir de l'année du lancement
de « Overlooked », de mars 2018,
											à mars 2019,
											j'espérais pouvoir atteindre 30%
de nécrologie sur des femmes.
											C'était un objectif
jamais atteint en 168 ans,
											et je suis ravie de vous annoncer
qu'on a réussi — on a eu 31%.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											It's awesome, but it's not enough.
											Next we're hoping to get to 35 percent,
											and then 40 percent,
until we achieve parity.
											And then I'm hoping to partner
with this programmer again,
											to build a similar tool to measure
people of color in our obits.
											That was something I wanted to do
with ""Overlooked"" too,
											to include men of color,
											and I finally got to do it
with a special section
											for Black History Month,
											where we told the stories
of about a dozen black men and women.
											Again, it was a really
powerful experience.
											Many of these people had been slaves
											or were a generation removed from slavery.
											A lot of them had to make up
stories about their past
											just to get ahead in life.
											And there were these patterns
of their struggles
											that came up again and again.
									","
											É fantástico, mas não chega.
											Estamos à espera de atingir os 35%,
											e depois os 40%, até chegarmos à paridade.
											Depois, espero voltar a trabalhar
com este programador
											para criar um instrumento semelhante,
para medir pessoas de cor nos obituários.
											Uma coisa que eu também
queria fazer com o ""Overlooked"",
											era incluir homens de cor
											e, por fim, consegui-o
com uma secção especial,
											o Mês da História dos Negros,
											onde contamos as histórias
de uma dúzia de homens e mulheres negros.
											De novo, foi uma experiência poderosa.
											Muitas dessas pessoas
tinham sido escravos
											ou eram duma geração
após a escravatura.
											Muitos tiveram de inventar
histórias sobre o seu passado
											para poderem singrar na vida.
											Havia um padrão nas suas lutas
											que aparecia vezes sem conta.
									","
											Es increíble, pero no suficiente.
											A continuación, esperamos llegar al 35 %
											y luego el 40 %, hasta que
alcancemos la paridad.
											Luego espero asociarme
con este programador de nuevo,
											para crear algo similar
para medir a la gente de color
											en nuestros obituarios.
											Algo que también quería hacer
con ""Overlooked""
											era incluir hombres de color.
											Al final lo hice con una sección especial
											en el mes de la Historia Negra,
											donde contamos historias de una docena
de hombres y mujeres negros.
											De nuevo, fue una experiencia
realmente significativa.
											Mucha de esa gente habían sido esclavos
											o fueron una generación
alejada de la esclavitud.
											Muchos tuvieron que inventar
historias de su pasado
											solo para salir adelante.
											Y hubo estos patrones de sus luchas
											que surgieron una y otra vez.
									","
											Bu harika ama yeterli değil.
											Bundan sonra yüzde 35'e
çıkarmayı umuyoruz
											ve daha sonra yüzde 40'a,
ta ki eşitliği elde edene kadar.
											Ardından ölüm ilanlarımızdaki beyaz 
olmayan insanların sayısını hesaplayacak
											benzer bir araç yapmak için yeniden 
bu programcıyla çalışmayı umuyorum.
											Bu, ""Gözden Kaçmış"" ile de
yapmak istediğim bir şeydi,
											beyaz olmayan erkekleri de dahil etmek
ve en sonunda Black History Month için
											bir düzine siyahi erkek 
ve kadının hikâyelerini anlattığımız
											özel bir bölüm yapabildim.
											Yine oldukça güçlü bir deneyimdi.
											Bu insanların birçoğu köleydi
											veya kölelikten kurtulan bir nesildi.
											Birçoğu, hayatlarında 
daha iyi bir yere gelmek için
											geçmişleri hakkında
hikâyeler uydurmak zorunda kalmıştı.
											Tekrar tekrar ortaya çıkan
mücadeleleri vardı.
									","
											C'est génial, mais pas assez.
											Maintenant, on vise 35%,
											ensuite 40%, jusqu'à atteindre la parité.
											Après ça, j'espère travailler
à nouveau avec mon informaticien
											pour créer un outil similaire
pour mesurer les gens de couleur.
											J'ai déjà voulu le faire
avec « Overlooked »,
											inclure les hommes de couleur.
											J'ai pu le faire dans une section spéciale
											le Mois de l'Histoire des Noirs.
											On y relate l'histoire de dizaines
d'hommes et de femmes noirs.
											À nouveau,
ce fut une expérience puissante.
											Ces gens avaient été esclaves
											ou issus de la génération
qui a suivi la fin de l'esclavage.
											Beaucoup ont dû inventer
l'histoire de leur passé
											pour avancer dans la vie.
											Je trouvais dans leurs luttes
des thèmes récurrents,
											encore et encore.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											Elizabeth Jennings, for instance,
											had to fight for her right to ride
											on segregated street cars
in New York City —
											a hundred years before Rosa Parks
did the exact same thing with buses.
											It was just a reminder
of how far we've come,
											and how much more
we still have left to do.
									","
											Elizabeth Jennings, por exemplo,
											teve de lutar pelo seu direito de usar
											os carros elétricos segregados
na cidade de Nova Iorque
											— cem anos antes de Rosa Parks
ter feito a mesma coisa em autocarros.
											Era apenas um lembrete
de até onde chegámos
											e de quanto muito mais
ainda temos de fazer.
									","
											Elizabeth Jennings, por ejemplo,
											luchó por su derecho a utilizar 
las tranvías segregadas de Nueva York...
											cien años antes de que Rosa Parks
hiciera lo mismo en los autobuses.
											Es solo un recordatorio
de lo lejos que hemos llegado
											y de lo mucho que nos queda por hacer.
									","
											Elizabeth Jennings,
örneğin, New York City'de
											siyahilerden ayrı tutulmuş 
tramvaylara binme hakkı için
											savaşmak zorunda kalmıştı.
											Rosa Parks aynı şeyi otobüslerde
yapmadan 100 yıl önce.
											Ne kadar yol kat ettiğimizin
ve hala yapmamız gereken
											ne kadar çok şeyin olduğunun
sadece bir hatırlatıcısı.
									","
											Elizabeth Jennings, par exemple,
											a dû se battre pour faire
prévaloir son droit de monter
											sur des tramways new-yorkais
réservés aux Blancs
											cent ans avant que Rosa Parks
ne fasse la même chose dans un bus.
											C'est un simple rappel de nos progrès,
											et du trajet qu'il nous reste à parcourir.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											""Overlooked"" is including
other marginalized people as well.
											Recently, we had the obit
for the computer programmer Alan Turing.
											Believe it or not, this brilliant man
never got an obituary,
											even though his work
											decoding German messages
during World War II
											helps end the war.
											Instead, he died a criminal
for his sexual orientation,
											and he was forced to endure
chemical castration.
									","
											""Overlooked"" também está a incluir
outras pessoas marginalizadas.
											Recentemente, tivemos o óbito
de Alan Turing, um programador.
											Este homem brilhante
nunca teve direito a um obituário,
											apesar de o seu trabalho
											para descodificar as mensagens
alemãs durante a II Guerra Mundial
											ter ajudado a acabar com a guerra.
											Em vez disso, morreu como criminoso
dada a sua orientação sexual
											e foi forçado a sofrer castração química.
									","
											""Overlooked"" también incluye
a otras personas marginalizadas
											Recientemente, tuvimos el obiturario
del programador informático Alan Turing.
											Lo crean o no, este hombre brillante
nunca tuvo un obituario,
											a pesar de que su trabajo
											decodificando mensajes alemanes
durante la II Guerra Mundial
											ayudó a acabar la guerra.
											En cambio, murió como un criminal
por su orientación sexual,
											y se vio obligado a soportar
la castración química.
									","
											""Gözden Kaçmış"" diğer 
dışlanmış insanları da içeriyor.
											Son zamanlarda bilgisayar programcısı
Alan Turing için ölüm ilanı yayımladık.
											İster inanın ister inanmayın, bu harika
adamın hiç ölüm ilanı yayımlanmadı,
											hem de İkinci Dünya Savaşı sırasında
											Alman mesajlarını deşifre etme işinin
											savaşı sonlandırmada
yardımcı olmasına rağmen.
											Bunun yerine cinsel yönelimi
yüzünden bir suçlu olarak öldü
											ve kimyasal hadımlığa mecbur bırakıldı.
									","
											« Overlooked » inclut aussi
des personnes marginalisées.
											Récemment, on a fait la nécro
de l'informaticien Alan Turing.
											Cet homme brillant n'a jamais 
eu de nécrologie,
											même si son travail
											de décodage des messages allemands
pendant la Deuxième Guerre
											a contribué à terminer la guerre.
											Mais à la place, il est mort en criminel
pour son orientation sexuelle
											et il a été forcé de subir
une castration chimique.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
											Great things, like this obits project,
do not come easily.
											There were a lot of fits and starts
											as I worked hard to convince people
it was worth getting it off the ground.
											There were moments
when I faced great self-doubt.
											I wondered if I was crazy
or if I was all alone,
											and if I should just give up.
											When I've seen the reaction
to this project,
											I know I'm not at all alone.
											There's so many people
who feel the way I do.
									","
											As boas coisas, como este projeto
de obituários, não são fáceis.
											Houve muitos contratempos
											enquanto eu me esforçava
por convencer as pessoas
											de que valia a pena pô-los em prática.
											Houve momentos
em que senti grandes dúvidas.
											Pensei que estava maluca
ou que estava sozinha
											e se devia desistir.
											Quando vi a reação a este projeto,
											soube que não estava sozinha.
											Há muitas pessoas
que sentem o mesmo que eu.
									","
											Las grandes cosas, como este proyecto,
no vienen fácilmente.
											Hubo mucho ensayo y error
											ya que trabajé duro para convencer
a la gente que valía la pena arrancar.
											Hubo momentos en los que
me enfrenté grandes dudas.
											Me preguntaba si estaba loca
o si estaba sola,
											y si debería solo abandonar.
											Después de ver la reacción al proyecto,
											sé que no estoy sola.
											Hay mucha gente que se siente como yo.
									","
											Bu ölüm ilanları projesi gibi 
harika şeyler kolayca gerçekleşmiyor.
											İnsanları içlerini dökmenin değeceğine
ikna etmek için çok çalışırken
											birçok inişler ve çıkışlar vardı.
											Kendimden şüphe ettiğim anlar da vardı.
											Delirdiğimi ya da tamamıyla 
yalnız olduğumu
											ve öylece vazgeçmem mi 
gerektiğini merak ettim.
											Bu projeye karşı tepkileri gördüğümde
											hiç de yalnız olmadığımı anlamıştım.
											Benim gibi hisseden birçok insan vardı.
									","
											Les grandes choses, comme ce projet,
ne sont pas aisées.
											J'ai dû me battre
et recommencer plusieurs fois
											et j'ai persévéré pour convaincre
les gens que cela valait la peine.
											J'ai eu des moments de doute profond,
											me demandant si j'étais folle
ou si j'étais seule
											ou si je devais abandonner.
											Mais quand j'ai vu les réactions
à ce projet,
											j'ai su que je n'étais pas seule.
											Il y a beaucoup de gens
qui partagent mon ressenti.
									",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
"
","
","
","
","
",How we're honoring people overlooked by history,Amy Padnani,11:00,"history,women,inequality,society,gender equality,media,social change,race,culture"
