en,fr,es,pt,tr,de,title,speaker,duration,tags
"
											Using the blockchain, we can create
											a shared reality
across nontrusting entities.
											By this I mean
											all of these nodes in the network
do not need to know each other
											or trust each other,
											because they each have the ability
											to monitor and validate
the chain for themselves.
											Think back to Wikipedia.
											It's a shared database,
											and even though it has multiple readers
											and multiple writers at the same time,
											it has one single truth.
											So we can create that using blockchains.
											We can create a decentralized database
that has the same efficiency of a monopoly
											without actually creating
that central authority.
											So all of these vendors,
all sorts of companies,
											can interact using the same database
without trusting one another.
											It means for consumers,
we can have a lot more transparency.
											As a real-world object travels along,
											we can see its digital certificate
or token move on the blockchain,
											adding value as it goes.
											This is a whole new world
in terms of our visibility.
									","
											Avec la blockchain,
nous pouvons créer
											une réalité partagée par des entités
ne se faisant pas confiance.
											Ce que je veux dire,
											c'est que tous ces nœuds du réseau
n'ont pas besoin de se connaître
											ou de se faire confiance
											car ils sont tous en capacité
											de surveiller et valider
la chaîne eux-mêmes.
											Repensez à Wikipédia.
											C'est une base de données partagée
											et, même s'il y a de multiples lecteurs
											et de multiples auteurs en même temps,
											il n'y a qu'une seule vérité.
											Nous pouvons créer cela
avec la blockchain.
											Nous pouvons créer
une base de données décentralisée,
											aussi efficace qu'un monopole,
sans avoir à créer d'autorité centrale.
											Tous ces vendeurs,
toutes sortes d'entreprises
											peuvent interagir avec la même
base de données sans se faire confiance.
											Pour les consommateurs,
cela signifie plus de transparence.
											Lorsqu'un objet réel voyage,
											nous pouvons voir son certificat numérique
se déplacer dans la chaîne,
											augmentant sa valeur au passage.
											C'est un nouveau monde
en terme de visibilité.
									","
											Con la cadena de bloques, podemos crear
											una realidad compartida
conectando entidades desconfiadas.
											Con esto me refiero
											a que los nódulos de esta red
no necesitan conocerse el uno al otro
											o confiar el uno en el otro,
											porque ambos tienen la capacidad
											de monitorizar y validar 
la cadena ellos mismos.
											Piensen otra vez en Wikipedia.
											Es una base de datos compartida,
											y aunque tiene múltiples lectores
											y múltiples colaboradores al mismo tiempo,
											contiene una sola verdad.
											Y podemos crear esto
con cadenas de bloques.
											Podemos crear una base de datos
dispersa tan eficiente como un monopolio
											sin crear una autoridad central.
											Todos estos comerciantes,
todo tipo de compañías,
											pueden interactuar usando la misma base 
de datos sin confiar el uno en el otro.
											Para los consumidores esto significa
mucha más transparencia.
											Mientras un objeto físico viaja,
											podemos ver su certificado digital
o prueba moverse en la cadena de bloques,
											añadiendo valor.
											En cuanto a visibilidad, 
esto es un mundo nuevo.
									","
											Usando a ""blockchain"", podemos criar
											uma realidade partilhada transversalmente 
por entidades independentes.
											Com isto quero dizer
											que todos estes nós na rede 
não precisam de se conhecer
											ou de confiar uns nos outros,
											porque cada um deles tem a capacidade
de monitorizar e validar a cadeia.
											Recordem a Wikipedia.
											É uma base de dados partilhada,
											e embora tenha múltiplos leitores
											e múltiplos escritores ao mesmo tempo,
											tem uma única verdade.
											Podemos criar isso usando ""blockchains"".
											Podemos criar 
uma base de dados descentralizada
											que tem a mesma eficiência de um monopólio
											sem criar essa autoridade central.
											Todos estes fornecedores, 
todos os tipos de companhias,
											podem interagir sem confiar uns nos outros
usando a mesma base de dados.
											Significa que os consumidores 
podem ter mais transparência.
											À medida que um objeto físico viaja,
											nós podemos ver o seu certificado digital 
ou sinal mover-se na ""blockchain"",
											acrescentando valor durante a viagem.
											É um mundo novo em termos de visibilidade.
									","
											Blok zincirini kullanarak, birbirine
güvenmeyen işletmeler arasında
											paylaşımlı bir gerçeklik yaratabiliriz.
											Demek istediğim şey,
											ağdaki tüm bu düğümlerin
birbirini tanıması
											veya birbirine güvenmesi gerekmiyor,
											çünkü her biri kendi zincirlerini
											izleme ve doğrulama kabiliyetine sahip.
											Wikipedia'yı tekrar düşünelim.
											Paylaşımlı bir veritabanı
											ve aynı anda çoklu okuyucusu
											ve yazarı olmasına rağmen
											tek bir doğrusu var.
											Blok zinciri kullanarak bunu
yaratabiliriz.
											Bu merkezi otoriteyi gerçekte yaratmadan
tekelin verimliliğine sahip olan,
											merkezi olmayan bir veritabanı
yaratabiliriz.
											Yani tüm bu satıcılar,
her türlü şirket
											birbirine güvenmeden aynı veritabanını
kullanarak etkileşimde bulunabilirler.
											Bunun tüketiciye bakan tarafı,
daha fazla şeffaf olabilmemizdir.
											Gerçek bir obje dolaşımdayken,
											dijital sertifikasını veya blok zincirinde
hareket halindeyken
											takibini yapabiliriz.
											Bu, görünürlüğümüz açısından
yepyeni bir dünya.
									","
											Mit der Blockchain
											werden nicht vertrauenswürdige Quellen
in einem gemeinsamen Umfeld geteilt.
											Damit meine ich,
											dass alle Knoten in diesem Netzwerk
sich nicht gegenseitig kennen müssen
											oder einander vertrauen müssen,
											weil alle gemeinsam
die Fähigkeit besitzen,
											die Lieferkette selbst nachzuverfolgen
oder zu überprüfen.
											Denken Sie zurück an Wikipedia.
											Es ist eine geteilte Datenbank
											und obwohl es mehrere Leser
											und mehrere Verfasser gleichzeitig hat,
											gibt es nur eine einzige Wahrheit.
											Genau dasselbe erzeugt eine Blockchain.
											Wir können eine dezentralisierte Datenbank
mit der Effizienz eines Monopols schaffen,
											ohne zentrale Autorität.
											Also können alle Verkäufer, alle
Unternehmensarten interagieren,
											indem sie dieselbe Datenbank
nutzen, ohne einander dabei zu trauen.
											Das bedeutet für die Konsumenten, dass
sie viel mehr Transparenz haben können.
											Wenn ein Objekt der echten Welt reist,
											können wir sein digitales Zertifikat oder
die Bewegung auf der Blockchain sehen,
											und seinen Wert sich dabei
vermehren sehen, während es dies tut.
											Dies ist eine vollkommen neue Welt,
was unsere Sichtweite betrifft.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											So I've talked about how blockchains
can lower our uncertainties about identity
											and how they change
what we mean about transparency
											in long distances and complex trades,
like in a supply chain.
											The last uncertainty that we often face
											is one of the most open-ended,
and it's reneging.
											What if you don't send me the smartphone?
											Can I get my money back?
											Blockchains allow us to write code,
											binding contracts,
											between individuals
											and then guarantee
that those contracts will bear out
											without a third party enforcer.
											So if we look at the smartphone example,
you could think about escrow.
											You are financing that phone,
											but you don't need to release the funds
											until you can verify
that all the conditions have been met.
											You got the phone.
									","
											Nous avons parlé
de comment la blockchain
											peut diminuer
nos incertitudes sur l'identité
											et comment elle change
le sens du terme « transparence »
											dans les échanges longue distance,
complexes comme dans la chaîne logistique.
											La dernière incertitude
que nous connaissons
											est très ouverte et c'est un reniement.
											Et si vous ne m'envoyez pas le téléphone ?
											Puis-je récupérer mon argent ?
											La blockchain
nous permet d'écrire du code,
											des contrats
											entre des individus,
											et garantir que ces contrats
seront respectés
											sans être imposés par un intermédiaire.
											Si nous prenons l'exemple du téléphone,
on peut penser à un dépôt fiduciaire.
											Vous financez ce téléphone
											mais vous n'avez pas à débloquer les fonds
											avant d'avoir vérifié
que les conditions sont respectées,
											que vous receviez le téléphone.
									","
											Hemos visto cómo las cadenas de bloques
pueden reducir la incertidumbre de identidad
											y cómo pueden cambiar
lo que nos referimos por transparencia
											en comercio complicado y a larga distancia,
como en una cadena de suministros.
											La última incertidumbre a la que
nos enfrentamos a menudo
											es una de las más abiertas,
y es el incumplimiento.
											¿Qué pasa si no me mandan el smartphone?
											¿Me van a devolver el dinero?
											Las cadenas de bloques
nos permiten escribir código,
											acuerdos vinculantes,
											entre individuos
											y más tarde garantizar
que el acuerdo se va a cumplir
											sin la imposición de una tercera persona.
											Si volvemos al ejemplo del smartphone,
podríamos pensar en un fideicomiso.
											Usted está financiando el teléfono
											pero no necesita liberar sus fondos
											antes de verificar
el cumplimiento de todas las condiciones.
											Ya tiene el teléfono.
									","
											Já abordamos o modo como as ""blockchains""
reduzem a incerteza quanto à identidade
											e como mudam a nossa noção 
de transparência
											em negócios complexos e à distância, 
como numa cadeia de abastecimento.
											A última incerteza 
que enfrentamos com frequência
											é a mais aberta, e é o incumprimento.
											E se não me enviarem o meu ""smartphone""?
											Posso recuperar o meu dinheiro?
											As ""blockchains""
permitem-nos escrever código,
											vinculando contratos
											entre indivíduos
											e depois garantir que esses contratos 
vão ser mantidos
											sem o supervisionamento 
de uma terceira parte.
											Se olharmos para o exemplo do ""smartphone"",
podemos pensar sobre garantias.
											Estão a financiar aquele telemóvel,
											mas não precisam de libertar os fundos
											até poderem verificar 
que todas as condições foram cumpridas,
											que receberam o telemóvel.
									","
											Blok zincirlerinin kimliğimiz hakkındaki
belirsizlikleri azaltabileceğinden
											ve uzun mesafeli ve
karmaşık alışverişlerde

											şeffaflık algımızı nasıl
değiştirdiğinden bahsettim.
											Sık karşılaştığımız belirsizliklerden
sonuncusu
											en ucu açık olanlardan ve
inkar edilenlerden biridir.
											Peki bana akıllı telefonu
göndermezseniz ne olur?
											Paramı geri alabilir miyim?
											Blok zinciri kod yazmamıza,
											biryler arasında sözleşme yapmak
											ve bu sözleşmelerin
											üçüncü bir zorlayıcı taraf olmadan
											geçerliliğini garanti ediyor.
											Akıllı telefon örneğine bakarsak,
emaneti düşünebilirsiniz.
											Bu telefonu finanse ediyorsunuz
											ama tüm şartların karşılandığını
doğrulayana kadar
											ödeneği salmanız gerekmiyor.
											Telefon elinizde olacak.
									","
											Ich habe darüber geredet, wie Blockchains
Zweifel bezüglich Identität senken können
											und wie sie unser Verständnis
von Transparenz ändern,
											was lange Distanzen und komplexer Handel,
z. B. in einer Lieferkette anbelangt.
											Die letzte, häufige Unsicherheit 
steht am Ende einer Transaktion:
											es ist die Nichteinhaltung.
											Was, wenn das Smartphone 
nicht versendet wird?
											Bekomme ich mein Geld dann zurück?
											Blockchains erlauben uns 
code-basierte Verträge zu schließen,
											— zwischen Individuen —
											um die Kontrolle über die 
Vertragseinhaltung zu gewährleisten,
											ohne Intervention eines
dritten Vollstreckers.
											Denken Sie an das Smartphone-Beispiel 
als sei es ein Treuhandkonto.
											Sie finanzieren dieses Telefon,
											aber Sie brauchen nicht
die Mittel freizugeben,
											bis Sie verifizieren können,
dass alle Bedingungen erfüllt sind:
											Erhalt des Telefons.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											I think this is one
of the most exciting ways
											that blockchains lower our uncertainties,
											because it means to some degree
											we can collapse institutions
and their enforcement.
											It means a lot of human economic activity
											can get collateralized and automated,
											and push a lot of human
intervention to the edges,
											the places where information moves
from the real world to the blockchain.
									","
											Cela doit être l'une des façons
les plus excitantes
											pour la blockchain
de diminuer les incertitudes
											car cela signifie en partie
											que nous pouvons supprimer
les institutions et leur application.
											Cela signifie que beaucoup
de l'activité économique
											peut être garantie et automatisée,
											que les interventions humaines
soient repoussées jusqu'aux franges,
											les endroits où l'information passe
du monde réel à la blockchain.
									","
											Esta es una 
de las formas más interesantes
											en las que las cadenas de bloques
disminuyen la incertidumbre,
											porque en cierto modo
											podemos colapsar las instituciones
y su ejecución.
											Significa que una gran parte
de la actividad económica
											se puede avalar y automatizar,
											y llevar una gran parte
de la intervención humana
											a las zonas donde la información se mueve
del mundo real a la cadena de bloques.
									","
											Penso que esta é uma das formas
mais entusiasmantes
											como as ""blockchains""
reduzem as nossas incertezas,
											porque significa que, até certo ponto,
											podemos eliminar as instituições 
e os seus constrangimentos.
											Significa que muita 
da atividade economia humana
											pode ser colaterizada e automatizada,
											e empurrar muita da intervenção humana 
para a borda,
											para os locais em que a informação 
passa do mundo real para a ""blockchain"".
									","
											Bence blok zincirinin
belirsizliklerimizi azaltan
											en heyecan verici yönlerinden biri de bu.
											çünkü bu, bir dereceye kadar
											kurumları ve yaptırımlarını
bozabileceğimiz anlamına geliyor.
											Bu demektir ki, birçok insani
ekonomik aktivite
											teminata bağlanabilir ve
otomatikleştirilebilir
											ve bilginin gerçek dünyadan
blok zincirine hareket ettiği alanlarda
											insan müdahalesini etkisiz kılabiliriz.
									","
											Ich denke, das ist einer
der aufregendsten Wege,
											wie Blockchains unsere Zweifel
beseitigen können,
											weil es in gewisser Weise bedeutet,
											dass wir alle Institutionen und deren
Ausführung kollabieren lassen können.
											Es bedeutet, dass menschliche
Wirtschaftsaktivitäten
											gesichert und automatisiert werden können
											und menschliches Eingreifen

											an die Orte gelotst wird, an denen Infos
der echten Welt zur Blockchain gelangt.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											I think what would probably
floor Douglass North
											about this use of technology
											is the fact that the very thing
that makes it work,
											the very thing that keeps the blockchain
secure and verified,
											is our mutual distrust.
											So rather than all of our uncertainties
											slowing us down
											and requiring institutions
											like banks, our governments,
our corporations,
											we can actually harness
all of that collective uncertainty
											and use it to collaborate and exchange
more and faster and more open.
									","
											Je pense que ce qui terrasserait
Douglass North
											quant à l'usage de cette technologie
											est le fait que
ce qui la fait fonctionner,
											ce qui maintient la blockchain
sécurisée et vérifiée,
											est notre méfiance mutuelle.
											Plutôt que nos incertitudes
											nous ralentissent
											et nécessitent des institutions
											comme les banques,
gouvernements et entreprises,
											nous pouvons exploiter
toute cette incertitude collective
											et l'utiliser pour collaborer et échanger
plus, plus vite et plus ouvertement.
									","
											Lo que seguramente dejaría atónito
a Douglass North
											sobre este uso de la tecnología
											es el hecho que la misma cosa
que hace que funcione,
											la misma cosa que mantiene la seguridad y 
la verificación de la cadena de bloques,
											es nuestra desconfianza mutua.
											Estas incertidumbres
											no nos frenan,
											no nos hacen requerir instituciones
											como bancos, gobiernos, compañías,
											podemos albergar 
toda esta incertidumbre colectiva
											y utilizarla para colaborar e intercambiar
más de forma más rápida y abierta.
									","
											Penso que o que iria calar Douglas North
											relativamente a este uso da tecnologia
											é o facto de que
o seu verdadeiro motivo para funcionar,
											a principal peça que mantém
a ""blockchain"" segura e verificada,
											é a nossa falta de confiança mútua.
											Portanto, em vez de termos 
todas as nossas incertezas
											a abrandarem-nos
											e de precisar de instituições
											como bancos, governos, corporações,
											podemos recolher 
toda essa incerteza coletiva
											e usá-la para colaborar e comerciar
de forma mais rápida e aberta.
									","
											Bu teknolojinin kullanılması hakkında
											Douglass North'u yere serecek olan şey
											bu sistemin çalışmasını sağlayan,
											blok zincirini güvenli ve
onaylı yapan şey olan
											karşılıklı güvensizliğimizdir.
											Tüm belirsizliklerimizin bizi yavaşlatıp
											bankalar, hükümetlerimiz,
											şirketlerimiz gibi kurumlara
ihtiyaç duymaktansa,
											tüm bu kolektif belirsizlikleri
dizginleyebilir
											ve bunu işbirliği yapmak ve daha hızlı
ve daha açık değişim için kullanabiliriz.
									","
											Ich denke, und Douglass North
würde es wohl untermauern,
											dass die Nutzung dieser Technologie
											auf der Tatsache beruht,
dass sie deshalb funktioniert,
											weil die Blockchain sie sicher
und verifizierbar macht
											und wir uns gegenseitig misstrauen.
											Statt dass uns unsere
Unsicherheiten bremsen
											und Institutionen benötigen,
											wie Banken, Regierungen und Unternehmen,
											können wir unsere
kollektive Unsicherheit nutzen
											und sie benutzen, um zu kooperieren und 
öfter, schneller und offener zu tauschen.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											Now, I don't want you
to get the impression
											that the blockchain
is the solution to everything,
											even though the media has said
that it's going to end world poverty,
											it's also going to solve
the counterfeit drug problem
											and potentially save the rainforest.
											The truth is, this technology
is in its infancy,
											and we're going to need to see
a lot of experiments take place
											and probably fail
											before we truly understand
all of the use cases
											for our economy.
											But there are tons of people
working on this,
											from financial institutions
											to technology companies,
start-ups and universities.
											And one of the reasons is
that it's not just an economic evolution.
											It's also an innovation
in computer science.
									","
											Je ne veux pas que vous ayez l'impression
											que la blockchain est la solution à tout,
											même si les médias ont dit
											qu'elle mettrait un terme
à la pauvreté mondiale,
											résoudrait le problème
de contrefaçon de médicaments
											et pourrait sauver la forêt tropicale.
											La vérité est que cette technologie
en est à ses premiers pas
											et qu'il va falloir que nous voyons
la réalisation d'expériences,
											et probablement leur échec,
											avant de réellement comprendre
tous les cas d'utilisation
											pour notre économie.
											Mais beaucoup de personnes y travaillent,
											des institutions financières
											aux entreprises technologiques,
start-up et universités.
											L'une des raisons en est que ce n'est pas
qu'une évolution économique.
											C'est aussi une innovation
en informatique.
									","
											No quiero que tengan la impresión
											de que la cadena de bloques
lo soluciona todo,
											incluso cuando lo medios han dicho 
que acabará con la pobreza mundial,
											y solucionará la falsificación
de medicamentos
											potencialmente salvando la selva.
											En verdad, esta tecnología
está en desarrollo,
											y vamos a tener que presenciar
varios experimentos
											y posibles fracasos
											antes de poder entender
todos los casos de uso
											para nuestra economía.
											Pero hay mucha gente
trabajando en ello,
											desde instituciones financieras
											hasta compañías tecnológicas,
empresas emergentes y universidades.
											Y una de las razones es que
no es solo una evolución económica.
											También es una innovación informática.
									","
											Atenção, não quero que fiquem 
com a impressão
											de que a ""blockchain""
é a solução para tudo,
											embora os ""media"" tenham dito 
que vai acabar com a pobreza mundial,
											resolver os problemas 
de falsificação de droga
											e potencialmente salvar 
a floresta tropical.
											A verdade é que esta tecnologia 
está na sua infância,
											e vamos ter de ver 
várias experiências terem lugar
											e provavelmente falhar
											antes de percebermos verdadeiramente 
todos os seus usos
											para a nossa economia.
											Mas estão muitas pessoas 
a trabalhar nisto,
											desde instituições financeiras
											a companhias tecnológicas, 
""start-ups"" e universidades.
											Uma das razões é por não se tratar apenas 
de uma evolução económica.
											É também uma inovação 
na ciência de computadores.
									","
											Blok zincirinin her şeyin çözümüymüş gibi
											bir izlenim bırakmasını istemiyorum.
											Lakin medya, bunun dünya
yoksulluğunu bitireceğini söylüyor.
											Ayrıca sahte ilaç problemini çözüp
											yağmur ormanlarını kurtaracağını da.
											İşin aslı, bu teknoloji
emekleme evresinde.
											Bizler birçok deneme yaparak
ekonomimiz için
											tüm kullanım durumlarını
											tam olarak anlamadan önce muhtemelen
											başarısız olacağız.
											Fakat bunun üzerinde çalışan
finansal kurumlardan
											teknoloji şirketlerine,
											startuplara, üniversitelere kadar
bir sürü insan var.
											Nedenlerinden biri sadece
bir ekonomik evrim olmamasıdır.
											Bu ayrıca bilgisayar bilimi için de
bir yeniliktir.
									","
											Nun möchte ich Ihnen
nicht den Eindruck vermitteln,
											dass die Blockchain das
Allerweltsheilmittel ist,
											auch wenn die Medien behaupten,
sie beende die Armut auf der Welt,
											das Problem gefälschter Medikamente
											und könne womöglich den Regenwald retten.
											Die Wahrheit ist, dass diese Technologie
in ihren Kinderschuhen steckt
											und viele Experimente
stattfinden werden müssen
											und vermutlich fehlschlagen werden,
											bevor wir wirklich
alle Anwendungsmöglichkeiten
											für unsere Wirtschaften verstehen werden.
											Aber es gibt eine Menge Leute,
die daran arbeiten,
											von Finanzinstitutionen,
											bis zu Technologieunternehmen,
Start-Ups und Universitäten.
											Einer der Gründe ist, dass es nicht nur
eine wirtschaftliche Entwicklung ist.
											Es ist auch eine Innovation 
der Informatik.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											Blockchains give us
the technological capability
											of creating a record of human exchange,
											of exchange of currency,
											of all kinds of digital
and physical assets,
											even of our own personal attributes,
											in a totally new way.
											So in some ways,
											they become a technological institution
											that has a lot of the benefits
											of the traditional institutions
we're used to using in society,
											but it does this in a decentralized way.
											It does this by converting
a lot of our uncertainties
											into certainties.
									","
											La blockchain nous donne
la capacité technologique
											de créer un registre des échanges humains,
											des échanges de monnaie,
											de tous genres d'actifs
numériques et physiques,
											même de nos attributs personnels
											d'une façon entièrement nouvelle.
											D'une certaine façon,
											elle est devenue
une institution technologique
											qui a beaucoup des avantages
											des institutions traditionnelles
utilisées en société
											mais qui le fait de façon décentralisée.
											Elle le fait en convertissant
beaucoup de nos incertitudes
											en certitudes.
									","
											Las cadenas de bloques nos dan la
capacidad tecnológica
											de crear un registro 
de intercambios personales,
											intercambios monetarios,,
											de todo tipo de activos
digitales y físicos,
											incluso de nuestros propios atributos,
											de una forma totalmente nueva.
											En cierto modo,
											se convierten en 
una institución tecnológica
											que tiene muchas de las ventajas
											de las instituciones tradicionales a las 
que estamos acostumbrados
											pero de una forma descentralizada.
											Esto se consigue convirtiendo
muchas de nuestras incertidumbres
											en certezas.
									","
											As ""blockchains"" dão-nos 
a capacidade tecnológica
											de criar um registo dos câmbios humanos,
											das trocas de moeda,
											de todos os tipos de bens 
digitais e físicos,
											até dos nossos próprios 
atributos pessoais,
											de uma forma totalmente nova.
											De certa forma,
											tornam-se numa instituição tecnológica
											que tem muitos dos benefícios
											das instituições tradicionais 
que estamos habituados a usar em sociedade
											mas faz isto de uma forma descentralizada.
											Faz isto, convertendo 
muitas das nossas incertezas
											em certezas.
									","
											Block zinciri tamamen yeni bir yolla
											teknolojik olarak
insan, döviz, her tür dijital
											ve fiziksel mal varlığı
											değiş tokuşunu ve hatta
kendi kişisel niteliklerimizi bile
											kayıt altına alma
											imkânı veriyor.
											Yani bir bakıma,
											toplumumuzda eskiden kullandığımız
											geleneksel kurumların
											birçok faydasına sahip olan
teknolojik bir kurum haline geliyorlar,
											ama bunu daha merkezi olmayan
bir şekilde yapıyor.
											Bunu, birçok belirsizliğimizi
											kesinleştirerek yapıyor.
									","
											Die Blockchain befähigt uns technologisch
											einen Rekord an menschlichem 
Transaktionen zu erzeugen,
											an Währungstransaktionen,
											und allen möglichen digitalen
und physischen Gütern,
											sogar unserer eigenen
persönlichen Attribute,
											auf eine vollkommen neue Art und Weise.
											Also wird es auf eine Art und Weise
											eine technologische Institution werden,
											die viele Vorteile gegenüber
											den traditionellen Institutionen 
unserer Gesellschaft haben wird,
											aber auf eine dezentralisierte Art.
											Es macht dies, indem es
viele unserer Unsicherheiten
											in Sicherheiten umwandelt.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											So I think we need to start
preparing ourselves,
											because we are about to face a world
											where distributed, autonomous institutions
											have quite a significant role.
									","
											Je pense que nous devons
commencer à nous préparer
											car nous allons faire face à un monde
											où les institutions distribuées, autonomes
											ont un rôle assez significatif.
									","
											Así que debemos empezar a prepararnos,
											porque estamos a punto de conocer un mundo
											donde las instituciones
dispersas y autónomas
											desempeñarán un papel muy importante.
									","
											Portanto, penso que devemos 
começar a preparar-nos,
											porque estamos prestes a encarar um mundo
											onde instituições distribuídas e autónomas
											têm um papel muito relevante.
									","
											Bence kendimizi hazırlamaya
başlamamız gerekiyor
											çünkü dağıtılmış, özerk kurumların
											önemli rollerinin olduğu

											bir dünyayla yüzleşmek üzereyiz.
									","
											Ich denke, wir müssen beginnen
uns vorzubereiten,
											weil wir dabei sind, eine Welt zu sehen,
											in der verteilte, autonome Institutionen
											eine wichtige Rolle spielen werden.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											Thank you.
									","
											Merci.
									","
											Gracias.
									","
											Obrigada.
									","
											Teşekkür ederim.
									","
											Danke.
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplauso)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
											Bruno Giussani: Thank you, Bettina.
											I think I understood that it's coming,
											it offers a lot of potential,
											and it's complex.
											What is your estimate
for the rate of adoption?
									","
											Bruno Giussani : Merci Bettina.
											Je crois avoir compris ce qui se prépare,
											cela a beaucoup de potentiel
											et est complexe.
											Quelle est votre estimation
pour le taux d'adoption ?
									","
											Bruno Giussani: Gracias, Bettina.
											Creo haber entendido que está llegando,
											tiene un gran potencial,
											y es complejo.
											¿Cuál es su estimado
sobre la tasa de adopción?
									","
											Bruno Giussani: Obrigado, Bettina.
											Penso que percebi que o que aí vem
											oferece muito potencial,
											e é complexo.
											Qual é a tua estimativa 
para a taxa de adesão?
									","
											Bruno Giussani: Teşekkür ederim, Bettina.
											Sanırım bunun geldiğini anlıyorum.
											Bir çok potansiyel sunuyor
											ve karmaşık.
											Kabul görme oranı tahmininiz nedir?
									","
											Bruno Guissani: Danke, Bettina.
											Ich denke ich habe verstanden,
dass es im Kommen ist,
											dass es viel Potenzial bietet
											und dass es komplex ist.
											Wie hoch schätzen Sie die
Wahrscheinlichkeit einer Umsetzung ein?
									",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
"
","
","
","
","
","
",How the blockchain will radically transform the economy,Bettina Warburg,14:57,"Internet,business,computers,data,collaboration,privacy,security,future,economics,society,software,trust,innovation,technology,blockchain,wikipedia,cryptocurrency"
