pt,en,fr,tr,title,speaker,duration,tags
"
											A verdade é esta:
											Há dúvidas sobre a quantidade
que vamos fazer.
											Fomos à Índia e indagámos
quanto ao programa nuclear.
											Antes das conversações de Paris
sobre o clima, o governo disse
											que iam fazer cerca
de 30 novas centrais nucleares.
											Mas quando lá chegámos
e entrevistámos pessoas
											e observámos os documentos internos,
											estão agora a dizer
que vão fazer cerca de cinco.
											Na maior parte do mundo,
em especial no mundo rico,
											não se fala de construir
reatores novos.
											Fala-se é de fechar reatores
											antes de acabado o seu tempo de vida.
											A Alemanha está a pressionar
os vizinhos a fazer isso.
											Referi-me aos EUA.
											Podemos perder metade dos reatores
nos próximos 15 anos,
											o que eliminará 40%
das reduções de emissões
											que devíamos fazer
segundo o Plano de Energia Limpa.
											Claro, no Japão, desligaram
todas as centrais nucleares,
											substituíram-nas por carvão,
gás natural, queima de petróleo
											e esperam ligar apenas um a dois terços.
									","
											The truth is,
											there's real questions about how much
of that we're going to do.
											I mean, we went to India and asked
about the nuclear program.
											The government said
before the Paris climate talks
											that they were going to do something
like 30 new nuclear plants.
											But when we got there
and interviewed people
											and even looked at the internal documents,
											they're now saying
they're going to do about five.
											And in most of the world,
especially the rich world,
											they're not talking
about building new reactors.
											We're actually talking
about taking reactors down
											before their lifetimes are over.
											Germany's actually pressuring
its neighbors to do that.
											I mentioned the United States —
											we could lose half of our reactors
over the next 15 years,
											which would wipe out 40 percent
of the emissions reductions
											we're supposed to get
under the Clean Power Plan.
											Of course, in Japan, they took
all their nuclear plants offline,
											replaced them with coal,
natural gas, oil burning,
											and they're only expected to bring
online about a third to two-thirds.
									","
											En vérité,
											il y a de réelles questions
concernant ce que nous allons faire.
											Nous sommes allés en Inde
pour parler du programme nucléaire.
											Avant la COP21 à Paris,
le gouvernement a dit
											qu'ils allaient construire
environ 30 centrales nucléaires.
											Quand nous avons
questionné les gens là-bas
											et regardé les documents internes,
											ils parlent maintenant
de 5 centrales nucléaires.
											Dans une grande partie du monde,
surtout le monde riche,
											on ne parle pas de nouveaux réacteurs.
											On parle d'arrêter les réacteurs
											avant la fin de leur durée de vie.
											L'Allemagne presse ses voisins
à faire cela.
											J'ai parlé des États-Unis —
											en 15 ans, nous pourrions perdre
la moitié de nos réacteurs,
											ce qui anéantirait
40% des réductions des émissions
											auxquelles le Plan d'énergie propre
nous engage.
											Au Japon, ils ont arrêté
toutes leurs centrales nucléaires,
											remplacées par du charbon,
du gaz naturel, du pétrole,
											et seulement entre un et deux tiers
des centrales seront redémarrées.
									","
											Gerçek şu ki,
											bizim bundan ne kadar yapacağımızla
alakalı ciddi sorular var.
											Hindistan'a gittik ve nükleer programı
sorduk demek istiyorum.
											Hükümet Paris iklim 
görüşmelerinden önce
											30 tane falan nükleer santral 
yapacaklarını söyledi.
											Fakat oraya gidip insanlarla
görüştüğümüzde
											ve hatta iç dökümanlara baktığımızda,
											şimdi diyorlar ki sadece beş 
adet yapacaklar.
											Ve dünyanın bir çok yerinde, 
özellikle de zengin ülkelerde
											yeni reaktör inşa etmeyi konuşmuyorlar.
											Aslinda daha ömrünü
doldurmadan reaktörlerin
											yıkılmasını konuşuyoruz.
											Özellikle Almanya komşularına bunu 
yapmaları için bastırıyor.
											ABD'de gelecek 15 yıl içinde
											reaktörlerimizin yarısını
kaybedebileceğimizden bahsetmiştim,
											ki bu Temiz Enerji Planı 
çerçevesindeki emisyonların
											azaltımının yüzde 40'ını bitirecek.
											Tabi ki Japonya'da, nükleer santrallerin
faaliyetlerini askıya aldılar,
											onları kömür, doğal gaz, 
petrol ile değiştirdiler
											ve onlar sadece reaktörlerin 1/3 veya
2/3'ünü aktif hale getirecekler.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Por isso, quando analisámos os números
											e juntámos tudo
											— a quantidade de centrais nucleares
que a China e a Índia vão criar
											nos próximos 15 anos,
											a quantidade que correm
o risco de serem desligadas —
											isso foi a descoberta mais alarmante.
											Chegámos à conclusão
de que o mundo corre o risco
											de perder quatro vezes mais energia limpa
do que perdemos nos últimos 10 anos.
											Por outras palavras, não estamos
numa revolução de energia limpa,
											estamos numa crise de energia limpa.
											Por isso, é compreensível que os
engenheiros procurem uma solução técnica
											para os receios
que as pessoas têm do nuclear.
											Mas quando consideramos
que isso implica grandes problemas,
											que vão demorar muito tempo a resolver,
											ainda há um outro problema:
											essas soluções técnicas vão
resolver os receios das pessoas?
									","
											So when we went through the numbers,
											and just added that up —
											how much nuclear do we see
China and India bringing online
											over the next 15 years,
											how much do we see at risk
of being taken offline —
											this was the most startling finding.
											What we found is that
the world is actually at risk
											of losing four times more clean energy
than we lost over the last 10 years.
											In other words: we're not
in a clean energy revolution;
											we're in a clean energy crisis.
											So it's understandable that engineers
would look for a technical fix
											to the fears that people have of nuclear.
											But when you consider
that these are big challenges to do,
											that they're going to take
a long time to solve,
											there's this other issue, which is:
											Are those technical fixes
really going to solve people's fears?
									","
											Nous avons parcouru les chiffres
											et avons tout compilé —
											ce que nous prévoyons
pour la Chine et l'Inde
											pendant les 15 prochaines années,
											les risques d'arrêter les centrales —
											et la découverte a été surprenante.
											Nous avons découvert que le monde risquait
											de perdre 4 fois plus d'énergie propre
qu'au cours des 10 dernières années.
											En d'autres mots : nous ne vivons pas
une révolution de l'énergie propre,
											mais une crise de l'énergie propre.
											Il est compréhensible que les ingénieurs
cherchent une solution technique
											aux peurs des gens envers le nucléaire.
											Mais quand vous considérez
que ce sont de gros défis,
											que leur résolution
prendra beaucoup de temps,
											il y a un autre problème :
											ces solutions techniques
vont-elles résoudre les peurs des gens ?
									","
											Rakamlara baktığımızda
											ve onları üst üste koyduğumuzda—
											gelecek 15 yıl içinde Çin ve Hindistan'da
											ne kadar nükleerin aktif olacağını,
											ne kadarının durdurulma riski 
olduğunu görüyoruz—
											işte bu en ürkütücü bulgu.
											Bulduğumuz şu ki dünya son 
10 yılda kaybettiğimizden
											dört kat fazla temiz enerjiyi 
kaybetme riskiyle karşı karşıya.
											Diğer bir ifadeyle, temiz 
enerji devriminde değiliz;
											temiz enerji krizindeyiz.
											Mühendislerin insanların nükleer korkusuna
											teknik çözümler arayacak olması
anlaşılır bir durum.
											Bunların hakkından gelinmesi güç 
şeyler olduğunu,
											çözmek için uzun bir vakit
alacağını düşünürseniz,
											burada başka bir konu var,
											ki bu teknik çözümler insanların 
korkularının üstesinden gelecek mi?
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Vejamos a segurança.
											Apesar do que as pessoas pensam,
											é difícil imaginar como tornar
a energia nuclear muito mais segura.
											Todas as revistas médicas
que olham para ela
											— este é o estudo mais recente
da revista britânica ""Lancet"",
											uma das revistas
mais respeitadas do mundo —
											a nuclear é a forma mais segura
de produzir uma energia fiável.
											Todos têm medo dos acidentes.
											Por isso, olhamos
para os dados dos acidentes
											— Fukushima, Chernobyl...
											A Organização Mundial da Saúde
chega à mesma conclusão:
											a maior parte dos prejuízos
é provocada pelo pânico das pessoas
											e elas entram em pânico
porque têm medo.
											Por outras palavras,
											os prejuízos não são causados
pelas máquinas
											nem pelas radiações.
											São causados pelo nosso medo.
									","
											Let's take safety.
											You know, despite what people think,
											it's hard to figure out how
to make nuclear power much safer.
											I mean, every medical
journal that looks at it —
											this is the most recent study
from the British journal, ""Lancet,""
											one of the most respected
journals in the world —
											nuclear is the safest way
to make reliable power.
											Everybody's scared of the accidents.
											So you go look at the accident data —
											Fukushima, Chernobyl —
											the World Health Organization
finds the same thing:
											the vast majority of harm
is caused by people panicking,
											and they're panicking
because they're afraid.
											In other words,
											the harm that's caused
isn't actually caused by the machines
											or the radiation.
											It's caused by our fears.
									","
											Parlons de sécurité.
											Malgré ce que pensent les gens,
											il est difficile de trouver
comment rendre le nucléaire plus sûr.
											Tout journal médical
qui considère la question —
											c'est l'étude la plus récente
tirée du journal britannique Lancet,
											l'un des journaux
les plus respectés du monde —
											le nucléaire est
la source d'énergie fiable la plus sûre.
											Les accidents nous effraient.
											En regardant les données
sur les accidents —
											Fukushima, Tchernobyl —
											l'Organisation Mondiale pour la Santé
a la même conclusion :
											la majorité des nuisances
sont causées par la panique des gens,
											ils paniquent car ils ont peur.
											En d'autres mots,
											les nuisances causées
ne sont pas causées par les machines
											ou les radiations.
											Elles sont causées par nos peurs.
									","
											Haydi güvenliği ele alalım.
											Biliyorsunuz insanlar ne 
düşünürlerse düşünsünler,
											nükleer gücün nasıl daha güvenli 
yapılacağını anlamak zor iş.
											Demek istiyorum ki bununla 
ilgilenen her tıp dergisi—
											bu dünyanın en çok saygı 
duyulanlarından biri olan
											İngiliz dergisi Lancet' ten
en son çalışma,—
											nükleer güvenilir güç için en güvenli yol.
											Herkes kazalardan korkuyor.
											Öyleyse gidip kaza verilerine bir bakın—
											Fukişima, Çernobil—
											Dünya Sağlık Örgütü de aynı şeyi buluyor:
											zararın büyük bir kısmı insanların 
panik yapmasından kaynaklanıyor,
											panikliyorlar çünkü korkuyorlar.
											Diğer bir ifadeyle
											zarar aslında makinelerden 
veya radyasyondan
											meydana gelmiyor.
											Korkularımızdan meydana geliyor.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											E quanto aos desperdícios?
											Todos se preocupam com os desperdícios.
											O interessante quanto aos desperdícios
é que são mínimos.
											Isto é só o que resulta de uma central.
											Se todos os desperdícios nucleares
dos EUA, desde sempre,
											fossem postos num campo de futebol
americano, empilhados,
											chegariam apenas a 6 metros de altura.
											Diz-se que envenenam
as pessoas ou fazem coisas...
											mas não, eles estão ali simplesmente,
estão a ser vigiados.
											Não são em grande quantidade.
											Em contraste, os desperdícios,
que não controlamos,
											da produção de energia,
											— chamamos-lhes ""poluição"" —
matam sete milhões de pessoas por ano
											e ameaçam, a níveis muito graves,
o aquecimento global.
											A verdade é que, mesmo que consigamos
usar esses desperdícios como combustível,
											vai sempre restar algum combustível.
											Isso significa que vai haver sempre gente
que pensa que é um grande problema,
											por razões que talvez não tenham
muito a ver com os desperdícios em si,
											como pensamos.
									","
											And what about the waste?
											Everyone worries about the waste.
											Well, the interesting
thing about the waste
											is how little of it there is.
											This is just from one plant.
											If you take all the nuclear waste
we've ever made in the United States,
											put it on a football field, stacked it up,
											it would only reach 20 feet high.
											And people say it's poisoning
people or doing something —
											it's not, it's just sitting
there, it's just being monitored.
											There's not very much of it.
											By contrast, the waste that we don't
control from energy production —
											we call it ""pollution,"" and it kills
seven million people a year,
											and it's threatening very serious
levels of global warming.
											And the truth is that even if we get
good at using that waste as fuel,
											there's always going to be
some fuel left over.
											That means there's always going to be
people that think it's a big problem
											for reasons that maybe don't have
as much to do with the actual waste
											as we think.
									","
											Et les déchets ?
											Tout le monde s'en inquiète.
											Ce qui est intéressant
concernant les déchets,
											c'est leur faible quantité.
											Ceci est pour une centrale.
											Si vous prenez tous les déchets nucléaires
produits aux États-Unis,
											les empilez sur un terrain de football,
											cela n'atteindrait que 7 mètres de haut.
											Les gens disent
qu'ils empoissonnent les gens —
											c'est faux, ils restent là,
ils sont juste surveillés.
											Il n'y en a pas beaucoup.
											En revanche, les déchets non contrôlés
émis par la production d'énergie —
											appelés « pollution », tuent 7 millions
de personnes par an
											et sont une forte menace
pour le réchauffement climatique.
											En vérité, si nous réussissons
à utiliser les déchets comme carburant,
											il y aura toujours du carburant.
											Cela signifie que certains
penseront toujours que c'est un problème
											pour des raisons qui n'ont peut-être pas
autant à voir avec les déchets
											que nous le croyons.
									","
											Atıklardan ne haber?
											Herkes atıklardan endişe ediyor.
											İlginç olan şey aslında atıkların
											ne kadar da az olduğudur.
											Bu sadece bir santralden.
											ABD'de bu güne kadar elde 
edilen atıkların hepsini
											bir futbol stadyumuna koyun, yığın,
											sadece 6 metre yüksekliğe 
ancak ulaşacaktır.
											İnsanlar, insanları zehirlediğinden, 
başka şeyler yaptığından bahsediyorlar—
											öyle değil, onlar orada sadece 
duruyor. Onlar izleniyor.
											Onlardan çok yok.
											Aksine, enerji üretiminden çıkan 
kontrol etmediğimiz atıklar—
											buna ""kirlilik"" diyoruz, yılda yedi
milyon insanı öldürüyor
											ve küresel ısınma seviyelerini
çok ciddi tehdit ediyor.
											Ve gerçek şu ki atığı yakıt olarak
kullanmada iyi olsak bile,
											mutlaka her zaman biraz
artan yakıt olacak.
											Bu demek oluyor ki gerçek atık
miktarını bilmemeleri gibi
											nedenlerden dolayı her zaman bunun 
büyük bir problem olduğunu düşünen
											insanlar olacaktır.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											E quanto às armas?
											Talvez a coisa mais surpreendente
seja que não encontramos nenhum exemplo
											de países que têm energia nuclear
											e depois decidem ir arranjar uma arma.
											Com efeito, funciona ao contrário.
											Descobrimos que a única forma
que conhecemos
											de nos desfazermos de grande quantidade
de armas nucleares
											é usando o plutónio das ogivas nucleares
											como combustível nas centrais nucleares.
											Por isso, se queremos limpar
o mundo das armas nucleares,
											vamos precisar
de muito mais energia nuclear.
									","
											Well, what about the weapons?
											Maybe the most surprising thing
is that we can't find any examples
											of countries that have nuclear power
											and then, ""Oh!"" decide to go get a weapon.
											In fact, it works the opposite.
											What we find is the only way we know
											how to get rid large numbers
of nuclear weapons
											is by using the plutonium in the warheads
											as fuel in our nuclear power plants.
											And so, if you are wanting to get
the world rid of nuclear weapons,
											then we're going to need
a lot more nuclear power.
									","
											Et les armes ?
											Le plus surprenant est
que nous n'avons pas trouvé d'exemple
											de pays ayant de l'énergie nucléaire
											et ayant soudain décidé
d'en faire une arme.
											En fait, c'est tout le contraire.
											Nous découvrons
que la seule façon connue
											de nous débarrasser
de beaucoup d'armes nucléaires
											est d'utiliser le plutonium des ogives
											comme carburant
dans nos centrales nucléaires.
											Si nous voulons débarrasser le monde
des armes nucléaires,
											nous avons besoin
de beaucoup plus de centrales nucléaires.
									","
											Peki silahlardan ne haber?
											Belki de en şaşırtıcı şey
nükleer gücü olan ve
											haydi bir silahımız olsun diyen

											hiçbir ülke örneği bulamayız.
											Aslında bu tam ters şekilde işliyor.
											Bulduğumuz şey nükleer silahların
çoğundan kurtulmanın
											tek yolunun nükleer
enerji santrallerimizde
											savaş başlıklarındaki plutonyumun
yakıt olarak
											kullanılmasıyla olabileceğidir.
											Yani, daha fazla nükleer silahtan 
kurtulmak istiyorsak,
											o zaman daha fazla nükleer santrale 
ihtiyacımız var demektir.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Quando estava para sair da China,
											o engenheiro que levou Bill Gates para lá
puxou-me de lado e disse:
											""Sabe, Michael, aprecio o seu interesse
											""por todas as diversas
tecnologias nucleares
											""mas há um problema mais básico,
											""que é não haver suficiente
procura a nível mundial.
											""Ou seja, podemos montar
estas máquinas em linhas de montagem,
											""sabemos como fazer as coisas baratas,
											""mas não há gente suficiente
que as queira.
									","
											As I was leaving China,
											the engineer that brought Bill Gates there
kind of pulled me aside,
											and he said, ""You know, Michael,
I appreciate your interest
											in all the different nuclear
supply technologies,
											but there's this more basic issue,
											which is that there's just not
enough global demand.
											I mean, we can crank out
these machines on assembly lines,
											we do know how to make things cheap,
											but there's just not enough
people that want them.""
									","
											En quittant la Chine,
											j'ai été pris à part
par les ingénieurs de Bill Gates
											et ils m'ont dit :
« Michael, nous apprécions votre intérêt
											pour les différentes technologies
d'approvisionnement nucléaire
											mais il y a un problème plus fondamental
											qui est qu'il n'y a pas assez
de demande mondiale.
											Nous produisons ces machines
en fortes quantités,
											nous savons comment baisser leur prix,
											mais il n'y a pas assez de demande. »
									","
											Çin'den ayrılırken,
											Bill Gates'in oraya götürdüğü 
mühendislerden biri beni kenara çekip
											dedi ki, ""Michael, Biliyorsun, bütün 
farklı nükleer kaynak
											teknolojilerine olan ilgini
takdir ediyorum,
											fakat burada daha basit bir mesele var,
											bunun için küresel çapta bir talep yok.
											Demek istiyorum ki bu makinaları
bantlarda çok sayıda üretebilirsin,
											nasıl ucuza yapıldığını da biliyoruz,
											fakat bunu isteyen insan
sayısı yeterli değil.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											""Assim, continuemos com a solar e eólica,
com a eficácia e a conservação"".
											Vamos acelerar os programas
nucleares avançados.
											Penso que devíamos triplicar
o dinheiro que estamos a gastar nisso.
											Mas penso que a coisa mais importante,
											se quisermos vencer a crise climática
											é ter em atenção que a causa
da crise da energia limpa
											não tem origem nas máquinas,
											está dentro de nós mesmos.
									","
											And so, let's do solar and wind
and efficiency and conservation.
											Let's accelerate the advanced
nuclear programs.
											I think we should triple the amount
of money we're spending on it.
											But I just think the most important thing,
											if we're going to overcome
the climate crisis,
											is to keep in mind that the cause
of the clean energy crisis
											isn't from within our machines,
											it's from within ourselves.
									","
											Travaillons sur le solaire, l'éolien,
sur l'efficacité et le stockage.
											Accélérons les programmes
nucléaires avancés.
											A mon avis, nous devrions tripler
l'argent que nous leur allouons.
											Mais je pense que le plus important,
											si nous devons dépasser
la crise climatique,
											est de garder à l'esprit que la cause
de la crise de l'énergie propre
											ne vient pas de nos machines
											mais de nous.
									","
											Bu yüzden biz güneş ve rüzgara,
enerji verimliliği ve korunmasına eğilelim.
											Haydi ileri nükleer
programları hızlandıralım.
											Bence ona harcadığımız paranın
miktarını üçe katlamalıyız.
											Fakat en önemli şeyin,
											iklim kriziyle baş edeceksek,
											aklımızda tutmalıyız ki temiz enerji krizi
											makinalardan kaynaklanmıyor,
											kendimizden kaynaklanıyor 
olduğunu düşünüyorum.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											Muito obrigado.
									","
											Thank you very much.
									","
											Merci beaucoup.
									","
											Çok teşekkür ederim.
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Alkışlar)
									",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
"
","
","
","
",How fear of nuclear power is hurting the environment,Michael Shellenberger,13:58,"activism,climate change,alternative energy,energy,environment,global issues,fear,global development,green,government,innovation,infrastructure,natural resources,investment,nuclear energy,policy,nuclear weapons,social change,pollution,society,technology,electricity"
