en,es,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											But we decided, why not launch
our own poster campaign
											that says nice things about Muslims,
											while promoting the movie.
											So myself and fellow comedian
Dean Obeidallah
											decided to launch the fighting-bigotry-
with-delightful-posters campaign.
											We raised the money, worked
with the MTA for over 5 months,
											got the posters approved,
											and two days after they
were supposed to go up,
											the MTA decided to ban the posters,
											citing political content.
									","
											Pero decidimos lanzar
nuestra propia campaña
											para promover cosas positivas
sobre los musulmanes
											a la vez que la película.
											Así que junto con mi colega
comediante, Dean Obeidallah,
											pusimos en marcha la campaña
contra la intolerancia
											con la ayuda de carteles encantadores.
											Recaudamos fondos,
trabajamos 5 meses con el MTA,
											nos aprobaron los carteles,
											y 2 días antes de hacerlos públicos, 
el MTA decidió prohibirlos
											alegando contenido político.
									","
											Mais nous avons décidé de lancer
notre propre campagne d'affichage
											qui disait des choses positives
sur les musulmans,
											tout en promouvant le film.
											Un ami comédien, Dean Obeidallah,
et moi-même,
											avons lancé la lutte contre le fanatisme
avec une délicieuse campagne d'affichage.
											Nous avons levé des fonds, travaillé
avec le MTA pendant plus de 5 mois,
											obtenu la validation des affiches,
											et 2 jours après la date prévue
pour leur installation,
											le MTA a décidé de les interdire,
											car c'était un contenu politique.
									","
											Wir entschieden uns für
eine eigene Plakataktion,
											die nette Dinge über Muslime sagt
											und so den Film bewirbt.
											Ich und mein Kollege Dean Obeidallah
											gründeten die ""Kampf-gegen-
Intoleranz-mit-schöner-Plakataktion"".
											Wir sammelten Spenden und arbeiteten
5 Monate mit der MTA zusammen,
											bekamen die Plakate genehmigt,
											aber zwei Tage nach dem Start
verbot die MTA die Plakate
											wegen des politischen Inhalts.
									","
											Mas decidimos lançar
a nossa campanha de cartazes
											que dissesse coisas boas
sobre os muçulmanos,
											enquanto promovíamos o filme.
											Então eu e Dean Obeidallah,
um colega comediante,
											decidimos lançar a campanha
combater-fanatismo-com-belos-cartazes.
											Arrecadámos fundos, trabalhámos 
com o MTA durante mais de 5 meses,
											os cartazes foram aprovados,
											E dois dias depois de eles
deverem estar colocados,
											o MTA decidiu proibir os cartazes,
											alegando conteúdo político.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Let's take a look
at a couple of those posters.
											Here's one.
											Facts about Muslims:
											Muslims invented
the concept of a hospital.
											OK.
											Fact: Grown-up Muslims can do
more push-ups than baby Muslims.
									","
											Vamos a echar un vistazo
a un par de esos carteles.
											Aquí hay uno.
											Datos sobre los musulmanes:
											inventaron la idea del hospital.
											Bien.
											Hecho: Los adultos musulmanes hacen
más flexiones que los musulmanes bebé.
									","
											Regardons quelques-uns de ces posters.
											En voici un premier.
											Faits sur les musulmans :
											les musulmans ont inventé
le concept d'hôpital.
											OK.
											Fait : des musulmans adultes peuvent faire
plus de pompes que de bébés musulmans.
									","
											Sehen wir uns ein paar der Plakate an.
											Hier ist eines.
											Fakten über Muslime:
											Muslime haben das Krankenhaus erfunden.
											Okay.
											Fakt: Erwachsene Muslime können
mehr Liegestütze als Muslim-Babys.
									","
											Vamos dar uma olhadela
nalguns destes cartazes.
											Aqui está um.
											Factos sobre muçulmanos:
											Os muçulmanos inventaram
o conceito de hospital.
											Certo.
											Facto: Os muçulmanos adultos 
fazem mais flexões do que os bebés.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Fact: Muslims invented Justin Timberlake.
									","
											Hecho: los musulmanes
inventaron a Justin Timberlake.
									","
											Fait : les musulmans ont inventé
Justin Timberlake.
									","
											Fakt: Muslime haben
Justin Timberlake erfunden.
									","
											Facto: Os muçulmanos
inventaram o Justin Timberlake.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Let's take a look at another one.
											The ugly truth about Muslims:
											they have great frittata recipes.
									","
											Vamos a echar un vistazo a otro.
											La horrible verdad acerca
de los musulmanes:
											tienen recetas deliciosas de tortilla.
									","
											Voyons-en un autre.
											La triste vérité sur les musulmans :
											ils ont des super recettes de frittatas.
									","
											Schauen wir uns ein anderes an.
											Die hässliche Wahrheit über Muslime:
											Sie haben großartige Frittata-Rezepte.
									","
											Vamos olhar para um outro.
											A verdade cruel sobre muçulmanos:
											Eles têm fantásticas
receitas de ""frittata"".
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Now clearly, frittatas are considered
political by the MTA.
											Either that, or the mere mention
of Muslims in a positive light
											was considered political — but it isn't.
											It's about justice.
											So we decided to change
											our fighting-bigortry-
with-delightful-posters campaign
											and turn it into the fighting-bigotry-
with-a-delightful-lawsuit campaign.
									","
											Será porque la MTA considera que la
tortilla tiene un contenido político
											o será la mera mención en una mirada
positiva de los musulmanes;
											De todos modos no es así.
											Se trata de justicia.
											Así que decidimos convertir nuestra
campaña contra la intolerancia
											con carteles exquisitos
											por una campaña de
demandas deliciosas.
									","
											Clairement, les frittatas sont considérées
comme politiques par le MTA.
											Ou bien la simple mention
de musulmans sous une forme positive
											était vue comme politique —
ce n'est pas le cas.
											C'est à propos de justice.
											On a donc transformé
											notre lutte contre le fanatisme avec
une délicieuse campagne d'affichage
											en une lutte contre le fanatisme avec
une délicieuse campagne de procès.
									","
											Frittatas gelten bei der MTA
wohl als politisch.
											Entweder das oder die bloße Erwähnung
von Muslime in einem positiven Licht
											scheint politisch — ist es aber nicht.
											Es geht um Gerechtigkeit.
											Wir haben entschieden,
											unsere Kampf-gegen-Intoleranz-Plakataktion
											in einen Kampf-gegen-Intoleranz-
Gerichtsprozess umzuwandeln.
									","
											Bem, claramente, as ""frittatas""
são consideradas políticas pelo MTA.
											Ou isso ou a mera menção
de muçulmanos numa visão positiva
											foi considerada política — mas não é.
											É sobre justiça.
											Então nós decidimos mudar a campanha
											de combater-fanatismo-com-belos-cartazes
											para combater-fanatismo
-com-um-belo-processo-judicial.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											So basically, what I'm saying
is a couple of dirt-bag comedians
											took on a major New York City agency
											and the comedians won.
									","
											Básicamente, estoy diciendo que
unos cuantos cómicos fallidos
											litigaron contra una importante
agencia neoyorquina y ganaron.
									","
											Globalement, une bande
de comédiens bons à rien
											ont fait appel à une agence de pub
renommée de New York
											et les comédiens ont gagné.
									","
											Ich will damit sagen,
ein paar Comedian-Drecksäcke
											legten sich mit einer großen
New Yorker Agentur an,
											und die Comedians gewannen.
									","
											Estou a dizer que uns comediantes da treta
											contrataram uma importante
empresa de Nova Iorque
											e os comediantes ganharam.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Applause and cheers)
									","
											(Aplausos) (Ovaciones)
									","
											(Applaudissements et acclamations)
									","
											(Applaus und Jubel)
									","
											(Aplausos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Thank you.
											Victory was a very weird feeling.
											I was like, ""Is this what
blonde girls feel like all the time?
											'Cause this is amazing!""
									","
											Gracias.
											Ganar fue una sensación muy extraña.
											Me preguntaba si es la misma sensación
que suelen experimentar las rubias,
											¡porque es algo increíble!
									","
											Merci.
											La victoire était un sentiment bizarre.
											Je me demandé si les blondes
ressentaient toujours cela,
											car c'est incroyable !
									","
											Danke.
											Der Sieg war ein komisches Gefühl.
											Ich dachte: ""Fühlen sich
Blondinen ständig so?
											Denn es ist großartig!""
									","
											Obrigada.
											A vitória foi um sentimento estranho.
											Eu fiquei tipo: ""É isto que as loiras
sentem a toda a hora?
											""Porque isto é fantástico!""
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Here's another example.
											I'm asked everywhere I go:
""Why don't Muslims denounce terrorism?""
											We do. But OK, I'll take the bait.
											So I decided to launch
thedailydenouncer.com.
											It's a website that denounces
terrorism every day of the week,
											while taking the weekends off.
											Let's take a look at an example.
											They generally appear
as single-panel cartoons,
											""I denounce terrorism! I also denounce
people who never fill the paper tray!""
											The point of the website
is that it denounces terrorism
											while recognizing that it's ridiculous
											that we have to constantly
denounce terrorism.
									","
											He aquí otro ejemplo.
											Donde quiera que vaya
siempre me preguntan:
											""¿Por qué los musulmanes
no denuncian el terrorismo?""
											Lo hacemos.
											Pero bien, acepté el desafío y decidí
lanzar thedailydenouncer.com,
											un sitio web que denuncia
el terrorismo durante la semana,
											porque nos tomamos los fines de semana.
											Veamos un ejemplo,
											que por lo general, aparecen como
dibujos animados de un solo bocadillo:
											""¡Denuncio el terrorismo! ¡También a los
que nunca rellenan la bandeja de papel!""
											La idea del sitio web
es denunciar el terrorismo
											y reconocer que es ridículo
											tener que denunciarlo constantemente.
									","
											Voici un autre exemple.
											On me demande souvent :
											« Pourquoi les musulmans
ne dénoncent pas le terrorisme ? »
											Nous le faisons, mais ok pour la critique.
											J'ai donc lancé lepetitdenonciateur.com.
											C'est un site qui dénonce le terrorisme
du lundi au vendredi,
											tout en se reposant le week-end.
											Jetons-y un œil.
											Ils apparaissent souvent
sous la forme de dessins,
											« Je dénonce le terrorisme et les gens qui
ne remplissent jamais le bac à papier ! »
											L'objectif du site
est de dénoncer le terrorisme
											tout en expliquant que c'est ridicule
											que nous devions dénoncer
constamment le terrorisme.
									","
											Ein weiteres Beispiel.
											Überall werde ich gefragt: ""Warum
verurteilen Muslime Terror nicht?""
											Wir tun es! Aber gut, ich gehe darauf ein.
											Ich gründete thedailydenouncer.com.
											Eine Website, die den Terror
an jedem Werktag verurteilt,
											aber das Wochenende freimacht.
											Sehen wir uns ein Beispiel an.
											Sie tauchen als Einzelbild-Karikatur auf:
											""Ich verurteile Terror und Leute,
die den Papierkorb nicht nutzen.""
											Das Ziel der Seite ist es,
den Terror zu verurteilen,
											aber einzugestehen, dass es absurd ist,
											den Terror die ganze Zeit zu verurteilen.
									","
											Aqui vai outro exemplo.
											Estão sempre a perguntar-me:
											""Porque é que os muçulmanos 
não denunciam o terrorismo?""
											Nós denunciamos.
Mas vou morder o isco.
											Então decidi lançar o
thedailydenouncer.com
											É um ""site"" que denuncia o terrorismo
todos os dias da semana,
											tirando os fins-de-semana.
											Vamos olhar para um exemplo.
											Eles normalmente aparecem
como cartunes de uma só imagem.
											""Eu denuncio o terrorismo!
											Também denuncio as pessoas
que nunca enchem a gaveta do papel!""
											A ideia do ""site"" é denunciar o terrorismo
											enquanto reconhece que isso é ridículo,
											que tenhamos de denunciar
constantemente o terrorismo.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											But if bigotry isn't your thing,
											social justice comedy is useful
for all sorts of issues.
											For example, myself and fellow
comedian Lee Camp
											went to the Cayman Islands
to investigate offshore banking.
											Now, the United States loses
something like 300 billion dollars a year
											in these offshore tax havens.
											Not to brag,
											but at the end of every month,
											I have something like 5-15 dollars
in disposable income.
											So we walked into these banks
in the Cayman Islands
											and asked if we could
open up a bank account
											with eight dollars and 27 cents.
									","
											Pero si la intolerancia no es lo suyo,
											la comedia de la justicia social 
es útil para todo tipo de problemas.
											Por ejemplo, junto con
mi compañero Lee Camp
											fuimos a las Islas Caimán
para investigar la banca offshore.
											Estados Unidos pierde algo así como
unos USD 300 000 millones al año
											en estos paraísos fiscales
en el extranjero.
											No es por presumir, 
pero yo, al fin de mes
											solo tengo de 5 a 15 USD
de la renta disponible.
											Así que entramos en estos
bancos en las Islas Caimán
											y preguntamos si podíamos
abrir una cuenta bancaria
											con 8 dólares y 27 centavos.
									","
											Mais si le fanatisme n'est pas votre truc,
											l'humour de justice sociale est utile
pour tout un tas de problèmes.
											Par exemple, le comédien
Lee Camp et moi-même
											sommes allés aux îles Caïmans
pour enquêter sur le secret bancaire.
											Les États-Unis perdent environ
300 milliards de dollars par an
											dans ces paradis fiscaux.
											Pas de quoi se vanter,
											mais à la fin de chaque mois,
											j'ai environ 5-15 dollars à placer.
											Nous avons pénétré ces banques
aux îles Caïmans
											et avons demandé à ouvrir un compte
											avec 8 dollars et 27 centimes.
									","
											Aber wenn Intoleranz nicht Ihr Ding ist,
											kann Comedy für vieles hilfreich sein.
											So sind mein Kollege Lee Camp und ich
											auf die Caymaninseln geflogen,
um Offshore-Banking zu untersuchen.
											Die Vereinigten Staaten verlieren
jährlich ungefähr 300 Milliarden Dollar
											in diesen Steueroasen.
											Ich will nicht angeben,
											aber ich habe jeden Monat
											zwischen 5–15 Dollar,
die ich entbehren könnte.
											Also gingen wir in die Banken
auf den Caymans
											und fragten, ob wir
ein Konto eröffnen könnten
											— mit 8,27 Dollar.
									","
											Mas se o fanatismo não for a vossa cena,
											a comédia de justiça social é útil
para todo o tipo de questões.
											Por exemplo, eu e o meu colega
comediante Lee Camp.
											fomos às Ilhas Caimão
investigar a banca ""offshore"".
											Os EUA perdem cerca
de 300 mil milhões de dólares por ano
											nestes paraísos fiscais.
											Sem querer gabar-me,
											mas no final de cada mês,
											eu tenho cerca de 5 a 15 dólares
de rendimento disponível.
											Então fomos a esses bancos
nas Ilhas Caimão
											e perguntámos se podíamos
abrir uma conta bancária
											com 8 dólares e 27 cêntimos.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											The bank managers would indulge us
for 30-45 seconds before calling security.
											Security would come out,
brandish their weapons,
											and then we would squeal
with fear and run away,
											because — and this is the last
rule of social justice comedy —
											sometimes it makes you want
to take a dump in your pants.
									","
											Los gerentes nos aguantaron 30 a 45
segundos antes de llamar a la seguridad.
											Los chicos de la seguridad llegaron,
presumieron de sus armas,
											y nosotros acabamos
chillando de miedo y huyendo
											porque — y esta es la última regla
de la comedia la justicia social —
											a veces estas cosas te dejan
el cuerpo como un flan.
									","
											Les managers de la banque
nous auraient renseignés
											pendant 30-45 secondes
avant d'appeler la sécurité.
											La sécurité serait sortie,
en brandissant des armes,
											nous aurions grimacé avec peur
et nous serions enfuis,
											car — et c'est la dernière règle
de l'humour de justice sociale —
											cela vous donne envie
de pisser dans votre froc.
									","
											Die Filialleiter gewährten uns 30–40
Sekunden, bevor sie die Security riefen,
											die mit ihren Waffen fuchtelten,
											dann würden wir schreiend weglaufen.
											Denn — und das ist die letzte Regel
sozialer-Gerechtigkeits-Comedy —
											manchmal möchte man sich
in die Hose machen.
									","
											Os gerentes do banco aturavam-nos
durante 30 a 45 segundos
											até chamarem o segurança.
											O segurança aparecia,
brandindo as suas armas,
											e nós guinchávamos de medo e fugíamos,
											porque — e esta é a última regra
da comédia de justiça social —
											às vezes faz-nos querer
sujar as calças.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Most of my work is meant to be fun.
											It's meant to generate
a connection and laughter.
											But yes, sometimes I get
run off the grounds by security.
											Sometimes I get mean tweets and hate mail.
											Sometimes I get voice mails saying
that if I continue telling my jokes,
											they'll kill me
and they'll kill my family.
											And those death threats
are definitely not funny.
									","
											Se supone que la mayor parte
de mi trabajo es divertida,
											destinada a generar risa
y un sentimiento de pertenencia.
											Pero sí, a veces acabo de patas
en la calle por los de seguridad.
											A veces recibo tuits e e-mails
llenos de odio y amenazas.
											A veces correos de voz diciendo
que si sigo contando mis chistes,
											me matarán a mí y a mi familia.
											Y esas amenazas de muerte
no son divertidas en absoluto.
									","
											Le but de mon travail
est plutôt de vous faire rire.
											Il est destiné à générer
une connexion et le rire.
											Parfois je me fais virer de la scène
par la sécurité.
											Parfois je reçois des tweets
et des mails haineux.
											Parfois je reçois des messages vocaux
me disant que si je continue mes blagues,
											ils me tueront, moi et ma famille.
											Ces menaces de mort
ne sont vraiment pas drôles.
									","
											Meine Arbeit soll meistens
Freude bereiten.
											Es geht darum, Verbindung
und Gelächter zu erzeugen.
											Aber ja, manchmal vertreibt mich
die Securities vom Gelände.
											Manchmal bekomme ich Hassmails.
									","
											A maioria do meu trabalho
destina-se a ser divertido.
											É suposto gerar uma ligação e o riso.
											Mas sim, às vezes sou
enxotada pelos seguranças.
											Às vezes recebo ""tweets"" maldosos,
e correio de ódio.
											Às vezes recebo mensagens de voz a dizer
que, se continuar com as minhas piadas,
											vão matar-me e à minha família.
											Estas ameaças de morte 
definitivamente não têm piada.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											But despite the occasional danger,
											I still think that social justice comedy
is one of our best weapons.
											I mean, we've tried
a lot of approaches to social justice,
											like war and competitive ice dancing.
											But still, a lot of things
are still kind of awful.
											So I think it's time we try and tell
a really good poop joke.
									","
											Pero a pesar de este peligro ocasional,
											sigo pensando que la comedia
para la justicia social
											es una de nuestras mejores armas.
											Es decir, hemos intentado diversas
aproximaciones a la justicia social
											como la guerra y los concursos
de danza sobre hielo, sin éxito.
											Pero aún así, muchas cosas
siguen siendo horribles.
											Así que creo que es hora de contar
una broma muy buena sobre la caca.
									","
											Mais malgré le danger occasionnel,
											je pense toujours que l'humour de justice
sociale est l'une de nos meilleures armes.
											On a essayé des tas d'approches
pour la justice sociale,
											comme la guerre et des compétitions
de danse sur glace.
											Et pourtant, plein de choses
sont encore plutôt terribles.
											Donc je pense qu'il est temps d'essayer
de raconter une vraie mauvaise blague.
									","
											Manchmal erhalte ich Sprachnachrichten,
die besagen, erzähle ich weiterhin Witze,
											töten sie mich und meine Familie.
											Diese Todeswünsche sind nicht witzig.
									","
											Mas, apesar do perigo ocasional,
											eu ainda acho que a comédia de justiça
social é uma das nossas melhores armas.
											Quer dizer, nós tentámos várias
abordagens à justiça social,
											como a guerra e a dança
competitiva no gelo.
											Mesmo assim, ainda há
uma data de coisas terríveis.
											Então eu acho que está na hora
de contar uma boa piada de cocó.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Aber trotz der Gefahr denke ich,
											dass soziale-Gerechtgkeits-Comedy
eine unserer besten Waffen ist.
											Wir haben einige Ansätze für
soziale Gerechtigkeit ausprobiert,
											wie Krieg und Eistanzsport.
											Dennoch sind viele Dinge noch schlecht.
											Also wird es Zeit für
einen wirklich guten Furz-Witz.
									","
											Obrigada.
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											Danke. (Applaus)
									","
											(Aplausos)
									",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
"
","
","
","
","
",A highly scientific taxonomy of haters,Negin Farsad,8:05,"activism,community,comedy,identity,entertainment,religion,social change,society,TED Fellows,terrorism,humor"
