pt,en,es,fr,de,tr,title,speaker,duration,tags
"
											O que torna estes
altruístas extraordinários diferentes
											não é só serem pessoas mais compassivas
do que a média.
											São.
											Mas o que é ainda menos comum nelas
											é não serem só compassivas e altruístas
para com pessoas do seu círculo íntimo
											de amigos e família.
											Ter compaixão por pessoas
que amamos e com quem nos identificamos
											não é extraordinário.
											A compaixão dos altruístas extraordinários
ultrapassa esse círculo,
											vai além do grupo dos conhecidos
											até pessoas completamente afastadas
do seu círculo social,
											perfeitos desconhecidos,
											tais como o homem que me salvou.
									","
											But I should add that what makes
extraordinary altruists so different
											is not just that they're
more compassionate than average.
											They are,
											but what's even more unusual about them
											is that they're compassionate
and altruistic
											not just towards people
who are in their own innermost circle
											of friends and family. Right?
											Because to have compassion for people
that you love and identify with
											is not extraordinary.
											Truly extraordinary altruists' compassion
extends way beyond that circle,
											even beyond their wider
circle of acquaintances
											to people who are outside
their social circle altogether,
											total strangers,
											just like the man who rescued me.
									","
											Pero debo añadir que lo marca la 
diferencia en altruistas extraordinarios,
											no es solo el hecho de ser 
más compasivos que el promedio.
											Lo son,
											pero lo que aún es más inusual en ellos,
											es que son compasivos y altruistas
											no solo hacia las personas 
de su propio círculo íntimo
											de amigos y familiares.
											Porque sentir compasión por la gente 
que te gusta y con los que te identificas
											no es extraordinario.
											En verdad la compasión extraordinaria 
de los altruistas
											se extiende mucho más allá de ese círculo,
											incluso más allá de su círculo 
más amplio de conocidos,
											a las personas que están fuera 
de su círculo social,
											a los extraños,
											como el hombre que me rescató.
									","
											Je devrais rajouter que ce qui rend
les gens très altruistes si différents
											n'est pas qu'ils sont
plus compatissants que la moyenne.
											Ils le sont,
											mais le plus inhabituel chez eux
											est qu'ils sont
compatissants et altruistes
											non seulement envers les gens
de leur cercle le plus proche
											d'amis et de membres de la famille.
											Avoir de la compassion pour ceux
que vous aimez, que vous reconnaissez
											n'est pas extraordinaire.
											La compassion des vrais altruistes
s'étend au-delà de ce cercle,
											au-delà de leur cercle de connaissances,
											jusqu'à ceux qui sont
complètement hors de leur cercle social,
											de parfaits inconnus,
											comme l'homme qui m'a sauvée.
									","
											Was besondere Altruisten so anders macht,
											ist nicht nur, dass sie mitfühlender sind
als der Durchschnitt.
											Sie sind, was noch ungewöhnlicher ist,
											nicht nur Menschen gegenüber
mitfühlend und altruistisch,
											die zu ihrem engsten Kreis von Freunden
und Familienmitgliedern gehören.
											Denn Mitgefühl für geliebte Menschen,
mit denen man sich identifiziert,

											ist nicht außergewöhnlich.
											Wahrhaft außergewöhnliches
altruistisches Mitgefühl
											erstreckt sich über diesen Zirkel hinaus,
											sogar über ihren weiteren Bekanntenkreis
											auf Menschen außerhalb
ihres sozialen Netzwerks,
											vollkommen Fremde,
											genau wie der Mann, der mich rettete.
									","
											Ama şunu eklemeliyim ki
olağandışı özverilileri farklı kılan şey
											ortalamanın üzerinde bir
merhamete sahip olmaları değildir.
											Öyleler,
											ama onları asıl olağandışı yapan şey
											sadece yakın çevresi olan
											arkadaş ve ailesine karşı merhametli
											ve özverili olmamalarıdır. Değil mi?
											Çünkü sevdiğiniz ve çevrenizdeki
insanlara şefkatiniz olması
											olağandışı değildir.
											Gerçek olağandışı özverili merhameti
bu çemberin çok daha dışındadır,
											hatta geniş çemberindeki
eş-dostlarının da ötesinde
											sosyal çemberlerinin dışındaki insanlardan
											tamamen yabancı insanlara kadar.
											Tıpkı beni kurtaran adam gibi.
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											Já tive a oportunidade de perguntar
a doadores altruístas de um rim
											como conseguem gerar um círculo
de compaixão tão vasto
											que se dispõem a dar um rim
a um perfeito desconhecido.
											Descobri que têm muita dificuldade
em responder.
											Pergunto:
									","
											And I've had the opportunity now
to ask a lot of altruistic kidney donors
											how it is that they manage to generate
such a wide circle of compassion
											that they were willing to give
a complete stranger their kidney.
											And I found it's a really difficult
question for them to answer.
									","
											Y he tenido la oportunidad de preguntar 
a muchos altruistas donantes de riñón
											cómo se las arreglan para generar 
un amplio círculo de compasión tal
											que estaban dispuestos a dar 
a un completo desconocido su riñón.
											Y he detectado que es una pregunta 
para ellos muy difícil de responder.
									","
											J'ai eu l'opportunité de demander
aux donneurs de rein altruistes
											comment ils parvenaient à générer
un si grand cercle de compassion
											pour qu'ils soient prêts à donner
leur rein à un parfait étranger.
											J'ai découvert qu'il leur est
très difficile de répondre.
									","
											Ich befragte inzwischen viele
der altruistischen Nierenspender,
											wie sie so einen großen Kreis
des Mitgefühls schaffen können,
											sodass sie bereit sind,
											einem vollkommen Fremden
ihre Niere zu spenden.
											Die Antwort auf diese Frage
war sehr schwierig für sie.
									","
											Ve ben, özverili böbrek bağışçılarına
											hiç tanımadıkları bir insana
böbreklerini bağışlayabilecek kadar
											büyük bir şefkate nasıl sahip olduklarını
sorma şansına sahip oldum.
											Ve onlar için bu sorunun
zor bir soru olduğunu anladım.
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											""Como é que se dispõe a fazer isto
											""quando tantas pessoas não o fariam?
											""É um dos menos de 2000 norte-americanos
											""que já doaram um rim a estranhos.
											""O que é que o torna tão especial?"".
									","
											I say, ""How is it that
you're willing to do this thing
											when so many other people don't?
											You're one of fewer than 2,000 Americans
											who has ever given a kidney to a stranger.
											What is it that makes you so special?""
									","
											Yo digo: ""¿Cómo es que 
estás dispuesto a hacer esto
											si tantas otras personas no lo hacen?
											Eres uno de menos de 2000 estadounidenses
											que ha dado un riñón a un desconocido.
											¿Qué es lo que te hace tan especial?""
									","
											Je leur dis : « Comment se fait-il
que vous soyez prêt à faire cela
											alors que tant d'autres
ne le veulent pas ?
											Vous êtes parmi
les moins de 2 000 Américains
											qui ont donné un rein à un étranger.
											Qu'est-ce qui vous rend si spécial ? »
									","
											Ich meinte: ""Wie kommt es,
dass Sie bereit sind, das zu tun,
											während so viele andere es nicht tun?
											Sie gehören zu weniger
als 2 000 Amerikanern,
											die jemals einem Fremden
eine Niere gespendet haben.
											Was macht Sie so besonders?""
									","
											Onlara şunu sordum:
""Başkaları böyle bir şeyi yapamazken
											siz nasıl yapabildiniz?""
											Sizler böbreğini hiç tanımadığı
birine bağışlayan
											iki binden daha az
Amerikalıdan yalnızca birisiniz.
											Sizi bu kadar özel kılan ne?""
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											Que respondem?
									","
											And what do they say?
									","
											Y ¿qué dicen?
									","
											Que disent-ils ?
									","
											Was antworten sie?
									","
											Ne mi dediler?
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											Dizem:
											""Nada, não tenho nada de especial.
											""Sou uma pessoa como as outras"".
									","
											They say, ""Nothing.
											There's nothing special about me.
											I'm just the same as everybody else.""
									","
											Ellos dicen: ""Nada.
											No hay nada especial en mí.
											Soy igual que todos los demás"".
									","
											Ils disent : « Rien.
											Je ne suis en rien spécial.
											Je suis comme tout le monde. »
									","
											Sie sagen: ""Nichts.

											Ich bin nichts Besonderes.
											Ich bin wie jeder andere.""
									","
											""Hiçbir şey."" dediler.
											""Özel bir yanım yok.
											Ben de herkes gibiyim.""
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											Acho a resposta muito elucidativa,
											pois sugere que os círculos dos altruístas
não têm este aspeto,
											são mais assim.
											Não têm centro.
											Estes altruístas não se consideram
											o centro de nada,
											como melhores ou inerentemente
mais importantes que ninguém.
											Quando perguntei a uma altruísta porque
fazia sentido doar um rim, respondeu:
											""Porque não se trata de mim"".
											Outro respondeu:
											""Não sou diferente. Não sou único.
											""O seu estudo vai descobrir
que sou igual a si"".
									","
											And I think that's actually
a really telling answer,
											because it suggests that the circles
of these altruists don't look like this,
											they look more like this.
											They have no center.
											These altruists literally
don't think of themselves
											as being at the center of anything,
											as being better or more inherently
important than anybody else.
											When I asked one altruist
why donating her kidney made sense to her,
											she said, ""Because it's not about me.""
											Another said,
											""I'm not different. I'm not unique.
											Your study here is going to find out
that I'm just the same as you.""
									","
											Y creo que eso es en realidad 
una respuesta realmente reveladora,
											porque sugiere que los círculos de 
estos altruistas no se parecen a esto,
											sino a esto.
											No tienen ningún centro.
											Estos altruistas, literalmente, 
no piensan en sí mismos
											como en el centro de cualquier cosa,
											por ser mejor o intrínsecamente 
más importantes que los demás.
											Al preguntar a una altruista, por qué 
donar su riñón tenía sentido para ella,
											dijo: ""Porque no se trata de mí"".
											Otro dijo:
											""No soy diferente. No soy único.
											Tu estudio demostrará 
que soy igual que tú"".
									","
											Et je pense que cette réponse
est très révélatrice
											car elle suggère que les cercles
des altruistes ne ressemblent pas à ceci
											mais plutôt à ceci.
											Ils n'ont pas de centre.
											Ces altruistes ne se voient vraiment pas
											comme étant le centre de quoique ce soit,
											comme étant meilleur
ou plus important qu'un autre.
											En demandant à une altruiste
pourquoi le don de son rein avait du sens,
											elle a dit :
« Car il n'est pas question de moi. »
											Un autre a dit :
											« Je ne suis pas différent ni unique.
											Votre étude va montrer
que je suis exactement comme vous. »
									","
											Das ist tatsächlich eine wirklich
aufschlussreiche Antwort,
											weil es andeutet, dass die Zirkel
dieser Altruisten nicht so aussehen,
											sondern eher so.
											Sie haben kein Zentrum.
											Diese Altruisten sehen sich eigentlich
nicht als das Zentrum von irgendwas,
											als besser als jemand anderes 
oder als grundsätzlich wichtiger an.
											Als ich eine Altruistin fragte,

											warum die Nierenspende für sie
einen Sinn ergibt,
											sagte sie: ""Weil es nicht um mich geht.""
											Ein weiterer meinte:
											""Ich bin nicht anders und einzigartig.
											Ihre Studie wird zeigen,
dass ich genauso bin wie Sie.""
									","
											Bence bu gerçekten çarpıcı bir cevap,
											çünkü bu özverili insanların
çevreleri bu şekilde değil,
											daha çok şu şekilde.
											Onlarda merkez yok.
											Bu özverililer kendilerini
											herhangi bir şeyin merkezinde görmüyorlar.
											Başkasından daha iyi veya
doğal olarak önemli değiller.
											Bir özveriliye, böbreğini bağışlamasının
neden mantıklı geldiğini sorduğumda;
											""Çünkü bu benimle ilgili değil."" dedi.
											Bir diğeri de şöyle dedi:
											""Ben farklı değilim. Eşsiz değilim.
											Buradaki çalışmanda seninle
aynı olduğumu bulacaksın.""
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											A melhor caracterização
desta falta de autocentrismo
											é humildade,
											a qualidade que
nas palavras de Sto. Agostinho
											faz dos homens anjos.
											Porquê?
											Porque, se o círculo não tem centro,
											não há anéis interiores ou exteriores,
											ninguém mais merecedor de cuidados 
e compaixão, do que outra pessoa.
											Penso que é isto que distingue
os altruístas extraordinários
											de uma pessoa normal.
									","
											I think the best description
for this amazing lack of self-centeredness
											is humility,
											which is that quality
that in the words of St. Augustine
											makes men as angels.
											And why is that?
											It's because if there's
no center of your circle,
											there can be no inner rings
or outer rings,
											nobody who is more or less worthy
of your care and compassion
											than anybody else.
											And I think that this is what really
distinguishes extraordinary altruists
											from the average person.
									","
											Creo que la mejor descripción de 
esta increíble carencia de egocentrismo
											es la humildad,
											que es que la calidad que, 
en palabras de San Agustín,
											hace a los hombres ángeles.
											¿Y por qué es eso?
											Es porque, si no hay 
un centro de su círculo,
											no puede haber anillos interiores 
o anillos exteriores,
											nadie que sea más o menos digno 
de su atención y compasión
											que nadie.
											Y creo que esto es lo que realmente 
distingue a los altruistas extraordinarios
											de la persona promedio.
									","
											Je pense que la meilleure description
à cette incroyable absence de nombrilisme
											est l'humilité,
											qui est une qualité qui,
selon les mots de Saint Augustin,
											fait des hommes des anges.
											Pourquoi ?
											Car si votre cercle n'a pas de centre,
											il ne peut y avoir de cercles
intérieurs, extérieurs,
											personne ne mérite plus ou moins votre
attention, votre compassion qu'un autre.
											A mon avis, c'est la vraie distinction
entre les altruistes extraordinaires
											et les personnes ordinaires.
									","
											Die beste Beschreibung für
den erstaunlichen Mangel an Egoismus
											ist Demut —
											die Eigenschaft, die, mit den Worten 
von Augustinus von Hippo,
											Menschen zu Engeln macht.
											Warum ist das so?
											Weil es kein Zentrum gibt,
											kann es keine inneren
oder äußeren Kreise geben;
											niemand verdient mehr oder weniger
Fürsorge und Mitgefühl als jeder andere.
											Das unterscheidet besondere Altruisten
wirklich von durchschnittlichen Personen.
									","
											Bence benmerkezci olmayan bu
büyüleyici şey için en iyi tanım
											tevazudur.
											Aziz Augustine sözlerinde
											bunun insanı melek yaptığını belirtir.
											Peki bu neden böyle?
											Çünkü eğer dairenizde bir merkez yoksa,
											iç ve dış halkalar da olamaz.
											İlgi ve merhametiniz hiç kimse için
											daha az veya daha fazla değildir.
											Bence bu olağandışı özverilileri
											ortalama bir insandan
ayıran şey tam olarak bu.
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											Mas também penso que esta visão do mundo
está ao alcance de muitas pessoas
											e talvez da maioria de nós.
											Penso-o, porque a nível da sociedade
											demonstrações de altruísmo e compaixão
já acontecem em toda a parte.
											O psicólogo Steven Pinker e outros
mostraram
											que em todo o mundo as pessoas
se estão a tornar
											menos tolerantes do sofrimento,
em círculos cada vez maiores de outros,
											o que tem levado ao declínio
da crueldade e da violência,
											desde os maus-tratos a animais,
à violência doméstica e à pena capital.
											Tem conduzido ao aumento
de todos os tipos de altruísmo.
											Há cem anos atrás,
as pessoas veriam como bizarra
											a forma normal e vulgar
											como hoje se doa sangue e medula óssea
a perfeitos estranhos.
											Será possível que daqui a mil anos
											as pessoas considerem
que doar um rim a um desconhecido
											é tão normal e vulgar
como hoje é doar sangue e medula óssea?
											Talvez.
									","
											But I also think that this is a view
of the world that's attainable by many
											and maybe even most people.
											And I think this
because at the societal level,
											expansions of altruism and compassion
are already happening everywhere.
											The psychologist Steven Pinker
and others have shown
											that all around the world people
are becoming less and less accepting
											of suffering in ever-widening
circles of others,
											which has led to declines
of all kinds of cruelty and violence,
											from animal abuse to domestic violence
to capital punishment.
											And it's led to increases
in all kinds of altruism.
											A hundred years ago, people
would have thought it was ludicrous
											how normal and ordinary it is
											for people to donate
their blood and bone marrow
											to complete strangers today.
											Is it possible that
a hundred years from now
											people will think
that donating a kidney to a stranger
											is just as normal and ordinary
											as we think donating blood
and bone marrow is today?
											Maybe.
									","
											Pero también creo que esa es una visión 
del mundo que es alcanzable por muchos
											y, tal vez, incluso, 
por la mayoría de la gente.
											Y creo esto, porque a nivel social,
											ya están ocurriendo expansiones de
altruismo y compasión en todas partes.
											El psicólogo Steven Pinker 
y otros han demostrado
											que en todo el mundo las personas 
están cada vez menos dispuestas
											a aceptar que se amplíe el creciente 
círculo de sufrimiento de los demás,
											lo que ha llevado a la disminución 
de todo tipo de crueldad y violencia,
											desde el maltrato a animales, 
a la violencia doméstica,
											hasta la pena capital.
											Lo que lleva al aumento 
en todo tipo de altruismo.
											Hace cien años, la gente 
habría pensado que era absurdo
											lo normal y común que es
											la donación de sangre y médula ósea
											para ayudar a extraños 
en la actualidad.
											¿Es posible que dentro de cien años
											la gente piense que donar 
un riñón a un desconocido
											es tan normal y común
											como creemos que es la donación 
de sangre y médula ósea hoy?
									","
											Je pense aussi que c'est un point de vue
sur le monde atteignable par beaucoup
											voire par la majorité des gens.
											Je le crois car, à un niveau sociétal,
											les expansions d'altruisme,
de compassion arrivent partout.
											Le psychologue Steven Pinker
et d'autres ont montré
											que, partout dans le monde,
les gens acceptent de moins en moins
											la souffrance de cercles
de plus en plus larges,
											ce qui a mené au déclin
de tous genres de cruautés et violences,
											que ce soit envers les animaux,
la violence domestique, la peine capitale.
											Cela a mené à une augmentation
de tous genres d'altruisme.
											Il y a une centaine d'années,
les gens auraient trouvé ridicule
											qu'il soit normal aujourd'hui
											que les gens donnent
du sang ou de la moelle osseuse
											à de parfaits inconnus.
											Est-il possible que, dans cent ans,
											les gens pensent que donner
un rein à un inconnu
											soit aussi normal et ordinaire
											que de donner du sang
ou de la moelle osseuse aujourd'hui ?
											Peut-être.
									","
											Aber ich glaube auch,
											dass diese Weltsicht von vielen und sogar
den meisten Leuten erreichbar ist.
											Ich glaube das, weil bereits
auf gesellschaftlicher Ebene
											überall die Ausweitung von Altruismus
und Mitgefühl stattfindet.
											Der Psychologe Steven Pinker
und andere haben gezeigt,
											dass weltweit Menschen
immer weniger akzeptieren werden,
											in sich ständig erweiternden Kreisen
von anderen zu leiden,
											was zur Abnahme aller Arten
von Grausamkeit und Gewalt führte,
											von Tiermisshandlungen
über häusliche Gewalt bis zur Todesstrafe.
											Es führte zur Zunahme
aller Formen von Altruismus.
											Vor hundert Jahren würden Menschen
gedacht haben, es wäre lächerlich,

											wie normal und alltäglich
es heute für Menschen ist,
											Blut und Knochenmark
an vollkommen Fremde zu spenden.
											Ist es möglich, dass die Menschen
in 100 Jahren denken werden,
											dass an einen Fremden
eine Niere zu spenden,
											genauso normal und alltäglich ist,
											wie die Spende von Blut
und Knochenmark heutzutage?
											Vielleicht.
									","
											Fakat ayrıca bana göre bu, birçok
insanın hatta insanların ekserisinin
											elde edebileceği bir dünya görüşü.
											Ve bence toplum düzeyinde de
											özveri ve merhametin büyümesi
her yerde yaşanıyor.
											Psikolog Steven Pinker 
ve diğerlerinin belirttiği gibi,
											dünya genelinde insanların
geniş çerçevede
											haksızlıklara karşı tahammülü
daha da azalıyor,
											bu da hayvan istismarından
ev içi şiddete ve idama kadar
											birçok konuda zulüm ve
şiddetin azalmasına yol açıyor.
											Ve bu da her tür özverililiğin
artışına yol açıyor.
											100 yıl önce olsaydı,
hiç tanımadığınız insanlara
											bugünkü gibi
											kan ve kemik iliği bağışının
bu kadar normal yapılmasına
											insanlar gülüp geçerdi.
											Bundan 100 yıl sonra
											yabancı bir kişiye
böbreğinizi bağışlamanız
											bugün kan ve kemik iliği bağışlamamız gibi
											normal ve olağan gelecek midir?
											Belki.
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											O que está na raiz
destas incríveis mudanças?
											Em parte, parecem ser
											aumentos na riqueza
e qualidade de vida.
											À medida que as sociedades
enriquecem e vivem melhor,
											as pessoas parecem
virar a sua atenção para fora
											e em resultado, os atos de altruísmo
para com estranhos aumenta.
											São voluntários, dão donativos
e até fazem doações altruístas de rins.
											Estas mudanças também produzem
um resultado estranho e paradoxal:
											embora o mundo se esteja a tornar
melhor e mais humano, que está,
											há a perceção de que se está a tornar
pior e mais cruel, que não está.
											Não sei qual é a causa exata,
											mas acho que pode ser
porque hoje sabemos muito mais
											sobre o sofrimento de desconhecidos
em lugares distantes,
											portanto, agora preocupamo-nos muito mais
											com o sofrimento
desses desconhecidos distantes.
											As mudanças que vemos surgir
											demonstram que as raízes
do altruísmo e da compaixão
											fazem tanto parte da natureza humana
como a crueldade e a violência,
											talvez até façam mais.
											E enquanto algumas pessoas parecem ser
inerentemente mais sensíveis
											ao sofrimento de estranhos distantes
											acredito que a capacidade
de nos afastarmos do centro do círculo
											e de expandir o círculo da compaixão
para incluir até estranhos
											está ao alcance de quase todos.
									","
											So what's at the root
of all these amazing changes?
											In part it seems to be
											increases in wealth
and standards of living.
											As societies become
wealthier and better off,
											people seem to turn
their focus of attention outward,
											and as a result, all kinds of altruism
towards strangers increases,
											from volunteering to charitable donations
and even altruistic kidney donations.
											But all of these changes also yield
											a strange and paradoxical result,
											which is that even as the world is
becoming a better and more humane place,
											which it is,
											there's a very common perception
that it's becoming worse
											and more cruel, which it's not.
											And I don't know exactly why this is,
											but I think it may be
that we now just know so much more
											about the suffering
of strangers in distant places,
											and so we now care a lot more
											about the suffering
of those distant strangers.
											But what's clear is the kinds
of changes we're seeing show
											that the roots of altruism and compassion
											are just as much a part of human nature
as cruelty and violence,
											maybe even more so,
											and while some people do seem
to be inherently more sensitive
											to the suffering of distant others,
											I really believe that the ability
to remove oneself
											from the center of the circle
											and expand the circle of compassion
outward to include even strangers
											is within reach for almost everyone.
									","
											Tal vez.
											¿Qué está en la raíz de todos 
estos cambios sorprendentes?
											En parte, parece ser
											el aumento de la riqueza 
y el nivel de vida.
											A medida que las sociedades 
se hacen más ricas y mejores,
											la gente parece dirigir 
su foco de atención hacia fuera,
											y, como resultado, aumenta todo tipo 
de altruismo hacia los extraños,
											desde los voluntarios, 
a donaciones de caridad,
											hasta incluso donaciones 
de riñón altruistas.
											Pero todos estos cambios 
también arrojan
											un resultado extraño y paradójico,
											porque, aún cuando el mundo se convierte 
en un lugar mejor y más humano,
											hay una percepción muy común de 
que se está convirtiendo en peor
											y más cruel, lo que no es cierto.
											Y no sé exactamente 
por qué esto es,
											pero yo creo que puede ser 
que ahora sabemos mucho más
											del sufrimiento de extraños 
en lugares distantes,
											y porque ahora importa mucho más
											el sufrimiento de esos extraños distantes.
											Pero lo que está claro es los cambios 
que observamos, muestran
											que las raíces del altruismo 
y la compasión
											se encuentran más allá de la naturaleza 
humana, como la crueldad y la violencia,
											tal vez incluso más,
											y mientras que algunas personas 
parecen ser inherentemente más sensibles
											al sufrimiento 
de aquellos más distantes,
											Realmente creo que la capacidad 
de eclipsarse a uno mismo
											del centro del círculo
											y ampliar el círculo de compasión 
hacia afuera para incluir incluso extraños
											está al alcance de casi todo el mundo.
									","
											Qu'est-ce qui est à l'origine
de ces changements formidables ?
											Il semble que ce soit en partie
											des augmentations de la richesse
et du niveau de vie.
											Quand les sociétés deviennent plus riches,
											les gens semblent diriger
leur attention vers l'extérieur
											et il en résulte des augmentations
de l'altruisme envers les inconnus,
											du bénévolat aux dons aux œuvres
de charité, et même les dons de reins.
											Mais tous ces changements produisent aussi
											un résultat étrange et paradoxal
											qui est que, alors que le monde
devient meilleur et plus humain,
											ce qui est le cas,
											la perception courante
est que le monde empire,
											devient plus cruel, ce qui est faux.
											Et je ne comprends pas pourquoi,
											mais peut-être
que nous en savons beaucoup plus
											sur la souffrance des inconnus
dans des lieux lointains
											et que nous nous intéressons
beaucoup plus
											à la souffrance de ces inconnus lointains.
											Ce qui est clair est que
les changements observés montrent
											que les origines de l'altruisme
et de la compassion
											sont autant dans la nature humaine
que la cruauté et la violence,
											peut-être même plus,
											et, bien que certains semblent
être intrinsèquement plus sensibles
											aux souffrances d'autres gens lointains,
											je crois vraiment que la capacité
à nous extraire
											du centre du cercle
											et à étendre notre cercle de compassion
afin d'y inclure mêmes des inconnus
											est à la portée de presque tout le monde.
									","
											Was ist die Ursache
für diesen erstaunlichen Wandel?
											Zum Teil liegt es an der Zunahme
des Wohlstands und Lebensstandards.
											Während Gesellschaften wohlhabender
werden und es besser haben,
											richten die Menschen ihre Aufmerksamkeit
mit dem Ergebnis nach außen,
											dass alle Formen von Altruismus
gegenüber Fremden zunehmen,
											von der Ehrenamtlichkeit
bis zu Wohltätigkeitsspenden
											und sogar altruistischen Nierenspenden.
											Aber dieser ganze Wandel ergibt auch
											ein seltsames und paradoxes Ergebnis,
											nämlich, dass obwohl die Welt besser
und ein humanerer Ort wird,
											der sie ist,
											gibt es die sehr verbreitete Auffassung,
dass sie schlechter und grausamer wird,
											was nicht stimmt.
											Ich weiß nicht genau, warum das so ist,
											aber es könnte sein, dass wir jetzt
einfach so viel mehr über das Leiden
											von Fremden an entfernten Orten wissen,
											und wir das Leiden der Fremden
in der Ferne viel wichtiger nehmen.
											Die Formen des Wandels,
den wir erleben, zeigt eindeutig,
											dass die Ursachen des Altruismus
und des Mitgefühls
											das menschliche Wesen genauso bestimmen,
											wie Grausamkeit und Gewalt —
vielleicht sogar mehr.
											Während manche Menschen von Natur aus

											empfänglicher für das Leiden
von anderen in der Ferne zu sein scheinen,
											glaube ich wirklich, dass die Fähigkeit,
											sich selbst aus dem Zentrum
des Kreises zu entfernen
											und den Kreis des Mitgefühls auszuweiten,
um sogar Fremde einzuschließen,
											in der Reichweite von fast jedem ist.
									","
											Peki bu büyüleyici değişikliklerin
kökeninde ne var?
											Bu durum kısmen
											yaşam standartları ve refahının
yükselmesinden kaynaklanıyor gibi.
											Toplumlar zenginleştikçe
ve daha iyi hâle geldikçe,
											insanlar dikkatlerini daha fazla
dışarıya çevirecekler
											ve sonuç olarak, gönüllülükten dernek
bağışlarına ve böbrek bağışlamaya kadar
											yabancılara karşı özveri artacaktır.
											Ama tüm bu değişimler ayrıca garip ve
											paradoksal sonuçlara yol açıyor.
											Dünyanın gittikçe daha iyi ve daha
insani bir yer olmasına rağmen,
											ki öyle,
											yaygın bir kanaate göre
dünya giderek daha kötü
											ve acımasız bir yer oluyor,
ki öyle değil.
											Bunun neden böyle olduğunu bilemiyorum
											ama bence bunu nedeni
artık bizim uzağımızdaki yerlerde
											yaşanan acılar hakkında
çok fazla bilgi sahibi olmamız
											ve bu yüzden uzağımızdaki
yabancıların acılarını
											daha çok önemsiyor olmamızdır.
											Fakat net olan bir şey var ki,
o da gördüğümüz değişikliklerin
											merhamet ve özverililiğin köklerinin
											şiddet ve zalimlik gibi insan doğasının
bir parçası olduğunu, hatta daha da büyük
											bir parçası olduğunu gösteriyor.
											Ve bazı insanlar tabiatları gereği
uzaktaki kişilerin acılarına
											çok daha duyarlı görünürken,
											ben gerçekten inanıyorum ki,
kendini çemberin merkezinden çıkarma
											ve merhamet çemberini
											yabancıları da içine alacak şekilde
genişletme kabiliyeti
											neredeyse herkesin ulaşabileceği bir şey.
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
											Obrigada.
									","
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank!
									","
											Teşekkürler.
									",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
"
","
","
","
","
","
",Why some people are more altruistic than others,Abigail Marsh,12:21,"brain,communication,cognitive science,community,empathy,humanity,fear,mental health,personality,science,self"
