en,tr,pt,es,de,title,speaker,duration,tags
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Because some part of me
wanted to feel miserable in love.
											And it sounds so strange
to me now, but at 22,
											I longed to have dramatic experiences,
											and in that moment, I was irrational
and furious and devastated,
											and weirdly enough,
											I thought that this somehow
legitimized the feelings I had
											for the guy who had just left me.
									","
											Çünkü bir yanım aşıkken 
acı çekmek istiyordu.
											Şimdi çok garip geliyor, ama 22 yaşında
											dramatik tecrübeler yaşamak istiyordum.
											Ve o zaman mantıksız, öfkeli, mahvolmuş
											ve yeterince tuhaftım.
											Bunun bir şekilde beni henüz 
terk eden adamla ilgili hislerimi
											temize çıkardığını düşündüm.
									","
											Porque uma parte de mim queria
sentir-se miseravelmente apaixonada.
											Isto parece-me estranho agora, 
mas aos 22 anos,
											eu ansiava por experiências dramáticas,
											e naquele momento, estava 
irracional, furiosa e devastada.
											Estranhamente,
											achei que, de alguma forma,
isso legitimava os meus sentimentos
											pelo rapaz que acabara de me deixar.
									","
											Porque alguna parte de mí
quería sentirse miserable en el amor.
											Y suena tan extraño para mí ahora, 
pero a los 22,
											anhelaba tener experiencias dramáticas.
											En ese momento, fui irracional
y estaba furiosa y devastada,
											y de manera bastante rara
											pensé que esto de algún modo
legitimó los sentimientos que tenía
											para el tipo que acababa de dejarme.
									","
											Denn für einen Teil von mir gehörte
dieses Elendsgefühl zur Liebe dazu.
											Heute scheint mir das seltsam,
aber als ich 22 war,
											sehnte ich mich
nach dramatischen Erfahrungen,
											und in diesem Moment war ich
irrational, wütend und am Boden,
											und sah darin seltsamer Weise
											meine Gefühle für den Typen bestätigt,
											der mich gerade sitzen gelassen hatte.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											I think on some level I wanted
to feel a little bit crazy,
											because I thought that
that was how love worked.
											This really should not be surprising,
											considering that according to Wikipedia,
											there are eight films,
											14 songs,
											two albums and one novel
with the title ""Crazy Love.""
									","
											Sanırım biraz çılgınlık istiyordum,
											çünkü aşkın işleyiş şeklinin
böyle olduğunu düşünüyordum.
											Bu gerçekten şaşırtıcı değildi,
											bunu Wikipedia'ya göre düşününce,
											sekiz film,
											14 şarkı,
											iki albüm ve 
""Çılgın Aşk"" adlı bir roman vardı.
									","
											Acho que até me queria
sentir um pouco louca,
											porque pensava que era assim
que o amor funcionava.
											Isto não deve ser surpreendente,
											considerando que, segundo a Wikipédia,
											existem oito filmes,
											14 canções,
											dois álbuns e um romance
com o título ""Crazy Love"".
									","
											Creo que en cierta forma 
quería sentirme un poco loca,
											porque pensé que el amor funcionaba así.
											Esto realmente no debería sorprender
											considerando que, según Wikipedia,
											hay ocho películas,
											14 canciones,
											dos álbumes y una novela
con el título ""Crazy Love"".
									","
											Irgendwie wollte ich
ein bisschen verrückt sein,
											weil ich dachte,
dass Liebe so funktioniert.
											Das ist keine Überraschung,
											wenn man bedenkt, dass es laut Wikipedia
											acht Filme,
											14 Lieder,
											zwei Alben und einen Roman namens
""Crazy Love"" [Verrückte Liebe] gibt.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											About half an hour later,
he came back to our room.
											We made up.
											We spent another mostly
happy week traveling together.
											And then, when I got home,
											I thought, ""That was so
terrible and so great.
											This must be a real romance.""
											I expected my first love
to feel like madness,
											and of course, it met
that expectation very well.
											But loving someone like that —
											as if my entire well-being depended
on him loving me back —
											was not very good for me
											or for him.
									","
											Yaklaşık bir saat sonra
odamıza geri döndü.
											Barıştık.
											Beraber gezerek 
mutlu bir hafta daha geçirdik.
											Sonra eve döndüğümde,
											""Çok müthiş ve harikaydı.
Gerçek romantizm bu olmalı.""
											diye düşündüm.
											İlk aşkımı delilik gibi
hissetmeyi umuyordum
											ve tabii ki bu beklentimi 
çok güzel karşılamıştı.
											Fakat birini böyle sevmek,
											-sanki bütün varlığım onun da beni
sevmesine bağlıymış gibi-
											benim ya da onun için
											pek de iyi değildi.
									","
											Cerca de meia hora depois,
ele voltou para o nosso quarto.
											Reconciliámo-nos.
											Passámos outra semana
felizes a viajar juntos.
											Quando voltei para casa, pensei:
											""Isto foi tão terrível e incrível.
											""Isto deve ser romance verdadeiro"".
											Esperava que o meu primeiro amor 
me fizesse sentir louca,
											e claro, a expetativa 
foi muito bem cumprida.
											Mas amar alguém desta forma
											— como se o meu bem-estar dependesse
de ele também me amar —
											não era muito bom para mim
nem para ele.
									","
											Alrededor de media hora más tarde,
regresó a nuestra habitación.
											Hicimos las paces.
											Pasamos otra semana
prácticamente felices viajando juntos.
											Y luego, cuando llegué a casa,
											pensé: ""Fue terrible y genial.
											Esto debe ser un verdadero romance"".
											Esperaba enloquecer con mi primer amor,
											y, por supuesto, cumplió
esa expectativa muy bien.
											Pero amar a alguien así
											- como si todo mi bienestar dependiera
de que fuera recíproco -
											no era muy bueno para mí,
											ni para él.
									","
											Nach einer halben Stunde kam er zurück.
											Wir vertrugen uns
											und verbrachten noch eine
glückliche Woche auf Reisen.
											Als ich nach Hause kam, dachte ich:
											""Das war so schrecklich —
und so großartig.
											So muss echte Romantik sein!""
											Meine Erwartung, die erste Liebe
fühle sich wie Wahnsinn an,
											hat sich natürlich genau so erfüllt.
											Aber jemanden so zu lieben,
											als hinge meine ganzes Wohlergehen
an seiner Gegenliebe,
											war weder gut für mich
											noch für ihn.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											But I suspect this experience of love
is not that unusual.
											Most of us do feel a bit mad
in the early stages of romantic love.
											In fact, there is research to confirm
that this is somewhat normal,
											because, neurochemically speaking,
											romantic love and mental illness
are not that easily distinguished.
											This is true.
									","
											Fakat sanırım bu aşk deneyimi 
o kadar olağandışı değil.
											Çoğumuz romantik aşkın ilk evrelerinde
biraz deli hissederiz.
											Aslında bunun normal olduğunu doğrulayan
bir araştırma var.
											Nörokimyasal olarak söylemek gerekirse,
											romantik aşk ve zihinsel hastalığı 
ayrıştırmak o kadar kolay değil.
											Bu doğru.
									","
											Mas suspeito que este tipo
de experiência amorosa não é incomum.
											Muitos de nós sentem-se um pouco loucos
nas fases iniciais do amor romântico.
											Na verdade, há pesquisas
que confirmam que isto é normal,
											pois, neuroquimicamente falando,
											o amor romântico e a doença mental
não são fáceis de distinguir.
											Isto é verdade.
									","
											Pero sospecho que esta experiencia 
de amor no es tan inusual.
											Casi todos nos sentimos un poco locos 
en la primera etapa del amor romántico.
											De hecho, hay investigaciones que 
confirman que esto es algo normal,
											porque, neuroquímicamente hablando,
											amor romántico y enfermedad mental
no se distinguen tan fácilmente.
											Esto es cierto.
									","
											Aber solche Liebeserfahrungen
sind nicht ungewöhnlich.
											Die meisten fühlen sich im frühen Stadium
romantischer Liebe etwas verrückt.
											Es gibt sogar Studien,
die zeigen, dass das normal ist,
											denn in neurochemischer Hinsicht
											ist romantische Liebe von einer
Geisteskrankheit kaum zu unterscheiden.
											Das stimmt.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											This study from 1999 used blood tests
											to confirm that the serotonin
levels of the newly in love
											very closely resembled
the serotonin levels
											of people who had been diagnosed
with obsessive-compulsive disorder.
									","
											1999 yılında yapılan bu araştırmada,
											yeni aşık olan kişilerin
serotonin düzeyiyle
											obsesif kompulsif bozukluk teşhisi konulan
kişilerin serotonin düzeyinin
											çok benzediğini doğrulamak için 
kan testleri kullandılar.
									","
											Este estudo de 1999 usou testes sanguíneos
											para confirmar que os níveis de serotonina
de um recém-apaixonado
											são muito próximos em comparação
com os níveis de serotonina
											de uma pessoa diagnosticada
com transtorno obsessivo-compulsivo.
									","
											Este estudio de 1999 
mediante análisis de sangre
											confirmó que los niveles de 
serotonina del recién enamorado
											son muy parecidos 
a los niveles de serotonina
											de personas a las que se diagnosticó
un trastorno obsesivo-compulsivo.
									","
											Diese Studie aus dem Jahr 1999
zeigte durch Bluttests,
											dass der Serotoninspiegel
von Frischverliebten
											dem Serotoninspiegel von Menschen ähnelt,
											bei denen eine Zwangsneurose
diagnostiziert wurde.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Risas)
									","
											(Lachen)
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Yes, and low levels of serotonin
											are also associated
with seasonal affective disorder
											and depression.
											So there is some evidence
											that love is associated with changes
to our moods and our behaviors.
											And there are other studies to confirm
											that most relationships begin this way.
									","
											Evet, düşük serotonin düzeyleri de
											dönemsel duygusal bozukluk ve depresyonla
											bağlantılıydı.
											Dolayısıyla aşkın ruhsal durumumuz ve
											davranışlarımızdaki değişimlerle bağlantılı 
olduğuna dair bazı kanıtlar var.
											Çoğu ilişkinin 
böyle başladığını doğrulayan
											başka araştırmalar da var.
									","
											Sim, e os baixos níveis de serotonina
											estão também associados
com a desordem afetiva sazonal
											e com a depressão.
											Há provas de que o amor
											está associado a mudanças
nos nossos humores e comportamentos.
											E há outros estudos que confirmam
											que a maioria das relações
começam desta forma.
									","
											Sí, y bajos niveles de serotonina
											también están asociados
al trastorno afectivo estacional
											y la depresión.
											Así que hay alguna evidencia
											de que el amor está asociado a cambios 
en el estado de ánimo y el comportamiento.
											Y hay otros estudios que confirman que
											casi todas las relaciones comienzan así.
									","
											Und ein niedriger Serotoninspiegel
											wird auch bei jahreszeitlich bedingten
Stimmungsschwankungen
											und Depressionen beobachtet.
											Es gibt also Beweise,
											dass Verliebtheit Stimmungs-
und Verhaltensänderungen bedingt.
											Es gibt Studien, die belegen,
											dass die meisten Beziehungen so beginnen.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Researchers believe
that the low levels of serotonin
											is correlated with obsessive thinking
about the object of love,
											which is like this feeling that someone
has set up camp in your brain.
											And most of us feel this way
when we first fall in love.
											But the good news is,
it doesn't always last that long —
											usually from a few months
to a couple of years.
									","
											Araştırmacılar, düşük serotonin düzeyinin
aşık olunan kişi hakkında
											obsesif düşünmekle ilişkili 
olduğuna inanıyor,
											bu ise birinin beyninizde kamp kurduğunu
hissetmek gibi bir şey.
											Pek çoğumuz ilk aşık olduğunda
böyle hisseder.
											Fakat güzel haber şu;
bu her zaman çok uzun sürmez,
											genellikle birkaç ay ile
birkaç yıl arasıdır.
									","
											Os investigadores acreditam 
que os baixos níveis de serotonina
											estão correlacionados com pensamentos
obsessivos sobre o objeto do amor,
											que é como sentir que alguém montou 
um acampamento no nosso cérebro.
											A maioria de nós sente-se assim 
a primeira vez que se apaixona.
											Mas a boa notícia é,
isto geralmente não dura muito
											— normalmente dura
poucos meses a alguns anos.
									","
											Los investigadores creen que 
los bajos niveles de serotonina
											se relacionan con el pensamiento obsesivo
sobre el tema del amor,
											que es como esta sensación de que 
alguien ha acampado en tu cerebro.
											Y la mayoría nos sentimos así
al enamorarnos por primera vez.
											Pero la buena noticia es que
no siempre dura mucho tiempo;
											por lo general de unos pocos meses
a un par de años.
									","
											Die Forscher glauben,
dass der niedrige Serotoninspiegel
											mit dem obsessivem Nachdenken
über das Objekt der Liebe zusammenhängt,
											als ob jemand im eigenen Kopf
Quartier bezogen hätte.
											Den meisten geht es so
bei der ersten Liebe.
											Zum Glück dauert es meist nicht lange an:
											gewöhnlich wenige Monate
bis hin zu ein paar Jahren.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											When I got back from my trip
to South America,
											I spent a lot of time alone in my room,
											checking my email,
											desperate to hear from the guy I loved.
											I decided that if my friends could not
understand my grievous affliction,
											then I did not need their friendship.
											So I stopped hanging out
with most of them.
											And it was probably the most
unhappy year of my life.
											But I think I felt like
it was my job to be miserable,
											because if I could be miserable,
											then I would prove how much I loved him.
											And if I could prove it,
											then we would have to end up
together eventually.
									","
											Güney Amerika seyahatimden döndüğümde,
											odamda çok yalnız vakit geçirdim.
											Sevdiğim adamdan çaresizce
haber almayı bekleyerek
											e-postalarımı kontrol ettim.
											Arkadaşlarım cidden aşık olduğumu 
anlamıyorsa o zaman arkadaşlıklarına
											ihtiyacım olmadığına karar verdim.
											Böylece bir çoğuyla görüşmeyi kestim.
											Belki de hayatımın en mutsuz yılıydı.
											Sanırım acı çekmenin 
benim işim olduğunu hissediyordum.
											Çünkü acı çekersem,
											onu ne kadar çok sevdiğimi 
kanıtlayacaktım.
											Kanıtlayabilirsem de
											sonunda beraber olacaktık.
									","
											Quando voltei da minha viagem
à América do Sul,
											passei muito tempo sozinha no meu quarto,
											a verificar o meu e-mail,
											desesperada por ouvir algo
do rapaz que amava.
											Decidi que, se os meus amigos
não compreendiam o meu sofrimento,
											então eu não precisava da amizade deles.
											Assim, deixei de sair com a maioria deles.
											E esse foi provavelmente o ano 
mais infeliz da minha vida.
											Mas acho que me senti
como se a minha função fosse ser infeliz,
											porque, se pudesse ser infeliz,
											poderia provar quanto o amava.
											E se eu o pudesse provar,
											então, eventualmente,
teríamos de acabar juntos.
									","
											Cuando volví de mi viaje
por América del Sur,
											pasé mucho tiempo sola en mi habitación,
											comprobando mi email,
											desesperada por oír del tipo que amaba.
											Decidí que si mis amigos no podían
entender mi dolorosa aflicción,
											entonces no necesitaba su amistad.
											Así que dejé de salir
con la mayoría de ellos.
											Y fue probablemente el año 
más infeliz de mi vida.
											Pero creo que me sentí como
que era mi trabajo ser miserable,
											porque si podía ser miserable,
											demostraría cuánto lo amaba.
											Y si podía demostrarlo,
											tendríamos que terminar juntos.
									","
											Als ich aus Südamerika zurück kam,
											verbrachte ich viel Zeit allein
in meinem Zimmer
											und wartete verzweifelt
											auf E-Mails von dem Typen, den ich liebte.
											Ich fand, dass ich die Freundschaft derer,
die mein Leiden nicht verstanden,
											nicht brauchte.
											Also brach ich den Kontakt
zu den meisten ab.
											Es war wohl das unglücklichste
Jahr meines Lebens.
											Ich empfand es als meine Aufgabe
unglücklich zu sein,
											denn wenn ich unglücklich war,
											bewies das, wie sehr ich ihn liebte.
											Und wenn ich das beweisen konnte,
											mussten wir letztlich wieder
zusammenfinden.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											This is the real madness,
											because there is no cosmic rule
											that says that great suffering
equals great reward,
											but we talk about love as if this is true.
									","
											Esas delilik bu,
											çünkü büyük acılar,
											büyük mükafatlara eşittir diye
evrensel bir kural yok.
											Ancak aşk konusunda sanki bu doğruymuş
gibi konuşuyoruz.
									","
											Isto é realmente loucura,
											porque não existe nenhuma regra universal
											que diga que o grande sofrimento
é igual à grande recompensa,
											mas falamos do amor 
como se isto fosse verdade.
									","
											Esta es la verdadera locura,
											porque no hay ninguna regla cósmica
											que diga que un gran sufrimiento
equivale a una gran recompensa,
											pero hablamos de amor 
como si esto fuera cierto.
									","
											Das ist der eigentliche Wahnsinn.
											Es gibt schließlich keine
universelle Regel,
											dass großes Leid zu einer
entsprechenden Belohnung führt.
											Dennoch sprechen wir
über Liebe, als wäre es so.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Our experiences of love
are both biological and cultural.
											Our biology tells us that love is good
											by activating these reward
circuits in our brain,
											and it tells us that love is painful
when, after a fight or a breakup,
											that neurochemical reward is withdrawn.
											And in fact — and maybe
you've heard this —
											neurochemically speaking,
											going through a breakup is a lot
like going through cocaine withdrawal,
											which I find reassuring.
									","
											Yaşadığımız aşklar hem biyolojik
hem de kültüreldir.
											Biyolojimiz beynimizde
											bu mükafat döngüsünü başlatarak
bize aşkın güzel olduğunu söyler.
											Aşkın bir tartışma veya ayrılık
sonrasında ızdıraplı olduğunu söyler,
											böylece nörokimyasal ödül geri çekilir.
											Aslında, -belki duymuşsunuzdur-
											nörokimyasal olarak söylenirse,
											bir ayrılık yaşamak 
kokainden uzaklaşmaya çok benzer,
											ki bunu rahatlatıcı buluyorum.
									","
											As nossas experiências amorosas
são biológicas e culturais.
											A nossa biologia diz-nos que o amor é bom
											estimulando circuitos
de recompensa no cérebro,
											e diz-nos que o amor é doloroso quando,
depois de uma briga ou separação,
											as recompensas neuroquímicas 
são retiradas.
											De facto — provavelmente
já ouviram isto —
											neuroquimicamente falando,
											passar por uma separação é como
passar por privação de cocaína,
											o que eu acho tranquilizador.
									","
											Nuestras experiencias de amor
son biológicas y culturales.
											Nuestra biología nos dice 
que el amor es bueno
											activando estos circuitos 
de recompensa en el cerebro,
											y nos dice que el amor es doloroso
cuando, después de una pelea o ruptura,
											la recompensa neuroquímica se retira.
											Y de hecho - y tal vez han oído esto -
											neuroquímicamente hablando,
											pasar por una ruptura es como pasar 
por la desintoxicación de cocaína,
											que encuentro tranquilizador.
									","
											Liebeserfahrungen haben eine biologische
und eine kulturelle Dimension.
											Unsere Biologie sagt uns, ""Liebe ist gut"",
											indem sie Belohnungsmechanismen
im Gehirn auslöst,
											und signalisiert ""Liebe ist schmerzhaft"",
wenn durch Streit oder Trennung
											diese neurochemische
Belohnung verschwindet.
											Und wirklich, vielleicht wissen Sie das:
											Neurochemisch betrachtet
											ähnelt eine Trennung einem Kokainentzug,
											was ich bestätigend finde.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Risas)
									","
											(Lachen)
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											And then our culture uses language
											to shape and reinforce
these ideas about love.
											In this case, we're talking
about metaphors about pain
											and addiction and madness.
											It's kind of an interesting feedback loop.
											Love is powerful and at times painful,
											and we express this
in our words and stories,
											but then our words and stories prime us
											to expect love to be powerful and painful.
									","
											Sonra kültürümüz dili,
aşkla ilgili bu düşünceleri
											şekillendirmek ve 
kuvvetlendirmek için kullanır.
											Bu durumda acı, bağımlılık ve
delilikle ilgili
											mecazlardan bahsediyoruz.
											Bir çeşit geri bildirim döngüsü.
											Aşk, güçlü ve bazen acı vericidir,
											bunu kelimelerimiz ve 
hikayelerimizle ifade ederiz,
											ancak sonra kelimeler ve hikayeler bizi
											aşkın güçlü ve acı verici olduğunu 
beklemeye hazırlar.
									","
											Depois, a nossa cultura usa a linguagem
											para modelar e reforçar
estas ideias sobre o amor.
											Neste caso, estamos a falar
de metáforas sobre a dor,
											a dependência e a loucura.
											É um tipo interessante
de circuito de resposta.
											O amor é poderoso e por vezes doloroso,
											e expressamos isso através
das nossas palavras e histórias,
											mas então as nossas palavras 
e histórias preparam-nos
											para esperar que o amor 
seja poderoso e doloroso.
									","
											Y entonces nuestra cultura usa el lenguaje
											para formar y reforzar
estas ideas sobre el amor.
											En este caso, estamos hablando
de metáforas sobre el dolor
											y la adicción y la locura.
											Es un ciclo de retroalimentación
interesante.
											El amor es poderoso y a veces doloroso,
											y lo expresamos en nuestras 
palabras e historias,
											pero luego nuestras palabras 
e historias nos llevan
											a esperar que el amor 
sea poderoso y doloroso.
									","
											Unsere Kultur benutzt eine Sprache,
											die dieses Konzept von Liebe
formt und verstärkt.
											Wir sprechen hier von Metaphern
											über Schmerz, Sucht und Wahnsinn.
											Interessant, wie das eine
zum anderen führt:
											Liebe ist stark und manchmal schmerzhaft,
											und das drücken wir
in Worten und Geschichten aus.
											Aber unsere Worte
und Geschichten sorgen dafür,
											dass wir Liebe als stark
und schmerzhaft sehen.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											What's interesting to me
is that all of this happens
											in a culture that values
lifelong monogamy.
											It seems like we want it both ways:
											we want love to feel like madness,
											and we want it to last an entire lifetime.
											That sounds terrible.
									","
											Bana ilginç gelen, bütün bunların
											ömür boyu tek eşliliğe değer veren
bir kültürde olmasıdır.
											Bunu iki açıdan istiyoruz gibi:
											Deli gibi hissetmek ve
											tüm hayat boyu sürmesi için
aşık olmak istiyoruz.
											Korkunç geliyor.
									","
											O interessante é que tudo isto ocorre
											numa cultura que valoriza
a monogamia para a vida toda.
											Parece que queremos isto das duas formas:
											queremos o amor
para nos sentirmos loucos,
											e queremos isto para toda a vida.
											Isto soa terrível.
									","
											Lo interesante para mí
es que todo esto sucede
											en una cultura que valora
la monogamia de por vida.
											Parece que lo queremos en ambos sentidos:
											queremos que el amor sea una locura,
											y que dure toda una vida.
											Eso suena terrible.
									","
											Spannend finde ich,
dass dies in einer Kultur passiert,
											die lebenslange Monogamie hoch schätzt.
											Es scheint, als wollten wir beides:
											Liebe, die sich wie Wahnsinn anfühlt
											und ein Leben lang andauert.
											Das klingt schrecklich.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risos)
									","
											(Risas)
									","
											(Lachen)
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
