es,pt,fr,title,speaker,duration,tags
"
											Pero sea lo que sea, si queremos 
aprovechar esta oportunidad,
											nos vamos con eso, 
seamos creativos,
											esas son las personas creativas,
											y ese leve parar, mirar, ir,
											es una semilla tan potente
											que puede revolucionar el mundo.
											Porque lo necesitamos, 
estamos en el momento actual
											en medio de un 
cambio de conciencia,
											y Uds. se sorprenderán si Uds. ...
											Siempre me sorprendo 
cuando oigo cuántas veces
											aparecen estas palabras 
""agradecimiento"" y ""gratitud"".
											Por todas partes,
											una aerolínea agradecida, 
un restaurante agradecido,
											un café agradecido, 
un vino que es agradecido.
											Sí, incluso en un papel higiénico
											cuya marca es 
Gracias. (Risas)
											Hay una ola de 
agradecimiento porque
											las personas están tomando 
conciencia de lo importante que es
											y de cómo esto puede 
cambiar nuestro mundo.
											Puede cambiar 
nuestro mundo
											de maneras 
inmensamente importantes,
											porque si eres agradecido, 
no eres temeroso,
											y si no tienes miedo, 
no eres violento.
											Si eres agradecido, actúas 
con un sentido de suficiencia
											y no con una 
sensación de escasez,
											y estás dispuesto a compartir.
											Si eres agradecido, disfrutas
											las diferencias entre las personas,
											y eres respetuoso 
con todo el mundo,
											y eso cambia esta 
pirámide de poder
											bajo la cual vivimos.
									","
											Mas o que quer que seja, 
se agarrarmos essa oportunidade
											vamos com ela, somos criativos,
											essas são as pessoas criativas,
											e esse pequeno parar, olhar e avançar,
											é uma semente tão potente
											que pode revolucionar o nosso mundo.
											Porque precisamos... estamos neste momento
											no meio de uma mudança de consciência,
											e ficarão surpreendidos se –
											fico sempre surpreendido quando 
ouço quantas vezes
											esta palavra ""gratidão"" aparece.
											Encontram-na em todo o lado,
											uma companhia aérea grata, 
um restaurante gratidão,
											um café gratidão, um vinho que é gratidão.
											Sim, até me deparei com um papel higiénico
											cuja marca se chama Thank You. (Risos)
											Existe uma onda de gratidão porque
											as pessoas estão a aperceber-se 
de como é importante
											e de como isto pode mudar o nosso mundo.
											Pode mudar o nosso mundo
											de formas imensamente importantes,
											porque se forem gratos não serão medrosos,
											e se não forem medrosos não serão violentos.
											Se forem gratos, agirão com 
um sentido de plenitude
											e não com um sentido de escassez,
											e estarão dispostos a partilhar.
											Se forem gratos, desfrutam
											as diferenças entre as pessoas,
											são respeitosos para com todos,
											e isso muda esta pirâmide de poder
											sob a qual vivemos.
									","
											Mais quoi que ce soit, si on saisit cette occasion,
											on y va, on est créatif,
											les personnes créatives sont comme ça,
											et ce petit « S'arrêter, regarder, avancer »
											est une graine si puissante
											qu'elle peut révolutionner notre monde.
											Parce qu'on en a besoin, on est aujourd'hui
											au milieu d'un changement de conscience,
											et vous serez surpris si vous —
											je suis toujours surpris &lt;br&gt;quand j'entends combien de fois
											ces mots de « reconnaissance » &lt;br&gt;et de « gratitude » apparaissent.
											Partout vous le trouvez,
											une compagnie reconnaissante,
											un remerciement au restaurant,
											un remerciement au café, un vin qui est gratitude.
											Oui, je suis même tombé sur du papier toilette
											dont la marque est ""Merci"". (Rires)
											Il y a une vague de gratitude parce que
											les gens prennent conscience combien c'est important
											et comment cela peut changer notre monde.
											Cela peut changer notre monde
											de façon extrêmement importante,
											parce que si vous êtes reconnaissant, &lt;br&gt;vous n'avez pas peur,
											et si vous n'avez pas peur, vous n'êtes pas violent.
											Si vous êtes reconnaissant,
											vous agissez avec le sentiment qu'il y a assez,
											et pas avec un sentiment de manque,
											et vous êtes prêt à partager.
											Si vous êtes reconnaissant, vous appréciez
											les différences entre les gens,
											et vous êtes respectueux envers tout le monde,
											et cela change cette pyramide de pouvoir
											dans laquelle nous vivons.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Y no lo hace por la igualdad,
											sino lo hace por igual respeto,
											y eso es lo importante.
											El futuro del mundo 
será una red,
											no una pirámide, 
ni una pirámide invertida.
											La revolución de la 
que estoy hablando
											es una revolución no violenta,
											y es tan revolucionaria
											que incluso revoluciona
											el concepto mismo de revolución,
											porque una revolución 
normal es una
											en la que la pirámide del 
poder ha sido volcada
											y aquellos que se encontraban en la 
parte inferior ahora están en la superior
											y están haciendo 
exactamente lo mismo
											que lo que se hacía antes.
											Lo que necesitamos es una 
red de grupos más pequeños,
											más y más pequeños 
que se conocen,
											que interactúan entre sí,
											y así es un mundo agradecido.
									","
											E não resulta em igualdade,
											mas resulta em respeito igual,
											e é isso que é importante.
											O futuro do mundo será uma rede,
											não uma pirâmide virada ao contrário.
											A revolução de que estou a falar
											é uma revolução não violenta,
											e é tão revolucionária
											que até revoluciona
											o próprio conceito de revolução,
											porque uma revolução normal é uma
											em que a pirâmide de poder se vira ao contrário
											e aqueles que estavam em baixo 
passam a estar no topo
											e estão a fazer exactamente o mesmo
											que os outros fizeram antes.
											Do que precisamos é de uma rede de pequenos grupos,
											grupos muito pequenos que se conheçam,
											que interajam uns com os outros,
											e isso é um mundo grato.
									","
											Et ça ne veut pas dire l'égalité,
											mais ça signifie un égal respect,
											et c'est le plus important.
											L'avenir du monde sera un réseau,
											pas une pyramide, pas une pyramide à l'envers.
											La révolution dont je parle
											est une révolution non violente,
											et elle est si révolutionnaire
											qu'elle révolutionne
											la notion même de révolution,
											parce qu'une révolution normale est une chose
											où la pyramide du pouvoir est renversée
											et ceux qui étaient en bas sont maintenant en haut
											et ils font exactement la même chose
											que ce que les autres faisaient auparavant.
											Nous avons besoin d'une mise en réseau &lt;br&gt;de groupes plus petits,
											de petits groupes qui se connaissent&lt;br&gt; les uns les autres,
											qui interagissent entre eux
											et ça, c'est un monde de gratitude.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Un mundo agradecido es 
un mundo de gente alegre.
											Gente agradecida 
es gente alegre,
											y la gente alegre,
											cuanta más y más gente haya,
											más tendremos 
un mundo alegre.
											Tenemos una red de 
vidas agradecidas,
											y se ha multiplicado.
											No entendemos por
qué ha proliferado.
											Tenemos una oportunidad 
para la gente de prender una vela
											cuando se sienten 
agradecidos por algo.
											Y ha habido 15 millones 
de velas encendidas
											en una década.
											Las personas están 
tomando conciencia
											de que un mundo agradecido 
es un mundo feliz,
											y todos tenemos 
la oportunidad
											solo con el simple hecho 
de parar, mirar, ir,
											para transformar el mundo,
											para hacerlo un lugar feliz.
											Y eso es lo que 
espero para nosotros,
											y si esto ha contribuido un poco
											a hacer que deseen 
hacer lo mismo,
											paren, miren, vayan.
									","
											Um mundo grato é um mundo de pessoas alegres.
											As pessoas gratas são pessoas alegres,
											e as pessoas alegres,
											quanto mais pessoas alegres houver,
											cada vez mais teremos um mundo alegre.
											Temos uma rede para viver com gratidão
											e ela desenvolveu-se tão rapidamente.
											Não conseguimos compreender porque é que 
ela se desenvolveu tão rapidamente.
											Temos uma oportunidade para as pessoas acenderem uma vela
											quando estão gratas por algo.
											E houve 15 milhões de velas acesas
											ao longo de uma década.
											As pessoas estão a aperceber-se
											de que um mundo grato é um mundo feliz,
											e todos temos a oportunidade
											através do simples parar, olhar e avançar,
											de transformar o mundo,
											torná-lo um lugar feliz.
											E é isso que espero para nós,
											e se isto contribuiu um pouco
											para que vocês queiram fazer o mesmo,
											parem, olhem, avancem.
									","
											Un monde de gratitude est un monde de gens joyeux.
											les gens reconnaissants sont des personnes joyeuses,
											et les gens joyeux,
											plus il y a de gens joyeux,
											plus le monde sera joyeux.
											Nous avons un réseau pour une vie de gratitude,
											et il a proliféré.
											On n'a pas compris pourquoi il a proliféré.
											Nous avons offert aux gens &lt;br&gt;l'occasion d'allumer une bougie
											quand ils étaient reconnaissants pour quelque chose.
											Et il y a eu 15 millions de bougies allumées
											en une décennie.
											Les gens prennent conscience
											qu'un monde de gratitude est un monde heureux,
											et nous avons tous l'occasion
											par le simple « s'arrêter, regarder, avancer »,
											de transformer le monde,
											pour en faire un lieu de bonheur.
											Et c'est ce que j'espère pour nous,
											et si cela a contribué un peu
											à ce que vous vouliez la même chose,
											arrêtez-vous, regarder, avancer.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											Gracias.
									","
											Obrigado.
									","
											Merci.
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
"
","
","
",Want to be happy? Be grateful,David Steindl-Rast,14:30,"culture,faith,happiness,mindfulness"
