en,fr,es,tr,de,title,speaker,duration,tags
"
											So I'm Nigerian-American.
											I was born to two
Nigerian immigrant parents
											and raised in the United States,
											one of the birthplaces
of classic science fiction.
											However, it was my Nigerian heritage
that led me to write science fiction.
											Specifically I cite those family trips
to Nigeria in the late '90s.
											I'd been taking trips back to Nigeria
with my family since I was very young.
											These early trips inspired me.
											Hence the first story that I ever
even wrote took place in Nigeria.
											I wrote mainly magical realism and fantasy
											inspired by my love of Igbo
											and other West African traditional
cosmologies and spiritualities.
											However, in the late '90s,
											I started noticing
the role of technology in Nigeria:
											cable TV and cell phones in the village,
											419 scammers occupying the cybercafes,
											the small generator connected
to my cousin's desktop computer
											because the power
was always going on and off.
											And my Americanness othered me enough
											to be intrigued by these things
that most Nigerians saw as normal.
									","
											Je suis Américano- Nigérienne.
											Je suis née de deux parents
Nigériens immigrants
											et j'ai été élevée aux États-Unis,
											l'un des lieux de naissance
de la science-fiction classique.
											Mais c'est mon héritage nigérian qui m'a
poussée à écrire de la science-fiction.
											En particulier ces voyages
en famille au Nigéria vers 1990.
											Très jeune, j'y retournais avec ma famille.
											Ces voyages m'ont inspirée.
											D'où le fait que la première histoire
que j'ai écrite ait lieu au Nigéria.
											J'ai surtout écrit du réalisme magique
et de la fantaisie
											inspirés par mon amour pour l'igbo
											et d'autres cosmologies et spiritualités
traditionnelles de l'Afrique de l'Ouest.
											Cependant, à la fin des années 90,
											j'ai commencé à remarquer
le rôle de la technologie au Nigéria :
											la télévision par câble
et les portables dans le village,
											419 escrocs occupant les cyber-cafés,
											le petit générateur connecté
à l'ordinateur de bureau de mon cousin
											car l'électricité allait et venait.
											Mon côté américain
me rendait assez différente
											pour être intriguée par ces choses
considérées comme normales
											par la majorité des Nigérians.
									","
											Así que soy nigeriana-estadounidense.
											Nací de padres inmigrantes de Nigeria
											y me crié en EE.UU.,
											uno de los lugares de nacimiento 
de la ciencia ficción clásica.
											Pero fue mi herencia nigeriana lo que 
me llevó a escribir ciencia ficción.
											Específicamente cito esos viajes 
familiares a Nigeria a fines de los '90.
											Viajaba a Nigeria con mi familia 
desde que era muy pequeña.
											Estos primeros viajes me inspiraron.
											De ahí que la primera historia 
que escribí sucedía en Nigeria.
											Escribí principalmente 
realismo mágico y fantasía
											inspirada por mi amor por Igbo
											y otras cosmologías y espiritualidades 
tradicionales del oeste de África.
											Sin embargo, a finales de los 90,
											empecé a notar el papel 
de la tecnología en Nigeria:
											TV por cable y teléfonos celulares 
en el pueblo,
											419 estafadores ocupando los cibercafés,
											el pequeño generador conectado 
a la computadora de escritorio de mi primo
											porque la electricidad 
siempre se iba y venía.
											Y ser estadounidense me hacía extraña,
											estaba intrigada por cosas que la mayoría 
de los nigerianos veían como normales.
									","
											Ben Nijerya asıllı bir Amerikalıyım.
											Nijeryalı bir anne babanın
											ABD'de yetiştirilmiş kızıyım,
											klasik bilim kurgunun
doğum yerlerinden biri.
											Ancak bana bilim kurgu yazdıran
Nijerya mirasım oldu.
											90'lı yılların sonunda Nijerya'ya yapılan
aile gezilerine atıf yapmak istiyorum.
											Çok küçük yaştan itibaren ailemle
Nijerya'ya gezilere giderdik.
											Bu geziler bana ilham verdi.
											Böylelikle yazdığım ilk hikâye
Nijerya'da geçmiş oldu.
											Genel olarak sihirli realizm
ve fantazi yazdım,
											Igbo sevgimden
											ve Batı Afrika geleneksel kozmoloji
ve maneviyatından ilham almıştım.
											90'ların sonunda ise
											Nijerya'da teknolojinin rolünü
fark etmeye başladım:
											köylerde kablolu TV ve cep telefonları,
											internet kafeleri işgal eden
419 dolandırıcıları,
											elektrik sürekli kesildiği için
kuzenimin masaüstü bilgisayarına
											bağladığı küçük jeneratör.
											Amerikalı yanım,
Nijeryalıların normal gördüğü
											bu şeyleri yadırgamama 
neden olacak kadar ilgimi çekti.
									","
											Ich bin also nigerianisch-amerikanisch.
											Meine Eltern sind Immigranten aus Nigeria
											und ich bin in den USA aufgewachsen,
											einem der Geburtsorte von Science Fiction.
											Es war aber meine nigerianische Herkunft,
die mich Science Fiction schreiben ließ.
											Vor allem die Familienurlaube
in Nigeria in den späten 90ern.
											Seitdem ich sehr jung war,
reisten wir immer wieder nach Nigeria.
											Diese Trips inspirierten mich.
											Meine allererste Geschichte
spielte auch in Nigeria.
											Ich schrieb meistens
magischen Realismus und Fantasy,
											inspiriert von der Kosmologie
und Spiritualität der Igbo
											sowie anderen Kulturen Westafrikas.
											In den späten 90ern
											bemerkte ich die Rolle,
die Technologie in Nigeria spielte:
											Kabelfernsehen und Handys in den Dörfern,
											Trickbetrüger in Internetcafés,
											die kleinen Generatoren
am Computer meines Cousins,
											da der Strom immer wieder an- und ausging.
											Meine Amerikanität machte mich so anders,
											dass ich an Sachen interessiert war,
die für Nigerianer normal waren.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											My intrigue eventually
gave birth to stories.
											I started opening strange doors.
											What if aliens came to Lagos, Nigeria?
											This is an excerpt
from my novel, ""Lagoon.""
									","
											Ma fascination a fini
par donner naissance à des histoires.
											J'ai ouvert d'étranges portes.
											Et si les extraterrestres
venaient à Lagos, au Nigéria ?
											Voici un extrait de mon roman « Lagon ».
									","
											Mi intriga finalmente 
dio a luz a historias.
											Empecé a abrir puertas extrañas.
											¿Qué pasa si los extraterrestres 
llegan a Lagos, Nigeria?
											Este es un extracto 
de mi novela, ""Lagoon"".
									","
											Sonra bu ilgim hikâyelere dönüştü.
											Tuhaf kapılar açmaya başladım.
											Ya uzaylılar Lagos, Nijerya'ya gelirlerse?
											Bu ''Lagoon'' romanımdan bir alıntı.
									","
											Meine Neugierde brachte Geschichten.
											Ich begann, merkwürdige Türen zu öffnen.
											Was, wenn Aliens nach Lagos,
in Nigeria, kämen?
											Das ist ein Ausschnitt
aus meinem Roman ""Lagune"".
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											Everybody saw it,
											all over the world.
											That was a real introduction
to the great mess happening in Lagos,
											Nigeria, West Africa, Africa, here.
											Because so many people in Lagos
had portable, chargeable,
											glowing, vibrating, chirping, tweeting,
communicating, connected devices,
											practically everything was recorded
and posted online in some way,
											somehow,
											quickly.
											The modern human world
is connected like a spider's web.
									","
											Tout le monde l'a vu,
											partout dans le monde.
											C'était une vraie introduction
au terrible chaos ayant lieu à Lagos,
											au Nigéria, en Afrique de l'Ouest,
en Afrique, ici.
											Car tant de personnes à Lagos
avaient des appareils portables,
											chargeables, brillants, vibrants,
pépiants, tweetants,
											communicants, connectés,
											pratiquement tout était filmé et posté
en ligne d'une façon ou d'une autre,
											rapidement.
											Le monde humain moderne
est connecté tel une toile d'araignée.
									","
											Todos lo vieron,
											por todo el mundo.
											Esa fue una verdadera introducción 
al gran desastre que sucedía en Lagos,
											Nigeria, oeste de África, África, aquí.
											Debido a que mucha gente 
en Lagos tenía portátiles, cargables,
											dispositivos conectados, que vibran, 
pían, gorjean, comunican,
											prácticamente todo era grabado y 
publicado en línea de alguna manera,
											de algun modo,
											con rapidez.
											El mundo humano moderno 
está conectado como una telaraña.
									","
											Onu herkes gördü,
											tüm dünyada herkes.
											Bu Lagos'ta, Nijerya'da,
burada Afrika'da yaşanan bu karmaşanın
											gerçek bir tanıtımıydı.
											Lagos'ta o kadar insanın taşınabilir,
şarj edilebilir, ışıldayan,
											titreyen, çalan, tvit atan, iletişim kuran
ve bağlantısı olan cihazı var ki
											bir şekilde her şey internette
kaydediliyor veya paylaşılıyor,
											bir şekilde,
											hızlıca.
											Modern insan dünyası
örümcek ağı gibi bağlı.
									","
											Alle sahen es,
											überall auf der Welt.
											Es war ein Vorgeschmack auf das Chaos,
das sich in Lagos ereignete,
											in Nigeria, Westafrika, Afrika, hier.
											Da so viele Leute in Lagos
tragbare, aufladbare,
											leuchtende, vibrierende, zirpende,
kommunizierende, verknüpfte Geräte hatten,
											wurde praktisch alles aufgenommen
und auf irgendeine Art online gepostet,
											irgendwie
											und das schnell.
											Die moderne Welt der Menschen
ist wie ein Spinnennetz verbunden.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											The world was watching.
											It watched in fascinated horror
											for information,
											but mostly for entertainment.
											Footage of what was happening
dominated every international news source,
											video-sharing website, social network,
circle, pyramid and trapezoid.
											But the story goes deeper.
											It is in the mud,
											the dirt,
											the earth,
											in the fond memory of the soily cosmos.
											It is in the always mingling
past, present and future.
											It is in the water.
											It is in the powerful spirits
and ancestors who dwelled in Lagos.
											It is in the hearts and minds
of the people of Lagos.
											Change begets change.
											The alien Ayodele knew it.
											All her people know it.
									","
											Le monde regardait.
											Il regardait empli d'une horreur fascinée,
											pour avoir les informations,
											mais surtout pour se divertir.
											Des images de ce qu'il se passait
dominaient les actualités internationales,
											les sites de partage de vidéos,
les réseaux sociaux,
											les cercles, les pyramides
et les trapézoïdes.
											Mais l'histoire va plus loin.
											C'est dans la boue,
											la poussière,
											la terre,
											dans les bons souvenirs
du cosmos terrestre.
											C'est dans le passé, le présent
et le futur, toujours entremêlés.
											C'est dans l'eau.
											C'est dans les puissants esprits
et ancêtres résidant à Lagos.
											C'est dans le cœur et l'esprit
dans gens du Lagos.
											Le changement engendre le changement.
											L'extraterrestre Ayodele le savait.
											Tout son peuple le savait.
									","
											El mundo estaba mirando.
											Miraba con horror fascinado
											para informarse,
											pero principalmente 
para entretenerse.
											Las imágenes de lo que sucedía 
dominaban todas las fuentes
											de noticias internacionales, 
webs de intercambio de videos,
											redes sociales, 
círculos, pirámides y trapecios.
											Pero la historia es más profunda.
											Está en el barro,
											en la suciedad,
											en la tierra,
											en el cálido recuerdo del cosmos gris.
											Está en el pasado siempre 
presente, el presente y el futuro.
											Está en el agua.
											En los poderosos espíritus 
y antepasados ​​que moraron en Lagos.
											Está en los corazones y 
las mentes de la gente de Lagos.
											El cambio genera cambio.
											El alienígena Ayodele lo sabía.
											Toda su gente lo sabe.
									","
											Dünya izliyordu.
											Bilgi almak için dehşet içinde
											ama daha çok eğlence için
											izlediler.
											Olan bitenin kamera görüntüleri
uluslararası haber kaynağını,
											video paylaşma sitelerini, sosyal medyayı,
circle, pyramid ve trapezoid'i esir aldı.
											Ancak hikâye daha derine iniyor.
											Çamurun içinde,
											kirin,
											toprağın,
											toprak kozmonun güzel anısında.
											Sürekli birbirine karışan
geçmiş, şu an ve geleceğin içinde.
											Suyun içinde.
											Lagos'ta yaşamış güçlü ruh
ve atalarımızın içinde.
											Lagos insanlarının 
kalp ve akılları içinde.
											Değişim değişime yol açar.
											Uzaylı Ayodele bunu biliyordu.
											Tüm halkı bunu biliyordu.
									","
											Die Welt sah zu.
											Alle sahen zu, fasziniert vom Horror,
											süchtig nach Informationen,
											doch hauptsächlich zur Unterhaltung.
											Das Filmmaterial dominierte jede
internationale Nachrichtenquelle,
											Video-Webseite, soziale Netzwerke,
Kreise, Pyramiden und Trapeze.
											Doch die Geschichte geht noch tiefer.
											Sie ist im Schlamm,
											im Schmutz,
											in der Erde,
											in der zärtlichen Erinnerung
des erdigen Kosmos.
											Sie ist in der ewigen Vereinigung
von Vergangenheit, Gegenwart und Zukunft.
											Sie ist im Wasser.
											Sie ist in den kraftvollen Geistern
und Ahnen, die in Lagos lebten.
											Sie ist in den Herzen und Gedanken
der Menschen in Lagos.
											Veränderung erzeugt Veränderung.
											Die Außerirdische Ayodele wusste es.
											Alle aus ihrem Volk wissen es.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											So, this is a voice of Udide,
the supreme spider artist,
											who is older than dirt
											and lives in the dirt
beneath the city of Lagos,
											listening and commenting
											and weaving the story
of extraterrestrials coming to Lagos.
											In the end, the great spider
who was the size of a house
											and responsible for weaving
the past, present and future
											decides to come forth
and be a part of the story.
									","
											C'est une voix d'Udide,
la suprême artiste araignée,
											plus vieille que la terre
											et qui vit dans la terre
sous la ville de Lagos,
											écoutant et commentant
											et tissant l'histoire d'une venue
extraterrestre à Lagos.
											À la fin, l'immense araignée
qui faisait la taille d'une maison
											et était responsable du tissage
du passé, du présent et du futur,
											décide d'apparaître
et de prendre part à l'histoire.
									","
											Y, esta es una voz de Udide, 
el artista supremo de la araña,
											quien es más anciano que la suciedad
											y vive en la tierra 
debajo de la ciudad de Lagos,
											escuchando y comentando
											y tejiendo la historia de 
los extraterrestres que llegan a Lagos.
											Al final, la gran araña 
con el tamaño de una casa
											y responsable de tejer 
el pasado, presente y futuro
											decide venir y ser parte de la historia.
									","
											Bu Udide'nin sesi,
büyük örümcek ressam,
											topraktan daha yaşlı
											ve Lagos şehri altındaki
toprağın içinde yaşıyor,
											uzaylıların Lagos'a geliş hikâyesini
											dinliyor ve yorum yapıyor.
											Sonunda bir ev boyunda olan,
											geçmiş, şu an ve geleceği örmekle
sorumlu örümcek
											öne çıkıp hikâyenin bir parçası
olmaya karar veriyor.
									","
											Das ist die Stimme Udides,
des höchsten Spinnenkünstlers.
											Er ist älter als Erde
											und lebt in der Erde
unter der Stadt Lagos,
											er lauscht und kommentiert
											und webt die Geschichte der Aliens,
die nach Lagos kommen.
											Diese Spinne war so groß wie ein Haus
											und verantwortlich für Vergangenheit,
Gegenwart und Zukunft.
											Jetzt will sie hervorkommen und
an der Geschichte teilnehmen.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											Like Udide, the spider artist,
											African science fiction's blood runs deep
											and it's old,
											and it's ready to come forth,
											and when it does,
											imagine the new technologies, ideas
and sociopolitical changes it'll inspire.
											For Africans, homegrown
science fiction can be a will to power.
									","
											Comme Udide, l'araignée artiste,
											le sang de la science-fiction
africaine descend profond
											et il est vieux,
											il est prêt à apparaître
											et quand il le fera,
											imaginez les nouvelles technologies, idées
et changements socio-politiques
											qu'il inspirera.
											Pour les Africains, la science-fiction
fait maison sera une volonté de puissance.
									","
											Como Udide, el artista araña,
											la sangre de la ciencia ficción 
africana corre profundamente
											y es antigua,
											y está lista para salir,
											y cuando lo hace,
											imagina las nuevas tecnologías, ideas 
y cambios sociopolíticos que inspirarán.
											Para los africanos la ciencia ficción de 
cosecha propia es una voluntad de poder.
									","
											Udide gibi, örümcek ressam,
											Afrikalı bilim kurgu kanı derinde akıyor
											ve çok eski...
											Öne çıkmaya hazır
											ve çıktığında,
											ilham vereceği yeni teknoloji, fikirler,
sosyopolitik değişiklikleri düşünün.
											Afrikalılar için evlerinden çıkan 
bilim kurgu güce giden irade olabilir.
									","
											Wie Udide, der Spinnenkünstler,
											liegt uns afrikanische
Science Fiction tief im Blut,
											sie ist alt und bereit,
sich hervorzuwagen,
											Stellen Sie sich
die neuen Technologien vor,
											die Ideen und soziopolitischen
Veränderungen, die sie inspirieren wird.
											Für Afrikaner kann einheimische
Science Fiction der Wille zur Macht sein.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											What if?
											It's a powerful question.
									","
											Et si ?
											C'est une question puissante.
									","
											¿Y si?
											Es una pregunta poderosa.
									","
											Ya olursa?
											Güçlü bir soru.
									","
											Was wäre, wenn?
											Eine wichtige Frage.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											Thank you.
									","
											Merci.
									","
											Gracias.
									","
											Teşekkürler
									","
											Danke schön.
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
"
","
","
","
","
",Sci-fi stories that imagine a future Africa,Nnedi Okorafor,9:20,"creativity,Africa,adventure,science fiction,future,writing,identity,society"
