tr,pt,fr,title,speaker,duration,tags
"
											Şimdi çocuklarımızın ve 
onların çocuklarının
											devam eden uzay keşiflerini
											dünyamızı anlayan teknolojilerle 
nasıl tecrübe edeceğini hayal edin.
											Gerçek zamanlı evrensel çevirinin 
mümkün olduğu bir dünyada yaşıyoruz.
											Ve baktığımda, yakın bir 
gelecekte holografik
											video konferansların da mümkün 
olduğunu görebiliyorum.
											Doğrusu, demomuzun şu ana 
kadarki gidişinden memnunuz,
											daha da çılgın bir şey deneyelim hadi.
											Sizleri
											dünyada ilk kez,
											burada TED sahnesinde,
											ben ve NASA Jet Motorları 
Laboratuvarı'ndan arkadaşım
											Dr. Jeffrey Norris arasında 
yapılacak gerçek zamanlı
											bir holografik ışınlanma 
deneyimine davet ediyorum.
									","
											Há menos de um século,
											dois homens corajosos pousaram na lua,
											usando computadores muito menos potentes
do que os telefones nos nossos bolsos.
											Seiscentos milhões de pessoas assistiram
											em televisores a preto e branco, com grão.
											E o mundo?
											O mundo estava hipnotizado.
									","
											Il y a moins de 50 ans,
											deux hommes courageux
ont marché sur la Lune
											grâce à des ordinateurs moins puissants
que le téléphone dans votre poche.
											600 millions d'humains les regardaient
											sur des écrans pixelisés,
en noir et blanc.
											Et le monde ?
											Le monde était fasciné.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Haydi bakalım! Selam Jeff!
									","
											Imaginem como os nossos filhos e netos
											irão viver a contínua exploração do espaço
											com tecnologia que compreende este mundo.
											Vivemos num mundo onde existem tradutores
universais em tempo real.
											Posso antever a telepresença holográfica
											no nosso futuro próximo.
											Tendo tido sorte até agora
com a nossa demonstração,
											vamos tentar fazer algo ainda mais louco.
											Convido-vos a experimentarem,
											pela primeira vez no mundo,
											aqui no palco da TED,
											um teletransporte holográfico ao vivo,
											entre mim e o meu amigo
Dr. Jeffrey Norris,
											do Laboratório de Propulsão
a Jato da NASA.
									","
											Maintenant, pensez à la façon
dont nos enfants et leurs enfants
											vivront l'exploration de l'espace
											avec une technologie
qui comprend ce monde ?
											Nous vivons déjà dans un monde avec
des traducteurs universels en temps réel.
											Et en plissant les yeux, je peux déjà
voir les hologrammes autour de nous
											dans un futur proche.
											Et puisque nous avons été chanceux
avec la démo jusqu'ici,
											essayons quelque chose d'autre,
encore plus fou.
											Je vous invite à découvrir,
											pour la première fois au monde,
											ici, sur la scène de TED,
											une téléportation holographique
dans la réalité,
											entre moi et mon ami,
le Dr Jeffrey Norris,
											du laboratoire de propulsion
de la NASA.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Jeff Norris: Selam Alex.
									","
											A fazer figas. Olá Jeff.
									","
											Croisons les doigts.
Salut Jeff.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Alex Kipman: Ohh! Çalıştı. Nasılsın Jeff?
									","
											Jeff Norris: Olá, Alex.
									","
											Jeff Norris : Salut Alex.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											(Alkışlar)
									","
											Alex Kipman: Funcionou. Como estás Jeff?
									","
											Alex Kipman : Ouf ! Ça a marché.
Comment ça va, Jeff ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											JN: Harikayım. Muhteşem 
bir hafta geçirdim.
									","
											(Aplausos)
									","
											(Applaudissements)
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Nerede olduğun hakkında 
bize bir şeyler anlatsana Jeff?
									","
											JN: Muito bem. Tive uma semana fantástica.
									","
											JN : Super. J'ai passé
une semaine géniale.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											JN: Aslında üç yerdeyim.
											Mars'ta, yüz miyonlarca mil uzaktayken,
											bir yandan bu sahnede senleyim,
											aynı zamanda da caddenin 
karşısında bir odada dikiliyorum.
									","
											AK: Podes falar-nos do sítio
onde estás, Jeff?
									","
											AK : Est-ce que tu peux nous parler
de l'endroit où tu te trouves ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Vay, yüz milyonlarca 
mil ötede. Çılgın bir şey!
											Mars'tan gelen bu veri
											nasıl geliyor biraz bahseder misin?
									","
											JN: Estou, na verdade, em três lugares.
											Estou num aposento do outro lado da rua,
											enquanto estou aqui no palco contigo
											e em Marte, a uma centena de milhões
de milhas de distância.
									","
											JN : Eh bien, je suis
à trois endroits en même temps.
											Je me tiens dans une pièce
de l'autre côté de la rue,
											tout en me tenant
sur cette scène avec toi,
											et en même temps sur Mars, à environ
150 millions de kilomètres d'ici.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											JN: Tabii ki.
											Burası Curiosity Mars Rover'ın 
topladığı verilerle
											oluşturulan ve Mars'ı sanki 
dünyada bir yermişçesine
											keşfetmeme imkân tanıyan Mars'ın 
birebir holografik kopyası.
											İnsanlar doğuştan kâşiftir.
											Bir ortamı
											bulunduğumuz anda anlayabiliriz.
											Mars Rover gibi araçlar yaparak
											vizyonumuzu genişletip 
ulaşabildiğimiz mesafeleri artırdık.
											Ama on yıllardır,
											ekranların ve tuşların arkasındaki 
koltuklardan keşfettik.
											Artık dev antenlerden, röle uydulardan
											ve dünyalar arasındaki çokluktan geçerek
											sanki oradaymışçasına
											bu manzaraya ilk adımlarımızı atıyoruz.
											Bugün, misyonumuzdaki bir grup bilim adamı
											Mars'ı daha önce olmadığı gibi görüyor,
											yabancı bir dünya daha bilindik yapılıyor,
											çünkü sonunda artık insanların nasıl
											keşfetmesi gerekiyorsa öyle yapıyorlar.
											Ama hayallerimizin orada 
olmakla bitmemesi gerekiyor.
									","
											AK: Uma centena de milhões
de milhas de distância. Que loucura!
											Podes falar-nos um pouco de onde vêm
											todos estes dados de Marte?
									","
											AK : C'est fou !
150 millions de kilomètres d'ici !
											Peux-tu nous en dire plus sur
l'origine de ces informations sur Mars ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Bu gerçek dünyayı
											sanala dönüştürdüğümüzde,
											büyüleyici şeyler yapabiliriz.
											Görünmez dalga boylarını görebilir,
											bir dağın zirvesine ışınlanabiliriz.
											Belki bir gün, bir kayadaki mineralleri
											sadece dokunarak hissedebileceğiz.
											İlk adımları atıyoruz.
											Ama ilerleyebilmek için tüm dünyanın
											bize katılmasını istiyoruz,
											çünkü bu birkaç kişi için değil,
											hepimizin içinde olduğu bir yolculuk.
									","
											JN: Absolutamente.
											Isto é uma réplica holográfica
precisa de Marte,
											criada a partir dos dados captados
pelo Curiosity Mars Rover,
											que posso explorar tão facilmente
como um lugar na Terra.
											Os seres humanos
são exploradores naturais.
											Podemos compreender
instantaneamente um ambiente,
											apenas estando presentes nele.
											Construímos ferramentas
como o nosso Mars Rover
											para ampliar a nossa visão
e aumentar o nosso alcance.
											Durante décadas,
											explorámos sentados 
atrás de ecrãs e teclados.
											Estamos, agora, a ultrapassar tudo isso,
											as antenas gigantes e os satélites
de retransmissão
											e a vastidão entre mundos
											para darmos os primeiros passos nesta
paisagem, como se estivéssemos mesmo lá.
											Hoje, um grupo de cientistas
da nossa missão,
											está a ver Marte como nunca viu antes
											— um mundo alienígena tornado
um pouco mais familiar —
											porque estão, finalmente,
a explorá-lo como seres humanos.
									","
											JN : Bien sûr.
											C'est une réplique holographique
précise de Mars,
											construite à partir de données récupérées
par le robot Curiosity,
											que je peux explorer aussi facilement
qu'un terrain sur Terre.
											Les humains sont
des explorateurs-nés.
											Nous pouvons comprendre instantanément
un environnement,
											juste en y étant présent.
											Nous avons construit des outils
comme Mars Rover
											pour enrichir notre vision
et étendre notre portée.
											Mais pendant des dizaines d'années,
											nous avons exploré depuis un siège,
derrière écrans et claviers.
											Maintenant, nous dépassons tout ça,
											nous dépassons les antennes géantes
et les relais satellites
											et l'étendue entre les mondes
											pour faire quelques pas dans ce paysage,
comme si nous y étions vraiment.
											Aujourd'hui, un groupe de scientifiques
de la mission
											voit Mars comme jamais auparavant,
											un monde extraterrestre
rendu un peu plus familier
											parce qu'il est enfin exploré
comme les humains devraient le faire.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Teşekkürler Jeff, harikaydı!
											Bugün TED sahnesinde bize 
katıldığın için çok teşekkürler.
									","
											Mas os nossos sonhos não têm que acabar
ao simularmos que estamos lá.
											Quando ligamos este mundo real ao virtual,
											podemos fazer magia.
											Podemos ver em comprimentos
de onda invisíveis
											ou teletransportar-nos para
o topo de uma montanha.
											Talvez um dia sintamos os minerais
numa rocha, ao tocá-la apenas.
											Estamos a dar os primeiros passos.
											Queremos que todo o mundo
se junte a nós no próximo passo,
											porque isto não é uma
viagem de uns poucos,
											mas de todos nós.
									","
											Mais notre rêve ne doit pas s'arrêter
à juste rendre l'endroit réaliste.
											Quand nous mélangeons
le monde réel au virtuel,
											nous pouvons faire des choses magiques.
											Nous pouvons voir
des longueurs d'ondes invisibles
											ou nous téléporter
au sommet d'une montagne.
											Peut-être un jour, pourrons-nous sentir
les minéraux d'une pierre
											juste en la touchant.
											Nous n'en sommes
qu'aux premiers pas.
											Mais nous voulons que le monde entier
soit avec nous pour la suite,
											parce que ceci n'est pas
un voyage pour quelques-uns,
											mais pour nous tous.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											(Alkışlar)
									","
											AK: Obrigado Jeff. Isto foi fantástico.
											Muito obrigado por te juntares
a nós, hoje, no palco da TED.
									","
											AK : Merci Jeff, c'était incroyable.
											Merci de nous avoir rejoints
sur la scène de TED.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											JN: Teşekkürler Alex, güle güle.
									","
											(Aplausos)
									","
											(Applaudissements)
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Hoşçakal, Jeff.
									","
											JN: Obrigado Alex. Adeus.
									","
											JN : Merci Alex, au revoir.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											(Alkışlar)
									","
											AK: Adeus Jeff.
									","
											AK : Au revoir, Jeff.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Her Allah'ın günü,
											bu geleceği hayal ediyorum.
											Atalarımızdan ilham alıyorum.
											Bizler etkileşim ve iletişim 
içinde olduğumuz
											ve birlikte çalıştığımız kabileler 
hâlinde yaşıyorduk.
											Bizi bugün bulunduğumuz yere getiren,
											bizi ekranların ve piksellerin iki boyutlu
											dünyasında yaşamaktan kurtaracak
											ve üç boyutlu dünyamızda yaşamanın nasıl
											hissettirdiğini hatırlamamıza izin verecek
											teknolojiyi inşa etmeye başlıyoruz.
											İnsan olmak için harika bir zaman.
									","
											(Aplausos)
									","
											(Applaudissements)
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Teşekkürler.
									","
											Sonho com este futuro
											todos os dias.
											Inspiro-me nos nossos antepassados.
											Costumávamos viver em tribos
em que interagíamos,
											comunicávamos e trabalhávamos juntos.
											Estamos a construir tecnologia
que nos permitirá regressar
											à humanidade que nos trouxe
onde estamos hoje.
											À tecnologia que nos permitirá deixar
de viver neste mundo 2D,
											de monitores e píxeis,
											e começar a recordar a sensação
											de viver no nosso mundo 3D.
											É uma época fenomenal para se ser humano.
									","
											Je rêve de ce futur
											chaque jour.
											Je m'inspire de nos ancêtres.
											Nous vivions autrefois en tribus
où nous interagissions,
											communiquions et travaillions ensemble.
											Ensemble, nous commençons à construire
une technologie qui nous permettra
											de retourner à l'humanité
qui nous a conduits ici aujourd'hui,
											une technologie qui nous fera sortir
de ce monde en 2D
											des écrans et des pixels,
											et nous nous rappellerons
enfin ce que c'est
											que de vivre dans notre monde en 3D.
											C'est le meilleur moment pour être humain.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											(Alkışlar)
									","
											Obrigado.
									","
											Merci.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											Helen Walters: Çok teşekkürler. 
Birkaç sorum olacak.
									","
											(Aplausos)
									","
											(Applaudissements)
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Tabii.
									","
											Helen Walters: Muito obrigada.
Tenho algumas perguntas.
									","
											Helen Walters : Merci beaucoup.
J'ai quelques questions.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											HW: Haberlerde bazı şeyler konuşuluyor.
											Size direkt soracağım ki, 
net bir cevabımız olsun.
											Demo ve gerçek ürün arasındaki
											farklılıklar hakkında 
bir şeyler konuşuldu.
											Bu görüş alanı hakkında bir şeyler.
											Bu gördüğümüz, ürünü satın alan 
birinin erişebileceği bir deneyim mi?
									","
											AK: Está bem.
									","
											AK : OK.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Harika bir soru
											ya da, şöyle diyelim, medyada
											geçtiğimiz yıl boyunca 
muhtemelen aldığımız bir soru.
											Araştırırsanız, o soruyu cevaplamadım.
											Bilerek duymazdan geldim,
											çünkü öyle ya da böyle yanlış bir soru.
											Çünkü hologramları birine ilk kez gösterip
											""Televizyonunuzun boyutu ne kadar?"" 
diye sormak gibi bir şey.
											Ürünün görüş alanı 
tamamen konumuz dışında.
											Konuşmamız gereken şey 
ışıkların yoğunluğu
											ya da görünen şeyin parlaklığı olmalı.
											Şöyle diyelim, gördüğünüz şeylerin 
açısal çözünürlüğü ne.
											Oradan bakınca, ne görüyorsunuz
											biliyorsunuz, kamerada 
bir HoloLens takılı.
											Yani yanıltmak istesem bile bunu yapamam.
									","
											HW: Houve alguma conversa na imprensa.
											Vou ser direta e peço uma resposta direta.
											Tem-se falado na diferença
entre as demonstrações
											e a realidade do produto comercial.
											Neste aspeto do campo de visão.
											Quem comprar o produto
terá este tipo de experiência?
									","
											HW : Il y a eu quelques articles
dans la presse,
											alors je vais vous demander
de donner une réponse franche.
											On a parlé des différences
entre les démos
											et la réalité du produit commercial.
											Parlez-nous de ce problème
de champ de vision,
											est-ce le genre d'expérience
qu'un acheteur va vivre ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											HW: Ama kamera gözümüzden 
daha farklı bir lens kullanıyor değil mi?
									","
											AK: É uma boa pergunta.
											É uma pergunta que temos recebido
											nos ""media"" desde há cerca de um ano.
											Se procurar, verá que não
respondi a essa pergunta.
											Ignorei-a de propósito,
											porque, em última análise,
é a pergunta errada a colocar.
											É o equivalente a eu apresentar
os hologramas pela primeira vez
											e perguntarem-me:
""Qual o tamanho do seu televisor?""
											O campo de visão do produto
é quase irrelevante.
											Deveríamos estar a falar
da densidade das luzes,
											ou da radiância, que é mostrada.
											Ou melhor, qual a resolução angular
das coisas que vemos.
											Dessa perspetiva, o que vimos...
											A câmara usa uma HoloLens.
											Mesmo que quisesse fazer
batota, não conseguiria.
									","
											AK : C'est une excellente question.
											En fait, c'est une question qu'on a reçue
des médias depuis l'année dernière.
											En cherchant, vous verrez que
je n'ai pas répondu à cette question.
											Je l'ai ignorée exprès,
											parce qu'en fait,
ce n'est pas la bonne question.
											C'est comme si je montrais un hologramme
à quelqu'un pour la première fois,
											et que vous me demandiez : « Quelle est
la taille de votre télévision ? »
											Le champ de vision du produit
n'a que peu d'importance.
											Nous devrions parler
de la densité lumineuse,
											le radiance, ce genre de choses ;
											en clair, quelle est la résolution
angulaire de ce que vous voyez.
											De ce point du vue, ce que vous avez vu...
											Vous savez, la caméra porte une HoloLens,
											même si je voulais tricher,
je ne pourrais pas.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Kameranın üstünde 
balık gözü bir lens var.
											İnsan gözünden çok daha 
geniş bir görüş açısı var.
											Yani kameranın görüşünden açısal görünen
											ışıkların yerlerini düşünürseniz,
											önemli olan şeyler:
											Belli bir hacimde kaç ışık 
noktası alabilirim?
											HoloLens'te ve orada aldığımız aynı.
											Şimdi, bu kamera dünyayı çok 
daha geniş görüyor, doğru mu?
									","
											HW: Mas a câmara tem uma lente
diferente da do nosso olho?
									","
											HK : Mais la caméra a une lentille
différente de celle de nos yeux, non ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											HW: Yüce İsa aşkına!
									","
											AK: A câmara tem uma lente olho de peixe.
											Tem uma visão muito mais ampla
do que a do olho humano.
											Se pensarmos nos pontos de luz
que surgem radialmente
											na visão da câmara,
											que é o que interessa:
											quantos pontos de luz posso
ter num dado volume?
											Tenho tantos nesta HoloLens como naquela.
											Esta câmara tem uma visão muito
mais ampla do mundo, certo?
									","
											AK : La caméra a une lentille
avec un grand angle.
											Elle a une vision bien plus large
que l’œil humain.
											Pensez aux sources lumineuses
qui s'appliquent radialement
											à la vision de la caméra,
											et c'est cela qui importe le plus :
											combien de lumière
puis-je avoir dans un espace donné ?
											C'est pareil avec cet HoloLens
que dans celui-ci.
											Cependant la caméra a une vision
plus large du monde, vous voyez ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											(Gülüşmeler)
									","
											HW: Credo!
(Risos)
									","
											HK : Oh mon dieu !
(Rires)
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Geldi. Geleceğini söylemiştim.
											Böyle gelin.
									","
											AK: Apareceu. Eu disse-lhe que apareceria.
											Venha por aqui.
									","
											AK : Et le voilà !
J'avais dit qu'il viendrait.
											Venez par ici.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											(Gülüşmeler)
									","
											(Risos)
									","
											(Rires)
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											HW: Kahretsin.
									","
											HW: Bolas.
									","
											HW : Mince !
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											AK: Karşınızda holografik Jeff Norris.
									","
											AK: E aí está o Jeff Norris holográfico.
									","
											AK : Voilà le Jeff Norris holographique.
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
","
","
",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
"
											HW: Bir şeyler olacaktı biliyordum
											ama ne olduğundan gerçekten emin değildim.
									","
											HW: Sabia que algo estava a acontecer,
mas não sabia o quê.
									","
											HK : Je savais qu'il se passait quelque
chose mais quoi ?
									",A futuristic vision of the age of holograms,Alex Kipman,19:05,"communication,computers,engineering,creativity,design,exploration,innovation,interface design,microsoft,invention,potential,NASA,product design,prediction,visualizations,technology,future"
