en,pt,es,title,speaker,duration,tags
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											And this isn't just a feeling
that I have at work.
											It happens in my personal life, too.
											In the early days,
											I was flying back and forth
to San Francisco every week for Atlassian,
											and I racked up a lot
of frequent flyer points
											and got access to
the Qantas business lounge.
											Now, if there's ever a place
that I don't belong ...
									","
											Este não é um sentimento
apenas profissional.
											Acontece na minha vida pessoal.
											Nos primeiros dias,
											eu viajava de avião, todas as semanas
entre São Francisco e a Atlassian,
											e juntei muitas milhas aéreas.
											Tinha acesso á sala executiva da Qantas.
											Se existe um sítio onde
me sinto deslocado...
									","
											Y esta no es una sensación
que solo tengo en el trabajo.
											También me ocurre en la vida personal.
											Al principio,
											volaba ida y vuelta hacia
San Francisco por Atlassian
											y como había juntado puntos
de viajero frecuente
											tenía acceso a la sala
de negocios de Qantas.
											Bien, si hay algún lugar 
al que no pertenezco...
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											It doesn't help when I walk in and they
generally look at me in shorts and jeans,
											or jeans and a T-shirt, and say,
""Can I help you, son? Are you lost?""
											But anyway, sometimes life
happens in the Qantas lounge
											when you'd least expect it.
									","
											Não ajuda quando entro e olham para mim
normalmente de calções e ""jeans"",
											ou de ""jeans"" e ""T-shirt"", e dizem:
""Está perdido? Posso ajudar?""
											Mas, por vezes, a vida acontece
na sala executiva da Qantas
											quando menos se espera.
									","
											No ayuda cuando entro y generalmente
me ven en pantalones cortos o vaqueros,
											o pantalones vaqueros y camiseta, y dicen:
""¿Te puedo ayudar? ¿Estás perdido?""
											Pero, bueno, a veces ocurren cosas
de la vida en la sala de Qantas
											cuando uno menos se lo espera.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											One morning, over a decade ago,
											I was sitting there on
my regularly weekly commute,
											and a beautiful woman
from way out of my league
											walked into the Qantas lounge
and continued walking straight up to me
											in a case of mistaken identity.
											She thought I was someone else,
											so in this case, I actually
was an impostor.
									","
											Uma manhã, há cerca de dez anos,
											eu estava ali sentado
no meu habitual trajecto semanal
											e uma mulher linda,
bem acima do meu nível
											entrou na executiva da Qantas
e dirigiu-se para mim,
											numa de erro de identidade.
											Pensara que eu era outra pessoa,
											neste caso, eu era mesmo um impostor.
									","
											Una mañana, hace más de una década,
											estaba sentado allí para mi viaje semanal
											y una mujer hermosa, 
muy por encima de mi nivel,
											entró a la sala de Qantas y continuó
caminando derecho hacia mí
											con un caso de identidad equivocada.
											Ella pensó que yo era otra persona,
											así que, en este caso,
realmente era un impostor.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											But rather than freeze
as I would have historically done
											or chivalrously maybe
informed her of her error,
											I just tried to keep
the conversation going.
									","
											Mas ao invés de bloquear,
como era meu costume,
											ou elegantemente
informá-la do seu erro,
											tentei manter a conversa.
									","
											Pero en lugar de paralizarme
como lo había hecho siempre,
											o quizá, como un caballero
haberle informado de su error,
											traté de que la conversación no terminara.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											And classic Australian bullshit
became some sort of forward movement
											and a phone number.
											And I took that girl to the awards
ceremony a couple of months later.
											And more than a decade later,
											I'm incredibly happy
that she is now my wife,
											and we have four amazing
children together.
									","
											As clássicas tretas australianas
assumiram a forma de um avanço
											e consegui um número de telefone.
											Levei aquela rapariga à entrega
de prémios uns meses mais tarde.
											E passados mais de 10 anos,
											estou felicíssimo que ela
seja a minha esposa,
											e que, juntos, tenhamos quatro filhos.
									","
											Y la clásica charlatanería australiana
se convirtió en un avance
											y un número de teléfono.
											Y esa es la chica que llevé a la entrega
de premios unos meses después.
											Y más de una década más tarde
											me hace muy feliz que sea mi esposa
											y que tengamos cuatro hijos maravillosos.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											But you'd think that when
I wake up every morning,
											I wouldn't roll over and look at her
and think, ""She's going to say,
											'Who are you, and who gave you
that side of the bed?'
									","
											Querem acreditar que,
todos os dias, ao acordar,
											olho para ela e penso:
											""Ela vai dizer: 'Quem és tu
e que fazes nesse lado da cama?'
									","
											Pero cada mañana, al despertarme,
											no dejo de darme vuelta, mirarla,
y pensar que dirá:
											""¿Quién eres, y quién te dio
ese lado de la cama?
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											'Get out of here.'""
											But she doesn't.
											And I think she sometimes
feels the same way.
									","
											""'Sai daqui!' ""
											Mas ela não o faz.
											Penso que, por vezes,
ela pensa o mesmo.
									","
											¡Vete de aquí!"".
											Pero no lo hace.
											Y creo que a veces ella siente lo mismo.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											And apparently, that's one of the reasons
											that we'll likely have
a successful marriage.
											You see, in researching this talk,
											I learned that one of the attributes
of the most successful relationships
											is when both partners
feel out of their league.
											They feel that their partner
is out of their league.
											They feel like impostors.
											And if they don't freeze,
and they're thankful,
											and they work harder and they stretch
to be the best partner they can,
											it's likely to be a very
successful relationship.
											So if you have this feeling, don't freeze.
											Try to keep the conversation going,
											even if she thinks that you're
somebody that you're not.
									","
											Aparentemente, essa é uma das razões
											por que iremos ter
um casamento de sucesso.
											Ao preparar esta palestra,
											descobri que um dos atributos
de uma relação de sucesso
											é que ambos os parceiros
se sentem deslocados.
											Sentem que o parceiro que têm
não pertence à mesma liga.
											Sentem-se impostores.
											E se não bloquearem,
e forem agradecidos,
											se trabalharem e tentarem
ser o melhor parceiro possível,
											é provável que tenham
uma relação de sucesso.
											Se tiverem este sentimento,
não bloqueiem.
											Tentem manter a comunicação aberta,
											mesmo que ela pense
que somos uma pessoa que não somos.
									","
											Aparentemente, esa es una de las razones
											por la que quizá tengamos
un matrimonio feliz.
											Al investigar para esta charla
											aprendí que uno de los atributos
de las relaciones más exitosas
											es cuando ambas partes
se sienten por debajo del nivel.
											Sienten que su compañero
está por encima de su nivel.
											Se sienten impostores.
											Y si no se paralizan y,
en cambio, se sienten agradecidos,
											y trabajan duro para ser los mejores 
compañeros que puedan ser,
											es probable que tengan
una relación exitosa.
											Así que, si se sienten así,
no se paralicen.
											Traten de que la conversación continúe,
											incluso si ella piensa 
que son alguien que no son.
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											Now, feeling like, or people
thinking I'm someone I'm not
											actually happens quite frequently.
											A great example from my more recent past,
											a few months ago, I was up
late at night with one of my kids,
											and I saw something on Twitter
											about Tesla saying that they could solve
											South Australia's rolling
series of power crises
											with one of their large
industrial batteries.
									","
											Isto de eu pensar — ou alguém pensar —
que sou alguém que não sou
											acontece com frequência.
											Um bom exemplo ainda recente,
											há alguns meses, fiz uma noitada
com um dos meus filhos,
											e vi algo no Twitter
											sobre como a Tesla prometia resolver
											os problemas energéticos
da Austrália do Sul
											com uma das suas grandes
baterias industriais.
									","
											Ahora bien, sentirme algo que no soy
o que la gente lo piense
											me pasa muy a menudo.
											Un buen ejemplo es de mi pasado reciente:
											hace unos meses estaba 
con uno de mis hijos
											y vi algo en Twitter
											sobre Tesla que decía que podría resolver
											la serie de crisis de energía
del sur de Australia
											con una de sus grandes
baterías industriales.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											Without thinking,
I fired off a bunch of tweets,
											challenging them and saying
were they really serious about this.
											And in doing so, I managed
to kick a very small rock
											off a very big hill
											that turned into an avalanche that I
found myself tumbling in the middle of.
											Because you see, a few hours later,
Elon tweeted me back and said
											that they were deadly serious,
											that within a hundred days
of contract signing,
											they could install
a 100-megawatt-hour facility,
											which is a giant battery
of a world-class size,
											one of the biggest
ever made on the planet.
											And that's when all hell
really broke loose.
											Within 24 hours, I had
every major media outlet
											texting and emailing and trying
to get in contact with me
											to get opinion as some sort of
""expert"" in energy.
									","
											Sem pensar muito
enviei alguns ""tweets"",
											a desafiá-los e a perguntar
o quão sérios estavam a ser.
											E ao fazê-lo, lancei
uma pequena bola de neve
											do alto de uma grande colina
											que se transformou numa avalanche
que me levou de arrastão.
											Porque, umas horas depois,
Elon Musk respondeu com um ""tweet""
											e disse que era muito a sério,
											que cem dias após
a assinatura do contrato,
											podiam instalar uma unidade
de 100 megawatt-hora,
											que é uma bateria gigante
de dimensão mundial,
											uma das maiores já feitas no planeta.
											Foi aí que verdadeiramente
começou a confusão.
											Passado um dia, tinha as maiores
cadeias de comunicação
											a enviar mensagens e a tentar
entrar em contacto comigo
											para terem a opinião
de um ""especialista"" em energia.
									","
											Sin pensarlo, envié un grupo de mensajes
											desafiándolos y preguntando
si realmente estaban hablando en serio.
											Y al hacerlo, fue como patear una piedrita
											cuesta abajo, en una gran colina,
											que se convirtió en una avalancha
y yo dando vueltas en medio de ella.
											Porque unas horas más tarde
Elon me respondió diciendo
											que hablaban muy en serio,
											que dentro de los cien días
de firmar el contrato
											podrían instalar una planta
de 100 megavatios-hora,
											que es una batería gigante
de primera clase,
											una de las más grandes
construidas en el planeta.
											Y ahí se desató un infierno.
											En 24 horas, tenía
a todos los medios de prensa
											enviándome mensajes y correos
electrónicos para contactarme
											para obtener información
de un ""experto"" en energía.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											Now, at the time, I couldn't really
have told you the difference
											between a one-and-a-half-volt AA battery
that goes in my kids' toys
											and a 100-megawatt-hour
industrial-scale battery facility
											that goes in South Australia
											that could potentially
solve their power crisis.
											I was now feeling a chronic case
of impostor syndrome,
									","
											Na altura, eu não sabia a diferença
											entre uma pilha AA de volt e meio
dos brinquedos dos meus filhos
											e uma bateria de 100 megawatt-hora
de escala industrial
											que seria instalada na Austrália do Sul
											e que iria resolver
a sua crise energética.
											Comecei a sentir um caso crónico
de síndroma de impostor,
									","
											En ese momento, no les podría
haber dicho la diferencia
											entre una batería AA de un vatio y medio
de los juguetes de mis hijos
											y una planta industrial equivalente
a una batería de 100 megavatios-hora
											para el sur de Australia
											que podría resolver la crisis de energía.
											Estaba sintiendo un caso crónico
del síndrome del impostor,
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											and it got truly bizarre.
											And I remember thinking to myself,
											""Shit. I've kind of started something here
and I can't really get out.
											If I abandon the situation,
											I'm going to sort of set back
renewables in Australia
											and maybe just look like a complete idiot
											because of my idiocy on Twitter.""
									","
											e tornou-se verdadeiramente bizarro.
											Lembro-me de pensar:
											""Porra, acho que comecei algo
e não consigo escapar.
											""Se abandono a situação,
											""vou fazer regredir a adaptação
das renováveis na Austrália
											""e talvez passar por um completo idiota
											""por causa da minha estupidez no Twitter.""
									","
											y se convirtió en algo insólito.
											Recuerdo haber pensado:
											""Mierda. Empecé algo 
de lo que no puedo salir.
											Si abandono la situación,
											voy a hacer retroceder
la energía renovable en Australia
											y quizá me vea como un completo idiota
											por mi estupidez en Twitter"".
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											So I thought the only thing I could do
											was to try not to freeze
and to try to learn.
											So I spent a week
											trying to learn everything I could
about industrial-scale batteries
											and the electricity grid and renewables
and the economics of all of this
											and whether this was even
a feasible proposal.
											I talked to the chief scientist,
I talked to the CSIRO,
											had multiple ministers and premiers
trying to give me their side of the story
											from both sides of the aisle.
											I managed to exchange
tweets with the prime minister.
											I even managed to pull off
a passing impression, let's say,
											of an energy expert on ABC Lateline.
									","
											Pensei que a única coisa a fazer
											era não bloquear e tentar aprender.
											Então, passei uma semana
											a aprender tudo o que podia
sobre baterias industriais,
											sobre a rede eléctrica e energia renovável
e a economia de tudo aquilo
											e se esta situação era 
efectivamente exequível.
											Falei com o cientista responsável,
com o CSRO,
											tive vários ministros a tentarem
dar-me o seu lado da história
											de ambos os lados da questão.
											Troquei mensagens
com o primeiro-ministro.
											Até consegui fazer-me passar
por especialista de energia,
											num programa de televisão.
									","
											Así que pensé que lo único que podía hacer
											era no paralizarme y tratar de aprender.
											Así que pasé una semana
											intentando aprender todo lo que pudiera 
sobre baterías a escala industrial,
											la red eléctrica, la energía renovable,
el aspecto económico de todo esto
											y si era una propuesta realizable.
											Hablé con el científico principal,
hablé con el CSIRO,
											muchos ministros y primeros ministros
trataron de darme su versión de los hechos
											desde ambos lados.
											Logré intercambiar mensajes
con el primer ministro.
											incluso dar una impresión 
pasajera, digamos,
											como experto de energía
en ABC Lateline.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											But as a result of all this,
											South Australia did put out
a battery tender,
											and they had more than 90 applications
for that battery tender.
											And the national conversation
over a period of a few months
											moved from the sort of theatrical
lumps of coal in the parliament
											to discussing kind of which
industrial-scale battery chemistry
											was the best for building
large-scale renewable batteries.
									","
											Mas em resultado de tudo isso,
											a Austrália do Sul lançou
um concurso para a bateria,
											e houve mais de 90 candidatos
para colocar a bateria.
											A conversa nacional durante uns meses
											deixou de ser sobre energias
como o carvão, no parlamento,
											e passou a ser sobre que tipo
de estrutura química de baterias
											seria a melhor para colocar
em baterias renováveis industriais.
									","
											Pero, como resultado,
											Australia meridional realizó
una licitación sobre baterías
											y recibió más de 90 solicitudes.
											Y, durante algunos meses,
la conversación nacional
											pasó del tipo teatral, 
con trozos de carbón en el parlamento,
											a discutir qué tipo de químicos
para baterías a escala industrial
											eran los mejores para construir
baterías renovables a gran escala.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											So I think that the important lesson
is by that time in my life,
											I knew well that I was an impostor.
											I knew I was miles out of my depth.
											But instead of freezing,
I tried to learn as much as I could,
											motivated by my fear
of generally looking like an idiot,
											and tried to turn that
into some sort of a force for good.
									","
											Penso que a lição mais importante
é que, nessa altura da minha vida,
											sabia que era um impostor.
											Sabia que estava acima 
das minhas capacidades.
											Mas em vez de bloquear,
tentei aprender o mais que pude,
											motivado pelo medo
de parecer um idiota,
											e transformei o medo
numa força positiva para o bem.
									","
											Pienso que la lección importante
es que, en ese momento de mi vida,
											realmente sabía que era un impostor.
											Sabía que no estaba para nada a la altura.
											Pero en vez de paralizarme,
traté de aprender cuanto pudiera,
											motivado por mi temor
de parecer un idiota,
											y traté de convertirlo 
en una fuerza para el bien.
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											So one of the things I've learned
											is that people think successful people
don't feel like frauds.
											But I think, especially
knowing a lot of entrepreneurs,
											the opposite is more likely to be true.
											But the most successful people I know
don't question themselves,
											but they do heavily question,
regularly question, their ideas
											and their knowledge.
											They know when the water is way too deep,
											and they're not afraid to ask for advice.
											They don't see that as a bad thing.
											And they use that advice
to hone those ideas, to improve them
											and to learn.
											And it's OK to be
out of your depth sometimes.
											I'm frequently out of my depth.
											It's OK to be out of your depth.
											It's OK to be in a situation where
you just can't push the eject button,
											so long as you don't freeze,
											so long as you harness the situation,
don't be paralyzed
											and try to turn it into
some sort of a force for good.
											And it's important
that I say ""harness"" here,
											because this isn't sort of
pop-psychology BS
											about conquering impostor syndrome for me.
											It's merely about being aware of it.
											In fact, I'm extremely aware
of feeling like an impostor right now,
											as I'm up here, some sort of pseudo-expert
											on a feeling that I couldn't even
put a name to a few months ago,
											when I agreed to do this talk.
											Which, if you think about it,
is kind of the point, isn't it?
									","
											Uma das coisas que aprendi
											é que as pessoas pensam que as pessoas
de sucesso não se sentem fraudes.
											Mas acho, especialmente conhecendo
muito empreendedores,
											que o oposto é mais verdadeiro.
											As pessoas mais bem sucedidas
que conheço não se questionam,
											mas questionam profundamente,
regularmente, as suas ideias
											e os seus conhecimentos.
											Sabem quando estão 
acima das suas capacidades,
											e não têm medo de pedir conselhos.
											Não vêem isso como algo negativo.
											E usam os conselhos para aprimorar
as suas ideias, melhorá-las
											e aprender.
											É normal por vezes estarmos
acima das nossas capacidades.
											Estou frequentemente nessa posição.
											É normal estarmos nessa posição.
											É normal estarmos numa situação
em que não é apenas carregar num botão,
											desde que não bloqueemos,
											desde que aproveitemos a situação,
não fiquemos paralisados,
											e tentarmos transformar a situação
em algo bom e positivo.
											É importante frisar o ""aproveitar"",
											porque é uma parte importante
da treta da psicologia-pop
											sobre como conquistar
a síndrome de impostor.
											É somente ter a noção que ele existe.
											De facto, estou plenamente consciente
de me sentir um impostor neste momento
											aqui em cima,
na posição de pseudo-especialista
											de um sentimento que nem conhecia
há uns meses,
											quando acedi a fazer esta palestra.
											Que, vendo bem as coisas,
é um bocado o objectivo, não é?
									","
											Algo que aprendí es que
											las personas piensan que la gente 
exitosa no se siente como un fraude.
											Pero creo, especialmente conociendo
a muchos empresarios,
											que es más probable 
que lo contrario sea verdad.
											La gente más exitosa que conozco
no se cuestiona a sí misma,
											sino que cuestionan mucho 
y continuamente sus ideas
											y sus conocimientos.
											Saben cuando el agua es muy profunda,
											y piden que los aconsejen.
											No lo ven como algo malo.
											Y usan esos consejos para perfeccionar
esas ideas, para mejorarlas
											y para aprender.
											Y está bien que uno algunas veces
no esté a la altura.
											Yo frecuentemente no lo estoy.
											Está bien no estar a la altura,
											estar en una situación en la que 
no puedan presionar el botón de eyección,
											mientras no se paralicen,
											mientras controlen la situación,
no se paralicen
											y traten de transformarla
en una fuerza para el bien.
											Y aquí es importante 
destacar el ""control"",
											porque no es un caso 
de simple psicología popular
											sobre cómo conquistar
el síndrome del impostor.
											Se trata de ser conscientes de él.
											De hecho, tengo plena consciencia
de sentirme como un impostor ahora mismo,
											mientras estoy aquí arriba,
como un pseudoexperto,
											con una sensación a la que ni siquiera
podía nombrar hace unos meses,
											cuando acepté esta charla.
											Lo que, si lo piensan, es la idea, ¿no?
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											Thank you.
									","
											Obrigado.
									","
											Gracias
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
"
","
","
",How you can use impostor syndrome to your benefit,Mike Cannon-Brookes,13:42,"personal growth,society,identity,entrepreneur,TEDx,self,work"
