pt,tr,fr,de,title,speaker,duration,tags
"
											E... (Risos)
									","
											ve - (Gülüşmeler)
									","
											Et — (Rires)
									","
											Und — (Lachen)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Aí a realidade apareceu,
											e durante mais de um mês,
											recebi 199 rejeições, destes 200 ""emails"".
											Um Professor até percorreu 
todo o meu procedimento,
											meticulosamente — não sei bem onde é que 
ele arranjou esta disponibilidade —
											foi percorrendo e dizendo porque é que 
cada um dos passos
											era, tipo, o maior erro que eu poderia cometer.
											Claramente, os Professores universitários 
não tinham a mesma grandiosa
											opinião sobre o meu trabalho que eu tinha.
									","
											gerçekte bir ay içerisinde
											o 200 emailden
											199 ret cevabı aldım.
											Bir profesör tüm prosedürümü okudu,
											nasıl zamanı bulduğunu bilmiyorum,
											ve her bir basamağın neden yapılabilecek en kötü hata olduğunu
											açıkladı.
											Açıkcası, profesörler benim işim hakkında
											benim düşündüğüm kadar olumlu düşünmüyordu.
									","
											la réalité a repris le dessus.
											En un mois,
											j'avais reçu 199 refus sur 200 emails.
											Un professeur a même revu
entièrement ma procédure,
											méticuleusement — je ne sais pas trop 
comment il a trouvé tout ce temps libre —
											et il a listé pourquoi chaque étape
											était la pire erreur à faire.
											Clairement, les professeurs 
avaient une opinion
											de mon travail 
bien moins haute que moi.
									","
											Dann kam die Realität
											und im Laufe eines Monats
											erhielt ich 199 Ablehnungen 
von diesen 200 Emails.
											Ein Professor ging sogar 
meine gesamte Anleitung
											ganz akribisch durch — ich weiß nicht, 
woher er die Zeit nahm —
											und er ging sie durch und sagte mir, 
warum jeder Schritt darin
											der schlimmste Fehler war, 
den ich machen könnte.
											Offensichtlich hatte der Professor
											nicht so eine hohe Meinung 
von meiner Arbeit wie ich.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Contudo, apareceu uma luz no fim do túnel.
											Um Professor disse: 
""Talvez eu te possa ajudar, miúdo.""
											E, portanto, segui nessa direcção.
									","
											Ancak bir hayırlı tarafı da vardı.
											Profesörlerden biri, ""Belki sana faydam dokunabilir, ufaklık"" dedi.
											Ben de o yöne gittim.
									","
											Cependant, il y avait une bonne nouvelle.
											Un professeur avait dit :
« Peut-être que je peux t'aider, petit. »
											J'ai donc suivi cette option.
									","
											Aber ich hatte Glück.
											Ein Professor sagte: 
""Vielleicht kann ich dir helfen, Junge.""
											Also entschied ich mich für diesen Weg.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Lachen)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Como se nunca se pudesse dizer que não 
a um miúdo.
									","
											Sanki bir ufaklığa hayır diyebilirsiniz.
									","
											On ne sait pas dire non à un enfant.
									","
											Man kann nie nein zu einem Kind sagen.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											E então, 3 meses mais tarde,
											consegui finalmente fixar um prazo com este tipo,
											e entrei no seu laboratório,
											muito excitado, e depois sentei-me,
											e comecei a falar,
											e cinco segundos depois, ele chamou 
outro doutorado.
											Vários doutorados agruparam-se 
neste pequeno espaço
											e todos me disparavam perguntas,
											e no final, senti, de certa forma, 
que estava num carro de circo.
											Estavam 20 doutorados, eu e o Professor
											amontoados neste pequeno espaço
											com eles a dispararem perguntas repentinas 
na minha direcção,
											a tentarem afundar o meu procedimento.
											Quão improvável é isso? Quero dizer, pshhh.
									","
											İşte 3 ay sonra,
											bu kişiyle bir net son tarih belirledim,
											lab.a girdim,
											heyecanlandım,
											ağzımı açıp konuşmaya başladım,
											ve 5 saniye sonra doktora öğrencilerini çağırdı.
											Doktora öğrencileri küçücük odaya doluştu
											ve bana hızlıca sorular sormaya başladılar,
											en sonunda sirkte gibi hissetmeye başlamıştım.
											20 doktora öğrencisi, ben ve bir profesör
											ufacık bir ofiste,
											benim yazdığım şeyi anlamak için
											bana hızlıca bir sürü şey soruyolardı.
											Yani bu ne kadar imkansız?
									","
											Et donc, trois mois plus tard,
											j'avais finalement fixé 
une date limite avec lui,
											je suis allé dans son labo,
											j'étais tout excité, je me suis assis,
											j'ai commencé à parler,
											et après cinq secondes,
il appelait un autre docteur,
											d'autres sont arrivés en nombre
dans cette petite pièce,
											et me posaient 
sans arrêt des questions,
											A la fin, je me suis senti
comme une bête de foire.
											Il y avait 20 docteurs 
plus moi et le professeur
											coincés dans ce petit bureau.
											Ils me lançaient 
des questions en rafale,
											essayaient de couler ma procédure.
											C'est étrange, non ?
									","
											Und drei Monate später
											habe ich endlich einen Termin 
mit diesem Professor vereinbart,
											ich komme in sein Labor,
											ich bin ganz aufgeregt und setze mich hin,
											ich öffne den Mund und fange an zu reden,
											und 5 Sekunden später 
ruft er einen Doktoranden dazu.
											Die Doktoranden fangen an, 
in den kleinen Raum zu strömen,
											alle bombardieren mich mit Fragen,
											und schließlich war es völlig überfüllt.
											20 Doktoranden, ich und der Professor 
waren zusammengedrängt
											in seinem winzigen Büro
											und sie bombardierten mich 
mit einer Frage nach der anderen,
											um mein Verfahren zu hinterfragen.
											Wie unwahrscheinlich ist das? 
Ich meine, pfffff.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Lachen)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											No entanto, sujeitando-me àquele interrogatório,
											respondi a todas as suas perguntas,
											e adivinhei algumas das respostas mas acertei,
											e, finalmente, consegui o espaço 
no laboratório de que precisava.
									","
											Ama, bu sorgulamaya maruz kalırken
											tüm soruları cevapladım
											birkaçını tahmin ettim ve doğru bildim
											ve bana lazım olan labı kazandım.
									","
											Cependant, en me soumettant
à leur interrogatoire,
											j'ai répondu à toutes leurs questions,
											j'ai répondu au hasard 
pour certaines mais j'avais bon,
											et finalement je me suis retrouvé
dans le labo dont j'avais besoin.
									","
											Aber ich stellte mich der Befragung,
											beantwortete all ihre Fragen,
											und musste auch bei manchen raten, 
aber ich lag richtig,
											und schliesslich erhielt ich 
den benötigten Platz im Labor.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Mas foi logo depois que descobri
											que o meu então brilhante procedimento
											tinha qualquer coisa como 1 milhão de buracos,
											e durante 7 meses,
											preenchi meticulosamente cada um 
desses buracos.
									","
											Çok kısa süre sonra
											benim bir zamanlar muhteşem olan planım
											bir milyon kadar tutarsızlığa sahipti
											ve 7 ay boyunca
											bütün bu tutarsızlıkları doldurdum.
									","
											Mais c'était peu de temps 
après avoir découvert
											que ma procédure, jadis brillante,
											contenait un million de blancs,
											et pendant les sept mois qui suivirent,
											j'ai méticuleusement 
comblé chacun de ces blancs.
									","
											Kurz darauf entdeckte ich,
											dass mein brilliantes Verfahren
											Tausende von Tücken hatte,
											und während den nächsten sieben Monaten
											habe ich mir jede davon 
ganz genau angeschaut.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											O resultado? Um pequeno teste de papel
											que custa 3 cêntimos e leva 5 minutos a fazer.
											Isto fá-lo 168 vezes mais rápido,
											mais de 26 mil vezes mais barato,
											e mais de 400 vezes mais sensível
											do que o nosso padrão actual para a detecção 
de cancro do pâncreas.
									","
											Sonuç? 3 centlik ve 5 dakika çalışma süresine sahip
											bir küçük kağıttan sensör.
											Günümüz standart pankreas kanser tanısından
											168 kat daha hızlı,
											26000 kat daha ucuz,
											ve 400 kat daha duyarlı.
									","
											Le résultat ? 
Un petit détecteur en papier
											qui coûte trois centimes 
et marche en cinq minutes.
											Ce qui est 168 fois plus rapide,
											plus de 26000 fois moins coûteux,
											et plus de 400 fois plus précis
											que les systèmes standards de détection
du cancer du pancréas d'aujourd'hui.
									","
											Das Ergebnis? Ein kleiner Papierdetektor,
											der drei Cents kostet 
und fünf Minuten braucht.
											Das macht ihn 168 Mal schneller,
											über 26 000 Mal günstiger
											und über 400 Mal sensitiver
											als unser aktueller Standardtest 
für Bauchspeicheldrüsenkrebs.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Umas das melhores partes deste teste,
											é que tem perto de 100% de exatidão,
											e pode detectar o cancro nos estadios iniciais
											quando se tem quase 100% de 
hipóteses de se sobreviver.
											E então nos próximos dois a cinco anos,
											este teste poderá potencialmente aumentar 
a taxa de sobrevivência ao cancro do pâncreas
											de uns tristes 5,5%
											para perto de 100%,
											e fará o mesmo para o cancro 
do ovário e do pulmão.
									","
											Bu sensörün en iyi taraflarından biri,
											yaklaşık %100 doğrulukta çalışıyor
											ve kanseri erken dönemde,
											kişi %100'e yakın hayatta kalım şansına sahipken tanımlıyor.
											Önümüzdeki 2-5 yılda,
											bu sensör
											pankreas kanserinden hayatta kalımları
											%5.5'ten %100'e kadar çıkarabilir,
											yumurtalık ve akciğer kanserlerinde de kullanılabilir.
									","
											Un des avantages du détecteur,
											est qu'il est proche 
des 100% de précision,
											et peut détecter le cancer
dès les premiers stades
											lorsqu'une personne a 
100% de chance de survivre.
											Sur les deux à cinq années à venir,
											il pourrait éventuellement faire augmenter
les taux de survie au cancer du pancréas
											d'un triste 5,5%
											à presque 100%.
											Il en va de même pour le cancer 
des ovaires ou des poumons.
									","
											Eine der besten Eigenschaften 
des Detektors ist aber,
											dass er fast zu 100% richtig liegt
											und dass er den Krebs 
in den ganz frühen Stadien entdeckt,
											wenn man noch eine fast 
100%-ige Überlebenschance hat.
											In den nächsten zwei bis fünf Jahren
											könnte dieser Detektor die Überlebensraten 
bei Bauchspeicheldrüsenkrebs
											von mickrigen 5,5 Prozent
											auf fast 100 Prozent anheben,
											und ähnlich auch 
bei Eierstock- und Lungenkrebs.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Mas não pára aí.
											Trocando o tal anticorpo,
											pode-se procurar uma proteína diferente,
											e por conseguinte, uma doença diferente,
											potencialmente, qualquer doença no mundo.
											Isso vai de doenças cardíacas
											até à malária, VIH, SIDA,
											tal como outras formas de cancro — tudo.
									","
											Ama burada durmamıza gerek yok.
											Başka bir antikor kullanarak,
											başka bir proteine,
											yani, başka bir hastalığa,
											dünyadaki herhangi başka bir hastalığa bakabiliriz.
											Kalp hastalıklarından
											sıtmaya, HIV'e, AIDS'e kadar uzanan bir aralıktan,
											diğer kanser türlerinden, hepsinden bahsediyorum.
									","
											Mais ça ne s'arrête pas là.
											En remplaçant cet anticorps,
											on peut voir une protéine différente,
											donc, une maladie différente,
											potentiellement n'importe quelle maladie
dans le monde entier.
											Ça peut aller d'une maladie de cœur
											à la malaria, au VIH, au SIDA,
											ou à d'autres formes de cancer
— n'importe quoi.
									","
											Aber das ist noch nicht alles.
											Mit dem Auswechseln des Antikörpers
											kann man ein anderes Protein finden
											und so eine andere Krankheit aufspüren,
											möglicherweise jede Krankheit der Welt,
											von einer Herzkrankheit
											über Malaria, HIV, AIDS,
											bis zu anderen Krebsarten 
— einfach alles.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											E, quem sabe, um dia
											todos nós possamos ter aquele tio extra,
											aquela mãe, irmão, irmã,
											possamos ter aquele outro membro extra 
da família para amar,
											e que os nossos corações se livrem 
do peso da tal doença
											que vem com o cancro do pâncreas, 
ovário e pulmão,
											e potencialmente qualquer doença,
											pois através da Internet tudo é possível.
											As teorias podem ser partilhadas,
											e vocês não têm de ser 
Professores universitários
											com vários diplomas para terem 
ideias com valor.
											É um espaço neutro,
											onde a aparência, idade ou sexo,
											não importam.
											São apenas as ideias que contam.
											Para mim, resume-se a ver a Internet
											de uma maneira inteiramente nova
											de perceber que há muito mais
											do que publicar fotografias de mim mesmo 
a fazer caretas.
											Vocês podem estar a mudar o mundo.
									","
											Ve ümit ediyorum ki bir gün
											hepimizin bir tane fazladan amcası,
											annesi, kardeşi,
											sevdiğimiz bir aile üyesi hayatta kalır
											ve kalplerimiz pankreas, yumurtalık,
											ve akciğer kanserinden ya da başka herhangi bir
											hastalığın getirdiği ağırlıktan kurtulur.
											Internet üzerinden
											teoriler paylaşılabilir,
											fikirlerinize değer verilmesi için birden çok
											diplomaya sahip bir profesör olmanız gerekmez.
											Orası bir nötr bölge,
											neye benzediğiniz, yaşınız, cinsiyetiniz
											önemli değil.
											Sadece fikirlerinizin bir önemi var.
											Benim için, internete yeni bir bakış
											açısıyla bakmaktı ve kendimin komik
											surat ifadeli resimlerini yüklemekten
											çok daha ötesi olduğunu gördüm.
											Dünyayı değiştirmek mümkün.
									","
											Espérons donc qu'un jour,
											nous pourrons tous 
avoir cet oncle en plus,
											cette mère, ce frère, cette sœur,
											un membre de famille en plus à aimer,
											et que nos cœurs seront débarrassés
de ce fardeau qu'est la maladie
											qui vient du cancer du pancréas,
des ovaires ou des poumons,
											et potentiellement 
n'importe quelle maladie,
											et que par Internet tout est possible.
											Les théories peuvent être partagées,
											vous n'avez pas besoin 
d'être un professeur
											avec de multiples diplômes
pour que vos idées soient évaluées.
											C'est un espace neutre,
											où votre apparence, 
votre âge, votre sexe,
											n'a pas d'importance.
											Ce sont vos idées qui comptent.
											Pour moi, tout se résume
à voir Internet
											d'un nouvel œil
											pour se rendre compte
qu'il sert à bien plus
											que de publier des photos de vous
en train de grimacer.
											Vous pourriez changer le monde.
									","
											So können wir eines Tages hoffentlich
											alle einen Onkel,
											eine Mutter, einen Bruder 
oder eine Schwester,
											dieses eine zusätzliche Familienmitglied 
weiterhin lieb haben
											und unsere Herzen werden 
von der Last dieser Krankheit befreit sein,
											von Bauchspeicheldrüsen-, 
Eierstock und Lungenkrebs,
											und möglicherweise 
jeder anderen Krankheit.
											Sie sehen also, mit Hilfe des Internets 
ist alles möglich.
											Theorien können ausgetauscht werden,
											und man muss nicht ein Professor
											mit vielen Titeln sein, damit 
die eigenen Ideen ernst genommen werden.
											Es ist ein neutraler Ort,
											wo das Aussehen, Alter oder Geschlecht
											keine Rolle spielen.
											Es sind die Ideen, die zählen.
											Ich habe gelernt,
											das Internet mit ganz 
anderen Augen zu sehen,
											und mir ist bewusst geworden, 
dass es viel mehr bietet,
											als ein Entengesicht 
von sich selbst zu veröffentlichen.
											Sie könnten die Welt verändern.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Se um rapaz de 15 anos
											que nem sequer sabia o que era um pâncreas
											conseguiu encontrar uma nova maneira 
de detectar o cancro do pâncreas,
											imaginem o que vocês podem fazer.
									","
											Pankreasın bile ne olduğunu bilmeyen
											15 yaşında bir çocuk
											pankreas kanserini tanımlayacak yeni bir yol geliştirebiliyorsa,
											siz kendinizin neler yapabileceğini düşünün.
									","
											Si un ado de 15 ans
											qui ne savait même pas 
ce qu'était le pancréas
											peut trouver un moyen de détecter
le cancer du pancréas,
											imaginez ce que vous pourriez faire.
									","
											Also wenn ein 15-Jähriger,
											der bis dahin noch nicht einmal wusste, 
was eine Bauchspeicheldrüse ist,
											einen neuen Weg zur Entdeckung von 
Bauchspeicheldrüsenkrebs finden konnte,
											dann stellen Sie sich vor, 
was Sie tun könnten!
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											Obrigado.
									","
											Teşekkürler.
									","
											Merci.
									","
											Vielen Dank.
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Applaus)
									",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
"
","
","
","
",A promising test for pancreatic cancer ... from a teenager,Jack Andraka,10:49,"cancer,disease,science,health,medicine,medical research,youth,biology,Internet,molecular biology,nanoscale"
