en,tr,fr,es,de,title,speaker,duration,tags
"
											Take this in.
											Gentlemen:
											imagine if you were at risk
of losing your penis
											because doctors weren't
totally sure where it was
											or what it looked like.
											Unsurprisingly,
											many women aren't too clear
on their own genital anatomy either.
											You can't really blame them.
											The clitoris is often missing
from many sex-ed diagrams, too.
											Women can sense that their culture
views their bodies with confusion at best,
											outright disdain and disgust at worst.
											Many women still view their own genitals
as dirty or inadequate.
											They're increasingly
comparing their vulvas
											with the neat and tiny ones
they see in pornography.
											It's one reason why labiaplasty
is becoming a skyrocketing business
											among women and teen girls.
									","
											Şuna bakın.
											Beyler:
											penisinizi kaybetme riski altında
olduğunuzu düşünün
											çünkü doktorlar nerede olduğundan
veya neye benzediğinden
											tam olarak emin değiller.
											Beklendiği gibi
											çoğu kadın da kendi genital
anatomisi konusunda net değil.
											Onları suçlayamazsınız.
											Klitoris genelde
cinsel grafiklerde de bulunmuyor.
											Kadınlar, kültürlerinin vücutlarına
azami kafa karışıklığı, içten küçümseme
											ve en kötü tiksinmeyle
baktığını biliyorlar.
											Çoğu kadın kendi cinsel organlarını
hala kirli veya yetersiz görüyor.
											Gittikçe kendi dişilik organlarını
											pornografide gördükleri temiz
ve ufacık olanlarla kıyaslıyorlar.
											Kadınlar ve genç kızlar arasında
labioplastinin birden yükselişe geçen
											bir iş olmasının nedeni bu.
									","
											Considérez cela.
											Messieurs :
											imaginez que vous risquiez
de perdre votre pénis
											parce que les médecins
n'étaient pas sûrs d'où il était
											ou de ce à quoi il ressemblait.
											Il n'est pas surprenant
											que beaucoup de femmes ne soient pas
sûres de leur anatomie génitale non plus.
											Impossible de leur en vouloir.
											Le clitoris manque souvent
sur les diagrammes d'éducation sexuelle.
											Les femmes sentent
que leur culture perçoit leur corps
											au mieux avec une certaine confusion,
											au pire avec mépris et dégoût.
											Beaucoup de femmes voient encore
leurs propres organes génitaux
											comme impropres ou inadaptés.
											Elles comparent de plus en plus leur vulve
											à celles, élégantes et petites,
qu'elles voient dans la pornographie.
											C'est l'une des raisons pour lesquelles
la labioplastie monte en flèche
											parmi les femmes et les adolescentes.
									","
											Procésenlo.
											Caballeros:
											imaginen que corrieran 
el riesgo de perder el pene
											porque los médicos no tuvieran
muy claro dónde está
											o qué aspecto tiene.
											Como es de esperar,
											muchas mujeres tampoco tienen claro
cómo es su propia anatomía genital.
											Y no se las puede culpar.
											A menudo, el clítoris también falta
en los esquemas de educación sexual.
											Las mujeres perciben
											que la cultura ve sus cuerpos 
con dudas, en el mejor de los casos
											y, en el peor, con desdén y asco.
											Muchas mujeres todavía ven sus genitales
como algo sucio o inadecuado.
											Hay una tendencia cada vez 
mayor a comparan sus vulvas
											con las pequeñitas y limpias
que ven en la pornografía.
											Por eso el negocio de la labiaplastia
se ha vuelto tan popular
											entre mujeres y adolescentes.
									","
											Bedenken Sie das einmal.
											Meine Herren, stellen Sie sich vor,
Sie könnten Ihren Penis verlieren,
											weil sich die Chirurgen
nicht ganz sicher sind,
											wo er ist oder wie er aussieht.
											Es überrascht wenig,
											dass viele Frauen über die Anatomie
ihrer Genitalien recht wenig wissen.
											Das ist nicht ihre Schuld.
											Die Klitoris fehlt auch in den meisten 
Diagrammen der Sexualkunde.
											Frauen spüren, dass ihre Kultur
ihren Körper bestenfalls mit Verwirrung,
											schlimmstenfalls mit offener Verachtung
oder Ekel betrachtet.
											Viele Frauen betrachten ihre Genitalien 
immer noch als schmutzig oder mangelhaft.
											Sie vergleichen zunehmend ihre Vulva
											mit den adretten, kleinen, 
die sie in Pornos sehen.
											Deshalb werden bei Frauen
und jungen Mädchen
											Schamlippenkorrekturen immer beliebter.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											Some people feel
that all this is a trivial issue.
											I was writing my book
when I was at a dinner party
											and someone said, ""Isn't sexuality
a first-world problem?
											Aren't women dealing with more
important issues all over the world?""
											Of course they are.
											But I think the impulse to trivialize sex
is part of our problem.
											We live in a culture
that seems obsessed with sex.
											We use it to sell everything.
											We tell women that looking sexy
											is one of the most important
things you can do.
											But what we really do is we belittle sex.
											We reduce it to a sad shadow
of what it truly is.
											Sex is more than just an act.
									","
											Bazı insanlar tüm bunların
sıradan bir mesele olduğunu düşünüyor.
											Bir akşam yemeği partisindeyken
kitabımı yazıyordum
											ve birisi bana ""Cinsellik bir
birinci dünya sorunu değil mi?
											Tüm dünyada kadınlar daha önemli
sorunlarla ilgilenmiyorlar mı?"" dedi.
											Elbette ilgileniyorlar.
											Fakat bence, cinselliği önemsizleştirmek
bizim sorunumuzun bir parçası.
											Cinselliğe kafayı takmış gibi görünen
bir kültürde yaşıyoruz.
											Her şeyi satmak için onu kullanıyoruz.
											Kadınlara seksi görünmenin
											yapabilecekleri en önemli şeylerden
birisi olduğunu söylüyoruz.
											Fakat yaptığımız şey, 
aslında cinselliği küçümsemek.
											Onu, gerçekte olduğu şeyden,
üzgün bir gölgeye indirgiyoruz.
											Cinsellik, bir eylemden fazlasıdır.
									","
											Certains ont l'impression que
tout ceci n'est qu'une question triviale.
											Pendant que j'écrivais mon livre,
à un dîner, quelqu'un m'a dit :
											« La sexualité n'est-elle pas
un problème du monde développé ?
											Les femmes n'ont-elles pas des problèmes
plus graves à travers le monde ? »
											Bien sûr que si.
											Mais je pense que le réflexe
de trivialisation du sexe
											fait partie de notre problème.
											Nous vivons dans une culture
qui semble obsédée par le sexe.
											Nous y avons recours pour vendre de tout.
											Pour les femmes, avoir l'air sexy
											est présenté comme l'une des choses
les plus importantes à faire.
											Mais nous dénigrons le sexe.
											Nous le réduisons à une triste ombre
de ce qu'il est vraiment.
											Le sexe est plus qu'un acte.
									","
											Algunos lo consideran un tema trivial.
											Cuando estaba escribiendo
mi libro, fui a una cena
											y alguien dijo: ""¿La sexualidad no es
un problema del primer mundo?
											¿No lidian las mujeres con problemas
más importantes en el mundo?"".
											Claro que sí.
											Pero creo que el impulso de
trivializar el sexo es parte del problema.
											Vivimos en una cultura
que parece obsesionada con el sexo.
											Lo usamos para vender de todo.
											Decimos a las mujeres que ser sexis
											es una de las cosas más 
importantes que pueden hacer.
											Pero lo que realmente hacemos
es menospreciar el sexo.
											Lo reducimos a una triste sombra
de lo que es en realidad.
											El sexo es más que un acto.
									","
											Manche empfinden all das als belanglos.
											Als ich an meinem Buch schrieb, 
sagte jemand bei einer Dinnerparty:
											""Ist Sexualität nicht
ein Erste-Welt-Problem?
											Haben Frauen weltweit
nicht größere Probleme?""
											Natürlich.
											Aber ich denke, Sex zu banalisieren, 
ist Teil unseres Problems.
											Wir leben in einer Kultur, 
die von Sex besessen scheint.
											Wir benutzen ihn,
um alles Mögliche zu verkaufen.
											Wir erzählen Frauen, wie unglaublich
wichtig es ist, sexy auszusehen.
											Aber wir degradieren Sex eigentlich nur.
											Wir reduzieren ihn auf einen
traurigen Schatten seiner selbst.
											Sex ist mehr als nur ein Akt.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											I spoke with Dr. Lori Brotto,
											a psychologist who treats
sexual issues in women,
											including survivors of trauma.
											She says the hundreds of women she sees
all tend to repeat the same thing.
											They say, ""I don't feel whole.""
											They feel they've lost a connection
with their partners and themselves.
									","
											Dr. Lori Brotto ile konuştum,
											travma hastaları dâhil,
kadınlardaki cinsellik sorunlarını
											tedavi eden bir psikolog.
											Gördüğü yüzlerce kadının, hepsinin
aynı şeyi tekrar ettiğini söylüyor.
											""Bütün hissetmiyorum"" diyorlar.
											Partnerleri ve kendileriyle bir
bağ kopukluğu yaşamış gibi hissediyorlar.
									","
											J'ai parlé avec le Dr Lori Brotto,
											une psychologue qui traite
les troubles sexuels chez les femmes,
											y compris les survivantes
d'un traumatisme.
											Elle dit que les centaines
de femmes qu'elle voit
											ont toutes tendance
à répéter la même chose.
											Elles disent :
« Je ne me sens pas entière. »
											Elles ont l'impression
d'avoir perdu une connexion
											avec leur partenaire et elles-mêmes.
									","
											Hablé con la Dra. Lori Brotto,
											una psicóloga que trata
problemas sexuales en las mujeres,
											incluidas las supervivientes de un trauma.
											Dice que cientos de sus pacientes
tienden a repetir lo mismo.
											Dicen: ""No me siento completa"".
											Sienten que han perdido la conexión
con sus parejas y con ellas mismas.
									","
											Ich sprach mit der Psychologin
Dr. Lori Brotto.
											Sie behandelt sexuelle Probleme 
bei Frauen, auch Traumaüberlebenden.
											Ihre vielen hundert Patientinnen
sagen ihr alle das Gleiche:
											""Ich fühle mich nicht als Ganzes.""
											Sie fühlen den Verlust der Bindung 
zu ihrem Partner und zu sich selbst.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											So what is sex?
											We've traditionally defined the act of sex
											as a linear, goal-oriented process.
											It's something that starts with lust,
											continues to heavy petting
											and finishes with a happy ending.
											Except many women
don't experience it this way.
											It's less linear for them
and more circular.
											This is a new model
of women's arousal and desire
											developed by Dr. Rosemary Basson.
											It says many things,
											including that women can begin
an encounter for many different reasons
											that aren't desire,
											like curiosity.
											They can finish with a climax
or multiple climaxes,
											or satisfaction without a climax at all.
											All options are normal.
									","
											Peki cinsellik nedir?
											Geleneksel olarak cinsellik eylemini
											doğrusal, amaca yönelik
bir süreç olarak tanımladık.
											Şehvetle başlayan,
											ön sevişmeyle devam eden
											ve mutlu sonla biten bir şey.
											Tabii çoğu kadının bu şekilde
tecrübe etmemesi hariç.
											Onlar için daha az doğrusal
ve daha dairesel.
											Bu, Dr. Rosemary Basson tarafından
geliştirilen, kadınların uyarılması
											ve arzusunun yeni bir modeli.
											Bu çok şey söylüyor,
											kadınların arzu haricinde
birçok farklı nedenle bir ilişkiye
											başlayabilecekleri gibi,
											örneğin merakla.
											Bir orgazmla sonlanabilir
ya da birkaç orgazmla sonlanabilir
											veya orgazm olmadan tatmin olarak da.
											Tüm seçenekler normal.
									","
											Qu'est-ce que le sexe ?
											Nous avons traditionnellement
défini l'acte sexuel
											comme un processus linéaire,
tendant vers un but.
											C'est quelque chose
qui commence par du désir,
											continue avec d'abondantes caresses
											et finit par un dénouement heureux.
											Sauf que beaucoup de femmes
ne le vivent pas ainsi.
											Pour elles, c'est moins linéaire
et plus circulaire.
											Voici un nouveau modèle
de l'excitation et du désir féminins
											établi par le Dr Rosemary Basson.
											Il dit de nombreuses choses,
											y compris que les femmes peuvent
démarrer une relation
											pour de nombreuses raisons
											qui ne sont pas du désir,
											telle que de la curiosité.
											Elles peuvent terminer
un orgasme ou de multiples orgasmes,
											ou de la satisfaction sans aucun orgasme.
											Toutes les options sont normales.
									","
											¿Qué es el sexo, entonces?
											Tradicionalmente,
hemos definido el acto sexual
											como un proceso lineal
orientado a un objetivo.
											Es algo que empieza con el deseo,
											sigue con las caricias eróticas
											y termina con un final feliz.
											Excepto que muchas mujeres
no lo experimentan así.
											Para ellas es menos lineal y más circular.
											Este es un modelo nuevo
de la excitación y el deseo femenino
											desarrollado por la Dra. Rosemary Basson.
											Dice muchas cosas,
											incluso que las mujeres pueden empezar
un encuentro por muchas razones distintas
											que no son el deseo,
											como la curiosidad.
											Pueden acabar con un clímax o con varios,
											o con satisfacción
sin ningún tipo de clímax.
											Todas las opciones son normales.
									","
											Was ist also Sex?
											Traditionell definieren wir den Sexualakt
											als linearen, zielorientierten Prozess.
											Er beginnt mit Lust,
											führt zu einem intensiven Vorspiel
											und hat schließlich ein Happy End.
											Nur erleben das viele Frauen nicht so.
											Der Akt ist für sie weniger linear 
und eher kreisförmig.
											Dies ist ein neues Modell 
der weiblichen Erregung und Lust,
											entwickelt von Dr. Rosemary Basson.
											Es sagt viele Dinge aus,
											etwa, dass Frauen eine Begegnung 
aus vielerlei Gründen initiieren können,
											nicht nur aus Verlangen,
auch beispielsweise aus Neugier.
											Sie können einen 
oder mehrere Höhepunkte haben
											oder auch Befriedigung 
ganz ohne Höhepunkt empfinden.
											Alle Optionen sind normal.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											Some people are starting to champion
a richer definition of sexuality.
											Whether you identify as male,
female or neither gender,
											sex is about our relationship
to the senses.
											It's about slowing down,
											listening to the body,
											coming into the present moment.
											It's about our whole health
and well-being.
											In other words,
											sex at its true breadth isn't profane,
											it's sacred.
									","
											Bazı insanlar daha zengin bir
cinsellik tanımını destekliyorlar.
											İster erkek, ister kadın ya da
cinsiyetsiz olarak tanımlanın,
											cinsellik, hislerimizle olan
ilişkimizle alakalıdır.
											Yavaşlamak, vücudu dinlemek,
											içerisinde bulunduğumuz
											ana gelmekle alakalıdır.
											Bütün sağlığımız
ve iyiliğimizle alakalıdır.
											Diğer bir deyişle,
											cinsellik, gerçek kapsamda,
dünyevi değildir,
											o kutsaldır.
									","
											Certains commencent à défendre
une définition plus riche de la sexualité.
											Que vous vous identifiez comme homme,
femme ou d'aucun des genres,
											avec le sexe, il est question
de notre relation aux sens.
											Il s'agit de ralentir,
											d'écouter le corps,
											d'être dans l'instant présent.
											Il s'agit de notre santé
et de notre bien-être tout entiers.
											Autrement dit,
											la vraie ampleur du sexe
n'est pas profane,
											elle est sacrée.
									","
											Algunos están empezando a defender
una definición más rica de la sexualidad.
											Tanto si se identifican como hombre,
mujer o ningún género,
											el sexo gira en torno a
nuestra relación con los sentidos.
											Se trata de ir más despacio,
											escuchar al cuerpo,
											estar en el momento presente.
											Se trata de nuestra salud 
y bienestar en un sentido holístico.
											En otras palabras,
											el sexo, en su verdadera
dimensión, no es profano.
											Es sagrado.
									","
											Einige Menschen verfechten inzwischen
eine komplexere Definition von Sexualität.
											Egal ob man sich als männlich, weiblich 
oder keins von beiden bezeichnet,
											beim Sex geht es
um die Beziehung zu den Sinnen.
											Es geht darum, innezuhalten,
											auf den Körper zu hören,
											den Augenblick zu erleben.
											Es geht um Gesundheit und Wohlbefinden.
											Anders gesagt:
											Sex in seinem ganzen Spektrum
ist nicht profan, sondern heilig.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											That's one reason why women
are redefining their sexuality today.
											They're asking: What is sex for me?
											So they're experimenting with practices
that are less about the happy ending —
											more about feeling whole.
											So they're trying out
spiritual sex classes,
											masturbation workshops —
											even shooting their own porn
											that celebrates the diversity
of real bodies.
									","
											Günümüzde bazı kadınların, cinselliklerini
yeniden tanımlamalarının nedeni bu.
											Soruyorlar: Cinsellik benim için nedir?
											Mutlu sonla daha az ilgisi olan
eylemlerle deneyler yapıyorlar —
											daha çok bütün hissetmekle alakalı.
											Ruhsal cinsellik sınıflarına,
mastürbasyon atölyelerine
											gitmeyi deniyorlar —
											hatta gerçek vücut
çeşitliliğini destekleyen,
											kendi porno filmlerini çekiyorlar.
									","
											C'est une des raisons pour lesquelles
les femmes redéfinissent leur sexualité.
											Elles demandent :
« Qu'est-ce que le sexe pour moi ? »
											Elles expérimentent des pratiques où il
est moins question d'un heureux dénouement
											et plus de se sentir entière.
											Elles essayent des cours
de sexe spirituel,
											des ateliers de masturbation —
											même tourner leur propre porno
											qui célèbre la diversité de vrais corps.
									","
											Por eso, las mujeres están
redefiniendo su sexualidad.
											Se preguntan: ¿qué es para mí el sexo?
											Están experimentando con prácticas
menos orientadas hacia un final feliz,
											y más al sentirse completas.
											Así que están probando 
con clases de sexo espiritual,
											talleres de masturbación...
											incluso filmando su propia porno
											que celebra la diversidad
de los cuerpos reales.
									","
											Deshalb definieren Frauen
heute ihre Sexualität neu.
											Sie fragen: Was bedeutet Sex für mich?
											Sie experimentieren mit Methoden,
die weniger auf das Happy End abzielen,
											sondern mehr auf ein Ganzheitsgefühl.
											Sie probieren spirituelle Sex-Kurse aus,
Masturbation-Workshops,
											sogar das Filmen eigener Pornos,
											die die Diversität echter Körper feiern.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											For anyone who still feels
this is a trivial issue, consider this:
											understanding your body
is crucial to the huge issue
											of sex education and consent.
											By deeply, intimately knowing
what kind of touch feels right,
											what pressure, what speed, what context,
											you can better know
what kind of touch feels wrong
											and have the confidence to say so.
									","
											Bunun hala sıradan bir mesele
olduğunu düşünenler, şunu dikkate alın:
											vücudunuzu anlamak, 
cinsellik eğitimi ve rıza gösterme
											meseleleri için önemlidir.
											Ne tür bir dokunuşun, hangi baskıyla,
hangi hızla, hangi bağlamda
											iyi hissettirdiğini
derinden, içtenlikle bilerek
											ne tür bir dokunuşun kötü
hissettirdiğini daha iyi bilebilirsiniz
											ve bunu söyleme cesaretiniz olur.
									","
											Pour quiconque ayant encore l'impression
que c'est un sujet trivial,
											considérez ceci :
											comprendre votre corps
est crucial à la large question
											que sont l'éducation sexuelle
et le consentement.
											En sachant profondément, intimement
quel genre de toucher fait du bien,
											quelle pression,
quelle vitesse, quel contexte,
											vous pouvez mieux savoir
quel genre de toucher est inapproprié
											et avoir la confiance en vous
pour l'exprimer.
									","
											Para quien aún piense que es 
un asunto trivial, considere esto:
											entender el propio cuerpo es 
crucial para el importante tema
											de la educación sexual
y el consentimiento.
											Saber de manera íntima y profunda
qué clase de caricia nos agrada,
											qué presión, qué velocidad, qué contexto,
											hace que se sepamos mejor 
qué tipo de caricia no nos gusta
											y tengamos la confianza para decirlo.
									","
											Wer das immer noch für ein
belangloses Problem hält, sollte bedenken:
											Den eigenen Körper zu verstehen,
											ist unerlässlich für das große Thema
sexueller Aufklärung und Einwilligung.
											Durch genaue, intime Kenntnis, 
welche Berührung sich richtig anfühlt,
											welcher Druck, welcher Kontext,
welche Geschwindigkeit,
											wissen wir besser, welche
Berührung sich falsch anfühlt,
											und das gibt uns Selbstvertrauen,
das auszusprechen
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											This isn't ultimately about women
having more or better sex.
											It's not about making sure
women have as many orgasms as men.
											It's about accepting yourself
and your own unique experience.
											It's about you being
the expert on your body.
											It's about defining pleasure
and satisfaction on your terms.
											And if that means you're happiest
having no sex at all,
											that's perfect, too.
									","
											Bu sadece kadınların daha çok, daha iyi
cinsellik yaşamasıyla alakalı değil.
											Bu, kadınların da erkekler kadar orgazm
olduğundan emin olmakla alakalı değil.
											Kendinizi ve kendi, benzersiz
tecrübenizi kabul etmekle alakalı.
											Kendi vücudunuzun uzmanı olmakla alakalı.
											Kendi ifadelerinizle haz
ve tatmini tanımlamakla ilgili.
											Bu, cinsellik yaşamadan çok
mutlu olduğunuz anlamına geliyorsa
											bu da mükemmeldir.
									","
											Il ne s'agit pas que les femmes aient
plus ou de meilleures relations sexuelles.
											Il s'agit de s'assurer que les femmes
aient autant d'orgasmes que les hommes.
											Il s'agit de vous accepter, vous
et votre expérience unique.
											Il s'agit d'avoir une expertise
au sujet de votre corps.
											Il s'agit de définir vous-même
le plaisir et la satisfaction.
											Et si vous êtes plus heureux
en n'ayant pas de relations sexuelles,
											c'est également parfait.
									","
											En el fondo, no se trata de que
las mujeres practiquen más sexo o mejor,
											ni de que las mujeres tengan
tantos orgasmos como los hombres.
											Se trata de aceptarse a sí mismas
y a su propia experiencia única,
											de ser expertas del propio cuerpo.
											Es definir el placer y la satisfacción
bajo sus propios términos.
											Y si eso significa que son 
felices sin practicar sexo,
											también es perfecto.
									","
											Es geht letztlich nicht darum, 
dass Frauen mehr oder besseren Sex haben.
											Es geht nicht darum, dass Frauen
so viele Orgasmen haben wie Männer.
											Es geht darum, sich selbst und seine 
einzigartigen Erfahrungen zu akzeptieren.
											Es geht darum, Experte 
des eigenen Körpers zu sein.
											Es geht darum, Lust und Befriedigung 
nach eigenen Bedingungen zu definieren.
											Und wenn das heißt, dass man 
ganz ohne Sex am glücklichsten ist,
											dann ist das auch in Ordnung.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											If we define sex as part
of our whole health and well-being,
											then empowering women
and girls to fully own it
											is a crucial next step toward equality.
											And I think it would be
a better world not just for women
											but for everyone.
									","
											Eğer cinselliği bütün sağlığımız ve
iyiliğimizin bir parçası diye tanımlarsak
											kadınların ve kızların, onu tamamen
sahiplenmesini sağlamak da
											eşitliğe giden yoldaki
bir sonraki önemli adımdır.
											Bana kalırsa o zaman dünya
yalnızca kadınlar için değil,
											herkes için daha iyi bir dünya olur.
									","
											Si nous définissions le sexe comme
une partie de notre santé et bien-être,
											alors autonomiser les femmes
et les filles à le conquérir
											est une étape cruciale vers l'égalité.
											Et je pense que ce serait un monde
meilleur non seulement pour les femmes,
											mais pour tout le monde.
									","
											Definir el sexo como parte
de nuestra salud y bienestar
											y empoderar a las mujeres
para adueñarse de él
											es el siguiente paso 
crucial hacia la igualdad.
											Y creo que sería un mundo mejor
no solo para las mujeres,
											sino para todos.
									","
											Wenn wir Sex als Teil der Gesundheit 
und des Wohlbefindens definieren,
											dann ist die Ermunterung von Frauen 
und Mädchen, ihn für sich zu erobern,
											ein wichtiger nächster Schritt 
zur Gleichberechtigung.
											Ich denke, dann wäre die Welt 
nicht nur für Frauen besser,
											sondern für uns alle.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											Thank you.
									","
											Teşekkürler.
									","
											Merci.
									","
											Gracias.
									","
											Danke.
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
"
","
","
","
","
",The uncomplicated truth about women's sexuality,Sarah Barmak,11:20,"TEDx,sex,science,culture,human body,society,women,relationships"
