en,es,de,tr,title,speaker,duration,tags
"
											When my doctor diagnosed me
with conversion disorder,
											he was invoking a lineage
of ideas about women's bodies
											that are over 2,500 years old.
											The Roman physician Galen thought
											that hysteria was caused
by sexual deprivation
											in particularly passionate women.
											The Greeks thought the uterus
would literally dry up
											and wander around the body
in search of moisture,
											pressing on internal organs —
											yes —
											causing symptoms from extreme emotions
											to dizziness and paralysis.
											The cure was marriage and motherhood.
									","
											Cuando mi médico me diagnosticó 
con desorden de conversión,
											estaba evocando una línea de ideas 
sobre los cuerpos de las mujeres
											de hace más de 2500 años.
											El fisiólogo romano Galeno 
pensaba que la histeria
											era causada por carencias sexuales
											en mujeres particularmente pasionales.
											Los griegos pensaban que el útero 
se secaba literalmente
											y recorría el cuerpo sin rumbo 
buscando humedad,
											presionando órganos internos
											— sí —
											causando síntomas de emociones extremas
											hasta el mareo y la parálisis.
											La cura era el matrimonio y la maternidad.
									","
											Als mein Arzt eine 
Konversionsstörung diagnostizierte,
											folgte er einer traditionellen Vorstellung
vom weiblichen Körper,
											die über 2 500 Jahre alt ist.
											Der römische Arzt Galen dachte,
											dass Hysterie durch einen
Mangel an Sex verursacht würde
											und besonders leidenschaftliche 
Frauen beträfe.
											Die alten Griechen glaubten,
der Uterus würde vertrocknen,
											im Körper auf der Suche 
nach Feuchtigkeit umherwandern,
											dabei auf Organe drücken —
											ja —
											und dadurch Symptome verursachen,
											die von extremen Emotionen
bis zu Schwindel und Lähmung reichten.
											Die Heilmittel waren Heirat 
und Mutterschaft.
									","
											Doktorum bana konversiyon
bozukluğu tanısı koyduğunda,
											kadınların vücutlarıyla
alakalı 2500 yılı aşan
											düşüncelere başvurmuştu.
											Romalı hekim Galen,
											histerinin özellikle tutkulu kadınlarda
cinsel mahrumiyetten
											kaynaklandığını düşünüyordu.
											Yunanlar rahimin kelimenin
tam anlamıyla kuruduğunu
											ve nem arayışında vücutta
amaçsızca dolaştığını,
											iç organlara baskı yaptığını
											- evet -
											aşırı duygulardan baş
dönmesi ve felce kadar giden
											semptomlara neden olduğunu düşünüyordu.
											Çare evlilik ve anne olmaktı.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											These ideas went largely unchanged
for several millennia until the 1880s,
											when neurologists tried to modernize
the theory of hysteria.
											Sigmund Freud developed a theory
											that the unconscious mind
could produce physical symptoms
											when dealing with memories or emotions
											too painful for the conscious
mind to handle.
											It converted these emotions
into physical symptoms.
											This meant that men
could now get hysteria,
											but of course women were still
the most susceptible.
									","
											Estas ideas continuaron sin cambios
durante milenios, hasta la década de 1880,
											cuando los neurólogos trataron de 
modernizar la teoría de la histeria.
											Sigmund Freud desarrolló una teoría
											en la que la mente inconsciente
podía producir síntomas físicos
											cuando tenía que tratar 
con emociones o recuerdos
											demasiado dolorosos para ser manejados 
por la mente consciente.
											Convertía estas emociones 
en síntomas físicos.
											Lo que significaba que los hombres 
podían desarrollar histeria
											pero, por supuesto, las mujeres 
eran más susceptibles.
									","
											Diese Vorstellungen hielten sich fast
unverändert bis in die 1880er Jahre,
											als Neurologen versuchten, die 
Theorie der Hysterie zu modernisieren.
											Sigmund Freud dachte,
											dass das Unbewusste körperliche
Symptome hervorrufen könne,
											wenn bestimmte Erinnerungen oder Gefühle
											für das Bewusstsein zu schmerzhaft seien.
											Das Unbewusste verwandle
											diese Gefühle in körperliche Symptome.
											Demnach konnten nun
auch Männer Hysterie bekommen,
											aber natürlich galten Frauen 
weiterhin als anfälliger.
									","
											Bu düşünceler birkaç bin yıl büyük
ölçüde değişmeden devam etti,
											ta ki nörologların histeri teorisini çağa
uydurmaya çalıştıkları 1880'lere kadar.
											Sigmund Freud, bilinçaltının
											bilincin üstesinden gelmesi
çok zor olan
											anılar ve duygularla uğraştığında
											fiziksel semptomlar üretebileceği
teorisini geliştirdi.
											Bilinçaltı bu duyguları fiziksel
semptomlara dönüştürdü.
											Bu, erkekler de histeri
hastası olabilir demekti
											ancak kadınlar hala
buna en duyarlı olanlardı.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											When I began investigating
the history of my own disease,
											I was amazed to find how deep
these ideas still run.
											In 1934,
											198 doctors, nurses and staff
at the Los Angeles County General Hospital
											became seriously ill.
											They had muscle weakness, stiffness
in the neck and back, fevers —
											all of the same symptoms
I had when I first got diagnosed.
											Doctors thought
it was a new form of polio.
											Since then, there have been more
than 70 outbreaks documented
											around the world,
											of a strikingly similar
post-infectious disease.
											All of these outbreaks have tended
to disproportionately affect women,
											and in time, when doctors failed to find
the one cause of the disease,
											they thought that these outbreaks
were mass hysteria.
									","
											Cuando empecé a investigar
sobre mi enfermedad,
											me asombré al descubrir lo 
vigentes que siguen estas ideas.
											En 1934,
											198 médicos, enfermeras y personal 
del Hospital del condado de Los Ángeles
											enfermaron gravemente.
											Padecían de debilidad muscular, rigidez 
en cuello y la espalda, fiebre;
											todos esos síntomas que padecía
en mi primer diagnóstico.
											Los médicos pensaron que
era una nueva forma de polio.
											Desde entonces, ha habido 
más de 70 brotes documentados
											alrededor del mundo,
											de una sorprendentemente similar 
enfermedad post-infecciosa.
											Estos brotes tendían a afectar 
desproporcionalmente a las mujeres
											y, luego, si los médicos no hallaban 
la causa real de la enfermedad
											pensaban que estos brotes eran 
casos de histeria colectiva.
									","
											Als ich begann, die Geschichte meiner 
eigenen Krankheit zu recherchieren,
											war ich überrascht, wie tief verankert 
diese Ideen noch immer sind.
											Im Jahr 1934 erkrankten
198 Ärzte, Krankenschwestern
											und Angestellte des Los Angeles
County General Hospital schwer.
											Sie litten unter Muskelschwäche, 
Steifheit im Nacken und Rücken, Fieber —
											die gleichen Symptome, die ich
bei meiner ersten Diagnose hatte.
											Ärzte hielten es für
eine neue Form von Polio.
											Seitdem wurden weltweit über 70 Ausbrüche
											einer auffallend ähnlichen
postinfektiösen Krankheit dokumentiert.
											Diese Ausbrüche betrafen
hauptsächlich Frauen.
											Nachdem Ärzte die Ursache
der Krankheit nicht finden konnten,
											wurden die Ausbrüche
als Massenhysterie bezeichnet.
									","
											Hastalığımın tarihini
araştırmaya başladığımda
											bu düşüncelerin hâlâ ne kadar
geçerli olduğunu görünce şaşırdım.
											1934 yılında,
											Los Angeles County General Hastanesi'ndeki
198 doktor, hemşire ve personel
											ciddi şekilde hastalandı.
											Kas güçsüzlüğü, boyunda ve sırtta
sertlik, ateşleri vardı.
											İlk tanı koyulduğunda bende olan
semptomların aynısı.
											Doktorlar bunu çocuk felcinin
yeni bir çeşiti sandılar.
											O zamandan beri, tüm dünyada
şaşırtıcı şekilde benzerlik taşıyan
											bir post-infeksiyöz hastalığının
											70'in üstünde salgını oldu.
											Tüm bu salgınlar orantısız bir şekilde
kadınları etkileme eğilimindeydi
											ve doktorlar hastalığın asıl nedenini
bulmakta başarısız olduğunda
											bu salgınların kitlesel
histeri olduğunu düşünmüştü.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											Why has this idea had such staying power?
											I do think it has to do with sexism,
											but I also think that fundamentally,
doctors want to help.
											They want to know the answer,
											and this category allows doctors to treat
what would otherwise be untreatable,
											to explain illnesses
that have no explanation.
											The problem is that this
can cause real harm.
											In the 1950s, a psychiatrist
named Eliot Slater
											studied a cohort of 85 patients
who had been diagnosed with hysteria.
											Nine years later, 12 of them were dead
and 30 had become disabled.
											Many had undiagnosed conditions
like multiple sclerosis,
											epilepsy, brain tumors.
											In 1980, hysteria was officially
renamed ""conversion disorder.""
											When my neurologist gave me
that diagnosis in 2012,
											he was echoing Freud's words verbatim,
											and even today,
											women are 2 to 10 times more likely
to receive that diagnosis.
									","
											¿Por qué esta idea ha prevalecido tanto?
											Creo que tiene que ver con el sexismo,
											pero creo también que, fundamentalmente, 
los médicos quieren ayudar.
											Quieren conocer la respuesta,
											y esta categoría les permite tratar 
lo que de otra manera sería intratable,
											explicar una enfermedad 
que no tiene explicación.
											El problema es que esto 
puede causar daños reales.
											En la década de 1950, 
el psiquiatra Eliot Slater
											estudió un grupo base de 85 pacientes
diagnosticados con histeria.
											Nueve años después, 12 habían muerto 
y 30 se habían quedado minusválidos.
											Muchos padecían enfermedades 
no diagnosticadas como epilepsia
											esclerosis múltiple, tumores cerebrales.
											En 1980 la histeria se rebautizó 
como ""desorden de conversión"".
											Cuando mi neurólogo me dio 
ese diagnóstico en 2012
											estaba repitiendo las palabras de Freud
											e incluso hoy, las mujeres tienen
											de 2 a 10 veces más probabilidades 
de recibir ese diagnóstico.
									","
											Warum hat sich diese Vorstellung
bis heute gehalten?
											Es hat sicher auch mit Sexismus zu tun,
											aber ich denke auch,
dass Ärzte im Grunde helfen wollen.
											Sie wollen die Antwort wissen
											und diese Kategorie ermöglicht es Ärzten,
											etwas Unbehandelbares zu behandeln,
											Krankheiten zu erklären,
für die es keine Erklärung gibt.
											Das Problem ist, dass dies
großen Schaden anrichten kann.
											In den 1950er Jahren
											untersuchte ein Psychiater
namens Eliot Slater
											eine Gruppe von 85 Patienten,
											bei denen Hysterie
diagnostiziert worden war.
											9 Jahre später waren 12 von 
ihnen tot und 30 Invaliden.
											Viele darunter hatten
undiagnostizierte Krankheiten
											wie Multiple Sklerose,
Epilepsie und Hirntumore.
											Im Jahr 1980 wurde Hysterie
											offiziell in ""Konversionsstörung""
umbenannt.
											Als mein Neurologe mir 2012
diese Diagnose gab,
											wiederholte er wortgetreu Freuds Theorie.
											Auch heute noch erhalten Frauen
											zwei- bis zehnmal öfter diese Diagnose.
									","
											Neden bu düşüncenin
böylesine kalıcı bir gücü vardı?
											Bunun cinsiyetçilikle ilgili
olduğunu düşünüyorum
											ama doktorların yardım etmek
istediğini de düşünüyorum.
											Cevabı bilmek istiyorlar
											ve bu kategori doktorlara başka türlü
tedavi edilmeyecek şeyi tedavi etme,
											açıklaması olmayan hastalıkları
açıklama olanağı sağlıyor.
											Sorun şu ki bu ciddi
zarara neden olabiliyor.
											Eliot Slater isimli bir psikiyatr, 1950'de
											histeri tanısı koyulmuş 85
hastalık bir grubu inceledi.
											Dokuz yıl sonra 12'si öldü
ve 30'u engelli oldu.
											Birçoğunda MS, epilepsi, beyin tümörü gibi
											tanı koyulmamış durumlar vardı.
											Histeri 1980'de ""konversiyon bozukluğu""
olarak yeniden adlandırıldı.
											Nöroloğum 2012'de bana
bu tanıyı koyduğunda
											Freud'un sözlerini kelimesi
kelimesine tekrarlamıştı
											ve bugün bile,
											kadınlara bu tanının koyulması
2-10 kat daha muhtemel.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											The problem with the theory of hysteria
or psychogenic illness
											is that it can never be proven.
											It is by definition
the absence of evidence,
											and in the case of ME,
											psychological explanations
have held back biological research.
											All around the world, ME is one
of the least funded diseases.
											In the US, we spend each year
roughly 2,500 dollars per AIDS patient,
											250 dollars per MS patient
											and just 5 dollars per year
per ME patient.
											This was not just lightning.
											I was not just unlucky.
											The ignorance surrounding my disease
has been a choice,
											a choice made by the institutions
that were supposed to protect us.
									","
											El problema de la teoría de la histeria
o la enfermedad psicogénica
											es que nunca puede demostrarse.
											Es por definición 
la ausencia de evidencia.
											En la encefalomielitis miálgica,
											las explicaciones psicológicas 
han frenado la investigación biológica.
											En todo el mundo, es una de las 
enfermedades menos financiadas.
											En EE.UU., gastamos anualmente
unos USD 2500 por paciente de SIDA,
											USD 250 por paciente 
de esclerosis múltiple
											y solo USD 5 por paciente de 
encefalomielitis miálgica al año.
											Esto no fue casualidad.
											No es que yo tuviera solo mala suerte.
											La ignorancia que envuelve mi enfermedad 
había sido una elección,
											una elección de las instituciones 
que se suponía que debían protegernos.
									","
											Das Problem mit Hysterie
oder Psychogener Krankheit ist,
											dass sie nie bewiesen werden kann.
											Sie ist definitionsgemäß die 
Abwesenheit von Beweisen.
											Und im Fall von ME
											haben psychologische Erklärungen
											die biomedizinische Forschung behindert.
											ME gehört weltweit zu den Krankheiten
											mit den geringsten finanziellen Mitteln.
											In den USA werden jährlich
											ca. 2.500 Dollar pro AIDS-Patient,
											250 Dollar pro MS-Patient,
											aber nur 5 Dollar
pro ME-Patient ausgegeben.
											Das war kein Blitzeinschlag.
											Ich hatte nicht einfach nur Pech.
											Das Unwissen, das meine Krankheit umgibt,
											war eine bewusste Entscheidung,
											getroffen von den Institutionen,
											die uns schützen sollten.
									","
											Histeri teorisi ya da
psikojenik hastalığın sorunu
											asla kanıtlanamıyor olması.
											Doğası gereği kanıt yoksunluğu mevcut
											ve KYS durumunda
											psikolojik açıklamalar biyolojik
araştırmayı engelliyor.
											KYS, dünyada en az finanse
edilen hastalıklardan biri.
											ABD'de AIDS hastası başına her yıl
aşağı yukarı 2500 dolar,
											MS hastası başına 250 dolar
											ve KYS hastası başına yılda
sadece 5 dolar harcıyoruz.
											Bu yalnızca şans eseri değildi.
											Yalnızca şanssız değildim.
											Hastalığım konusundaki
bilgisizlik bir seçimdi.
											Bizi korumuş olması gereken kuruluşlar
tarafından yapılmış bir seçim.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											We don't know why ME
sometimes runs in families,
											why you can get it
after almost any infection,
											from enteroviruses
to Epstein-Barr virus to Q fever,
											or why it affects women
at two to three times the rate of men.
											This issue is much bigger
than just my disease.
											When I first got sick,
											old friends were reaching out to me.
											I soon found myself a part
of a cohort of women in their late 20s
											whose bodies were falling apart.
											What was striking was just how
much trouble we were having
											being taken seriously.
									","
											No sabemos por qué la encefalomielitis 
miálgica a veces aparece en familias,
											por qué puedes desarrollarla 
tras casi cualquier infección,
											desde enterovirus a virus Epstein-Barr
o a una fiebre Q
											o por qué afecta a mujeres dos o tres 
veces más que a los hombres.
											El problema es mucho más grande 
que solamente mi enfermedad.
											Cuando enfermé, al principio,
											viejos amigos me tendieron la mano.
											Pronto fui parte de un grupo 
de mujeres con no más de 30 años
											cuyos cuerpos se estaban derrumbando.
											Lo impactante era cuántos 
problemas teníamos
											para que nos tomen en serio.
									","
											Wir wissen nicht,
											warum ME manchmal
in Familien gehäuft auftritt,
											man es nach fast jeder 
Infektion bekommen kann,
											von Enteroviren über den
Epstein-Barr-Virus zu Q-Fieber,
											oder warum es Frauen zwei- bis
dreimal so oft trifft wie Männer.
											Dieses Problem ist viel größer
als nur meine Krankheit.
											Als ich krank wurde,
											meldeten sich alte Freunde bei mir.
											Bald fand ich mich in
einer Gruppe von Frauen
											in ihren späten 20ern,
											deren Körper zerfielen.
											Wir hatten auffallend viel Mühe damit,
											ernst genommen zu werden.
									","
											KYS'nin neden bazen ailelerden geçtiğini,
											neden enterovirüslerden Epstein-Barr
virüsüne ve Q ateşine kadar
											neredeyse her enfeksiyondan
sonra kapabileceğinizi
											ya da neden kadınları erkeklerin oranının
iki-üç katı kadar etkilediğini bilmiyoruz.
											Mesele sadece benim hastalığım
olmaktan daha büyük.
											İlk hasta olduğumda
											eski arkadaşlarım bana ulaştı.
											Kendimi yirmilerinin sonlarında
vücutları darmadağın olan
											kadınlar grubunun bir
parçası olarak buldum.
											Çarpıcı olan ise sahip olduğumuz
sorunların ne kadar
											ciddiye alındığıydı.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											I learned of one woman with scleroderma,
											an autoimmune connective tissue disease,
											who was told for years
that it was all in her head.
											Between the time of onset and diagnosis,
											her esophagus was so thoroughly damaged,
											she will never be able to eat again.
											Another woman with ovarian cancer,
											who for years was told
that it was just early menopause.
											A friend from college,
											whose brain tumor was misdiagnosed
for years as anxiety.
									","
											Supe de una mujer con escleroderma,
											una enfermedad autoinmune 
del tejido conectivo,
											a quien le dijeron durante años
que todo estaba en su cabeza.
											Desde el comienzo hasta el diagnóstico,
											su esófago estaba tan dañado
											que nunca más pudo volver a comer.
											A otra mujer con cáncer de ovarios
											simplemente le diagnosticaron 
menopausia precoz durante años.
											Una amiga de la universidad,
											con cáncer cerebral mal diagnosticado 
como ansiedad durante años.
									","
											Ich erfuhr von einer Frau
mit Sklerodermie,
											einer Autoimmunerkrankung
des Bindegewebes,
											der jahrelang gesagt wurde,
es sei nur die Psyche.
											Als sie schließlich die Diagnose erhielt,
											war ihre Speiseröhre so schwer beschädigt,
											dass sie nie wieder essen kann.
											Einer anderen Frau mit Eierstockkrebs
											wurde über Jahre gesagt,
											es wären nur frühe Wechseljahre.
											Bei einer Freundin aus dem College
											wurde ihr Hirntumor jahrelang
											als Angststörung fehldiagnostiziert.
									","
											Yıllardır her şeyin kafasında
olduğu söylenen,
											bir özbağışıklık bağ dokusu hastalığı olan
											skeloderma hastası bir kadın tanıdım.
											Hastalık başlangıcı ve
tanı arasındaki sürede
											yemek borusu tamamen zarar görmüş,
											bir daha asla yemek yiyemeyecek.
											Yıllardır erken menopoz olduğu söylenen
											yumurtalık kanseri olan
başka bir kadın tanıdım.
											Yıllardır beyin tümörüne
											anksiyete olarak yanlış tanı koyulmuş
üniversiteden bir arkadaşım var.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											Here's why this worries me:
											since the 1950s, rates of many
autoimmune diseases
											have doubled to tripled.
											Forty-five percent of patients
who are eventually diagnosed
											with a recognized autoimmune disease
											are initially told they're hypochondriacs.
											Like the hysteria of old,
this has everything to do with gender
											and with whose stories we believe.
											Seventy-five percent
of autoimmune disease patients are women,
											and in some diseases,
it's as high as 90 percent.
											Even though these diseases
disproportionately affect women,
											they are not women's diseases.
											ME affects children
and ME affects millions of men.
											And as one patient told me,
											we get it coming and going —
											if you're a woman, you're told
you're exaggerating your symptoms,
											but if you're a guy, you're told
to be strong, to buck up.
											And men may even have
a more difficult time getting diagnosed.
									","
											Esto es por lo que me preocupa:
											desde mediados de la década de 1950, 
la tasa de enfermedades autoinmunes
											se han duplicado y triplicado.
											El 45 % de los pacientes a los 
que finalmente se les diagnostica
											de una enfermedad autoinmune conocida,
											en un principio han sido diagnosticados 
como hipocondriacos.
											Como la vieja histeria, 
esto tiene que ver con el género
											y con las historias que creemos.
											El 75 % de los pacientes de 
enfermedades autoinmunes son mujeres
											y en algunas, el porcentaje sube al 90 %.
											Aunque estas enfermedades afectan 
desproporcionalmente a mujeres,
											no son enfermedades de la mujer.
											La encefalomielitis miálgica afecta 
a niños y a millones de hombres.
											Y, como un paciente me dijo,
											tiene sus más y sus menos,
											y si ven que eres una mujer te dicen 
que estás exagerando los síntomas,
											pero si eres hombre, te dicen que tienes 
que ser fuerte, que tienes que aguantarlo.
											Y puede que sea incluso más difícil 
para un hombre ser diagnosticado.
									","
											Darum macht mir das Sorgen:
											Seit den 1950er Jahren hat sich
											die Anzahl der Patienten
mit Autoimmunerkrankungen
											verdoppelt bis verdreifacht.
											45 % der Patienten, die
schließlich eine Diagnose
											für eine anerkannte 
Autoimmunkrankheit erhalten,
											wird zunächst gesagt,
sie seien Hypochonder.
											Wie bei der Hysterie damals
											geht es hier um das Geschlecht,
											und darum, wessen Geschichten wir glauben.
											75 % der Autoimmunerkrankten sind Frauen,
											und bei manchen Krankheiten 
sind es sogar 90 %.
											Obwohl diese Krankheiten Frauen
viel häufiger betreffen,
											sind es keine Frauenkrankheiten.
											ME betrifft Kinder und
Millionen von Männern.
											Ein Patient sagte mal zu mir,
											es gäbe auch eine Kehrseite davon.
											Einer Frau wird gesagt,
											sie übertreibe ihre Symptome,
											und einem Mann,
											er müsse stark sein
und sich zusammennehmen.
											Und Männer haben es
manchmal noch schwerer,
											mit ME diagnostiziert zu werden.
									","
											Bunun beni niye
endişelendirdiğinin nedeni şu:
											1950'lerden beri, birçok
özbağışıklık hastalığının oranı
											ikiye üçe katlandı.
											Bilinen bir özbağışıklık hastalığı
tanısı koyulan hastaların
											yüzde 45'ine
											hastalık hastası oldukları söyleniyor.
											Eskiden histeriye yapıldığı gibi,
bunun toplumsal cinsiyetle
											ve kimlerin hikâyesine
inandığımızla ilgisi var.
											Özbağışıklık hastalarının yüzde 75'i kadın
											ve bazı hastalıklarda bu
yüzde 90'a çıkıyor.
											Bu hastalıklar orantısız bir
şekilde kadınları etkilese bile
											bunlar kadın hastalıkları değil.
											KYS çocukları ve milyonlarca
erkeği etkiliyor.
											Bir hastanın bana söylediği gibi,
											her yönden önümüz kesilmiş;
											eğer kadınsan semptomlarını
abarttığın söyleniyor
											ama erkeksen güçlü olman,
canlanman söyleniyor.
											Erkekler de tanı koyulurken daha
zor zamanlar geçirebilir.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											My brain is not what it used to be.
									","
											Mi cerebro no es lo que era.
									","
											Mein Gedächtnis ist nicht mehr 
das, was es einmal war.
									","
											Beynim eskiden olduğu gibi değil.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											Here's the good part:
											despite everything, I still have hope.
											So many diseases were once
thought of as psychological
											until science uncovered
their biological mechanisms.
											Patients with epilepsy
could be forcibly institutionalized
											until the EEG was able to measure
abnormal electrical activity in the brain.
											Multiple sclerosis could be misdiagnosed
as hysterical paralysis
											until the CAT scan and the MRI
discovered brain lesions.
											And recently, we used to think
											that stomach ulcers
were just caused by stress,
											until we discovered
that H. pylori was the culprit.
											ME has never benefited
from the kind of science
											that other diseases have had,
											but that's starting to change.
											In Germany, scientists are starting
to find evidence of autoimmunity,
											and in Japan, of brain inflammation.
											In the US, scientists at Stanford
are finding abnormalities
											in energy metabolism
											that are 16 standard deviations
away from normal.
											And in Norway, researchers
are running a phase-3 clinical trial
											on a cancer drug that in some patients
causes complete remission.
									","
											Esta es la parte buena:
											A pesar de todo, aún tengo esperanza.
											Muchas enfermedades se creían psicológicas
											hasta que la ciencia descubrió 
sus mecanismos biológicos.
											Los pacientes de epilepsia 
podían ser internados a la fuerza
											hasta que el electroencefalografía midió 
actividad eléctrica anormal del cerebro.
											La esclerosis múltiple podía ser mal 
diagnosticada como parálisis histérica
											hasta que la tomografía y la resonancia
descubrieron las lesiones cerebrales.
											Y recientemente pensábamos
											que la úlcera de estómago 
era provocada por el estrés
											hasta que descubrimos que 
la H. pylori era la culpable.
											La encefalomielitis miálgica nunca 
se ha beneficiado de la ciencia
											como otras enfermedades,
											pero eso está empezando a cambiar.
											En Alemania, los científicos han 
encontrado evidencia de autoinmunidad
											y en Japón, de inflamación cerebral.
											En EE.UU., científicos de Stanford 
están descubriendo anormalidades
											en el metabolismo energético,
											que hay 16 desviaciones 
estándar lejos de lo normal.
											Y en Noruega, investigadores tienen 
en marcha un estudio médico en fase 3
											sobre una droga contra el cáncer que en 
algunos pacientes causa remisión completa.
									","
											Hier kommt der gute Teil:
											Trotz allem habe ich noch Hoffnung.
											So viele Krankheiten wurden einst
											als psychologisch betrachtet,
											bis die Wissenschaft
ihre biologischen Ursachen entdeckte.
											Epilepsie-Patienten konnten
zwangseingewiesen werden,
											bis das EEG abnormale
Gehirnaktivität messen konnte.
											Multiple Sklerose
											wurde als hysterische Lähmung
fehldiagnostiziert,
											bis CT und MRT
Hirnläsionen entdeckten.
											Bis vor kurzem glaubten wir,
											dass Magengeschwüre nur durch
Stress verursacht würden,
											bis wir den Auslöser H. pylori fanden.
											ME hatte nie die Aufmerksamkeit 
der biomedizinischen Forschung,
											die andere Krankheiten bekamen,
											aber das beginnt sich zu ändern.
											In Deutschland finden Forscher 
Nachweise von Autoimmunität,
											und in Japan von Entzündungen im Gehirn.
											In den USA finden
Wissenschaftler in Stanford
											Abweichungen im Energiestoffwechsel,
											die 16 Einheiten von den 
Normwerten entfernt sind.
											In Norwegen führen Forscher
											eine klinische Phase-III-Studie
											mit einem Krebsmedikament durch,
											das bei einigen Patienten
alle Symptome abklingen lässt.
									","
											İşte iyi tarafı.
											Her şeye rağmen hâlâ umudum var.
											Bir zamanlar birçok hastalık,
bilim onların biyolojik mekanizmalarını
											su yüzüne çıkarana kadar
psikolojik sanıldı.
											Epilepsi hastaları, EGG cihazı beyindeki
anormal elektrik faaliyetini
											ölçebilene kadar zorla
hastaneye yatırılabilirdi.
											CAT taraması ve MRI beyin
lezyonlarını keşfedene kadar
											MS hastalığına histeri felci diye
yanlış tanı koyulabilirdi.
											Son zamanlarda ise,
											H. pylori'den kaynaklandığını
bulana kadar
											mide ülserinin stresten
kaynaklandığını düşünüyorduk.
											KYS, bilimden hiçbir zaman
diğer hastalıkların
											yararlandığı kadar yararlanmadı
											ama bu durum değişmeye başladı.
											Bilim insanları Almanya'da özbağışıklığın,
Japonya'da ise beyin enflamasyonun
											açıklamasını bulmaya başladılar.
											ABD'de ise Stanford'daki bilim insanları,
enerji metabolizmasındaki
											normalden uzak
											16 standart sapma olan
anormallikleri buluyor.
											Norveç'teki araştırmacılar, bazı
hastalarda tam remisyona neden olan
											bir kanser ilacı üzerinde üç aşamalı
bir klinik araştırma yürütüyor.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
