en,tr,es,pt,fr,de,title,speaker,duration,tags
"
											And not only is it empowering to the communities,
											but really importantly,
											this information stays in the community
											where it is needed to formulate long-term health polices.
											We are on a planet
											of seven billion people,
											five billion mobile subscriptions.
											By 2015,
											there will be three billion smartphones in the world.
											The U.N. broadband commission
											has recently set targets
											to help broadband access
											in 50 percent of the Developing World,
											compared to 20 percent today.
											We are hurtling towards a hyper-connected world
											where citizens from all cultures and all social strata
											will have access to smart, fast mobile devices.
									","
											Ve bu sadece toplumları güçlendirmekle de kalmıyor,
											ama gerçekten önemli olarak, bu bilgiler,
											uzun vadeli sağlık politikaları formüle etmek için
											kullanılacakları bu toplum içerisinde de kalmış oluyorlar.
											Bizler 7 milyar nüfuslu,
											5 milyar mobil aboneye sahip,
											bir dünyada yaşıyoruz.
											2015 itibariyle,
											dünya üzerinde üç milyar akıllı telefon olacak.
											Birleşmiş Milletler genişbant komisyonu
											gelişmekte olan dünyada
											bugün yüzde 20 ile ölçülen
											genişbanta erişimi yüzde 50'ye çıkarmak için
											hedeflerini belirliyorlar.
											Tüm kültürlerin ve tüm sosyal tabakaların
											akıllı, hızlı mobil cihazlara erişiminin olduğu
											hiper-bağlantılı bir dünyaya doğru son sürat gidiyoruz.
									","
											Y no solo le da más poder a las comunidades,
											la cosa importante
											es que esta información queda en la comunidad
											donde más se necesita para formular políticas de salud a largo plazo.
											Estamos en un planeta
											de siete millones de personas,
											5000 millones de suscripciones a telefonía móvil.
											Para el 2015,
											habrá 3000 millones de smartphones en el mundo.
											La comisión de banda ancha de la ONU
											recientemente ha fijado objetivos
											para ayudar el acceso a la banda ancha
											en 50% de los países en vías de desarrollo,
											frente al 20% actual.
											Estamos precipitando hacia un mundo hiperconectado
											donde los ciudadanos de todas las culturas y todos los estratos sociales
											tendrán acceso a dispositivos móviles rápidos e inteligentes.
									","
											E não só dá mais poder às comunidades,
											mas mais importante,
											esta informação fica na comunidade
											onde é necessária para formular políticas de saúde a longo-termo.
											Estamos num planeta
											de 7 mil milhões de pessoas,
											5 mil milhões possuem dispositivos móveis.
											Em 2015,
											haverão 3 mil milhões de smartphones no mundo.
											A comissão de banda larga das Nações Unidas
											deliniou objectivos recentemente
											para ajudar o acesso a banda larga
											em 50% do mundo em desenvolvimento,
											comparado com os 20% de hoje.
											Estamos a precipitar-nos para um mundo hiper-conectado
											onde cidadãos de todas as culturas e todos estratos sociais
											terão acesso a dispositivos móveis, rápidos e ""smart"".
									","
											Et non seulement ça rend les communautés autonomes,
											mais ce qui est vraiment important,
											ces informations restent dans la communauté
											où on en a besoin pour formuler des politiques de santé à long terme.
											Nous sommes sur une planète
											de sept milliards de personnes,
											cinq milliards d'abonnements mobiles.
											En 2015,
											il y aura trois milliards de smartphones dans le monde.
											La commission du haut-début à l'ONU
											a récemment fixé des objectifs
											pour faciliter l'accès au haut-débit
											dans 50 pour cent du monde en développement,
											comparativement à 20 pour cent aujourd'hui.
											Nous nous précipitons vers un monde hyper-connecté
											où les citoyens de toutes les cultures et toutes les couches sociales
											auront accès à des terminaux mobiles rapides et intelligents.
									","
											Und es verleiht den Gemeinden nicht nur Macht,
											sondern, viel wichtiger,
											es bleibt in den Gemeinden,
											wo es gebraucht wird, um langfristige Gesundheitsrichtlinien zu erstellen.
											Auf unserem Planeten
											leben sieben Milliarden Menschen,
											und es gibt fünf Milliarden Mobilfunknutzer.
											Bis 2015
											wird es drei Milliarden Smartphones auf der Welt geben.
											Die Breitband-Kommission der UNO
											hat vor kurzem das Ziel gesetzt,
											den Breitband-Zugang
											in 50 % der Entwicklungsländer auszubauen,
											im Gegensatz zu momentan 20 %.
											Wir bewegen uns rasend schnell auf eine hyperverbundene Welt zu,
											in der Menschen aller Kulturen und sozialen Schichten
											Zugang zu intelligenten, schnellen Mobilfunkgeräten haben.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											People are understanding,
											from Cairo to Oakland,
											that there are new ways to come together,
											there are new ways to mobilize,
											there are new ways to influence.
											A transformation is coming which needs to be understood
											by the humanitarian structures and humanitarian models.
											The collective voices of people
											needs to be more integrated through new technologies
											into the organizational strategies and plans of actions
											and not just recycled
											for fundraising or marketing.
											We need to, for example, embrace
											the big data,
											the knowledge that is there from market leaders
											who understand what it means
											to use and leverage big data.
									","
											Kahire'den Oakland'e,
											insanlar bir araya gelmek için
											seferber olmak için yeni yollara sahip olduklarını,
											etkili olabilmek için yeni yollar bulunduğunu
											anlıyorlar.
											Yardımlaşma düzenleri ve modellerinin
											anlaması gereken bir değişim süreci geliyor.
											İnsanların ortak seslerinin
											eylemlerin organizasyonel strateji ve planlara
											yeni teknolojilerle daha çok entegre edilmesi gerekiyor
											ve bu entegrasyon sadece
											para toplamak ve pazarlamak için kullanılmamalı.
											Örneğin, bizim,
											büyük veriyi,
											onu nasıl kullanacağını bilen
											piyasa liderlerinden gelen
											bilgiyi benimsememiz gerekiyor.
									","
											La gente está entendiendo,
											desde El Cairo a Oakland,
											que hay nuevas formas de unirse,
											nuevas formas de movilizarse,
											nuevas formas de influir.
											Se acerca una transformación que deben entender
											las estructuras y modelos humanitarios.
											La voz colectiva de la gente
											debe ser más integral a través de las nuevas tecnologías
											en las estrategias organizativas y planes de acción
											y no solo recicladas
											para la recaudación de fondos o de marketing.
											Por ejemplo, tenemos que aceptar
											los datos importantes,
											los conocimientos brindados por los líderes del mercado
											que entienden lo que significa
											usar y aprovechar los datos importantes.
									","
											As pessoas estão a compreender,
											do Cairo a Oakland,
											que há novas formas de nos juntarmos,
											novas formas para nos mobilizarmos,
											novas formas para influenciar.
											Está a chegar uma transformação que tem que ser compreendida
											pelas estruturas e modelos humanitários.
											As vozes colectivas das pessoas
											tem de ser mais integrada através das novas tecnologias
											nas estratégias organizacionais e planos de acção
											e não só reciclados
											para angariação de fundos ou marketing.
											Precisamos de, por exemplo, abraçar
											a grande informação,
											o conhecimento que está aí para os líderes de mercado
											que percebem o que significa
											usar e aproveitar a grande informação.
									","
											Les gens comprennent
											du Caire à Oakland,
											qu'il y a de nouvelles façons de se réunir,
											il y a de nouvelles façons de mobiliser,
											il y a de nouvelles façons d'influencer.
											Une transformation est à venir qui doit être comprise
											par les structures humanitaires et les modèles humanitaires.
											Les voix collectives de personnes
											doivent être plus intégrées à travers les nouvelles technologies
											dans les stratégies organisationnelles et les plans d'actions
											et pas seulement recyclées
											pour des collectes de fonds ou du marketing.
											Nous devons, par exemple, comprendre
											les données importantes,
											la connaissance qui vient des leaders du marché
											qui comprennent ce que cela signifie
											d'utiliser et d'exploiter des données importantes.
									","
											Von Kairo bis Oakland
											verstehen die Menschen,
											dass es neue Wege gibt, um zusammen zu kommen,
											dass es neue Wege gibt, sich zu mobilisieren,
											dass es neue Wege gibt, um zu beeinflussen.
											Es ist eine Veränderung unterwegs, die unbedingt verstanden werden muss
											von den humanitären Einrichtungen und deren Modellen.
											Die kollektive Stimme der Menschen
											muss durch neue Technologien mehr eingebunden werden
											in die Organisationsstrukturen und Handlungspläne,
											und darf nicht nur für Spenden
											und Marketingzwecke aufgewärmt werden.
											Wir sollten zum Beispiel
											offen sein für Big Data;
											das Wissen von Marktführern,
											die verstehen, was es bedeutet
											Big Data wirksam einzusetzen.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											One idea that I'd like you to consider, for instance,
											is to take a look at our IT departments.
											They're normally backroom or basement hardware service providers,
											but they need to be elevated to software strategists.
											We need people in our organizations
											who know what it's like to work with big data.
											We need technology
											as a core organizational principle.
											We need technological strategists in the boardroom
											who can ask and answer the question,
											""What would Amazon or Google
											do with all of this data?""
											and convert it to humanitarian good.
									","
											Düşünmenizi istediğim bir fikir, mesela,
											bilgi işlem departmanlarımıza bir göz atmanız.
											Bu kişiler normalde arka odada ya da bodrumda çalışan donanım servis sağlayıcıları,
											fakat yazılım stratejistleri katına yükseltilmeleri gerekiyor.
											Bize organizasyonlarımızda
											büyük veriyle çalışmak nasıldır bilen insanlar lazım.
											Biz teknolojiye
											organizasyonel esasımız olarak ihtiyaç duyuyoruz.
											Bize yönetim kurulu toplantılarında
											""Amazon veya Google bu kadar veriyle ne yapıyor?""
											sorusunu sorabilecek ve cevaplayabilecek
											ve bunu yardımlaşmanın hayrına dönüştürebilecek
											teknolojik stratejistler lazım.
									","
											Una idea que me gustaría consideraran, por ejemplo,
											es dar un vistazo a nuestros departamentos TIC.
											Por lo general son proveedores de hardware en cuartos traseros o en sótanos,
											pero deben ser ascendidos a estrategas de software.
											Necesitamos gente en nuestras organizaciones
											que sepa lo que es trabajar con grandes datos.
											Necesitamos la tecnología
											como principio organizativo central.
											Necesitamos estrategas tecnológicos en las asambleas
											capaces de responder a la pregunta:
											""¿Qué harían Amazon y Google
											con todos estos datos
											y utilizarlos en bien de la humanidad?""
									","
											Uma ideia que gostava que considerassem, por exemplo,
											é olhar par os nossos departamentos de informática.
											São normalmente dispensas ou caves de provedores de serviços de hardware,
											mas têm de ser elevadas a estrategista de software.
											Precisamos de pessoas nas nossas organizações
											que sabem como é trabalhar com grande infromação.
											Precisamos de tecnologia
											como um princípio nuclear de organização.
											Precisamos de estrategistas tecnológicos na direcção
											que podem fazer a pergunta de responder,
											""O que é que a Amazon ou a Google
											faria com toda esta informação?""
											e converte-la em bem humanitário.
									","
											Une idée que je voudrais que vous considériez, par exemple,
											est de jeter un coup d'oeil à nos services informatiques.
											Ils sont normalement les fournisseurs de services matériels en sous-sol et en coulisses,
											mais ils ont besoin qu'on les élève au rang de stratèges logiciels.
											Nous avons besoin de gens dans nos organisations
											qui savent ce que c'est que de travailler avec des données importantes.
											Nous avons besoin de la technologie
											comme principe fondamental d'organisation.
											Nous avons besoin de stratèges technologiques dans la salle de réunion
											qui peuvent poser la question et y répondre,
											«Que feraient Amazon ou Google
											avec toutes ces données? ""
											et le convertir en bien humanitaire.
									","
											Eine Idee, die ich Sie bitten möchte, in Betracht zu ziehen,
											wäre, einen Blick auf unsere IT-Abteilungen zu richten.
											Oft sind das Hardware-Service-Dienste im Hinterzimmer oder Untergeschoss.
											Aber sie müssen aufsteigen zu Software-Strategen.
											Wir brauchen Leute in unseren Organisationen,
											die wissen, wie man mit Big Data arbeitet.
											Wir brauchen Technologie
											als ein Kernprinzip der Organisation.
											Wir brauchen Technologie-Strategen in den Führungsetagen,
											die diese Frage stellen und beantworten können:
											""Was würden Amazon oder Google
											mit diesen Daten machen?""
											und die sie dann in einen humanitären Nutzen umwandeln.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											The possibilities
											that new digital technologies are bringing
											can help humanitarian organizations,
											not only ensure
											that people's right to information is met,
											or that they have their right to communicate,
											but I think in the future,
											humanitarian organizations will also have to anticipate
											the right for people to access
											critical communication technologies
											in order to ensure
											that their voices are heard,
											that they're truly participating,
											that they're truly empowered in the humanitarian world.
											It has always been the elusive ideal
											to ensure full participation of people affected by disasters
											in the humanitarian effort.
											We now have the tools. We now have the possibilities.
											There are no more reasons not to do it.
											I believe we need to bring the humanitarian world
											from analog to digital.
									","
											Yeni dijital teknolojilerin
											getirdiği imkanlar
											yardımlaşma organizasyonlarına katkıda bulunabilir,
											sadece, insanların
											bilgiye ulaşma veya iletişimde kalma hakkını
											güvence altına almakla kalmayıp,
											öyle sanıyorum ki gelecekte,
											yardımlaşma kuruluşları ayrıca
											insanların bu yardımlaşma dünyasında güçlenmelerini,
											seslerinin duyulmasını
											ve bu dünyaya katkıda bulunmalarını da
											sağlama almak için gerekli
											kritik iletişim teknolojilerine
											erişim haklarını da temin edecektir.
											Yardımlaşma çabasında,
											afetten etkilenen insanların tam katılımını sağlamak
											her zaman için ulaşılamaz bir ülkü olmuştur.
											Şimdi araçlara sahibiz. Şimdi imkanlarımız var.
											Yapmamak için ortada daha fazla neden yok.
											Yardımlaşma dünyasını analogdan dijitale geçirmeye
											ihtiyaç duyduğumuza inanıyorum.
									","
											Las posibilidades
											que están trayendo las nuevas tecnologías digitales
											puede ayudar a las organizaciones humanitarias,
											no solo a garantizar
											a la gente el derecho a la información
											o el derecho a comunicar,
											pero creo que en el futuro,
											las organizaciones humanitarias también tendrán que anticipar
											el derecho de la gente de acceder
											a tecnologías de comunicación críticas
											con el fin de asegurar
											que sus voces sean escuchadas,
											que estén realmente participando,
											que realmente tengan un papel en el mundo humanitario.
											Siempre ha sido el ideal difícil de alcanzar
											asegurar la plena participación de la gente afectada por los desastres
											en el esfuerzo humanitario.
											Ahora tenemos las herramientas y las posibilidades.
											No hay más razones para no hacerlo.
											Creo que tenemos que traer el mundo humanitario
											del analógico al digital.
									","
											As possibilidades
											que as novas tecnologias digitais estão a trazer
											podem ajudar organizações humanitarias,
											não apenas assegurar
											que o direito das pessoas a informação é cumprido,
											ou que eles têm o direito de comunicar,
											mas penso que no futuro,
											as organizações humanitárias vão ter de antecipar
											o direito das pessoas ao acesso
											a tecnologias críticas de comunicação
											para assegurar
											que as suas vozes são ouvidas,
											que estão verdadeiramente a participar,
											que são verdadeiramente mais poderosas no mundo humanitário.
											Foi sempre um ideal elusivo
											assegurar a participação de pessoas afectadas por desastres
											no esforço humanitário.
											Agora temos as ferramentas. Agora temos as possibilidades.
											Não há mais razões para não o fazer.
											Eu acredito que precisamos de levar o mundo humanitário
											do analógico ao digital.
									","
											Les possibilités
											que les nouvelles technologies numériques apportent
											peuvent aider les organisations humanitaires,
											non seulement à s'assurer
											que le droit des gens à l'information est respecté,
											ou qu'ils ont le droit de communiquer,
											mais je pense qu'à l'avenir,
											les organisations humanitaires auront également à anticiper
											le droit des gens à l'accès
											aux technologies de communication critiques
											afin d'assurer
											que leurs voix soient entendues,
											qu'ils participent vraiment
											qu'ils ont vraiment un pouvoir dans le monde humanitaire.
											Ça a toujours été l'idéal insaisissable
											d'assurer la pleine participation des personnes touchées par des catastrophes
											à l'effort humanitaire.
											Nous avons les outils maintenant. Nous avons des possibilités maintenant .
											Il n'y a plus de raisons de ne pas le faire.
											Je crois que nous avons besoin pour amener le monde de l'humanitaire
											de l'analogique au numérique.
									","
											Die Möglichkeiten,
											die neue digitale Technologien mit sich bringen,
											können humanitären Organisationen nicht nur helfen,
											sicherzugehen,
											dass das Recht der Menschen auf Information sichergestellt ist,
											oder dass sie ein Recht auf Kommunikation haben,
											sondern ich denke, in Zukunft
											werden humanitäre Organisationen auch
											das Anrecht der Menschen auf Zugang
											zu entscheidenden Kommunikationstechnologien antizipieren müssen,
											um sicherzustellen,
											dass sie gehört werden,
											dass sie wirklich teilhaben,
											dass sie in der humanitären Welt wirklich Macht haben.
											Es ist immer das flüchtige Ideal gewesen,
											die vollständige Teilnahme der von Katastrophen Betroffenen
											bei humanitären Bemühungen sicherzustellen.
											Jetzt haben wir die Geräte. Jetzt haben wir die Möglichkeiten.
											Es gibt keine Gründe mehr, es nicht zu tun.
											Ich finde, wir müssen die Welt der humanitären Hilfe
											von analog auf digital umstellen.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											Thank you very much.
									","
											Çok teşekkür ederim.
									","
											Muchas gracias.
									","
											Muito obrigado.
									","
											Merci beaucoup.
									","
											Vielen Dank.
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Beifall)
									",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
"
","
","
","
","
","
",How mobile phones power disaster relief,Paul Conneally,10:57,"TEDx,disaster relief,global issues,natural disaster,social media,technology"
