es,pt,fr,title,speaker,duration,tags
"
											Pero queríamos algo más que 
apenas darlo a conocer.
											Queríamos ver a la gente involucrada.
											Para ello tomamos todos 
los códigos de computadora
											y los pusimos disponibles en línea
											bajo licencia de código abierto
											para todo el que lo quisiera.
											Cualquiera lo puede descargar hoy,
											si desea hacer sus propios experimentos 
y ver si funciona.
											Y eso sí fue realmente eficaz, 
porque la gente
											que no creía en nuestras suposiciones
											podría poner a prueba sus propias 
suposiciones y ver cómo funcionan.
									","
											Mas nós queríamos fazer mais 
do que chamar a atenção.
											Queríamos que as pessoas
se envolvessem mesmo.
											Agarrámos em toda a informação
que tínhamos
											e publicámo-la ""online""
sob uma licença em código aberto.
											disponível gratuitamente.
											Vocês podem descarregá-la
											para ver as nossas experiências
e verificar se funciona.
											Isto foi eficaz, pois as pessoas que
não acreditavam nos pressupostos
											podiam fazer simulações
com as suas variáveis.
									","
											Nous voulions faire plus
qu'informer les gens.
											Nous voulions qu'ils s'impliquent.
											Alors nous avons mis en ligne
											tous nos codes d'instructions
											sous une licence ouverte
											pour les personnes intéressées.
											Vous pouvez les télécharger aujourd'hui
											si vous souhaitez mener vos propres 
expériences et voir si ça fonctionne.
											Ça a été vraiment efficace,
											car ceux qui ne nous croyaient pas
											ont pu essayer 
et voir comment ça pouvait fonctionner.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Hay un problema obvio, que es,
											¿Hay suficiente dinero en el mundo 
para financiar estas cosas?
											He dicho que hay suficientes fármacos,
											pero ¿habrá suficiente dinero?
											Hay 100 billones de dólares de capital
											actualmente invertidos en valores de renta fija.
											Es cien millones de millones.
											Dinero por montones.
											(Risas)
									","
											Mas há aqui um problema óbvio,
que é o seguinte:
											Há dinheiro suficiente
para financiar algo tão grande?
											Há medicamentos suficientes,
mas haverá dinheiro suficiente?
											Atualmente existem 100 biliões de dólares
											investidos em títulos de renda fixa.
											Isso representa cem milhões de milhões.
											Isto está abarrotar de dinheiro.
											(Risos)
									","
											Maintenant un problème évident se pose :
											y a-t-il assez d'argent dans le monde
pour financer tout ça ?
											Il y a assez de médicaments,
											mais est-ce qu'il y a assez d'argent?
											Il y a 100 trillions de dollars de capital
											investi dans les valeurs à revenu fixe.
											C'est cent mille milliards de dollars.
											C'est beaucoup d'argent.
											(Rires)
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Pero lo que vimos es que el 
dinero no es lo único que se necesita.
											Teníamos que conseguir gente motivada, 
que se involucrare,
											que entendiera el concepto.
											Y empezamos a pensar en las muchas 
cosas que pueden salir mal.
											¿Cuáles retos podrían impedirlo?
											Encontramos una larga lista y decidimos
											escoger un poco de gente, incluídos nosotros mismos,
											nos asignamos a diferentes 
partes del problema
											y nos preguntamos, ¿se podrá empezar 
el proceso con créditos de riesgo?
											¿Se podrá empezar el proceso con 
esas normas regulatorias?
											¿Se podrá empezar el proceso, sin
											perder el rumbo, con tantos proyectos?
											Hemos tenido a todos esos expertos juntos
											trabajando en diferentes partes del flujo,
											y luego tuvimos una gran reunión.
											Se llevó a cabo un congreso
en el verano pasado.
											Fue una reunión exclusiva, solo por invitación,
											patrocinada por la American Cancer Society
											en colaboración
											con el National Cancer Institute.
											Tuvimos expertos de todos los campos 
que podrían ser interesantes,
											incluido el gobierno, los que
											manejan centros de investigación, etc.
											Por dos días que sentaron y escucharon los informes
											de esas cinco líneas de trabajo y los discutieron.
											Era la primera vez
											que las personas que podrían hacerlo realidad
											se sentaban a la mesa, unos con otros
											y tenían esas conversaciones.
									","
											Mas também descobrimos
que dinheiro só não chega.
											Temos de motivar as pessoas, envolvê-las,
											as pessoas têm de perceber isto.
											Pensámos em todas as coisas
que podiam correr mal.
											Quais os desafios que nos podiam
deixar a meio do caminho?
											Fizemos uma longa lista e o passo seguinte
											foi atribuirmos a muitas pessoas,
incluindo nós próprios,
											peças diferentes deste problema.
											Poderíamos criar um fluxo de trabalho
em crédito de risco?
											Criar um fluxo de trabalho
nos aspetos legais?
											Poderíamos criar um fluxo de trabalho
											para definir como gerir tantos projetos?
											Reunimos todos os especialistas
para fazerem estas diferentes tarefas,
											e realizámos uma conferência.
											A conferência realizou-se
no verão passado.
											O acesso à mesma foi por convite.
											Foi patrocinada pela 
Associação Americana do Cancro
											e feita em colaboração
com o Instituto Nacional do Cancro.
											Havia especialistas em todos os campos
que achámos importantes
											incluindo o governo, pessoas ligadas
aos centros de pesquisas e outras.
											Durante dois dias, ouviram os relatórios
											dos cinco fluxos de trabalho
e debateram-nos.
											Pela primeira vez as pessoas
que podem fazer com que isto aconteça
											sentaram-se frente a frente em volta
da mesa e tiveram estes debates.
									","
											Mais nous avons réalisé
qu'il fallait plus que de l'argent.
											Il faut motiver les gens,
que les gens s'impliquent,
											et il fallait le leur faire comprendre.
											Nous avons commencé à penser
à tout ce qui pourrait aller de travers.
											Quels obstacles pourraient
se mettre sur notre chemin ?
											Nous avions une longue liste,
											nous avons assigné à des gens,
nous y compris,
											différentes parties du problème,
											et on s'est demandé
si on pouvait commencer un travail
											sur les risques bancaires ?
Sur les réglementations ?
											Un travail sur la façon
											de gérer autant de projets ?
											Nous avons réuni tous ces experts
											pour travailler là-dessus,
											et nous avons tenu une conférence.
											Cette conférence a eu lieu l'été dernier,
											c'était sur invitation.
											Elle a été parrainée
par l'American Cancer Society
											et organisée en collaboration
											avec le National Cancer Institute.
											Il y avait des experts de chaque domaine
que nous pensions important
											y compris le gouvernement,
les personnes

											qui dirigent les centres de recherche...
											Et pendant deux jours,
ils ont écouté les rapports
											des cinq équipes de travail,
et en ont discuté.
											C'était la première fois
											que ceux qui ont un rôle concret
											s'assoyaient autour d'une table
											et discutaient de tout ça ensemble.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											En esos congresos, es común tener una cena
											para que se
											conozcan unos con otros.
											Algo así como, ""¿y usted qué hace aquí?""
											Sucedió que miré por la ventana
											con la mano en el corazón,
											en la noche de la reunión...
estábamos en pleno verano...
											Lo que vi fue un arco iris doble.
											Me gustaría pensar que fue una buena señal.
									","
											Claro que nestas conferências,
é normal haver um jantar,
											e nesse jantar, 
as pessoas conhecem-se melhor,
											mais ou menos o que fazemos agora aqui.
											Aconteceu eu olhar pela janela,
											com a mão no coração,
											na noite desta conferência — era verão —
											e vi um duplo arco-íris.
											Pensei para comigo que era um bom sinal.
									","
											En général, lors des ces conférences,
il y a un dîner,
											et à ce dîner,
											on apprend à se connaître,
											et à savoir ce que chacun fait ici.
											J'ai regardé par la fenêtre, par hasard,
											cette nuit-là (c'était l'été),
											une main sur le cœur,

											et j'ai vu un double arc en ciel.
											J'aime à penser que c'était un bon signe.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Desde el dia del congreso hemos 
tenido gente trabajando
											entre París y San Francisco,
											cantidades de gente trabajando en esto
											para ver si podemos llegar a hacerlo realidad.
											No buscamos poner en marcha un fondo,
											solo queremos que 
alguien más lo haga.
											Porque, una vez más, no soy un científico.
											No puedo hacer un fármaco.
											Y nunca voy a tener suficiente dinero
											para financiar uno de esos ensayos.
											Pero todos juntos, con nuestros 401(k),
											con los planes 529, con 
los planes de pensiones,
											todos nosotros juntos podemos 
financiar cientos de ensayos,
											obtener un buen rendimiento por hacerlo
											y salvar millones de vidas como la de mi padre.
									","
											Porque na conferência 
tínhamos a trabalhar pessoas
											de Paris a São Francisco,
											muitos tipos diferentes a trabalhar nisto
											tentando verificar se podíamos
fazer que acontecesse.
											Não somos nós que vamos criar um fundo,
queremos que alguém o faça.
											Porque, digo novamente,
eu não sou cientista.
											Não sei criar medicamentos.
											Nunca terei o dinheiro suficiente
											nem para financiar uma fase destes testes.
											Mas todos nós em conjunto,
com os nossos planos de reforma,
											planos de poupança e de outros tipos,
											podemos em conjunto
financiar centenas de testes,
											obter dividendos por isso
											e salvar milhões de vidas
como a do meu pai.
									","
											Depuis la conférence,
des personnes travaillent
											de Paris à San Francisco,
											des personnes très différentes,
qui travaillent là-dessus
											afin de voir si on peut y arriver.
											Nous ne cherchons pas à créer un fonds,
											mais nous voulons que quelqu'un le fasse.
											Car, je le répète,
je ne suis pas un scientifique.
											Je ne peux pas fabriquer un médicament.
											Je n'aurai jamais assez d'argent
											pour financer l'une de ces recherches.
											Mais tous ensemble,
avec nos plans 401(k),
											nos plans 529,
nos fonds de pension,
											tous ensemble nous pouvons financer
des centaines de ces recherches
											et être bien payés pour le faire
											et sauver des millions de vies 
comme celle de mon père.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											Gracias.
									","
											Obrigado.
									","
											Merci.
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
"
","
","
",A bold new way to fund drug research,Roger Stein,11:09,"business,cancer,finance,medical research,medicine,pharmaceuticals"
