en,fr,tr,es,title,speaker,duration,tags
"
											We also matched a father-in-law
and his very own daughter-in-law,
											because, obviously, they live close by
but have really different opinions.
									","
											Nous avons apparié
un homme avec sa belle-fille
											car, évidemment, ils habitent à proximité
mais ont des opinions très différentes.
									","
											Ayrıca kayınpederle 
kendi gelinini eşleştirdik
											çünkü açıkça görülüyor ki yakın yaşıyorlar
ama gerçekten farklı düşünceleri var.
									","
											Incluso emparejamos a
un suegro y a su propia nuera,
											porque, obviamente, vivían cerca
pero tenían opiniones muy diferentes.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											So as a general rule,
											we did not observe, record,
document the discussions,
											because we didn't want
people to perform in any way.
											But I made an exception.
											I took part myself.
											And so I met in my trendy Berlin
neighborhood called Prenzlauer Berg,
											I met Mirko.
											This is me talking to Mirko.
Mirko didn't want to be in the picture.
											He's a young plant operator,
											and he looked like
all the hipsters in our area,
											like with a beard and a beanie.
											We were talking for hours,
and I found him to be a wonderful person.
											And despite the fact that we had
really different opinions
											about most of the topics —
											maybe with the exception
of women's rights,
											where I couldn't comprehend
his thoughts —
											it was really nice.
											After our discussion, I Googled Mirko.
											And I found out that in his teenage years,
he used to be a neo-Nazi.
											So I called him and asked,
											""Hey, why didn't you tell me?""
											And he said, ""You know, I didn't tell you
because I want to get over it.
											I just don't want
to talk about it anymore.""
									","
											En règle générale,
											nous n'avons pas observé, enregistré,
documenté les discussions
											car nous ne voulions pas
que les gens jouent un rôle.
											Mais nous avons fait une exception.
											J'ai moi-même participé.
											Dans mon quartier branché de Berlin
appelé Prenzlauer Berg,
											j'ai rencontré Mirko.
											Me voici parlant à Mirko.
Mirko ne voulait pas être sur la photo.
											C'est un jeune opérateur d'usine
											et il ressemblait
à tous les hipsters du coin,
											avec une barbe et un bonnet.
											Nous avons parlé durant des heures
											et j'ai trouvé que c'était
quelqu'un de merveilleux.
											Malgré le fait que nous avions
des opinions très différentes
											sur presque tous les sujets —
											à l'exception peut-être
des droits des femmes,
											où je ne pouvais pas le comprendre —
											c'était très sympa.
											Après notre discussion,
j'ai fait des recherches sur Mirko.
											J'ai découvert que durant son adolescence,
il avait été néo-nazi.
											Je l'ai appelé et lui ai demandé :
											« Pourquoi ne me l'as-tu pas dit ? »
											Il a dit : « Je ne te l'ai pas dit
car je veux passer à autre chose.
											Je ne veux plus en parler. »
									","
											Dolayısıyla genel bir kural olarak
											gözlem yapmadık, kayıt etmedik,
tartışmaları belgelendirmedik
											çünkü insanların herhangi bir şekilde 
davranmasını istemedik.
											Fakat bir istisna yaptım.
											Ben de katıldım.
											Prenzlauer Berg adındaki
trendi Berlin semtimde
											Mirko'yla tanıştım.
											Bu, Mirko'yla konuşan ben.
Mirko resimde olmak istemedi.
											Genç bir bitki operatörü
											ve sakal ile bir bereyle birlikte
											bölgedeki tüm hippiler gibi görünüyordu.
											Saatlerce konuştuk ve onun
harika bir insan olduğunu keşfettim.
											Çoğu konu hakkında oldukça 
farklı düşüncelerimiz olmasına rağmen —
											belki kadın hakları dışında,
											bu konudaki düşüncelerini 
pek anlayamadım —
											gerçekten hoştu.
											Tartışmamızdan sonra 
Mirko'yu Google'da aradım
											ve gençliğinde neo-Nazi olduğunu buldum.
											Onu aradım ve sordum:
											""Hey, bana neden söylemedin?""
											O da şöyle cevap verdi:
											""Bilirsin işte, sana söylemedim
çünkü bunu aşmak istiyorum.
											Artık bu konu hakkında 
konuşmak istemiyorum.""
									","
											Así que, como regla general,
											no observamos, grabamos,
documentamos las discusiones,
											porque no queríamos que 
la gente actuara condicionada.
											Pero hice una excepción.
											Yo mismo participé.
											Y me encontré en mi moderno barrio
de Berlín llamado Prenzlauer Berg,
											conocí a Mirko.
											Esta es mi conversación con Mirko.
Mirko no quería aparecer en pantalla.
											Es un joven operador de planta,
											y luce como todos los hípsters
en nuestra zona,
											con una barba y un gorro.
											Hablamos durante horas, y descubrí
que era una persona maravillosa.
											A pesar del hecho de que teníamos
opiniones muy diferentes
											sobre la mayoría de temas,
											con la excepción de
los derechos de las mujeres,
											donde no podía comprender
sus pensamientos...
											fue realmente genial.
											Y después de nuestra discusión,
googleé a Mirko.
											Y descubrí que en su adolescencia
había sido neonazi.
											Así que lo llamé y pregunté:
											""Oye, ¿por qué no me lo contaste?"".
											Y dijo: ""Sabes, no te lo conté 
porque quiero superarlo.
											No quiero hablar sobre eso más"".
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											I thought that people with
a history like that could never change,
											and I had to rethink my assumptions,
											as did many of the participants
who sent us thousands of emails
											and also selfies.
									","
											Je pensais que les gens
avec une telle histoire
											ne pouvaient pas changer
											et j'ai dû repenser mes présomptions,
											comme de nombreux participants
qui nous ont envoyé des mails
											ainsi que des selfies.
									","
											Bunun gibi bir geçmişi olan insanların
asla değişmeyeceğini düşünürdüm
											bu yüzden bize binlerce e-posta
ve ayrıca selfie gönderen
											birçok katılımcının yaptığı gibi
											ben de varsayımlarımı 
tekrardan düşünmek zorunda kaldım.
									","
											Pensé que la gente con un historial
como ese nunca cambiaría,
											y tuve que replantear mis suposiciones,
											como lo hicieron muchos participantes
que nos enviaron miles de emails
											y también selfis.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											No violence was recorded whatsoever.
									","
											Aucune violence n'a été constatée.
									","
											Herhangi bir şiddet kayıtlara geçmedi.
									","
											No se registró violencia alguna.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											And we just don't know
if some of the pairs got married.
									","
											Nous ignorons juste si certains
des couples se sont mariés.
									","
											Bazı çiflerin evlenip evlenmediği
hakkında bir fikrimiz yok.
									","
											Y no sabemos si alguna
de las parejas se casó.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											But, at least, we were really excited
and wanted to do it again,
											especially in version 2.0,
											wanted to expand the diversity
of the participants,
											because obviously in the first round,
they were mainly our readers.
									","
											Mais nous étions très enthousiastes
et voulions recommencer.
											Dans la version 2.0,
											nous voulions accroître
la diversité des participants
											car, évidemment, pour la première édition,
c'étaient surtout nos lecteurs.
									","
											Fakat en azından gerçekten heyecanlıydık
ve tekrardan yapmak istiyorduk,
											özellikle de 2.0 versiyonunu,
											katılımcıların çeşitliliğini 
genişletmek istedik
											çünkü açıkçası ilk turda katılımcılar
çoğunlukla bizim okuyucularımızdı.
									","
											Pero, al menos, estábamos muy emocionados
y quisimos hacerlo de nuevo,
											especialmente en versión 2.0,
											queríamos expandir la diversidad
de nuestros participantes,
											porque, obviamente, en la primera ronda
eran principalmente nuestros lectores.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											And so we embraced our competition
											and asked other media outlets to join.
											We coordinated via Slack.
											And this live collaboration
among 11 major German media houses
											was definitely a first in Germany.
											The numbers more than doubled:
28,000 people applied this time.
											And the German president —
											you see him here
in the center of the picture —
											became our patron.
											And so, thousands of Germans met again
in the summer of 2018
											to talk to someone else
with a different opinion.
											Some of the pairs we invited
to Berlin to a special event.
											And there, this picture was taken,
											until today my favorite symbol
for ""Germany Talks.""
											You see Henrik,
a bus driver and boxing trainer,
											and Engelbert, the director
of a children's help center.
											They answered all of the seven questions
we asked differently.
											They had never met before this day,
											and they had a really intensive discussion
											and seemed to get along anyway
											with each other.
									","
											Nous avons embarqué nos concurrents
											et avons demandé à d'autres
organes de presse de se joindre à nous.
											Nous nous sommes coordonnés via Slack.
											Cette collaboration en temps réel entre
11 grandes sociétés de presse allemandes,
											c'était une première en Allemagne.
											Les chiffres ont plus que doublé :
28 000 personnes se sont inscrites.
											Et le président allemand —
											vous le voyez au milieu de la photo —
											est devenu notre parrain.
											Des milliers d'Allemands se sont
de nouveau rencontrés durant l'été 2018
											pour parler à quelqu'un
ayant une opinion différente.
											Nous avons invité certains couples
à Berlin pour un événement spécial.
											Là-bas, cette photo a été prise.
											A ce jour, c'est mon symbole préféré
de « L'Allemagne se parle ».
											Vous voyez Henrik, un conducteur de bus
et entraîneur de boxe,
											et Engelbert, le directeur
d'un centre d'aide à l'enfance.
											Ils ont répondu différemment
aux sept questions que nous avions posées.
											Ils ne s'étaient jamais rencontrés
avant ce jour-là,
											ils ont eu une discussion très intensive
											et ils se sont malgré tout bien entendus.
									","
											Bu yüzden rekabeti benimsedik
											ve diğer basın kuruluşlarının da 
katılmalarını istedik.
											Slack aracılığıyla iş birliği yaptık
											ve 11 ana Alman medya kuruluşları 
arasındaki bu iş birliği
											Almanya'da kesinlikle bir ilkti.
											Sayı iki katını da aştı,
bu sefer 28 bin kişi başvurdu
											ve Almanya cumhurbaşkanı —
											onu burada, resmin
tam ortasında görebilirsiniz —
											destekçimiz oldu.
											Böylelikle binlerce Alman
farklı düşünen başka biriyle konuşmak için
											2018 yazında tekrardan buluştu.
											Bazı çifleri ise Berlin'e
özel bir etkinliğe davet ettik.
											O etkinlikte, ""Almanya Tartışıyor""un 
en sevdiğim sembolu olan
											bu resim çekilmişti.
											Otobüs şoförü ve boks antrenörü Henrik'i
											ve bir çocuk yardım merkezinin 
müdürü Engelbert'i görüyorsunuz.
											Sorduğumuz tüm 7 soruya 
farklı cevap verdiler.
											Daha önce hiç tanışmamışlardı
											ve gerçekten de 
şiddetli bir tartışma yaptılar
											ve yine de birbirleriyle 
anlaşıyor gibi görünüyorlardı.
									","
											Y así incluimos a nuestra competencia
											y pedimos a otros medios de
comunicación que se unieran.
											Nos coordinamos por medio de Slack.
											Y esta colaboración en vivo entre
los 11 principales medios alemanes
											fue definitivamente 
la primera en Alemania.
											Los números más que se duplicaron:
28 000 personas se inscribieron esta vez.
											Y el presidente alemán,
											lo ven aquí en el centro de la foto,
											se volvió nuestro mecenas.
											Y así, miles de alemanes se
encontraron de nuevo en el verano de 2018
											para hablar con alguien más
con una opinión diferente
											Algunas de las parejas que invitamos
a un evento especial en Berlín.
											Y allí se tomó esta foto,
											hasta hoy es mi símbolo favorito
para ""Alemania habla""
											Henrik, un conductor de
autobús y entrenador de boxeo
											y Engelbert, el director de un centro
de ayuda a menores.
											Respondieron a las siete preguntas
que hicimos de manera diferente.
											Nunca se habían conocido antes,
											y tuvieron una discusión muy intensa
											y parecían llevarse bien de todos modos
											el uno con el otro.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											So this time we also wanted to know
											if the discussion would have
any impact on the participants.
											So we asked researchers
to survey the participants.
											And two-thirds of the participants said
that they learned something
											about their partner's attitudes.
											Sixty percent agreed
that their viewpoints converged.
											The level of trust in society
seemed also higher after the event,
											according to the researchers.
											Ninety percent said that
they enjoyed their discussion.
											Ten percent said they didn't
enjoy their discussion,
											eight percent only because,
simply, their partner didn't show up.
									","
											Cette fois-ci, nous voulions aussi savoir
											si la discussion aurait
une influence sur les participants.
											Nous avons demandé à des chercheurs
d'interroger les participants.
											Deux tiers des participants ont dit
qu'ils avaient appris quelque chose
											sur le comportement de leur partenaire.
											60% ont convenu que
leurs points de vue ont convergé.
											Le niveau de confiance dans la société
semblait plus élevé après l'événement,
											d'après les chercheurs.
											90% ont dit avoir apprécié
leur conversation.
											10% ont dit ne pas avoir
apprécié leur conversation,
											desquels 80% simplement
parce que leur partenaire n'est pas venu.
									","
											Bu yüzden bu sefer,
tartışmanın katılımcılar üzerinde
											herhangi bir etkisinin
olup olmadığını da öğrenmek istedik.
											Bu nedenle araştırmacılardan
katılımcıları incelemesini istedik.
											Katılımcıların üçte ikisi
											partnerlerinin tutumları hakkında 
bir şeyler öğrendiğini söyledi.
											Yüzde 60'ı bakış açılarının 
bir noktada birleştiği görüşündeydi.
											Araştırmacılara göre 
topluma karşı güven seviyesi de
											bu etkinlik sonrasında 
yükselmiş görünüyordu.
											Yüzde 90'ı tartışmadan 
hoşlandığını söyledi.
											Yüzde 10'u tartışmadan
hoşlanmadığını söyledi,
											yüzde 8'i, basitçe söylemek gerekirse,
partnerleri gelmediği için böyle söyledi.
									","
											Esta vez también queríamos saber
											si la discusión tendría algún impacto
en los participantes.
											Así que pedimos a los investigadores
hacer encuestas a los participantes.
											Y dos terceras partes de los participantes
dijeron que aprendieron algo
											sobre las aptitudes de sus parejas.
											El 60 % estuvo de acuerdo en que
sus puntos de vista convergieron.
											El nivel de confianza en la sociedad
parecía algo mayor tras el evento,
											según los investigadores.
											El 90 % dijo que disfrutó su discusión.
											El 10 % dijo que no disfrutaron
su discusión,
											solo en un 8 % sus parejas
no se presentaron.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risas)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											After ""Germany Talks,"" we got approached
by many international media outlets,
											and we decided this time to build
a serious and secure platform.
											We called it ""My Country Talks.""
											And in this short period of time,
""My Country Talks"" has already been used
											for more than a dozen
local and national events
											like ""Het grote gelijk"" in Belgium
or ""Suomi puhuu"" in Finland
											or ""Britain Talks"" in the UK.
											And as I mentioned at the beginning,
we also launched ""Europe Talks,""
											together with 15
international media partners,
											from the ""Financial Times"" in the UK
to ""Helsingin Sanomat"" in Finland.
											Thousands of Europeans met
with a total stranger
											to argue about politics.
											So far, we have been approached
by more than 150 global media outlets,
											and maybe someday there will be
something like ""The World Talks,""
											with hundreds of thousands
of participants.
									","
											Après « L'Allemagne se parle »,
nous avons été approchés
											par de nombreux
organes de presse internationaux
											et nous avons décidé de créer
une plateforme sérieuse et sécurisée.
											Nous l'avons appelée
« Mon pays se parle ».
											Durant cette courte période,
« Mon pays se parle » a déjà été utilisé
											pour plus d'une dizaine
d'événements locaux et nationaux
											comme « Het grote gelijk » en Belgique,
« Suomi puhuu » en Finlande
											ou « Britain Talks » au Royaume-Uni.
											Comme je l'ai évoqué au début, nous
avons aussi lancé « L'Europe se parle »
											avec 15 partenaires
médiatiques internationaux,
											du « Financial Times » au Royaume-Uni
à « Helsingin Sanomat » en Finlande.
											Des milliers d'Européens
ont rencontré un parfait inconnu
											pour débattre de politique.
											Jusqu'ici, nous avons été approchés
											par plus de 150 organes de presse
à travers le monde
											et peut-être qu'il y aura un jour
un genre de « Le monde se parle »
											avec des centaines de milliers
de participants.
									","
											""Almanya Tartışıyor""dan sonra birçok
uluslararası medya kuruluşu bize ulaştı
											ve bu sefer de ciddi ve güvenli 
bir platform kurmaya karar verdik.
											""Ülkem Tartışıyor"" olarak adlandırdık.
											Bu kısa zamanda, ""Ülkem Tartışıyor""
											şimdiden bir düzineden fazla 
yerel ve ulusal etkinlik için kullanıldı,
											Belçika'da ""Het grote gelijk""
veya Finlandiya'da ""Suomi puhuu""
											ve Birleşik Krallık'ta 
""Britanya Tartışıyor"" gibi.
											Birleşik Krallık'taki ""Financial Times""tan
Finlandiya'daki ""Helsingin Sanomat""a kadar
											15 uluslararası 
medya ortaklığı ile birlikte,
											başta da bahsettiğim gibi,
""Avrupa Tartışıyor""u da çıkardık.
											Binlerce Avrupalı siyaset hakkında 
tartışmak için bir yabancıyla buluştu.
											Şu ana kadar 150'den fazla global 
medya kuruluşu bize ulaştı
											ve belki de bir gün 
yüz binlerce katılımcıyla
											""Dünya Tartışıyor"" gibi bir şey olacak.
									","
											Tras ""Alemania habla"", muchos medios
internacionales se nos acercaron,
											y decidimos esta vez construir
una plataforma seria y segura.
											La llamamos ""Mi país habla"".
											Y en este corto periodo de tiempo,
""Mi país habla"" ha sido usada
											en más de una docena de eventos
locales y nacionales
											como ""Het grote gelijk"" en Bélgica
o ""Suomi puhuu"" en Finlandia
											o ""Britain Talks"" en Reino Unido.
											Y como mencioné al principio
también lanzamos ""Europa habla"",
											con 15 compañeros
de medios internacionales
											desde ""Financial Times"" en Reino Unido
a ""Helsingin Sanomat"" en Finlandia.
											Miles de europeos se encontraron
con un completo desconocido
											para discutir sobre política.
											Hasta ahora, hemos sido contactados
por más de 150 medios globales
											y quizás algún día habrá algo
como ""El mundo habla""
											con cientos de miles de participantes.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											But what matters here are not the numbers,
											obviously.
											What matters here is ...
											Whenever two people meet
to talk in person for hours
											without anyone else listening,
											they change.
											And so do our societies.
											They change little by little,
discussion by discussion.
											What matters here is that we relearn
											how to have these
face-to-face discussions,
											without anyone else listening,
											with a stranger.
											Not only with a stranger
we are introduced to
											by a Tinder for politics,
											but also with a stranger in a pub
or in a gym or at a conference.
									","
											Ce qui compte ici,
ce ne sont pas les chiffres,
											évidemment.
											Ce qui compte, c'est...
											A chaque fois que
deux personnes se rencontrent
											pour parler durant des heures
											sans personne d'autre pour écouter,
											elles changent.
											Nos sociétés changent aussi.
											Elles changent petit à petit,
une discussion à la fois.
											Ce qui compte, c'est que nous réapprenons
											comment avoir
ces discussions en tête-à-tête,
											sans personne d'autre,
											avec un inconnu.
											Pas seulement avec un inconnu
à qui nous sommes présentés
											via un Tinder pour la politique,
											mais aussi avec un inconnu dans un bar,
à la salle de sport ou à une conférence.
									","
											Ancak önemli olan açıkçası rakamlar değil.
											Burada önemli olan
											iki insanın başka birisi dinlemeden
yüz yüze saatlerce konuşmak için buluşup
											değişmeleridir.
											Toplumumuzun değişmesi de öyle.
											Yavaş yavaş, tartışa tartışa değişiyorlar.
											Burada önemli olan
											başka biri dinlemeden
											bir yabancıyla birlikte
											nasıl bu yüz yüze tartışmalarını 
yapılacağını öğrenmek.
											Sadece siyaset için olan Tinder 
tarafından tanıştırıldığımız
											bir yabancıyla birlikte değil,
											aynı zamanda bir bardaki,
bir spor salonundaki
											veya bir konferanstaki bir yabancıyla da.
									","
											Pero lo que importa aquí
no son los números
											obviamente.
											Lo que importa aquí es...
											que cada vez que dos personas se
encuentran para hablar horas
											sin que nadie más escuche,
											cambian.
											Y también nuestras sociedades.
											Cambian poco a poco,
discusión a discusión.
											Lo que importa aquí es que reaprendemos
											cómo tener estas discusiones cara a cara,
											sin nadie más escuchando,
											con un desconocido.
											No solo con un desconocido
que nos han presentado
											por un Tinder para política,
											sino con un desconocido en un bar
o en el gimnasio o una conferencia.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											So please meet someone
											and have an argument
											and enjoy it very much.
									","
											S'il vous plaît, rencontrez quelqu'un,
											ayez un débat
											et profitez-en.
									","
											Bu yüzden lütfen biriyle buluşun
											ve tartışın
											ve bundan çok zevk alın.
									","
											Así que, por favor, 
encuéntrense con alguien
											y tengan una discusión
											y disfrútenla mucho.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											Thank you.
									","
											Merci.
									","
											Teşekkür ederim.
									","
											Gracias.
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkış)
									","
											(Aplausos)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											Wow!
									","
											Waouh !
									","
											Vay be!
									","
											¡Vaya!
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkış)
									","
											(Aplausos)
									",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
"
","
","
","
",What happened when we paired up thousands of strangers to talk politics,Jochen Wegner,13:46,"politics,society,social change,journalism,culture,communication,media,democracy,news"
