en,tr,de,pt,title,speaker,duration,tags
"
											I want to close with just two points.
											If you've been following my world,
the field of brain and cognitive sciences,
											for the past few years,
											three big ideas will have come
to your attention.
											The first is that this is
the era of the brain.
											And indeed, there have been
staggering discoveries in neuroscience:
											localizing functionally specialized
regions of cortex,
											turning mouse brains transparent,
											activating neurons with light.
											A second big idea
											is that this is the era of big data
and machine learning,
											and machine learning promises
to revolutionize our understanding
											of everything from social networks
to epidemiology.
											And maybe, as it tackles problems
of scene understanding
											and natural language processing,
											to tell us something
about human cognition.
											And the final big idea you'll have heard
											is that maybe it's a good idea we're going
to know so much about brains
											and have so much access to big data,
											because left to our own devices,
											humans are fallible, we take shortcuts,
											we err, we make mistakes,
											we're biased, and in innumerable ways,
											we get the world wrong.
											I think these are all important stories,
											and they have a lot to tell us
about what it means to be human,
											but I want you to note that today
I told you a very different story.
											It's a story about minds and not brains,
											and in particular, it's a story
about the kinds of computations
											that uniquely human minds can perform,
											which involve rich, structured knowledge
and the ability to learn
											from small amounts of data,
the evidence of just a few examples.
											And fundamentally, it's a story
about how starting as very small children
											and continuing out all the way
to the greatest accomplishments
											of our culture,
											we get the world right.
									","
											Konuşmamı iki hususla kapatmak istiyorum.
											Benim dünyamı, beyin ve bilişsel
bilimler alanını, son birkaç yıldır
											takip ediyorsanız,
											üç büyük fikir ilginizi çekmiştir.
											Birincisi, bu çağ beyin çağıdır.
											Ve aslında, sinirbilimde insanı
afallatan keşifler yapıldı:
											beyin kabuğunun işlevselce özelleşmiş
bölgelerinin yerinin belirlenmesi,
											fare beyinlerinin şeffaflaştırılması,
											sinir hücrelerinin
ışıkla etkinleştirilmesi.
											İkinci büyük fikir,
											bu çağ, büyük veri
ve makine öğrenimi çağıdır
											ve makine öğrenimi,
sosyal ağlardan salgınbilimine
											her şeyi anlayışımızı
değiştirmeye söz veriyor.
											Ve belki makine öğrenimi, mekan algılama
											ve doğal dil işleme sorunlarıyla
											bize insan bilişi hakkında
bir şeyler anlatmak için uğraşıyor.
											Ve duyacağınız üçüncü büyük fikir,
											beyin hakkında o kadar çok şey
bilmemiz ve büyük veriye o kadar çok
											erişimimizin olması iyi olacak,
											çünkü işler kendi
irademize bırakıldığında,
											insanlar yanılabilir,
kestirmeleri seçiyoruz
											konuşurken duraksıyoruz,
hatalar yapıyoruz,
											önyargılıyız ve birçok biçimde
											dünyaya kötülük yapıyoruz.
											Bence bunların hepsi önemli hikâyeler
											ve insan olmanın anlamı üzerine
bize söyleyecekleri çok şey var,
											fakat bir kenara yazmanızı istiyorum,
bugün size çok başka bir hikâye anlattım.
											Anlattığım zihin hakkında,
beyin hakkında değil
											ve özellikle, yalnızca insan
zihninin gerçekleştirebildiği türde,
											zengin, yapılandırılmış bilgi
ve küçük miktarda veriden;
											yalnızca birkaç örneğin bulgusundan
öğrenme yeteneğini içeren türde
											hesaplamalar hakkında bir hikâye,
yalnızca birkaç örneğin bulgusu.
											Ve temelde, küçük bir
çocuk olarak başlayıp
											kültürümüzdeki en büyük
başarılara giden yolda
											devam ederek,
											dünyayı düzeltişimizin hikâyesidir.
									","
											Ich möchte mit 2 Bemerkungen abschließen.
											Wenn Sie meine Welt, den Bereich
der Neuro- und Kognitionswissenschaft
											über die letzten Jahre verfolgt hätten,
											wären Ihnen drei 
besondere Erkenntnisse aufgefallen.
											Die erste ist, dass jetzt
die Ära des Gehirns ist.
											Tatsächlich gab es atemberaubende 
Entdeckungen in den Neurowissenschaften:
											die Lokalisierung funktionsspezifischer
Regionen des Kortex,
											das Transparentmachen eines Mäusegehirns
											und die Aktivierung 
von Neuronen mit Licht.
											Eine zweite große Erkenntnis ist,
											dass jetzt die Ära der ""Big Data"" 
und des maschinellen Lernens ist,
											und maschinelles Lernen verspricht unser
Verstehen von allem zu revolutionieren,
											seien es soziale Netzwerke 
oder Epidemiologie.
											Vielleicht können wir damit
Probleme wie Szenenverständnis
											oder natürliche
Sprachverarbeitung angehen,
											sodass wir etwas über
die menschliche Wahrnehmung lernen.
											Die letzte große Erkenntnis, von der Sie
gehört haben könnten, besagt,
											dass es gut ist, dass wir so viel über 
das Gehirn herausfinden
											und so viele Daten haben.
											Sind wir nämlich uns selbst
überlassen, sind wir fehlbar.
											Wir nehmen Abkürzungen,
wir irren, wir machen Fehler,
											wir haben Vorurteile und
verstehen die Welt oft falsch.
											Ich glaube, dass sind alles 
wichtige Erkenntnisse,
											und sie sagen uns viel darüber, 
was es heißt, Mensch zu sein,
											aber ich möchte Sie daran erinnern, 
dass ich Ihnen etwas anderes erzählt habe:
											die Erkenntnis über 
den Verstand und nicht das Gehirn,
											und im Besonderen ist es die Erkenntnis
											über die Arten von Berechnungen,
											die nur der menschliche Verstand
durchführen kann,
											die strukturiertes Wissen
und die Fähigkeit zu lernen beinhalten,
											sei es von wenigen Daten oder Beispielen.
											Grundsätzlich ist es
die Erkenntnis darüber,
											wie wir als kleine Kinder
damit anfangen und weitermachen,
											bis zu den großen Errungenschaften
unserer Kultur,
											bis wir die Welt richtig verstehen.
									","
											Vou concluir com apenas dois pontos.
											Se vocês têm estado a acompanhar
as ciências cognitivas e do cérebro
											dos últimos anos,
											terão reparado em três grandes ideias.
											A primeira é que estamos
na era do cérebro.
											De facto, houve descobertas
surpreendentes na neurociência:
											a localização funcional
de regiões especializadas do córtex,
											tornando transparentes cérebros de ratos,
											ativando neurónios com luz.
											A segunda grande ideia
											é que estamos na era dos megadados
e da aprendizagem das máquinas,
											e isto promete revolucionar
a nossa compreensão de tudo,
											desde as redes sociais
até à epidemiologia.
											Talvez ao enfrentar problemas
de compreensão contextual
											e de processamento de linguagem natural,
											isto nos possa dizer algo
sobre a cognição humana.
											E a última grande ideia
											é que talvez seja uma boa ideia
virmos a saber muito sobre o cérebro
											e termos muito acesso aos megadados,
											pois, se ficarmos entregues a nós próprios,
											os seres humanos são falíveis,
usamos atalhos,
											erramos, cometemos erros,
											somos preconceituosos
e, de várias maneiras,
											interpretamos mal o mundo.
											Penso que estas histórias são importantes,
											e elas dizem-nos muito sobre 
o que significa ser humano,
											mas quero que vocês percebam que 
vos contei uma história muito diferente.
											É uma história sobre mentes
e não sobre o cérebro.
											Em particular, é uma história
sobre os tipos de cálculos
											que só as mentes humanas
podem fazer,
											o que envolve o conhecimento
rico e estruturado
											e a capacidade de aprender a partir
de pequenas quantidades de dados,
											das evidências de alguns exemplos.
											Essencialmente, é uma história
sobre como as crianças
											começam e continuam o seu caminho
											para as maiores realizações
da nossa cultura.
											Conseguimos assim, 
interpretar bem o mundo.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											Folks, human minds do not only learn
from small amounts of data.
											Human minds think
of altogether new ideas.
											Human minds generate
research and discovery,
											and human minds generate
art and literature and poetry and theater,
											and human minds take care of other humans:
											our old, our young, our sick.
											We even heal them.
											In the years to come, we're going
to see technological innovations
											beyond anything I can even envision,
											but we are very unlikely
											to see anything even approximating
the computational power of a human child
											in my lifetime or in yours.
											If we invest in these most powerful
learners and their development,
											in babies and children
											and mothers and fathers
											and caregivers and teachers
											the ways we invest in our other
most powerful and elegant forms
											of technology, engineering and design,
											we will not just be dreaming
of a better future,
											we will be planning for one.
									","
											Arkadaşlar, insan zihni yalnızca
küçük miktarda veriyle öğrenmez.
											İnsan zihni, bütün fikirleri
bir arada düşünür.
											İnsan zihni,
araştırma ve keşif yaratır,
											insan zihni; sanat, edebiyat,
şiir ve tiyatro yaratır
											ve insan zihni diğer insanlarla ilgilenir:
											yaşlılarımızla, gençlerimizle,
hastalarımızla.
											Hatta insanları iyileştiriyoruz.
											Gelecek yıllarda, zihnimde
canlandırabileceğimin bile ötesinde
											teknolojik yenileşmeler göreceğiz,
											fakat benim ya da sizin yaşamınız boyunca
											bir insan çocuğunun
hesaplama gücüne yaklaşacak güçte bile
											bir şeyin görülmesi olası değil.
											Bu en güçlü öğrenicilere
ve onların gelişimine;
											bebeklere ve çocuklara,
											annelere ve babalara,
											bakıcılara ve öğretmenlere,
											diğer teknolojinin, mühendisliğin
ve tasarımın en güçlü ve zeki türlerine
											yatırım yaptığımız gibi yaparsak,
											yalnızca daha iyi bir geleceğin
hayalini kuruyor olmayacağız,
											iyi bir geleceği planlıyor olacağız.
									","
											Der menschliche Verstand lernt nicht 
nur aus kleinen Datenmengen.
											Der menschliche Verstand
entwickelt neue Ideen.
											Er erzeugt Forschung und Entdeckungen,
											sowie Kunst, Literatur,
Dichtung und Theater.
											Der menschliche Verstand
kümmert sich um andere Menschen:
											die alten, jungen oder kranken Menschen.
											Wir heilen sie sogar.
											In den kommenden Jahren werden wir
technologische Innovationen sehen,
											die weit über das hinaus gehen, 
was man sich überhaupt vorstellen kann,
											aber es wird sehr unwahrscheinlich sein,

											dass wir noch in meinem Leben
oder Ihrem etwas sehen werden,
											dass dem Urteilsvermögen eines 
menschlichen Kindes nahe kommt.
											Wenn wir in diese mächtigen Lerner
und ihre Entwicklung investieren,
											in Babys, Kinder, Mütter, Väter,
Erzieher und Lehrer,
											genauso wie wir in die mächtigen
und eleganten Formen
											der Technologie, Ingenieurskunst
und Design investieren,
											werden wir nicht nur 
von einer besseren Zukunft träumen,
											wir werden sie tatsächlich planen.
									","
											A mente humana não aprende
apenas com pequenas quantidades de dados.
											A mente humana pensa em novas ideias.
											A mente humana gera
pesquisa e descoberta.
											A mente humana gera
arte, literatura, poesia e teatro.
											A mente humana cuida
de outros seres humanos:
											dos nossos velhos, dos nossos jovens, 
dos nossos doentes.
											Nós até os curamos.
											Nos próximos anos, vamos ver
inovações tecnológicas
											para além de qualquer coisa
que eu possa imaginar,
											mas é muito improvável
											que venhamos a ver um computador com 
o mesmo poder da mente de uma criança
											durante a minha vida ou a vossa.
											Se investirmos nestes poderosos 
aprendizes e no seu desenvolvimento,
											nos bebés e nas crianças,
											nas mães e nos pais
											nos cuidadores e nos professores,
											da mesma forma que investimos
noutras formas mais poderosas e elegantes
											de tecnologia, da engenharia e do ""design"",
											não vamos apenas sonhar
com um futuro melhor,
											vamos estar a planeá-lo.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											Thank you very much.
									","
											Çok teşekkür ederim.
									","
											Vielen Dank.
									","
											Muito obrigada.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Applause)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Aplausos)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											Chris Anderson: Laura, thank you.
I do actually have a question for you.
											First of all, the research is insane.
											I mean, who would design
an experiment like that? (Laughter)
											I've seen that a couple of times,
											and I still don't honestly believe
that that can truly be happening,
											but other people have done
similar experiments; it checks out.
											The babies really are that genius.
									","
											Chris Anderson: Laura, teşekkür ederiz.
Sana soracağım bir sorum var.
											Öncelikle, bu çılgınca bir araştırma.
											Demek istediğim, kim böyle
bir deney tasarlar ki? (Gülüşmeler)
											Birkaç kez izledim
											ve hâlâ gerçekten bunun
olabileceğine inanmıyorum,
											fakat diğer insanlar da benzer
deneyler yaptı ve sonuçlar örtüşüyor.
											Bebekler gerçekten tam bir dâhi.
									","
											Chris Anderson: Laura, danke.
Ich hätte eine Frage.
											Erst einmal: Ihre Forschung ist Wahnsinn.
											Wer würde ein derartiges
Experiment zusammenstellen? (Gelächter)
											Ich habe das schon ein paar Mal gesehen
											und ich kann es immer noch nicht glauben, 
dass das wirklich passiert.
											Aber andere Leute haben ähnliche 
Experimente erfolgreich durchgeführt.
											Die Babys sind einfach genial.
									","
											Chris Anderson: Laura, obrigado.
Tenho uma pergunta para si.
											Em primeiro lugar,
esta pesquisa é uma loucura.
											Quero dizer, quem iria projetar
uma experiência como esta?
											Eu vi isto algumas vezes,
											e ainda não acredito que isto 
pode estar a acontecer,
											mas outras pessoas fizeram experiências
semelhantes; e verifica-se.
											Os bebés são realmente geniais.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											LS: You know, they look really impressive
in our experiments,
											but think about what they
look like in real life, right?
											It starts out as a baby.
											Eighteen months later,
it's talking to you,
											and babies' first words aren't just
things like balls and ducks,
											they're things like ""all gone,""
which refer to disappearance,
											or ""uh-oh,"" which refer
to unintentional actions.
											It has to be that powerful.
											It has to be much more powerful
than anything I showed you.
											They're figuring out the entire world.
											A four-year-old can talk to you
about almost anything.
											(Applause)
									","
											LS: Biliyor musun, deneylerimizde
gerçekten şaşırtıcı görünüyor,
											fakat gerçek yaşamda
nasıl olduklarını bir düşün.
											Bebek olarak başlıyor.
											On sekiz ay sonra,
seninle konuşuyor
											ve bebeklerin ilk sözcükleri
yalnızca top ya da ördek değil,
											""hepsi gitti"" gibi ortadan
kaybolmayla ilgili şeyler ya da
											""a-aa"" gibi istemsiz
eylemlerle ilgili şeyler.
											Bebeğin güçlü olması gerekiyor.
											Gösterdiğim herhangi bir şeyden
daha güçlü olması gerekiyor.
											Koca dünyayı anlamlandırıyorlar.
											Dört yaşında bir çocuk neredeyse
her şey hakkında konuşabilir.
											(Alkış)
									","
											LS: Sie sehen sehr beeindruckend
in unseren Experimenten aus,
											aber bedenken wir, wie sie
im wirklichen Leben aussehen.
											Es beginnt als Baby.
											Achtzehn Monate später spricht es
											und seine ersten Worte sind nicht nur 
Dinge wie Ball und Ente,
											sondern etwas wie ""alles weg"", 
das sich auf das Verschwinden bezieht,
											oder ""oh-oh"", das sich auf 
ungewollte Handlungen bezieht.
											Das Baby muss so leistungsstark sein.
											Es muss leistungsstärker als alles
andere sein, das ich gezeigt habe.
											Sie begreifen die ganze Welt.
											Ein 4-jähriges Kind kann zu Ihnen
über fast alles sprechen.
											(Applaus)
									","
											LS: Eles parecem muito impressionantes
nas nossas experiências,
											mas pense em como eles são
na vida real.
											Nasce um bebé. Dezoito meses depois, 
está a falar connosco.
											As primeiras palavras
não são coisas como bolas e patos,
											são coisas como ""não há"",
que se refere ao desaparecimento,
											ou ""uh-oh"", que se refere
a ações não intencionais.
											É preciso ser poderoso,
											muito mais poderoso
do que tudo o que eu mostrei.
											Estão a tentar descobrir 
o mundo inteiro.
											Uma criança de quatro anos
pode conversar sobre quase tudo.
											(Aplausos)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											CA: And if I understand you right,
the other key point you're making is,
											we've been through these years
where there's all this talk
											of how quirky and buggy our minds are,
											that behavioral economics
and the whole theories behind that
											that we're not rational agents.
											You're really saying that the bigger
story is how extraordinary,
											and there really is genius there
that is underappreciated.
									","
											CA: Sizi doğru anladıysam,
dikkat çektiğiniz diğer bir husus
											yıllardır şu konuşma ortada dönüyor,
											beynimiz ve zihnimiz acayip ve kusurlu,
											davranışsal ekonomi
ve ardındaki bütün kuramlar
											mantıklı varlıklar olmadığımızı söyler.
											Gerçekten de büyük
hikâyenin olağanüstü olduğunu
											ve gerçekten gereğinden az değer verilen
bir dâhinin varlığından bahsediyorsunuz.
									","
											CA: Wenn ich Sie richtig verstehe,
machen Sie die andere Kernaussage,
											dass nach all den Jahren
der Gespräche darüber,
											wie sonderbar und fehlbar
unser Verstand ist,
											die Verhaltensökonomie und all
die Theorien dahinter besagen,
											dass wir nicht rational handeln.
											Aber eigentlich sagen Sie,
dass wir erkennen sollen,
											wie außergewöhnlich und genial wir sind,
was nicht ausreichend gewürdigt wird.
									","
											CA: Se percebi bem,
o outro ponto que levanta
											é que temos passado estes anos 
com esta conversa toda
											do quão peculiar e confusas 
são as nossas mentes,
											que a economia comportamental
e outras teorias que dizem
											que não somos agentes racionais.
											Acha realmente que a nossa mente
é extraordinária,
											e que há um génio ali que é subestimado?
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											LS: One of my favorite
quotes in psychology
											comes from the social
psychologist Solomon Asch,
											and he said the fundamental task
of psychology is to remove
											the veil of self-evidence from things.
											There are orders of magnitude
more decisions you make every day
											that get the world right.
											You know about objects
and their properties.
											You know them when they're occluded.
You know them in the dark.
											You can walk through rooms.
											You can figure out what other people
are thinking. You can talk to them.
											You can navigate space.
You know about numbers.
											You know causal relationships.
You know about moral reasoning.
											You do this effortlessly,
so we don't see it,
											but that is how we get the world right,
and it's a remarkable
											and very difficult-to-understand
accomplishment.
									","
											LS: Ruhbilimdeki
en sevdiğim alıntılardan biri
											toplumsal ruhbilimci
Solomon Asch'tan gelir
											ve Solomon, ruhbilimin
temel görevinin zâten ortada olanın
											örtüsünü kaldırmak olduğunu söylemiştir.
											Her gün önem sırasına göre
verdiğiniz birçok karar vardır,
											bu kararlar dünyayı düzeltir.
											Nesneleri ve özelliklerini bilirsiniz.
											Önüne engel gelince tanırsınız.
Karanlıkta tanırsınız.
											Bir odadan diğerine yürüyebilirsiniz.
											Başkalarının ne düşündüğünü
anlarsınız. Onlarla konuşursunuz.
											Uzayda hareket edersiniz.
Sayıları bilirsiniz.
											Nedensel ilişkileri bilirsiniz.
Ahlâkî akıl yürütmeyi bilirsiniz.
											Bunları çabasız yaparsınız,
bu yüzden pek bir şey görmeyiz,
											fakat dünyayı böyle
anlamlandırırız, bu dikkate değerdir
											ve anlaması çok zor bir başarımdır.
									","
											LS: Eines meiner Lieblingszitate 
in der Psychologie ist
											von dem Sozialpsychologen Salomon Asch.
											Er sagte: ""Die Grundaufgabe
der Psychologie ist,
											den Schleier der Selbstverständlichkeit 
von den Dingen zu nehmen.""
											Es gibt Größenordnungen
von Entscheidungen,
											die man täglich trifft, 
die die Welt richtig erfassen.
											Wir erkennen Gegenstände
und ihre Eigenschaften,
											auch wenn sie verdeckt 
oder im Dunkeln sind.
											Wir können durch Räume laufen
											und herausfinden, was andere
denken und mit ihnen reden.
											Wir können ins All fliegen, kennen Zahlen,
											kausale Zusammenhänge
und haben moralisches Urteilsvermögen.
											Wir tun das ohne Mühe,
deshalb sehen wir es nicht,
											aber so sehen wir die Welt.
											Es ist eine bemerkenswerte
und schwer nachvollziehbare Leistung.
									","
											LS: Uma das minhas citações favoritas
em psicologia
											é do psicólogo social Solomon Asch,
											que disse que a tarefa fundamental
da psicologia
											é remover o véu
da autoevidência das coisas.
											Há milhões de tipos de escolhas
que fazemos todos os dias,
											que nos fazem ver bem o mundo.
											Conhecemos os objetos
e as suas propriedades.
											Sabemos quando estão ocultos.
Conhecemo-los no escuro.
											Podemos andar por salas,
											descobrir o que as outras 
pessoas estão a pensar e falar com elas.
											Podemos navegar no espaço.
Conhecemos os números.
											Conhecemos as relações causais
e o raciocínio moral.
											Fazemos isto sem esforço,
por isso nem reparamos,
											mas é assim que vemos o mundo,
e é uma realização notável
											e muito difícil de perceber.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											CA: I suspect there are people
in the audience who have
											this view of accelerating
technological power
											who might dispute your statement
that never in our lifetimes
											will a computer do what
a three-year-old child can do,
											but what's clear is that in any scenario,
											our machines have so much to learn
from our toddlers.
											LS: I think so. You'll have some
machine learning folks up here.
											I mean, you should never bet
against babies or chimpanzees
											or technology as a matter of practice,
											but it's not just
a difference in quantity,
											it's a difference in kind.
											We have incredibly powerful computers,
											and they do do amazingly
sophisticated things,
											often with very big amounts of data.
											Human minds do, I think,
something quite different,
											and I think it's the structured,
hierarchical nature of human knowledge
											that remains a real challenge.
									","
											CA: Sanırım izleyicilerimiz arasında
teknolojinin hızlanan gücünü
											benimseyen sizin
üç yaşındaki çocuğun
											yapabileceklerini bir bilgisayarın
hiçbir zaman yapamayacağı
											açıklamanıza itiraz
edecek insanlar olabilir,
											fakat net olan şey şu, her durumda
											makinelerimizin bebeklerimizden
öğreneceği çok şey var.
											LS: Bence de. Burada makine
öğrenimiyle ilgilenen arkadaşlar vardır.
											Diyorum ki, asla bebekleri şempanzelerle
											ya da teknolojiyle kıyaslamayın,
											fakat bu yalnızca
nicelik farklılığı değil.
											Tür farklılığı.
											İnanılmaz güçlü bilgisayarlarımız var
											ve inanılmaz karmaşık
şeyler yapıyorlar,
											sıklıkla büyük miktarda veriyle.
											İnsan zihni, bence,
oldukça farklı bir şey yapıyor
											ve bence, asıl zorlayıcı olan şey,
											insan zihninin yapısal, basamaklı doğası.
									","
											CA: Einige Leute im Publikum 
denken vermutlich,
											dass die Technik sich
sehr schnell verbessern wird,
											was Ihre Behauptung
in Frage stellen könnte,
											dass ein Computer niemals das tun wird,
was ein 3-jähriges Kind tun kann.
											Aber in jedem Fall ist klar,
											dass Maschinen noch sehr viel
von Babys lernen müssen.
											LS: Genau. Das werden einige aus dem
Bereich des maschinellen Lernens sagen.
											Ich denke, man sollte allgemein
nie gegen Babys, Schimpansen
											oder Technik wetten,
											denn es gibt nicht nur
einen Unterschied in der Quantität,
											sondern auch in der Art und Weise.
											Wir haben unglaublich
leistungsstarke Computer
											und sie tun anspruchsvolle Dinge,
											oft mit riesigen Datenmengen.
											Ich finde, dass den menschlichen Verstand
etwas völlig anderes ausmacht,
											nämlich die strukturierte, hierarchische
Natur des menschlichen Wissens,
											das eine wahre Herausforderung ist.
									","
											CA: Eu suspeito que há pessoas na plateia
											que têm uma visão do poder
tecnológico crescente
											que podem refutar a sua afirmação
de que, nunca na nossa vida,
											haverá um computador que faça o mesmo
que uma criança de três anos,
											mas está claro que, em qualquer cenário,
											as nossas máquinas têm muito
a aprender com as nossas crianças.
											LS: Acho que sim. Temos aqui pessoas
de aprendizagem de máquina.
											Quero dizer, não devemos apostar
contra bebés ou chimpanzés
											ou tecnologia, como uma questão prática,
											mas não é apenas
uma diferença na quantidade,
											é uma diferença no tipo.
											Temos computadores
incrivelmente poderosos,
											que fazem coisas
incrivelmente sofisticadas,
											muitas vezes com grandes
quantidades de dados.
											A mente humana faz algo
completamente diferente.
											Acho que é a natureza hierárquica 
e estruturada do conhecimento humano
											que continua a ser um desafio real.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											CA: Laura Schulz, wonderful
food for thought. Thank you so much.
									","
											CA: Laura Schulz, üstünde düşünülecek
harika bir konuşmaydı. Çok teşekkürler.
									","
											CA: Laura Schulz, danke für 
den wunderbaren Gedankenanstoß.
									","
											CA: Laura Schulz,
uma conversa maravilhosa. Obrigado.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											LS: Thank you.
(Applause)
									","
											LS: Teşekkürler
(Alkış)
									","
											LS: Danke.
(Applaus)
									","
											LS: Obrigada.
											(Aplausos)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
