en,es,fr,tr,de,title,speaker,duration,tags
"
											Now take a look at this employee report
at a major technology company in 2016.
											Women make up only 19 percent
of the technology workforce.
											And underrepresented minorities
make up only four percent.
											This statistic might look familiar
											if you walked into
a high school robotics club,
											or a college engineering class.
									","
											Vean este informe de empleados 
de una tecnológica grande en 2016.
											Las mujeres son el 19 % de la 
fuerza laboral en tecnología.
											Y las minorías subrepresentadas
son solo el 4 %.
											Esta estadística puede resultar familiar
											para alguien que frecuenta
clubes de robótica de secundaria,
											o clases de ingeniería en la universidad.
									","
											Regardons maintenant les chiffres
sur les employés
											d'une grande entreprise technologique
en 2016.
											Les femmes ne représentent que 19 % 
des employés du secteur de la technologie.
											Et les minorités sont sous-représentées
avec une part de seulement 4 %.
											Ces chiffres ne vous étonnent pas
											si vous vous êtes déjà baladé
dans le club robotique d'un lycée,
											ou dans une classe
de technologie d'un collège.
									","
											Şimdi büyük bir şirketin 2016 yılı
istihdam raporuna bir göz atalım.
											Kadınlar, teknoloji iş gücünün sadece
yüzde 19'unu oluşturuyorlar.
											Yeterli temsil edilmeyen azınlıklar ise
sadece yüzde 4'ünü oluşturuyor.
											Eğer bir lise robot kulübüne veya
											bir üniversite mühendislik
sınıfına girerseniz
											bu istatistik size çok tanıdık gelebilir.
									","
											Schauen Sie sich diese Personalstatistik
											eines großen Technologiekonzern 
aus dem Jahr 2016 an.
											Frauen stellen hier nur 19 % 
der Mitarbeiter im Technologiesektor.
											Unterdurchschnittlich repräsentierte
Minderheiten machen nur 4 % aus.
											Diese Statistik mag ähnlich ausfallen,
											wenn man Robotikkurse in der Mittelstufe
											oder Ingenieursseminare
an Universitäten besucht.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											Now, there's a wide variety of problems
											that contribute to the lack of diversity
in the technology force.
											Perhaps one solution could be
											to introduce technology to students
through creative projects.
											I'm not saying that this
could solve everything,
											but it could introduce technology
											to people who originally
wouldn't be interested in it
											because of how it has been
portrayed and taught in school.
									","
											Pero hay una amplia gama de problemas
											que contribuyen a la falta de diversidad
en el área de tecnología.
											Quizá una solución podría ser
											presentar la tecnología a los estudiantes 
con proyectos creativos.
											No digo que esto 
podría resolverlo todo,
											pero podría presentar la tecnología
											a personas que en principio
no estarían interesadas en eso
											debido a la forma de presentar
y enseñar el tema en la escuela.
									","
											Bien sur, les causes sont multiples
											pour expliquer ce manque de diversité
dans le secteur de la technologie.
											Une des solutions pourrait être
											de présenter la technologie aux élèves
à travers des projets créatifs.
											Je ne dis pas que cela pourrait
tout résoudre,
											mais cela permettrait à la technologie
de toucher des gens
											qui au départ, ne s'y intéressent
pas particulièrement,
											à cause de la mauvaise image
qu'ils en ont gardée depuis l'école.
									","
											Teknoloji gücündeki çeşitliliğin azlığına
											sebep olan çok çeşitli problem vardır.
											Belki çözümlerden biri,
teknolojiyi öğrencilere
											yaratıcı projelerle tanıtmak olabilir.
											Ben, bunun her şeyi
çözebileceğini söylemiyorum
											ama bu, teknolojinin okullarda
sergilenme ve öğretilme biçimi yüzünden,
											önceden onunla ilgilenmeyenleri
											teknolojiyle tanıştırabilir.
									","
											Dabei gibt es eine 
breite Palette an Problemen,
											die zu dieser Einseitigkeit im
Technologiesektor beitragen.
											Eine Lösung könnte vielleicht sein,
											Schüler durch kreative Projekte
an Technologie heranzuführen.
											Ich behaupte nicht, dass das
die Lösung für alles ist,
											aber es könnte Technologie 
für jene zugänglich machen,
											die sich ursprünglich 
nicht dafür interessierten,
											aufgrund der Weise, wie es in Schulen
präsentiert und gelehrt wurde.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											So how do we start to change
the perception of technology?
											Most students think
that it's boring or unwelcoming,
											so I have always designed projects
following three principles.
											First is having a low floor,
											and that means this project
is easy to get started.
											So take a look at this tutorial.
											The first project
we asked students to learn
											is to make a circuit on paper.
											As you can see, it doesn't
take very long to learn,
											and it's pretty easy even for beginners.
											And having a low floor also means
that we're removing the financial barrier
											that prevents people
from completing a project.
											So with paper, copper tape,
lightbulb and a battery,
											people can complete this project
for under a dollar.
									","
											¿Cómo empezamos a cambiar 
la percepción de la tecnología?
											La mayoría de los estudiantes piensa
que es aburrida o poco acogedora,
											por eso yo siempre he diseñado proyectos 
siguiendo tres principios.
											Primero, debe tener un piso bajo,
											o sea, debe ser fácil 
de comenzar el proyecto.
											Vean este tutorial.
											El primer proyecto que le pedimos
a los estudiantes que aprendan
											es hacer un circuito en papel.
											Y pueden ver, no llevar
demasiado tiempo en aprender,
											y es bastante fácil 
incluso para principiantes.
											Y tener un piso bajo significa también 
que eliminamos la barrera financiera
											que impide que la gente 
termine un proyecto.
											Así, con papel, cinta de cobre,
una lamparita y una batería,
											la gente puede terminar este proyecto 
por menos de un dólar.
									","
											Donc, par où commencer
pour changer l'image de la technologie ?
											La plupart des élèves pensent que 
c'est ennuyeux ou désagréable.
											J'ai donc toujours conçu mes projets 
en suivant trois grands principes :
											Premièrement : partir de très bas,
											pour pouvoir commencer facilement 
le projet.
											Regardez ce tutoriel.
											Pour le premier projet, 
nous demandons aux élèves
											de réaliser un circuit sur du papier.
											Comme vous le voyez,
ce n'est pas long à apprendre,
											c'est plutôt facile,
même pour des débutants.
											Partir de très bas signifie également
que nous écartons les obstacles financiers
											qui empêchent les gens
d'achever un projet.
											Ainsi, avec du papier, 
du ruban de cuivre, une LED et une pile,
											on peut réaliser ce projet
pour moins d'un dollar.
									","
											Teknoloji algısını değiştirmek için
nasıl başlayacağız?
											Çoğu öğrenci bunun sıkıcı ve
nahoş olduğunu düşünür,
											bu yüzden projeleri daima
şu üç prensiple tasarladım:
											Birincisi, alçak zemine sahip olmak,
											bu projenin başlamak için
kolay olması anlamına geliyor.
											Bu eğitici derse bir göz atalım.
											Öğrencilerden öğrenmesini istediğimiz
											ilk proje, kâğıda bir daire çizmeleri.
											Gördüğünüz gibi bunu öğrenmek
uzun zaman almaz
											ve yeni başlayanlar için bile 
oldukça kolaydır.
											Alçak bir zemine sahip olmak insanları
projelerini tamamlamaktan alıkoyan
											mali engeli kaldırmak demektir.
											Böylelikle, kâğıt, bakır şerit, 
ampul ve bir pille
											insanlar bu projeyi bir dolardan daha az
maliyetle tamamlayabilir.
									","
											Wie fangen wir also an, die Auffassung
von Technologie zu ändern?
											Die meisten Schüler denken, dass es
langweilig oder schwer zugänglich ist,
											weshalb ich Projekte stets 
nach drei Prinzipien erstellte.
											Zuerst, eine niedrige Einstiegshürde,
											sodass der Start ins Projekt leicht fällt.
											Schauen Sie sich diese Anleitung an.
											Im ersten Projekt sollten
die Schüler lernen,
											einen Stromkreis auf Papier zu bauen.
											Offensichtlich dauert
der Lernprozess gar nicht lange
											und ist selbst für Anfänger sehr einfach.
											Niedrige Einstiegshürden bedeuten auch,
dass wir finanzielle Barrieren entfernen,
											die sonst Leute davon abhält,
Projekte abzuschließen.
											Mit nur Papier, Kupferband, 
einer Glühbirne und einer Batterie
											kann dieses Projekt schon für unter
einem Dollar durchgeführt werden.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											So second principle
is having a high ceiling.
											This means that there's
a lot of room to grow,
											and students are
constantly being challenged.
											At first it might just be
a light-up creature,
											but then you can add sensors
and microcontrollers,
											and start to program the creature
to interact with its environment.
									","
											El segundo principio, 
es tener un techo alto.
											Es decir, tener mucho espacio para crecer,
											a los estudiantes se los desafía 
todo el tiempo.
											Al principio puede ser solo 
una criatura iluminada,
											pero luego se le pueden añadir 
sensores y microcontroladores,
											y empezar a programar la criatura 
para interactuar con su entorno.
									","
											Deuxième principe : 
avoir une marge de progression importante.
											Cela signifie qu'il y a beaucoup 
d'améliorations possibles
											donc les élèves peuvent toujours
être challengés.
											Au départ, c'est juste une créature
qui s'allume
											mais quand vous lui ajoutez des capteurs
et des microcontrolleurs
											et que vous le programmez,
											cette créature interagit
avec son environnement.
									","
											İkinci prensip yüksek tavana sahip olmak.
											Bu, gelişmek için çok yerin olması ve
											öğrencilerin sürekli teşvik 
edilmesi demektir.
											Başta bu ışıklı bir nesne olabilir
											ama sonra sensörleri ve
mikro denetçileri ekleyebilirsiniz
											ve nesneyi çevreyle etkileşmesi için
programı çalıştırabilirsiniz.
									","
											Das zweite Prinzip ist,
ein hohes Niveau zu ermöglichen.
											Das heißt, es gibt viel Raum für Wachstum,
											und Schüler werden
ständig herausgefordert.
											Am Anfang mag es nur
eine leuchtende Figur sein,
											aber dann können Sensoren und
Mikrokontroller eingebaut werden,
											und die Figur kann programmiert werden,
um mit ihrer Umwelt zu interagieren.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											And finally,
											the third principle is customization.
											This means that we can make
this project relevant to anyone.
											That's the beauty
of using everyday materials;
											it's very easy to customize
using paper and fabric.
											So even if you don't like Flappy Bird,
											you can still make your own game.
									","
											Y finalmente,
											el tercer principio es la personalización.
											Esto significa que podemos hacer 
este proyecto relevante para todos.
											Esa es la belleza de usar 
materiales cotidianos;
											es muy fácil de personalizar 
usando papel y tela.
											Así que incluso si no les gusta 
Flappy Bird,
											pueden hacer su propio juego.
									","
											Et pour finir,
											le troisième principe est 
la customisation.
											Ce qui signifie que l'on peut rendre
le projet intéressant pour tout le monde.
											C'est l'avantage d'utiliser 
des éléments du quotidien.
											Il est très facile de customiser 
avec du papier et des tissus.
											Donc, même si vous n'aimez pas 
Flappy Bird,
											vous pouvez quand même 
fabriquer votre propre jeu.
									","
											Ve son olarak,
											üçüncü prensip ise kişiselleştirmedir.
											Bu, projeyi herhangi biriyle
ilişkili hâle getirebileceğimiz demektir.
											Gündelik malzemelerin güzelliği budur;
											kâğıt ve kumaş kullanarak
kişiselleştirilme çok kolay.
											Böylelikle Flappy Bird'den
hoşlanmasanız da
											yine de kendi oyununuzu yapabilirsiniz.
									","
											Das dritte und letzte Prinzip
ist Anpassbarkeit.
											Das bedeutet, dass das Projekt
an jeden anpassbar ist.
											Das ist das Schöne an
alltäglichen Materialien,
											sie sind durch Papier und Stoffe
sehr einfach anpassbar.
											Auch wenn Sie Flappy Bird gar nicht mögen,
											können Sie immer noch 
Ihr eigenes Spiel entwerfen.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Video) Student: So our game
is about Justin Bieber,
											because he's been speeding,
											and the object is to prevent him
from getting caught by the LAPD —
									","
											(Video) Estudiante: Nuestro juego
es sobre Justin Bieber,
											porque condujo a alta velocidad,
											y el objeto es impedir que
lo atrape el organismo de control...
									","
											(Vidéo) Élèves : Notre jeu est sur 
Justin Bieber,
											parce qu'il est en excès de vitesse
											et le but est d'empêcher la police 
de l'attraper.
									","
											(Video) Öğrenci: Oyunumuz
Justin Bieber hakkında,
											çünkü, o hızlı araba kullanıyor
											ve konu, onun Los Angeles polisine
yakalanmasına engel olmak.
									","
											(Video) Schüler: Unser Spiel
handelt von Justin Bieber.
											Da er zu schnell gefahren ist,
											muss man dafür sorgen, 
dass er der Polizei entkommt.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Video) Student:
Yeah, but he's changing so —
											we're a part of his posse.
									","
											(Video) Estudiante:
Sí, pero está cambiando así que...
											somos parte de su pandilla.
									","
											(Vidéo) Élèves : 
mais il est en train de changer donc,
											nous, on fait partie de ses fans.
									","
											(Video) Öğrenci: Evet, ama o değişiyor,
											biz de onun ekibinin bir parçasıyız.
									","
											(Video) Schüler: Ja, aber er 
hat sich geändert,
											wir sind Teil seiner Truppe.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Teşekkürler.
									","
											Vielen Dank.
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Applaus)
									",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
"
","
","
","
","
",Easy DIY projects for kid engineers,Fawn Qiu,7:03,"children,education,computers,innovation,personal growth,design,programming,invention,engineering,technology,teaching,creativity,TED Residency"
