es,en,fr,title,speaker,duration,tags
"
											Cuando las naciones se enfrentan,
											China y EE.UU se enfrentan entre sí así.
											Cuando las ciudades interactúan, interactúan así.
											China y EE.UU, a pesar de la reciente
											reunión en California,
											están aprisionadas en todo tipo 
de odio, resentimiento y rivalidad
											por ser el número uno.
											Todo lo que escuchamos fue 
sobre quién será el número uno.
											Las ciudades no se preocupan 
por ser el número uno.
											Tienen que trabajar juntas, 
y eso es lo que hacen.
											Trabajan juntas frente al 
cambio climático, por ejemplo.
											Organizaciones como el C49, 
ICLEI, que mencioné antes,
											han estado trabajando juntas
											muchos, muchos años antes 
de la cumbre de Copenhague.
											En Copenhague, hace 
cuatro o cinco años,
											184 naciones se unieron 
para explicarse unas a otras
											por qué sus soberanías 
no les permitían
											lidiar con la gravísima 
crisis del cambio climático,
											pero el alcalde de Copenhague invitó
											a 200 alcaldes.
											Llegaron, se quedaron 
y encontraron formas,
											y lo siguen haciendo, 
para trabajar juntos,
											de ciudad a ciudad y en 
organizaciones interurbanas.
											El 80% de las emisiones de dióxido 
de carbono procede de las ciudades,
											lo que significa que 
las ciudades están en la posición
											de poder resolver 
este problema, o la mayor parte,
											tanto si los estados 
de los que forman parte
											llegan a acuerdos entre ellos o no.
											Y lo están haciendo.
											Los Ángeles ha limpiado su puerto,
											que suponía el 40% de 
las emisiones de carbono,
											y las ha reducido 
alrededor del 20%.
											Nueva York tiene un programa 
para rehabilitar viejos edificios,
											aislarlos del frío en invierno;
											evitar fugas del aire acondicionado
											en verano. Eso está funcionando.
											En Bogotá, cuando 
Mockus era alcalde,
											se inició un sistema de transporte
											que ahorraba energía y 
permitía a los autobuses
											funcionar en la práctica como el metro,
											autobuses exprés 
con carriles propios.
											Esto ayudó al desempleo, ya que 
la gente podía atravesar la ciudad,
											y tuvo también un gran 
impacto en el clima
											y en muchas otras cosas.
											Singapur, al tiempo que 
desarrollaba sus rascacielos
											y sus extraordinarias viviendas públicas,
											también desarrolló una isla de parques,
											y si van allí podrán ver qué cantidad
											de espacio verde y parques tienen.
											Las ciudades están haciendo todo 
esto, pero no solo individualmente.
											Están trabajando juntas.
											Comparten sus proyectos,
											y están mejorando las cosas al implementar 
las mejores prácticas compartidas.
											El sistema de bicis compartidas,
											esto comenzó hace 20 o 
30 años en Latinoamérica.
											Ahora se da en cientos de 
ciudades de todo el mundo.
											Zonas peatonales, tasas de congestión,
											límites de emisión como los que 
tienen en las ciudades de California.
											Las ciudades pueden hacer muchísimo,
											incluso cuando las tercas y opacas 
naciones se niegan a actuar.
									","
											When states face each other,
											China and the U.S., they face each other like this.
											When cities interact, they interact like this.
											China and the U.S., despite the recent
											meta-meeting in California,
											are locked in all kinds of anger, resentment, and rivalry
											for number one.
											We heard more about who will be number one.
											Cities don't worry about number one.
											They have to work together, and they do work together.
											They work together in climate change, for example.
											Organizations like the C40, like ICLEI, which I mentioned,
											have been working together
											many, many years before Copenhagen.
											In Copenhagen, four or five years ago,
											184 nations came together to explain to one another
											why their sovereignty didn't permit them
											to deal with the grave, grave crisis of climate change,
											but the mayor of Copenhagen had invited
											200 mayors to attend.
											They came, they stayed, and they found ways
											and are still finding ways to work together,
											city-to-city, and through inter-city organizations.
											Eighty percent of carbon emissions come from cities,
											which means cities are in a position
											to solve the carbon problem, or most of it,
											whether or not the states of which they are a part
											make agreements with one another.
											And they are doing it.
											Los Angeles cleaned up its port,
											which was 40 percent of carbon emissions,
											and as a result got rid of about 20 percent of carbon.
											New York has a program to upgrade its old buildings,
											make them better insulated in the winter,
											to not leak energy in the summer,
											not leak air conditioning. That's having an impact.
											Bogota, where Mayor Mockus,
											when he was mayor, he introduced a transportation system
											that saved energy, that allowed surface buses
											to run in effect like subways,
											express buses with corridors.
											It helped unemployment, because people could get across town,
											and it had a profound impact on climate as well as
											many other things there.
											Singapore, as it developed its high-rises
											and its remarkable public housing,
											also developed an island of parks,
											and if you go there, you'll see how much of it
											is green land and park land.
											Cities are doing this, but not just one by one.
											They are doing it together.
											They are sharing what they do,
											and they are making a difference by shared best practices.
											Bike shares, many of you have heard of it,
											started 20 or 30 years ago in Latin America.
											Now it's in hundreds of cities around the world.
											Pedestrian zones, congestion fees,
											emission limits in cities like California cities have,
											there's lots and lots that cities can do
											even when opaque, stubborn nations refuse to act.
									","
											Quand les États se font face,
											la Chine et les USA,
ils se font face comme ça.
											Quand les cités interagissent,
elles interagissent comme ça.
											La Chine et les USA,
malgré leur récent méta-meeting,
											en Californie,
											sont paralysés par toutes sortes de colères,
de ressentiment et de rivalités
											pour devenir numéro un.
											On a surtout entendu parler
de qui sera numéro un.
											Les villes se soucient peu
de devenir numéro un.
											Elles doivent travailler ensemble,
et c'est ce qu'elles font.
											Elles travaillent ensemble
sur le changement climatique, par exemple.
											Les organisations comme le C40,
comme l'ICLEI, que j'ai mentionné,
											ont travaillé ensemble
											bien longtemps avant Copenhague.
											A Copenhague, il y a quatre ou cinq ans,
											184 nations sont venues
expliquer les unes aux autres
											pourquoi leur souveraineté
ne leur permettait pas
											de s'occuper de la grave, grave crise
du changement climatique,
											mais le maire de Copenhague
											avait invité 200 maires à participer.
											Ils sont venus, ils sont restés,
et ils ont trouvé des façons
											de travailler ensemble,
et continuent à en trouver,
											de ville à ville,
et à travers leurs organisations inter-cités.
											80 pour cent des émissions de carbone
proviennent des villes,
											ce qui veut dire que les villes
sont bien placées
											pour résoudre le problème du carbone,
du moins en grande partie,
											peu importe que les états
dont elles font partie
											signent des accords entre eux ou non.
											Et c'est ce qu'elles font.
											Los Angeles a nettoyé son port,
											qui comptait pour 40 pour cent des émissions,
											et en retour a diminué de 20 pour cent son carbone.
											New York a un programme
pour réhabiliter ses vieux immeubles,
											mieux les isoler en hiver,
											pour limiter les pertes d'énergie en été,
											limiter la climatisation.
Ça a un impact.
											A Bogota, M. Mockus,
											lorsqu'il était maire,
a introduit un moyen de transport
											qui économise l'énergie
et qui permet aux bus en surface
											de fonctionner comme des métros,
											des bus express
avec des couloirs réservés.
											Ça a aidé l'emploi,
parce que les gens ont pu traverser la ville,
											et ça a aussi eu un profond impact sur le climat
											et sur beaucoup d'autres choses là-bas.
											Singapour, en même temps
qu'elle construisait ses grandes tours
											et ses remarquables logements sociaux,
											a aussi parsemé l'île de parcs,
											et si vous y allez,
vous verrez la place qui est réservée
											aux espaces verts et aux parcs.
											Les villes font tout cela,
mais pas séparément.
											Elles le font ensemble.
											Elles partagent ce qu'elle font,
											et elles obtiennent des résultats
en partageant les meilleures pratiques.
											Le partage de vélos,
beaucoup d'entre vous en ont entendu parler,
											a commencé il y a 20 ou 30 ans
en Amérique Latine.
											Maintenant, ça existe dans des centaines de villes
à travers le monde.
											Zones piétonnes, péages urbains,
											normes de pollution,
comme dans les villes de Californie,
											les villes peuvent faire tant de choses,
											même quand les nations
opaques et butées refusent d'agir.
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
											Así que, ¿cuál es el principal 
mensaje de todo esto?
											El mensaje es que 
aún vivimos, políticamente,
											en un mundo de fronteras, de límites,
											un mundo de muros,
											un mundo en el que las naciones 
se niegan a colaborar.
											Sin embargo, comprobamos 
que la realidad que vivimos
											cada día es un mundo sin fronteras,
											un mundo de enfermedades sin fronteras,
											y de médicos sin fronteras,
											maladies sans frontières, 
Médecins Sans Frontières,
											de economía y tecnología sin fronteras,
											de educación sin fronteras,
											de terrorismo y guerra sin fronteras.
											Este es el mundo real, 
y si no encontramos un modo
											de globalizar la democracia 
o democratizar la globalización,
											cada vez será mayor el riesgo
											no solo de ser incapaces de enfrentarnos 
a los problemas transnacionales
											sino de perder la democracia en sí misma,
											atrapada bajo la llave del vieja caja
de los estados-nación,
											incapaces de hacer frente a 
los problemas globales democráticamente.
									","
											So what's the bottom line here?
											The bottom line is, we still live politically
											in a world of borders, a world of boundaries,
											a world of walls,
											a world where states refuse to act together.
											Yet we know that the reality we experience
											day to day is a world without borders,
											a world of diseases without borders
											and doctors without borders,
											maladies sans frontières, Médecins Sans Frontières,
											of economics and technology without borders,
											of education without borders,
											of terrorism and war without borders.
											That is the real world, and unless we find a way
											to globalize democracy or democratize globalization,
											we will increasingly not only risk
											the failure to address all of these transnational problems,
											but we will risk losing democracy itself,
											locked up in the old nation-state box,
											unable to address global problems democratically.
									","
											Alors, que faut-il en conclure ?
											Il faut en conclure
que nous continuons à vivre politiquement
											dans un monde de frontières,
un monde de limites,
											un monde de murs,
											un monde dans lequel les états
refusent d'agir ensemble.
											Et pourtant, nous savons 
que la réalité que nous vivons au jour le jour
											est celle d'un monde sans frontières,
											un monde de maladies sans frontières
											et de médecins sans frontières,
											""Maladies sans frontières"",
""Médecins Sans Frontières"",
											d'économies et de technologies sans frontières,
											d'éducation sans frontières,
											de terrorisme et de guerres sans frontières.
											Ca, c'est le monde réel,
et à moins qu'on trouve le moyen
											de mondialiser la démocratie,
ou de démocratiser la mondialisation,
											nous allons non seulement
risquer de plus en plus
											d'échouer dans la résolution
de tous ces problèmes transnationaux,
											mais on va risquer de perdre
la démocratie elle-même,
											enfermés dans la boîte du vieil État-Nation,
											incapable de gérer les problèmes mondiaux
de façon démocratique.
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
											¿Qué significa esto?
											Se lo explicaré. El camino 
a la democracia global
											no pasa por los estados,
											pasa por las ciudades.
											La democracia nació 
en la antigua polis.
											Estoy convencido de que puede
renacer en la cosmópolis global.
											En ese viaje desde 
la polis a la cosmópolis,
											podemos redescubrir el poder
											de la democracia a nivel global.
											Podemos crear no una Liga 
de Naciones, que no funcionó,
											sino una Liga de Ciudades,
											no las Naciones Unidas, o des-Unidas,
											sino las Ciudades Unidas del Mundo.
											Podemos crear un parlamento 
global de alcaldes.
											Esa es una posible idea. 
Está en mi concepto del mundo futuro,
											pero está también sobre 
la mesa de los ayuntamientos
											de Seúl, Corea, en Ámsterdam,
											en Hamburgo, en Nueva York.
											Los alcaldes están sopesando 
la idea de cómo
											crear realmente un parlamento 
global de alcaldes,
											y me encanta esa idea, 
porque un parlamento de alcaldes
											es un parlamento de ciudadanos
											y un parlamento de ciudadanos 
es un parlamento nuestro,
											un parlamento suyo y mío.
									","
											So where does that leave us?
											I'll tell you. The road to global democracy
											doesn't run through states.
											It runs through cities.
											Democracy was born in the ancient polis.
											I believe it can be reborn in the global cosmopolis.
											In that journey from polis to cosmopolis,
											we can rediscover the power
											of democracy on a global level.
											We can create not a League of Nations, which failed,
											but a League of Cities,
											not a United or a dis-United Nations,
											but United Cities of the World.
											We can create a global parliament of mayors.
											That's an idea. It's in my conception of the coming world,
											but it's also on the table in City Halls
											in Seoul, Korea, in Amsterdam,
											in Hamburg, and in New York.
											Mayors are considering that idea of how you can actually
											constitute a global parliament of mayors,
											and I love that idea, because a parliament of mayors
											is a parliament of citizens
											and a parliament of citizens is a parliament of us,
											of you and of me.
									","
											Alors, où tout cela nous conduit-il ?
											Je vais vous le dire.
La route de la démocratie mondiale
											ne passe pas par les états.
											Elle passe par les villes.
											La démocratie est née
dans les anciennes polis.
											Je crois qu'elle peut renaître
dans la cosmopolis mondiale.
											Dans ce voyage de la polis à la cosmopolis,
											on peut redécouvrir le pouvoir de la démocratie
											à l'échelon mondial.
											Nous pouvons créer
non pas une Société des Nations, qui a échoué,
											mais une Société des Cités,
											non pas les Nations-Unies
ou les Nations-dés-Unies,
											mais les Cités Unies du Monde.
											Nous pouvons créer
un parlement mondial des maires.
											C'est une idée.
C'est ma conception du monde à venir,
											mais c'est aussi sur le bureau des maires
											de Séoul, en Corée, d'Amsterdam,
											de Hambourg et de New York.
											Les maires sont en train de réfléchir à la façon
											de constituer un parlement mondial des maires,
											et j'aime cette idée,
parce qu'un parlement de maires
											est un parlement de citoyens,
											et un parlement de citoyens,
c'est un parlement de nous,
											de vous et de moi.
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
											Si alguna vez llega a haber
ciudadanos sin fronteras,
											creo que son los ciudadanos de TED
											los que prometen convertirse 
en esos ciudadanos sin fronteras.
											Yo estoy listo para 
estirar los brazos y acoger
											una nueva democracia global,
											para recuperar nuestra democracia.
											Y la única pregunta es:
											¿lo estás Uds.?
									","
											If ever there were citizens without borders,
											I think it's the citizens of TED
											who show the promise to be those citizens without borders.
											I am ready to reach out and embrace
											a new global democracy,
											to take back our democracy.
											And the only question is,
											are you?
									","
											S'il y avait un jour
des citoyens sans frontières,
											je crois que ce seraient
les citoyens de TED,
											qui promettent d'être
ces citoyens sans frontières.
											Je suis prêt à rejoindre et à accueillir
											une nouvelle démocratie mondiale,
											pour nous réapproprier notre démocratie.
											Et la seule question est :
											l'êtes-vous ?
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
											Muchísimas gracias, conciudadanos.
									","
											Thank you so much, my fellow citizens.
									","
											Merci beaucoup,
mes concitoyens.
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
											Gracias. (Aplausos)
									","
											Thank you. (Applause)
									","
											Merci.
(Applaudissements)
									",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
"
","
","
",Why mayors should rule the world,Benjamin Barber,18:05,"cities,global issues,politics"
