en,fr,de,es,tr,title,speaker,duration,tags
"
											Now, a solution that often
does not get talked enough about,
											family planning.
											By providing men and women
the right to choose
											when, how and if to raise a family
											through reproductive
health clinics and education,
											access to contraception
											and freedom devoid of persecution
											can reduce the estimated
global population by 2050.
											That reduced population
means reduced demand
											for electricity, food, travel, buildings
and all other resources.
											All the energy and emissions
											that are used to produce
that higher demand
											is reduced by providing
the basic human right
											to choose when, how
and if to raise a family.
											But family planning cannot happen
without equal quality of education
											to girls currently being denied access.
											Now, we've taken a small liberty here,
											because the impact of universal education
											and family planning resources
											are so inextricably intertwined
											that we chose to cut it
right down the middle.
											But taken together,
educating girls and family planning
											is the number one solution
to reversing global warming,
											reducing approximately 120 billion tons
of greenhouse gases.
									","
											Une solution dont on ne parle
souvent pas assez :
											la planification familiale.
											Offrir aux hommes et aux femmes
le droit de choisir
											quand, comment et si oui ou non
ils veulent fonder une famille
											grâce à des cliniques de santé
de la reproduction, l'éducation,
											l'accès à la contraception
											et une liberté dénuée de persécution
											peut diminuer la population mondiale
estimée d'ici à 2050.
											Cela implique une diminution de la demande
											en électricité, nourriture, transport,
bâtiments et toutes les autres ressources.
											L'énergie et les émissions
											utilisées pour satisfaire
cette demande plus élevée
											sont réduites en assurant
le droit de l'Homme fondamental
											qu'est le choix de quand, comment
											et si oui ou non
on veut fonder une famille.
											Mais la planification familiale
ne peut pas avoir lieu
											sans une éducation de qualité
											pour les filles à qui, actuellement,
on en refuse l'accès.
											Nous avons ici pris la liberté -
											puisque l'influence
d'une éducation universelle
											et des ressources
de planification familiale
											sont si inextricablement liées -
											de les dissocier.
											Mais ensemble, l'éducation des filles
et la planification familiale
											sont la solution numéro un pour inverser
le réchauffement climatique,
											diminuant les gaz à effet de serre
d'environ 120 milliards de tonnes.
									","
											Eine Lösung, über die
nicht genug geredet wird:
											Familienplanung.
											Indem Männer und Frauen wählen können,
											wann, wie und ob sie eine Familie gründen,
											durch Reproduktionskliniken
und Aufklärung,
											Zugang zu Verhütung
											und Freiheit ohne Strafverfolgung,
											kann die geschätzte Weltbevölkerung
bis 2050 verringert werden.
											Eine geringere Bevölkerung
heißt verminderte Nachfrage
											nach Elektrizität, Nahrung, Reisen,
Gebäuden und allen anderen Ressourcen.
											All die Energie und Emissionen,
											die für die höhere Nachfrage
gebraucht werden,
											wird reduziert indem man
das menschliche Grundrecht garantiert,
											zu wählen, wann, wie und
ob man eine Familie gründet.
											Aber Familienplanung geht nicht
ohne gleichen Zugang zu Bildung,
											für Mädchen, denen der Zugang
zurzeit verweigert wird.
											Wir haben uns hier
diese Freiheit genommen,
											denn der Einfluss universaler Bildung
											und Ressourcen für die Familienplanung
											sind so untrennbar miteinander verbunden,
											dass wir es meist mittig aufteilen.
											Aber zusammen genommen,
Mädchenaufklärung und Familienplanung,
											ist die Lösung Nummer 1,
um den Klimawandel umzukehren,
											wodurch ca. 120 Milliarden Tonnen
an Treibhausgasen reduziert werden.
									","
											Ahora, una solución de la que a
menudo no se habla lo suficiente
											es la planificación familiar.
											Al proporcionar a hombres
y mujeres el derecho a elegir
											cuándo, cómo y si criar a una familia
											a través de clínicas de salud
reproductiva y educación,
											acceso a la anticoncepción
											y la libertad sin persecución
											pueden reducir la población
mundial estimada para 2050.
											Esa reducción de la población
significa una menor demanda
											de electricidad, comida, viajes,
edificios y todos los demás recursos.
											Toda la energía y las emisiones que se
usan para producir esa mayor demanda
											se reducen al proporcionar
el derecho humano básico
											a elegir cuándo, cómo
y si criar una familia.
											Pero la planificación 
familiar no puede darse
											sin una educación de igual calidad
											para las niñas, a las que 
actualmente se les niega el acceso.
											Ahora, nos hemos tomado
una pequeña libertad aquí,
											porque el impacto de
la educación universal
											y los recursos de planificación familiar
											están entrelazados de
manera tan inseparable
											que decidimos cortarla por la mitad.
											Pero en conjunto, educar a 
las niñas y la planificación familiar
											es la solución número uno para
revertir el calentamiento global,
											que reduce casi 120 mil millones de 
toneladas de gases de efecto invernadero.
									","
											Hakkında pek konuşulmayan 
bir başka çözüm ise
											aile planlaması.
											Erkek ve kadınların ne zaman, nasıl 
aile kurabileceklerine ilişkin seçim hakkı
											üreme sağlığı klinikleri ve
eğitim ile sağlanarak
											ve doğum kontrol yöntemiyle
											baskı altında olmadan özgürce
											tahmin edilen dünya nüfusu
2050 yılında azalabilir.
											Azalmış nüfus elektrik, gıda, seyahat,
											binalar ve diğer tüm kaynaklara olan 
talebin azalması anlamına gelir.
											Yüksek talebi karşılamada üretilen
											bütün enerji ve yayılan gazlar,
											insanların ne zaman, nasıl aile
kurabileceklerine ilişkin
											temel insan hakkını
sağlayarak azaltılabilir.
											Ancak aile planlaması kızlara 
eşit şartlarda eğitim hakkı
											sağlanmadığı sürece gerçekleşemez.
											Şimdi burada küçük bir özgürlük kazandık
											çünkü evrensel eğitim ve aile planlaması 
kaynaklarının etkisi
											öyle ayrılmaz biçimde iç içe geçmişti ki
											onu tam ortadan kestik.
											Kızların eğitimi ve aile planlaması
birlikte yürütüldüğünde
											küresel ısınmanın azaltılmasında
bir numaralı çözüm,
											120 milyar tonluk sera gazı
azalımı sonucunu sağlar.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											So is drawdown possible?
											The answer is yes, it is possible,
											but we need all 80 solutions.
											There are no silver bullets
or a subset of solutions
											that are going to get us there.
											The top solutions would take us
far along the pathway,
											but there's no such thing
as a small solution.
											We need all 80.
											But here's the great thing.
											We would want to implement these solutions
											whether or not global warming
was even a problem,
											because they have cascading benefits
to human and planetary well-being.
											Renewable electricity results in clean,
abundant access to energy for all.
											A plant-rich diet, reduced food waste
											results in a healthy global population
with enough food and sustenance.
											Family planning and educating girls?
											This is about human rights,
											about gender equality.
											This is about economic improvement
and the freedom of choice.
											It's about justice.
											Regenerative agriculture, managed grazing,
agroforestry, silvopasture
											restores soil health, benefits farmers
											and brings carbon back to the land.
											Protecting our ecosystems
also protects biodiversity
											and safeguards planetary health
											and the oxygen that we breathe.
											Its tangible benefits
to all species are incalculable.
									","
											Le drawdown est-il possible ?
											La réponse est oui,
											mais nous avons besoin des 80 solutions.
											Il n'y a pas une ou un groupe
de solutions miracles
											qui nous y mèneront.
											Les principales solutions
nous mèneraient loin,
											mais il n'y a pas de petite solution.
											Nous avons besoin des 80.
											Voici ce qui est génial :
											nous voulons mettre ces solutions en œuvre
											que le réchauffement climatique
soit un problème ou non
											car elles bénéficient au bien-être
des êtres humains et de la planète.
											L'électricité renouvelable offre
											un accès à une énergie
propre et abondante pour tous.
											Une alimentation riche en plantes,
moins de gaspillage
											mène à une population mondiale saine
avec assez de nourriture et d'aliments.
											La planification familiale
et l'éducation des filles ?
											C'est une question de droits de l'Homme,
											d'égalité des sexes.
											C'est une question
d'amélioration économique
											et de droit de choisir.
											C'est une question de justice.
											L'agriculture régénératrice,
la gestion des pâturages,
											l'agroforesterie, le sylvopastoralisme
											restaurent la santé des sols,
profitent aux fermiers
											et retournent le carbone dans le sol.
											La protection de nos écosystèmes
protège la biodiversité
											et sauvegarde la santé planétaire
											et l'oxygène que nous respirons.
											Ses avantages tangibles pour
toutes les espèces sont incalculables.
									","
											Ist die Absenkung also machbar?
											Die Antwort ist, ja, es ist möglich,
											aber wir brauchen alle 80 Lösungen.
											Es gibt keine Teillösungen
oder Wunderwaffen,
											die uns dorthin bringen werden.
											Die besten Lösungen bringen uns weit,
											aber es gibt keine kleine Lösung.
											Wir brauchen alle 80.
											Aber das Tolle daran ist:
											Wir würden diese Lösungen umsetzen wollen,
											ob Klimawandel ein Problem
wäre oder nicht,
											da sie Vorteile für das menschliche
und planetarische Wohlergehen haben.
											Erneuerbarer Strom führt zu umfassendem
Zugang zu sauberer Energie für alle.
											Eine pflanzenreiche Diät und
weniger Nahrungsverschwendung
											führt zu einer gesunden Weltbevölkerung
mit genug Nahrung.
											Familienplanung und
Ausbildung von Mädchen?
											Hier geht es um Menschenrechte,
											um Gleichstellung.
											Es geht um ökonomische
Verbesserung und Wahlfreiheit.
											Es geht um Gerechtigkeit.
											Regenerative Landwirtschaft,
Heidebewirtschaftung, Waldfeldbau,
											stellt die Bodengesundheit
wieder her, nützt Landwirten
											und bringen Kohlenstoff
in den Boden zurück.
											Der Schutz unseres Ökosystems
schützt auch die Artenvielfalt
											und sichert die planere Gesundheit
											und den Sauerstoff, den wir atmen.
											Die konkreten Vorteile
für alle Spezies sind unschätzbar.
									","
											Entonces, ¿es posible la reducción?
											La respuesta es sí, es posible,
											pero necesitamos las 80 soluciones.
											No hay varitas mágicas o 
un subconjunto de soluciones.
											Las mejores soluciones 
nos llevarán a lo largo del camino,
											pero no existe una solución pequeña.
											Necesitamos todas las 80.
											Pero, esta es la gran cuestión.
											Nos gustaría implementar estas soluciones
											ya sea que el calentamiento global
haya sido un problema o no,
											dado que tienen beneficios en cascada
para el bienestar humano y planetario.
											La electricidad renovable da
como resultado un acceso limpio
											y abundante de energía para todos.
											Una dieta rica en plantas y una
reducción en el desperdicio de alimento,
											da como resultado una población global
sana con suficiente alimento y sustento.
											¿Planificación familiar
y educación de las niñas?
											Esto se trata de derechos humanos,
											de igualdad de género.
											Se trata de la mejora económica
y la libertad de elección.
											Se trata de justicia.
											La agricultura regenerativa, el pastoreo
administrado, la agrosilvicultura;
											la silvopastura restaura
la salud del suelo,
											beneficia a los agricultores y
devuelve el carbono al suelo.
											La protección de nuestros ecosistemas
también protege la biodiversidad
											y preserva la salud planetaria
											y el oxígeno que respiramos.
											Sus beneficios tangibles para todas
las especies son incalculables.
									","
											Öyleyse düşüm mümkün mü?
											Cevap evet, bu mümkün
											ama tüm 80 çözüm de gerekli.
											Bizi oraya götürecek gümüş mermiler
											ya da bir takım çözümler yok.
											En iyi çözümler 
bizi daha uzun yollara götürecek
											ancak kestirme çözüm diye bir şey yok.
											Seksenine de ihtiyacımız var.
											İşte buradaki büyük mesele
											küresel ısınma bir sorun 
olsa da olmasa da
											bu çözümleri uygulamak isteriz
											çünkü onların insani ve gezegensel 
mutluluğa çok fazla yararı var.
											Yenilenebilir elektrik herkes için 
temiz, bol enerjiye erişimi sağlar.
											Bitkisel beslenmeye dayalı bir
gıda israfı azaltılması,
											sağlıklı bir dünya nüfusunun yeterli gıda 
ve bakım almasıyla sonuçlanır.
											Aile planlaması ve kız çocukların eğitimi?
											Bu insan haklarıyla ilgili,
											cinsiyet eşitliği ile ilgili.
											Ekonomik gelişme
ve seçim özgürlüğü ile ilgili.
											Adaletle ilgili.
											Yenilikçi tarım, hayvan otlatma, 
tarımsal ormancılık, onarıcı otlatma,
											toprağa sağlığını geri kazandırırken 
çiftçiye de fayda sağlar
											ve karbonu toprağa geri getirir.
											Ekosistemin korunması
ayrıca biyolojik çeşitliliği,
											gezegenin işleyişini
											ve soluduğumuz oksijeni korur.
											Tüm türler için somut faydaları 
hesaplanamaz.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											But one last point, because
I know it's probably on everybody's mind;
											how much is this going to cost?
											Well, we estimate
that to implement all 80 solutions
											would cost about 29 trillion
dollars over 30 years.
											That's just about a trillion a year.
											Now, I know that sounds like a lot,
											but we have to remember that
global GDP is over 80 trillion every year,
											and the estimated savings
from implementing these solutions
											is 74 trillion dollars,
over double the costs.
											That's a net savings
of 44 trillion dollars.
									","
											Un dernier point, car cela trotte
probablement dans l'esprit de tous :
											combien cela va-t-il coûter ?
											Nous estimons que
la mise en œuvre des 80 solutions
											coûterait environ 29 000 milliards
de dollars sur une période de 30 ans.
											C'est environ 1 000 milliards par an.
											Je sais que cela semble être beaucoup,
											mais nous devons nous rappeler
											que le PIB mondial est
supérieur à 80 000 milliards par an
											et l'estimation des économies
liées à la mise en œuvre de ces solutions
											est de 74 000 milliards de dollars,
plus de deux fois le coût.
											Ce sont des économies nettes
de 44 000 milliards de dollars.
									","
											Noch ein letzter Punkt,
denn das beschäftigt sicher alle;
											wie viel wird das kosten?
											Wir schätzen die Umsetzung
aller 80 Lösungen
											wird etwa 29 Billionen Dollar
innerhalb von 30 Jahren kosten.
											Das sind nur ca. 1 Billon jährlich.
											Das klingt sicher nach sehr viel,
											aber wir dürfen nicht vergessen, jährlich
beträgt das globale BIP über 80 Billionen,
											und die geschätzten Einsparungen
durch die Umsetzung der Lösungen
											sind 74 Billionen Dollar,
mehr als doppelt so viel.
											Das sind Nettoersparnisse
von 44 Billionen Dollar.
									","
											Por último, porque sé que quizá
todos lo están pensando:
											¿cuánto va a costar?
											Bueno, estimamos que
implementar las 80 soluciones
											costaría alrededor de 
29 billones de USD en 30 años.
											Eso es casi un billón al año.
											Ahora, sé que suena a un montón,
											pero recordemos que el PIB global 
supera USD 80 billones cada año
											y el ahorro estimado al
implementar estas soluciones
											es de 74 billones de dólares,
más del doble de los costos.
											Eso es un ahorro neto
de 44 billones de dólares.
									","
											Son bir nokta, çünkü biliyorum 
muhtemelen herkesin aklında;
											bu ne kadara mal olacak?
											Seksen çözüm yolunun hepsinin
uygulandığını değerlendirsek,
											yaklaşık 30 yılın 29 trilyon dolar 
maliyeti olacaktır.
											Hemen hemen bir yılda bir trilyon.
											Kulağa fazla geldiğini biliyorum,
											ama hatırlayalım küresel GSYH
her yıl 80 trilyonun üstünde
											ve bu çözümlerin uygulanmasıyla 
elde edilen tahmini tasarruf
											maliyetinin iki kat üzerine,
74 trilyon dolara çıkarır.
											Bu da net olarak 
44 trilyon dolar tasarruf demektir.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											So drawdown is possible.
											We can do it if we want to.
											It's not going to cost that much,
and the return on that investment is huge.
									","
											Le drawdown est possible.
											Nous pouvons y arriver
si nous le voulons.
											Cela ne va pas coûter tant que ça et
le retour sur investissement est énorme.
									","
											Die Absenkung ist also möglich.
											Wir können es, wenn wir es wollen.
											Es wird nicht so viel kosten und
die Investitionsrendite ist enorm.
									","
											Así que, la reducción es posible.
											Podemos hacerlo si queremos.
											No va a costar mucho y el retorno
de esa inversión es enorme.
									","
											Yani düşüm mümkün.
											Eğer istersek yapabiliriz.
											Maliyeti çok olmayacak ve bu yatırımın
geri dönüşü de çok büyük.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											Here's the welcome surprise.
											When we implement these solutions,
											we shift the way we do business
											from a system that is inherently
exploitative and extractive
											to a new normal that is by nature
restorative and regenerative.
											We need to rethink our global goals,
											to move beyond sustainability
											towards regeneration,
											and along the way reverse global warming.
									","
											Voici la bonne surprise.
											En mettant en œuvre ces solutions,
											nous changeons notre façon
de faire des affaires,
											passant d'un système intrinsèquement
d'exploitation et d'extraction
											à une nouvelle norme naturellement
réparatrice et régénératrice.
											Nous devons revoir nos objectifs mondiaux,
											aller au-delà de la durabilité
											et vers la régénération
											et, au passage, inverser
le réchauffement climatique.
									","
											Hier die erfreuliche Überraschung:
											Wenn wir diese Lösungen umsetzen,
											ändern wir die Art,
wie wir Geschäfte machen,
											von einem inhärent ausbeuterischen System
											zu einer neuen Normalität,
die von Natur aus regenerativ ist.
											Wir müssen unsere
globalen Ziele überdenken,
											um über Nachhaltigkeit hinaus
											zu Regeneration zu gelangen,
											und unterwegs die globale
Erwärmung umzukehren.
									","
											Aquí está la grata sorpresa.
											Cuando implementamos estas soluciones,
											cambiamos la forma en que hacemos negocios
											de un sistema que es intrínsecamente
explotador y extractivo,
											a una nueva normalidad: restaurativa
y regenerativa por naturaleza.
											Necesitamos repensar
nuestros objetivos globales,
											ir más allá de la sostenibilidad
											hacia la regeneración,
											y en el camino revertir
el calentamiento global.
									","
											İşte hoş geldin sürprizi.
											Bu çözümleri uyguladığımızda
											bizim iş yürütme sistemimiz
											doğasında var olan sömürücü
ve çıkarcı yöntemden
											yeni bir yolla, doğanın onarıcılığı 
ve yenileyiciliği sayesinde değişir.
											Küresel hedeflerimizi yeniden düşünmek,
											yenilenebilirlik yoluyla
sürdürülebilirliğin ötesine geçmek
											ve küresel ısınmayı tersine 
çevirmek için gereklidir.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											Thank you.
									","
											Merci.
									","
											Danke.
									","
											Gracias.
									","
											Teşekkürler.
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									","
											(Alkışlar)
									",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
"
","
","
","
","
",100 solutions to reverse global warming,Chad Frischmann,17:01,"climate change,Anthropocene,nature,biosphere,science,social change,energy,sustainability,pollution,education,potential,electricity,global issues,food,policy"
