es,tr,en,fr,de,pt,title,speaker,duration,tags
"
											Mi punto es, no podían pasar de 15.
											Aun si hubieran podido nombrar 20,
											¿qué les dice eso?
											20 de 204 significa que la mayoría, la inmensa mayoría
											de los líderes africanos, le fallaron a su pueblo.
											Y si lo miran, la camada de líderes post-coloniales -
											una variedad de cabezas de chorlito militares.
											Socialistas de banco suizo, libertadores cocodrilos, élites vampiras,
											revolucionarios charlatanes.
									","
											Demek istediğim şu ki; 15'ten öteye gidemediler.
											Bana 20 isim söyleyebilselerdi bile...
											...bu, size ne anlatacaktı?
											204 kişiden 20 kişi demek, Afrikalı liderlerin çoğunluğu...
											...büyük bir çoğunluğu halkını yüzüstü bıraktı.
											Ve eğer onlara bakarsanız, sömürge sonrası liderlerin listesi —
											...askeri fufu sınıfı öndedir.
											İsviçre-bankası sosyalistleri, timsah kurtarıcıları, vampir elitler, ...
											...sahte devrimciler.
									","
											My point is, they couldn't go beyond 15.
											Even if they had been able to name me 20,
											what does that tell you?
											20 out of 204 means that the vast majority
											of the African leaders failed their people.
											And if you look at them, the slate of the post-colonial leaders —
											an assortment of military fufu heads,
											Swiss-bank socialists, crocodile liberators, vampire elites,
											quack revolutionaries.
									","
											Ce que je veux dire, c'est qu'ils n'ont pas dépassé 15.
											Même s'ils avaient pu m'en citer 20,
											qu'est-ce que cela nous apprend ?
											20 sur 204, cela veut dire que la majorité, la grande majorité
											des dirigeants africains, a fait défaut au peuple.
											Et regardez-les, cette brochette de dirigeants post-coloniaux,
											cet assortiment de guignols militaires.
											ces socialistes aux comptes en Suisse, ces requins de libérateurs,
											cette élite de vampires, ces révolutionnaires charlatans.
									","
											Was ich sagen will: Sie kamen nicht auf mehr als 15.
											Selbst wenn sie mir hätten 20 nennen können,
											was lernen wir daraus?
											20 von 204 bedeutet, dass die Mehrheit, die überwältigende Mehrheit
											der afrikanischen Führer ihr Volk im Stich gelassen hat.
											Und wenn wir sie uns anschauen, die Liste der post-kolonialen Führer -
											eine Ansammlung Militärverrückter,
											Schweizer-Bank Sozialisten, Krokodilbefreier, Vampireliten,
											Quacksalber-Revolutionäre.
									","
											A questão é que não conseguiram
passar dos 15.
											Mesmo que tivessem conseguido
referir 20,
											o que é que isso nos diz?
											Só 20 em 204 significa
que a grande maioria
											dos líderes africanos 
dececionou o seu povo.
											Se olharem para eles,
para os líderes pós-coloniais
											são um sortido de falsos chefes militares,
											socialistas da banca suíça,
crocodilos falsos libertadores,
											elites vampirescas,
revolucionários incoerentes
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											(aplauso)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Ahora, este liderazgo está muy lejos de los líderes tradicionales
											que los africanos han conocido por siglos.
											La segunda falsa premisa que asumimos
											al tratar de ayuda a África,
											es que algunas veces pensamos que hay algo llamado
											gobierno en África que se preocupa por su gente,
											sirve los intereses de la gente y representa a la gente.
											Hay una cita en particular - un jefe en Lesotho una vez dijo
											""Aquí en Lesotho, tenemos dos problemas -
											las ratas y el gobierno.""
									","
											Şimdi, bu liderlik, Afrikalıların yüzyıllardır bildiği...
											...geleneksel liderlerden dağlar kadar farklı.
											Afrika'ya yardım etmeye çalışırken...
											...yaptığımız ikinci yanlış öncül de; ...
											...bazen, Afrika'da hükümet diye adlandırılan şeyin...
											...kendi insanlarını umursadığını, insanların yararına hizmet ettiğini...
											...ve insanları temsil ettiğini düşünmemizdir.
											Lesotho başkanının bir keresinde söylediği bir söz var. Der ki:
											...''Burada Lesotho'da bizim iki tane sorunumuz var...
											...fareler ve hükümet.''
									","
											Now, this leadership is a far cry from the traditional leaders
											that Africans have known for centuries.
											The second false premise that we make
											when we're trying to help Africa
											is that sometimes we think that there is something called
											a government in Africa that cares about its people,
											serves the interests of the people, and represents the people.
											There is one particular quote — a Lesotho chief once said
											that ""Here in Lesotho, we've got two problems:
											rats and the government.""
									","
											Ce leadership-là est très éloigné des chefs de la tradition
											que les africains ont connue depuis des siècles.
											La deuxième fausse promesse que nous faisons
											quand nous cherchons à aider l'Afrique
											c'est que parfois, nous pensons qu'il existe quelque chose qui s'appellerait
											""gouvernement"" en Afrique qui prendrait soin de son peuple,
											servirait les intérêts du peuple et représenterait le peuple.
											Un chef du Lesotho a eu cette phrase :
											""Ici au Lésotho, nous avons deux problèmes
											les rats et le gouvernement.""
									","
											Diese Art von Führung ist meilenweit entfernt von der,
											die Afrika jahrhundertelang hatte.
											Die zweite falsche Annahme, die wir machen,
											wenn wir versuchen, Afrika zu helfen,
											ist dass wir manchmal glauben, dass es so etwas wie
											eine Regierung in Afrika gäbe, die sich um ihr Volk kümmert,
											den Interessen des Volkes dient und das Volk repräsentiert.
											Es gibt da ein Zitat - ein Häuptling in Lesotho sagte einmal:
											""Hier in Lesotho haben wir zwei Probleme -
											Ratten und die Regierung.""
									","
											Esta liderança é uma afronta
aos líderes tradicionais
											que os africanos conheceram
durante séculos.
											A segunda falsa premissa
que fazemos,
											quando tentamos ajudar África,
											é que, por vezes, pensamos
que há uma coisa
											chamada governo em África
que se preocupa com o povo,
											serve os interesses do povo
e representa o povo.
											Há uma citação, em especial.
											Um chefe do Lesoto disse um dia:
											""Aqui no Lesoto temos dois problemas:
as ratazanas e o governo"".
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											(risas)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Lo que ustedes y yo entendemos como gobierno
											no existe en muchos países africanos.
											De hecho, lo que, lo que llamamos a nuestros gobiernos es estados vampiro.
											Vampiro porque chupan
											la vitalidad económica de su gente.
											El gobierno es el problema en África.
											Un estado vampiro es el gobierno -
											(aplauso)
											- que ha sido secuestrado por una falange de bandidos y rateros
											quienes usan los instrumentos del poder estatal para enriquecerse a sí mismos,
											a sus compinches, a su tribu, y excluyen a todos los demás.
											La gente más rica de África son los jefes de gobierno y ministros,
											y muy frecuentemente el jefe de los bandidos es el jefe de gobierno mismo.
											¿De dónde obtienen su dinero?
											¿Creando riqueza?
											No.
											Lo hacen rastrillándolo de las espaldas de su sufrido pueblo.
											Eso no es creación de riqueza - es redistribución de la riqueza.
									","
											Sizin ve benim hükümet olarak anladığımız şey...
											...Afrika ülkelerinde mevcut değil.
											Aslında, bizim hükümet olarak adlandırdığımız şey vampir devletleri.
											Vampirler, çünkü kendi halklarının...
											...ekonomik gücünü emiyorlar.
											Afrika'daki sorun hükümettir.
											Hükümet olan bir vampir devletidir.
											(Alkış)
											Yani devlet kaynaklarını kendilerini, dostlarını ve kabile üyelerini zenginleştirmek...
											...için kullanan ve diğer herkesi hariç tutan eşkiya ve dolandırıcı...
											...bir topluluk tarafından gasp edilen bir hükümet.
											Afrika'daki en zengin kişiler; devlet başkanları ve bakanlar, ...
											...ve sıklıkla baş eşkiya da devlet başkanının kendisi.
											Bunlar, paralarını nereden buluyor?
											Servet yaratarak mı?
											Hayır.
											Acı çeken insanlarının sırtından haksız kazanç elde ederek.
											Bu servet yaratmak değil, servetin yeniden dağıtılmasıdır.
									","
											What you and I understand as a government
											doesn't exist in many African countries.
											In fact, what we call our governments are vampire states.
											Vampires because they suck
											the economic vitality out of their people.
											Government is the problem in Africa.
											A vampire state is the government —
											(Applause)
											— which has been hijacked by a phalanx of bandits and crooks
											who use the instruments of state power to enrich themselves,
											their cronies, and tribesmen and exclude everybody else.
											The richest people in Africa are heads-of-state and ministers,
											and quite often the chief bandit is the head-of-state himself.
											Where do they get their money?
											By creating wealth?
											No.
											By raking it off the backs of their suffering people.
											That's not wealth creation. It's wealth redistribution.
									","
											Ce que vous et moi entendons par gouvernement
											n'existe pas dans de nombreux pays africains.
											En fait, ce que nous appelons gouvernements sont des Etats vampires.
											Vampires parce qu'ils aspirent
											la vitalité économique de leur peuple.
											Le gouvernement est le problème en Afrique.
											L'Etat vampire, c'est le gouvernement
											(Applaudissements)
											qui a été piraté par une bande de bandits et d'escrocs
											qui utilise les institutions de l'Etat pour s'enrichir eux,
											leurs copains, leur tribu, et exclure tous les autres.
											Les plus riches en Afrique sont les chefs d'Etats et leurs ministres,
											et très souvent, le chef de la bande est le chef de l'Etat lui-même.
											D'où tirent-ils leur argent ?
											En créant de la richesse ?
											Non.
											En le râtissant sur le dos de leur peuple qui souffre.
											Ce n'est pas de la création de richesses — c'est de la redistribution de richesses.
									","
											Was Sie und ich meinen, wenn wir Regierung sagen,
											gibt es in vielen afrikanischen Ländern nicht.
											Das, was wir unsere Regierungen nennen ist ""Vampirstaaten"".
											Vampire, weil sie die
											ökonomische Lebenskraft aus den Menschen saugen.
											Regierung ist das Problem in Afrika.
											Ein Vampirstaat ist die Regierung -
											(Applaus)
											die von einer Phalanx von Banditen und Betrügern gekapert wurde,
											die die Instrumente der Staatsmacht nutzen, sich selbst zu bereichern,
											ihre Kumpanen, Stammesangehörigen - und alle anderen ausschliessen.
											Die reichsten Leute in Afrika sind Staatschefs und Minister,
											und recht häufig ist der Chefbandit der Staatchef persönlich.
											Woher kriegen die ihr Geld?
											Indem sie Wohlstand schaffen?
											Nein.
											Indem sie es von ihrem leidenden Volk stehlen.
											Das ist nicht Schaffung von Reichtum - das ist Umverteilung von Reichtum.
									","
											Aquilo que nós entendemos
por governo
											não existe em muitos países africanos.
											Com efeito, aquilo a que chamamos
governos, são estados vampiros.
											Vampiros, porque sugam
											a vitalidade económica do povo.
											O governo é o problema em África.
											Um estado vampiro é um governo
											que foi pirateado por uma falange
de bandidos e de escroques
											que usam os instrumentos
do poder do estado
											para enriquecer os amigos, a sua tribo
e excluir todos os demais.
											As pessoas mais ricas em África
são os chefes de estado e os ministros.
											Muitas vezes, o chefe dos bandidos
é o próprio chefe de estado.
											Onde é que vão buscar o dinheiro?
											Criando riqueza? Não.
											Arrebanhando-o à custa
da população sofredora.
											Não há criação de riqueza.
Só há redistribuição da riqueza.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											El tercer tema fundamental que tenemos que reconocer
											es que si queremos ayudar a la gente de África,
											debemos saber dónde están esos africanos.
											Tomen una economía africana cualquiera.
											Una economía africana puede dividirse en tres sectores.
											Está el sector moderno, está el sector informal
											y el sector tradicional.
											El sector moderno es la casa de las élites.
											Es el asiento del gobierno.
											En muchos países africanos, el sector moderno está perdido.
											Es disfuncional.
											Es un fandango meretricio de sistemas importados,
											los cuales las élites mismas no entienden.
											Esta es la fuente de muchos de los problemas de África
											de donde las luchas por el poder político emanan
											y entonces se derraman sobre el sector informal y el sector tradicional,
											demandando vidas inocentes.
									","
											Farkında olmamız gereken üçüncü temel nokta ise...
											...eğer Afrikalı insanlara yardım etmek istiyorsak...
											...Afrikalı insanların nerede olduğunu bilmemiz gerektiğidir.
											Herhangi bir Afrika ekonomisini ele alın.
											Afrika ekonomisi üç sektöre ayrılabilir.
											Modern sektör, enformel sektör...
											...ve geleneksel sektör.
											Modern sektör, elitlerin kerpiç toprağıdır.
											Hükümetin koltuğudur.
											Birçok Afrika ülkesinde, modern sektör kayıptır.
											Bu, sifonksiyoneldir.
											Bu, elitlerin kendilerinin de anlamadığı...
											...ithal sistemlerin ahlaksız dansıdır.
											Bu, masumların hayatlarını isteyen...
											...politik güç mücadelesinin ortaya çıktığı...
											...ve daha sonra enformel ve geleneksel sektöre yayıldığı...
											...Afrika'nın birçok sorununun kaynağıdır.
									","
											The third fundamental issue that we have to recognize
											is that if we want to help the African people,
											we must know where the African people are.
											Take any African economy.
											An African economy can be broken up into three sectors.
											There is the modern sector, there is the informal sector
											and the traditional sector.
											The modern sector is the abode of the elites.
											It's the seat of government.
											In many African countries the modern sector is lost.
											It's dysfunctional.
											It is a meretricious fandango of imported systems,
											which the elites themselves don't understand.
											That is the source of many of Africa's problems
											where the struggles for political power emanate
											and then spill over onto the informal and the traditional sector,
											claiming innocent lives.
									","
											Le troisième point fondamental qu'il nous faut identifier
											c'est que si nous voulons aider l'Afrique,
											nous devons savoir où se situe le peuple africain.
											Prenez une économie africaine.
											Une économie africaine peut se décomposer en trois secteurs.
											Il y a le secteur moderne, il y a le secteur informel
											et le secteur traditionnel.
											Le secteur moderne est le domaine des élites.
											C'est le siège du gouvernement.
											Dans nombre de pays africains, le secteur moderne est perdu.
											Il dysfonctionne.
											C’est une valse racoleuse de systèmes venus d’ailleurs,
											que les élites elles-mêmes ne comprennent pas.
											C’est la source de beaucoup des problèmes de l’Afrique,
											une source dont découlent les luttes de pouvoir politiques
											qui retombent ensuite sur les secteurs informels et traditionnels,
											fauchant des vies innocentes.
									","
											Der dritte grundlegende Sachverhalt, den wir erkennen müssen,
											ist, dass wenn wir dem afrikanischen Volk helfen wollen,
											wir wissen müssen, wo das afrikanische Volk ist.
											Nehmen Sie irgendeine afrikanische Volkswirtschaft.
											Eine afrikanische Volkswirtschaft kann in drei Sektoren aufgeteilt werden.
											Da ist der moderne Sektor, da ist der informelle Sektor
											und der traditionelle Sektor.
											Der moderne Sektor ist der Aufenthaltsort der Eliten.
											Er ist der Sitz der Regierung.
											In vielen afrikanischen Ländern ist der moderne Sektor verloren.
											Er ist disfunktional.
											Es ist ein trügerisches Gemenge von importierten Systemen
											welche die Eliten selbst nicht begreifen.
											Das ist die Quelle von vielen von Afrikas Problemen
											wo die Kämpfe um politische Macht ihren Ursprung haben
											und sich dann in den informellen und traditionellen Sektor ausbreiten,
											und unschuldige Menschenleben fordern.
									","
											A terceira questão fundamental
que temos que reconhecer
											é que, se quisermos ajudar
o povo africano,
											temos que saber onde está
o povo africano.
											Reparem na economia africana.
											Uma economia africana pode
dividir-se em três setores.
											Há o setor moderno,
há o setor informal
											e há o setor tradicional.
											O setor moderno é o domínio das elites,
											é a sede do governo.
											Em muitos países africanos,
o setor moderno anda perdido.
											É disfuncional.
											É um fandango prostituído
de sistemas importados,
											que as próprias elites não compreendem.
											É a origem de muitos
dos problemas de África
											de onde emanam as lutas
pelo poder político
											e se espalham pelos setores
informal e tradicional,
											reclamando vidas inocentes.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Ahora, el sector moderno, desde luego,
											es a donde mucho de la ayuda para el desarrollo y los recursos fueron a dar.
											Más del 80 por ciento del desarrollo de Costa de Marfil
											fue al sector moderno.
											Los otros sectores, el informal y el tradicional,
											es donde encontrarán a la mayoría de los africanos.
											La gente real en África - allá los encontrarán.
											Vamos, obviamente es de sentido común,
											que si quieres ayudar a la gente, vayas a donde está la gente.
											Pero eso es lo que no hicimos.
											De hecho,
											descuidamos los sectores informal y tradicional.
											Ahora, el sector tradicional es donde África produce su agricultura,
											la cual es una de las razones por las cuales África no puede alimentarse,
											y debemos importar comida.
									","
											Şimdi tabi ki de modern sektör...
											...birçok kalkınma yardımı ve kaynağının gittiği yer.
											Fildişi Sahilleri'nin kalkınmasının yüzde 80'ninden fazlası...
											...modern sektöre gitti.
											Diğer sektörler, enformel ve geleneksel sektörler...
											Afrikalı insanlarının çoğunluğunu bulacağınız yerlerdir.
											Afrika'daki gerçek insanları bulacağınız yer orasıdır.
											Şimdi, bu, açıkça, eğer insanlara yardım etmek...
											...istiyorsanız, insanların olduğu yere gidin sağduyusunu oluşturuyor.
											Fakat biz bunu yapmadık.
											Aslında, ...
											...biz, enformel ve geleneksel sektörleri görmezden geldik.
											Şimdi, geleneksel sektör, Afrika'nın kendi tarımını ürettiği yer,
											Afrika'nın kendini besleyememe nedenlerinden biri, ...
											...ve bu sebeple yiyecek ihraç etmek zorunda.
									","
											Now the modern sector, of course,
											is where a lot of the development aid and resources went into.
											More than 80 percent of Ivory Coast's development
											went into the modern sector.
											The other sectors, the informal and the traditional sectors,
											are where you find the majority of the African people,
											the real people in Africa. That's where you find them.
											Now, obviously it makes common sense
											that if you want to help the people, you go where the people are.
											But that's not what we did.
											As a matter of fact,
											we neglected the informal and the traditional sectors.
											Now, traditional sector is where Africa produces its agriculture,
											which is one of the reasons why Africa can't feed itself,
											and that's why it must import food.
									","
											Alors le secteur moderne, bien sûr,
											est l'endroit où une grande part de l'aide au développement et des ressources est allée.
											Plus de 80 % du développement de la Côte d'Ivoire
											est allé au secteur moderne.
											Les autres secteurs, les secteurs informel et traditionnel,
											sont les endroits où se trouve la majorité du peuple africain.
											Les vrais gens de l'Afrique — c'est là que vous les trouverez.
											Alors, c'est une évidence de bon sens,
											si vous souhaitez aider le peuple, vous allez là où se trouve le peuple.
											Mais ce n'est pas ce que nous avons fait.
											En fait,
											nous avons négligé les secteurs informel et traditionnel.
											Maintenant, le secteur traditionnel est celui où l'Afrique produit son agriculture,
											ce qui est l'une des raisons pour laquelle l'Afrique ne peut se nourrir elle-même,
											et c'est pour cela qu'elle doit importer de la nourriture.
									","
											Natürlich ist es der moderne Sektor
											in den eine Menge der Entwicklungshilfe und der Ressourcen floss.
											Mehr als 80 Prozent der Entwicklung in Elfenbeinküste
											ging in den modernen Sektor.
											Die anderen Sektoren, der informelle und der traditionelle Sektor,
											sind es, wo man die Mehrzahl des afrikanischen Volkes findet.
											Die echten Leute in Afrika - das ist es, wo man sie findet.
											Es ist ja klar,
											wenn man den Leuten helfen will, geht man dahin, wo die Leute sind.
											Aber das ist nicht das, was wir getan haben.
											In Wirklichkeit
											haben wir den informellen und den traditionellen Sektor vernachlässigt.
											Der traditionelle Sektor ist der, in dem Afrikas Landwirtschaft sitzt,
											was einer der Gründe ist, warum Afrika sich nicht selbst ernähren kann,
											was wiederum der Grund dafür ist, dass Afrika Nahrungsmittel importieren muss.
									","
											Claro que o setor moderno
											é onde se concentra muito da ajuda
ao desenvolvimento e dos recursos.
											Mais de 80% do desenvolvimento
da Costa do Marfim
											foi parar ao setor moderno.
											Os outros setores
- o informal e o tradicional -
											é onde encontramos a maior parte
da população africana.
											É onde encontramos
o verdadeiro povo de África.
											Obviamente, faz todo o sentido
											que, se quisermos ajudar o povo,
temos que ir até onde ele está.
											Mas não foi isso que fizemos.
											Na verdade, negligenciámos
											os setores informal e tradicional.
											O setor tradicional é o que produz
a agricultura de África
											o que é uma das razões por que
África não consegue alimentar-se sozinha
											e é por isso que tem
que importar alimentos.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Muy bien, no puedes ayudar a desarrollar África ignorando
											los sectores informal y tradicional.
											Y no puedes desarrollar los sectores informal y tradicional
											sin entender cómo operan ésos dos sectores.
											Esos dos sectores, déjenme describirlos,
											tienen sus propias instituciones autóctonas.
											Primero es el sistema político.
											Tradicionalmente, los africanos odian los gobiernos - odian la tiranía.
											Si miras dentro de sus sistemas tradicionales,
											los africanos organizan sus estados en dos tipos.
											El primero pertenece a esas sociedades étnicas
											quienes creen que el estado es necesariamente tiránico,
											así que no quieren tener que ver
											con cualquier autoridad central.
											Esas sociedades son los Ibo, los somalíes, los kikuyus,
											por ejemplo - no tienen jefes.
									","
											Tamam, Afrika'yı enformel ve geleneksel sektörleri...
											...görmezden gelerek kalkındıramazsınız.
											Ve enformel ve geleneksel sektörleri de, bu iki sektörün nasıl işlediğini...
											...operasyonel bir anlayışla kavramadan kalkındıramazsınız.
											Size biraz açıklayayım, bu iki sektörün...
											...kendi yerel kuruluşları vardır.
											Bunlardan birincisi, politik sistem.
											Geleneksel olarak, Afrikalılar hükümetlerden, tiranlıktan nefret eder.
											Eğer onların geleneksel sistemlerine bakarsanız, ...
											...Afrikalılar, kendi devletlerini iki şekilde organize ediyorlar.
											Birincisi, devletin muhakkak acımasız olduğuna...
											...ve böylece merkezi sistemle yapacakları hiçbir şey...
											...olmadığına inanan...
											...bu etnik topluluklara aittir.
											Bu topluluklar; İbo, Somali, Kikuyus'tur, ...
											...örnegin; başkanları yoktur.
									","
											All right, you cannot develop Africa by ignoring
											the informal and the traditional sectors.
											And you can't develop the informal and the traditional sectors
											without an operational understanding of how these two sectors work.
											These two sectors, let me describe to you,
											have their own indigenous institutions.
											First one is the political system.
											Traditionally, Africans hate governments. They hate tyranny.
											If you look into their traditional systems,
											Africans organize their states in two types.
											The first one belongs to those ethnic societies
											who believe that the state was necessarily tyrannous,
											so they didn't want to have anything to do
											with any centralized authority.
											These societies are the Ibo, the Somali, the Kikuyus,
											for example. They have no chiefs.
									","
											Donc, vous ne pouvez pas développer l'Afrique en ignorant
											les secteurs informel et traditionnel.
											Et vous ne pouvez développer les secteurs informel et traditionnel
											sans une compréhension de terrain du fonctionnement de ces deux secteurs.
											Ces deux secteurs, permettez-moi de les décrire,
											ils ont leur propres institutions autochtones.
											La première est le système politique.
											Traditionnellement, les africains détestent les gouvernements — ils haïssent la tyrannie.
											Si vous examinez leurs systèmes traditionnels,
											les africains organisent leurs Etats selon deux types.
											Le premier appartient à ces sociétés ethniques
											qui pensent qu'un Etat est nécessairement tyrannique,
											alors, elle refusent d'avoir quoi que ce soit à voir
											avec une autorité centrale.
											Ces sociétés sont les Ibo, les Somali, les Kikuyus,
											par exemple — elles n'ont aucun chef.
									","
											Also, man kann Afrika nicht entwickeln
											wenn man den informellen und den traditionellen Sektor ignoriert.
											Und man kann den informellen und den traditionellen Sektor nicht entwickeln
											ohne zunächst zu verstehen, wie diese beiden Sektoren funktionieren.
											Diese beiden Sektoren, lassen sie es mich Ihnen darlegen,
											haben ihre eigenen, althergebrachten Institutionen.
											Die erste ist das politische System.
											Traditionell hassen die Afrikaner Regierungen - sie hassen Tyrannei.
											Wenn man in ihre traditionellen Systeme schaut,
											kategorisieren die Afrikaner ihre Staaten in zwei verschiedenen Typen.
											Der erste gehört zu jenen Ethnien
											die glauben, dass der Staat notwendigerweise despotisch ist
											daher wollten sie nichts zu tun haben
											mit irgendeiner zentralen Authorität.
											Solche Gesellschaften sind die Ibo, die Somali, die Kikuyus
											zum Beispiel - sie haben keine Häuptlinge.
									","
											Não podemos desenvolver África
											ignorando os setores
informal e tradicional.
											Não podemos desenvolver os setores
informal e tradicional
											sem percebermos como funcionam
estes dois setores.
											Estes dois setores,
permitam que os descreva,
											têm as suas instituições indígenas.
											Primeiro, é o sistema político.
											Tradicionalmente, os africanos
odeiam governos, odeiam a tirania.
											Se observarem
os seus sistemas tradicionais,
											os africanos organizam
os seus estados em dois tipos.
											O primeiro pertence às sociedades étnicas
											que acreditam que o estado
era obrigatoriamente tirano,
											por isso, não queriam ter nada a ver
											com qualquer autoridade centralizada.
											Essas sociedades são os Ibos,
os Somalis, os Kikuyus, por exemplo.
											Não têm chefes.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
