en,fr,pt,tr,es,title,speaker,duration,tags
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Yes, leaving me once again alone.
											But I think sometimes these
little gatherings can be quite meaningful.
									","
											Oui, me laissant de nouveau seul.
											Mais je pense que parfois,
											ces petits rassemblements
peuvent être pleins de sens.
									","
											Sim, deixando-me sozinho de novo.
											Mas acho que estas pequenas reuniões 
podem ser muito significativas.
									","
											Evet, beni bir kez daha
yalnız bırakıyorlar.
											Ama sanırım bazen bu küçük buluşmalar
oldukça anlamlı olabilir.
									","
											Sí, dejándome solo de nuevo.
											Pero a veces estas pequeñas reuniones 
pueden ser bastante significativas.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											For example, when I graduated
from architecture school
											and I moved to Cambridge,
											I posted this question:
											""How many people in your life
have you already had
											your last conversation with?""
											And I was thinking about
my own friends who had moved away
											to different cities
and different countries, even,
											and how hard it would be
for me to keep in touch with them.
											But other people started replying
and sharing their own experiences.
											Somebody talked about a family member
they had a falling out with.
											Someone talked about a loved one
who had passed away
											quickly and unexpectedly.
											Someone else talked
about their friends from school
											who had moved away as well.
											But then something really nice
started happening.
											Instead of just replying to me,
											people started replying to each other,
											and they started to talk to each other
and share their own experiences
											and comfort each other
											and encourage each other
to reach out to that friend
											that they hadn't spoken to in a while
											or that family member
that they had a falling out with.
											And eventually, we got
this little tiny microcommunity.
											It felt like this support group formed
											of all sorts of people coming together.
											And I think every time we post online,
											every time we do this, there's a chance
											that these little
microcommunities can form.
											There's a chance that all sorts
of different creatures
											can come together and be drawn together.
											And sometimes, through
the muck of the internet,
											you get to find a kindred spirit.
											Sometimes that's
in the reading the replies
											and the comments sections and finding
a reply that is particularly kind
											or insightful or funny.
											Sometimes that's
in going to follow someone
											and seeing that they
already follow you back.
											And sometimes that's in looking at someone
that you know in real life
											and seeing the things that you write
and the things that they write
											and realizing that you share so many
of the same interests as they do,
											and that brings them
closer together to you.
											Sometimes, if you're lucky,
											you get to meet another alien.
									","
											Par exemple, quand j'ai fini
mon école d'architecture
											et ai déménagé à Cambridge,
											j'ai posté cette question :
											« Avec combien de gens dans votre vie
											avez-vous déjà eu
votre dernière conversation ? »
											Je pensais à mes amis qui avaient déménagé
											dans d'autres villes, voire d'autres pays,
											et combien il m'était difficile
de garder le contact avec eux.
											Mais d'autres gens ont répondu
et partagé leur propre vécu.
											Quelqu'un a parlé d'un parent
avec qui il avait eu une querelle.
											Quelqu'un a parlé
d'un être cher qui était décédé
											rapidement et soudainement.
											Quelqu'un d'autre a parlé
de ses amis d'école
											qui avaient aussi déménagé.
											Puis quelque chose
de très beau s'est produit,
											au lieu de ne répondre qu'à moi,
											les gens se sont répondu
les uns aux autres,
											ils ont commencé à se parler,
à partager leurs vécus,
											à se réconforter
											et à s'encourager
à prendre contact avec cet ami
											à qui ils ne parlaient plus
											ou à ce parent avec qui
ils s'étaient querellés.
											Finalement, nous avons eu
cette toute petite communauté.
											C'était comme un groupe de soutien
											composé de toutes sortes
de gens se réunissant.
											Je pense qu'à chaque fois
que nous mettons quelque chose en ligne,
											à chaque fois, il y a une chance
											que ces toutes petites
communautés se forment.
											Il y a une chance que toutes formes
de créatures différentes
											se réunissent et se rassemblent.
											Parfois, dans la boue d'Internet,
											vous trouvez un esprit analogue.
											Parfois, c'est en lisant les réponses,
											les commentaires et en trouvant
une réponse particulièrement gentille,
											révélatrice ou amusante.
											Parfois, c'est en suivant quelqu'un
											et en voyant qu'il vous suit déjà.
											Parfois, c'est en regardant quelqu'un
que vous connaissez dans la vie,
											en voyant ce que vous écrivez
et ce qu'il écrit,
											en réalisant que vous partagez
tant d'intérêts communs
											et cela le rapproche de vous.
											Parfois, si vous êtes chanceux,
											vous rencontrez un autre extra-terrestre.
									","
											Por exemplo, quando me licenciei
em arquitetura
											e me mudei para Cambridge
											publiquei esta pergunta:
											""Com quantas pessoas na vossa vida
											""já tiveram a vossa última conversa?""
											Eu estava a pensar nos meus amigos
que se tinham mudado
											para cidades diferentes
e até para diferentes países
											e o quão difícil me seria
manter o contacto com eles.
											Mas outras pessoas começaram a responder
e a partilhar as suas experiências.
											Houve uma pessoa que falou
de um familiar com quem estava zangado.
											Outra pessoa falou sobre 
um ente querido que morrera,
											rápida e inesperadamente.
											Outra pessoa falou
dos seus amigos da escola
											que também se tinham mudado.
											Mas depois algo de muito bom
começou a acontecer.
											Em vez de simplesmente me responderem,
											começaram a responder-se uns aos outros,
											e a falarem e partilharem
as suas experiências
											e a confortarem-se uns aos outros,
											a encorajarem-se uns aos outros 
a contactar esse amigo
											com quem já não falavam
há algum tempo,
											ou aquele familiar
com quem se tinha zangado .
											Por fim, criámos esta pequena
microcomunidade.
											Foi como um grupo de apoio
											formado por todo o tipo
de pessoas que se juntaram.
											Acho que, de cada vez
que publicamos ""online"",
											sempre que o fazemos,
há a hipótese de se formarem
											estas pequenas microcomunidades.
											Há a hipótese de todo o tipo
de estas criaturas diferentes
											se juntarem e se unirem.
											Por vezes, no meio
da confusão da Internet,
											conseguimos encontrar uma alma gémea.
											Às vezes é ao ler as respostas
e as secções dos comentários
											que encontramos uma resposta
que é particularmente gentil
											ou perspicaz ou engraçada.
											Por vezes, é ao seguir alguém
											e reparar que eles também já nos seguem.
											Ou às vezes é ao olhar para alguém
que já conhecemos na vida real.
											ver as coisas que escrevemos
e que eles escrevem
											e perceber que partilhamos
muitos dos seus interesses,
											e isso aproxima-os de nós.
											Às vezes, se tivermos sorte,
											temos a oportunidade
de conhecer outro extraterrestre.
									","
											Örneğin mimarlık bölümünden
mezun olup Cambridge'e taşındığımda
											Şu soruyu paylaşmıştım:
											""Hayatınızda kaç kişiyle daha şimdiden
son konuşmanızı yaptınız?""
											Bunu sorarken başka şehirlere,
hatta başka ülkelere taşınan arkadaşlarımı
											ve onlarla iletişimde kalmanın
ne kadar zor olacağını düşünüyordum.
											Ama diğer insanlar kendi deneyimlerini
paylaşarak cevap vermeye başladılar.
											Birileri, kavga ettikleri
aile bireylerini anlattı.
											Birisi, kendisi için değerli olan
ve aniden ölen birinden bahsetti.
											Bir başkası, uzaklara taşınan
okul arkadaşları hakkında konuştu.
											Ama sonra çok hoş bir şey olmaya başladı.
											Sadece bana cevap vermek yerine,
											birbirlerine de cevap vermeye,
birbirleriyle konuşmaya başladılar.
											Deneyimlerini paylaştılar,
birbirlerini teselli ettiler
											ve bir süredir
konuşmadıkları arkadaşlarıyla
											ya da kavga ettikleri
aile bireyleriyle konuşmaları için
											birbirlerini cesaretlendirdiler.
											Zamanla bu minik mikrotopluluk oluştu.
											Bu destek grubu, her türden insanın
bir araya gelmesiyle oluşmuştu.
											Bence her çevrim içi paylaşım yaptığımızda
											böyle minik mikrotoplulukların
oluşma ihtimali var.
											Her tür farklı varlığın bir araya gelme
ve yakınlaşma ihtimali var.
											Bazen internetin pisliği içinde
kafa dengi bir arkadaşa rastlarsınız.
											Bu, bazen yorumlara bakarken kibar, komik
veya anlayışlı bir yorum bulduğunuzda;
											bazen birini takip edecekken onun
sizi çoktan takip ettiğini gördüğünüzde;
											bazense gerçek hayatta
tanıdığınız birinin hesabına bakarken
											kendi yazdıklarınızı
ve onun yazdıklarını okuyup
											sizi ona yakınlaştıran birçok ortak
yönünüzün olduğunu fark ettiğinizde olur.
											Bazen, eğer şanslıysanız
											başka bir uzaylıyla karşılaşırsınız.
									","
											Por ejemplo, cuando me gradué 
de la carrera de arquitectura
											y me mudé a Cambridge,
											publiqué esta pregunta:
											""¿Con cuántas personas 
conocidas ya han tenido
											su última conversación? ""
											Y pensé en mis propios amigos
que se habían mudado
											a diferentes ciudades
y hasta diferentes países,
											y cuán difícil sería para mí
mantenerme en contacto con ellos.
											Otras personas comenzaron a responder
y compartir sus propias experiencias.
											Alguien habló sobre un familiar
con quien se habían peleado.
											De un ser querido que había fallecido
											de forma rápida e inesperada.
											Alguien de sus amigos de la escuela.
											quienes se habían alejado también.
											Y entonces empezó a suceder
algo realmente agradable.
											En vez de solo responderme a mí,
											la gente comenzó a responderse entre sí,
											y comenzaron a hablar entre ellos,
a compartir sus propias experiencias,
											a consolarse entre sí
											y a alentarse mutuamente 
para acercarse a ese amigo
											con quien no hablaban desde hace mucho,
											o ese familiar con quien se pelearon.
											Y finalmente, logramos 
esta pequeña microcomunidad.
											Se sintió como si se hubiera
creado un grupo de apoyo
											a partir de la unión
de todo tipo de personas.
											Creo que cada vez que 
publicamos algo en línea,
											cada vez que lo hacemos, 
hay una posibilidad
											de crear unas pequeñas microcomunidades.
											Existe la posibilidad de que 
todo tipo de criaturas diferentes
											puedan acercarse y unirse.
											Y a veces, en el medio
de la basura que hay en Internet,
											podemos encontrar un espíritu afín.
											A veces es al leer las respuestas
y los comentarios
											cuando podemos encontrar
una respuesta particularmente amable
											o perspicaz o divertida.
											A veces sucede al seguir a alguien
											y ver que ya nos siguen.
											A veces eso es mirar a alguien 
que conocemos en la vida real
											y ver las cosas que escribimos
y lo que escriben
											y viendo que compartimos 
muchos de los mismos intereses,
											y eso nos acerca más.
											A veces, si uno tiene suerte,
											se puede encontrar a otro alienígena.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											[when two aliebns find each other
in a strange place,
											it feels a litle more like home]
									","
											[quand deux extraterrestres
se trouvent dans un lieu étrange,
											on se sent plus chez soi]
									","
											[Quando dois extraterrestres
se encontram
											[um sítio estranho torna-se um lar]
									","
											[İki uzaylı, yabancı bir ortamda
karşılaştıklarında
											daha az evden uzakta hissederler.]
									","
											[cuando 2 alienígenas se encuentran en
un lugar extraño, es como estar en casa]
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											But I am worried, too,
because as we all know,
											the internet for the most part
doesn't feel like this.
											We all know that for the most part,
											the internet feels like a place
where we misunderstand each other,
											where we come into conflict
with each other,
											where there's all sorts of confusion
and screaming and yelling and shouting,
											and it feels like
there's too much of everything.
											It feels like chaos,
											and I don't know how to square away
the bad parts with the good,
											because as we know and as we've seen,
											the bad parts can really, really hurt us.
											It feels to me that the platforms
that we use to inhabit these online spaces
											have been designed
either ignorantly or willfully
											to allow for harassment and abuse,
to propagate misinformation,
											to enable hatred and hate speech
and the violence that comes from it,
											and it feels like
none of our current platforms
											are doing enough
to address and to fix that.
									","
											Mais je suis aussi inquiet,
car nous le savons,
											en général, Internet
ne nous donne pas ce sentiment.
											Nous savons qu'en général,
											Internet semble être un lieu
où nous nous méprenons sur les autres,
											où nous entrons en conflit
les uns avec les autres,
											où il y a toutes sortes d'incohérences,
de cris et de hurlements
											et qu'il semble que c'en soit trop.
											Cela ressemble à du chaos
											et j'ignore comment séparer
le mauvais du bon,
											car comme nous le savons et l'avons vu,
											le mauvais peut vraiment
nous faire beaucoup de mal.
											Il me semble que les plateformes utilisées
pour occuper ces espaces en ligne
											ont été conçues, volontairement ou non,
											pour autoriser le harcèlement et les abus,
répandre les fausses informations,
											favoriser la haine, les discours haineux
et la violence qui en découle
											et il semble qu'aucune
de nos plateformes actuelles
											n'en fasse assez pour remédier
et arranger cela.
									","
											Mas preocupa-me, porque a Internet
no geral, não se parece com isto.
											Todos sabemos que, na maior parte,
											a Internet parece um lugar
onde nos compreendemos mal,
											onde entramos em conflito
uns com os outros,
											[- Não roubes os meus ramos.
- São para minha casa.]
											onde há todo o tipo
de confusões, ee gritos e berros
											e parece que há demasiado de tudo.
											Parece um caos
											e não sei como substituir
as partes más pelas boas,
											porque todos nós sabemos e vimos,
											que as partes más podem-nos
magoar mesmo muito.
											Parece-me que as plataformas que usamos 
para habitar estes espaços ""online""
											foram construídas de forma ignorante
ou intencionalmente
											para permitir o assédio e o abuso,
para propagar a desinformação,
											para permitir o ódio e discurso de ódio
e a violência que isso gera.
											Parece que nenhuma das plataformas
que usamos atualmente
											faz o suficiente para abordar
ou resolver isso.
									","
											Ama ben de endişeliyim
											çünkü hepimiz biliyoruz ki
genellikle internet böyle hissettirmez.
											Hepimiz biliyoruz ki genellikle internet,
birbirimizi yanlış anladığımız,
											birbirimizle ters düştüğümüz
											ve her türlü karmaşa, çığlık, bağırış
											ve haykırışın olduğu
bir yer gibi hissettirir.
											Her şeyden çok fazla barındırıyormuş gibi,
kaos gibi hissettirir
											ve ben bu kötü yönleri, iyiyle
nasıl uzaklaştıracağımı bilmiyorum
											çünkü bildiğimiz ve gördüğümüz gibi
kötü yönler canımızı gerçekten yakabilir.
											Gördüğüm kadarıyla, çevrim içi boşluklarda
yaşamak için kullandığımız platformlar
											bilerek ya da bilmeyerek
öyle bir şekilde tasarlanmış ki,
											tacize ve kötüye kullanmaya izin veriyor,
yanlış bilgi yayıyor.
											Nefrete, nefret söylemlerine
ve bundan doğan şiddete olanak tanıyor
											ve sanırım mevcut platformların hiçbiri
											bunu ifade etmek ve düzeltmek için
yeteri kadar uğraşmıyor.
									","
											Pero también me preocupa,
ya que, como sabemos,
											la mayoría de Internet no se siente así.
											Todos sabemos que en su mayor parte,
											Internet se siente como un lugar 
donde nos entendemos mal,
											donde entramos 
en conflicto entre nosotros,
											donde hay todo tipo de 
confusión, gritos, chillidos e insultos
											y parece que hay demasiado de todo.
											Se siente como un caos
											y no sé cómo cuadrar 
las partes malas con las buenas,
											porque como sabemos 
y como hemos visto,
											las partes malas pueden
lastimarnos de verdad.
											Me parece que las plataformas que usamos 
para habitar estos espacios en línea
											fueron diseñadas de forma
ignorante o intencional
											para permitir el acoso y el abuso, 
para propagar información errónea,
											para permitir odio y discurso de odio 
y la violencia que proviene de él,
											y parece que ninguna
de las plataformas actuales
											hacen lo suficiente
para abordar y arreglar eso.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											But still, and maybe
probably unfortunately,
											I'm still drawn to these online spaces,
as many others are,
											because sometimes it just feels
like that's where all the people are.
											And I feel silly
											and stupid sometimes
											for valuing these small moments
of human connection in times like these.
											But I've always operated under this idea
											that these little moments of humanness
are not superfluous.
											They're not retreats
from the world at all,
											but instead they're the reasons
why we come to these spaces.
											They are important and vital
and they affirm and they give us life.
											And they are these tiny,
temporary sanctuaries
											that show us that we are not
as alone as we think we are.
											And so yes, even though life is bad
and everyone's sad
											and one day we're all going to die —
									","
											Et pourtant, probablement malheureusement,
											je suis, comme tant d'autres,
toujours attiré par ces espaces en ligne,
											car parfois il semble que c'est là
que tout le monde est.
											Je me sens idiot
											et bête parfois
											d'apprécier ces petits moments
de contact humain en ces temps.
											Mais j'ai toujours agi dans l'idée
											que ces petits moments d'humanité
ne sont pas superflus.
											Ce ne sont pas
des retraites face au monde,
											mais les raisons pour lesquelles
nous venons en ces espaces.
											Ils sont importants, vitaux,
ils affirment et nous donnent vie.
											Ce sont ces petits sanctuaires temporaires
											qui nous montrent que nous ne sommes pas
aussi seuls que nous le pensons.
											Alors même si la vie est dure,
que tout le monde est triste
											et nous mourons tous un jour —
									","
											Mas mesmo assim, e talvez infelizmente,
											continuo a ser atraído a estes espaços 
""online"", tal como muitos outros
											porque, por vezes, parece
que é aí que está toda a gente.
											Eu sinto-me idiota
											e estúpido, às vezes,
											por valorizar estes pequenos momentos
de conexão humana em tempos como estes.
											Mas sempre funcionei
de acordo com a ideia
											de que estes pequenos momentos
de humanidade não são supérfluos.
											Nunca são retiros do mundo,
											mas sim as razões pelas quais
vamos a estes espaços.
											São importantes e vitais,
afirmam e dão-nos vida.
											São santuários pequenos e temporários
											que nos mostram que não estamos
tão sozinhos como achamos.
											Então, apesar de a vida ser má
e de todos estarem tristes
											e um dia irmos todos morrer
									","
											Ama yine de, ve sanırım maalesef,
											başka birçok kişi gibi,
hâlâ bu çevrim içi boşluklara çekiliyorum,
											çünkü bazen herkes oradaymış gibi geliyor.
											Bazen aptal ve salak hissediyorum,
											böyle zamanlarda insan ilişkilerinin
böyle küçük anlarına değer verdiğim için.
											Ama her zaman, bu küçük insanlık anlarının
gereksiz olmadığı düşüncesiyle çalıştım.
											Bu anlar, dünyadan geri çekiliş değil,
böyle boşluklara gelmemizin nedeni.
											Önemli ve son derece gerekliler
ve bize hayat veriyorlar.
											Düşündüğümüz kadar yalnız olmadığımızı
gösteren minik, geçici sığınaklar.
											Yani evet, hayat zor olsa da,
herkes üzgün olsa da
											ve bir gün ölecek olsak da...
									","
											Pero aún así, y quizás 
desafortunadamente,
											todavía me atraen estos espacios 
en línea, como muchos otros,
											porque a veces parece que es 
donde están todas las personas.
											Y me siento tonto
											y estúpido, a veces,
											por valorar estos pequeños momentos 
de conexión humana en momentos como estos.
											Siempre me manejé bajo esta idea
											que estos pequeños momentos 
de humanidad no son superfluos.
											No son retiros del mundo en absoluto,
											sino que son el motivo
por el que venimos a estos espacios.
											Son importantes, vitales; 
afianzan y nos dan vida.
											Y son estos pequeños 
santuarios temporales.
											que nos muestran que 
no estamos tan solos como creemos.
											Entonces, aunque la vida es mala 
y todos están tristes
											y un día nos vamos a morir,
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											[look. life is bad. everyones sad.
											We're all gona die, but i alredy bought
this inflatable bouncey castle
											so are u gona take Ur shoes off or not]
									","
											[la vie est dure.
tout le monde est triste.
											on va tous mourir, mais j'ai déjà acheté
ce château gonflable
											alors tu vas enlever T chaussures ou pas]
									","
											[É assim. a vida é má.
todos estão tristes.
											[Vamos todos morrer, mas eu
já comprei um castelo insuflável.
											[Portanto, tiras os sapatos ou não?]
									","
											[Bak, hayat kötü, herkes üzgün.
											Hepimiz bir gün öleceğiz
ama çoktan bu şişme şatoyu aldım.
											Yani şimdi ayakkabılarını çıkaracak mısın
çıkarmayacak mısın?]
									","
											[mira. la vida es mala.
todos están tristes.
											todos moriremos.
ya compré este castillo hinchable
											entonces, ¿te quitas los zapatos o no?]
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											I think the inflatable metaphorical
bouncy castle in this case
											is really our relationships
and our connections to other people.
									","
											Je crois que le château
gonflable métaphorique dans ce cas,
											ce sont nos relations
et nos liens avec d'autres personnes.
									","
											Acho que o castelo insuflável, 
metafórico neste caso,
											é as nossas relações
e a conexão com outras pessoas.
									","
											Sanırım bu durumda metaforik şişme şato,
											gerçekten de diğer insanlarla olan
ilişkimiz ve bağlantımız.
									","
											Creo que el castillo hinchable 
metafórico en este caso
											son realmente nuestras relaciones
y conexiones con los demás.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											And so one night,
											when I was feeling particularly sad
and hopeless about the world,
											I shouted out to the void,
											to the lonely darkness.
											I said, ""At this point,
logging on to social media
											feels like holding someone's hand
at the end of the world.""
											And this time, instead of
the void responding,
											it was people who showed up,
											who started replying to me and then
who started talking to each other,
											and slowly this little
tiny community formed.
											Everybody came together to hold hands.
									","
											Un soir,
											alors que je me sentais
particulièrement triste et désespéré,
											j'ai crié dans le vide,
											dans l'obscurité solitaire.
											J'ai dit : « Arrivé là,
se connecter aux réseaux sociaux,
											c'est comme tenir la main de quelqu'un
à l'autre bout du monde. »
											Cette fois-là, au lieu
que le vide me réponde,
											des gens sont arrivés,
											ont commencé à me répondre,
à se parler entre eux
											et lentement, cette toute petite
communauté s'est formée.
											Tout le monde s'est réuni
pour se tenir la main.
									","
											Então, numa noite
em que me estava a sentir
											particularmente triste
e desesperado neste mundo,
											gritei para o vazio,
											para a escuridão solitária.
											E disse: ""Neste momento,
ir às redes sociais
											""é como dar a mão a alguém
durante o fim do mundo.""
											Desta vez, em vez de o vazio responder,
											foram pessoas que apareceram,
											que começaram a responder-me
e a falar uns com os outros.
											Devagar, formou-se
esta pequena comunidade.
											Toda a gente se juntou para dar as mãos.
									","
											Üzgün ve umutsuz hissettiğim bir gece,
boşluğa, yalnız karanlığa doğru bağırdım
											ve ""Bu noktada, sosyal medyaya girmek,
											dünyanın sonu geldiğinde birinin
elini tutmak gibi hissettiriyor."" dedim.
											Bu sefer, boşluğun cevap vermesi yerine,
											bana cevap veren ve sonra birbirleriyle
konuşan insanlar göründü
											ve yavaş yavaş bu küçük topluluk oluştu.
											Herkes bir araya gelip el ele tutuştu.
									","
											Así una noche,
											cuando me sentía supertriste 
y sin esperanza por el mundo,
											grité al vacío
											a la solitaria oscuridad.
											Dije: ""En este punto, 
iniciar una sesión en las redes sociales
											es como tomar la mano 
de alguien en el fin del mundo "".
											Y entonces, en vez del vacío,
											fueron las personas las que aparecieron,
											quienes comenzaron a responderme
y quienes luego hablaron entre sí.
											Y lentamente se formó
una pequeña comunidad.
											Todos se unieron 
para tomarse de las manos.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											And in these dangerous and unsure times,
											in the midst of it all,
											I think the thing that we have
to hold on to is other people.
											And I know that is a small thing
made up of small moments,
											but I think it is one tiny,
tiny sliver of light
											in all the darkness.
									","
											En ces temps dangereux et incertains,
											au milieu de tout cela,
											je pense que la seule chose
à laquelle nous pouvons nous tenir,
											ce sont les autres.
											Je sais que c'est une petite chose
faite de petits moments,
											mais je crois que c'est
un tout petit rayon de lumière
											dans toute cette obscurité.
									","
											E nestes tempos perigosos e de incerteza,
											no meio de tudo isso,
											acho que tudo o que temos
como apoio são as pessoas.
											Sei que é uma pequena coisa
feita de pequenos momentos,
											mas acho que é um feixe de luz,
pequeno e minúsculo
											em toda a escuridão.
									","
											Böyle tehlikeli ve güvensiz zamanlarda,
tam da böyle zamanlarda,
											diğer insanlara tutunmalıyız
diye düşünüyorum
											ve bunun küçük anılardan oluşan
küçük bir şey olduğunu biliyorum
											ama bence bu, karanlığın içinde
minicik bir ışık.
									","
											En estos tiempos peligrosos e inseguros,
											en medio de todo esto,
											creo que a lo que tenemos
que aferrarnos es a otras personas.
											Sé que es una cosa pequeña, 
hecha de pequeños momentos,
											pero creo que es una pequeña luz
											en toda la oscuridad
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Thank you.
									","
											Merci.
									","
											Obrigado.
									","
											Teşekkür ederim.
									","
											Gracias.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											Thank you.
									","
											Merci.
									","
											Obrigado.
									","
											Teşekkür ederim.
									","
											Gracias.
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
"
","
","
","
","
",You are not alone in your loneliness,Jonny Sun,10:36,"creativity,compassion,personal growth,writing,empathy,visualizations,art,humanity,community,relationships"
