en,tr,es,pt,title,speaker,duration,tags
"
											This will be familiar territory
for some of you,
											but it's a really relevant question here:
											How does a social media platform
											like, for example, Instagram, make money?
											It's not selling
a photo-sharing service —
											that part's free.
											So what is it selling?
											It's selling attention.
											It's selling the attention
of its users to advertisers.
											And there's a lot of discussion right now
											about how much attention we're all giving
to things like Instagram,
											but my question is:
											How is Instagram getting
so much attention?
									","
											Bazılarınız için aşina bir konu olacak
											ama burada asıl ilgili soru şu:
											Bir sosyal medya platformu,
											mesela Instagram, nasıl para kazanıyor?
											Bir foto paylaşma hizmeti satmıyor —
											bu kısmı ücretsiz.
											Peki ne satıyor?
											Dikkatimizi satıyor.
											Kullanıcılarının dikkatini
reklamcılara satıyor.
											Şu anda bununla ilgili çok tartışma var,
											Instagram gibi şeylere ne kadar
ilgi gösterdiğimizle alakalı tartışmalar.
											Ama sorum şu:
											Instagram nasıl oluyor da
bu kadar ilgi topluyor?
									","
											Algunos de Uds. están
familiarizados con esto,
											pero es una pregunta muy pertinente:
											¿Cómo hace dinero una plataforma
de redes sociales, como Instagram?
											No vende un servicio para compartir fotos,
											ese es gratuito.
											¿Qué vende?
											Vende atención.
											Vende a los anunciantes
la atención de sus usuarios.
											Hoy en día se discute mucho
											sobre la medida en que prestamos atención
a las redes sociales como Instagram,
											pero yo pregunto:
											¿Cómo consigue Instagram tanta atención?
									","
											Isto será um território familiar
para alguns de vocês,
											mas é uma questão relevante aqui:
											Como é que a plataforma das redes sociais
											como, por exemplo, o Instagram,
ganha dinheiro?
											Não é vendendo um serviço
de partilha de fotos
											— essa parte é grátis.
											Então, o que é que vende?
											Está a vender a vossa atenção.
											Está a vender a atenção
dos utilizadores à publicidade.
											Há uma grande discussão agora
											sobre quanta atenção estamos todos a dar
a coisas como o Instagram,
											mas a minha pergunta é:
											Como é que o Instagram
está a obter tanta atenção?
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											We get it for them.
											Anytime somebody posts on Instagram,
											they get a certain amount of attention
from their followers,
											whether they have a few followers
or a few million followers.
											And the more attention you're able to get,
											the more attention
Instagram is able to sell.
											So it's in Instagram's interest
											for you to get as much
attention as possible.
											And so it trains you
to want that attention,
											to crave it, to feel stressed out
when you're not getting enough of it.
											Instagram gets its users addicted
											to the powerful feeling
of getting attention.
											And I know we all joke, like,
""Oh my God, I'm so addicted to my phone,""
											but this is a real addiction.
											There's a whole science to it.
											If you're curious, I recommend
the work of Jaron Lanier,
											Tristan Harris, Nir Eyal.
									","
											Onlar için bunu biz yapıyoruz.
											Biri Instagram'da bir paylaşım yaptığında
											takipçilerinden belli düzeyde
ilgi topluyorlar,
											gerek birkaç takipçileri olsun,
gerekse birkaç milyon.
											Ne kadar çok ilgi görürseniz
											Instagram da o kadar ilgi satabiliyor.
											Yani Instagram'ın amacı
											mümkün olduğu kadar çok dikkat çekmeniz.
											Bu dikkati istemeniz için sizi eğitiyor,
											bunu çok istemeniz ve bu ilgiyi
göremediğinizde stres yapmanız için.
											Instagram kullanıcılarını
											ilgi görmenin
o güçlü hissine bağımlı yapıyor.
											Hepimiz işin şakasındayız,
''Tanrım, tam bir telefon bağımlısıyım,''
											ama bu gerçek bir bağımlılık.
											Tamamen bilimsel açıklaması var.
											İlgileniyorsanız size Jaron Lanier'ın
											Tristan Harris'in, Nir Eyal'in
çalışmasını öneriyorum.
									","
											Es gracias a nosotros.
											Cuando alguien publica en Instagram,
											sus seguidores le prestan
un poco de atención,
											sin importar que tenga pocos
o millones de seguidores.
											Cuanto más le prestan atención,
											más atención puede vender Instagram.
											A Instagram le conviene que
tú consigas el máximo de atención posible.
											Entonces te enseña a desear esa atención,
											a buscarla, a sentirte estresado
cuando no recibes bastante.
											Instagram hace a sus usuarios adictos
											al sentimiento poderoso
de recibir atención.
											Sé que todos bromeamos, diciendo,
""Dios mío, estoy muy adicto a mi móvil"",
											pero esta es una verdadera adicción.
											Hay pruebas científicas.
											Si tienen curiosidad, les recomiendo
la obra de Jaron Lanier,
											Tristan Harris, Nir Eyal.
									","
											Nós recebemos atenção deles.
											Sempre que alguém publica no Instagram,
											eles recebem uma certa atenção
dos seguidores dele,
											quer tenha poucos seguidores
ou uns milhões de seguidores.
											Quanto mais atenção conseguirmos captar,
											mais atenção o Instagram consegue vender.
											Por isso, é do interesse do Instagram
											que nós consigamos o máximo
de atenção possível.
											Ele treina-nos a querer essa atenção,
											a desejá-la, a sentirmo-nos stressados
se não recebermos atenção suficiente.
											O Instagram vicia os seus utilizadores
											na poderosa sensação
de receber atenção.
											Eu sei que todos gracejamos, dizendo:
											""Meu Deus, estou viciado no telemóvel.""
											Isso é um verdadeiro vício.
											Há estudos científicos sobre isso.
											Se estiverem curiosos, recomendo
os trabalhos de Jaron Lanier,
											de Tristan Harris, de Nir Eyal.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											But here's what I can tell you.
											Being addicted to getting attention
											is just like being addicted
to anything else.
											It's never enough.
											You start out and you're thinking,
											""If only I had 1,000 followers,
that would feel amazing.""
											But then you're like, ""Well,
once I get to 10,000 followers,""
											and, ""Once I get to 100 —
											Once I get to a million followers,
then I'll feel amazing.""
									","
											Ama size söyleyebileceğim şey,
											ilgi görmeye bağımlı olmak da
											tıpkı diğer her şeye bağımlı olmak gibi.
											Hiç yeterli olmuyor.
											Başlıyorsunuz ve aklınızda şu oluyor,
											''Keşke 1.000 takipçim olsa,
bu harika bir his olurdu.''
											Sonra şöyle oluyor,
''10.000 takipçiye bir ulaşsam...''
											ve sonra da...
											''Bir milton takipçiye ulaşırsam
kendimi harika hissedeceğim.''
									","
											Pero puedo decirles una cosa.
											Ser adicto a que le presten atención
es como ser adicto a lo que sea.
											Nunca es suficiente.
											Crean una cuenta y piensan,
											""Ojalá tuviera 1000 seguidores,
eso sería increíble"".
											Entonces piensan, ""Bueno, una vez
que tenga 10 000 seguidores"",
											y, ""Una vez que tenga 100...
											Una vez que tenga un millón de seguidores,
ahí es cuando me sentiré increíble"".
									","
											Mas eis o que vos posso dizer.
											Estar viciado na obtenção de atenção
											é tal e qual como estar viciado
noutra coisa qualquer.
											Nunca é suficiente.
											Começamos e pensamos:
											""Se ao menos eu tivesse 1000 seguidores,
isso seria fantástico.""
											Mas depois, dizemos: ""Bem, assim que
eu tiver 10 000 seguidores.""
											e: ""Assim que eu tiver 100...
											""Assim que eu tiver um milhão
de seguidores, sentir-me-ei fantástico.""
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											So I have 4.2 million
followers on Twitter —
											it's never made me feel amazing.
											I'm not going to tell you
how many I have on Instagram,
											because I feel genuine shame
about how low the number is,
											because I joined Instagram
after ""Batman"" came out.
									","
											Benim bizzat Twitter'da
4,2 milyon takipçim var —
											bu bende hiç harika bir his uyandırmadı.
											Instagram'daki
takipçi sayımı söylemeyeceğim
											çünkü bu rakamın düşüklüğünden
içten içe utanç duyuyorum
											çünkü ''Batman'' çıktıktan sonra
Instagram'a katıldım.
									","
											Tengo 4,2 millones
de seguidores en Twitter,
											nunca me ha hecho sentir increíble.
											No voy a decirles cuántos
tengo en Instagram,
											porque estoy verdaderamente avergonzado
por lo bajo que es el número,
											porque abrí una cuenta en Instagram
tras el estreno de Batman.
									","
											Eu tenho 4,2 milhões
de seguidores no Twitter
											— e nunca me fez sentir fantástico.
											Não vos vou dizer
quantos tenho no Instagram,
											porque sinto uma verdadeira vergonha
de quão baixo é o número,
											por me ter juntado ao Instagram
depois de o ""Batman"" ter sido lançado.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											And I search other actors,
											and I see that their number
is higher than mine,
											and it makes me feel
terrible about myself.
											Because the follower count
											makes everybody feel terrible
about themselves.
											That feeling of inadequacy
is what drives you to post,
											so you can get more attention,
											and then that attention that you get
is what these companies sell,
											that's how they make their money.
											So there is no amount
of attention you can get
											where you feel like you've arrived,
											and you're like, ""Ah, I'm good now.""
									","
											Diğer oyuncuları arıyorum
											ve takipçi sayılarının
daha fazla olduğunu görüyorum
											ve bu bana kendimi berbat hissettiriyor.
											Çünkü takipçi sayısı
											herkeste o berbat hissi uyandırıyor.
											O yetersizlik hissi, sizi daha fazla
paylaşım yapmaya itiyor,
											daha fazla ilgi görebilmeniz için
											ve topladığınız o ilgi
bu şirketlerin sattığı şey,
											işte bu şekilde para kazanıyorlar.
											Tatmin olduğunuzu hissedeceğiniz
											ve ''İşte şimdi yeterli'' diyeceğiniz
											bir ilgi miktarı yok.
									","
											Miro las cuentas de otros actores,
											y veo que su número es
más alto que el mío,
											y me hace sentir fatal.
											Porque el número de seguidores
hace que todos se sientan fatales.
											Ese sentimiento de ineptitud
es lo que lo propulsa a publicar,
											para que te presten más atención,
											y esa atención que recibe es
lo que venden estas empresas,
											es así cómo hacen dinero.
											No existe una cantidad de atención
											que te haga sentir 
que has conseguido lo que querías
											que te haga pensar:
											""Ah, lo conseguí,
ahora estoy bien"".
									","
											Pesquiso outros atores
											e vejo que os números deles
são maiores do que os meus,
											e isso faz-me sentir muito mal
comigo próprio.
											Porque a contagem dos seguidores
											faz com que toda a gente se sinta
muito mal consigo própria.
											É essa sensação de inadequação
que nos leva a publicar,
											para recebermos mais atenção,
											e é essa atenção que recebemos
que estas empresas vendem,
											é assim que ganham dinheiro.
											Não há quantidade de atenção recebida
											em que sintamos ter chegado à meta,
											e digamos: ""Ah, agora estou bem.""
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											And of course, there are a lot of actors
who are more famous than I am,
											have more followers than I do,
											but I bet you they would tell you
the same thing.
											If your creativity is driven
by a desire to get attention,
											you're never going to be
creatively fulfilled.
									","
											Tabii benden daha ünlü oyuncular var,
											daha fazla takipçileri var
											ama şundan eminin ki
size aynı şeyi söylerler.
											Eğer yaratıcılığınız, ilgi görmeye
dayalı bir istekle harekete geçiyorsa
											yaratıcılık açısından asla
tatmin olmayacaksınız.
									","
											Por supuesto, hay muchos actores
que son más famosos que yo,
											con más seguidores que yo,
											pero apuesto a que les dirían lo mismo.
											Si tu creatividad está impulsada
por un deseo de llamar la atención,
											nunca estarás creativamente realizado.
									","
											E, claro que há montes de atores
que são muito mais famosos do que eu,
											têm mais seguidores do que eu,
											mas aposto que eles vos diriam o mesmo.
											Se a vossa criatividade depende
do desejo de receber atenção,
											vocês nunca se sentirão
realizados criativamente.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											But I do have some good news.
											There is this other powerful feeling.
											Something else you can do
with your attention
											besides letting a giant tech company
control it and sell it.
											This is that feeling I was talking about,
											why I love acting so much —
											it's being able to pay attention
to just one thing.
									","
											Ama iyi haberlerim de var.
											Başka güçlü bir his var.
											Bir teknoloji devinin kontrol edip
satmasına izin vermek dışında
											dikkatinizle yapabileceğiniz
başka bir şey.
											Bahsettiğim his işte bu,
											oyunculuğu çok sevmemin sebebi —
											tek bir şeye dikkat verebilmek.
									","
											Pero tengo buenas noticias.
											Hay otro sentimiento poderoso.
											Hay otra cosa que pueden hacer
con su atención
											sin dejar que una gran empresa tecnológica
la controle y la venda.
											Este es el sentimiento de que hablaba,
por el qué amo tanto la interpretación...
											por ser capaz de prestar atención
a una única cosa.
									","
											Mas tenho algumas boas notícias.
											Há uma outra sensação poderosa.
											Há outra coisa que podem fazer
com a vossa atenção,
											além de deixar que uma empresa tecnológica
gigante a controle e a venda.
											Esta é a sensação
de que vos estava a falar,
											a razão por que gosto tanto
de representar:
											é sermos capazes de prestar atenção
a apenas uma coisa.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											Turns out there's actually
some science behind this too.
											Psychologists and neuroscientists —
											they study a phenomenon they call flow,
											which is this thing that happens
in the human brain
											when someone pays attention
to just one thing,
											like something creative,
											and manages not to get distracted
by anything else.
											And some say the more regularly
you do this, the happier you'll be.
									","
											Bunun arkasında da bilimsel açıklama var.
											Psikologlar ve nöro bilimciler
											akış dedikleri bir fenomen
üzerinde çalışıyorlar,
											biri, sadece tek bir şeye
ilgi gösterdiğinde
											insan beyninde gerçekleşen bir şey,
											yaratıcı bir şeye örneğin
											ve başka bir şey tarafından
dikkatinin dağılmasına izin vermiyor.
											Kimilerine göre bunu ne kadar düzenli
yaparsanız o kadar mutlu olursunuz.
									","
											Resulta que hay evidencia científica
que respalda esto.
											Los psicólogos y neurocientíficos estudian
un fenómeno que llaman ""Flujo"",
											algo que ocurre en el cerebro humano
al prestar atención a una única cosa,
											como algo creativo,
											sin distraerse con más nada.
											Algunos dicen que cuánto más
haces esto, más feliz serás.
									","
											Afinal, também há estudos científicos
por trás disto.
											Os psicólogos e os neurocientistas
											— eles estudam um fenómeno
a que chamam ""fluxo"",
											que é algo que acontece no cérebro humano
											quando alguém presta atenção
a apenas uma coisa,
											tal como alguma coisa criativa,
											e consegue não ser distraído
por nenhuma outra coisa.
											Alguns dizem que quanto mais regularmente
fazemos isto, mais felizes somos.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											Now I'm not a psychologist
or a neuroscientist.
											But I can tell you,
for me, that is very true.
											It's not always easy, it's hard.
											To really pay attention
like this takes practice,
											everybody does it their own way.
											But if there's one thing I can share
											that I think helps me focus
and really pay attention, it's this:
											I try not to see other creative
people as my competitors.
											I try to find collaborators.
											Like, if I'm acting in a scene,
											if I start seeing the other actors
as my competitors, and I'm like,
											""God, they're going to get
more attention than I am,
											people are going to be talking
about their performance more than mine"" —
											I've lost my focus.
											And I'm probably
going to suck in that scene.
									","
											Ben ne bir psikolog ne de nöroloğum.
											Ama şunu söyleyebilirim ki
benim için bu çok, çok doğru.
											Her zaman kolay değil, zor.
											Bu şekilde dikkat vermek
pratik gerektiriyor,
											herkesin de kendi tarzı var.
											Bu konuda söyleyebileceğim,
											benim odaklanmamı ve gerçekten
dikkat vermeme yardım eden şey şu:
											Diğer yaratıcı insanları
rakibim olarak görmüyorum.
											İş birlikçileri bulmaya çalışıyorum.
											Bir sahnede oyunculuk sergiliyorsam,
											diğer oyuncuları rakip gibi
görmeye başlarsam,
											''Tanrım, benden
daha fazla ilgi görecekler,
											insanlar, onların performansından
benimkine göre daha fazla konuşacak.''
											Odağımı kaybederim.
											Ve muhtemelen o sahnede
performansım çok kötü olacak.
									","
											No soy ni psicólogo ni neurocientífico.
											Pero puedo decirles que,
para mí, es muy cierto.
											No siempre es fácil, es difícil.
											Se necesita práctica
para prestar atención así,
											cada uno lo hace a su manera.
											Pero si hay algo que puedo compartir
											que me ayuda a concentrarme
y prestar atención, es esto:
											intento no considerar a otra gente
creativa como competidores.
											Intento buscar colaboradores.
											Al actuar en una escena,
											si considero a los otros actores
como competidores, y digo,
											""Van a recibir más atención que yo,
											la gente hablará de su actuación
más que la mía"",
											perdí la concentración.
											Y, por cierto, probablemente
actue mal en esa escena.
									","
											Não sou psicólogo nem neurocientista.
											Mas posso dizer-vos que,
para mim, é realmente verdade.
											Nem sempre é fácil, é difícil.
											Prestar atenção assim
realmente exige prática,
											e toda a gente o faz à sua maneira.
											Mas há uma coisa que posso partilhar,
											que me ajuda a focar e prestar
realmente atenção, e que é isto:
											tento não ver as outras pessoas criativas
como meus rivais.
											Tento encontrar colaboradores.
											Se estiver a representar uma cena,
											se eu começar a ver os outros atores
como meus rivais, fico:
											""Meu Deus, eles vão ter
mais atenção do que eu,
											""as pessoas vão falar mais
da interpretação deles do que da minha.""
											Perdi o meu foco e, provavelmente,
											não farei nada de jeito naquela cena.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											But when I see the other actors
as collaborators,
											then it becomes almost easy to focus,
											because I'm just paying attention to them.
											And I don't have to think
about what I'm doing —
											I react to what they're doing,
											they react to what I'm doing,
											and we can kind of
keep each other in it together.
											But I don't want you to think
it's only actors on a set
											that can collaborate in this way.
											I could be in whatever
kind of creative situation.
											It could be professional,
could be just for fun.
											I could be collaborating with people
I'm not even in the same room with.
											In fact, some of my favorite
things I've ever made,
											I made with people
that I never physically met.
									","
											Diğer oyuncuları
iş birlikçisi olarak gördüğümde
											o zaman odaklanmak kolaylaşıyor
											çünkü sadece onlara dikkat veriyorum.
											Ne yaptığım hakkında düşünmem gerekmiyor.
											Ne yaptıklarına tepki veriyorum,
											onlar da benim ne yaptığıma
											ve bu sayede birbirimizi
odak halinde tutuyoruz.
											Ama bu şekilde iş birliği içinde olmayı
											sadece setteki aktörlerin
yapabileceğini düşünmeyin.
											Bu herhangi bir
yaratıcı faaliyet olabilir.
											Profesyonel bir şey de olabilir,
eğlenceli bir şey de.
											Aynı odada olmadığınız insanlarla bile
iş birliği içinde olabilirim.
											Aslında yaptığım sen sevdiğim bazı işleri
											bizzat tanışmadığım insanlarla yaptım.
									","
											Pero si considero a los otros actores
como colaboradores,
											se vuelve casi fácil concentrarme,
											porque solo les presto atención a ellos.
											No tengo que pensar
en lo que estoy haciendo;
											yo reacciono a lo que hacen,
											ellos reaccionan a lo que hago,
											y así nos ayudamos los unos de los otros.
											No quiero que piensen que
son solo los actores en un set
											quienes pueden colaborar de esta manera.
											Puedo estar en cualquier
situación creativa.
											Puede ser profesional
o solo por diversión.
											Puedo colaborar con personas que no están
en la misma habitación que yo.
											De hecho, realicé mis proyectos favoritos
con gente que nunca conocí en persona.
									","
											Mas quando eu vejo os outros atores
como colaboradores,
											então torna-se quase fácil focar,
											porque apenas
lhes estou a prestar atenção.
											E não tenho de pensar no que estou a fazer
											— eu reajo ao que eles estão a fazer,
											eles reagem ao que eu estou a fazer,
											e conseguimos manter-nos em cena juntos.
											Mas não quero que pensem
que são apenas os atores num palco
											que conseguem colaborar assim.
											Eu poderia estar numa qualquer
situação criativa.
											Podia ser profissional,
podia ser apenas por divertimento,
											podia estar a colaborar com pessoas
sem estar na mesma sala.
											Na verdade, algumas das coisas
que mais gostei de fazer,
											fiz com pessoas
que nunca conheci fisicamente.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											And by the way,
											this, to me, is the beauty
of the internet.
											If we could just stop
competing for attention,
											then the internet becomes
a great place to find collaborators.
											And once I'm collaborating
with other people,
											whether they're on set,
or online, wherever,
											that makes it so much easier
for me to find that flow,
											because we're all just paying attention
											to the one thing
that we're making together.
											And I fell like I'm part
of something larger than myself,
											and we all sort of shield each other
											from anything else that might
otherwise grab our attention,
											and we can all just be there.
									","
											Bir de bu arada,
											bana göre internetin güzel yanı.
											İlgi için yarışmayı durdurabilirsek
											iş birliği için internet
harika bir yer haline gelir.
											Diğer insanlarla işbirliği yaptığımda,
											gerek sette olsun, gerekse çevrim içi,
											o akışı bulmak benim için
çok daha kolay oluyor
											çünkü hepimiz
sadece bir şeye dikkat veriyoruz,
											birlikte yaptığımız bir şeye.
											Kendimden daha büyük bir şeyin
bir parçası olduğumu hissediyorum
											ve dikkatimizi çalabilecek bir şeye karşı
											hepimiz sanki birbirimize arka çıkıyoruz,
											hepimiz orada varlık gösterebiliyoruz.
									","
											Por cierto, esto me parece
la belleza de internet.
											Si pudiéramos parar de competir
en llamar la atención,
											la nternet se convertiría en un lugar 
ideal para buscar colaboradores.
											Al colaborar con otra gente,
											tanto en el set como en línea,
en cualquier lugar,
											eso hace mucho más fácil que me concentre,
											porque lo único a que prestamos atención
es la tarea en cuestión.
											Me siento parte de algo más grande que yo,
											y nos protegemos unos a otros
											de todo lo que podría
llamarnos la atención,
											y todos nos podemos concentrar
y estar presentes.
									","
											E, a propósito,
											esta é, para mim, a beleza da Internet.
											Se deixássemos de competir pela atenção,
											então, a Internet tornava-se um excelente
sítio para encontrar colaboradores.
											Quando estou a colaborar com os outros,
											seja num cenário ou ""online"",
não importa,
											torna-se tão mais fácil para mim
encontrar aquele fluxo,
											porque estamos todos
apenas a prestar atenção
											àquilo que estamos a fazer em conjunto.
											E eu sinto que faço parte
de algo maior do que eu,
											e todos nós, de certo modo,
escudamo-nos uns aos outros,
											de qualquer outra coisa que possa
de alguma forma desviar-nos a atenção,
											e podemos todos ficar ali.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											At least that's what works for me.
											Sometimes.
											Sometimes — it doesn't always work.
											Sometimes, I still totally get
wrapped up in that addictive cycle
											of wanting to get attention.
											I mean, like, even right now,
											can I honestly say there's not
some part of me here who's like,
											""Hey, everybody, look at me,
I'm giving a TED Talk!""
									","
											En azından benim için işe yarayan şey bu.
											Bazen.
											Bazen de... her zaman işe yaramıyor.
											Bazen yine kendimi ilgi toplamak istediğim
											o bağımlılık döngüsünde buluyorum.
											Hatta şu anda,
											dürüstçe söyleyebilir miyim,
içimde şunu diyen bir ses yok,
											''Hey, millet, bana bakın,
bir TED Konuşması yapıyorum!''
									","
											Bueno pues, eso funciona para mí.
											A veces.
											A veces... no siempre funciona.
											A veces, me pierdo en el ciclo adictivo
en el que busco atención.
											De hecho, incluso en este momento,
											¿puedo decir sinceramente que no hay
una parte de mí que diga,
											""Eh, todos, mírenme,
estoy dando una charla TED""?
									","
											Pelo menos,
isto é o que funciona para mim.
											Às vezes.
											Às vezes — nem sempre funciona.
											Às vezes, ainda me envolvo completamente
naquele ciclo repetitivo
											de querer receber atenção,
											quero dizer, até mesmo agora,
											não posso dizer, honestamente,
que não haja nenhuma parte minha
											a dizer: ""Ei, todos, olhem para mim,
estou a fazer uma palestra TED!""
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											There is — there's, you know, some part.
											But I can also honestly say
											that this whole creative process
of writing and giving this talk,
											it's been a huge opportunity
for me to focus
											and really pay attention to something
I care a lot about.
									","
											Belki de küçük bir ses.
											Ama şunu da dürüstçe söyleyebilirim ki
											bu konuşmayı yazma
ve yapma yaratıcı süreci,
											benim odaklanmam
ve çok önemsediğim bir şeye
											gerçekten dikkkat vermem için
inanılmaz bir fırsat oldu.
									","
											Hay... hay una pequeña parte.
											Pero puedo decirles sinceramente
											que este proceso creativo entero
de escribir y dar esta charla,
											ha sido una enorme oportunidad
de que me concentre
											y que preste atención a algo
que me importa mucho.
									","
											Há — há, sabem, uma parte.
											Mas também posso dizer com franqueza
											que todo este processo criativo
de escrever e fazer esta palestra,
											foi uma enorme oportunidade
para mim de focar
											e realmente prestar atenção
a algo de que gosto muito.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											So regardless of how much attention
I do or don't get as a result,
											I'm happy I did it.
											And I'm grateful to all of you
for letting me.
											So thank you, that's it,
											you can give your attention
to someone else now.
									","
											Sonuç olarak ne kadar ilgi görsem de
											bunu yaptığım için mutluyum.
											Bu fırsatı tanıdığınız için de
size minnetarım.
											Teşekkürler, hepsi bu,
											şimdi dikkatinizi
başka birine verebilirsiniz.
									","
											Entonces, sin importar cuánta
atención me presten como resultado,
											me alegra haberlo hecho.
											Y les agradezco a todos ustedes
que me lo hayan permitido.
											Gracias, ya está, ahora pueden
prestar atención a otra persona.
									","
											Portanto, independentemente de quanta
atenção eu receber em resultado disto,
											estou contente por a ter feito.
											E estou grato a todos vocês
por me permitirem fazê-la.

											Por isso, obrigado.
											Acabou, podem prestar atenção
a outra pessoa, agora.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											Thanks again.
									","
											Teşekkürler.
									","
											Gracias de nuevo.
									","
											De novo, obrigado.
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
"
","
","
","
",How craving attention makes you less creative,Joseph Gordon-Levitt,13:15,"creativity,collaboration,social media,culture,art,community"
