en,tr,de,es,title,speaker,duration,tags
"
											Now the entire ecosystem
is managed and supported
											through an online banking platform
											that provides for the safe,
authentic transfer of value globally.
											You can now deposit your recyclables
in Vancouver or Berlin,
											and a family could withdraw
building bricks or cell phone minutes
											in the slums of Manila.
											Or Lise —
											she could deposit recycling
at a center in Port-au-Prince,
											and her mother could withdraw
cooking fuel or cash
											across the city.
											And the app adds rewards,
											incentives,
											group prizes,
											user rating.
											We've gamified recycling.
											We add fun and formality
											into an informal industry.
											We're operating in Haiti
and the Philippines.
											We've selected staff
											and partners for Brazil.
											And this year, we're committing
to India and Ethiopia.
											We're collecting hundreds
											and hundreds of tons of material.
											We continue to add partners
											and customers,
											and we increase our collection
volumes every day.
											Now as a result
of our program with Henkel,
											they've committed to use
over 100 million kilograms
											of material every year.
											That alone will put
hundreds of millions of dollars
											into the hands of the poor
											in the emerging economies.
									","
											Tüm ekosistem
											paranın küresel boyutta
güvenli bir şekilde
											transferini sağlayan çevrimiçi
bir bankacılık ile idare ediliyor.
											Siz Berlin veya Vancouver'da
geri dönüşüm yapabilirsiniz,
											aileniz Manila gecekondularında
parayı çekebilir
											veya cep telefonuna dakika alabilir.
											Lisa, Port-au-Prince'te
geri dönüşüm yapabilir,
											annesi şehrin diğer yanından
mutfak yakıtı satın alabilir
											veya parasını çekebilir.
											Uygulamanın ödül sistemi de var;
											teşvikler,
											grup ödülleri
											ve kullanıcı oylaması gibi.
											Geri dönüşümü oyuna benzettik.
											Gayriresmi bir endüstriye
											eğlence ve resmiyet kattık.
											Haiti ve Filipinler'de
faaliyet gösteriyoruz.
											Brezilya için de çalışan
											ve partnerler seçtik.
											Bu yıl Hindistan ve Etiyopya'ya
giriş yapacağız.
											Yüzlerce, evet yüzlerce ton 
materyal topluyoruz.
											Daha fazla ortak ve müşteri bulmaya
											devam ediyoruz
											ve iş hacmimizi her gün arttırıyoruz.
											Henkel'le olan işbiriğimiz sonucunda,
											her yıl 100 milyon kilo
											materyal kullanmayı kabul ettiler.
											Bu da hâlâ gelişmekte olan ekonomilerde
											yoksulların eline geçecek
											yüzlerce milyon dolar demek.
									","
											Das gesamte Ökosystem wird nun
											durch eine Online-Banking-Plattform
verwaltet und unterstützt,
											die global einen sicheren,
authentischen Transfer ermöglicht.
											Sie können Ihre Pfandsachen
nun in Vancouver oder Berlin einzahlen
											und eine Familie könnte dafür
in den Slums von Manila
											Ziegelsteine oder Handy-Minuten kaufen.
											Lise könnte Wertstoffe in der Stadtmitte
von Port-au-Prince einzahlen
											und ihre Mutter könnte
Brennstoff oder Geld
											überall in der Stadt abheben.
											Die App enthält Belohnungen,
											Ansporne,
											Gruppenpreise
											und Benutzerbewertung.
											Wir haben aus Recycling ein Spiel gemacht.
											Wir fügen einer informellen Industrie
											Spaß und Formalität hinzu.
											Wir sind in Haiti
und auf den Philippinen aktiv.
											Wir haben Angestellte
und Partner für Brasilien ausgewählt.
											Dieses Jahr gehen wir
Indien und Äthiopien an.
											Wir sammeln hunderte
und aberhunderte Tonnen Material.
											Wir fügen weiter Partner und Kunden hinzu
											und vergrößern täglich
unsere Sammelmengen.
											Unser Programm mit Henkel
hat dazu geführt,
											dass sie sich zur Verwendung
von über 100 Millionen Kilo
											pro Jahr verpflichtet haben.
											Das allein bringt
hunderte Millionen Dollar
											in die Hände der Armen
in den Entwicklungsländern.
									","
											Todo el ecosistema está
gestionado y apoyado
											a través de una plataforma
de banca electrónica
											que permite transferir fondos 
de forma segura y confiable
											a cualquier parte del mundo.
											Ahora Uds. pueden depositar material
para reciclar en Vancouver o en Berlín
											y una familia podría retirar ladrillos
o minutos de telefonía celular
											en los barrios pobres de Manila.
											O Lise, por ejemplo,
											podría depositar el material
en un centro de Puerto Príncipe
											y su madre podría retirar
combustible para cocinar o dinero
											en cualquier parte de la ciudad.
											Y la aplicación también tiene recompensas,
											incentivos,
											precios grupales,
											calificación de usuarios.
											Le dimos un sentido lúdico al reciclaje.
											Incorporamos diversión y formalidad
											en una industria informal.
											Estamos operando en Haití
y en las Filipinas.
											Hemos seleccionado personal
											y socios para Brasil.
											Y este año, nos estamos abocando
a la India y Etiopía.
											Estamos recolectando cientos
											y cientos de toneladas de material.
											Seguimos incorporando socios
											y clientes,
											y cada día incrementamos
el volumen de recolección.
											Ahora, como resultado
de nuestro programa,
											Henkel se ha comprometido a usar
más de 100 millones de kilos de material
											cada año.
											Ya solo eso va a poner
cientos de millones de dólares
											al alcance de la gente pobre
											de las economías emergentes.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											And so now,
											we can all
											be a part of the solution
											and not the pollution.
									","
											Şimdi hepimiz kirliliğin değil
											çözümün parçası olabiliriz.
									","
											Jetzt können wir also alle
Teil der Lösung sein
											und nicht Teil der Verschmutzung.
									","
											Entonces ahora
											todos nosotros podemos
											ser parte de la solución
											y no de la polución.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											And so, OK, maybe
cleaning the ocean is futile.
											It might be.
											But preventing ocean plastic
											could be humanity's richest opportunity.
									","
											Peki belki de
okyanusları temizlemek nafile.
											Öyle olabilir.
											Ancak okyanus plastiğini engellemek
											insanoğlunun karşısına çıkabilecek
en büyük fırsat.
									","
											Das Säubern des Ozeans
mag vergeblich sein.
											Das ist es vielleicht.
											Aber vielleicht ist
das Verhindern von Ozeanplastik
											die größte Chance für die Menschheit.
									","
											Y sí, tal vez limpiar el océano
sea una tarea inútil.
											Podría serlo.
											Pero evitar el vertido
de plástico en los océanos
											podría ser la oportunidad
más valiosa de la humanidad.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Danke.
									","
											Gracias.
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Beifall)
									","
											(Aplausos)
									",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
"
","
","
","
",The surprising solution to ocean plastic,David Katz,11:53,"plastic,oceans,pollution,poverty,business,innovation"
