es,fr,de,tr,title,speaker,duration,tags
"
											XL: Oh. Eso es cierto. 
Así parece, mmm,
											en efecto tenemos que 
encontrar una mejor manera
											de impactar el cerebro 
a la velocidad de la luz.
									","
											XL : Oh. C'est vrai.
On dirait que, hmm,
											en effet, nous devons trouver
une meilleure façon
											d'agir sur le cerveau
à la vitesse de la lumière.
									","
											XL: Oh, das stimmt wohl. 
Hmm, dann müssen wir eben
											eine bessere Methode finden,
											die mit Lichtgeschwindigkeit 
auf die Hirnzellen wirkt.
									","
											XL: Evet, doğru söylüyorsun.
Yani öyle görünüyor ki,
											beyni ışık hızında etkileyebilmek için
											cidden daha iyi bir
yol bulmamız gerekiyor.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Resulta que la luz viaja 
a la velocidad de la luz.
											Tal vez podríamos 
activar o inactivar recuerdos
											usando solo luz...
									","
											SR : Il se trouve justement que la lumière
se déplace à la vitesse de la lumière.
											Alors peut-être que nous pourrions
activer ou désactiver des souvenirs
											juste en utilisant de la lumière...
									","
											SR: Zufälligerweise breitet sich ja Licht 
mit Lichtgeschwindigkeit aus.
											Vielleicht könnte man also Licht verwenden,
											um Erinnerungen zu aktivieren oder deaktivieren.
									","
											SR: Ne tesadüftür ki ışık,
ışık hızında yol alır.
											Yani belki de hücreleri sadece
ışığı kullanarak etkinleştirebilir
											veya etkisizleştirebiliriz.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Es bastante rápida.
									","
											XL : C'est assez rapide.
									","
											XL: Das wäre ziemlich schnell.
									","
											XL: Bu oldukça hızlı olur.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: ...y como normalmente las neuronas
											no responden a pulsos de luz,
											aquellas que respondieran 
a pulsos de luz
											serían aquellas que tuvieran 
un interruptor sensible a la luz.
											Para hacer eso, primero tenemos 
que engañar a las neuronas
											para que respondan 
a los rayos láser.
									","
											SR : ... parce que les cellules normales
du cerveau
											ne répondent pas
aux impulsions de la lumière,
											celles qui y répondraient
											seraient celles qui contiendraient
un interrupteur sensible à la lumière.
											Pour faire ça, on doit d'abord inciter
les cellules du cerveau
											à répondre aux rayons laser.
									","
											SR: – und da Hirnzellen normalerweise
											nicht auf Lichtpulse reagieren,
											würden nur jene auf diese Pulse reagieren,
											die einen lichtempfindlichen Schalter besitzen.
											Als erstes müssen wir 
also Hirnzellen dazu bringen,
											dass sie auf Laserstrahlen reagieren.
									","
											SR: Ki normalde beyin hücreleri
											ışık sinyallerine yanıt vermezler,
											yani ışık sinyallerine yanıt verenler
											ışığa duyarlı anahtarlara
sahip olanlar olacaktır.
											Bunu yapabilmek için önce
beyin hücrelerini, lazer ışınlarına
											yanıt vermesi için kandırmamız gerekir.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Sí. Lo han oído bien.
											Estamos tratando de disparar 
rayos láser en el cerebro.
											(Risas)
									","
											XL : Ouais. Vous avez bien entendu.
											On essaye de tirer des rayons lasers
dans le cerveau.
											(Rires)
									","
											XL: Jawohl, so ist es.
											Wir wollen Laserstrahlen ins Gehirn schießen.
											(Gelächter)
									","
											XL : Evet, doğru duydunuz.
											Beynin içine lazer ışınlamaya çalışıyoruz.
											(Gülüşmeler)
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Y la técnica que nos 
permite hacerlo es la optogenética.
											La optogenética nos dio este 
interruptor de luz que podemos utilizar
											para prender o apagar las neuronas
											y el nombre de ese 
conmutador es canalrodopsina,
											vistos aquí como estos puntos 
verdes pegados a esta neurona.
											Pueden pensar en la canalrodopsina como 
una especie de interruptor sensible a la luz
											que puede instalarse 
artificialmente en las neuronas
											así que ahora podemos 
usar el interruptor
											para activar o desactivar la neurona 
simplemente clic en el interruptor
											y en este caso hacemos 
clic con pulsos de luz.
											XL: Así que pegamos este interruptor 
sensible a la luz de la canalrodopsina
											al sensor del que 
hemos estado hablando
											y lo inyectamos en el cerebro.
											Así que cuando se está 
formando una memoria,
											cualquier célula activa para 
que un recuerdo particular
											también tendrá este interruptor 
sensible a la luz instalado en él
											así que podemos 
controlar estas células
											moviendo de un tirón 
el láser como ven.
									","
											SR : Et la technique qui nous permet de faire ça,
c'est l'optogénétique.
											L'optogénétique nous a fourni
cet interrupteur de lumière
											qu'on peut utiliser pour allumer ou éteindre
les cellules cérébrales.
											Le nom de cet interrupteur
est la channelrhodopsine,
											qu'on voit ici sous la forme de points verts
attachés à la cellule cérébrale.
											On peut considérer la channelrhodopsine
comme une sorte d'interrupteur à lumière
											qui peut être installée artificiellement
dans les cellules du cerveau,
											ce qui fait que nous pouvons maintenant
utiliser cet interrupteur
											pour activer ou désactiver la cellule
simplement en cliquant dessus,
											dans notre cas,
en utilisant des impulsions de lumière.
											XL : On attache cet interrupteur
à channelrhodopsine sensible à la lumière
											au capteur dont nous avons parlé,
											et on l'injecte dans le cerveau.
											Et ainsi, dès que se forme un souvenir
											toute cellule activée pour ce souvenir particulier
											se verra installer cet interrupteur
sensible à la lumière.
											On peut ainsi contrôler ces cellules
											par le déclenchement d'un laser
identique à celui que vous voyez là.
									","
											SR: Die Technologie, die wir dabei verwenden, 
heißt Optogenetik.
											Mit Optogenetik wird dieser Schalter hergestellt,
											mit dem die Hirnzellen
an- oder abgeschaltet werden.
											Dieser Schalter heißt Channelrhodopsin
											und ist hier sichtbar 
als grüne Punkte an dieser Hirnzelle.
											Man kann sich das Channelrhodopsin als 
eine Art lichtempfindlichen Schalter vorstellen,
											der künstlich in Hirnzellen eingebaut wird,
											so dass die Hirnzellen nun 
an- und abgeschaltet werden können,
											indem man diesen Schalter betätigt
											und in unserem Fall wird der Schalter mit Lichtpulsen gesteuert.
											XL: Wir befestigen also diesen lichtempfindlichen Channelrhodopsin-Schalter
											am Sensor, der vorher erwähnt wurde,
											und spritzen das Ganze ins Gehirn.
											Wenn jetzt eine neue Erinnerung entsteht,
											wird jede aktive Zelle dieser Erinnerung
											einen solchen lichtempfindlichen Schalter besitzen,
											und wir können diese Zellen
											mit einem solchen Laserstrahl kontrollieren.
									","
											SR : Bunu yapabilmemizi sağlayan
tekniğin adı optogenetik.
											Optogenetik bize beyin hücrelerini
açıp kapatmaya yarayan
											ışık anahtarını verir
											ve bunu anahtarın ismi ""channelrhodopsin,""
											beyin hücresine bağlı
yeşil noktalar olarak görülüyor.
											""Channelrhodopsin""i, beyin hücrelerine
yapay olarak yerleştirilebilen,
											bir çeşit ışık duyarlı anahtar
olarak düşünebilirsiniz,
											böylece bu anahtarı artık
											üzerine tıklayarak etkinleştirebilir
veya etkisizleştirebiliriz
											ve bu takdirde, ışık sinyalleri
aracılığıyla tıklayabiliyoruz.
											XL: Işık duyarlı channelrhodopsin anahtarı
											bahsettiğimiz sensöre yerleştiriyoruz
											ve bunu beyne enjekte ediyoruz.
											Her anı oluşumu gerçekleştiğinde,
											belirli o anı için aktif olan
herhangi bir hücre de,
											aynı zamanda bu ışığa duyarlı
anahtarı kurmuş olacak,
											böylece bu hücreleri,
											burada gördüğünüz gibi,
lazeri çevirerek kontrol edebiliriz.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Así que vamos a poner 
todo esto a prueba ahora.
											Lo que podemos hacer es 
tomar nuestros ratones
											y ponerlos en una caja que 
se ve exactamente igual que esta
											y darles un leve choque 
eléctrico en el pie
											y así formar un recuerdo 
de miedo a esta caja.
											Aprenderán que algo 
malo sucedió aquí.
											Ahora con nuestro sistema, 
las células que están activas
											en el hipocampo en la 
elaboración de este recuerdo,
											solo esas células 
contendrá canalrodopsina.
									","
											SR : On va tester tout ça maintenant.
											Ce qu'on peut faire,
c'est prendre nos souris,
											puis les mettre dans une boîte
qui ressemble exactement à celle-ci,
											et puis leur donner un tout petit
choc électrique aux pattes
											afin qu'elles forment un souvenir de peur
de cette boîte.
											Elles apprennent que quelque chose de mauvais
leur est arrivé ici.
											Avec notre système,
seules les cellules qui sont actives
											dans l'hippocampe
pour la fabrication de ce souvenir
											contiendront maintenant la channelrhodopsine.
									","
											SR: Probieren wir das doch gleich mal aus.
											Wir nehmen also unsere Mäuse
											und setzen sie in eine Kiste wie diese hier
											und versetzen ihnen einen ganz 
leichten Stromschlag am Fuß.
											Diese Kiste löst dadurch 
eine Erinnerung an Angst aus.
											Die Mäuse lernen, dass hier 
etwas Schlimmes passiert ist.
											Durch unser System werden die Zellen, 
die im Hippocampus
											an der Entstehung 
dieser Erinnerung beteiligt sind,
											genau diese Zellen werden nun 
das Channelrhodopsin enthalten.
									","
											SR: Şimdi bütün bunları bir
denemeye tabi tutalım.
											Yapabileceğimiz şey, farelerimizi alıp
											onları tamamen buradaki
kutuya benzeyen bir kutuya koyup
											ardından onlara çok hafif
bir ayak şoku verebiliriz,
											böylece bu kutuya dair
bir korku anısı oluştururlar.
											Burada kötü bir şeyin
yaşandığını öğrenirler.
											Bizim sistemimizde,
											bu anıyı oluştururken
hipokampuste aktif olan hücreler,
											yalnızca channelrhodopsini
içerecek olan hücrelerdir.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Cuando eres tan pequeño 
como un ratón,
											se siente como si todo el mundo 
estuviera tratando de cazarte.
											Así que la mejor 
respuesta de defensa
											es tratar de pasar inadvertido.
											Cuando un ratón tiene miedo,
											mostrará este comportamiento muy típico
											yéndose a una esquina de la caja,
											tratando de no mover 
ninguna parte de su cuerpo,
											postura que se llama congelación.
											Así que si un ratón recuerda que 
algo malo sucedió en esta caja,
											cuando lo ponemos 
en la misma caja,
											básicamente nos mostrará congelación
											porque no quiere ser detectado
											por cualquier amenaza 
potencial de la caja.
									","
											XL : Quand vous êtes aussi petit qu'une souris,
											c'est comme si le monde entier
essayait de vous avoir.
											Votre meilleure réaction de défense
											est donc d'essayer de vous cacher.
											Chaque fois qu'une souris a peur,
											elle va adopter ce comportement
très typique,
											en restant dans un coin de la boîte,
											essayant de ne bouger
aucune partie de son corps.
											Cette réaction est appelée « faire le mort ».
											Si une souris se souvient que quelque chose
de mauvais lui est arrivé dans une boîte,
											et si on la remet dans la même boîte,
											elle fera le mort
											parce qu'elle ne veut pas être détectée
											par un danger potentiel
dans la boîte.
									","
											XL Wenn man so klein ist wie eine Maus,
											fühlt man sich von der ganzen Welt bedroht
											und die beste Verteidigungsstrategie ist,
											möglichst nicht entdeckt zu werden.
											Wenn eine Maus also Angst hat,
											zeigt sie dieses typische Verhalten:
											Sie bleibt in einer Ecke der Kiste
											und versucht, keinen Körperteil zu bewegen.
											Diese Haltung nennt man Erstarrung.
											Wenn sich die Maus nun erinnert, dass 
in dieser Kiste etwas Schlimmes passiert ist,
											und wir sie wieder in die gleiche Kiste setzen,
											wird sie mit Erstarrung reagieren,
											weil sie von den bedrohlichen Dingen in der Kiste
											nicht entdeckt werden will.
									","
											XL: Bir fare kadar küçüksen,
											bütün dünya peşindeymiş
hissine kapılırsın.
											Bu sebeple en iyi savunma tekniğimiz
											fark edilmemek olacaktır.
											Bir fare ne zaman korksa,
											her zaman aynı tepkisel
davranışı sergileyecektir,
											kutunun köşesinde duracak,
											vücudunun hiçbir bölgesini
kıpırdatmamaya çalışacak.
											Diğer bir deyişle bu poza
donma adını veriyoruz.
											Bir fare, bu kutuda kötü
bir şey yaşandığını hatırlarsa
											ve biz onu tekrar o kutuya koyarsak,
											donma moduna geçecektir,
											çünkü kutudaki potansiyel tehlikelerce
											fark edilmek istemiyor olacaktır.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Así que pueden pensar 
en la congelación como
											si están caminando por la 
calle pensando en sus asuntos,
											y entonces de la nada 
se encuentran frente
											a una exnovia o exnovio,
											y por dos terroríficos segundos
											empiezan a pensar, 
""¿Qué hago? ¿Digo hola?
											¿Estrecho su mano? 
¿Doy la vuelta y huyo?
											¿Me siento aquí y hago 
como si no existiera?""
											Son esa clase de pensamientos 
fugaces que físicamente incapacitan
											que temporalmente dan esa 
mirada de ciervos deslumbrados.
									","
											SR : On peut voir cette réaction
de faire le mort
											comme lorsque vous marchez dans la rue,
bien tranquille,
											et que tout à coup
vous tombez quasiment nez à nez
											avec votre ex,
											et que pendant deux terrifiantes secondes
											vous vous mettez à penser :
«Qu'est-ce que je fais ? Je dis bonjour ?
											Je lui serre la main ?
Je fais demi-tour et je m'enfuis ?
											Je m'assied ici
et je fais comme si je n'existais pas ?  »
											Ce genre de pensées fugaces
qui vous paralysent
											et qui vous donnent l'air, un instant,
d'un lièvre pris dans la lueur des phares.
									","
											SR: Die Erstarrung kann man sich 
also etwa so vorstellen,
											wie wenn man nichtsahnend 
eine Straße entlang geht
											und plötzlich, aus dem Nichts heraus,
											auf den Ex-Freund oder die Ex-Freundin trifft.
											Zwei furchtbare Sekunden lang 
wird man überlegen:
											""Was soll ich bloß tun? Hallo sagen?
											Die Hand schütteln? 
Mich umdrehen und wegrennen?
											Oder soll ich mich totstellen?""
											Durch diese flüchtigen Gedanken wird man 
einen Moment wie gelähmt sein
											und wie ein Kaninchen vor der Schlange stehen.
									","
											SR: Donmayı şu şekilde de düşünebiliriz;
											kendi halinizde
sokakta yürüyorsunuz
											ve aniden eski kız
veya erkek arkadaşınızla
											karşılaşacak oluyorsunuz
											ve o dehşet verici iki saniyede,
											şunları düşünüveriyorsunuz;
''Ne yapacağım ben?
											Selam vereyim mi, elini sıkayım mı?
Arkamı dönüp koşayım mı?
											Burada oturup yokmuşum
gibi yapayım mı?''
											Aniden gelip sizi kudretsiz
bırakan bu düşünce yığını,
											beraberinde gelen
far görmüş tavşan halleri.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Sin embargo, si ponen el ratón 
en una nueva caja completamente
											diferente, como la siguiente,
											no habrá miedo de esta caja
											porque no hay ninguna razón por 
la que temer a este nuevo entorno.
									","
											XL : Bref, si on met la souris
dans une nouvelle boîte très différente,
											comme la suivante,
											elle n'aura pas peur,
											parce qu'elle n'a aucune raison d'avoir peur
de ce nouvel environnement.
									","
											XL: Wird die Maus nun aber in 
eine total andere Kiste gesetzt,
											wie diese hier,
											wird sie keine Angst haben,
											da sie keinen Grund hat, sich vor 
dieser neuen Umgebung zu fürchten.
									","
											XL: Tabii eğer fareyi önceki
gibi tamamen farklı,
											yeni bir kutuya koyarsanız,
											bu kutudan korkmayacaktır,
											çünkü bu yeni ortamda ona
tehdit oluşturan bir unsur yok.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											Pero ¿qué pasa si ponemos 
el ratón en esta nueva caja
											pero al mismo tiempo, 
activamos la memoria del miedo
											utilizando láseres 
como lo hicimos antes?
											¿Vamos a traer el recuerdo del miedo
											de la primera caja en este 
entorno completamente nuevo?
									","
											Mais que se passe-t-il si nous mettons la souris
dans cette nouvelle boîte,
											et qu'en même temps,
nous activons la mémoire de la peur
											avec des lasers, comme auparavant ?
											Est-ce qu'on va raviver le souvenir de la peur
											de la première boîte
dans cet environnement complètement nouveau ?
									","
											Doch was geschieht, wenn wir die Maus 
in die neue Kiste setzen
											und gleichzeitig mit dem Laserstrahl
											ihre Erinnerung an Angst aktivieren?
											Können wir die Angst-Erinnerung 
von der ersten Kiste
											in dieser neuen Umgebung wieder hervorrufen?
									","
											Peki ya fareyi bu yeni kutuya koysak,
											ama aynı zamanda,
öncesinde yaptığımız gibi
											lazerleri kullanarak korku anısını
yeniden canlandırsak nasıl olur?
											Tamamen farklı olan bu yeni ortama,
											ilk kutuda yaşanan
korku anısını taşıyabilir miyiz?
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Bien, y aquí está el 
experimento del millón de dólares.
											Ahora para traer de vuelta a 
la vida el recuerdo de ese día,
											recuerdo que los 
Red Sox habían ganado,
											era un día de primavera verde,
											perfecto para subir 
y bajar por el río
											y luego quizá ir al extremo norte
											para conseguir algunos 
cannoli, #justsaying.
											Ahora Xu y yo, por otro lado,
											estábamos en una habitación 
completamente oscura, sin ventanas,
											sin hacer ningún movimiento ocular que 
remotamente se asemejara a un parpadeo
											porque nuestros ojos estaban fijos 
en la pantalla de una computadora.
											Estábamos mirando este ratón, 
tratando de activar un recuerdo
											por primera vez 
usando nuestra técnica.
									","
											SR : Ok, c'est la question à un million.
											Pour faire revivre le souvenir de ce jour,
											je me rappelle que les Red Sox
venaient de gagner,
											c'était une belle journée de printemps,
											idéale pour une promenade
le long de la rivière,
											et puis peut-être
pour aller dans le quartier nord,
											et acheter des cannolis,
enfin je dis ça...
											Au lieu de ça, Xu et moi,
											nous trouvions dans une salle obscure,
sans aucune fenêtre,
											sans oser cligner une seule fois des yeux
											parce que nos regards étaient fixés
sur un écran d'ordinateur.
											On regardait cette souris,
et on essayait d'activer un souvenir
											à l'aide de notre technique,
pour la première fois.
									","
											SR: Hier ist das Millionen-Dollar-Experiment.
											Ich erinnere mich genau an den Tag:
											ich weiß noch, dass die Red Sox 
gerade gewonnen hatten;
											es war ein grüner Frühlingstag,
											perfekt für einen Spaziergang am Fluss,
											und vielleicht einen Abstecher 
ins italienische Viertel,
											um ein paar Cannoli zu holen, ich sag's nur.
											Xu und ich saßen jedoch
											in einem fensterlosen, dunklen Raum
											und bewegten nicht einmal unsere Augenlider,
											weil wir einen Computerbildschirm anstarrten.
											Wir schauten diese Maus an und 
versuchten zum ersten Mal,
											mithilfe unserer Technologie 
eine Erinnerung zu aktivieren.
									","
											SR: Pekâlâ, buyrun sizlere
milyon dolarlık deney.
											O günün anılarını tekrardan
hayata geçirecek olursam;
											Red Sox'ın kazandığını hatırlıyorum,
											yemyeşil bir bahar günüydü,
											nehir boyunca mekik dokunulacak
											ve belki de sonra North End'e
											biraz cannoli tatlısı
almaya gidilecek bir gündü.
											Öte yandan Xu ve ben,
											tamamen penceresiz, kapkara bir
odadaydık, gözümüzü kesinlikle oynatmıyor,
											göz kırpmasını uzaktan yakından
andıracak hiçbir hareket yapmıyorduk,
											çünkü gözlerimiz bilgisayar
ekranına kitlenmişti.
											Bu fareyi gözlemliyor, kendi tekniğimizi
ilk defa kullanarak hafızasındaki anıyı
											canlandırmaya çalışıyorduk.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Y esto es lo que vimos.
											Cuando ponemos primero 
el ratón en esta caja,
											explora, husmea, 
camina por ahí,
											ocupándose de 
sus propios asuntos,
											porque en realidad 
por naturaleza,
											los ratones son 
animales muy curiosos.
											Quieren saber qué está 
pasando en esta nueva caja.
											Es interesante.
											Pero en el momento que 
encendimos el láser, como ven
											de repente el ratón entró 
en este modo de congelación.
											Se alojó aquí y trató de no mover 
ninguna parte de su cuerpo.
											Claramente está congelado.
											De hecho, parece que somos 
capaces de traer de vuelta
											la memoria del miedo 
a la primera caja
											en este entorno 
completamente nuevo.
									","
											XL : Et voici ce que nous avons vu.
											Quand on a mis la souris dans la boîte,
											au début, elle a exploré, reniflé,
elle s'est promenée,
											fait ses petites affaires,
											parce qu'en fait,
											les souris sont naturellement
des animaux assez curieux.
											Elles veulent savoir ce qu'il y a
dans cette nouvelle boîte.
											Ça les intéresse.
											Mais au moment où on a allumé le laser,
comme vous le voyez maintenant,
											tout d'un coup,
la souris a fait le mort.
											Elle est restée immobile
et a essayé de ne pas bouger.
											Elle fait clairement le mort.
											Il semble donc bien
que nous sommes en mesure de rappeler
											le souvenir de la peur de la première boite
											dans cet environnement
complètement nouveau.
									","
											XL: Und das sahen wir:
											Als wir die Maus in die Kiste setzten,
											begann sie diese zu erforschen; 
sie schnüffelte herum,
											ging herum, dachte nichts Böses,
											denn Mäuse sind von Natur aus
											ziemlich neugierige Tiere.
											Sie wollen wissen, was 
in der neuen Kiste so los ist.
											Es ist interessant.
											Aber in dem Moment, als wir 
den Laser anschalteten – jetzt –
											erstarrte die Maus plötzlich.
											Sie blieb stehen und versuchte, 
sich nicht zu bewegen.
											Man sieht die Erstarrung.
											Allem Anschein nach konnten wir also wirklich
											die Erinnerung an die Angst von der ersten Kiste
											in der neuen Umgebung wieder aktivieren.
									","
											XL: Şöyle bir durumla karşılaştık.
											Fareyi bu kutuya ilk koyduğumuzda,
											çevresini anlamaya çalışıyor,
etrafı koklayıp geziyor,
											kendi halinde takılıyordu,
											çünkü doğası gereği,
											fareler gerçekten meraklı hayvandırlar.
											Bu yeni kutunun içerisinde
neler döndüğünü merak ediyorlar.
											Gerçekten tuhaf.
											Şu anda gördüğünüz gibi,
lazeri açtığımız anda
											fare birden donma moduna geçiverdi.
											Öylece durdu ve kesinlikle
kımıldamamaya çalıştı.
											Gerçekten dondu.
											Gerçekten de ilk kutuda
yaşadığı korku anısını,
											tamamen yeni bir çevreye taşımayı
											başarmışız gibi gözüküyor.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											Viendo esto, Steve y yo
											estábamos tan sorprendidos 
como el ratón mismo.
											(Risas)
											Así que después del 
experimento, los dos salimos
											sin decir nada.
									","
											En voyant ça, Steve et moi,
											on était aussi choqués
que la souris elle-même.
											(Rires)
											Après l'expérience,
on est sortis de la salle
											sans un mot.
									","
											Während wir dem zusahen, waren Steve und ich
											ebenso schockiert wie die Maus.
											(Gelächter)
											Nach dem Experiment gingen wir also
											ohne zu sprechen aus dem Raum.
									","
											Steve ile ben buna şahit olurken,
											en az farenin kendisi kadar şoka girdik.
											(Gülüşmeler)
											Deney sonrası, ikimiz de
hiçbir şey söylemeden
											odayı terk ettik.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											Después de una especie de largo 
y difícil período de tiempo,
											Steve rompió el silencio.
									","
											Après un long moment de gêne,
											Steve a brisé le silence.
									","
											Nach einer ziemlich langen, unangenehmen Stille
											fand Steve seine Sprache wieder.
									","
											Uzun süren tuhaf bir süre ardından,
											Steve sessizliği bozdu.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: ""¿Funcionó?""
									","
											SR : «Est-ce que ça a marché ? »
									","
											SR: ""Hat das eben funktioniert?""
									","
											SR: ''İşe yaradı mı yani?''
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: ""Sí,"" dije. 
""¡De hecho funcionó!""
											Estábamos muy entusiasmados.
											Y entonces publicamos 
nuestros hallazgos
											en la revista Nature.
											Desde la publicación 
de nuestro trabajo,
											hemos estado recibiendo 
numerosos comentarios
											de todo el Internet.
											Tal vez podemos echar 
un vistazo a algunos.
									","
											XL : « Oui, » j'ai dit. « Ça a bien marché ! »
											Nous étions vraiment enthousiasmés.
											Et puis,
nous avons publié nos découvertes
											dans la revue Nature.
											Depuis la publication de nos travaux,
											nous avons reçu de nombreux commentaires
											de partout sur Internet.
											Peut-être pouvons-nous y jeter un œil ?
									","
											XL: ""Ja"", sagte ich.
""Es hat tatsächlich funktioniert!""
											Wir waren ganz aus dem Häuschen.
											Dann veröffentlichten wir unsere Erkenntnisse
											im Journal ""Nature"".
											Seit der Veröffentlichung unserer Studie
											erhielten wir unzählige Kommentare
											im Internet.
											Wir wollen einige davon anschauen.
									","
											XL: ''Evet,'' dedim.
''Cidden işe yaradı!''
											Çok heyecanlanmıştık.
											Sonrasında Nature dergisinde
											bulgularımızı yayınladık.
											İşimizin yayımından bugüne,
											internetin her bir köşesinden
											çeşitli yorumlar alıyoruz.
											Bazılarını inceleyelim.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											[""Cielos, por fin... mucho por venir, realidad virtual, manipulación neural, emulación de sueño visual... codificación neuronal, 'escribir y reescribir recuerdos', enfermedades mentales. Ahhh, el futuro es impresionante"".]
									","
											[« Oh mon Dieu enfin... tellement plus à venir, la réalité virtuelle, les manipulations neurales, émulation visuelle des rêves... l'encodage des neurones, l'écriture et la réécriture des souvenirs, une cure pour les maladies mentales. Ahhh, l'avenir est génial »]
									","
											[OMGGG ENDLICH ... da kommt noch so viel auf uns zu, virtuelle Realität, neurale Manipulation, visuelle Traumnachbildung ... neuronale Kodierung, Schreiben und Neu-Schreiben von Erinnerungen, psychische Krankheiten. Ahhh, die Zukunft ist fantastisch ]
									","
											[''OHAA SONUNDA... dahası gelecek, sanal gerçeklik, sinirsel manipülasyon, sanal rüya öykünmesi.. sinirsel kodlama, 'anı yazımı ve yeniden yazımı', sinir hastalıkları. Gelecek cidden mükemmel olacak.'']
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
