tr,en,fr,title,speaker,duration,tags
"
											Bu yüzden, başka bir deneyde, bu sefer öğrencilerle
											kampüs davranışları hakkında
											bilgi sağlamalarını istedik,
											bunların bazıları şunun gibi son derece hassas soruları da içermekteydi.
											(Hiç bir sınavda kopya çektiniz mi?)
											Deneklerin bir grubuna, şöyle söyledik,
											""Cevaplarınızı sadece diğer öğrenciler görecek.""
											Diğer bir grup deneğe, şöyle söyledik,
											""Öğrenciler ve yönetim cevaplarınızı görecek.""
											Şeffaflık. Bildirim. Ve kesin olarak bu işe yaradı,
											ilk grup denekler ikinciden daha
											çok açık olmaya yatkındılar.
											Mantıklı değil mi?
											Ama daha sonra bir yanlış yönlendirme ekledik.
											Deneyi aynı iki grupla tekrarladık,
											bu sefer deneklere bilgilerini
											nasıl kullanacağımızı bildirmek
											ile soruları cevaplamaya başlamaları arasına
											biraz gecikme ekledik.
									","
											So in yet another experiment, this one with students,
											we asked them to provide information
											about their campus behavior,
											including pretty sensitive questions, such as this one.
											[Have you ever cheated in an exam?]
											Now to one group of subjects, we told them,
											""Only other students will see your answers.""
											To another group of subjects, we told them,
											""Students and faculty will see your answers.""
											Transparency. Notification. And sure enough, this worked,
											in the sense that the first group of subjects
											were much more likely to disclose than the second.
											It makes sense, right?
											But then we added the misdirection.
											We repeated the experiment with the same two groups,
											this time adding a delay
											between the time we told subjects
											how we would use their data
											and the time we actually started answering the questions.
									","
											Ainsi, dans une autre expérience,
menée avec des étudiants,
											nous leur avons demandé
de fournir des informations
											sur leur comportement
sur le campus,
											y compris des questions très sensibles,
comme celle-ci :
											[Avez-vous déjà triché à un examen ? ]
											Nous avons dit à un groupe de sujets :
											«Seuls d'autres étudiants
vont voir vos réponses.»
											Nous avons dit à un autre groupe :
											«Les étudiants et les professeurs
vont voir vos réponses.»
											Transparence. Notification.
Et, bien sûr, ça a marché,
											dans le sens où
le premier groupe de sujets
											était beaucoup plus enclin à donner des informations
que le second.
											C'est logique, n'est-ce pas ?
											Mais nous avons ensuite
ajouté le détournement.
											Nous avons répété l'expérience
avec les deux mêmes groupes,
											cette fois-ci, en ajoutant un délai
											entre le moment où on a dit aux sujets
											comment nous utiliserions leurs données
											et le moment où on a commencé
à leur poser des questions.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Fakültenin sizin cevaplarınızı göreceği
											bilgisini etkisizleştirme etkisini yok etmek için
											sizce ne kadar süre eklemişizdir?
											10 dakika?
											5 dakika?
											1 dakika?
											15 saniye nasıl?
											15 saniye 2 grubun aynı miktarda
											bilgi paylaşmasını sağlamak için yeterliydi,
											adeta, ikinci grup, yönetimin cevaplarını
											görmesini artık umursamıyordu.
									","
											How long a delay do you think we had to add
											in order to nullify the inhibitory effect
											of knowing that faculty would see your answers?
											Ten minutes?
											Five minutes?
											One minute?
											How about 15 seconds?
											Fifteen seconds were sufficient to have the two groups
											disclose the same amount of information,
											as if the second group now no longer cares
											for faculty reading their answers.
									","
											Combien de temps pensez-vous
que nous ayonsdû ajouter
											pour neutraliser l'effet inhibiteur
											de savoir que les professeurs
verraient vos réponses ?
											Dix minutes ?
											Cinq minutes ?
											Une minute ?
											Que diriez-vous de 15 secondes ?
											Quinze secondes ont suffit
pour que les deux groupes
											divulguent la même quantité d'informations,
											comme si le deuxième groupe
ne se souciait plus
											que les professeurs
puissent lire ses réponses.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Kabul etmeliyimki, bu konuşma
											şu ana kadar fazlasıyla kasvetli gelebilir,
											ama demek istediğim bu değil.
											Aslında, sizinle alternatifler olduğunu
											paylaşmak istiyorum.
											Bazı şeyleri şu anda ki yapma şeklimiz
											tek yapma şekli değil ve kesinlikle en iyi
											yolda değil.
											Birisi size, ""insanlar mahremiyeti önemsemiyorlar"", dediği zaman,
											oyunun insanların mahremiyeti önemseyemeyecek şekilde
											tasarlanıp , donatıldığını göz önünde bulundurun,
											ve oluşan bu manipülasyonları
											anlamak kendinizi koruyabilme sürecinin
											zaten yarısıdır.
											Size birisi mahremiyetin büyük verinin
											faydalarıyla uyumsuz olduğunu söylediğinde,
											son 20 yılda araştırmacıların
											sanal olarak herhangi bir elektronik hareketin
											daha mahremiyet-koruyucu bir şekilde gerçekleştirebilecek
											teknolojileri oluşturduğunu göz önünde bulundurun.
											İnternette anonim olarak gezebiliriz.
											NSA tarafından dahi okunamayacak sadece
											gönderilen alıcının okuyabileceği mailler gönderebiliriz.
											Hatta, mahremiyet-koruyucu veri madenciliği yapabiliriz.
											Başka bir deyişle, büyük verilerin faydalarına mahremiyeti
											korurken sahip olabiliriz.
											Tabiki de , bu teknolojiler
											veri sahipleri ve veri konuları arasında
											maliyetlerin ve gelirlerin değişmesini beraberinde getirmektedir
											bu yüzden, belki de bunlar hakkında fazla bir şey duymuyoruz.
									","
											Now I have to admit that this talk so far
											may sound exceedingly gloomy,
											but that is not my point.
											In fact, I want to share with you the fact that
											there are alternatives.
											The way we are doing things now is not the only way
											they can done, and certainly not the best way
											they can be done.
											When someone tells you, ""People don't care about privacy,""
											consider whether the game has been designed
											and rigged so that they cannot care about privacy,
											and coming to the realization that these manipulations occur
											is already halfway through the process
											of being able to protect yourself.
											When someone tells you that privacy is incompatible
											with the benefits of big data,
											consider that in the last 20 years,
											researchers have created technologies
											to allow virtually any electronic transactions
											to take place in a more privacy-preserving manner.
											We can browse the Internet anonymously.
											We can send emails that can only be read
											by the intended recipient, not even the NSA.
											We can have even privacy-preserving data mining.
											In other words, we can have the benefits of big data
											while protecting privacy.
											Of course, these technologies imply a shifting
											of cost and revenues
											between data holders and data subjects,
											which is why, perhaps, you don't hear more about them.
									","
											Je dois reconnaître que cette conférence,
jusqu'ici,
											peut sembler excessivement sombre,
											mais ce n'est pas l'essentiel
de mon message.
											En fait, je veux vous montrer
											qu'il existe des alternatives.
											La façon dont on fait les choses aujourd'hui
											n'est pas la seule manière de faire,
											ni certainement la meilleure.
											Si quelqu'un vous dit,
« Les gens se fichent de préserver leur vie privée »,
											demandez-vous si le jeu n'a pas été conçu
											et truqué dans le but
qu'ils ne puissent pas s'en soucier.
											Réaliser que ces manipulations
se produisent,
											c'est déjà être à mi-chemin
du processus
											qui nous rend capables
de nous protéger nous-mêmes.
											Si quelqu'un vous dit que la protection
de la vie privée est incompatible
											avec les avantages du Big Data,
											considérez qu'au cours
des 20 dernières années,
											les chercheurs ont créé des technologies
											qui permettent à virtuellement
toutes les transactions électroniques
											de se dérouler d'une manière
plus respectueuse de la vie privée.
											On peut naviguer sur Internet
de façon anonyme.
											On peut envoyer des mails
qui ne pourront être lus
											que par le destinataire,
pas même par la NSA.
											Il peut même y avoir une exploitation des bases de données respectueuse de la vie privée.
											En d'autres termes, nous pouvons avoir
les avantages du Big Data
											tout en protégeant la vie privée.
											Bien sûr, ces technologies
impliquent un changement
											de la répartition des coûts
et des revenus
											entre les détenteurs de données
et les personnes concernées,
											ce qui explique peut-être pourquoi
vous n'en entendez pas beaucoup parler.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Bu da beni tekrar Cennet Bahçesine getirmekte.
											Cennet Bahçesi hikayesinin
											Adem ve Havva'nın çıplak hissetmesi ve utanmaları
											ile ilgli olmayacak şekilde
											ikinci bir mahremiyet yorumu
											bulunmaktadır.
											Bu yorumun yansımalarını
											John Milton'nun ""Kayıp Cennet""inde bulabilirsiniz.
											Bahçede,Adem ve Havva bariz şekilde memnunlar.
											Mutlular,Tatminler.
											Ancak, aynı zamanda
											özfarkındalık ve bilgiye sahip değilller.
											Makul bir şekilde adlandırılmış olan
											bilgi meyvesini yedikleri anda,
											kendilerini keşfetmeye başladılar.
											Farkında oldular. Bağımsızlık kazandılar.
											Ancak, ödenecek bedel, bahçeyi terk etmek oldu.
											Bu yüzden mahremiyet,özgürlük için
											hem bir araç hem de ödenecek bedeldir.
									","
											Which brings me back to the Garden of Eden.
											There is a second privacy interpretation
											of the story of the Garden of Eden
											which doesn't have to do with the issue
											of Adam and Eve feeling naked
											and feeling ashamed.
											You can find echoes of this interpretation
											in John Milton's ""Paradise Lost.""
											In the garden, Adam and Eve are materially content.
											They're happy. They are satisfied.
											However, they also lack knowledge
											and self-awareness.
											The moment they eat the aptly named
											fruit of knowledge,
											that's when they discover themselves.
											They become aware. They achieve autonomy.
											The price to pay, however, is leaving the garden.
											So privacy, in a way, is both the means
											and the price to pay for freedom.
									","
											Ce qui me ramène au Jardin d'Eden.
											Il y a une seconde interprétation
à propos de la vie privée
											dans l'histoire du Jardin d'Eden
											qui n'a rien à voir avec le fait
											qu'Adam et Eve se sentent nus
											et honteux.
											Vous pouvez trouver les échos
de cette interprétation
											dans ""Le Paradis perdu""
de John Milton.
											Dans le jardin, Adam et Eve
sont contentés sur le plan matériel.
											Ils sont heureux.
Ils sont satisfaits.
											Cependant, ils n'ont ni la connaissance,
											ni la conscience d'eux-mêmes.
											Au moment où ils mangent
le bien nommé
											fruit de la connaissance,
											c'est là qu'ils se découvrent eux-mêmes.
											Ils prennent conscience.
Ils parviennent à l'autonomie.
											Cependant, le prix à payer,
c'est de quitter le jardin.
											La vie privée, d'une certaine manière,
c'est à la fois le moyen
											et le prix à payer pour la liberté.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Tekrardan, pazarlamacılar bize
											büyük verinin ve sosyal medyanın
											sadece onlar için bir kar cenneti değil,
											aynı zamanda geri kalanlarımız için Cennet Bahçesi olduğunu söylemekteler.
											Bedava içerik alıyoruz.
											Angry Birds oynayabiliyoruz. Belli uygulamalara sahip oluyoruz.
											Ancak aslında, bir kaç yıl içinde, şirketler
											hakkımızda o kadar çok şey bilecekki
											isteklerimize daha biz dahi o arzuyu oluşturmadan
											müdahale edebilecekler ve belki
											daha biz onlara ihtiyacımız olduğunu bilmeden
											bizim yerimize ürünleri alacaklar.
									","
											Again, marketers tell us
											that big data and social media
											are not just a paradise of profit for them,
											but a Garden of Eden for the rest of us.
											We get free content.
											We get to play Angry Birds. We get targeted apps.
											But in fact, in a few years, organizations
											will know so much about us,
											they will be able to infer our desires
											before we even form them, and perhaps
											buy products on our behalf
											before we even know we need them.
									","
											Encore une fois,
les spécialistes du marketing nous disent
											que le Big Data
et les réseaux sociaux
											ne sont pas seulement pour eux
un paradis du profit,
											mais aussi un Jardin d'Eden
pour nous autres.
											Nous bénéficions de contenus gratuits.
											Nous avons la chance de jouer à Angry Birds.
Nous avons des applications ciblées.
											Mais en fait, dans quelques années,
ces organisations
											sauront tant de choses sur nous,
											qu'ils seront en mesure
de déduire nos désirs
											avant que nous les ayons formés,
et peut-être
											d'acheter des produits en notre nom
											avant qu'on ne réalise
qu'on en a besoin.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Rahatlık için bağımsızlığımızı ve özgürlüğümüzü
											takas edeceğimiz bu tarz bir geleceği
											tahmin eden
											İngiliz bir yazar vardı.
											Hatta George Orwell'den daha fazla,
											Yazar tabiki de Aldous Huxley'di.
											""Cesur Yeni Dünya""'da özgürlük için oluşturduğumuz
											teknolojilerin sonunda geri dönüp
											bizi baskı altında tuttuğu
											bir toplum hayal ediyor.
											Bununla birlikte, kitapta, aynı zamanda bize bu tarz bir toplumdan,
											Adem ve Havva'nın cenneti terk etmek için izlediği yola benzer olan
											çıkış yolunu dagösteriyor
											Savage'ın deyimiyle,
											ödenecek bedelin aşırı olmasına rağmen
											bağımsızlık ve özgürlük mümkündür,
											Bu yüzden,günümüzün belirleyici kavgalardan birinin
											kişisel bilgiler üzerindeki kontrol için,
											büyük verinin
											gizlice bizi manipüle edecek bir güçtense
											özgürlük için bir güç olup olmayacağı için
											yapılacağına inanıyorum.
									","
											Now there was one English author
											who anticipated this kind of future
											where we would trade away
											our autonomy and freedom for comfort.
											Even more so than George Orwell,
											the author is, of course, Aldous Huxley.
											In ""Brave New World,"" he imagines a society
											where technologies that we created
											originally for freedom
											end up coercing us.
											However, in the book, he also offers us a way out
											of that society, similar to the path
											that Adam and Eve had to follow to leave the garden.
											In the words of the Savage,
											regaining autonomy and freedom is possible,
											although the price to pay is steep.
											So I do believe that one of the defining fights
											of our times will be the fight
											for the control over personal information,
											the fight over whether big data will become a force
											for freedom,
											rather than a force which will hiddenly manipulate us.
									","
											Il y a un auteur anglais
											qui a anticipé ce genre de futur
											dans lequel nous abandonnerions
											notre autonomie et notre liberté
pour du confort.
											Plus encore que George Orwell,
											cet auteur est, bien sûr,
Aldous Huxley.
											Dans « Le Meilleur des Mondes »,
il imagine une société
											dans laquelle les technologies
que nous avons créées
											à l'origine pour la liberté
											finissent par nous contraindre.
											Toutefois, dans ce livre,
il nous offre aussi une porte de sortie
											de cette société,
semblable au chemin
											qu'Adam et Ève ont eu à suivre
pour quitter le jardin.
											Selon les termes du Sauvage,
											retrouver l'autonomie et la liberté
est possible,
											bien que le prix à payer soit élevé.
											Je crois fermement
que l'un des combats décisifs
											de notre époque sera le combat
											pour le contrôle des informations personnelles,
											le combat pour savoir si les Big Data
peuvent devenir un vecteur
											de liberté,
											plutôt qu'un moyen
de nous manipuler à notre insu.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Şu anda pek çoğumuz,
											kavganın devam ettiğini dahi bilmiyoruz
											ama ister beğenin ister beğenmeyin devam ediyor.
											Ve yılanı oynama pahasına,
											Size bu kavga için burada olan gerekli aletleri söyleyeceğim
											neler olup bittiğinin farkındalığı
											ve ellerinizde,
											sadece bir kaç tık ötede.
									","
											Right now, many of us
											do not even know that the fight is going on,
											but it is, whether you like it or not.
											And at the risk of playing the serpent,
											I will tell you that the tools for the fight
											are here, the awareness of what is going on,
											and in your hands,
											just a few clicks away.
									","
											À l'heure actuelle,
bon nombre d'entre nous
											ne savent même pas
que le combat a commencé,
											mais c'est le cas,
que ça vous plaise ou non.
											Et au risque de jouer les serpents,
											je vous dirais
que les outils pour ce combat
											sont là,
la conscience de ce qui est en train de se passer,
											et dans vos mains,
											à quelques clics seulement.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											Teşekkürler.
									","
											Thank you.
									","
											Merci.
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
											(Alkışlar)
									","
											(Applause)
									","
											(Applaudissements)
									",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
"
","
","
",What will a future without secrets look like?,Alessandro Acquisti,15:00,"business,policy,privacy,social media,technology"
