en,tr,de,fr,title,speaker,duration,tags
"
											I've never lived
as Daniel Lismore, the person.
											I've lived as Daniel Lismore, the artwork.
											And I've faced every
obstacle as an artwork.
											It can be hard ...
											especially if your wardrobe
takes up a 40-foot container,
											three storage units
and 30 boxes from IKEA —
									","
											Hiçbir zaman Daniel Lismore kişisi
olarak yaşamadım.
											Hep sanat eseri olan Daniel Lismore'dum.
											Bir sanat eseri olarak
bütün engellerle karşılaştım.
											Bu zor olabilir,
											özellikle eğer dolabınız
70 metre küplük bir konteyner,
											üç saklama deposu ve IKEA'dan
30 karton içeriyorsa.
									","
											Ich habe nie als die Person
Daniel Lismore gelebt.
											Ich lebe als Daniel Lismore,
das Kunstwerk.
											Als Kunstwerk war ich
schon mit Allem konfrontiert.
											Es kann schwer sein ...
											Besonders, wenn die eigene Garderobe
einen 12-Meter-Container füllt,
											drei Lagerräume und 30 Ikea-Boxen —
									","
											Je n'ai jamais vécu en tant que
Daniel Lismore, la personne.
											J'ai vécu en tant que
Daniel Lismore, l'œuvre d'art.
											En tant qu'œuvre d'art,
j'ai subi tous les obstacles possibles.
											Ça peut être dur.
											Surtout si votre garde-robe
nécessite un conteneur,
											trois unités de stockage
et 30 boîtes IKEA.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											and sometimes, it can be
very difficult, getting into cars,
											and sometimes —
											well, this morning I didn't fit
through my bathroom door,
											so that was a problem.
									","
											Bazen arabalara binmek çok zor olabiliyor
											ve bazense,
											mesela bu sabah banyomun
kapısından geçemedim,
											sıkıntılı bir durumdu.
									","
											Es kann auch schwer werden, 
in ein Auto zu steigen,
											und manchmal —
											nun, heute Morgen passte ich nicht
durch meine Badezimmertür,
											das war ein Problem.
									","
											Parfois, c'est extrêmement difficile
d'entrer dans une voiture.
											Et parfois,
											en fait, ce matin, je n'ai pas pu passer
la porte de ma salle de bains.
											Quel problème !
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											What does it mean to be yourself?
											People say it all the time,
											but what does it truly mean,
											and why does it matter?
											How does life change when you choose
to be unapologetically yourself?
									","
											Kendin olmak ne anlama geliyor?
											İnsanlar bunu sürekli söyler,
											fakat aslında ne anlama gelir
											ve neden önemlidir?
											Özgünce kendimiz olmayı 
seçtiğimizde hayatımız nasıl değişir?
									","
											Was bedeutet es, man selbst zu sein?
											Leute sagen das die ganze Zeit,
											aber was heißt das wirklich
											und was hat es zu bedeuten?
											Wie verändert sich das Leben,
wenn man kompromisslos man selbst ist?
									","
											Que signifie être soi-même ?
											Les gens le disent tout le temps.
											Mais qu'est-ce que ça signifie vraiment
											et pourquoi est-ce important ?
											Comment la vie change-t-elle quand vous
choisissez d'être résolument vous-même ?
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											I've had to face struggles
and triumphs whilst living my life as art.
											I've been put on private jets
											and flown around the world.
											My work's been displayed
in prestigious museums,
											and I've had the opportunity —
											that is my grandparents, by the way,
											they're the people that raised me,
											and there I am —
									","
											Bir sanat eseri olarak yaşarken düşüşler
ve çıkışlarla karşılaşmak zorunda kaldım.
											Özel jetlere binip
											dünyayı dolaştım.
											Çalışmalarım prestijli
müzelerde sergilendi
											ve bazen şansım yaver gitti,
											gördükleriniz büyükannem
ve büyükbabam bu arada,
											beni büyüten insanlar,
											yandaki de benim.
									","
											Als Kunstwerk erlebe ich
Kämpe und Erfolge.
											Ich wurde in Privatjets gesteckt
											und um die ganze Welt geflogen.
											Meine Arbeiten wurden
in renommierten Museen ausgestellt,
											Ich konnte —
											das sind übrigens meine Großeltern,
											sie haben mich großgezogen
											und hier bin ich —
									","
											J'ai dû faire face à des luttes et des
triomphes en vivant ma vie en tant qu'art.
											On m'a mis dans des jets privés
											et fait voler dans le monde entier.
											Mes œuvres ont été exposées
dans des musées prestigieux,
											et j'ai eu l'occasion -
											ce sont mes grands-parents,
											les personnes qui m'ont élevé,
											et me voilà—
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughs)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											So I've been put on private jets,
flown around the world,
											and yet, it's not been that easy
											because at times, I've been homeless,
											I've been spat at,
											I've been abused, sometimes daily,
											bullied my entire life,
											rejected by countless individuals,
											and I've been stabbed.
											But what hurt the most
											was being put on the ""Worst Dressed"" list.
									","
											Evet, özel jetlere binip dünyayı dolaştım
											ama yine de o kadar kolay olmadı
											çünkü bazen evsiz kaldığım da oldu,
											yüzüme tükürüldüğü de,
											taciz edildim, neredeyse her gün,
											hayatım boyunca aşağılandım,
											sayısız insan tarafından reddedildim
											ve bıçaklandım.
											Fakat en çok acıtanı,
											""En Kötü Giyinenler"" listesine çıkmamdı.
									","
											Also, ich wurde in Privatjets
in der Welt herumgeflogen
											und trotzdem war es nicht einfach,
											denn ich war zeitweise obdachlos,
											ich wurde bespuckt,
											ich wurde beleidigt, manchmal täglich,
											wurde mein leben lang schikaniert,
											von unzähligen Leuten abgelehnt
											und ich wurde niedergestochen.
											Aber was am meisten weh getan hat, war,
											auf der ""Worst Dressed""-Liste zu landen.
									","
											Donc, on m'a mis dans des jets privés
et fait voler dans le monde.
											Et pourtant, ce ne fut pas facile
											parce que j'ai aussi été sans abri,
											on m'a craché dessus,
											On m'a maltraité, quotidiennement.
											On s'est moqué de moi toute ma vie,
											on m'a rejeté
un nombre incalculable de fois,
											on m'a même poignardé.
											Mais le plus douloureux
											fut de figurer dans la liste des
personnes les plus mal habillées.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											It can be hard, being yourself,
											but I've found it's the best way.
									","
											Kendin olmak zor olabilir,
											ama anladım ki en iyi yol bu.
									","
											Es kann schwer sein, man selbst zu sein.
											Aber ich finde es ist der beste Weg.
									","
											Ça peut être difficile d'être soi-même,
											mais j'ai découvert que ça reste le mieux.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											There's the ""Worst Dressed.""
									","
											İşte ""En Kötü Giyinen"".
									","
											Hier sind die ""Worst Dressed"".
									","
											Voilà le « plus mal habillé ».
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Laughs)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											As the quote goes,
""Everyone else is already taken.""
											I've come to realize that confidence
is a concept you can choose.
											I've come to realize that authenticity
is necessary, and it's powerful.
											I've tried to spend time
being like other people.
											It didn't work.
											It's a lot of hard work,
not being yourself.
									","
											Şiirde de dendiği gibi,
""Diğer herkesten çokça var.""
											Özgüvenin seçebileceğiniz
bir şey olduğunu anladım.
											Sahiciliğin gerekli ve güçlü
olduğunu anladım.
											Diğer insanlar gibi olmaya çalıştım.
											Olmadı.
											Kendin olmamak çok yorucu bir iş.
									","
											Wie man sagt : ""Sei du selbst,
denn alle anderen gibt’s schon.""
											Ich habe festgestellt, dass man sich
für Selbstbewusstsein entscheiden kann.
											Ich habe festgestellt, dass Authentizität
notwendig und kraftvoll ist.
											Ich habe versucht, so zu sein, wie andere.
											Es hat nicht funktioniert.
											Es braucht viel harte Arbeit,
nicht man selbst zu sein.
									","
											Comme la formule le dit :
« Tous les autres sont déjà pris. »
											J'ai réalisé que la confiance
est un concept qu'on choisit.
											J'ai réalisé que l'authenticité est
nécessaire et est une force puissante.
											J'ai essayé d'être comme les autres.
											Je n'ai pas réussi.
											Renier son moi véritable
exige beaucoup d'efforts.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											I have a few questions for you all.
											Who are you?
											How many versions of you are there?
											And I have one final question:
											Are you using them all to your advantage?
									","
											Size birkaç sorum var.
											Kimsiniz?
											Sizden kaç tane var?
											Son olarak bir sorum var:
											Hepsini kendi avantajınıza mı
kullanıyorsunuz?
									","
											Ich habe ein paar Fragen an Sie alle.
											Wer sind Sie?
											Wie viele Versionen gibt es von Ihnen?
											Eine letzt Frage noch:
											Setzen sie alle zu Ihrem Vorteil ein?
									","
											J'aimerais vous poser quelques questions.
											Qui êtes-vous ?
											Combien de versions
de vous-même y a-t-il ?
											Et la dernière question :
											les utilisez-vous toutes
à votre avantage ?
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											In reality, everyone is capable
of creating their own masterpiece.
											You should try it sometime.
											It's quite fun.
									","
											Gerçekte, herkes kendi 
başyapıtını oluşturabilir.
											Bir ara denemelisiniz.
											Çok eğlenceli.
									","
											In Wahrheit ist jeder in der Lage,
sein eigenes Meisterwerk zu schaffen.
											Sie sollten es mal versuchen.
											Es macht Spaß.
									","
											En réalité, nous sommes tous capables
de créer notre propre chef-d'œuvre.
											Vous devriez essayer un jour.
											C'est assez amusant.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Danke Ihnen.
									","
											Merci.
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
											(Applause and cheers)
									","
											(Alkışlar ve tazahüratlar)
									","
											(Applaus und Jubel)
									","
											(Applaudissements et acclamations)
									",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
"
","
","
","
",My life as a work of art,Daniel Lismore,9:19,"creativity,art,design,culture,fashion,identity,beauty"
