fr,en,de,es,pt,title,speaker,duration,tags
"
											Mais ensuite j'ai fait une excursion au Musée National d'Histoire Naturelle.
											Et si certains d'entre vous en ont la possibilité,
											dans les coulisses du Musée National d'Histoire Naturelle
											il y a l'une des meilleures collections au monde de crevettes-mantes conservées. Et ce que —
									","
											But then I took a trip to the National Museum of Natural History.
											And if any of you ever have a chance,
											backstage of the National Museum of Natural History
											is one of the world's best collections of preserved mantis shrimp. And what —
									","
											Aber dann unternahm ich einen Ausflug in das National Museum of Natural History.
											Und falls einer von Ihnen jemals die Gelegenheit hat,
											hinter den Kulissen des National Museum of Natural History,
											ist eine der weltbesten Sammlungen von konservierten Fangschreckenkrebsen. Und was —
									","
											Pero después hice un viaje al Museo Nacional de Historia Natural.
											Y si alguno tiene la oportunidad alguna vez
											la trastienda del Museo Nacional de Historia Natural
											es de las mejores colecciones mundiales de camarones mantis preservados.
									","
											Mas depois, fiz uma visita ao Museu
Nacional de História Natural.
											Se tiverem oportunidade
											entrem nos bastidores do Museu
Nacional de História Natural.
											É uma das melhores coleções
de estomatópodes conservados.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											c'est une affaire sérieuse pour moi.
									","
											this is serious business for me.
									","
											das ist eine ernste Angelegenheit für mich.
									","
											esto es algo serio para mí.
									","
											Isto para mim é um assunto muito sério.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc, voilà — ce que j'ai vu, sur chaque membre d'une crevette-mante,
											qu'elle soit de type harponneur ou briseur,
											c'est une belle structure en forme de selle
											juste sur la surface supérieure du membre. Et vous pouvez le voir ici.
											Cela ressemble à une selle que vous mettriez sur un cheval.
											C'est une structure magnifique.
											Et elle est entourée de secteurs membraneux. Et ces secteurs membraneux
											m'ont fait pensé que c'est peut être une sorte de structure dynamique et flexible.
											Et cette sorte de structure m'a laissé perplexe pendant un moment.
											Puis, ensuite nous avons fait des séries de calcul, et ce que nous avons pu démontrer
											c'est que les crevettes-mantes doivent avoir un ressort.
											Il doit y avoir un genre de mécanisme de rechargement à ressort
											pour générer la quantité de force que nous observons,
											ainsi que la vitesse que nous observons, et la production du système.
											Donc nous nous sommes dit, OK, c'est surement un ressort —
											la selle pourrait très bien être un ressort.
											Et nous nous sommes repenchés sur ces vidéos à haute vitesse,
											et nous avons pu visualiser la selle se compresser et s'étendre.
											Et je vais le repasser encore une fois.
											Puis si vous regardez bien dans la vidéo —
											c'est assez difficile de le voir — c'est surligné en jaune.
											La selle est surlignée en jaune. Vous pouvez en fait la voir
											en extension pendant la course du coup, et à vrai dire en hyper-extension.
											Donc, nous avions une preuve très solide qui montrait
											que cette structure en forme de selle se compresse et s'étend,
											et agit vraiment, comme un ressort.
									","
											So, this — what I saw, on every single mantis shrimp limb,
											whether it's a spearer or a smasher,
											is a beautiful saddle-shaped structure
											right on the top surface of the limb. And you can see it right here.
											It just looks like a saddle you'd put on a horse.
											It's a very beautiful structure.
											And it's surrounded by membranous areas. And those membranous areas
											suggested to me that maybe this is some kind of dynamically flexible structure.
											And this really sort of had me scratching my head for a while.
											And then we did a series of calculations, and what we were able to show
											is that these mantis shrimp have to have a spring.
											There needs to be some kind of spring-loaded mechanism
											in order to generate the amount of force that we observe,
											and the speed that we observe, and the output of the system.
											So we thought, OK, this must be a spring —
											the saddle could very well be a spring.
											And we went back to those high-speed videos again,
											and we could actually visualize the saddle compressing and extending.
											And I'll just do that one more time.
											And then if you take a look at the video —
											it's a little bit hard to see — it's outlined in yellow.
											The saddle is outlined in yellow. You can actually see it
											extending over the course of the strike, and actually hyperextending.
											So, we've had very solid evidence showing
											that that saddle-shaped structure actually compresses and extends,
											and does, in fact, function as a spring.
									","
											Nun, das — was ich auf jedem einezelnen Schenkel eines Fangschreckenkrebses fand,
											egal ob ""Schmetterer"" und ""Speerer"",
											war eine schöne sattelförmige Struktur
											genau auf der oberen Fläche des Schenkels. Und das können Sie hier sehen.
											Es sieht aus wie ein Sattel, den man einem Pferd aufzäumt.
											Es ist eine sehr schöne Struktur.
											Sie ist umgeben von membranartigen Gebieten. Diese membranartigen Gebiete
											erschienen mir wie als wären sie möglicherweise eine Art dynamisch flexible Struktur.
											Das hat mich für eine Weile wirklich irgendwie ratlos gemacht.
											Und dann machten wir eine Reihe von Berechnungen und was wir zeigen konnten
											war, dass diese Fangschreckenkrebse eine Feder besitzen müssen.
											Es musste irgend eine Art Sprungfedermechanismus geben,
											um die beobachtete Menge an Kraft zu erzeugen
											und die Geschwindigkeit, die wir beobachten und die Ausgangsgrößen des Systems.
											Wir dachten nun, OK, das muss eine Sprungfeder sein -
											Der Sattel könnte gut als Sprungfeder dienen.
											Nun schauten wir uns wieder diese Hochgeschindigkeitsfilme an,
											und konnten tatsächlich eine Komprimierung und Expansion des Sattels visualisieren.
											Und ich werde das gerade noch einmal machen.
											Wenn Sie sich den Film anschauen —
											es ist etwas schwer zu erkennen — es ist in Gelb dargestellt.
											Der Sattel ist in Gelb dargestellt. Sie können es tatsächlich sehen.
											er expandiert während des Stoßes und überexpandiert sogar.
											Nun hatten wir sehr greifbare Beweise die zeigten,
											dass diese sattelförmige Struktur tatsächlich komprimiert und expandiert
											und in der Tat als Sprungfeder agiert.
									","
											Esto — lo que veo en cada garra de camarón mantis
											sea un arponeador o un triturador
											es una hermosa estructura de montura
											justo en la superficie superior de la garra. Pueden verla aquí.
											Se ve como una montura puesta en un caballo.
											Es una estructura muy bella.
											Está rodeada de áreas membranosas. Y esas áreas membranosas
											me sugieren que quizá sea una especie de estructura dinámicamente flexible.
											Y esto me hizo pensar bastante.
											E hicimos una serie de cálculos, y lo que llegamos a mostrar
											es que estos camarones mantis tienen que tener un resorte.
											Tiene que haber una especie de mecanismo de carga de resorte
											para generar la cantidad de fuerza que observamos
											y la velocidad que observamos y la salida del sistema.
											Entonces pensamos, bien, esto debe ser un resorte
											la montura podría muy bien ser un resorte.
											Y volvimos a los videos de alta velocidad de nuevo
											y pudimos ver la montura comprimirse y extenderse.
											Lo repetiré una vez más.
											Y si miran el video
											es bastante difícil verlo — está resaltado en amarillo.
											La montura está resaltada en amarillo. Pueden verla
											extenderse en el curso del golpe, hiperextendiéndose en realidad.
											Así, teníamos evidencia muy sólida que mostraba
											que esa estructura de montura en realidad se comprime y extiende
											y actúa, de hecho, como un resorte.
									","
											O que eu vi, em todos os membros
de cada estomatópode,
											fosse um arpoador ou um esmagador,
											é uma bonita estrutura,
em forma de sela
											mesmo na superfície do membro.
											Podem vê-la aqui mesmo.
											Parece mesmo uma sela
que poríamos num cavalo.
											É uma estrutura muito bonita.
Está rodeada por áreas membranosas.
											Aquelas áreas membranas sugeriram-me
											que talvez seja uma estrutura
flexível dinâmica
											E isso deixou-me perplexa
durante uns tempos.
											Depois, fizemos uma série de cálculos
											e mostrámos que os estomatópodes
tinham que ter uma mola.
											Tinha que haver qualquer mecanismo
carregado como uma mola
											para gerar a quantidade de força
que observamos.
											e a velocidade que observamos,
e o resultado do sistema.
											Pensámos que isto devia ser uma mola
											— a sela podia muito bem ser uma mola.
											Voltámos aos vídeos de alta velocidade.
											e pudemos visualizar a sela
a comprimir-se e a estender-se.
											Vou passar isto outra vez.
											Se virem o vídeo com atenção
											— é mais difícil de ver —
está marcado a amarelo.
											A sela está marcada a amarelo.
											Vemo-la a estender-se durante o ataque.
ou melhor, a hiperestender-se.
											Ficámos com provas muito sólidas
que mostram
											que a estrutura em forma de sela
comprime-se e estende-se.
											e funciona, de facto, como uma mola.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											La structure en forme de selle est aussi connue pour sa surface paraboloïde hyperbolique,
											ou une surface anticlastique.
											Et elle est très bien connue des ingénieurs et architectes,
											parce que c'est une surface très dure, résistant à la compression.
											Elle est faite de courbes en deux directions,
											une courbe incurvée vers le haut et une courbe transversale opposée, incurvée vers le bas
											donc n'importe quelle sorte de perturbation répand les forces
											sur toute la surface de ce genre de forme.
											Donc c'est très bien connu des ingénieurs, mais pas aussi bien des biologistes.
											C'est aussi connu d'un bon nombre de personnes qui créent des bijoux,
											parce que cela requiert très peu de matière
											pour fabriquer ce genre de surface, et c'est très solide.
											Donc si vous voulez construire une structure mince en or,
											c'est très bien d'avoir une forme solide.
									","
											The saddle-shaped structure is also known as a ""hyperbolic paraboloid surface,""
											or an ""anticlastic surface.""
											And this is very well known to engineers and architects,
											because it's a very strong surface in compression.
											It has curves in two directions,
											one curve upward and opposite transverse curve down the other,
											so any kind of perturbation spreads the forces
											over the surface of this type of shape.
											So it's very well known to engineers, not as well known to biologists.
											It's also known to quite a few people who make jewelry,
											because it requires very little material
											to build this type of surface, and it's very strong.
											So if you're going to build a thin gold structure,
											it's very nice to have it in a shape that's strong.
									","
											Die sattelförmige Struktur ist auch bekannt als ein hyperbolisches Paraboloid,
											oder als antiklastische Oberfläche.
											Und diese ist Ingenieuren und Architekten sehr gut bekannt,
											da diese Form sehr widerstandsfähig gegenüber Kompression ist.
											Sie ist in zwei Richtungen gekrümmt,
											eine aufsteigende Kurve und querverlaufend gegenüber zu ihr eine abfallende,
											so dass jeglicher Störeinfluss die Kräfte
											über Oberflächen dieser Form verteilt.
											Sehr bekannt bei Ingenieuren also, nicht ganz so bekannt bei Biologen.
											Dies ist auch einigen Leuten bekannt, die Schmuck herstellen,
											weil es sehr wenig Materialaufwand erfordert,
											diese Art von Oberfläche zu bauen und sie ist zudem sehr fest.
											Wenn Sie also eine dünne Goldstruktur bauen möchten,
											dann ist es sehr nett, diese in einer widerstandsfähigen Form zu haben.
									","
											La estructura de montura se conoce también como superficie paraboloide hiperbólica
											o superficie anticlástica.
											Y esto es muy bien sabido por ingenieros y arquitectos
											porque es una superficie muy fuerte en compresión.
											Tiene curvas en dos direcciones
											una curva hacia arriba y la otra opuesta transversal hacia abajo
											así toda perturbación dispersa las fuerzas
											sobre la superficie de este tipo de forma.
											Entonces es muy conocida por los ingenieros y no así por los biólogos.
											Es conocida también por mucha gente que hace joyería
											porque requiere muy poco material
											para construir este tipo de superficies y es muy fuerte.
											Así, si uno va a construir una estructura delgada de oro
											es muy bueno hacerla en una forma que sea fuerte.
									","
											A estrutura em forma de sela
também é conhecida
											por ""superficie paraboloide hiperbólica""
ou ""superfície anticlástica"".
											Isto é bem conhecido
dos engenheiros e arquitetos,
											porque é uma superfície
muito forte em compressão
											tem curvas em duas direções,
											uma curva para cima e a outra oposta
transversal para baixo.
											Assim, qualquer perturbação
espalha as forças

											sobre toda a superfície
deste tipo de forma.
											É uma coisa mais conhecida
dos engenheiros do que dos biólogos.
											Também é conhecida por algumas
das pessoas que fazem joalharia
											porque exige muito pouco material
											para criar este tipo de superfície
e é muito resistente.
											Portanto, para criarmos
uma delgada estrutura de ouro,
											será bom fazê-la numa forma
que seja forte.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Maintenant, c'est également connu des architectes. L'un des architectes les plus célèbres ,
											est Eduardo Catalano, qui a rendu cette structure populaire.
											Et ce qui est montré ici, c'est un toit en forme de selle qu'il a construit
											qui fait 26,7 mètres d'envergure.
											Il fait 6,35 cm d'épaisseur, et est supporté en deux points.
											Et l'une des raisons pour laquelle il a conçu ces toits de cette façon c'est —
											qu'il trouvait fascinant de pouvoir construire une structure si solide
											à partir de si peu de matière et qui puisse être supportée par si peu de points.
											Et tout ceci fait parti du même principe qui s'applique
											au ressort en forme de selle chez le stomatopode.
											Dans les systèmes biologiques il est important de ne pas avoir besoin
											de matériau supplémentaire pour le construire.
											Donc, ce sont des parallèles très intéressants entre le monde biologique
											et le monde de l'ingénierie. Et curieusement, il s'avère —
											que la selle du stomatopode est la première
											description d'un ressort paraboloïde hyperbolique et biologique.
											C'est un peu long, mais c'est plutôt intéressant.
									","
											Now, it's also known to architects. One of the most famous architects
											is Eduardo Catalano, who popularized this structure.
											And what's shown here is a saddle-shaped roof that he built
											that's 87 and a half feet spanwise.
											It's two and a half inches thick, and supported at two points.
											And one of the reasons why he designed roofs this way is because it's —
											he found it fascinating that you could build such a strong structure
											that's made of so few materials and can be supported by so few points.
											And all of these are the same principles that apply
											to the saddle-shaped spring in stomatopods.
											In biological systems it's important not to have a whole lot
											of extra material requirements for building it.
											So, very interesting parallels between the biological
											and the engineering worlds. And interestingly, this turns out —
											the stomatopod saddle turns out to be the first
											described biological hyperbolic paraboloid spring.
											That's a bit long, but it is sort of interesting.
									","
											Nun, auch Architekten ist dies bekannt. Einer der berühmtesten Architekten
											ist Eduardo Catalano, der diese Struktur populär machte.
											Was hier gezeigt wird ist ein sattelförmiges Dach, das er gebaut hat.
											das sind 87½ Fuß Spannweite.
											Es ist 2½ Inch dick und an zwei Punkten gestützt.
											Und einer der Gründe warum er Dächer dieser Art entworfen hat ist, weil es —
											er fand es faszinnierend, dass man eine derart feste Struktur bauen kann,
											aus so wenig Material und mit so wenigen Stützpunkten.
											Und all das sind die gleichen Prinzipien, die für
											die sattelförmige Feder bei Stomatopoden gelten.
											Bei biologischen Systemen ist es wichtig, nicht zu allzu viel
											überflüssiges Material zu verbauen.
											Sehr interessante Parallelen also zwischen der biologischen
											und der ingenieurtechnischen Welt.
											Der stomatopod'sche Sattel erweist sich als die erste
											beschriebene biologische hyperbolische Parabolidfeder.
											Das ist ein bisschen lang, aber es ist irgendwie interessant.
									","
											Ahora, es conocida también por arquitectos. Uno de los arquitectos más famosos
											es Eduardo Catalano, quien popularizó esta estructura.
											Y este es un techo en forma de montura que él construyó
											de 26 metros y medio de envergadura.
											Tiene más de 6 centímetros de ancho y se apoya en dos puntos.
											Y una de las razones por las que diseñó techos de esta manera es debido a que
											encontró fascinante que se pueda construir una estructura tan fuerte
											con tan pocos materiales y que se pueda apoyar en tan pocos puntos.
											Y todos estos principios son los mismos que se aplican
											al resorte de montura de los estomatópodos.
											En sistemas biológicos es importante no tener la parafernalia
											de material extra para construirlo.
											Así, hay paralelos muy interesantes entre los mundos de la
											biología y la ingeniería. Y lo interesante resulta ser que
											la montura del estomatópodo resulta ser el primer resorte
											biológico paraboloide hiperbólico descripto.
											Es un poco largo, pero como que es interesante.
									","
											Também é conhecida dos arquitetos.
											Um dos arquitetos mais famosos
é Eduardo Catalano,
											que popularizou esta estrutura.
											Mostro aqui uma cobertura
em forma de sela que ele construiu.
											Tem uma envergadura de quase 27 m.
											Tem uma espessura de quase 6,5 cm
e está apoiada em dois pontos.
											Uma das razões por que ele
concebeu coberturas desta forma
											é porque achou fascinante poder
construir uma estrutura tão forte
											feita com poucos materiais
e sustentada por tão poucos pontos.
											Tudo isto utiliza os mesmos princípios
											que se aplicam à mola em forma de sela
dos estomatópodes.
											Em sistemas biológicos é importante
não ter uma grande quantidade
											de materiais extra para a sua criação.
											São paralelos muito interessantes
											entre os mundos da biologia
e da engenharia.
											Curiosamente, a sela dos estomatópodes
											é a primeira descrição de uma mola
paraboloide hiperbólica biológica.
											É um nome um pouco longo
— mas é muito interessante.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Puis la question suivante, et la dernière, était, quelle est la force
											que produit une crevette-mante si elle est capable de briser des escargots?
											Et j'ai donc câblé ce qu'on appelle un capteur de force.
											Un capteur de force mesure les forces et c'est en vérité
											un capteur piezoélectrique qui a un petit cristal à l'intérieur.
											Et quand le cristal est pressé, les propriétés électriques changent
											proportionnellement aux forces exercées sur ce dernier.
											Donc ces animaux sont merveilleusement agressifs,
											et sont tout le temps très affamés. Et donc, tout ce que j'avais à faire
											était de mettre un peu de pâte de crevette sur la façade du capteur de force,
											et ils le frapperaient.
											Et donc ceci est juste une vidéo ordinaire de l'animal
											frappant un bon nombre de fois le capteur de force.
											Et nous avons pu avoir à la sortie quelques mesures de force.
											Et encore une fois, ce fut une surprise pour nous.
									","
											So the next and final question was, well, how much force
											does a mantis shrimp produce if they're able to break open snails?
											And so I wired up what's called a load cell.
											A load cell measures forces, and this is actually
											a piezoelectronic load cell that has a little crystal in it.
											And when this crystal is squeezed, the electrical properties change
											and it — which — in proportion to the forces that go in.
											So these animals are wonderfully aggressive,
											and are really hungry all the time. And so all I had to do
											was actually put a little shrimp paste on the front of the load cell,
											and they'd smash away at it.
											And so this is just a regular video of the animal
											just smashing the heck out of this load cell.
											And we were able to get some force measurements out.
											And again, we were in for a surprise.
									","
											Die nächste und letzte Frage war also, na ja, wie viel Kraft
											erzeugt ein Fanschreckenkrebs, wenn er in der Lage ist Schnecken aufzubrechen?
											Also verkabelte ich etwas, dass sich Wägezelle nennt.
											Eine Wägezelle misst Kräfte und das ist eigentlich
											eine piezoelektrische Wägezelle mit einem Kristall im Inneren.
											Wenn der Kristall gequetscht wird, ändert sich das elektrische Feld
											und es - welches — im Verhältnis zu der eingehenden Kraft.
											Diese Tiere sind also wunderbar aggressiv
											und ständig hungrig. Alles was ich daher tun musste,
											war im Grunde etwas Garnelenpaste auf die Vorderseite der Wägezelle zu tun
											und sie schlagen das weg.
											Das ist also ein gewöhnlicher Film von dem Tier,
											das wie wild auf die Wägezelle einschlägt.
											Und wir konnten so einige Kraftmessungen vornehmen.
											Und wieder gab es eine Überraschung.
									","
											Así la siguiente y última pregunta fue, bien, ¿cuánta fuerza
											produce el camarón mantis si puede abrir caracoles?
											Y así yo conecté lo que se llama celdas de carga.
											Una celda de carga mide fuerzas y esta es en realidad
											una celda de carga piezoelectrónica que tiene un pequeño cristal.
											Y cuando se presiona este cristal cambian las propiedades eléctricas
											en proporción a la fuerza que recibe.
											Así, estos animales son maravillosamente agresivos
											y tienen hambre todo el tiempo. Entonces todo lo que tuve que hacer
											fue poner pasta de camarón al frente de la celda de carga
											y entonces ellos le pegaban.
											Esto es un video normal del animal
											pegándole a esta celda de carga.
											Y pudimos medir algunas fuerzas.
											De nuevo, nos sorprendimos.
									","
											A pergunta final era:
											Quanta força produz
um estomatópode para partir caracóis?
											Liguei aquilo a que chamamos
uma célula de carga
											Uma célula de carga mede forças.
											É uma célula de carga piezoeletrónica
que contém um pequeno cristal.
											Quando esse cristal é comprimido,
as propriedades elétricas mudam
											em proporção com as forças exercidas.
											Estes animais são extremamente agressivos
											e estão sempre esfomeados.
											Por isso, bastava pôr um pouco
de pasta de camarão na célula de carga
											e eles esmagavam-na logo.
											Este é um vídeo normal do animal
											a esmagar esta célula de carga.
											Conseguimos obter medições da força.
											Mais uma vez, foi para nós uma surpresa.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											J'ai acheté un capteur de force de 450 Newtons, pensant,
											qu'aucun animal de cette taille ne pourrait produire plus de 450 Newtons.
											Et comme vous le savez, ils ont immédiatement dépassé la capacité du capteur.
											Donc ici vous pouvez voir quelques vieilles données
											que j'ai trouvées sur le plus petit animal du laboratoire,
											et nous pouvions mesurer des forces bien supérieures à 450 Newtons
											générées par un animal de cette taille.
											Et en fait, la semaine dernière j'ai pris un capteur de force de 1330 Newtons
											en état de marche, et nous avons mesuré des forces générées par ces animaux
											dépassant 890 Newtons.
											Et encore une fois, je pense que ça sera un record mondial.
											Je dois faire un peu de recherche pour le vérifier
											mais je pense que ça sera la plus grande quantité de force produite
											par un animal ramené à l'unité de masse. Donc ce sont des forces incroyables.
											Et encore une fois, cela nous ramène à l'importance de ce ressort
											dans le stockage et la libération de tant d'énergie dans ce système.
											Mais ce n'est pas la fin de l'histoire.
									","
											I purchased a 100-pound load cell, thinking,
											no animal could produce more than 100 pounds at this size of an animal.
											And what do you know? They immediately overloaded the load cell.
											So these are actually some old data
											where I had to find the smallest animals in the lab,
											and we were able to measure forces of well over 100 pounds
											generated by an animal about this big.
											And actually, just last week I got a 300-pound load cell
											up and running, and I've clocked these animals generating
											well over 200 pounds of force.
											And again, I think this will be a world record.
											I have to do a little bit more background reading,
											but I think this will be the largest amount of force produced
											by an animal of a given — per body mass. So, really incredible forces.
											And again, that brings us back to the importance of that spring
											in storing up and releasing so much energy in this system.
											But that was not the end of the story.
									","
											Ich kaufte eine 100 Pfund Wägezelle im Glauben,
											dass kein Tier dieser Größe mehr als 100 Pfund erzeugen kann.
											Und bevor wir uns versahen, überlasteten sie die Wägezelle augenblicklich.
											Das ist also eigentlich ein alter Datensatz,
											bei dem ich die kleinsten Tiere im Labor finden musste
											und wir konnten Kraftmessungen von weit über 100 Pfund tätigen,
											erzeugt von einem Tier etwa dieser Größe.
											Und nun habe ich letzte Woche erst eine 300 Pfund Wägezelle bekommen,
											installiert, und diese Tiere dabei gemessen wie sie
											weit über 200 Pfund Kraft erzeugen.
											Und wieder denke ich, dass dies ein Weltrekord sein wird.
											Ich muss ein bisschen mehr Literatur recherchieren,
											jedoch glaube ich, dass dies der größte Betrag erzeugter Kraft ist,
											durch ein Tier einer bestimmten — pro Körpermasse. Also, in der Tat unglaubliche Kräfte.
											Und wieder bringt uns das zurück zu der Bedeutung dieser Sprungfeder
											bei der Speicherung und Freisetzung von so viel Energie in diesem System.
											Aber das war nicht das Ende der Geschichte.
									","
											Yo compré una celda de carga de 45 kg pensando
											que ningún animal de ese tamaño podría producir más de 45 kg.
											¿Y saben qué? Inmediatamente sobrepasaron la celda de carga.
											Estos son en verdad datos viejos
											en los que encontramos los animales más pequeños del laboratorio
											y pudimos medir fuerzas de bastante más que 45 kg
											generadas por una animal de cerca de este tamaño.
											Y realmente la semana pasada conseguí una celda de carga de 136 kg
											en funcionamiento y cronometré a estos animales generando
											más de 90 kg de fuerza.
											Nuevamente, pensé que esto sería un récord mundial.
											Tengo que documentarme un poco más
											pero pienso que esta será la cantidad más grande de fuerza producida
											por un animal por unidad de masa corporal. Así, fuerzas increíbles.
											De nuevo, esto nos retrotrae a la importancia de ese resorte
											que almacena y libera tanta energía en este sistema.
											Pero ese no fue el fin de la historia.
									","
											Comprei uma célula de carga de 45 kg
											julgando que nenhum animal deste tamanho
produziria mais de 45 kg .
											Mas imediatamente
ultrapassaram a célula de carga.
											Estes são dados antigos
											que eu encontrei para os animais
mais pequenos no laboratório
											e conseguimos medir forças
muito acima dos 45 kg
											geradas por um animal deste tamanho.
											Na semana passada, arranjei
uma célula de carga de 135 kg
											e medimos as forças geradas
por estes animais, acima de 90 kg.
											Penso que será mais um recorde mundial.
											Tenho que fazer mais umas pesquisas
											mas penso que será a maior força
produzida por um animal
											em relação à sua massa.
											É de facto uma força incrível.
											Isso leva-nos de novo
à importância daquela mola
											na armazenagem e libertação
de tanta energia neste sistema.
											Mas ainda não é o fim da história.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
