en,es,pt,de,tr,title,speaker,duration,tags
"
											Now, if this system of beautification,
sanitation, protection
											doesn't appeal to you,
											you are not alone.
											There is a whole wave of people —
											funeral directors, designers,
environmentalists —
											trying to come up with a more
eco-friendly way of death.
											For these people, death is not necessarily
											a pristine, makeup,
powder-blue tuxedo kind of affair.
											There's no question
											that our current methods of death
are not particularly sustainable,
											what with the waste of resources
and our reliance on chemicals.
											Even cremation,
											which is usually considered
the environmentally friendly option,
											uses, per cremation,
											the natural gas equivalent
of a 500-mile car trip.
									","
											Si este sistema de embellecimiento,
saneamiento y protección
											no les gusta,
											no están solos.
											Hay toda una serie de gente
											- directores de funerarias, 
diseñadores, ambientalistas -
											que tratan de llegar a una 
manera de morir más ecológica.
											Para estas personas, 
la muerte no es necesariamente
											un tema de maquillaje 
y un traje azul impecable.
											No hay duda,
											nuestros actuales métodos de muerte
no son particularmente sostenibles,
											el desperdicio de recursos y nuestra
confianza en los productos químicos.
											Incluso la cremación,
											que generalmente se considera
la opción ecológica,
											usa, por cada cremación,
											el equivalente en gas natural
de un viaje en auto de 800 km.
									","
											Se este sistema de embelezamento,
higienização, proteção
											não vos atrai,
											não estão sozinhos.
											Há toda uma onda de pessoas
											— diretores de funerárias,
designers, ambientalistas -—
											a tentar arranjar
um modo de morrer mais ecológico.
											Para estas pessoas,
a morte não é necessariamente
											uma questão de maquilhagem e
de fato azul escuro.
											Não há dúvida de que
os nossos métodos atuais de sepultura
											não são particularmente sustentáveis,
											com todo o desperdício de recursos e 
a nossa dependência de agentes químicos.
											Mesmo a cremação,
											que, geralmente, é considerada
a opção amiga do ambiente,
											usa em cada cremação,
											o equivalente de gás natural
de uma viagem de carro de 800 km.
									","
											Wenn Sie diese Methode aus Verschönerung,
Reinigung und Schutz nicht anspricht,
											sind Sie damit nicht allein.
											Es gibt eine ganze Reihe von Menschen —
											Bestattungsunternehmer,
Designer, Umweltschützer —
											die versuchen eine umweltfreundlichere
Bestattungsart zu finden.
											Für sie hat der Tod nicht unbedingt
											mit Makellosigkeit, Make-up
und taubenblauen Smokings zu tun.
											Zweifellos sind unsere derzeitigen
Bestattungsarten nicht sehr nachhaltig,
											da sie Ressourcen verschwenden
und auf Chemikalien angewiesen sind.
											Selbst Einäscherung, die oft als
umweltfreundliche Methode gesehen wird,
											verbraucht bei jeder Leichenverbrennung
											so viel Erdgas wie eine
800 km lange Autofahrt.
									","
											Şimdi, bu güzelleştirme,
temizlik, koruma sistemi
											size uymuyorsa
											yalnız değilsiniz.
											Daha çevre dostu bir ölüm şeklini
											bulmaya çalışan bir sürü
cenaze evi sahibi,
											tasarımcı ve çevreci var.
											Bu insanlara göre ölüm illa ki
											el değmemiş, purda mavisi
bir takımla makyajdan ibaret değil.
											Şüphe yok ki
											defin sürecimiz pek de 
sürdürülebilir değil.
											Kaynakların harcanması ve 
kimyasallara bağımlılığımıza bir bakın.
											Cesedi yakmak bile
											genelde çevre dostu bir 
seçenek diye bilinir,
											fakat ceset başına 800 km'lik araba
yolculuğuna denk yakıt harcar.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											So where do we go from here?
											Last summer, I was in the mountains
of North Carolina,
											hauling buckets of wood chips
in the summer sun.
											I was at Western Carolina University
at their ""Body Farm,""
											more accurately called
a ""human decomposition facility.""
											Bodies donated to science
are brought here,
											and their decay is studied
to benefit the future of forensics.
											On this particular day,
											there were 12 bodies laid out
in various stages of decomposition.
											Some were skeletonized,
											one was wearing purple pajamas,
											one still had blonde facial hair visible.
											The forensic aspect is really fascinating,
											but not actually why I was there.
											I was there because a colleague of mine
named Katrina Spade
											is attempting to create a system,
not of cremating the dead,
											but composting the dead.
									","
											Entonces, ¿hacia dónde vamos?
											El verano pasado, estaba en las montañas
de Carolina del Norte,
											transportando baldes de astillas 
de madera bajo el sol estival.
											Estuve en Western Carolina University
en su ""granja de cuerpos"",
											más exactamente llamada ""instalación 
de descomposición humana"".
											Se traen aquí los cuerpos 
donados a la ciencia
											y se estudia su decadencia en beneficio
del futuro de la medicina forense.
											En este día en particular,
											había 12 cuerpos dispuestos en 
diversas etapas de descomposición.
											Algunos eran esqueletos,
											uno tenía un pijama púrpura,
											uno aún tenía vello facial rubio visible.
											El aspecto forense 
es realmente fascinante,
											pero no era esa la razón 
por la que estaba allí.
											Estaba allí porque una colega 
llamada Katrina Spade
											intenta crear un sistema,
no para cremar muertos,
											sino para el compostaje de muertos.
									","
											Então, para onde vamos?
											No verão passado, estive nas montanhas
da Carolina do Norte,
											carregando baldes com lascas de madeira
sob um sol de verão.
											Estava na Universidade de Western
Carolina, na ""Fazenda de Corpos""
											ou, para ser mais precisa, uma
""instalação de decomposição humana"".
											São levados para ali os corpos 
doados para a ciência
											e estuda-se a sua decomposição para
benefício do futuro da ciência forense.
											Neste dia em particular,
											havia 12 corpos dispostos
em variados estágios de decomposição.
											Alguns estavam esqueletizados,
											um vestia um pijama roxo,
											outro ainda tinha visíveis
pelos faciais louros.
											O aspeto forense é fascinante,
											mas não era por isso
que eu estava lá.
											Eu estava lá por causa de uma colega minha
chamada Katrina Spade
											que está a tentar criar um sistema,
não para cremar os mortos,
											mas para transformá-los em adubo.
									","
											Wie soll es nun weitergehen?
											Letzten Sommer war ich
in den Bergen von North Carolina
											und schleppte in der sommerlichen
Hitze mit Holzspänen gefüllte Eimer.
											Ich war auf der ""Body Farm""
der Western Carolina University.
											Genau genommen bezeichnet man sie
als ""menschliche Verwesungsanlage"".
											Dort befinden sich Leichen, die der
Wissenschaft gespendet wurden,
											um ihren Verwesungsprozess zum Nutzen
der Gerichtsmedizin zu untersuchen.
											An jenem Tag lagen dort 12 Leichen in
unterschiedlichen Verwesungsstadien.
											Einige waren skelettiert, eine trug
einen violetten Schlafanzug,
											bei einer war noch blonde
Gesichtsbehaarung erkennbar.
											Der gerichtsmedizinische Aspekt
ist zwar unglaublich faszinierend,
											aber deshalb war ich nicht dort.
											Ich war dort,
											weil meine Kollegin Katrina Spade
versucht ein System zu schaffen,
											bei dem die Toten nicht eingeäschert,
sondern kompostiert werden.
									","
											Peki, şimdi ne yapalım?
											Geçen yaz Kuzey Karolina dağlarındaydım.
											Güneşin alnında kovalarca
çalı çırpı taşıdım.
											Western California Üniversitesi'nin
""Ceset Çiftliği""nde,
											daha doğru bir tabirle, bir
""vücut çürüme tesisi""ndeydim.
											Bilime bağışlanmış
bedenler buraya getirilir
											ve adli tıp adına bunların
çürümesi incelenir.
											O gün, 12 vücut çürümenin çeşitli
evrelerinde açıkta bırakılmıştı.
											Bazıları iskelete dönmüştü.
											Bir tanesinin mor pijaması vardı.
											Birinin de yüzünde hâlâ sarı sakalı vardı.
											Adli tıp gerçekten büyüleyicidir,
											ama orada olma nedenim başkaydı.
											Ordaydım çünkü Katrina Spade
adında bir meslektaşım
											bedeni yakmak yerine 
doğaya gübre olarak
											kazandırmak üzerine çalışıyor.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											She calls the system ""Recomposition,""
											and we've been doing it with cattle
and other livestock for years.
											She imagines a facility
											where the family could come
and lay their dead loved one
											in a nutrient-rich mixture that would,
in four-to-six weeks,
											reduce the body — bones
and all — to soil.
											In those four-to-six weeks,
											your molecules become other molecules;
											you literally transform.
									","
											Denomina ""Recomposición"" al sistema,
											y lo hemos hecho con ganado
y otros animales durante años.
											Ella imagina una instalación
											donde la familia podría ir
a poner a su muerto amado
											en una mezcla rica en nutrientes 
que, de cuatro a seis semanas,
											reduciría los huesos del cuerpo
y todo... a tierra.
											En esas cuatro a seis semanas,
											sus moléculas se convierten 
en otras moléculas;
											literalmente se transforman.
									","
											Ela chama a este sistema
""recomposição"".
											Temos feito isso com gado
e outros animais do género durante anos.
											Ela imagina uma instalação
											em que a família poderá
depositar os seus entes queridos
											numa mistura rica em nutrientes
que, entre quatro a seis semanas,
											reduzirá o corpo — ossos
e tudo o resto — a solo.
											Nestas quatro a seis semanas,
											as moléculas transformam-se
noutras moléculas.
											O corpo transforma-se, literalmente.
									","
											Sie nennt dieses System ""Rekomposition"".
											Wir machen das schon seit Jahren
mit Rindern und anderen Nutztieren.
											Sie stellt sich dazu eine Anlage vor,
											in der Angehörige ihre Verstorbenen in ein
nährstoffreiches Gemisch legen könnten,
											das den Leichnam samt Knochen in
vier bis sechs Wochen in Erde umwandelt.
											In diesen vier bis sechs Wochen
											verwandeln sich Ihre
Moleküle in neue Moleküle.
											Sie werden buchstäblich umgewandelt.
									","
											Bunun adına, ""bedenin
yeniden kazanımı"" diyor.
											Yıllardır bunu sığırlarla
yapıyoruz aslında.
											Hayalindeki tesiste,
											aile gelip sevdiklerinin bedenini
besin değeri yüksek
											bir karışımın içine bırakabilir,
bu karışım da 4-6 hafta içinde
											bedeni, kemikler de dâhil,
toprağa dönüştürebilir.
											Bu 4-6 hafta içinde
											molekülleriniz başka moleküllere çevrilir,
											resmen dönüşüm geçirirsiniz.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											How would this fit in
with the very recent desire
											a lot of people seem to have
											to be buried under a tree,
											or to become a tree when they die?
											In a traditional cremation,
the ashes that are left over —
											inorganic bone fragments —
											form a thick, chalky layer
											that, unless distributed
in the soil just right,
											can actually hurt or kill the tree.
											But if you're recomposed,
if you actually become the soil,
											you can nourish the tree,
											and become the post-mortem contributor
you've always wanted to be —
											that you deserve to be.
									","
											¿Cómo encajaría esto
con el deseo muy reciente
											que muchas personas parecen tener
											de ser enterrados bajo un árbol,
											o convertirse en árbol al morir?
											En una cremación tradicional,
las cenizas que quedan
											- fragmentos óseos inorgánicos -
											forman una capa gruesa y calcárea
											que, a menos que se distribuya
en el suelo de manera adecuada,
											puede dañar o matar al árbol.
											Pero si se recompone,
si uno vuelve a la tierra,
											puede nutrir al árbol,
											y volverse el colaborador post mortem
que siempre quiso ser...
											que uno merece ser.
									","
											Como é que isso se encaixa
com o desejo muito recente
											que muitos parecem ter
											de serem enterrados debaixo de uma árvore
											ou de tornarem-se numa árvore,
após morrer?
											Numa cremação tradicional,
as cinzas que restam
											— fragmentos inorgânicos de ossos —
											formam uma camada espessa e calcária
											que, se não for distribuída no solo
da maneira correta,
											pode prejudicar ou matar a árvore.
											Mas se estivermos recompostos,
se estivermos transformados em solo,
											podemos alimentar a árvore,
											e contribuirmos depois de mortos
como sempre quisemos fazer
											— como merecemos ser.
									","
											Wie passt das zu den
Wünschen vieler Menschen,
											die nach ihrem Tod unter einem
Baum begraben werden wollen?
											Oder Teil eines Baums werden wollen?
											Bei einer traditionellen Einäscherung
											bildet die übrig gebliebene Asche —
aus anorganischen Knochenstücken —
											eine dicke, gipsartige Schicht,
											die einem Baum schaden kann, wenn
sie nicht genau richtig verteilt wird.
											Wenn Sie aber in Erde umgewandelt werden,
können Sie den Baum nähren
											und so den Post-Mortem-Beitrag leisten,
den Sie immer leisten wollten —
											den Sie auch verdienen.
									","
											Bir sürü insanın bir ağacın altına
											gömülmeyi veya ağaç olmak istediği
											bir dünyada,
											bu mümkün mü?
											Geleneksel bir ceset fırınında
geriye küller kalır.
											Organik olmayan kemik parçaları,
											kalın, kirecimsi bir tabakaya dönüşür.
											Bu küller toprağa doğru yayılmazsa
											bir ağacın gelişimine
zarar bile verebilir.
											Ama bedeniniz yeniden toğrağa dönerse
yani gerçekten toprak olursa
											ağacı da besleyebilirsiniz
											ve istediğiniz gibi, ölümünüzden
sonra da doğaya yararınız dokunur.
											Hak ettiğiniz şey budur.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											So that's one option
for the future of cremation.
											But what about the future of cemeteries?
											There are a lot of people who think
we shouldn't even have cemeteries anymore
											because we're running out of land.
											But what if we reframed it,
											and the corpse wasn't the land's enemy,
											but its potential savior?
											I'm talking about conservation burial,
											where large swaths of land
are purchased by a land trust.
											The beauty of this is that once you plant
a few dead bodies in that land,
											it can't be touched,
it can't be developed on —
											hence the term, ""conservation burial.""
											It's the equivalent of chaining yourself
to a tree post-mortem —
											""Hell no, I won't go!
											No, really — I can't.
I'm decomposing under here.""
									","
											Esa es una opción para
el futuro de la cremación.
											Pero ¿y el futuro de los cementerios?
											Hay mucha gente que piensa que
ya no deberíamos tener cementerios
											porque nos estamos quedando sin tierra.
											Pero, ¿qué pasa si lo reenmarcamos,
											y vemos al cadáver no como 
el enemigo de la tierra,
											sino como su potencial salvador?
											Estoy hablando de 
entierros de conservación,
											donde un fideicomiso compra 
grandes extensiones de tierra.
											La belleza de esto es que una vez que
uno pone cadáveres en esa tierra,
											no puede tocarse, 
no se puede construir allí,
											de ahí el término 
""enterramiento de conservación"".
											Es el equivalente de encadenarse
a un árbol post mortem...
											""¡Diablos, no, no iré!
											No, de verdad... no puedo.
me estoy descomponiendo por aquí"".
									","
											Então, essa é uma opção
para o futuro da cremação.
											Mas e quanto ao futuro dos cemitérios?
											Há pessoas que pensam que
não devíamos mais ter cemitérios
											porque estamos a ficar sem terra.
											Mas e se os reformulássemos
											e o cadáver deixasse de ser
o inimigo da terra,
											e passasse a ser o seu potencial salvador?
											Estou a falar de
cemitérios de conservação,
											onde grandes faixas de terra
são compradas por um fundo de terras.
											A beleza disso é que, depois de
depositarmos alguns corpos nessa terra,
											nunca mais pode ser tocada,
nunca mais se pode construir nela.
											Daí a expressão
""cemitérios de conservação.""
											É o equivalente a acorrentar-se
a uma árvore depois de morto.
											""Não saio daqui nem morto!
											""A sério. Não posso.
Estou a decompor-me aqui em baixo.""
									","
											Das wäre also eine Möglichkeit
für die Zukunft der Einäscherung.
											Aber was ist mit der
Zukunft von Friedhöfen?
											Viele Menschen denken, dass es
keine Friedhöfe mehr geben sollte,
											weil wir nicht genug Land haben.
											Aber was wäre, wenn wir es
einfach anders nutzen würden
											und der Leichnam nicht mehr
Feind des Bodens wäre,
											sondern sein möglicher Retter?
											Ich meine damit
naturerhaltende Bestattungen.
											Dabei werden große Landflächen
von einer Stiftung gekauft.
											Das Schöne daran ist, sobald ein paar
Leichen auf dem Land gepflanzt wurden,
											darf es nicht mehr bebaut werden —
											daher die Bezeichnung
""naturerhaltende Bestattung"".
											Das ist die Post-Mortem-Art
sich an einen Baum zu ketten —
											""Auf keinen Fall geh ich hier weg!
											Nein, wirklich, ich kann nicht anders.
Ich verwese hier unten.""
									","
											Şimdi yakılmaya alternatif 
bir seçenek bu.
											Peki ya mezarlıkların geleceği?
											Bir sürü kişi bunlara dahi 
gerek olmadığını savunuyor.
											Çünkü kullanılabilir 
toprak alanını daraltıyorlar.
											Peki ya bunun çerçevesini değiştirirsek
											ve ceset, toprağın düşmanı değil,
											potansiyel koruyucusu hâline gelse?
											Çevre korumaya yönelik 
definden bahsediyorum.
											Büyük arazilerin bir vakıfça alınıp
											içine birkaç naaş gömüldükten sonra
											dokunulmaz ve üzerine imar
yapılmaz hâle getirilmesinden.
											Bu yüzden adına ""çevre korumaya
yönelik defin"" deniyor.
											Kendinizi öldükten sonra bir ağaca 
zincirlemeniz gibi bir şey.
											""Hayır, gitmeyeceğim!
											Gerçekten, gidemem.
Şuracıkta çürüyeceğim.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gelächter)
									","
											(Kahkahalar)
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											Any money that the family
gives to the cemetery
											would go back into protecting
and managing the land.
											There are no headstones
and no graves in the typical sense.
											The graves are scattered
about the property
											under elegant mounds,
											marked only by a rock
or a small metal disk,
											or sometimes only locatable by GPS.
											There's no embalming,
											no heavy, metal caskets.
											My funeral home sells a few caskets
											made out of things like
woven willow and bamboo,
											but honestly, most of our families
just choose a simple shroud.
											There are none of the big vaults
that most cemeteries require
											just because it makes it easier
for them to landscape.
											Families can come here;
they can luxuriate in nature;
											they can even plant a tree or a shrub,
											though only native plants
to the area are allowed.
											The dead then blend seamlessly
in with the landscape.
									","
											El dinero que la familia da al cementerio
											volvería a la protección
y a la gestión de la tierra.
											No hay lápidas ni tumbas 
en el sentido típico.
											Las tumbas están dispersas
por la propiedad
											bajo montículos elegantes,
											marcados solo por una roca
o un pequeño disco de metal,
											o a veces ubicables solo por GPS.
											No hay embalsamamiento,
											ni ataúdes de metal, pesados.
											Mi funeraria vende algunos ataúdes
											de sauce tejido y bambú.
											Pero honestamente, la mayoría de 
las familias elige un sudario simple.
											No tiene las grandes bóvedas que 
requieren la mayoría de los cementerios
											porque les facilita ser parte del paisaje.
											Las familias pueden venir aquí;
pueden disfrutar la naturaleza;
											incluso pueden plantar 
un árbol o un arbusto,
											aunque solo se permiten plantas nativas.
											Los muertos se integran a la perfección
con el paisaje.
									","
											Qualquer dinheiro
que a família dê ao cemitério
											será destinado à proteção
e manutenção da terra.
											Não haverá lápides,
nem túmulos no sentido usual.
											Os túmulos estarão espalhados
pela propriedade
											sob elegantes montes,
											marcados apenas por uma pedra
ou um pequeno disco de metal,
											ou às vezes apenas localizável por GPS.
											Não haverá embalsamamento,
											nem pesados caixões de metal.
											A minha casa funerária
vende alguns caixões
											feitos de coisas como 
salgueiro entrelaçado e bambu,
											mas a maioria das famílias
escolhe apenas uma simples mortalha.
											Não há nenhum grande jazigo
que a maioria dos cemitérios requer
											apenas porque isso facilita
a visão da paisagem.
											As famílias podem lá ir,
podem gozar a natureza,
											podem até plantar uma árvore
ou um arbusto,
											embora só sejam permitidas
plantas nativas dessa área.
											Os mortos harmonizam-se assim
perfeitamente com a paisagem.
									","
											Zahlungen von Angehörigen an den Friedhof
											könnten für den Schutz und die Erhaltung
des Bodens verwendet werden.
											Es gäbe keine Grabsteine
oder Gräber im ursprünglichen Sinn.
											Die Gräber wären unter eleganten Hügeln
über das Grundstück verstreut
											und wären nur durch einen Stein oder
eine kleine Metallscheibe gekennzeichnet
											oder vielleicht nur mit GPS auffindbar.
											Es gäbe keine Einbalsamierung
											und keine schweren Metallsärge.
											In meinem Bestattungsunternehmen
											verkaufen wir manchmal Särge
aus Weidengeflecht oder Bambus.
											Aber die meisten Familien wählen
nur ein einfaches Leichenhemd.
											Es gäbe keine großen Särge,
											wie sie Friedhöfe benötigen, um die
Landschaftsplanung zu erleichtern.
											Familien könnten hierher kommen;
sie könnten die Natur genießen;
											sie könnten sogar einen Baum
oder Busch pflanzen,
											aber es wären nur
heimische Pflanzen erlaubt.
											Die Toten könnten sich nahtlos
in die Landschaft einfügen.
									","
											Ailenin mezarlığa verdiği tüm para
											bu arazinin bakımı
ve korunmasına harcanır.
											Ne bir mezar taşı, ne de 
bildiğimiz türden bir mezar var.
											Mezarlar araziye yayılmış.
											Narin tümsekler hâlinde.
											Üzerlerinde bir kaya ya da metal bir levha
											ya da sadece GPS'le ulaşılabilir hâlde.
											Ne mumyalama var,
											ne ağır, metal tabut.
											Benim cenaze evimde de tabutlar var.
											Söğüt ve bambudan yapılmış.
											Ama açıkçası aile üyelerimizin çoğu
basit bir kefen seçiyor sadece.
											Bir sürü mezarlıkta sırf peyzaja
uysun diye zorunluluk olan

											büyük duvarlı mezarlar yok.
											Aileler buraya gelip doğanın
keyfini çıkarabilir,
											hatta bir ağaç ya da çalı dikebilirler.
											Gerçi sadece bölge iklimine
uygun bitkilere izin var.
											Ölüler de kolayca doğaya karışır böylece.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											There's hope in conservation cemeteries.
											They offer dedicated green space
in both urban and rural areas.
											They offer a chance to reintroduce
native plants and animals to a region.
											They offer public trails,
											places for spiritual practice,
											places for classes and events —
											places where nature and mourning meet.
											Most importantly,
they offer us, once again,
											a chance to just decompose
in a hole in the ground.
											The soil,
											let me tell you,
											has missed us.
									","
											Hay esperanza en los 
cementerios de conservación.
											Ofrecen espacio verde dedicado
en zonas urbanas y rurales.
											Ofrecen la oportunidad de reintroducir
flora y fauna nativas a una región.
											Ofrecen senderos públicos,
											lugares para práctica espiritual,
											lugares para clases y eventos,
											lugares donde confluyen 
el duelo y la naturaleza.
											Más importante,
nos ofrecen, una vez más,
											una oportunidad de descomponernos 
en un agujero en la tierra.
											La tierra,
											les diré,
											nos ha echado de menos.
									","
											Há esperança
nos cemitérios de conservação.
											Oferecem espaços verdes dedicados,
tanto em áreas urbanas como áreas rurais.
											Oferecem a hipótese de reintroduzir
plantas e animais nativos numa região.
											Oferecem trilhos públicos,
											lugares para práticas espirituais,
											lugares para aulas e eventos,
											lugares onde se encontram
a natureza e o luto.
											Mais importante ainda,
oferecem-nos, uma vez mais,
											a hipótese de se decompor
num buraco no chão.
											O solo,
											— deixem que lhes diga —
											sentiu a nossa falta.
									","
											Auf naturerhaltenden
Friedhöfen besteht Hoffnung.
											Sie ermöglichen Grünflächen
in der Stadt wie auf dem Land.
											Sie ermöglichen es heimische Pflanzen und
Tiere wieder in der Region anzusiedeln.
											Sie bieten öffentliche Wanderwege,
											Orte für spirituelle Bräuche,
											Orte für Kurse und Veranstaltungen —
											Orte, wo sich Natur und Trauer treffen.
											Und vor allem bieten
sie uns die Möglichkeit,
											wieder einfach in einem Loch
im Boden zu verwesen.
											Die Erde hat uns vermisst,
das kann ich ihnen garantieren.
									","
											Bu tür mezarlıklar umut vaat ediyor.
											Hem kentsel, hem kırsal
bölgeler için yeşil alan sağlıyor.
											Bölge bitkilerinin ve hayvanlarının
bölgeye tekrar kazandırılmasını da.
											Ayrıca yürüyüş yolları,
											manevi ibadet alanları,
											ders ve etkinlik alanları
											ve doğa ile yasın buluşmasını sağlıyor.
											Her şeyden önemlisi, yine bir çukurda
											çürüme şansını sağlıyor.
											Haberiniz olsun,
											toprak
											bizi özlüyor.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											I think for a lot of people,
											they're starting to get the sense
											that our current funeral industry
isn't really working for them.
											For many of us,
											being sanitized and beautified
just doesn't reflect us.
											It doesn't reflect
what we stood for during our lives.
											Will changing the way we bury our dead
solve climate change?
											No.
											But it will make bold moves
											in how we see ourselves
as citizens of this planet.
											If we can die in a way
that is more humble and self-aware,
											I believe that we stand a chance.
									","
											Pienso que mucha gente
											está empezando a darse cuenta
											de que la industria funeraria actual
no los satisface.
											Para muchos de nosotros,
											que nos desinfecten y embellezcan 
no nos refleja.
											No refleja lo que defendimos 
durante nuestras vidas.
											¿El cambio en la forma de enterrar 
los muertos resolverá el cambio climático?
											No.
											Pero hará movimientos audaces
											en nuestras formas de vernos
como ciudadanos de este planeta.
											Si podemos morir de una manera
más humilde y autoconsciente,
											creo que tenemos una oportunidad.
									","
											Eu penso que muitas pessoas
											começam a perceber
											que a nossa indústria funerária atual
não está a trabalhar para eles.
											Para muitos de nós,
											ser higienizado e embelezado
não reflete quem somos.
											Não reflete aquilo pelo que
lutámos durante a nossa vida.
											A forma como enterramos os nossos mortos
irá resolver a mudança climática?
											Não.
											Mas fará grandes avanços
											na forma como nos vemos
enquanto cidadãos deste planeta.
											Se podemos morrer de um modo
que é mais humilde e consciencioso,
											eu acredito que nós temos uma hipótese.
									","
											Ich denke, viele Menschen
bekommen das Gefühl,
											dass die derzeitigen Bestattungsarten
für sie nicht das Richtige sind.
											Für viele spiegelt die Reinigung und
Verschönerung nicht ihr wahres Ich wider.
											Es spiegelt nicht wider, wofür wir
während unseres Lebens standen.
											Würde diese Art der Bestattung
den Klimawandel aufhalten?
											Nein.
											Aber es würde ein klares Zeichen setzen
											für unsere Sichtweise als
Bewohner dieses Planeten.
											Wenn wir auf eine Weise sterben könnten,
die bescheidener und selbstkritischer ist,
											dann glaube ich, hat die
Menschheit eine Zukunft.
									","
											Birçok insan
											cenaze endüstrimizin
											kendileri için çalışmadığını
anlamaya başlıyor.
											Birçoğumuz için
											temizlenip güzelleştirilmek
aslında bizi yansıtmaz.
											Hayattaki yerimizi yansıtmaz.
											Ölülerimizi defnetme yolumuzu değiştirmek
iklim değişikliğini bitirir mi?
											Hayır.
											Ama cesur bir adım olur.
											Bu gezegenin birer vatandaşı 
olduğumuzu görmemizi sağlar.
											Daha sade ve bilinçli bir ölüm için
											bir şansımız olur en azından.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											Thank you.
									","
											Gracias.
									","
											Obrigada.
									","
											Danke.
									","
											Teşekkürler.
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
"
","
","
","
","
",A burial practice that nourishes the planet,Caitlin Doughty,11:54,"animals,choice,bacteria,death,ecology,environment,family,green,humanity,pollution,nature,potential,sanitation,society,social change,TEDMED"
