es,pt,de,title,speaker,duration,tags
"
											Así que dije: ""Bueno, 
tengo un nuevo plan.
											Seguiré utilizando
estos sitios de citas en Internet
											pero voy a tratarlos 
como bases de datos,
											y en lugar de esperar a que 
el algoritmo me empareje,
											creo que voy a aplicar ingeniería 
inversa en todo el sistema"".
											Así que sabiendo que empleaban
información superficial
											para emparejarme 
con otras personas,
											decidí hacer mis propias preguntas.
											¿Cuáles eran todas y 
cada una de las cosas
											que buscaba en mi pareja?
									","
											Então disse: ""Muito bem, eu tenho um novo plano.
											""Vou continuar a usar estes 'sites' de encontros 'online',
											""mas vou usá-los como bases de dados,
											""e, em vez de esperar que um algoritmo me defina,
											""vou tentar a engenharia reversa em todo este sistema.""
											Por saber que havia informação superficial
											que estava a ser usada para me juntar 
com outras pessoas,
											decidi que iria antes colocar 
as minhas próprias questões.
											Quais seriam as possíveis características
											em que conseguia pensar 
quando estava à procura de um parceiro?
									","
											Also sagte ich mir, okay,
ich mache einen neuen Plan.
											Ich werde diese Online-
Dating-Webseiten weiter nutzen,
											aber ich werde sie als Datenbanken nutzen,
											und statt darauf zu warten, 
dass mich ein Algorithmus verkuppelt,
											werde ich einfach versuchen, 
das ganze System zu rekonstruieren.
											Weil ich also wusste, dass oberflächliche 
Informationen genutzt werden,
											um mich mit anderen Leuten 
zusammenzubringen,
											entschied ich mich, 
meine eigenen Fragen zu stellen.
											Was waren all die Merkmale,
die mir wichtig waren in einem Mann?
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Así que empecé a escribir, 
y escribir, y escribir
											y al final, acumulé
											72 cosas diferentes.
											Quería a alguien judío... 
más o menos,
											es decir, alguien con las mismas ideas
											y antecedentes de nuestra cultura,
											pero que no me obligase 
a ir a la sinagoga
											todos los viernes y sábados.
											Quería a alguien 
que trabajase duro,
											porque el trabajo es en 
extremo importante para mí,
											pero no muy duro.
											Para mi, los hobbies que tengo son
											sólo nuevos proyectos de 
trabajo que he empezado.
											También quería a alguien que,
no sólo quisiese dos hijos,
											sino que tuviese la misma actitud 
hacia la crianza que yo tengo,
											es decir, alguien que aceptase
											obligar a nuestro hijo a tocar 
el piano desde los tres años,
											y quizá también ir a 
clases de informática
											si nos pusiéramos de acuerdo.
											Cosas así, pero también 
quería a alguien
											con quien ir a lugares 
exóticos y lejanos,
											como Petra, en Jordania.
											También quería a 
alguien que pesase
											siempre 10 kilos más que yo,
											independientemente de mi peso.
									","
											Comecei a escrever, a escrever e a escrever,
											e, no final, tinha reunido
											72 tópicos diferentes.
											Queria alguém jud...deu,
											estava à procura de alguém que tivesse o mesmo
											passado e ideias sobre a nossa cultura,
											mas que não me forçasse a ir à sinagoga
											todas as Sextas e Sábados.
											Queria alguém que trabalhasse muito,
											porque trabalho para mim é extremamente importante,
											mas não demasiado.
											Para mim, os ""hobbies"" que tenho
											são na realidade apenas novos projectos que iniciei.
											Queria alguém que não só quisesse dois filhos,
											mas que também tivesse a mesma atitude 
em relação à parentalidade que eu tenho,
											ou seja, alguém que estivesse de acordo
											em obrigar as nossas crianças a começar a ter 
aulas de piano aos três anos,
											e também aulas de informática
											se conseguíssemos concordar nisto.
											Ou seja, coisas como estas, 
mas também coisas como ter alguém que
											quisesse ir a lugares exóticos e distantes,
											como Petra, na Jordânia.
											Também queria alguém que pesasse
											sempre mais 9 quilos do que eu
											independentemente do que eu pesasse.
									","
											Also begann ich zu schreiben 
und schrieb und schrieb,
											und am Ende hatte ich
											72 verschiedene Punkte zusammen.
											Ich wollte jemanden, der jüdisch,
											aber nicht zu streng gläubig, ist,
											der genau wie ich über 
unsere Kultur dachte,
											mich aber nicht zwang, 
jeden Freitag und Samstag
											mit ihm in die Synagoge zu gehen.
											Ich wollte jemanden, der hart arbeitet,
weil Arbeit für mich äußerst wichtig ist,
											aber auch nicht zu hart.
											Denn meine Hobbys sind eigentlich auch nur
											so etwas wie neue Arbeitsprojekte, 
die ich ins Leben gerufen habe.
											Ich wollte nicht nur jemanden, 
der zwei Kinder wollte,
											sondern auch jemanden,
											der dieselbe Einstellung
zur Kindererziehung wie ich hat;
											der völlig damit einverstanden ist,
											unser Kind dazu zu zwingen, mit 3 Jahren 
Klavierstunden zu nehmen,
											oder Informatikkurse,
											wenn wir es davon überzeugen können.
											Solche Dinge halt, 
aber ich wollte auch jemanden,
											der mit mir zu entlegenen, 
exotischen Orten
											wie Petra in Jordanien reisen würde.
											Ich wollte jemanden, der immer
20 Pfund mehr als ich wiegt,
											ganz egal, wie viel ich wiege.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											(Risas)
									","
											(Risos)
									","
											(Lachen)
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Así que, ya tenía esas 72 cosas,
											lo que, sinceramente, era mucho.
											Y lo que hice fue revisar la lista
											y priorizar.
											La dividí en dos niveles
											y califiqué todo empezando en 100
											hasta el 91,
											anotando cosas como que buscaba 
a alguien súper inteligente,
											que me pudiese desafiar y estimular,
											contrastándolo con un segundo nivel
											y una segunda puntuación.
											Esas cosas también me importaban,
											pero no eran obligatoriamente imprescindibles.
									","
											Nessa altura, eu tinha 72 tópicos diferentes,
											o que, para ser franca, é muito.
											Por isso, o que fiz foi rever a lista
											e criar prioridades.
											Dividi-a num primeiro e segundo grupo de tópicos
											e dei pontuação a tudo começando com 100
											e descendo até 91,
											e enumerando coisas como encontrar alguém 
que seja realmente inteligente,
											que me desafie e me estimule,
											e equilibrar isso com o segundo grupo
											e um segundo grupo de tópicos.
											Essas também eram coisas importantes para mim,
											mas não necessariamente obstáculos.
									","
											Nun hatte ich also diese 
72 verschiedenen Punkte,
											was eigentlich ganz schön viel ist.
											Ich ging sie noch einmal durch
und ordnete sie nach Prioritäten.
											Ich teilte sie in eine erste 
und zweite Tabelle auf
											und stufte alles ein, angefangen bei 100
											runter bis 91.
											Ich listete Dinge auf wie, dass ich 
jemanden suche, der richtig klug ist,
											der mich herausfordern und anregen würde,
											und verglich dies
											mit einer zweiten Tabelle von Punkten.
											Diese Dinge waren mir auch wichtig,
											aber bedeuteten nicht unbedingt 
das Ende der Beziehung.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Así que una vez hice eso,
											desarrollé un sistema de puntuación
											porque lo que quería hacer
											era calcular más o 
menos matemáticamente
											si yo creía que el tipo 
que encontré en la web
											encajaría conmigo o no.
											Pensé que necesitaría 
un mínimo de 700 puntos
											antes de enviar un correo a alguien
											o de contestar al suyo.
											A partir de 900, 
aceptaría salir con él,
											y ni siquiera pensaría
en una relación de ningún tipo
											antes de que alguien cruzase 
la línea de los 1500 puntos.
									","
											Assim que terminei isto,
											construí um sistema de pontuações,
											porque o que eu queria fazer
											era mais ou menos calcular matematicamente
											se me parecia que o rapaz que encontrei ""online""
											poderia ser um par para mim.
											Penso que teria de haver pelo menos 700 pontos
											antes de eu concordar em enviar um email a alguém
											ou responder a uma mensagem de ""email"".
											Por 900 pontos, concordaria em sair com alguém,
											e não consideraria sequer qualquer tipo 
de relacionamento
											antes que alguém tivesse passado 
o limiar dos 1500 pontos.
									","
											Als ich dies gemacht hatte,
											baute ich ein Punktesystem auf,
											denn ich wollte sozusagen
											mathematisch berechnen,
											ob der Mann, den ich online fand,
											zu mir passen würde.
											Er musste mindestens 700 Punkten haben,
											bevor ich beschließen würde, 
ihm zu schreiben
											oder ihm auf seine E-Mail zu antworten.
											Bei 900 Punkten würde ich zustimmen, 
mit ihm auszugehen
											und würde erst irgendeiner Art 
von Beziehung zustimmen,
											wenn jemand mehr als 1500 Punkte erreicht.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Bueno, resulta que 
eso funcionó bastante bien.
											Volví a conectarme
											y encontré a 'Docjudío57',
											que es increíblemente 
atractivo y bien hablado,
											había escalado el monte Fuji,
											había recorrido la Gran Muralla.
											Le gustaba viajar siempre
y cuando no fuese en crucero.
											Y pensé: ¡Lo he conseguido!
											Conseguí piratear el código.
											He encontrado al 
Príncipe Azul Judío
											de los sueños de mi familia.
									","
											E, na realidade, isto resultou muito bem.
											Por isso voltei a estar ""online"".
											Encontrei o Jewishdoc57
											que era incrivelmente bem-parecido, 
incrivelmente bem-falante
											tinha subido o Monte Fuji,
											tinha caminhado na Grande Muralha.
											Gostava de viajar, desde que não envolvesse 
viagens de cruzeiro.
											E aí pensei, consegui!
											Eu consegui descobrir a fórmula.
											Acabei de encontrar o Princípe Encantado Judeu
											dos sonhos da minha família.
									","
											Das funktionierte auch ganz gut.
											Also ging ich wieder online.
											Ich fand Jewishdoc57,
											der unglaublich gutaussehend
und sehr wortgewandt war.
											Er hatte den Mount Fuji bestiegen
											und war auf der Chinesischen
Mauer gewesen.
											Er reist gerne, solange es nicht 
auf einem Kreuzfahrtschiff ist.
											Und ich dachte, ich habe es geschafft.
											Ich habe den Code geknackt.
											Ich habe den jüdischen Märchenprinz,
											von dem meine Familie
träumte, gefunden.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Solo había un problema:
											Yo no le gusté.
											Y supongo que la única variable 
que no tuve en cuenta
											fue la competencia.
											¿Quiénes son todas esas mujeres
											en las páginas web de citas?
											Encontré a 'ChicaSonriente1978'.
											Decía que era ""una chica 
divertida, feliz y extrovertida"".
											Decía que era profesora.
											Decía que era, 
""divertida, buena y amigable"".
											Le gusta hacer reír 
""muucho"" a la gente.
									","
											Houve só um problema:
											ele não gostou de mim.
											Parece-me que a única variável 
que eu não tinha considerado
											era a competição.
											Quem são todas as outras mulheres
											nesses ""sites"" de encontros?
											Encontrei a SmileyGirl1978.
											Ela dizia que era uma ""rapariga divertida 
que era Feliz e Extrovertida"".
											Disse que era professora.
											Disse que era ""tonta, simpática e amistosa"".
											Gosta de fazer as pessoas rirem ""muito"".
									","
											Da gab es nur ein Problem:
											Er mochte mich nicht.
											Ich schätze, die eine Variable, 
an die ich nicht gedacht hatte,
											war die Konkurrenz.
											Wer waren all die anderen Frauen
											auf diesen Dating-Webseiten?
											Ich fand SmileyGirl1978.
											(Lachen)
											Sie sagte, sie sei ein ""lustiger Mensch, 
der fröhlich und extrovertiert ist"".
											Als Beruf gab sie Lehrerin an.
											Sie sagte, sie sei ""albern, 
nett und freundlich"".
											Sie mag es, die Leute ""ständig""
zum Lachen zu bringen.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											En ese momento supe, 
tras mirar un perfil
											y otro, y otro que 
eran igual que ese,
											que necesitaba hacer 
una investigación de mercado.
											Así que creé 10 perfiles 
masculinos falsos.
											Ahora, antes de que 
se levanten y huyan
											(risas)
											entiendan que lo hice
											únicamente para 
recopilar información
											de todos los que 
estaban en el sistema.
											No empecé a tener relaciones
del estilo de Catfish con cualquiera,
											sólo analizaba su información.
											Pero no quería la información 
de todo el mundo,
											solo quería la de las mujeres
											que se sentirían atraídas
											por el tipo de hombre con el que yo quería 
de verdad, verdad casarme. (Risas)
									","
											Nesse momento soube, vendo perfis
											atrás de perfis, atrás de perfis, 
parecidos com este,
											que precisava de fazer pesquisa de mercado.
											Por isso, criei 10 perfis masculinos falsos.
											Agora, antes de vos perder a todos...
											(Risos)
											...percebam que eu fiz isto
											estritamente apenas para recolher informação
											sobre todos os outros que fazem parte do sistema.
											Eu não tive nenhuma relação falsa com ninguém.
											Estava mesmo só a recolher informação sobre eles.
											Mas eu não queria informação acerca de toda a gente.
											Eu só queria informação acerca das mulheres
											que se sentiriam atraídas
											pelo tipo de homem com quem 
eu queria mesmo, mesmo casar.
									","
											In diesem Moment wusste ich,
											als ich Profil um Profil
um Profil wie dieses anklickte,
											dass ich eine Marktanalyse machen musste.
											Also erstellte ich
10 männliche Scheinprofile.
											Bevor Sie jetzt alle
aufstehen und gehen —
											(Lachen) —
											müssen Sie verstehen, 
dass ich das nur getan habe,
											um Daten über alle anderen
im System zu sammeln,
											nicht, um eine betrügerische 
Scheinbeziehung anzufangen.
											Ich wollte wirklich nur die Daten haben.
											Aber ich wollte sie nicht von allen haben.
											Ich wollte die Daten nur 
von den Frauen haben,
											die sich von der Art Mann
angezogen fühlten,
											den ich eigentlich 
heiraten wollte. (Lachen)
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Cuando puse a estos 
hombres en circulación,
											seguí algunas reglas.
											Primero, no contacté 
a ninguna mujer.
											Solo esperé a ver cómo 
mis perfiles las iban a atraer,
											y buscaba básicamente
dos tipos de información.
											Buscaba información cualitativa:
											¿Cuál era el tipo de humor, el tono,
											la voz, el estilo comunicativo
											que compartían estas mujeres?
											Y buscaba información cuantitativa:
											¿cuál era la longitud media del perfil?
											¿cuánto tiempo transcurría 
entre dos mensajes?
											Lo que intentaba 
conseguir con esto
											es ser en persona
											tan competente
											como 'ChicaSonriente1978'.
											Quería averiguar cómo maximizar
											mi propio perfil en línea.
									","
											Quando lancei estes homens na rede,
											segui algumas regras.
											Não contactei nenhuma mulher 
por iniciativa própria.
											Só esperei para ver quem é que 
esses perfis iriam atrair.
											e, essencialmente, o que estava a ver 
eram dois grupos de informação diferentes.
											Estava a olhar para informação qualitativa,
											será que era o humor, o tom,
											a voz, o estilo de comunicar
											que essas mulheres tinham em comum?
											E também informação quantitativa:
											qual era o tamanho médio dos seus perfis,
											quanto tempo deixavam passar entre mensagens?
											O que estava a tentar dizer era que
											imagino que, pessoalmente,
											seja tão competitiva
											como a SmileyGirl1978.
											Queria perceber como maximizar
											o meu próprio perfil ""online"".
									","
											Als ich diese Scheinprofile freigab,
											befolgte ich einige Regeln.
											Ich schrieb keine Frau zuerst an.
											Ich wartete einfach, um zu sehen, 
wen diese Profile anziehen würden,
											und schaute hauptsächlich nach 
zwei verschiedenen Aspekten.
											Ich achtete auf Qualität:
											Wie war der Humor, der Ton,
											die Stimme, der Kommunikationsstil,
											den diese Frauen gemeinsam hatten?
											Ich achtete auf Quantität:
											Wie lang war ein Durchschnittsprofil?
											Wie viel Zeit verstrich 
zwischen den Nachrichten?
											Ich versuchte im Prinzip,
											genauso
											wettbewerbsfähig
											wie SmileyGirl1978 zu sein.
											Ich wollte herausfinden,
											wie ich mein Online-Profil
optimieren konnte.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Bueno, un mes después,
											tenía un montón de información
y pude hacer otro análisis.
											Resulta que el contenido 
es muy importante.
											La gente inteligente 
suele escribir mucho:
											3 mil, 4 mil,
											5 mil palabras describiéndose,
											todas ellas probablemente 
muy interesantes.
											El reto aquí, sin embargo, es que
											los hombres y mujeres populares
											escriben una media 
de 97 palabras,
											muy, muy bien escogidas,
											aunque no siempre lo parezca.
											El otro distintivo de los 
que son buenos en esto
											es que usan un lenguaje 
no específico.
											Por ejemplo, en mi caso,
											""El Paciente Inglés"" 
es mi película favorita,
											pero no sirve poner 
eso en el perfil,
											porque es información superficial
											y alguien podría no estar de acuerdo
											y decidir que no quieren salir conmigo
											porque tuvieron que soportar
esa película durante tres horas.
									","
											Bem, um mês mais tarde,
											tinha recolhido muita informação 
e fui capaz de fazer uma nova análise.
											De facto, o conteúdo importa muito.
											Pessoas inteligentes tendem a escrever muito —
											3000, 4000,
											5000 palavras acerca de si mesmas,
											o que pode ser muito, muito interessante.
											No entanto, o desafio aqui é que
											os homens e as mulheres populares
											estão a limitar-se em média a 97 palavras,
											muito bem escritas,
											embora não pareça ser sempre assim.
											A outra espécie de marca das pessoas 
que fazem isto bem
											é que eles usam linguagem não específica.
											Por exemplo, no meu caso,
											""O paciente Inglês"" é o meu filme preferido de sempre,
											mas não iria funcionar colocar isso no perfil,
											porque isso é um tópico superficial
											e alguém pode discordar de mim
											e decidir que não quer sair comigo,
											porque não gosta de ficar sentado 
durante as três horas do filme.
									","
											Einen Monat später
											hatte ich genug Daten zusammen 
und konnte sie analysieren.
											Es zeigte sich, dass
der Inhalt sehr wichtig ist.
											Kluge Menschen neigen dazu, 
viel zu schreiben —
											3000, 4000,
											5000 Wörter über sich selbst,
											was wahrscheinlich sehr interessant ist.
											Die Herausforderung hier ist,
											dass die beliebten Männer und Frauen
											im Durchschnitt nur 97 Wörter schreiben.
											Die Texte sind sehr, sehr gut geschrieben,
											obwohl es oft nicht danach aussieht.
											Bei den Leuten, die das gut können, 
bemerkt man auch,
											dass sie keine spezifischen 
Ausdrücke benutzen.
											Bei mir zum Beispiel:
											""Der englische Patient"" ist 
mein absoluter Lieblingsfilm,
											aber das funktioniert 
nicht in einem Profil,
											weil diese Information 
zu oberflächlich ist,
											und jemand anders stimmt mir 
vielleicht nicht zu
											und beschließt, nicht mit mir auszugehen,
											weil er sich nicht in einen 
3-stündigen Film setzen will.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Un lenguaje optimista 
también es importante.
											Esta es una nube de palabras
											en la que se ven 
las palabras más usadas
											por las mujeres más populares,
											palabras como 
""divertida"", ""chica"" y ""amor"".
											Así que me di cuenta 
de que no tenía
											que bajar el nivel de mi perfil.
											Recuerden, soy 
una persona que dijo
											que habla japonés con fluidez 
y conoce el código Java
											y estoy a gusto con eso.
											La idea es ser más accesible
											y ayudar a los demás a conocer
											el mejor modo de acercarse a ti.
									","
											Da mesma forma, uma linguagem optimista 
importa muito.
											Há uma associação de palavras
											que destacam as palavras mais populares 
que foram usadas
											pelas mulheres mais populares,
											palavras como ""diversão"", ""rapariga"" e ""amor"".
											E a conclusão a que cheguei foi 
que não tinha de
											idiotizar o meu próprio perfil.
											Lembrem-se de que eu sou alguém que disse
											que falava japonês fluentemente 
e que percebia de JavaScript
											e que lidava bem com isso.
											A diferença está em ser mais acessível
											e ajudar as pessoas a perceberem
											a melhor forma de chegarem até nós.
									","
											Optimistische Wörter
sind auch sehr wichtig.
											Diese Wörterwolke hebt
die beliebtesten Wörter hervor,
											die von den beliebtesten Frauen 
benutzt wurden,
											wie ""Spaß"", ""Mädchen"" und ""Liebe"".
											Ich erkannte, ich musste mein Profil
											nicht vom geistigen Niveau
herunterschrauben.
											Erinnern Sie sich?
											Ich spreche fließend Japanisch 
und kenne mich mit JavaScript aus
											und das ist okay.
											Der Unterschied ist: Es geht
mehr darum, zugänglich zu sein,
											und den Leuten zu helfen zu verstehen,
											wie sie sich einem am besten 
nähern können.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Y resulta que elegir el momento 
oportuno también importa mucho.
											El hecho de que tengas
											el número de teléfono 
de una persona,
											o su cuenta de mensajería instantánea
											y que sean las 2 de 
la mañana y estés despierto,
											no significa que sea el mejor momento 
para hablar con esas personas.
											Las mujeres populares 
en estos sitios web
											esperan una media de 23 horas
											entre cada mensaje.
											Y eso es lo que normalmente haríamos
											en un proceso normal de noviazgo.
									","
											E de facto, o sentido de oportunidade 
é também muito, muito importante.
											Só porque temos acesso
											ao número de telefone de alguém
											ou ao seu ""chat""
											e são duas da manhã 
e por acaso estamos acordados,
											não significa que seja uma boa altura 
para comunicar com essas pessoas.
											As mulheres mais populares nesses ""sites""
											aguardam pelo menos 23 horas
											entre cada comunicação.
											E é isso que normalmente fazemos
											no processo normal de namoro.
									","
											Aber auch Zeiteinteilung 
ist sehr, sehr wichtig.
											Nur weil Sie die Handynummer
von jemandem haben
											oder mit ihm über Messenger chatten können
											und es 2 Uhr früh ist
und Sie noch wach sind,
											heißt das nicht, es ist eine gute Zeit, 
mit diesen Leuten zu kommunizieren.
											Die beliebten Frauen 
auf diesen Online-Seiten
											warten im Durchschnitt 23 Stunden,
											bis sie wieder in Kontakt 
mit dem anderen treten.
											So machen wir es ja normalerweise auch,
											wenn wir anderen den Hof machen.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Y, por último, las fotografías.
											Todas las mujeres populares
											mostraban algo de piel.
											Todas tenían un aspecto estupendo,
											lo que suponía un gran contraste
											con lo que yo había subido.
									","
											E, finalmente, há as fotos.
											Todas as mulheres populares
											mostravam alguma pele.
											Todas pareciam fantásticas,
											o que resultou num nítido contraste
											com as que eu tinha colocado.
									","
											Zuletzt —
											die Fotos.
											Alle Frauen, die beliebt waren,
											zeigten etwas Haut.
											Sie sahen alle großartig aus,
											was einen starken Kontrast
											zu meinem Profilbild darstellte.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Una vez tuve toda esta información,
											pude crear un súper perfil
											que me describiese realmente
											pero optimizado para ese ecosistema.
											Y resulta que hice 
un gran trabajo.
											Me convertí en 
la persona más popular.
									","
											Assim que obtive toda esta informação,
											fui capaz de criar um super perfil,
											mas sendo ainda eu mesma,
											era apenas eu optimizada para este ecossistema.
											E no fim de contas, foi um bom trabalho.
											Eu era a pessoa mais popular ""online"".
									","
											Als ich die ganzen Informationen hatte,
											konnte ich ein Superprofil erstellen.
											Das war immer noch ich,
											aber optimiert 
für diese Art von Ökosystem.
											Und anscheinend hatte ich 
alles richtig gemacht,
											denn ich war
die beliebteste Person online.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											(Risas)
											(Aplausos)
									","
											(Risos)
											(Aplausos)
									","
											(Lachen)
											(Applaus)
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Y resultó que muchísimos hombres 
querían salir conmigo.
											Así que llamé a mi madre,
a mi hermana y a mi abuela.
											Les conté esta noticia maravillosa
											y me dijeron: ""¡Es maravilloso!
											¿Cuándo es la primera cita?""
											Y les contesté: ""Bueno, en realidad, 
no voy a salir con nadie"".
											Porque, recuerden, según 
mi sistema de puntuación,
											tenían que alcanzar
un mínimo de 700 puntos
											y ninguno lo consiguió.
											Y me dijeron: ""¡¿Qué?!
Sigues siendo demasiado exigente"".
									","
											Concluindo, havia muitos homens 
que queriam sair comigo.
											Por isso, liguei à minha mãe, à minha irmã, 
à minha avó.
											Contei-lhes estas notícias fabulosas,
											e elas disseram-me: ""Isso é maravilhoso!
											""Quando é que vocês vão sair juntos?""
											E eu disse, ""Bem, na verdade, 
não vou sair com ninguém"".
											Porque, lembrem-se, no meu sistema de pontuações,
											eles tinham de atingir um limite mínimo 
de 700 pontos,
											e nenhum deles o conseguiu.
											Elas responderam-me: ""O quê? Ainda estás a ser 
demasiado picuinhas"".
									","
											Sehr, sehr viele Männer wollten 
mit mir ausgehen.
											Ich rief meine Mutter, meine Schwester 
und meine Großmutter an.
											Ich erzählte ihnen die tollen Neuigkeiten
											und sie sagten: ""Das ist wunderbar!
											Wann gehst du aus?""
											Ich sagte: ""Eigentlich werde ich
mit keinem von ihnen ausgehen.""
											Denn Sie erinnern sich 
an mein Punktesystem:
											Sie müssen eine Mindestpunktezahl 
von 700 Punkten haben
											und keiner hatte dies.
											Sie sagten: ""Was? Du bist ja immer noch 
so verdammt wählerisch.""
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Bien, no mucho después,
											conocí a un chico, Thevenin,
											que me dijo que culturalmente era judío,
											que era cazador de 
bebés de focas árticas,
											lo que me pareció muy ingenioso.
											Habló en detalle sobre viajes.
											Hizo referencias culturales
verdaderamente interesantes.
											Su aspecto y modo de hablar
eran exactamente lo que yo quería,
											e inmediatamente, 
alcanzó los 850 puntos.
											Suficiente para una cita.
									","
											Bem, não muito tempo depois,
											encontrei um rapaz, Thevenin,
											que disse ser culturalmente judeu.
											Ele disse-me que era 
um caçador de focas bebé do Ártico,
											o que me pareceu muito inteligente.
											Falou-me pormenorizadamente sobre viagens.
											Fez muitas referências culturais interessantes.
											Ele tinha a aparência e falava exactamente 
como eu queria,
											o que lhe valeu imediatamente 850 pontos.
											Era suficiente para um encontro.
									","
											Nicht lange danach
											fand ich diesen Typen, Thevenin.
											Er schrieb, er sei kulturell jüdisch,
											als Beruf gab er Robbenfänger 
in der Arktis an,
											was ich sehr schlau fand.
											Er sprach ausführlich über das Reisen.
											Er machte sehr viele wirklich
interessante kulturelle Anspielungen.
											Er sah so aus und sprach, 
so wie ich mir das vorstellte,
											und erreichte sofort 850 Punkte.
											Es war genug zum Ausgehen.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Tres semanas después,
nos conocimos en persona
											durante lo que se convirtió
en una conversación de 14 horas
											que pasó de una cafetería 
a un restaurante,
											a otra cafetería, a otro restaurante,
											y cuando me dejó en 
casa aquella noche
											volví a calificarlo,
											¡1050 puntos!
											y pensé: ""¿sabes qué?,
											todo este tiempo no he sido 
suficientemente exigente"".
											Un año y medio después,
											estábamos en un viaje sin crucero
											por Petra, en Jordania,
											cuando se arrodilló y se me declaró.
											Un año después estábamos casados,
											y alrededor de año y 
medio después, nació
											Petra, nuestra hija.
											(Aplausos)
									","
											Três semanas mais tarde, 
encontrámo-nos pessoalmente
											para o que acabou por ser 
uma conversa de 14 horas,
											desde o café até ao restaurante,
											depois até outro café e a seguir para outro restaurante
											e quando ele me deixou em casa nessa noite,
											eu revi a cotação dele:
											1050 pontos!
											Mas, pensei que, sabem, desta vez
											não fui exigente o suficiente.
											Bem, um ano e meio depois,
											estávamos a viajar num navio não-cruzeiro
											em Petra, na Jordânia,
											quando ele se ajoelhou e me pediu em casamento.
											Um ano depois, estávamos casados
											e praticamente um ano e meio depois, a nossa filha,
											Petra, nasceu.
											(Aplausos)
									","
											Drei Wochen später trafen wir uns,
											was sich zu einem 
14-stündigen Gespräch entwickelte.
											Wir gingen vom Café ins Restaurant,
											wieder ins Café und 
dann zum nächsten Restaurant,
											und als er mich jenen Abend 
zu Hause absetzte,
											rechnete ich noch einmal durch —
											[1050 Punkte!] —
											da dachte ich,
											dass ich die ganze Zeit 
nicht wählerisch genug war.
											Eineinhalb Jahre danach
											reisten wir, und zwar nicht
mit dem Kreuzfahrtschiff,
											nach Petra, Jordanien,
											wo er sich vor mir hinkniete
und mir einen Heiratsantrag machte.
											Ein Jahr danach heirateten wir
											und eineinhalb Jahre danach
											wurde unsere Tochter Petra geboren.
											(Applaus)
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
