es,pt,fr,title,speaker,duration,tags
"
											Calibán: ¿No caíste del cielo?
									","
											Não caíste do céu?
									","
											Caliban : N'êtes-vous pas tombé du paradis ?
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Esteban: De la luna, te lo juro.
									","
											Da lua, podes ter a certeza.
									","
											Stephano : Non, de la lune, je peux te l'assurer.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Próspera: ¡Calibán!
									","
											Próspera: Calibã!
									","
											Prospera : Caliban !
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Calibán: Esta isla es mía.
									","
											Esta ilha é minha!
									","
											Caliban : Cette île est la mienne !
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Próspera: Por decir eso, 
tendrás calambres esta noche.
											Antonio: Aquí yace tu hermano que no es 
mejor que la tierra en la que yace.
									","
											Próspera: Por causa disto, 
esta noite vais ter cãibras.
											Aqui jaz o teu irmão. Não é melhor 
do que a terra em que jaz.
									","
											Prospera : Pour ceci, sois sûr que 
ce soir, tu auras des crampes.
											Antonio : Voilà votre frère qui ne vaut pas mieux 
que la terre où il repose.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Sebastián: Saca tu espada.
											Yo, el rey, los amaré.
									","
											Puxa da tua espada.
											E eu, o rei, transformar-te-ei em pó.
									","
											Sebastian : Tire ton épée.
											Et moi, le roi, je t'aimerai.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Próspera: Los atormentaré
hasta que aúllen.
									","
											Próspera: Vou amaldiçoar-vos
a todos, até ficar rouca.
									","
											Prospera : Je les frapperai tous, 
même jusqu'au hurlement.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ariel: Los he enfurecido.
									","
											Fiz com que ficásseis loucos.
									","
											Ariel : Je vous ai rendus déments.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Próspera: Somos de la misma 
sustancia que los sueños,
											y nuestra breve vida
culmina en un dormir.
									","
											Próspera: Somos feitos da mesma matéria 
de que são feitos os sonhos
											e a nossa vida está rodeada de sono.
									","
											Prospera : Nous sommes de l'étoffe 
dont sont faits les rêves,
											et notre petite vie 
est entourée de sommeil.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											JT: Bien
									","
											JT: Ok.
									","
											JT : Voilà.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Pues, monté 
en escena ""La tempestad""
											con una producción 
de muy bajo presupuesto,
											hace muchos años.
											Me encanta esa obra, 
y pienso también
											que es la última de Shakespeare,
											y que se puede adaptar 
muy bien al cine, como ven.
											Pero, les voy a dar 
un ejemplo de cómo
											se monta una obra en teatro
											y después de cómo 
esa misma idea o historia
											se lleva al cine.
									","
											Passei do teatro, a fazer 
""A Tempestade"", para a encenação,
											numa produção com um 
orçamento muito limitado, há muitos anos.
											Adoro a peça.
											Penso que é a última peça de Shakespeare
											e, como podem ver, 
também se presta para o cinema.
											Mas vou dar-vos um pequeno exemplo
											de como se encena no teatro
											e de como se agarra 
nessa mesma ideia ou história
											e a levamos para o cinema.
									","
											Je suis donc partie du théâtre, 
à monter « La Tempête »
											sur scène, avec une production 
à tout petit budget,
											il y a de nombreuses années,
											j'adore cette pièce,
											c'est la dernière pièce 
de Shakespeare,
											et je crois qu'elle se prête très bien 
au cinéma, comme vous voyez.
											Je vais vous donner un petit exemple
											de la façon 
de la mettre en scène au théâtre
											et comment prendre 
cette même idée, ou histoire
											pour la mettre au cinéma.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ya hablé del concepto 
de ideograma, entonces
											¿cuál es el ideograma 
para ""La tempestad""?
											Si tuviera que reducir la obra,
											¿qué imagen mantendría
											el concepto?
											Fue el castillo de arena;
											la idea innato o adquirido,
											que creo estas civilizaciones,
											—Helen Mirren como Próspera,
habla de ello al final—
											las construimos, pero la naturaleza, 
como una terrible tempestad,
											puede hacer desaparecer torres 
que tocan nubes o hermosos palacios.
											Y no quedará nada atrás.
									","
											O ideógrafo de que vos falei há pouco
											de que serve para ""A Tempestade""?
											E se o reduzíssemos,
											poderia ser aquela imagem
											em que eu acreditaria?
											E foi o castelo na areia,
											a ideia da criação humana 
contra a Natureza,
											de que construímos estas civilizações
											— a Próspera de Helen Mirren 
fala disso no fim —
											construímo-las, mas na Natureza, 
sob a grande tempestade,
											aquelas torres encimadas por nuvens, 
os palácios deslumbrantes
											vão desvanecer-se, 
não ficará pedra sob pedra.
									","
											L'idéogramme dont je vous parlais,
											qu'est-ce pour « La Tempête ? »
											Si je ne devais en garder qu'une,
											sur quelle image pourrais-je
											m'arrêter ?
											Ce fut le château de sable,
											l'idée de l'acquis contre l'inné,
											l'idée que nous construisons 
ces civilisations —
											elle en parle à la fin, 
la Prospera d'Helen Mirren —
											nous les construisons, mais sous la nature, 
sous la grande tempête,
											ces tours touchant les nuages, 
ces palais somptueux, disparaitront
											et ils ne vont...
Rien laisser derrière eux.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Así que, en el teatro,
comencé la obra
											con un ancho 
rastrillo negro para arena,
											y había una niña,
Miranda, en el horizonte,
											construyendo un castillo de arena.
											Y, mientras ella estaba
en la orilla del escenario,
											dos tramoyistas,
vestidos de negro,
											con baldes llenos de agua,
corrían hasta arriba
											y comenzaban a vaciar
el agua en el castillo de arena,
											y este comenzaba 
a desmoronarse hasta hundirse.
											Pero, antes de desmoronarse,
											la audiencia veía
el traje negro de los tramoyistas.
											El medio era evidente
y banal. Lo vimos.
											Pero a medida 
que vaciaban el agua,
											la luz, en lugar de mostrar 
los trajes de los tramoyistas,
											se enfocaba en el agua misma,
											esta es la magia abrupta del teatro.
											Y, de repente, cambia
la perspectiva de la audiencia.
											Mágicamente, todo 
se convierte en algo grande;
											se convierte en la lluvia torrencial.
											Desaparecen los actores 
enmascarados y los titiriteros,
											y la audiencia 
salta a este mundo,
											a este mundo imaginario 
donde ocurre la tempestad.
									","
											No teatro, comecei a peça
											com um areal negro, uma tela branca,
											e havia uma rapariga, 
Miranda, no horizonte,
											a fazer um castelo, um castelo de areia.
											E, quando estava ali na beira do palco,
											dois funcionários, todos de preto,
											com regadores na mão, correram lá acima
											e começaram a deitar água 
no castelo de areia.
											e o castelo de areia 
começou a desfazer-se.
											Mas, antes de isso acontecer,
											a audiência vira os funcionários 
vestidos de preto.
											O meio era visível. Era banal. Via-se.
											Mas, quando eles começaram a deitar água,
											a luz mudou e, em vez de 
mostrar os funcionários de negro,
											— é uma magia que fazemos no teatro —
											focou a própria água.
											E, de repente, a perspetiva 
da audiência muda.
											Torna-se numa coisa magicamente grande,
											torna-se na tempestade.
											Os atores mascarados, 
os bonecreiros, desaparecem,
											e a audiência dá o salto 
para aquele mundo,
											para aquele mundo imaginário em que 
""A Tempestade"" está realmente a acontecer.
									","
											Au théâtre, j'ai commencé la pièce,
											il y avait un arrière-plan incliné en sable noir, 
une toile de fond blanche,
											et cette petite fille, Miranda, à l'horizon,
											qui construisait un château de sable.
											Elle était là, 
sur le bord de la scène,
											et deux machinistes
tout de noir vêtus,
											avec des arrosoirs, 
arrivaient en courant en haut,
											et versaient de l'eau
sur le château de sable,
											et le château commençait à couler 
et à s'effondrer,
											mais avant cela,
											le public voyait les machinistes en noir.
											Le trucage était visible. Il était banal. 
On le voyait.
											Mais tandis qu'ils commençaient 
à verser l'eau,
											la lumière qui montrait ces machinistes 
changeait,
											cette magie brute que l'on fait au théâtre, 
pour se focaliser
											sur l'eau elle-même.
											Et tout à coup, 
le point de vue du public change.
											Ça devient quelque chose de grand, 
comme par magie.
											Ça devient un déluge.
											Les acteurs masqués, les marionnettistes, 
ils disparaissent,
											et le public saute à pieds joints 
dans ce monde,
											dans ce monde imaginaire 
de « La Tempête » qui est train de se dérouler.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ahora la diferencia
											cuando hice
""La tempestad"" en cine.
											Comencé la película
											con un primer plano
de un castillo de arena negra;
											y lo que puede hacer el cine,
											mediante la cámara,
la perspectiva,
											los planos generales 
y los primeros planos.
											Comenzó con un primer 
plano del castillo de arena y,
											a medida 
que se alejaba la cámara,
											se veía 
una miniatura en la palma
											de la mano de una niña.
											Entonces, pude
jugar con el medio
											y ¿por qué pasé de un medio a otro?
											Porque se puede hacer esto.
									","
											Ora bem, a diferença,
											quando fiz aquilo no cinema,
											comecei o filme
											com um grande plano dum castelo de areia, 
um castelo de areia negra
											e — o que o cinema consegue fazer —
											usando uma câmara, a perspetiva,
											e também planos gerais e grandes planos,
											começava com um grande plano 
do castelo de areia
											e, à medida que a imagem se afastava,
											víamos que era uma miniatura
											na palma da mão da rapariga.
											Pude assim jogar com o meio
											e, ao mover-me de um meio para outro,
											fui capaz de fazer isso.
									","
											La différence,
											quand je suis passée
du théâtre au cinéma,
											j'ai commencé le film
											avec un gros plan sur un château de sable, 
un château de sable noir,
											et ce que le cinéma peut faire,
											en utilisant la caméra, 
le point de vue,
											des plans larges 
et des gros plans,
											ça démarrait par un gros plan 
du château de sable,
											et comme la caméra s'éloignait,
											on voyait que c'était un modèle réduit 
qui tenait dans la paume
											de la jeune fille.
											J'ai donc pu jouer 
avec ce moyen d'expression,
											et la raison pour laquelle je passe 
d'un moyen d'expression à un autre,
											c'est pour avoir la possibilité de le faire.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ahora veamos ""El hombre araña"".
									","
											Agora vou levar-vos ao ""Homem-Aranha"".
									","
											Je vais vous emmener maintenant 
dans le monde de « Spider-Man. »
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Vídeo)
											(Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Video) Peter Parker:
♪ Al borde del precipicio,
											puedo volar lejos de aquí. ♪
									","
											(Canção)
									","
											(Vidéo) Peter Parker : ♪ Depuis le précipice,
											Je peux m'envoler et m'enfuir de tout ceci. ♪
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											JT: En el teatro en vivo, 
tratamos de hacer todo
											lo que no se puede 
hacer en dos dimensiones
											en cine y televisión.
									","
											JT: Estamos a tentar fazer 
no teatro tudo ao vivo,
											como não é possível, em duas dimensões,
											nos filmes e na televisão
									","
											JT : Nous essayons de faire au théâtre
											tout ce qu'on ne peut pas faire 
en deux dimensions,
											dans un film ou à la télévision.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											PP: ♪ Levántate y toma el control. ♪
									","
											(Canção)
									","
											PP : ♪ Élève-toi 
et prends le contrôle. ♪
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											George Tsypin: Vemos Nueva York
a través del hombre araña.
											Al hombre araña 
no lo limita la gravedad;
											en el espectáculo,
a Manhattan tampoco.
											PP: ♪ Se tú mismo 
y levántate sobre todo ♪
									","
											George Tsypin: Olhamos para Nova Iorque,
											do ponto de vista do Homem-Aranha
											O Homem-Aranha não está 
limitado pela gravidade
											Manhattan no espetáculo 
não está limitada pela gravidade
											(Canção)
									","
											George Tsypin : Nous regardons New York 
du point de vue de Spider-Man.
											Spider-Man n'est pas soumis à la gravité.
											Le Manhattan du spectacle 
n'est pas soumis à la gravité non plus.
											PP : ♪ Sois toi-même et dépasse tout cela. ♪
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Ensemble: ♪ Sock! Pow! ♪
											♪ Slam! Scratch! ♪
									","
											(Música)
									","
											Ensemble : ♪ Sock ! Pow ! ♪
											♪ Slam ! Scratch ! ♪
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Danny Ezralow: Ni siquiera quiero que 
se piense que hubo un coreógrafo.
											Lo que está pasando es real.
											Prefiero que se vea
la gente en movimiento
											y se piense: ""¿Qué fue eso?""
									","
											Danny Ezralow: Não julguem 
que há aqui um coreógrafo.
											Isto é real, é o que acontece
											Prefiro que vejam as pessoas em movimento
											e digam: ""Uau, o que foi aquilo?""
									","
											Danny Ezralow : Je ne veux pas qu'on puisse penser 
qu'il y a un chorégraphe.
											Tout ce qui arrive est réel.
											Je préfère que vous voyiez 
les gens bouger
											et que vous vous disiez : 
« Ouah, c'était quoi ça ? »
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Música)
											(Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											JT: Si le doy suficiente
movimiento a la escultura
											y el actor mueve su cabeza, 
se puede sentir que está viva.
											Realmente es un cómic vivo. 
Es un cómic que toma vida.
									","
											JT: Se der suficiente movimento 
à escultura
											quando o ator movimenta a cabeça, 
sentimos que está vivo.
											É banda desenhada ao vivo. 
É um livro de banda desenhada vivo.
									","
											JT : Si je donne assez de mouvement 
à la sculpture,
											et que l'acteur bouge sa tête, 
on a l'impression que c'est vivant.
											C'est vraiment une bande dessinée en direct. 
C'est une bande dessinée qui prend vie.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Bono: Son mitologías.
											Los héroes de los cómics 
son mitos modernos.
									","
											Bono: São mitologias.
											São mitos modernos, 
estes heróis de banda desenhada.
									","
											Bono : Ce sont des mythes.
											Ce sont des mythes modernes, 
ces héros de bande dessinée.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											PP: ♪ Ellos creen. ♪
									","
											(Canção)
									","
											PP : ♪ Ils croient. ♪
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Gritos)
									","
											(Grito)
									","
											(Cris)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Música)
									","
											(Música)
									","
											(Musique)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											JT: ¿Qué fue eso?
											Circo, rock 'n' roll, drama.
											¿Qué rayos hacemos
en ese escenario?
									","
											JT: Ohhhhhh! O que foi aquilo?
											Circo, ""rock'n'roll"", drama.
											Que diabo andamos a fazer ali no palco?
									","
											JT : Ouah. C'était quoi ça ?
											Du cirque, du rock 'n' roll, 
du théâtre.
											Mais qu'est-ce qu'on peut bien faire 
sur cette scène ?
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Bueno, les cuento 
una última historia.
											Después de que estuve 
en esa aldea, crucé el lago,
											y vi que el volcán 
Gunung Batur hacía erupción
											hacía erupción al otro lado,
											y había un volcán
inactivo junto al volcán activo.
											No pensé 
que sería tragada por el volcán,
											y aquí estoy.
											Pero es muy fácil 
escalar, ¿no es cierto?
											Te sostienes de las raíces,
											pones tus pies sobre las rocas
											y escalas hasta llegar a la cima.
											Estaba con un buen
amigo que era actor,
											y dijimos: ""Subamos.
											Veamos si podemos
acercarnos a la orilla
											del volcán activo"".
											Y escalamos 
hasta llegar a la cima;
											estábamos en la orilla,
en ese precipicio,
											Roland desaparece 
en el humo sulfuroso
											del otro lado del volcán
											y estoy ahí sola
											en ese precipicio increíble.
											¿Escucharon la letra?
											Estoy en el precipicio
mirando hacia abajo,
											dentro de un volcán
inactivo a mi izquierda.
											A mi derecha hay 
esquisto fino desprendiéndose.
											Llevo unas sandalias y un vestido.
Fue hace muchos años.
											Y, sin botas para escalar.
											Y él desapareció; 
este loco actor gitano francés,
											desvanecido en el humo;
y me doy cuenta
											de que no puedo 
regresar por donde he venido.
									","
											Uma última história, muito breve.
											Depois de ter estado naquela aldeia, 
atravessei o lago
											e vi que o vulcão 
tinha entrado em erupção.
											do outro lado, Gunung Batur.
											Havia um vulcão extinto 
ao lado do vulcão em atividade.
											Não pensei que ia ser engolida pelo vulcão
											e aqui estou.
											Mas é muito fácil subir lá acima, não é?
											Agarramo-nos às raízes,
											colocamos o pé numa fenda,
											subimos e chegamos ao topo.
											Eu estava com um amigo que era ator
											e ele disse: ""Vamos lá acima.
											""Vamos ver se conseguimos chegar
											""mais perto da borda do vulcão"".
											Subimos, chegámos lá acima
											e estivemos na borda, naquele precipício.
											Roland desaparece no fumo sulfuroso
											no vulcão do outro lado
											e eu fiquei ali sozinha
											naquele precipício incrível.
											Ouviram a canção?
											Estou sobre o precipício, 
a olhar para baixo,
											à minha esquerda um vulcão extinto,
											à minha direita é só enxofre.
											Está a sair.
											Eu estava de sandálias 
e sarongue, foi há muitos anos.
											Não tinha botas de montanha.
											E o maluco do ator cigano 
francês desaparecera
											no meio do fumo.
											Percebi que não podia voltar 
pelo mesmo caminho.
									","
											Une dernière histoire, très vite.
											Après avoir été dans ce village, 
j'ai traversé le lac,
											et j'ai vu que le volcan 
était en éruption
											de l'autre côté, 
le Gunung Batur,
											et il y avait un volcan éteint 
à côté du volcan actif.
											Je n'ai pas pensé que je pouvais 
être engloutie par le volcan,
											et je suis ici.
											Mais c'est très simple de l'escalader, 
non ?
											On s'accroche aux racines,
											on met son pied sur les petites roches,
											et on grimpe, 
et on arrive au sommet.
											J'étais avec un bon ami 
qui était acteur,
											et on a dit : 
« Allez, on monte.
											Voyons si on peut s'approcher
											du bord de ce volcan en éruption. »
											Et nous avons grimpé, 
et nous sommes arrivés tout en haut,
											et nous voilà sur le bord, 
au dessus de ce précipice.
											Roland disparaît 
dans les vapeurs de soufre,
											vers le volcan, de l'autre côté,
											et me voilà toute seule, là haut,
											au dessus de ce précipice incroyable.
											Vous avez écouté 
les paroles de la chanson ?
											Je suis au dessus du précipice, 
et je regarde à ma gauche
											dans la gueule d'un volcan éteint.
											A ma droite, il y a du schiste pur. 
Il s'effrite.
											Je suis en tongs et en sarong. 
C'était il y a longtemps.
											Pas de chaussures de randonnée.
											Et il a disparu, cet acteur français 
bohémien taré,
											disparu dans les vapeurs, 
et je réalise
											que je ne peux pas revenir sur mes pas. 
Impossible.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Así que tiro mi cámara,
tiro mis sandalias
											y miro la línea recta 
que se dibuja ante mí,
											y bajo en cuatro patas,
como un gato,
											y me sostengo 
con las rodillas
											a través de esta línea
que se dibuja ante mí
											por 30 o 10 metros, no sé.
											El viento soplaba
con mucha fuerza
											y la única manera
para llegar al otro lado
											era a través de esa línea 
recta que se dibujaba ante mí.
									","
											Deitei fora a minha câmara, 
deitei fora as sandálias
											e olhei para a linha à minha frente.
											Pus-me de gatas como um gato
											e passei de joelhos para o outro lado
											daquela linha à minha frente,
											se 30 metros ou 10 metros, não sei.
											O vento soprava furioso.
											A única forma de eu 
passar para o outro lado
											era olhar para a linha à minha frente.
									","
											Je jette alors ma caméra. 
Je jette mes tongs.
											Je fixe la ligne droite devant moi,
											je me mets à quatre pattes 
comme un chat,
											et je serre la crête entre mes genoux,
											en suivant cette ligne, devant moi,
											sur trois mètres ou 30 mètres,
aucune idée.
											Le vent soufflait très fort,
											et la seule façon pour moi 
d'atteindre l'autre côté
											était de regarder la ligne 
droit devant.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Sé que todos han estado ahí;
											yo estoy en ese crisol ahora.
											Es mi prueba de fuego.
											Es la prueba 
de fuego de mi compañía.
											Sobrevivimos porque nuestra 
canción es ""Levántate"".
											El chico cae del cielo,
pero se levanta.
											Es ahí, 
en las palmas de nuestras manos,
											de las de toda mi compañía.
											Tengo colaboradores asombrosos, 
y solo juntos, como creadores,
											podremos llegar hasta el final.
											Sé que Uds. lo comprenden.
											Uds. siguen adelante
											y, de pronto, 
ven algo extraordinario
											frente a ustedes.
									","
											Sei que todos já passaram por isso.
											Agora estou no cadinho,
											é o meu julgamento pelo fogo.
											É o julgamento pelo fogo
da minha companhia 
.
											Sobrevivemos porque o tema 
da nossa canção é ""Rise Above"".
											O rapaz cai do céu, levanta-se.
											Está aqui mesmo na palma das nossas mãos,
											nas mãos de toda a minha companhia.
											Tenho colaboradores maravilhosos
											e nós, criadores, só lá chegamos
todos juntos.
											Sei que compreendem.
											E, se continuarmos a andar para a frente,
											veremos esta coisa extraordinária
											em frente dos olhos
									","
											Je sais que vous êtes tous 
passés par là.
											Je suis en pleine épreuve, 
actuellement.
											C'est mon baptême du feu.
											C'est le baptême du feu 
de ma compagnie.
											Nous survivons, car notre chanson titre 
s'appelle « S'élever. »
											Un garçon tombe du ciel, 
il s'élève.
											Ça se trouve juste là, 
dans le creux de nos deux mains,
											de toutes les mains 
de ma compagnie.
											J'ai de magnifiques collaborateurs, 
et, en tant que créateurs,
											nous ne pouvons y arriver 
que tous ensemble.
											Je sais que vous comprenez.
											Et on continue à avancer,
											et on voit alors 
cette chose extraordinaire
											devant ses yeux.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											Gracias.
									","
											Obrigada.
									","
											Merci.
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
"
","
","
","Spider-Man, The Lion King and life on the creative edge",Julie Taymor,18:28,"creativity,entertainment,fear,film,theater"
