en,tr,es,pt,title,speaker,duration,tags
"
											We can move from questions
about demography
											and ask questions about human health.
											For example, we can ask
											to what extent genetic variations
account for differences in life span
											between individuals.
											Previous studies analyzed the correlation
of longevity between twins
											to address this question.
											They estimated that the genetic
variations account for
											about a quarter of the differences
in life span between individuals.
											But twins can be correlated
due to so many reasons,
											including various environmental effects
											or a shared household.
											Large family trees give us the opportunity
to analyze both close relatives,
											such as twins,
											all the way to distant relatives,
even fourth cousins.
											This way we can build robust models
											that can tease apart the contribution
of genetic variations
											from environmental factors.
											We conducted this analysis using our data,
											and we found that genetic variations
explain only 15 percent
											of the differences in life span
between individuals.
											That is five years, on average.
											So genes matter less than
what we thought before to life span.
											And I find it great news,
											because it means that
our actions can matter more.
											Smoking, for example, determines
10 years of our life expectancy —
											twice as much as what genetics determines.
									","
											Demografi hakkındaki soruları geçebilir
											ve insan sağlığı hakkındaki 
soruları sorabiliriz.
											Örneğin genetik varyasyonların
											bireyler arasındaki 
ömür süresindeki farklılıkları
											ne ölçüde açıkladığını sorabiliriz.
											Önceki araştırmalar,
bu soruyu irdelemek için
											ikizler ile yaşam süresi 
arasındaki ilişkiyi inceledi.
											Genetik varyasyonların bireyler arasındaki
ömür süresindeki farklılıkların
											yaklaşık olarak bir çeyreğini 
açıkladığını tahmin ediyorlar.
											Fakat ikizler, çeşitli çevresel etkiler 
veya ortak bir ev de dahil olmak üzere
											birçok nedenden 
dolayı ilişkilendirilebilir.
											Geniş soyağaçları bize ikizler gibi 
yakın akrabaları, uzak akrabaları,
											hatta dördüncü derece kuzenleri
inceleme fırsatı veriyor.
											Bu şekilde genetik varyasyonların 
katkısını çevresel etkilerden ayıracak
											sağlam modeller kurabiliriz.
											Verilerimizi kullanarak 
bu analizi gerçekleştirdik
											ve genetik varyasyonların bireyler
arasındaki ömür süresindeki farklılıkların
											sadece yüzde 15'ini açıkladığını bulduk.
											Bu da ortalama olarak 5 sene.
											Dolayısıyla genler ömür süresine daha önce
düşündüğümüzden daha az önem taşıyor.
											Bunun harika bir haber 
olduğunu düşünüyorum
											çünkü bu, eylemlerimizin 
daha önemli olduğu anlamına geliyor.
											Sigara içmek, örneğin, ortalama 
yaşam süresinin 10 yılını belirliyor —
											genetik biliminin belirlediğinin iki katı.
									","
											Podemos pasar de las preguntas
sobre demografía
											y hacer preguntas sobre salud humana.
											Por ejemplo, podemos preguntar
											cómo las variaciones genéticas justifican
las diferencias en la esperanza de vida
											entre individuos.
											Estudios previos analizaron la correlación
de la longevidad entre gemelos
											para afrontar esta cuestión.
											Estimaron que las variaciones
genéticas justifican
											alrededor de un cuarto de las diferencias
en la esperanza de vida entre individuos.
											Pero los gemelos pueden correlacionarse
por diversas razones,
											incluyendo distintos
efectos medioambientales
											o compartir casa.
											Los árboles genealógicos extensos
nos permiten analizar parientes próximos,
											como los gemelos,
											hasta los parientes lejanos,
incluso primos cuartos.
											De esta manera podemos
construir modelos robustos
											que pueden separar la contribución
de variaciones genéticas
											de los factores medioambientales.
											Llevamos a cabo este análisis
usando nuestros datos,
											y descubrimos que las variaciones
genéticas solo explican solo el 15 %
											de las diferencias de esperanza de vida
entre individuos.
											De media son cinco años.
											Así que los genes importan menos
de lo que pensábamos.
											Y me parece una noticia estupenda,
											porque significa que nuestras acciones
pueden importar más.
											Fumar, por ejemplo, determina
10 años de nuestra esperanza de vida,
											el doble de lo que determina la genética.
									","
											Podemos passar das perguntas
sobre demografia
											para fazer perguntas
sobre a saúde humana.
											Por exemplo, podemos perguntar
											até que ponto as variações
genéticas existentes
											contribuem para as diferenças
na longevidade entre indivíduos.
											Estudos anteriores analisaram
a correlação de longevidade entre gémeos
											para responder a esta pergunta.
											Calcularam que as variações genéticas
contribuem em cerca de um quarto
											da diferença na longevidade
dos indivíduos.
											Mas os gémeos podem ser correlacionados
devido a muitas razões,
											incluindo diversos efeitos ambientais
											ou a um lar partilhado.
											As grandes árvores genealógicas
dão-nos a oportunidade
											de analisar parentes próximos,
como os gémeos,
											ou parentes distantes,
até primos em quarto grau.
											Desta forma, podemos construir
modelos robustos
											que podem separar a contribuição
de variações genéticas
											e a contribuição dos fatores ambientais.
											Efetuámos esta análise
usando os nossos dados
											e descobrimos que as variações genéticas
											explicam apenas 15% das diferenças
na longevidade entre indivíduos.
											Ou seja, cinco anos em média.
											Assim, os genes são menos importantes
que aquilo que pensávamos,
											em termos de longevidade.
											E eu acho que é uma boa notícia
											porque significa que as nossas ações
são mais importantes.
											Fumar, por exemplo, determina 10 anos
da nossa esperança de vida
											— o dobro do que é determinado
pela genética.
									",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
","
","
","
",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
											We can even have more surprising findings
											as we move from family trees
											and we let our genealogists
document and crowdsource DNA information.
											And the results can be amazing.
											It might be hard to imagine,
but Uncle Bernie and his friends
											can create DNA forensic capabilities
											that even exceed
what the FBI currently has.
											When you place the DNA
on a large family tree,
											you effectively create a beacon
											that illuminates the hundreds
of distant relatives
											that are all connected to the person
that originated the DNA.
											By placing multiple beacons
on a large family tree,
											you can now triangulate the DNA
of an unknown person,
											the same way that the GPS system
uses multiple satellites
											to find a location.
									","
											Soyağaçlarına baktıkça ve soy izleme
uzmanlarını DNA bilgilerini
											kayıt altına almalarına ve kitle kaynağı 
kullanmalarına izin verdiğimiz sürece
											çok daha şaşırtıcı 
bulgular bile elde edebiliriz.
											Sonuçlar harika olabilir.
											Hayal etmesi zor olabilir
											ama Bernie amca ve arkadaşları,
FBI'ın şu anda sahip olduğunu bile aşacak
											DNA adli kabiliyetleri yaratabilir.
											DNA'yı geniş bir soyağacına 
yerleştirdiğinizde etkili bir şekilde
											hepsinin DNA'yı oluşturan bir insana bağlı
yüzlerce uzak akrabayı aydınlatan
											bir işaret ışığı yaratıyorsunuz.
											Geniş bir soyağacına 
birçok işaret ışığı yerleştirerek
											bilinmeyen bir insanın DNA'sını 
nirengi yapabiliyorsunuz,
											GPS sisteminin bir konumu bulmak için
birçok uyduyu kullanması gibi.
									","
											Incluso podemos tener más
descubrimientos sorprendentes
											si nos movemos de los árboles
											y dejamos que los genealogistas documenten
y recopilen información sobre el ADN.
											Y el resultado puede ser increíble.
											Puede costar imaginarlo,
pero el tío Bernie y sus amigos
											pueden crear competencias forenses de ADN
											que incluso superan
a las que tiene actualmente el FBI.
											Al colocar el ADN
en un árbol genealógico grande,
											se crea un modelo efectivo
											que ilumina cientos de parientes lejanos
											conectados a la persona que originó el ADN.
											Al situar múltiples modelos
en un árbol genealógico grande,
											se puede triangular el ADN
de una persona desconocida,
											igual que los sistemas de GPS
usan múltiples satélites
											para encontrar una ubicación.
									","
											Podemos vir a encontrar
mais descobertas surpreendentes
											se nos afastamos das árvores genealógicas
											e deixarmos os nossos genealogistas
documentarem informações de ADN.
											Os resultados podem revelar-se espantosos.
											Pode ser difícil imaginar
mas o Tio Bernie e os seus amigos
											podem criar competências
forenses de ADN
											que ultrapassem o que o FBI
tem atualmente.
											Quando colocamos o ADN
numa grande árvore genealógica,
											estamos a criar um farol
											que ilumina as centenas
de parentes distantes
											que estão todos ligados à pessoa
que originou esse ADN.
											Colocando múltiplos faróis
numa grande árvore genealógica,
											podemos triangular o ADN
duma pessoa desconhecida,
											tal como o sistema GPS
usa múltiplos satélites
											para encontrar um local.
									",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
","
","
","
",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
											The prime example
of the power of this technique
											is capturing the Golden State Killer,
											one of the most notorious criminals
in the history of the US.
											The FBI had been searching
for this person for over 40 years.
											They had his DNA,
											but he never showed up
in any police database.
											About a year ago, the FBI
consulted a genetic genealogist,
											and she suggested that they submit
his DNA to a genealogy service
											that can locate distant relatives.
											They did that,
											and they found a third cousin
of the Golden State Killer.
											They built a large family tree,
											scanned the different
branches of that tree,
											until they found a profile
that exactly matched
											what they knew about
the Golden State Killer.
											They obtained DNA from this person
and found a perfect match
											to the DNA they had in hand.
											They arrested him
and brought him to justice
											after all these years.
											Since then, genetic genealogists
have started working with
											local US law enforcement agencies
											to use this technique
in order to capture criminals.
											And only in the past six months,
											they were able to solve
over 20 cold cases with this technique.
									","
											Bu tekniğin gücünün başlıca örneği
											ABD tarihindeki en kötü şöhretli
suçlularından biri olan
											Golden State Katili'nin yakalanması.
											FBI, bu kişiyi 40 yılı aşkın 
bir süredir arıyordu.
											DNA'sına sahiplerdi
											ancak herhangi bir polis 
veri tabanında hiç çıkmamıştı.
											Bir sene kadar önce FBI
bir genetik soy izleme uzmanına danıştı
											ve o da uzak akrabalarını tespit edecek
bir soyağacı hizmetine
											adamın DNA'sını yüklemelerini önerdi.
											Bunu yaptılar
											ve Golden State Katili'nin 
üçüncü derece kuzenini buldular.
											Geniş bir soyağacı oluşturdular,
											bu ağacın farklı dallarını taradılar
											ta ki Golden State Katili 
hakkında bildikleriyle
											tam olarak eşleşen
bir profil bulana kadar.
											Bu kişiden DNA aldılar
											ve ellerinde olan DNA'yla
mükemmel bir eşleşme buldular.
											Onu tutukladılar
											ve bu kadar sene sonra
adalete teslim ettiler.
											O zamandan beri genetik 
soy izleme uzmanları,
											suçluları yakalamak için 
bu tekniği kullanmaya
											ve yerel ABD emniyet teşkilatlarıyla
çalışmaya başladılar.
											Sadece son altı ay içinde
											bu teknikle yirmiden fazla 
faili meçhul davayı çözebildiler.
									","
											Un gran ejemplo del poder de esta técnica
											es la captura del asesino
del Golden State,
											uno de los criminales más famosos
de la historia de EE.UU.
											El FBI llevaba 40 años
buscando a esta persona.
											Tenían su ADN,
											pero nunca aparecía
en las bases de datos policiales.
											Hace un año, el FBI consultó
a una genealogista genética
											y esta sugirió que llevaran su ADN 
a un servicio de genealogía
											que puede localizar a parientes lejanos.
											Lo hicieron,
											y encontraron a un primo tercero
del asesino de Golden State.
											Construyeron un árbol genealógico enorme,
											escanearon las diferentes ramas del árbol,
											hasta que encontraron un perfil
que coincidía exactamente
											con lo que sabían
del asesino de Golden State.
											Consiguieron el ADN de esta persona
y obtuvieron una coincidencia perfecta
											con el ADN que tenían a mano.
											Lo arrestaron y lo llevaron
ante la justicia
											después de tantos años.
											Desde entonces, los genealogistas
genéticos han estado trabajando
											con las fuerzas del orden
locales de EE.UU.
											para que usen esta técnica
para detener criminales.
											Y solo en los últimos seis meses
											pudieron cerrar con esta técnica
20 casos sin resolver.
									","
											O exemplo principal
do poder desta técnica
											é a captura do Assassino do Golden State,
											um dos criminosos mais famosos
da história dos EUA.
											O FBI andava à procura
desta pessoa há mais de 40 anos.
											Tinham o ADN dele,
											mas ele nunca apareceu
em nenhuma base de dados da polícia.
											Há cerca de um ano, o FBI
consultou uma genealogista genética
											e ela sugeriu que colocassem
o ADN num serviço de genealogias
											que pode localizar parentes distantes.
											Foi o que fizeram
											e encontraram um primo terceiro
do Assassino do Golden State.
											Criaram uma grande árvore genealógica,
											percorreram os vários ramos dessa árvore,
											até que encontraram um perfil
que correspondia exatamente
											ao que eles conheciam
do Assassino do Golden State.
											Obtiveram o ADN dessa pessoa
e encontraram uma correspondência perfeita
											ao ADN que tinham na mão.
											Prenderam-no e apresentaram-no à Justiça
											ao fim desses anos todos.
											A partir daí, os genealogistas genéticos
começaram a trabalhar
											com as agências policiais locais dos EUA
											para usarem esta técnica, 
a fim de capturar criminosos.
											Só nos últimos seis meses,
											conseguiram resolver, com esta técnica,
mais de 20 casos arquivados.
									",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
","
","
","
",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
											Luckily, we have people like Uncle
Bernie and his fellow genealogists
											These are not amateurs
with a self-serving hobby.
											These are citizen scientists
with a deep passion to tell us who we are.
											And they know that the past
can hold a key to the future.
									","
											Neyse ki Bernie amca ve soy izleme 
uzmanları gibi insanlara sahibiz.
											Bu kişiler, kendilerince
hobileri olan amatörler değiller.
											Bu kişiler, bize kim olduğumuzu söylemenin
											derin bir tutkusuna sahip olan 
bilim insanı birer vatandaşlar
											ve geçmişin, geleceğe 
ışık tuttuğunu biliyorlar.
									","
											Afortunadamente, tenemos a gente como
el tío Bernie y sus colegas genealogistas.
											No son aficionados que 
tienen una afición egoísta.
											Son ciudadanos científicos con la
gran pasión de decirnos quiénes somos.
											Y saben que el pasado
puede ser la clave del futuro.
									","
											Felizmente, temos pessoas
como o Tio Bernie e os genealogistas.
											Não são amadores
com um passatempo egoísta.
											São cidadãos cientistas
com a profunda paixão
											de nos dizerem quem somos.
											Sabem que o passado
pode conter a chave do futuro.
									",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
","
","
","
",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
											Thank you very much.
											(Applause)
									","
											Çok teşekkür ederim.
											(Alkış)
									","
											Muchísimas gracias.
											(Aplausos)
									","
											Muito obrigado.
											(Aplausos)
									",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
"
","
","
","
",How we're building the world's largest family tree,Yaniv Erlich,11:22,"science,DNA,humanity,data,family,history,genetics,TEDMED"
