es,pt,tr,title,speaker,duration,tags
"
											Ahora echemos un vistazo 
a la privación del sueño.
											Grandes sectores de la sociedad 
se privan del sueño,
											y echemos un vistazo 
a nuestro medidor de sueño.
											En la década de los 50, datos confiables 
sugieren que la mayoría de nosotros
											consumíamos alrededor de unas ocho horas 
de sueño cada noche.
											Hoy en día, dormimos de una hora y media 
a dos horas menos cada noche,
											así que estamos en el rango de seis horas y media.
											Para los adolescentes, es peor, mucho peor.
											Necesitan nueve horas para el completo 
funcionamiento del cerebro
											y muchos de ellos, en una noche de escuela,
											solo están durmiendo cinco horas.
											Simplemente no es suficiente.
											Si pensamos en otros sectores de la sociedad, 
los ancianos,
											si usted es mayor, entonces la capacidad 
para dormir en un solo periodo
											está un poco alterada, y el sueño de muchos, 
nuevamente,
											es de menos de cinco horas por noche.
											Turno de trabajo. El turno de trabajo
es extraordinario,
											quizás el 20% de la población trabajadora,
											y el reloj corporal no se adapta a las exigencias
											de trabajar de noche.
											Está atrapada en el mismo ciclo luz-oscuridad 
que el resto de nosotros.
											Así que cuando el pobre trabajador vuelva a casa
											para tratar de dormir durante el día, 
desesperadamente cansado,
											el reloj corporal le dirá, ""Despierta. Este es el
momento para estar despierto"".
											Así que la calidad del sueño que se tiene como 
trabajador del turno de noche
											es generalmente muy pobre, otra vez 
de alrededor de cinco horas.
											Y entonces, por supuesto, 
decenas de millones de personas
											sufren de jet lag.
											¿Quién aquí tiene jet lag?
											Bueno, cielos santos.
											Bueno, muchas gracias por no quedarse dormidos,
											porque eso es lo que su cerebro ansía.
									","
											Então, vamos agora olhar
para a privação do sono.
											Há enormes setores da sociedade
que andam privados de sono.
											Vamos observar o nosso contador de sono.
											Os dados sugerem que, durante os anos 50,
a maior parte das pessoas
											dormia cerca de oito horas por noite.
											Atualmente, dormimos menos hora e meia
a duas horas por noite.
											Portanto, estamos na equipa
das seis horas e meia por noite.
											Quanto aos adolescentes é muito pior.
											Precisam de 9 horas para um perfeito
desempenho cerebral,
											e muitos deles, em tempo de aulas,
											só têm cinco horas de sono, numa noite
											Simplesmente, não é o suficiente.
											Se pensarmos noutros setores
da sociedade... os idosos...
											Quando se é idoso, a capacidade
para dormir, duma vez só,
											é um pouco perturbada,
e muitos também dormem
											menos de cinco horas por noite.
											O trabalho por turnos é extraordinário.
											Abarca, talvez, 20%
da população trabalhadora,
											e o relógio biológico não muda
											segundo as exigências do trabalho noturno.
											Está preso ao mesmo ciclo luz/escuro,
como as restantes pessoas.
											Portanto, quando o pobre trabalhador
por turnos vai para casa
											tentar dormir durante o dia, cansadíssimo,
											o relógio biológico está a dizer:
""Acorda. É hora de estar acordado"".
											Por isso, a qualidade do sono 
de um trabalhador noturno
											é geralmente muito má,
naquela região das cinco horas.
											E depois, dezenas de milhões de pessoas
											sofrem de ""jet lag"".
											Quem é que aqui agora sofre de ""jet lag""?
											Oh, meu Deus do céu!
											Realmente, muito obrigado
por não adormecerem,
											porque é isso o que
o vosso cérebro deseja.
									","
											Öyleyse şimdi uyku eksikliğine bakalım.
											Toplumun büyük kesimleri uykusuz,
											hadi uyku ölçerimize bakalım.
											Pekala, 1950'lerde çoğumuzun gecede yaklaşık
											sekiz saat uyuduğuna dair iyi veriler var.
											Günümüzde ise her gece bir buçuk ila iki saat arası daha az uyuyoruz,
											o yüzden her gece altı buçuk saat kümesindeyiz.
											Gençler içinse daha kötü, çok daha kötü.
											Tam beyin performansı için dokuz saate ihtiyaçları var
											ve çoğu bir okul gecesinde
											yalnızca beş saat uyuyorlar.
											Bu hiç de yeterli değil.
											Toplumun diğer kesimlerini düşünürsek, mesela yaşlılar,
											yaşlıysanız kesintisiz uyuma yeteneğiniz
											bir şekilde bozuluyor ve çoğu yine
											gecede beş saatten az uyuyor.
											Vardiyalı çalışma. Vardiyalı çalışma nadir,
											belki de çalışan nüfusun yüzde 20'si,
											ve vücut saati gece çalışma taleplerine göre
											değişmiyor.
											Geri kalanımız gibi aynı aydınlık-karanlık döngüsüne kilitlenmiş.
											O yüzden zavallı yaşlı vardiyalı çalışan yorgun argın
											eve gidip gün boyunca uyumaya çalıştığında,
											vücut saati, ""Uyan. Uyanık olma zamanı."" diyor.
											Yani bir gece vardiyalı çalışan olarak aldığınız uykunun kalitesi
											genellikle çok kötü, yine bu beş saatlik kesimde.
											Ve tabii, milyonlarca kişi
											jet lag'den muzdarip oluyor.
											Pekala burada kimde jet lag var?
											Vay canına.
											Pekala, uyuyakalmadığınız için çok teşekkür ederim,
											çünkü beyniniz bunu arzuluyor.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Una de las cosas que hace el cerebro
											es entregarse a micro-sueños,
											quedándose dormido involuntariamente,
											y esencialmente no se tiene control sobre eso.
											Ahora, los micro-sueños puede ser algo 
embarazoso,
											pero también pueden ser mortales.
											Se estima que 31% de los conductores
											se dormirá al volante 
al menos una vez en su vida,
											y en los Estados Unidos, las estadísticas 
son bastante acertadas:
											100,000 de accidentes en carreteras
											se han asociado con el cansancio,
											con menos atención y con caer dormidos.
											100,000 al año. Es extraordinario.
											En otro nivel de terror,
											nos sumergimos a los trágicos accidentes 
en Chernobyl
											y en efecto al transbordador espacial Challenger,
											que se perdió tan trágicamente.
											Y en las investigaciones que siguieron a 
esos desastres, se mostró
											falta de juicio, como consecuencia del trabajo 
por turnos extendidos
											y la pérdida de la vigilancia y el cansancio
											se atribuyó a una gran parte de esos desastres.
									","
											Uma das coisas que o cérebro faz
											é deliciar-se com microssonos,
											em que adormecemos involuntariamente
											sem que o possamos controlar.
											Os microssonos podem ser 
um pouco embaraçosos,
											mas também podem ser fatais.
											Estima-se que 31% dos condutores
											adormecerão ao volante
pelo menos uma vez na vida.
											Nos EUA, as estatísticas são elevadas:
											100 000 acidentes na autoestrada
											foram associados ao cansaço,
											falta de vigilância
e adormecer ao volante.
											Cem mil por ano. É extraordinário.
											Num outro nível de terror,
											encontramos os acidentes
trágicos de Chernobyl
											e do vaivém espacial Challenger,
											que se perdeu tão tragicamente.
											E nas investigações subsequentes
a esses desastres,
											más decisões resultantes de prolongado 
trabalho de turno,
											falta de vigilância e cansaço
											foram atribuídos
a grande parte desses desastres.
									","
											Beynin yaptıklarından biri
											mikro uykulardan keyif almak,
											yani istemsiz uyuyakalma,
											ve üzerinde hiçbir kontrolünüz yok.
											Şimdi, mikro uykular biraz utanç verici olabilir,
											ama aynı zamanda ölümcül de olabilir.
											Sürücülerin yaklaşık yüzde 31'inin hayatlarında
											en az bir kez direksiyon başında uyuya kalacakları tahmin ediliyor.
											ve Birleşik Devletler'de istatistikler oldukça iyi:
											Otobanda 100.000 kaza
											yorgunluk, dikkat kaybı
											ve uyuyakalma ile ilişkili.
											Yılda yüz bin kaza. Bu olağandışı.
											Diğer korkutucu olan ise,
											Çernobil'deki trajik kazalara göz atıyoruz
											ve gerçekten de uzay mekiği Challenger
											çok trajik bir şekilde kaybedildi.
											Ve bu felaketleri takip eden soruşturmalar,
											uzun vardiyalı çalışma sonucu kötü karar,
											dikkat kaybı ve yorgunluk
											bu felaketlerin bir çoğunun bağlandığı nedenlerdi.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Así que cuando están cansados y les falta sueño,
											tienen mala memoria y poca creatividad,
											y se tiene una la impulsividad exacerbada.
											y falta de criterio general.
											Pero, amigos, es mucho peor que eso.
									","
											Portanto, quando estamos cansados 
e com falta de sono,
											temos má memória, baixa criatividade,
											impulsividade acrescida,
											e, de um modo geral, má capacidade 
de julgamento.
											Mas, meus amigos,
é muito pior do que isso.
									","
											O yüzden, yorgun ve uykusuz olduğunuzda
											hafızanız zayıf olur, yaratıcılığınız zayıf olur,
											düşüncesizliğiniz artar,
											ve genel olarak kötü karar verirsiniz.
											Ama dostlarım, bundan çok daha kötüsü var.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											(Risas)
									","
											(Risos)
									","
											(Gülüşme)
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Si son un cerebro cansado,
											el cerebro ansía cosas para despertarlo.
											como drogas, estimulantes. 
La cafeína representa
											el estimulante de elección en gran parte 
del mundo occidental.
											Gran parte del día es alimentado por la cafeína,
											y si son un cerebro muy cansado, la nicotina.
											Y por supuesto, están manteniendo 
el estado de vigilia
											con estos estimulantes,
											y luego por supuesto llegan las 11 de la noche,
											el cerebro se dice a sí mismo,
""Ah, bueno, en realidad,
											necesito estar dormido dentro de poco.
											¿Qué hacemos si me siento 
completamente conectado?""
											Bueno, por supuesto, entonces 
recurrimos al alcohol.
											Ahora el alcohol, a corto plazo, ya saben, 
una vez o dos veces,
											puede ser muy útil para sedarnos suavemente.
											En realidad puede facilitar la transición de sueño.
											Pero de lo que deben estar conscientes es de que
											el alcohol no proporciona el sueño,
											es un imitador biológico para dormir. Te seda.
											Así que en realidad perjudica algunos de los 
procesamientos neuronales
											que suceden durante la consolidación de la memoria
											y la evocación de los recuerdos.
											Así que es una medida a corto plazo,
											pero por amor de Dios, no se conviertan en adictos
											al alcohol como una forma de conciliar el sueño
todas las noches.
									","
											Um cérebro cansado
											deseja coisas para despertar.
											Drogas, estimulantes. 
A cafeína representa
											o estimulante de eleição
em grande parte do mundo ocidental.
											Grande parte do dia
é alimentado a cafeína.
											E se for um cérebro mal comportado
muito cansado, a nicotina.
											E, claro, alimentamos a vigília
											com estes estimulantes.
											E depois, claro, chegam as 11h da noite
											e o cérebro diz para si próprio:
											""Ah, preciso urgentemente de dormir.""
											O que fazemos quando nos sentimos 
completamente excitados?
											Claro, recorremos ao álcool.
											Sabem, o álcool, a curto-prazo,
uma vez por outra,
											pode ser muito útil
para nos sedar ligeiramente.
											Pode facilitar a transição para o sono.
											Mas devemos estar conscientes
											de que o álcool não proporciona o sono,
											é uma imitação biológica do sono. Seda-nos.
											Na verdade, danifica uma parte
do processamento neural
											que ocorre durante
a consolidação da memória
											e a evocação da memória.
											É uma medida pontual de curto-prazo,
											mas, por amor de Deus,
não se tornem dependentes do álcool
											como forma de adormecerem 
todas as noites.
									","
											Yorgun bir beyniniz varsa,
											beyin uyanmak için bir şeyler arzular.
											Yani haplar, uyarıcılar. Kafein,
											Batı dünyasının çoğunda tercih edilen uyarıcıdır.
											Günün çoğuna kafein ile yakıt sağlanır,
											ve gerçekten yaramaz bir yorgun beyin iseniz de nikotin ile.
											Ve uyanık hale bu uyarıcılar ile
											yakıt sağlıyorsunuz
											ve sonra tabii ki gece saat 11 oluyor,
											beyin kendisine şöyle diyor: ""Ah, evet,
											kısa süre içine uyuyor olmalıyım.
											Tamamen gergin hissederken bunu nasıl yapacağız?""
											Tabii ki o zaman alkole başvuruyorsunuz.
											Biliyorsunuz, alkol, kısa sürede, bir veya iki kez
											hafifçe yatışmak için kullanıldığında oldukça faydalı olabilir.
											Gerçekten de uykuya geçişi kolaylaştırabilir.
											Ama şundan emin olmalısınız ki,
											alkol uyku getirmez,
											uyku için biyolojik bir taklittir. Sizi yatıştırır.
											Aslında hafıza güçlendirme ve anımsama
											sırasında gerçekleşen sinirsel işlemin
											bir kısmına sinirsel işlemin bir kısmına zarar verir.
											Yani kısa sürede güçlü bir tedbirdir,
											ancak Tanrı aşkına, her akşam uyuma yöntemi olarak
											alkol bağımlısı olmayın.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Otra conexión con la pérdida de sueño 
es el aumento de peso.
											Si duermen alrededor de unas 5 horas o menos 
cada noche,
											entonces tienen una probabilidad del 50% 
de ser obesos.
											¿Cuál es la conexión aquí?
											Pues bien, la falta de sueño parece dar lugar 
a la liberación
											de la hormona grelina, la hormona del hambre.
											La grelina es liberada. Y llega al cerebro.
											El cerebro dice: ""Necesito carbohidratos""
											y lo que hace es buscar carbohidratos
											y particularmente azúcares.
											Así que hay un vínculo entre el cansancio
											y la predisposición metabólica
para aumentar de peso.
									","
											Outra ligação com a falta de sono
é o aumento de peso.
											Se dormirmos cerca de 5 horas
ou menos por noite
											temos uma probabilidade
de 50% de sermos obesos.
											Qual é a ligação aqui?
											A falta de sono parece aumentar
a libertação da hormona grelina,
											a hormona da fome.
											A grelina é libertada. Chega ao cérebro.
											O cérebro diz: ""Preciso de carboidratos"".
											Vai buscar carboidratos,
em especial, açúcares.
											Portanto, existe uma ligação
entre o cansaço
											e a predisposição metabólica
para o aumento de peso.
									","
											Kilo alımı da uyku kaybı ile bağlantılıdır.
											Her gece beş saat ve daha az uyuyorsanız,
											o zaman yüzde 50 oranda obez olma olasılığınız var.
											Buradaki bağlantı nedir?
											Pekala, görünüşe göre uyku kaybı,
											açlık hormonu olan grelin hormonuna yol açıyor.
											Grelin salgılanıyor. Beyne ulaşıyor.
											Beyin şöyle diyor: ""Karbonhidrata ihtiyacım var.""
											ve karbonhidrat
											ve özellikle de şeker arıyor.
											Yani yorgunluk ile kilo almaya yönelik
											metabolik eğilim arasında bir bağlantı var.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Estrés. La gente cansada está 
masivamente estresada.
											Y una de las cosas del estrés, por supuesto,
											es la pérdida de memoria,
											que es el pequeño lapso que tuve.
											Pero el estrés es mucho más que eso.
											Así que si estás gravemente estresado, 
no es un gran problema,
											pero el estrés constante
											asociado con la pérdida de sueño, es el problema.
											El estrés constante conduce a 
una inmunidad suprimida,
											y la gente cansada tiende a tener índices más altos 
de infecciones en general,
											y existen muy buenos estudios que muestran
											que los trabajadores por turnos, por ejemplo,
tienen mayores índices de cáncer.
											Altos niveles de estrés generan glucosa 
en el sistema circulatorio.
											La glucosa se convierte en una parte dominante 
de la vasculatura
											y esencialmente te conviertes en intolerante 
a la glucosa.
											Lo que resulta en diabetes tipo 2.
											El estrés aumenta las enfermedades 
cardiovasculares
											como resultado de la presión sanguínea elevada.
											Hay toda una serie de problemas asociados 
a la pérdida de sueño
											que son más que un cerebro deteriorado levemente,
											que es donde creo que la mayoría piensan
											que reside esa pérdida de ese sueño.
									","
											Stress. As pessoas cansadas são 
extremamente stressadas.
											E uma das coisas do stress, claro,
											é a perda de memória, como o que
me aconteceu há pouco.
											Tive um pequeno lapso.
											Mas o stress é muitíssimo mais.
											Se estivermos stressados pontualmente, 
o problema não é grande,
											mas o stress crónico,
											associado à perda de sono,
é um problema.
											O stress crónico leva 
à supressão da imunidade,
											por isso as pessoas cansadas tendem
a ter taxas mais elevadas de infeções,
											Há estudos muito bons que mostram
											que os trabalhadores por turnos
têm taxas de cancro mais elevadas.
											Níveis de stress acrescidos
lançam glucose na circulação.
											A glucose torna-se uma parte
dominante da vasculatura
											e tornamo-nos intolerantes à glucose.
											Em consequência, diabetes 2.
											O stress aumenta
as doenças cardiovasculares
											em resultado da subida da tensão arterial.
											Portanto, há toda uma série de coisas
associadas à falta de sono,
											que são mais do que apenas
um cérebro ligeiramente afetado,
											que é o que a maioria 
das pessoas pensa
											que resulta da falta de sono.
									","
											Stres. Yorgun insanlar oldukça streslidir.
											Ve tabii ki stresin etkilerinden biri
											hafıza kaybıdır.
											Ben de az önce küçük bir hafıza kaybı yaşadım.
											Ancak stres çok daha fazlasıdır.
											Ani stres bu bir sorun değil,
											ama uyku kaybıyla ilişkili
											sürekli stres bir sorundur.
											Sürekli stres bastırılmış bağışıklığa yol açar
											ve o yüzden yorgun insanların enfeksiyon oranları daha fazladır,
											ve bazı başarılı çalışmalar,
											örneğin vardiyalı çalışanların kanser oranlarının daha yüksek olduğunu gösteriyor.
											Artmış stres seviyeleri kan dolaşımına glikoz katar.
											Glikoz damar düzeninin baskın bir parçası haline gelir
											ve glikoza duyarlı hale gelirsiniz.
											Sonuç olarak tip 2 diyabet.
											Stres, artan kan basıncı sonucu
											kardiyovasküler hastalığı arttırır.
											Yani uyku kaybıyla ilgili bir sürü şey var.
											Bunlar, bir çok insanın uyku kaybının bulunduğunu
											bulunduğunu sandığı bozuk bir beyinden
											çok daha fazlası.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											En este punto de la charla, 
es un buen momento para preguntarse,
											¿creen que en general están durmiendo 
lo suficiente?
											Así que rápidamente levanten las manos.
											¿Quiénes de aquí siente que ha dormido lo suficiente?
											Ah. bien, es bastante impresionante.
											Bien. Hablaremos más sobre eso más tarde, 
y sobre algunos consejos.
									","
											Esta altura da palestra
é uma boa altura para pensar:
											acham que dormem o suficiente?
											Rapidamente, levantem as mãos.
											Quem é que, aqui, sente
que dorme o suficiente?
											Oh! Realmente impressionante.
											Bom. Depois falaremos mais
sobre as vossas dicas
									","
											Konuşmanın bu noktası düşünmek için iyi bir zaman.
											Uykusunu aldığını düşünen var mı?
											Hemen birkaç el görelim.
											Kim uykusunu aldığını hissediyor?
											Oh, pekala, bu oldukça etkileyici.
											Güzel. Bununla, tüyolarınız üzerine daha sonra konuşacağız.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											La mayoría de nosotros, por supuesto, 
nos preguntamos,
											""Bien, ¿cómo sé si estoy durmiendo lo suficiente?""
											Bueno, no hace falta ser un genio.
											Si necesitan un reloj despertador
para salir de la cama en la mañana,
											si les toma mucho tiempo levantarse,
											si necesitan muchos estimulantes,
											si están malhumorado, irritables,
											si sus colegas de trabajo les dijeron
											que se ven cansados e irritable,
											es probable que les falte sueño.
											Escúchenlos. Escúchense.
									","
											A maior parte de nós pergunta-se:
											""Como sei se durmo o suficiente?""
											Não é complicado.
											Se precisamos de um despertador 
para nos tirar da cama, de manhã,
											se demoramos muito a levantar-nos,
											se precisamos de muitos estimulantes,
											se estamos rabugentos, irritáveis,
											se os colegas de trabalho nos dizem
											que parecemos cansados e irritáveis,
											é provável que estejamos
com privação do sono.
											Oiçam-nos. Oiçam-se a vós mesmos.
									","
											Tabii ki çoğumuz şu soruyu soruyor:
											""Uykumu alıp almadığımı nasıl anlarım?""
											Bu o kadar da zor değil.
											Sabah uyanmak için bir çalar saate ihtiyacınız varsa,
											yataktan kalkmanız uzun sürüyorsa,
											çok fazla uyarıcıya ihtiyaç duyuyorsanız,
											huysuz, asabi iseniz,
											iş arkadaşlarınız
											yorgun ve asabi göründüğünüzü söylüyorsa,
											büyük olasılıkla uykusuzsunuzdur.
											Onları dinleyin. Kendinizi dinleyin.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											¿Qué hacen?
											Bueno - y esto es algo ofensivo -
											dormir para tontos:
											Hagan de su dormitorio un refugio para dormir.
											La primera cosa fundamental es oscurecerlo
tanto como puedan,
											y también enfriarlo un poco.
Es muy importante.
											En realidad, reducir la cantidad
de exposición a la luz
											por lo menos media hora antes de irse a la cama.
											La luz aumenta los niveles de alerta 
y retrasará el sueño.
											¿Qué es lo último que la mayoría de nosotros 
hacemos antes de irnos a la cama?
											Estamos en un baño demasiado iluminado
											mirándonos en el espejo, limpiándonos los dientes.
											Es lo peor que podemos hacer
											antes de ir a dormir.
											Apaguen los teléfonos celulares. 
Apaguen las computadoras.
											Apaguen todas esas cosas
que puedan estimular el cerebro.
											Traten de no beber cafeína
demasiado tarde en el día,
											idealmente no después del almuerzo.
											Bien, hemos hablado sobre reducir la exposición 
a la luz antes de ir a la cama,
											pero la exposición a la luz en la mañana
											es muy buena para ajustar el reloj biológico
al ciclo luz-oscuridad.
											Así que busquen la luz en la mañana.
											Básicamente, escúchense.
											Relájense. Hagan el tipo de cosas que saben
											que los va a llevar
											al plácido, dulcísimo rocío del sueño
									","
											O que fazer?
											Isto é ligeiramente ofensivo...
											""Dormir para totós"".
											(Risos)
											Façam do vosso quarto
um refúgio para o sono.
											A primeira coisa essencial
é torná-lo o mais escuro possível,
											e também ligeiramente fresco.
											É muito importante.
											Reduzam a quantidade de exposição à luz,
											pelo menos, meia hora
antes de irem para a cama.
											A luz aumenta os níveis de alerta
e adiará o sono.
											Qual é a última coisa que as pessoas fazem
antes de ir para a cama?
											Ficamos numa casa de banho 
com luz a mais,
											enquanto lavamos os dentes.
											É a pior coisa que podemos fazer
antes de irmos dormir.
											Desliguem os telemóveis.
Desliguem os computadores.
											Desliguem todas as coisas
que também vão excitar o cérebro.
											Tentem não beber cafeína
muito tarde, durante o dia,
											idealmente, não depois do almoço.
											Estabelecemos reduzir a exposição à luz
antes de ir para a cama,
											mas a exposição à luz, de manhã,
											é boa para acertar o relógio biológico
com o ciclo luz/escuro.
											Portanto, procurem a luz da manhã.
											Basicamente, oiçam-se a vós mesmos.
											Reduzam. Façam aquelas coisas
que sabem que vos vai desacelerar
											até ao ""orvalho doce e pesado do sono"".
									","
											Ne yapacaksınız?
											Pekala — bu biraz kırıcı —
											aptallar için uyku:
											Yatak odanızı uyku cenneti haline getirin.
											En önemlisi, olabildiğince karanlık hale getirmeniz
											ve biraz da serin. Bu çok önemli.
											Aslında, ışığa maruziyet miktarınızı
											yatağa gitmeden en az yarım saat önce azaltın.
											Işık, uyanıklılık seviyelerini arttırır ve uykuyu geciktirir.
											Yatağa gitmeden önce çoğumuzun son yaptığı şey nedir?
											Oldukça aydınlık bir banyoda durur
											aynaya bakarak dişlerimizi fırçalarız.
											Bu, uyumaya gitmeden önce yapabileceğimiz
											en kötü şey.
											Cep telefonlarını kapatın. Bilgisayarları kapatın.
											Beyninizi heyecanlandıran her şeyi kapatın.
											Gün içinde çok geç saatte, en iyisi öğleden sonra
											kafein almamaya çalışın.
											Şimdi, yatağa gitmeden önce ışık maruziyetini azaltmayı hallettik,
											ama sabah ışığa maruziyet
											biyolojik saatimizi aydınlık-karanlık döngüsüne ayarlamak için çok iyidir.
											O yüzden sabah ışığını bulun.
											Öncelikli olarak, kendinizi dinleyin.
											Dinlenin. Sizi derin uykuya daldıracağını
											bildiğiniz şeyleri
											yapın.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Está bien. Esos son algunos de los hechos. 
¿Qué hay con algunos mitos?
									","
											Ok. Estes são alguns factos. 
E quanto aos mitos?
									","
											Tamam. Bunlar gerçekler. Peki ya bazı efsaneler?
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Los adolescentes son perezosos. No. Pobrecitos.
											Tienen una predisposición biológica
											para ir a la cama tarde y levantarse tarde, 
así que déjenlos.
									","
											Os adolescentes são preguiçosos.
Não. Pobrezinhos.
											Têm uma predisposição biológica
para se deitarem tarde e levantarem tarde,
											por isso, deem-lhes um desconto.
									","
											Gençler tembeldir. Hayır. Zavallı şeyler.
											Geç yatıp geç kalmaya biyolojik
											bir yatkınlıkları var, o yüzden onları rahat bırakın.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Necesitamos ocho horas de sueño cada noche.
											Eso es un promedio. Algunas personas necesitan más. Algunas personas necesitan menos.
											Y lo que tienen que hacer es escuchar a su cuerpo.
											¿Necesitan más o menos?
											Así de simple.
									","
											Precisamos de 8 horas de sono por noite.
											Essa é a média. Algumas pessoas precisam 
mais. Algumas pessoas precisam menos.
											Precisamos de escutar o nosso corpo.
											Precisamos dessa quantidade ou de mais?
											Tão simples como isso.
									","
											Gecede sekiz saatlik uykuya ihtiyacımız var.
											Bu bir ortalama. Bazısı fazlasına, bazısıysa azına ihtiyaç duyar.
											Ve yapmanız gereken vücudunuzu dinlemek.
											Bu kadarına mı yoksa daha fazlasına mı ihtiyacınız var?
											Bu kadar basit.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Los ancianos necesitan menos sueño. No es cierto.
											Las demandas de sueño de las personas 
de edad no bajan.
											Esencialmente, duermen fragmentos 
y se convierte en menos robusto,
											pero no bajan las necesidades de sueño.
									","
											As pessoas mais velhas
precisam de dormir menos.
											Não é verdade.
											As exigências de sono dos idosos
não diminuem.
											Essencialmente, o sono fragmenta-se 
e torna-se menos robusto,
											mas as necessidades de sono não diminuem.
									","
											Yaşlılar daha az uykuya ihtiyaç duyar. Bu doğru değil.
											Yaşlıların uyku ihtiyaçları azalmaz.
											Temelde, uyku bölünür ve hafifler
											ama uyku gereksinimleri azalmaz.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
