en,pt,de,title,speaker,duration,tags
"
											TC: So we wanted to look at this
from a totally different angle.
											So, what if we could keep
the idea of lead and follow
											but toss the idea that this
was connected to gender?
											Further, what if a couple
could lead and follow each other
											and then switch?
											And then switch back?
											What if it could be like a conversation,
											taking turns listening and speaking,
just like we do in life?
											What if we could dance like that?
											We call it ""Liquid Lead Dancing.""
									","
											TC: Por isso, quisemos olhar para isto
de um ângulo completamente diferente.
											E se pudéssemos manter
a ideia de guiar e ser guiado
											mas deitássemos fora a ideia
de que isso é uma coisa sexista?
											Mais ainda, e se um par
pudesse guiar e ser guiado, à vez,
											e depois trocassem?
											E voltassem a trocar?
											E se fosse como uma conversa,
											por turnos, a ouvir e a falar,
tal como fazemos na vida?
											E se pudéssemos dançar desse modo?
											Chamamos-lhe dançar com ""Guia Líquido"".
									","
											TC: Wir wollten das aus einer
ganz anderen Perspektive betrachten.
											Was, wenn wir das Konzept
von Führen und Folgen beibehalten,
											aber den Gedanken von den
Geschlechterrollen dabei über Bord werfen?
											Was, wenn wir zudem die Partner
führen und folgen lassen,
											und diese dann tauschen?
											Und dann wieder zurück tauschen?
											Was, wenn es wie ein Gespräch sein könnte,
											jeder hört einmal zu und spricht,
so wie im realen Leben?
											Was, wenn wir so tanzen könnten?
											Wir nennen es ""Liquid Lead
Dancing"" [Flüssige Führung].
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											JF: Let's try this with a Latin dance,
											salsa.
											In salsa, there's a key transitional step,
called the cross-body lead.
											We use it as punctuation
to break up the improvisation.
											It can be a little tricky to spot
if you're not used to looking for it,
											so here it is.
											One more time for the cheap seats.
									","
											JF: Vamos experimentar
com uma dança latina,
											a salsa.
											Na salsa, há um passo importante
de transição, chamado ""cross-body lead"".
											Usamo-lo como pontuação,
para interromper a improvisação.
											Pode ser difícil de detetar,
se não estiverem habituados a reparar,
											por isso, é assim.
											Mais uma vez,
para os lugares mais baratos.
									","
											JF: Versuchen wir es mit
einem lateinamerikanischen Tanz,
											Salsa.
											Beim Salsa gibt es einen Übergangsschritt,
""Cross-Body Lead"" genannt.
											Wir nutzen es als Punktierung,
die Improvisation beendet.
											Es kann schwierig sein, sie zu erkennen,
wenn man nicht daran gewöhnt ist.
											So geht es.
											Noch einmal für die billigen Plätze.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											And here's the action one more time,
											nice and slow.
											Now, if we apply liquid-lead thinking
to this transitional step,
											the cross-body lead becomes a point
											where the lead and the follow can switch.
											The person following can elect
to take over the lead,
											or the person leading can choose
to surrender it,
											essentially making it
a counter-cross-body lead.
											Here's how that looks in slow motion.
											And here's how it looked
when we danced it in the opening dance.
									","
											Cá vai mais uma vez a ação,
											limpa e lenta.
											Se aplicarmos o pensamento Guia Líquido
a este passo de transição,
											o ""cross-body lead"" passa a ser uma altura
em que o líder e o seguidor podem trocar.
											A pessoa que segue pode escolher
assumir a condução,
											ou a pessoa que guia pode escolher
entregá-la,
											tornando-a um contra-""cross-body lead"".
											Eis como se processa, em movimento lento.
											E eis como ficou, quando a dançámos
na dança da abertura.
									","
											Und hier das Ganze noch einmal,
											ganz langsam.
											Wenden wir die ""Liquid-Lead""-Denkweise
bei diesem traditionellen Schritt an,
											wird der ""Cross-Body Lead"" zu einem Punkt,
											an dem das Führen und Folgen
getauscht werden kann.
											Die Person, die folgt,
könnte das Führen übernehmen,
											oder die, die führt, könnte jetzt folgen,
											also ist es dann
""Counter-Cross-Body Lead"".
											So sieht das in Zeitlupe aus.
											Und so tanzten wir es
am Anfang des Vortrags.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											With this simple tweak,
the dance moves from being a dictation
											to a negotiation.
											Anyone can lead. Anyone can follow.
											And more importantly,
you can change your mind.
											Now, this is only one example
of how this applies,
											but once the blinkers come off,
anything can happen.
									","
											Com este ajustamento,
a dança deixa de ser um ditame
											e passa a ser uma negociação.
											Qualquer um pode guiar.
Qualquer um pode seguir.
											Mais importante ainda,
podemos mudar de ideias.
											Isto é apenas um exemplo
de como se aplica,
											mas, depois de tirar as vendas,
tudo pode acontecer.
									","
											Mit diesem einfachen Kniff
wird der Tanz von einem Diktat
											zu einem Gespräch.
											Jeder kann führen. Jeder kann folgen.
											Und viel wichtiger noch,
man kann seine Meinung ändern.
											Das ist nur ein Anwendungsbeispiel,
											aber sind die Scheuklappen abgelegt,
kann alles geschehen.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											TC: Let's look at how Liquid Lead thinking
could apply to a classic waltz.
											Because, of course,
											it isn't just a system of switching leads;
											it's a way of thinking
											that can actually make
the dance itself more efficient.
									","
											TC: Vejamos como o pensamento
de Guia Líquido
											se pode aplicar a uma valsa clássica.
											Porque, obviamente,
											isto não é apenas um sistema
de trocar os guias,
											é uma forma de pensar
que pode tornar a dança mais eficaz.
									","
											TC: Und jetzt ""Liquid Lead""
beim klassischen Walzer.
											Es geht natürlich nicht nur
um den Wechsel der Führung,
											sondern um eine Denkweise,
											die den Tanz im Grunde 
viel effizienter machen kann.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											So: the waltz.
											The waltz is a turning dance.
											This means that for the lead,
											you spend half of the dance
traveling backwards,
											completely blind.
											And because of the follower's position,
											basically, no one can see
where they're going.
									","
											Portanto: a valsa.
											A valsa é uma dança de andar à roda.
											Significa que quem guia,
											passa metade da dança
a andar para trás,
											totalmente às cegas.
											Dada a posição do seguidor,
											ninguém consegue ver 
para onde vai.
									","
											Also, der Walzer.
											Der Walzer ist ein sich drehender Tanz.
											Das bedeutet für den Führenden:
											Die Hälfte des Tanzes läuft man rückwärts,
											völlig blind.
											Und da die zweite Person nur folgt,
											sieht im Grunde niemand, wo er hintritt.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											So you're out here on the floor,
											and then imagine that coming right at you.
									","
											Portanto, vocês estão na pista
											e agora imaginem
que esta coisa vem direita a vocês.
									","
											Sie sind also auf der Tanzfläche
											und dann stellen Sie sich vor,
das kommt auf Sie zu.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											JF: Raaaaaah!
									","
											JF: Aaaaah...
									","
											JF: Raaaaah!
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											TC: There are actually a lot
of accidents out there
											that happen as a result
of this blind spot.
											But what if the partners
were to just allow for
											a switch of posture for a moment?
											A lot of accidents could be avoided.
											Even if one person led the whole dance
but allowed this switch to happen,
											it would be a lot safer,
											while at the same time,
offering new aesthetics into the waltz.
											Because physics doesn't give a damn
about your gender.
									","
											TC: Na verdade, há muitos acidentes
											que acontecem em resultado
desta situação cega.
											E se os parceiros permitissem
											uma troca de postura momentânea?
											Podiam-se evitar muitos acidentes.
											Mesmo que fosse uma só pessoa
a guiar toda a dança
											mas permitisse esta troca,
											seria muito mais seguro,
											enquanto, ao mesmo tempo,
proporcionaria uma nova estética à valsa.
											Porque a física está-se nas tintas
quanto ao vosso sexo.
									","
											TC: Daher gibt es auch
viele Unfälle auf der Tanzfläche,
											die die Folge dieses blinden Flecks sind.
											Aber was, wenn die Tanzpartner
nur einen Moment lang
											die Haltung ändern dürften?
											Dadurch könnten viele Unfälle
verhindert werden.
											Selbst wenn eine Person
den ganzen Tanz lang führt,
											aber auch mal die Haltung ändern dürfte,
											wäre alles schon viel sicherer,
											während gleichzeitig neue Ästhetik
beim Walzer geboten wird.
											Weil der Körper sich nicht
um dein Geschlecht schert.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											JF: Now, we've danced Liquid Lead
in clubs, convention centers
											and as part of ""First Dance,""
the play we created with Lisa,
											on stages in North America and in Europe.
											And it never fails to engage.
											I mean, beyond the unusual sight
of seeing two men dancing together,
											it always evokes and engages.
											But why?
									","
											JF: Já dançámos Guia Líquido
em clubes, centros de convenções
											e em ""First Dance"", a peça
que criámos com Lisa,
											em palcos na América do Norte
e na Europa.
											Nunca deixa de ser envolvente.
											Para além da visão invulgar
de ver dois homens a dançar juntos,
											é sempre uma evocação e um envolvimento.
											Mas porquê?
									","
											JF: Wir tanzten ""Liquid Lead""
in Clubs, Kongresszentren
											und als Teil von ""First Dance"" —
das Stück, das mit Lisa entstand,
											auf den Bühnen Nordamerikas und Europas.
											Die Menschen sind immer begeistert.
											Mal abgesehen von dem nicht
alltäglichen Anblick zweier Männer,
											die zusammen tanzen, fasziniert es
und findet starken Anklang.
											Aber warum?
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											The secret lies in what made
Lisa see our initial demonstration
											as ""political.""
											It wasn't just that we were
switching lead and follow;
											it's that we stayed consistent
in our presence, our personality
											and our power, regardless
of which role we were playing.
											We were still us.
									","
											O segredo reside naquilo que Lisa viu
na nossa exibição inicial
											como ""política"".
											Não foi só estarmos
a trocar entre guia e seguidor,
											mas mantermos consistente
a nossa presença e personalidade,
											independentemente do papel
que estávamos a desempenhar.
											Continuávamos a ser nós.
									","
											Das Geheimnis liegt darin,
was Lisa in unserer ersten Vorführung
											als ""politisch"" erachtete.
											Wir wechselten uns nicht nur
im Führen und Folgen ab,
											wir blieben auch in unserem Dasein,
unserer Persönlichkeit
											und unserer Leistung beständig,
egal, welche Rolle wir einnahmen.
											Wir waren immer noch wir.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											And that's where the true freedom lies —
											not just the freedom to switch roles,
											but the freedom from being defined
by whichever role you're playing,
											the freedom to always remain
true to yourself.
											Forget what a lead is supposed
to look like, or a follow.
											Be a masculine follow
											or a feminine lead.
											Just be yourself.
											Obviously, this applies
off the dance floor as well,
											but on the floor, it gives us
the perfect opportunity
											to update an old paradigm,
reinvigorate an old relic,
											and make it more representative
of our era and our current way of being.
									","
											É nisso que reside a verdadeira liberdade
											— não apenas a liberdade
de trocar de papéis,
											mas a liberdade de não ser definidos
pelo papel que desempenhamos,
											a liberdade de nos mantermos
sempre fiéis a nós mesmos.
											Esqueçam o que é que um guia
deve parecer, ou um seguidor.
											Sejam um seguidor masculino
											ou uma líder feminina.
											Sejam apenas vós mesmos.
											Obviamente, isto aplica-se também
fora da pista de dança,
											mas na pista, dá-nos 
uma perfeita oportunidade
											para modernizar um velho paradigma,
revigorar uma velha relíquia
											e torná-la mais representativa
da nossa era e atual forma de ser.
									","
											Und darin liegt die wahre Freiheit —
											nicht nur die Freiheit,
die Rollen zu tauschen,
											sondern auch die Freiheit zu haben,
über welche Rolle man definiert wird;
											die Freiheit, sich stets treu zu bleiben.
											Vergessen Sie, wie das Führen
aussehen soll, oder das Folgen —
											ein männliches Führen
											oder ein weibliches Folgen.
											Seien Sie einfach Sie selbst.
											Das gilt ja auch außerhalb der Tanzfläche,
											aber darauf gibt es uns
die ideale Gelegenheit,
											ein altes Paradigma zu aktualisieren,
ein altes Relikt wiederzubeleben,
											und es mehr an unsere Zeit
und an unsere Lebensweise anzupassen.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											TC: Jeff and I dance partner dancing
all the time with women and men
											and we love it.
											But we dance with a consciousness
that this is a historic form
											that can produce silence
and produce invisibility
											across the spectrum of identity
that we enjoy today.
											We invented Liquid Lead
											as a way of stripping out
all the ideas that don't belong to us
											and taking partner dancing back
to what it really always was:
											the fine art of taking care of each other.
									","
											TC: Jeff e eu estamos sempre a dançar
com mulheres e com homens
											e adoramos isso.
											Mas dançamos com a consciência
de que é uma forma histórica
											que pode produzir silêncio
e produzir invisibilidade
											através do espetro de identidade
de que gozamos hoje.
											Inventámos o Guia Líquido
											como uma forma de nos despirmos
de todas as ideias que não nos pertencem
											e devolver à dança de pares
aquilo que ela sempre foi:
											a bela arte de cuidar uns dos outros.
									","
											TC: Jeff und ich tanzen schon
immer mit Frauen und Männern,
											und wir lieben es.
											Aber wir tanzen mit einem Bewusstsein,
dass dies eine Historie hat,
											die Stillschweigen und Unsichtbarkeit
über ein weites Spektrum von Identitäten
											erzeugen kann, das wir heutzutage haben.
											Wir erfanden ""Liquid Lead""
											als eine Weise, mit all den Konzepten
zu brechen, die nicht zu uns gehören,
											und holen das Partnertanzen wieder
dahin zurück, was es einmal war:
											die schöne Kunst,
aufeinander zu achten.
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Music)
									","
											(Música)
									","
											(Musik)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
"
","
","
",Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,15:33,"art,beauty,creativity,dance,culture,entertainment,gender,performance,identity,performance art,social change,TEDx,society"
